gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
C1orf226|400793	454.4224	C1orf226|400793	2284.2711
lowly_expressed	lowly_expressed	C1orf228|339541	12.5265
lowly_expressed	lowly_expressed	C1orf229|388759	21.0122
C1orf25|81627	1031.5884	C1orf25|81627	580.6647
C1orf26|54823	164.2599	C1orf26|54823	233.963
C1orf27|54953	1547.3827	C1orf27|54953	811.3951
C1orf31|388753	374.5487	C1orf31|388753	159.208
C1orf35|79169	239.6209	C1orf35|79169	267.0977
C1orf38|9473	206.2274	C1orf38|9473	147.4896
C1orf43|25912	8224.7292	C1orf43|25912	3836.7512
C1orf50|79078	103.3394	C1orf50|79078	136.9835
C1orf51|148523	152.0758	C1orf51|148523	77.1795
C1orf52|148423	218.8628	C1orf52|148423	377.0078
C1orf53|388722	11.2816	C1orf53|388722	7.2735
C1orf54|79630	45.1264	C1orf54|79630	85.6652
C1orf55|163859	817.6895	C1orf55|163859	703.5054
C1orf56|54964	198.6191	C1orf56|54964	132.0295
C1orf57|84284	616.8773	C1orf57|84284	474.3914
C1orf58|148362	824.0072	C1orf58|148362	503.8691
C1orf59|113802	172.3827	C1orf59|113802	246.4895
C1orf61|10485	6.3177	C1orf61|10485	10.5061
C1orf63|57035	308.21299999999997	C1orf63|57035	943.5296
C1orf64|149563	1111.0108	C1orf64|149563	247.7018
C1orf65|164127	5.8664	lowly_expressed	lowly_expressed
C1orf66|51093	651.6245	C1orf66|51093	699.0605
C1orf69|200205	167.4188	C1orf69|200205	327.7099
lowly_expressed	lowly_expressed	C1orf70|339453	10.102
C1orf74|148304	283.3935	C1orf74|148304	94.1509
C1orf77|26097	1887.1841	C1orf77|26097	1945.247
C1orf83|127428	144.8556	C1orf83|127428	237.1957
C1orf84|149469	15.8123	C1orf84|149469	13.8883
C1orf85|112770	1753.6101	C1orf85|112770	658.2483
C1orf86|199990	264.3908	C1orf86|199990	237.7695
C1orf88|128344	343.8628	C1orf88|128344	204.8692
C1orf89|79363	80.3249	C1orf89|79363	102.6366
C1orf91|56063	122.2744	C1orf91|56063	191.9022
C1orf93|127281	1556.1688	C1orf93|127281	767.8917
lowly_expressed	lowly_expressed	C1orf95|375057	116.3754
C1orf96|126731	468.4116	C1orf96|126731	424.2853
C1orf97|84791	126.3538	C1orf97|84791	98.5958
C1orf9|51430	2903.8809	C1orf9|51430	1698.7575
C20orf103|24141	413.3574	C20orf103|24141	35.9632
C20orf108|116151	4085.7401	C20orf108|116151	4625.5177
C20orf111|51526	1348.8267	C20orf111|51526	909.9909
C20orf112|140688	2794.2238	C20orf112|140688	1309.2232
C20orf114|92747	458.935	C20orf114|92747	82.8367
C20orf117|140710	1829.4224	C20orf117|140710	714.4156
C20orf118|140711	15.6092	C20orf118|140711	17.0563
C20orf11|54994	1363.2671	C20orf11|54994	2260.0263
C20orf12|55184	247.7437	C20orf12|55184	318.0119
C20orf132|140699	31.5884	C20orf132|140699	33.9428
C20orf134|170487	10.3791	C20orf134|170487	37.5796
C20orf135|140701	16.2455	C20orf135|140701	68.2897
C20orf151|140893	118.6823	C20orf151|140893	131.3264
C20orf160|140706	40.6137	C20orf160|140706	146.2774
C20orf165|128497	5.8664	C20orf165|128497	15.7592
C20orf177|63939	210.2888	C20orf177|63939	413.3872
C20orf194|25943	268.5018	C20orf194|25943	795.6359
C20orf196|149840	50.5415	C20orf196|149840	90.1101
C20orf199|441951	1794.2238	C20orf199|441951	2700.4748
C20orf202|400831	7.6715	lowly_expressed	lowly_expressed
C20orf203|284805	13.0866	C20orf203|284805	25.4571
C20orf20|55257	173.7365	C20orf20|55257	228.71
C20orf24|55969	3240.4422	C20orf24|55969	602.966
C20orf26|26074	25.721999999999998	C20orf26|26074	7.2735
C20orf27|54976	501.3538	C20orf27|54976	423.07300000000004
C20orf29|55317	258.574	C20orf29|55317	216.5875
C20orf30|29058	3552.3466	C20orf30|29058	2045.0551
C20orf3|57136	3560.9206	C20orf3|57136	2449.1363
C20orf43|51507	2991.8773	C20orf43|51507	2133.1448
C20orf46|55321	20.7581	C20orf46|55321	31.5183
C20orf4|25980	2431.4079	C20orf4|25980	1140.7213
C20orf54|113278	443.1408	C20orf54|113278	355.9956
C20orf72|92667	490.0722	C20orf72|92667	763.7135
C20orf7|79133	148.4657	C20orf7|79133	124.0529
C20orf94|128710	92.0578	C20orf94|128710	50.1061
C20orf96|140680	333.935	C20orf96|140680	453.7832
C21orf119|84996	32.9422	C21orf119|84996	92.5346
C21orf122|728039	20.7581	C21orf122|728039	37.9836
lowly_expressed	lowly_expressed	C21orf125|284836	6.8694
C21orf130|284835	7.2202	C21orf130|284835	13.7388
C21orf15|54094	7.2202	C21orf15|54094	37.1755
C21orf2|755	204.8736	C21orf2|755	521.6689
C21orf33|8209	1200.8123	C21orf33|8209	1767.4513
C21orf34|388815	27.0758	C21orf34|388815	129.306
C21orf45|54069	182.7617	C21orf45|54069	197.9998
lowly_expressed	lowly_expressed	C21orf49|54067	8.0816
C21orf56|84221	101.9856	C21orf56|84221	184.261
C21orf57|54059	73.556	C21orf57|54059	161.2284
C21orf58|54058	143.0505	C21orf58|54058	90.1101
C21orf59|56683	478.1634	C21orf59|56683	716.0238
C21orf63|59271	74.9097	C21orf63|59271	688.1503
C21orf67|84536	46.4801	C21orf67|84536	49.702
C21orf70|85395	43.3213	C21orf70|85395	144.257
C21orf7|56911	34.296	C21orf7|56911	66.6734
lowly_expressed	lowly_expressed	C21orf82|114036	5.6571
C21orf88|114041	25.2708	C21orf88|114041	93.7468
C21orf91|54149	362.8159	C21orf91|54149	639.2565
C22orf13|83606	3187.3962	C22orf13|83606	2414.9066
C22orf23|84645	25.2708	C22orf23|84645	92.5346
C22orf25|128989	1431.4079	C22orf25|128989	309.9303
C22orf26|55267	9.4765	C22orf26|55267	7.6775
C22orf27|150291	143.9531	C22orf27|150291	114.355
C22orf28|51493	1173.7365	C22orf28|51493	1827.2553
C22orf29|79680	1155.722	C22orf29|79680	1232.674
C22orf30|253143	1105.1444	C22orf30|253143	1531.8719
C22orf32|91689	442.6895	C22orf32|91689	992.0194
C22orf36|388886	88.4477	C22orf36|388886	346.7017
C22orf39|128977	1047.3827	C22orf39|128977	617.0319999999999
C22orf40|150383	139.8917	C22orf40|150383	194.3631
lowly_expressed	lowly_expressed	C22orf41|644186	9.6979
lowly_expressed	lowly_expressed	C22orf43|51233	9.2939
C22orf45|646023	13.5379	C22orf45|646023	13.3347
C22orf46|79640	750.9025	C22orf46|79640	775.8359
C22orf9|23313	2231.0469	C22orf9|23313	1498.7372
C2CD2L|9854	432.7617	C2CD2L|9854	319.9151
C2CD2|25966	697.6534	C2CD2|25966	1042.9336
C2CD3|26005	564.0794	C2CD3|26005	1065.5622
lowly_expressed	lowly_expressed	C2CD4B|388125	6.4653
C2CD4C|126567	15.343	C2CD4C|126567	18.9918
lowly_expressed	lowly_expressed	C2CD4D|100191040	12.9306
C2orf15|150590	193.8042	C2orf15|150590	101.881
C2orf16|84226	65.8845	C2orf16|84226	72.3305
C2orf18|54978	2512.1841	C2orf18|54978	983.9378
C2orf24|27013	1290.6137	C2orf24|27013	1536.3168
C2orf27A|29798	30.2347	C2orf27A|29798	53.3387
C2orf28|51374	2206.7870000000003	C2orf28|51374	1665.8652
C2orf29|55571	1303.2491	C2orf29|55571	890.1909
C2orf34|79823	50.0903	C2orf34|79823	90.9183
C2orf3|6936	171.9314	C2orf3|6936	461.4608
C2orf40|84417	14.4404	C2orf40|84417	1025.5581
C2orf42|54980	149.8195	C2orf42|54980	300.6364
C2orf43|60526	311.8231	C2orf43|60526	248.1059
C2orf44|80304	471.5704	C2orf44|80304	352.7629
C2orf47|79568	319.0433	C2orf47|79568	219.4161
C2orf48|348738	5.8664	lowly_expressed	lowly_expressed
C2orf49|79074	103.3394	C2orf49|79074	156.7835
C2orf50|130813	37.0036	C2orf50|130813	5.6571
C2orf52|151477	6.3177	C2orf52|151477	10.9102
C2orf54|79919	178.7004	C2orf54|79919	16.9714
C2orf55|343990	287.9061	C2orf55|343990	325.2854
C2orf56|55471	302.3466	C2orf56|55471	262.2487
lowly_expressed	lowly_expressed	C2orf58|285154	18.9918
C2orf60|129450	266.6968	C2orf60|129450	267.9058
C2orf63|130162	137.6354	C2orf63|130162	155.9754
C2orf64|493753	371.3899	C2orf64|493753	552.7831
lowly_expressed	lowly_expressed	C2orf65|130951	18.5877
C2orf66|401027	10.8303	lowly_expressed	lowly_expressed
C2orf67|151050	382.2789	C2orf67|151050	610.3041
C2orf68|388969	501.3538	C2orf68|388969	1243.3579
C2orf69|205327	694.4946	C2orf69|205327	314.7793
C2orf70|339778	8.574	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C2orf71|388939	8.4857
C2orf72|257407	150.2708	C2orf72|257407	463.0771
C2orf73|129852	9.9278	C2orf73|129852	7.6775
C2orf74|339804	334.3863	C2orf74|339804	330.5384
C2orf76|130355	68.1408	C2orf76|130355	67.8856
C2orf77|129881	226.9856	C2orf77|129881	74.755
C2orf79|391356	170.1264	C2orf79|391356	344.2772
C2orf7|84279	127.7076	C2orf7|84279	172.9468
C2orf81|388963	65.722	C2orf81|388963	106.9361
lowly_expressed	lowly_expressed	C2orf82|389084	60.6122
C2orf86|51057	77.6173	C2orf86|51057	128.9019
C2orf88|84281	40.1625	C2orf88|84281	883.3215
C2orf89|129293	39.2599	C2orf89|129293	28.2857
C2|717	652.9783	C2|717	126.1016
C3AR1|719	229.6931	C3AR1|719	143.8529
C3orf10|55845	3777.9783	C3orf10|55845	2687.9483
C3orf14|57415	612.8159	C3orf14|57415	349.9343
C3orf15|89876	185.0181	C3orf15|89876	170.5223
C3orf17|25871	1019.8556	C3orf17|25871	1096.2724
C3orf18|51161	270.3069	C3orf18|51161	265.8854
C3orf19|51244	458.4838	C3orf19|51244	671.9871
C3orf1|51300	1487.8159	C3orf1|51300	882.1093
C3orf21|152002	481.9495	C3orf21|152002	213.75900000000001
C3orf23|285343	439.9819	C3orf23|285343	469.1383
C3orf26|84319	528.8809	C3orf26|84319	307.9099
C3orf31|132001	176.44400000000002	C3orf31|132001	181.8365
C3orf32|51066	9.0253	C3orf32|51066	12.9306
C3orf33|285315	126.8051	C3orf33|285315	109.9101
C3orf34|84984	181.4079	C3orf34|84984	66.6734
lowly_expressed	lowly_expressed	C3orf35|339883	13.7388
C3orf36|80111	10.3791	lowly_expressed	lowly_expressed
C3orf37|56941	1028.4296	C3orf37|56941	808.9706
C3orf38|285237	520.7581	C3orf38|285237	371.7547
C3orf39|84892	576.2635	C3orf39|84892	639.6606
C3orf42|84657	7.6715	C3orf42|84657	29.4979
C3orf47|339942	37.9061	C3orf47|339942	64.2489
C3orf52|79669	57.3105	C3orf52|79669	131.7305
C3orf54|389119	9.0253	C3orf54|389119	65.0571
C3orf55|152078	18.9531	C3orf55|152078	41.2163
C3orf57|165679	166.5162	C3orf57|165679	65.4612
C3orf58|205428	644.4043	C3orf58|205428	1166.5825
C3orf59|151963	175.5415	C3orf59|151963	202.4447
C3orf62|375341	90.704	C3orf62|375341	163.2488
C3orf63|23272	2176.9675	C3orf63|23272	2259.8242
C3orf64|285203	251.3538	C3orf64|285203	870.3909
C3orf67|200844	93.4116	C3orf67|200844	14.950999999999999
C3orf70|285382	254.0614	C3orf70|285382	47.6816
C3orf71|646450	11.7329	C3orf71|646450	51.7224
C3orf75|54859	297.3827	C3orf75|54859	321.6487
C3|718	6810.0181	C3|718	6554.1974
C4A|720	16817.3646	C4A|720	10246.6714
lowly_expressed	lowly_expressed	C4BPA|722	25.8612
C4BPB|725	9.4765	C4BPB|725	6.0612
C4orf10|317648	324.6029	C4orf10|317648	311.4214
C4orf12|404201	24.3682	C4orf12|404201	52.9346
C4orf14|84273	636.2816	C4orf14|84273	1022.3255
C4orf19|55286	49.0162	C4orf19|55286	226.3421
C4orf21|55345	103.3394	C4orf21|55345	137.3876
C4orf23|152992	428.7004	C4orf23|152992	425.4975
C4orf27|54969	304.1516	C4orf27|54969	359.6323
C4orf29|80167	165.1625	C4orf29|80167	143.8529
C4orf31|79625	98.3755	C4orf31|79625	152.7427
C4orf32|132720	444.9458	C4orf32|132720	819.4767
C4orf33|132321	282.0397	C4orf33|132321	156.7835
C4orf34|201895	3219.3141	C4orf34|201895	1219.113
C4orf36|132989	6.769	C4orf36|132989	21.4163
lowly_expressed	lowly_expressed	C4orf38|152641	19.8
C4orf39|152756	14.8917	C4orf39|152756	43.2367
C4orf3|401152	2684.1155	C4orf3|401152	2795.4339
C4orf41|60684	1734.6570000000002	C4orf41|60684	1172.2396
C4orf42|92070	839.8014	C4orf42|92070	407.3139
C4orf43|55319	468.4116	C4orf43|55319	425.9016
C4orf46|201725	230.1444	C4orf46|201725	191.9386
C4orf47|441054	10.8303	C4orf47|441054	11.3143
lowly_expressed	lowly_expressed	C4orf49|84709	31.9224
C4orf52|389203	380.8664	C4orf52|389203	337.4078
lowly_expressed	lowly_expressed	C4orf7|260436	50.1061
C5AR1|728	174.639	C5AR1|728	56.5714
C5orf13|9315	1185.9206	C5orf13|9315	619.0524
C5orf15|56951	1581.2274	C5orf15|56951	1352.0558
C5orf20|140947	20.7581	lowly_expressed	lowly_expressed
C5orf22|55322	833.4838	C5orf22|55322	503.8893
C5orf23|79614	23.4657	C5orf23|79614	162.4407
C5orf24|134553	884.0253	C5orf24|134553	1326.1946
C5orf25|375484	549.0839	C5orf25|375484	209.3141
lowly_expressed	lowly_expressed	C5orf27|202299	28.2857
C5orf28|64417	194.0433	C5orf28|64417	275.9875
C5orf30|90355	666.9675	C5orf30|90355	330.5384
C5orf32|84418	481.4982	C5orf32|84418	467.1179
C5orf33|133686	1106.4982	C5orf33|133686	819.8808
C5orf34|375444	41.5162	C5orf34|375444	61.0163
C5orf35|133383	64.5307	C5orf35|133383	150.3182
C5orf36|285600	84.8375	C5orf36|285600	83.6448
C5orf38|153571	27.5271	C5orf38|153571	82.4326
C5orf39|389289	17.148	C5orf39|389289	55.3591
C5orf41|153222	557.3105	C5orf41|153222	1012.2235
C5orf42|65250	1583.4838	C5orf42|65250	768.5625
C5orf43|643155	1262.6354	C5orf43|643155	1108.3948
C5orf44|80006	296.8321	C5orf44|80006	442.0447
C5orf45|51149	205.6227	C5orf45|51149	270.6657
C5orf46|389336	6.769	C5orf46|389336	18.1837
C5orf49|134121	88.4477	C5orf49|134121	26.2653
C5orf4|10826	212.5451	C5orf4|10826	2674.2095
C5orf51|285636	1807.3105	C5orf51|285636	1022.3255
C5orf53|492311	221.5704	C5orf53|492311	511.9709
C5orf54|63920	70.3971	C5orf54|63920	261.8446
C5orf55|116349	40.1625	C5orf55|116349	71.1183
C5orf56|441108	27.5542	C5orf56|441108	118.5332
C5orf62|85027	479.2419	C5orf62|85027	400.4445
C5|727	218.8628	C5|727	300.6364
C6orf105|84830	8.574	C6orf105|84830	37.1755
C6orf106|64771	2684.5668	C6orf106|64771	2586.1198
C6orf108|10591	137.1841	C6orf108|10591	203.2529
C6orf115|58527	328.5199	C6orf115|58527	245.6814
C6orf120|387263	705.5776	C6orf120|387263	878.9413
C6orf122|401288	10.343	C6orf122|401288	9.9242
lowly_expressed	lowly_expressed	C6orf123|26238	51.7224
lowly_expressed	lowly_expressed	C6orf124|653483	84.8571
C6orf125|84300	551.7013	C6orf125|84300	547.4816
C6orf129|154467	226.083	C6orf129|154467	82.8367
C6orf130|221443	296.9134	C6orf130|221443	574.9429
C6orf132|647024	87.9964	C6orf132|647024	226.2855
C6orf134|79969	235.1083	C6orf134|79969	378.22
C6orf136|221545	171.0289	C6orf136|221545	195.5753
C6orf138|442213	71.2996	C6orf138|442213	14.5469
C6orf141|135398	48.2852	C6orf141|135398	125.2652
lowly_expressed	lowly_expressed	C6orf142|90523	8.8898
C6orf145|221749	255.4152	C6orf145|221749	649.7626
C6orf147|387097	14.6345	C6orf147|387097	14.6197
C6orf150|115004	55.9567	C6orf150|115004	41.2163
C6orf153|88745	514.8917	C6orf153|88745	364.4813
C6orf154|221424	29.7834	C6orf154|221424	11.7184
C6orf155|79940	15.343	C6orf155|79940	142.6407
lowly_expressed	lowly_expressed	C6orf15|29113	15.7592
C6orf162|57150	36.435	C6orf162|57150	132.1871
lowly_expressed	lowly_expressed	C6orf163|206412	26.6694
lowly_expressed	lowly_expressed	C6orf164|63914	23.7883
C6orf165|154313	26.6381	C6orf165|154313	19.505
C6orf167|253714	241.426	C6orf167|253714	353.9751
C6orf168|84553	226.5343	C6orf168|84553	204.8692
C6orf170|221322	83.4838	C6orf170|221322	206.8896
C6orf174|387104	16.2861	C6orf174|387104	125.5561
C6orf182|285753	98.8267	C6orf182|285753	96.9795
C6orf192|116843	196.7509	C6orf192|116843	495.8077
C6orf1|221491	280.6859	C6orf1|221491	219.4161
lowly_expressed	lowly_expressed	C6orf201|404220	32.3629
C6orf203|51250	95.2166	C6orf203|51250	213.3549
C6orf204|387119	32.0397	C6orf204|387119	48.0857
lowly_expressed	lowly_expressed	C6orf208|80069	5.0268
C6orf211|79624	1183.213	C6orf211|79624	1347.2068
C6orf217|100131814	6.769	C6orf217|100131814	9.6979
C6orf225|619208	163.8087	C6orf225|619208	168.0978
C6orf226|441150	19.8556	C6orf226|441150	45.6612
C6orf26|401251	11.3493	C6orf26|401251	49.6373
C6orf27|80737	40.6137	C6orf27|80737	50.9142
C6orf35|729515	271.2094	C6orf35|729515	424.6894
lowly_expressed	lowly_expressed	C6orf41|100133205	10.5061
C6orf47|57827	540.1625	C6orf47|57827	746.7421
C6orf48|50854	842.0578	C6orf48|50854	1657.5412
lowly_expressed	lowly_expressed	C6orf52|347744	6.4653
C6orf57|135154	29.3321	C6orf57|135154	95.3632
lowly_expressed	lowly_expressed	C6orf59|79992	12.9306
C6orf62|81688	2857.13	C6orf62|81688	2813.0437
C6orf64|55776	965.2527	C6orf64|55776	729.3666
C6orf70|55780	213.4477	C6orf70|55780	431.1547
C6orf72|116254	443.5921	C6orf72|116254	764.1176
C6orf89|221477	2303.7004	C6orf89|221477	3593.0902
C6orf97|80129	132.6715	C6orf97|80129	792.4033
C6|729	9.0253	C6|729	8.0816
C7orf10|79783	52.3466	C7orf10|79783	44.853
C7orf11|136647	248.1949	C7orf11|136647	235.9834
C7orf13|129790	97.9242	C7orf13|129790	193.5549
C7orf23|79161	157.8971	C7orf23|79161	292.1507
C7orf25|79020	383.4928	C7orf25|79020	324.0287
C7orf26|79034	539.7112	C7orf26|79034	596.828
C7orf27|221927	1001.8051	C7orf27|221927	951.6113
C7orf28A|51622	1261.2816	C7orf28A|51622	615.0116
C7orf28B|221960	854.2419	C7orf28B|221960	526.5178
C7orf29|113763	169.2238	C7orf29|113763	182.6447
C7orf30|115416	285.6498	C7orf30|115416	240.0242
C7orf31|136895	236.4621	C7orf31|136895	92.9387
C7orf36|57002	149.3682	C7orf36|57002	195.5753
C7orf40|285958	328.9711	C7orf40|285958	309.1221
C7orf41|222166	217.0578	C7orf41|222166	2552.177
C7orf42|55069	4989.1697	C7orf42|55069	3104.1519
C7orf43|55262	537.0036	C7orf43|55262	229.9222
C7orf44|55744	907.4910000000001	C7orf44|55744	743.9135
C7orf46|340277	35.1986	C7orf46|340277	189.11
C7orf47|221908	152.5271	C7orf47|221908	130.9223
C7orf49|78996	787.0578	C7orf49|78996	495.0359
C7orf50|84310	952.6173	C7orf50|84310	692.5952
C7orf51|222950	13.0866	C7orf51|222950	43.6408
C7orf53|286006	11.7329	C7orf53|286006	25.053
C7orf55|154791	95.2166	C7orf55|154791	205.6773
C7orf58|79974	166.5162	C7orf58|79974	310.3344
C7orf59|389541	966.1552	C7orf59|389541	756.8441
C7orf60|154743	387.1841	C7orf60|154743	349.5303
lowly_expressed	lowly_expressed	C7orf61|402573	8.0816
C7orf63|79846	94.3141	C7orf63|79846	238.0038
C7orf64|84060	353.7906	C7orf64|84060	381.8568
C7orf68|29923	640.3430000000001	C7orf68|29923	209.3141
C7orf70|84792	693.5921	C7orf70|84792	449.7424
C7|730	124.0975	C7|730	117.9917
lowly_expressed	lowly_expressed	C8B|732	8.0816
C8ORFK29|340393	5.4152	lowly_expressed	lowly_expressed
C8orf30A|51236	1788.8087	C8orf30A|51236	442.87300000000005
C8orf31|286122	27.0758	C8orf31|286122	5.6571
C8orf33|65265	4000.0	C8orf33|65265	1036.0642
lowly_expressed	lowly_expressed	C8orf34|116328	7.2735
C8orf37|157657	70.8484	C8orf37|157657	92.5346
C8orf38|137682	625.9025	C8orf38|137682	159.6121
C8orf39|55472	10.8303	C8orf39|55472	14.1428
C8orf40|114926	289.7112	C8orf40|114926	548.7423
C8orf41|80185	409.4585	C8orf41|80185	273.4539
C8orf42|157695	725.6318	C8orf42|157695	504.6974
C8orf44|56260	47.9016	C8orf44|56260	62.9276
C8orf45|157777	125.0	C8orf45|157777	57.3795
C8orf46|254778	41.5162	C8orf46|254778	51.7224
lowly_expressed	lowly_expressed	C8orf47|203111	50.9142
C8orf48|157773	126.3538	C8orf48|157773	24.649
C8orf4|56892	212.5451	C8orf4|56892	371.3506
C8orf51|78998	139.4404	C8orf51|78998	54.1469
C8orf55|51337	877.7076	C8orf55|51337	885.7460000000001
C8orf58|541565	205.3249	C8orf58|541565	254.1671
C8orf59|401466	464.9504	C8orf59|401466	494.5348
C8orf73|642475	268.0505	C8orf73|642475	68.6938
C8orf76|84933	641.7103	C8orf76|84933	223.861
C8orf77|286103	7.2202	C8orf77|286103	17.3755
C8orf79|57604	128.6101	C8orf79|57604	492.9791
C8orf80|389643	6.3177	C8orf80|389643	11.3143
C8orf83|286144	1098.8267	C8orf83|286144	615.8198
C8orf84|157869	50.5415	C8orf84|157869	392.3629
C8orf85|441376	64.0794	C8orf85|441376	448.9342
C9orf100|84904	43.3664	C9orf100|84904	43.1316
C9orf102|375748	112.6715	C9orf102|375748	198.7514
C9orf103|414328	83.935	C9orf103|414328	91.3224
C9orf109|286333	16.6968	C9orf109|286333	26.6694
C9orf110|100128385	199.4585	C9orf110|100128385	187.4937
C9orf114|51490	334.1697	C9orf114|51490	574.3530000000001
C9orf116|138162	134.4765	C9orf116|138162	38.7918
C9orf117|286207	6.3177	C9orf117|286207	22.6285
C9orf119|375757	344.7653	C9orf119|375757	285.6854
C9orf122|158228	32.0397	C9orf122|158228	57.3795
C9orf123|90871	284.7473	C9orf123|90871	686.1299
C9orf125|84302	17.148	C9orf125|84302	83.2407
lowly_expressed	lowly_expressed	C9orf128|392307	9.6979
C9orf129|445577	136.7148	C9orf129|445577	93.1933
C9orf130|100128782	17.4594	C9orf130|100128782	171.5284
lowly_expressed	lowly_expressed	C9orf131|138724	5.2531
C9orf140|89958	224.278	C9orf140|89958	151.5305
C9orf142|286257	187.7256	C9orf142|286257	238.812
lowly_expressed	lowly_expressed	C9orf144B|259308	5.6571
C9orf150|286343	1290.1625	C9orf150|286343	576.6239
C9orf152|401546	191.787	C9orf152|401546	923.3256
C9orf156|51531	196.2996	C9orf156|51531	378.6241
lowly_expressed	lowly_expressed	C9orf163|158055	12.5265
C9orf167|54863	82.13	C9orf167|54863	82.4326
C9orf16|79095	267.14799999999997	C9orf16|79095	459.8444
C9orf171|389799	5.8664	lowly_expressed	lowly_expressed
C9orf172|389813	12.6354	lowly_expressed	lowly_expressed
C9orf21|195827	73.556	C9orf21|195827	144.6611
C9orf23|138716	157.9422	C9orf23|138716	387.918
lowly_expressed	lowly_expressed	C9orf24|84688	5.2531
C9orf25|203259	461.1913	C9orf25|203259	466.3097
C9orf30|91283	213.38	C9orf30|91283	168.9868
C9orf37|85026	55.5054	C9orf37|85026	115.1631
C9orf3|84909	182.5406	C9orf3|84909	443.07099999999997
C9orf40|55071	48.2852	C9orf40|55071	102.6366
C9orf41|138199	178.2491	C9orf41|138199	195.1712
C9orf43|257169	15.343	C9orf43|257169	11.7184
C9orf45|81571	52.3466	C9orf45|81571	434.3873
C9orf46|55848	241.426	C9orf46|55848	235.9834
C9orf47|286223	9.0343	C9orf47|286223	24.3055
C9orf4|23732	8.574	lowly_expressed	lowly_expressed
C9orf5|23731	1568.1408	C9orf5|23731	3277.5028
C9orf64|84267	525.722	C9orf64|84267	425.4975
lowly_expressed	lowly_expressed	C9orf66|157983	29.4979
C9orf68|55064	18.5018	C9orf68|55064	104.25299999999999
C9orf69|90120	566.7869999999999	C9orf69|90120	778.6645
C9orf6|54942	320.8484	C9orf6|54942	484.4934
C9orf72|203228	155.6859	C9orf72|203228	353.167
C9orf78|51759	1054.6029	C9orf78|51759	1260.3293
C9orf7|11094	780.6859	C9orf7|11094	522.477
C9orf80|58493	162.4549	C9orf80|58493	293.767
C9orf82|79886	273.91700000000003	C9orf82|79886	340.6405
C9orf85|138241	91.1552	C9orf85|138241	202.4447
C9orf86|55684	1664.2599	C9orf86|55684	1532.276
C9orf89|84270	226.5343	C9orf89|84270	169.7141
C9orf91|203197	660.1986	C9orf91|203197	776.24
C9orf93|203238	63.6282	C9orf93|203238	154.359
