gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
CCNL1|57018	2244.4513	CCNL1|57018	1851.7835
CCNL2|81669	1488.5929999999998	CCNL2|81669	2771.2177
CCNO|10309	123.6709	CCNO|10309	52.2755
CCNT1|904	517.3944	CCNT1|904	422.5092
CCNT2|905	1732.0120000000002	CCNT2|905	1412.0541
CCNYL1|151195	650.5626	CCNYL1|151195	530.1353
CCNY|219771	1781.7694	CCNY|219771	1929.2743
CCPG1|9236	3599.8390000000004	CCPG1|9236	3039.4342
CCR10|2826	5.9874	CCR10|2826	5.5351
CCR1|1230	669.1442	CCR1|1230	243.5424
CCR2|729230	298.9574	CCR2|729230	85.4859
CCR4|1233	208.9398	CCR4|1233	14.7601
CCR5|1234	595.8501	CCR5|1234	97.786
CCR6|1235	249.2413	CCR6|1235	58.3333
CCR7|1236	390.4202	CCR7|1236	39.9754
CCR8|1237	29.936999999999998	lowly_expressed	lowly_expressed
CCRL1|51554	120.574	CCRL1|51554	380.6888
CCRL2|9034	145.5559	CCRL2|9034	57.8106
CCRN4L|25819	102.1988	CCRN4L|25819	87.9459
CCS|9973	198.2038	CCS|9973	167.8967
CCT2|10576	3008.7746	CCT2|10576	2357.9336
CCT3|7203	3610.4057	CCT3|7203	3211.5621
CCT4|10575	2701.5588	CCT4|10575	3683.8868
CCT5|22948	2067.3067	CCT5|22948	2813.6531
CCT6A|908	3003.8196	CCT6A|908	2761.9926
CCT6B|10693	70.6101	CCT6B|10693	78.7208
CCT6P1|643253	111.9025	CCT6P1|643253	100.24600000000001
CCT7|10574	2897.9044	CCT7|10574	3019.6802
CCT8|10694	2966.0370000000003	CCT8|10694	2619.3112
CD101|9398	68.1325	CD101|9398	23.9852
CD109|135228	2493.4407	CD109|135228	2561.5006
CD14|929	1573.4489999999998	CD14|929	1639.6064
CD151|977	3403.5305	CD151|977	5387.4539
CD160|11126	26.8401	CD160|11126	24.6002
CD163L1|283316	354.9086	CD163L1|283316	198.032
CD163|9332	4271.2914	CD163|9332	790.2829
lowly_expressed	lowly_expressed	CD164L2|388611	46.1255
CD164|8763	12561.9903	CD164|8763	12807.5031
CD177|57126	10.735999999999999	lowly_expressed	lowly_expressed
CD180|4064	404.666	CD180|4064	120.5412
CD19|930	97.0373	CD19|930	9.2251
CD1A|909	21.2656	lowly_expressed	lowly_expressed
CD1B|910	48.9316	lowly_expressed	lowly_expressed
CD1C|911	334.8818	CD1C|911	44.8954
CD1D|912	173.6348	CD1D|912	33.2103
CD1E|913	154.2273	CD1E|913	15.9902
CD200R1|131450	163.5181	CD200R1|131450	54.1205
CD200|4345	261.1748	CD200|4345	977.2448
CD207|50489	33.4469	CD207|50489	25.8303
CD209|30835	300.4026	CD209|30835	385.6089
CD226|10666	94.9726	CD226|10666	20.9102
CD22|933	393.5171	CD22|933	116.2362
CD244|51744	36.5438	CD244|51744	13.5301
CD247|919	172.396	CD247|919	37.5154
CD248|57124	1306.2868	CD248|57124	1770.6027
CD24|100133941	2781.2532	CD24|100133941	9637.1464
CD274|29126	84.6495	CD274|29126	27.6753
CD276|80381	2034.2727	CD276|80381	1023.3702
CD27|939	233.9259	CD27|939	49.5941
CD28|940	366.0576	CD28|940	90.4059
CD2AP|23607	2100.1342	CD2AP|23607	1703.567
CD2BP2|10421	893.1558	CD2BP2|10421	863.4686
CD2|914	708.372	CD2|914	161.7466
CD300A|11314	381.1293	CD300A|11314	134.6863
CD300C|10871	52.235	CD300C|10871	18.4502
CD300E|342510	5.5745	lowly_expressed	lowly_expressed
CD300LB|124599	156.7049	CD300LB|124599	7.9951
CD300LF|146722	70.4036	CD300LF|146722	15.9902
CD300LG|146894	525.0336	CD300LG|146894	932.9643
CD302|9936	2820.8816	CD302|9936	2742.3862
CD320|51293	136.678	CD320|51293	209.7171
CD33|945	193.4551	CD33|945	89.1759
CD34|947	2273.9754	CD34|947	3758.3026
CD36|948	13960.3592	CD36|948	16390.5289
CD37|951	902.653	CD37|951	181.4268
CD38|952	53.6802	CD38|952	17.8352
CD3D|915	200.0619	CD3D|915	40.5904
CD3EAP|10849	330.959	CD3EAP|10849	492.0049
CD3E|916	605.5538	CD3E|916	142.0664
CD3G|917	144.9365	CD3G|917	35.6704
CD40LG|959	107.9798	CD40LG|959	39.3604
CD40|958	414.9892	CD40|958	275.5228
CD44|960	12496.1288	CD44|960	10136.5314
CD46|4179	9564.984	CD46|4179	7537.5154
CD47|961	2527.924	CD47|961	4291.5129
CD48|962	942.9132	CD48|962	143.2964
CD4|920	3271.1882	CD4|920	1422.5092
CD52|1043	970.9921	CD52|1043	148.2165
CD53|963	1788.7891	CD53|963	463.0996
CD55|1604	826.4685	CD55|1604	2324.1082
CD58|965	318.9842	CD58|965	205.4121
CD59|966	10949.7264	CD59|966	22403.444
CD5|921	446.165	CD5|921	50.4305
CD63|967	8972.6437	CD63|967	7044.2804
CD68|968	5075.8749	CD68|968	1747.2325
CD69|969	585.7335	CD69|969	85.4859
CD6|923	338.3917	CD6|923	67.0357
CD72|971	124.2903	CD72|971	27.0603
CD74|972	50960.4625	CD74|972	16019.6802
CD79A|973	535.7696	CD79A|973	60.8856
CD79B|974	293.7958	CD79B|974	68.2657
CD7|924	69.7842	CD7|924	27.0603
CD80|941	59.0482	lowly_expressed	lowly_expressed
CD81|975	7250.5419999999995	CD81|975	9722.0172
CD82|3732	904.5112	CD82|3732	893.6039
CD83|9308	859.296	CD83|9308	211.5621
CD84|8832	666.2537	CD84|8832	121.1562
CD86|942	526.2723	CD86|942	124.2312
CD8A|925	459.7915	CD8A|925	129.7663
CD8B|926	96.6243	CD8B|926	22.1402
CD93|22918	3742.748	CD93|22918	2502.46
CD96|10225	484.5669	CD96|10225	97.171
CD97|976	808.7127	CD97|976	682.0418
CD99L2|83692	1244.1416	CD99L2|83692	1292.1279
CD99|4267	3012.6974	CD99|4267	1324.1082
CD9|928	6315.0614	CD9|928	6260.1476
CDADC1|81602	196.965	CDADC1|81602	267.5277
CDAN1|146059	435.2225	CDAN1|146059	348.0935
CDA|978	38.8149	CDA|978	35.6704
CDC123|8872	737.5245	CDC123|8872	827.5523
CDC14A|8556	231.8571	CDC14A|8556	436.6544
CDC14B|8555	508.3101	CDC14B|8555	990.7749
CDC14C|168448	7.0197	CDC14C|168448	12.3001
CDC16|8881	1197.6876	CDC16|8881	1624.2312
CDC20|991	97.2437	CDC20|991	16.6052
CDC23|8697	1147.1044	CDC23|8697	909.5941
CDC25A|993	62.971000000000004	CDC25A|993	12.3001
CDC25B|994	550.4284	CDC25B|994	519.0652
CDC25C|995	44.1829	lowly_expressed	lowly_expressed
CDC26|246184	102.8182	CDC26|246184	115.0062
CDC27|996	1891.6073	CDC27|996	1981.5498
CDC34|997	260.3489	CDC34|997	271.8327
CDC37L1|55664	469.0823	CDC37L1|55664	549.2005
CDC37|11140	1296.7895	CDC37|11140	1491.3899
CDC40|51362	860.9477	CDC40|51362	1016.6052
CDC42BPA|8476	1804.2738	CDC42BPA|8476	2701.107
CDC42BPB|9578	2677.8156	CDC42BPB|9578	3342.5584
CDC42BPG|55561	252.9163	CDC42BPG|55561	607.6261
CDC42EP1|11135	410.2405	CDC42EP1|11135	1383.1488
CDC42EP2|10435	207.4946	CDC42EP2|10435	385.6089
CDC42EP3|10602	640.6524	CDC42EP3|10602	812.4231
CDC42EP4|23580	1271.3947	CDC42EP4|23580	2181.4268
CDC42EP5|148170	20.4398	CDC42EP5|148170	38.1304
CDC42SE1|56882	3389.2887	CDC42SE1|56882	2605.4121
CDC42SE2|56990	2951.5846	CDC42SE2|56990	1968.0197
CDC42|998	8592.7532	CDC42|998	5554.7355
CDC45|8318	36.7503	lowly_expressed	lowly_expressed
CDC5L|988	1087.4368	CDC5L|988	1274.2927
CDC6|990	92.7016	CDC6|990	33.8253
CDC73|79577	1685.3515	CDC73|79577	1297.663
CDC7|8317	97.2437	CDC7|8317	89.1759
CDCA2|157313	97.6567	CDCA2|157313	9.8401
CDCA3|83461	49.3796	CDCA3|83461	34.0344
CDCA4|55038	284.2985	CDCA4|55038	157.4416
CDCA5|113130	124.2903	CDCA5|113130	40.5904
CDCA7L|55536	445.5311	CDCA7L|55536	560.2399
CDCA7|83879	46.2475	CDCA7|83879	41.2054
CDCA8|55143	135.2328	CDCA8|55143	47.3555
CDCP1|64866	832.0429	CDCP1|64866	1019.6802
CDH11|1009	3058.7385	CDH11|1009	774.2927
CDH12|1010	7.4326	CDH12|1010	49.8155
CDH13|1012	343.9661	CDH13|1012	1055.9656
CDH17|1015	5.7809	lowly_expressed	lowly_expressed
CDH19|28513	10.735999999999999	CDH19|28513	21.5252
CDH1|999	6295.241	CDH1|999	8986.4699
lowly_expressed	lowly_expressed	CDH22|64405	6.7651
CDH23|64072	176.9031	CDH23|64072	265.0677
CDH24|64403	63.3839	CDH24|64403	43.0504
CDH26|60437	6.6068	CDH26|60437	15.3752
CDH2|1000	26.4272	CDH2|1000	23.9852
CDH3|1001	208.5269	CDH3|1001	2057.8106
CDH5|1003	1921.9573	CDH5|1003	1995.695
CDH6|1004	127.3872	CDH6|1004	63.3456
CDH7|1005	13.0071	lowly_expressed	lowly_expressed
CDH8|1006	8.2585	CDH8|1006	56.5806
CDHR1|92211	17.7558	CDHR1|92211	10.4551
CDHR3|222256	13.4944	CDHR3|222256	28.2042
CDIPT|10423	1503.6647	CDIPT|10423	1536.9004
CDK10|8558	355.528	CDK10|8558	477.8598
CDK11A|728642	81.7116	CDK11A|728642	99.2497
CDK11B|984	371.2666	CDK11B|984	567.4169999999999
CDK12|51755	1818.5197	CDK12|51755	1616.8512
CDK13|8621	1617.8383	CDK13|8621	1399.139
CDK14|5218	845.8759	CDK14|5218	1223.2472
CDK15|65061	20.2333	lowly_expressed	lowly_expressed
CDK16|5127	1440.0743	CDK16|5127	1279.2128
CDK17|5128	1862.4961	CDK17|5128	993.2349
CDK18|5129	116.6512	CDK18|5129	275.5228
CDK19|23097	770.7402	CDK19|23097	776.2116
CDK1|983	280.5822	CDK1|983	44.2804
CDK20|23552	208.7334	CDK20|23552	137.1464
CDK2AP1|8099	1953.1331	CDK2AP1|8099	1831.4883
CDK2AP2|10263	350.3665	CDK2AP2|10263	400.369
CDK2|1017	635.6973	CDK2|1017	628.5363
CDK3|1018	63.2456	CDK3|1018	121.7835
CDK4|1019	1762.7749	CDK4|1019	1522.1402
CDK5R1|8851	74.12	CDK5R1|8851	32.5953
CDK5RAP1|51654	497.7805	CDK5RAP1|51654	377.6138
CDK5RAP2|55755	2130.0712	CDK5RAP2|55755	1715.2522
CDK5RAP3|80279	1067.6164	CDK5RAP3|80279	1538.1304
CDK5|1020	210.5915	CDK5|1020	77.4908
CDK6|1021	809.745	CDK6|1021	1328.4133
CDK7|1022	382.781	CDK7|1022	386.2239
CDK8|1024	148.6528	CDK8|1024	174.0467
CDK9|1025	1031.279	CDK9|1025	940.9594
CDKAL1|54901	288.4278	CDKAL1|54901	320.4182
CDKL1|8814	43.1506	CDKL1|8814	36.2854
lowly_expressed	lowly_expressed	CDKL2|8999	92.8659
CDKL3|51265	45.9275	CDKL3|51265	34.0529
CDKL5|6792	125.7355	CDKL5|6792	140.8364
CDKN1A|1026	1112.2122	CDKN1A|1026	1038.1304
CDKN1B|1027	3099.4116	CDKN1B|1027	1764.4526
CDKN1C|1028	212.8626	CDKN1C|1028	511.0701
CDKN2AIPNL|91368	347.0631	CDKN2AIPNL|91368	276.1378
CDKN2AIP|55602	587.5916	CDKN2AIP|55602	807.5031
CDKN2A|1029	58.2224	CDKN2A|1029	31.9803
CDKN2BAS|100048912	8.2585	lowly_expressed	lowly_expressed
CDKN2B|1030	535.9761	CDKN2B|1030	610.7011
CDKN2C|1031	261.3812	CDKN2C|1031	341.9434
CDKN2D|1032	116.0318	CDKN2D|1032	62.7306
CDKN3|1033	61.9387	lowly_expressed	lowly_expressed
CDNF|441549	47.8992	CDNF|441549	73.1857
CDO1|1036	224.4245	CDO1|1036	523.3702
CDON|50937	1792.7119	CDON|50937	1381.3038
CDR1|1038	20.4232	CDR1|1038	14.385
CDR2L|30850	235.1605	CDR2L|30850	268.7577
CDR2|1039	800.2478	CDR2|1039	517.8352
CDRT15P|94158	6.6068	lowly_expressed	lowly_expressed
CDRT4|284040	234.3347	CDRT4|284040	254.4711
CDS1|1040	784.1437	CDS1|1040	1019.0652
CDS2|8760	1531.1242	CDS2|8760	1052.8905
CDSN|1041	55.5384	CDSN|1041	45.5105
CDT1|81620	34.0663	CDT1|81620	19.0652
CDV3|55573	5933.5191	CDV3|55573	4312.4231
CDX1|1044	5.1616	lowly_expressed	lowly_expressed
CDYL2|124359	303.0866	CDYL2|124359	92.2509
CDYL|9425	653.6595	CDYL|9425	603.321
CEACAM19|56971	8.8779	CEACAM19|56971	88.5609
CEACAM1|634	973.2631	CEACAM1|634	734.3173
CEACAM21|90273	24.569000000000003	CEACAM21|90273	5.5351
CEACAM5|1048	111.4896	lowly_expressed	lowly_expressed
CEACAM6|4680	581.8107	CEACAM6|4680	66.4207
lowly_expressed	lowly_expressed	CEACAM7|1087	6.1501
CEBPA|1050	603.9021	CEBPA|1050	812.4231
CEBPB|1051	630.9487	CEBPB|1051	1001.845
CEBPD|1052	571.2811	CEBPD|1052	612.5461
CEBPG|1054	1226.3859	CEBPG|1054	1325.9533
CEBPZ|10153	1543.3055	CEBPZ|10153	1604.5510000000002
CECR1|51816	3011.8716	CECR1|51816	626.6913
CECR2|27443	5.7809	CECR2|27443	33.2103
CECR5|27440	263.0329	CECR5|27440	311.1931
CECR6|27439	38.1955	CECR6|27439	20.9102
CECR7|100130418	164.7569	CECR7|100130418	212.1771
CELF1|10658	2420.7701	CELF1|10658	2352.3985
CELF2|10659	2020.0268	CELF2|10659	2249.6925
CELF4|56853	7.8456	CELF4|56853	11.0701
CELF5|60680	30.5564	CELF5|60680	62.7306
CELF6|60677	98.7654	CELF6|60677	112.8721
CELSR1|9620	4197.1715	CELSR1|9620	1679.5818
CELSR2|1952	5581.9139	CELSR2|1952	2169.7417
CELSR3|1951	53.4737	CELSR3|1951	51.6605
CEL|1056	14.0394	CEL|1056	16.6052
CEMP1|752014	93.1145	CEMP1|752014	97.171
CENPA|1058	23.7432	lowly_expressed	lowly_expressed
CENPBD1|92806	265.7169	CENPBD1|92806	275.5228
CENPB|1059	1170.6411	CENPB|1059	1158.6716
CENPC1|1060	656.7565	CENPC1|1060	715.8672
CENPE|1062	214.5143	CENPE|1062	47.9705
CENPF|1063	920.8217	CENPF|1063	158.6716
CENPH|64946	140.1879	CENPH|64946	79.3358
CENPI|2491	46.6605	lowly_expressed	lowly_expressed
CENPJ|55835	169.71200000000002	CENPJ|55835	236.7774
CENPK|64105	50.7897	CENPK|64105	13.5301
CENPL|91687	188.7065	CENPL|91687	90.4059
CENPM|79019	31.3823	CENPM|79019	5.5351
CENPN|55839	197.6608	CENPN|55839	115.3383
CENPO|79172	95.3918	CENPO|79172	63.2103
CENPP|401541	114.6279	CENPP|401541	40.9902
CENPQ|55166	116.4447	CENPQ|55166	140.2214
CENPT|80152	271.4979	CENPT|80152	568.2657
CENPV|201161	45.0088	CENPV|201161	68.2657
CENPW|387103	52.0285	CENPW|387103	72.5707
CEP110|11064	984.4121	CEP110|11064	696.187
CEP120|153241	1269.5365	CEP120|153241	950.7995
CEP135|9662	310.5193	CEP135|9662	303.813
CEP152|22995	142.8719	CEP152|22995	119.3112
CEP164|22897	484.9799	CEP164|22897	576.2608
CEP170L|645455	5.1616	lowly_expressed	lowly_expressed
CEP170|9859	1755.3422	CEP170|9859	1165.4367
CEP192|55125	814.4937	CEP192|55125	811.1931
CEP250|11190	562.1968	CEP250|11190	361.0086
CEP290|80184	824.6433	CEP290|80184	669.4219
CEP350|9857	3586.4561	CEP350|9857	2353.6285
CEP55|55165	123.258	CEP55|55165	10.4551
CEP57|9702	962.94	CEP57|9702	1178.3518
CEP63|80254	747.8084	CEP63|80254	659.8708
CEP68|23177	1057.764	CEP68|23177	1749.2374
CEP70|80321	543.8216	CEP70|80321	354.8585
CEP72|55722	78.2492	CEP72|55722	52.2755
CEP76|79959	197.7909	CEP76|79959	186.9619
CEP78|84131	403.8402	CEP78|84131	293.3579
CEP97|79598	405.4919	CEP97|79598	221.4022
CEPT1|10390	1248.2709	CEPT1|10390	819.8032
CERCAM|51148	915.4537	CERCAM|51148	495.695
CERKL|375298	94.7744	CERKL|375298	24.3542
CERK|64781	886.549	CERK|64781	891.7589
CES1|1066	497.1611	CES1|1066	1941.5744
CES2|8824	801.4865	CES2|8824	1132.8413
CES3|23491	16.517	CES3|23491	37.5154
CES4|51716	6.6068	CES4|51716	10.4551
CES8|283848	12.1813	CES8|283848	94.0959
CETN2|1069	1276.9691	CETN2|1069	977.8598
CETN3|1070	403.4273	CETN3|1070	314.8831
CETP|1071	86.7142	CETP|1071	31.3653
CFB|629	14454.2603	CFB|629	1805.6888
CFDP1|10428	486.4251	CFDP1|10428	524.6002
CFD|1675	572.1069	CFD|1675	1908.3641
CFH|3075	2324.7651	CFH|3075	1986.4699
CFI|3426	481.8829	CFI|3426	785.3629
CFL1|1072	7825.9523	CFL1|1072	6830.2583
CFL2|1073	673.4799	CFL2|1073	1225.7073
CFLAR|8837	1330.0299	CFLAR|8837	1175.2768
lowly_expressed	lowly_expressed	CFLP1|142913	5.5351
CFP|5199	104.2634	CFP|5199	41.2054
CFTR|1080	20.2333	CFTR|1080	33.2103
CG030|116828	74.9458	CG030|116828	127.3063
lowly_expressed	lowly_expressed	CGB7|94027	5.1661
CGGBP1|8545	3187.5999	CGGBP1|8545	2950.7995
CGNL1|84952	1981.8313	CGNL1|84952	1305.0431
CGN|57530	1316.8164	CGN|57530	838.2534
CGREF1|10669	88.8077	CGREF1|10669	46.0025
CGRRF1|10668	293.3829	CGRRF1|10668	274.2927
CH25H|9023	149.2722	CH25H|9023	53.5055
CHAC1|79094	12.1813	CHAC1|79094	7.3801
CHAC2|494143	30.1435	CHAC2|494143	25.8303
CHADL|150356	40.6731	CHADL|150356	44.8954
CHAD|1101	332.6107	CHAD|1101	73.8007
CHAF1A|10036	275.0077	CHAF1A|10036	171.5867
CHAF1B|8208	168.0603	CHAF1B|8208	149.4465
CHCHD10|400916	176.5252	CHCHD10|400916	285.9779
CHCHD1|118487	281.82099999999997	CHCHD1|118487	291.5129
CHCHD2|51142	1797.6670000000001	CHCHD2|51142	1863.4686
CHCHD3|54927	713.5336	CHCHD3|54927	551.6605
CHCHD4|131474	202.333	CHCHD4|131474	231.8573
CHCHD5|84269	156.2919	CHCHD5|84269	166.6667
CHCHD6|84303	76.5975	CHCHD6|84303	96.556
CHCHD7|79145	451.3265	CHCHD7|79145	513.5301
CHCHD8|51287	405.2854	CHCHD8|51287	408.3641
CHD1L|9557	770.1043	CHD1L|9557	561.5006
CHD1|1105	3508.6198	CHD1|1105	1616.8512
CHD2|1106	4072.6747	CHD2|1106	3787.8229
CHD3|1107	3684.3192	CHD3|1107	3982.7798
CHD4|1108	7148.8015	CHD4|1108	5139.3481
CHD6|84181	2676.7833	CHD6|84181	2465.5597
CHD7|55636	1371.1159	CHD7|55636	761.3776
CHD8|57680	2781.0468	CHD8|57680	2334.5633
CHD9|80205	2765.3556	CHD9|80205	3325.3383
CHDH|55349	819.4487	CHDH|55349	759.5326
CHEK1|1111	90.8434	CHEK1|1111	65.8057
CHEK2|11200	159.5953	CHEK2|11200	151.2915
CHERP|10523	837.8198	CHERP|10523	984.8831
CHFR|55743	428.4092	CHFR|55743	308.1181
CHI3L1|1116	510.9941	CHI3L1|1116	2619.9262
CHI3L2|1117	1386.3941	CHI3L2|1117	651.2915
CHIC1|53344	673.2735	CHIC1|53344	507.3801
CHIC2|26511	183.9579	CHIC2|26511	326.5683
CHID1|66005	1038.0923	CHID1|66005	809.3481
CHIT1|1118	173.2218	CHIT1|1118	204.18200000000002
CHKA|1119	543.8216	CHKA|1119	644.5264
CHKB-CPT1B|386593	318.7261	CHKB-CPT1B|386593	475.49199999999996
CHKB|1120	127.15799999999999	CHKB|1120	203.7023
CHL1|10752	526.4788	CHL1|10752	3940.9594
CHML|1122	1044.0797	CHML|1122	615.0062
CHMP1A|5119	831.0106	CHMP1A|5119	1015.9902
CHMP1B|57132	1409.105	CHMP1B|57132	1654.3665
CHMP2A|27243	1210.9012	CHMP2A|27243	1091.0209
CHMP2B|25978	1345.1017	CHMP2B|25978	1235.5474
CHMP4A|29082	755.5115	CHMP4A|29082	612.2325
CHMP4B|128866	3117.7867	CHMP4B|128866	2255.2276
CHMP4C|92421	404.666	CHMP4C|92421	572.5707
CHMP5|51510	1432.9658	CHMP5|51510	1157.4416
CHMP6|79643	186.8484	CHMP6|79643	213.4071
CHMP7|91782	1185.0934	CHMP7|91782	810.5781
CHM|1121	1175.3897	CHM|1121	840.7134
CHN1|1123	185.81599999999997	CHN1|1123	243.5424
CHN2|1124	176.5252	CHN2|1124	68.2657
CHODL|140578	8.8779	CHODL|140578	34.4403
CHORDC1|26973	647.6721	CHORDC1|26973	662.9766
CHPF2|54480	1514.8137	CHPF2|54480	758.3026
CHPF|79586	1040.7763	CHPF|79586	685.7319
CHPT1|56994	2871.2749	CHPT1|56994	2915.4859
CHP|11261	2643.7494	CHP|11261	2968.0197
CHRAC1|54108	545.2669	CHRAC1|54108	523.3702
CHRDL1|91851	2796.1185	CHRDL1|91851	6042.4354
CHRDL2|25884	5.7809	lowly_expressed	lowly_expressed
CHRD|8646	359.2443	CHRD|8646	102.09100000000001
CHRFAM7A|89832	28.0789	CHRFAM7A|89832	32.5953
CHRM1|1128	106.5345	CHRM1|1128	35.6704
CHRM3|1131	6.4003	CHRM3|1131	11.0701
CHRM5|1133	5.7809	lowly_expressed	lowly_expressed
CHRNA10|57053	8.465	CHRNA10|57053	14.1451
CHRNA1|1134	20.4398	lowly_expressed	lowly_expressed
CHRNA5|1138	17.5493	CHRNA5|1138	33.8253
CHRNA6|8973	18.7881	lowly_expressed	lowly_expressed
CHRNA7|1139	5.5745	CHRNA7|1139	6.7651
CHRNB1|1140	113.9672	CHRNB1|1140	207.2571
CHRNB2|1141	13.42	CHRNB2|1141	67.0357
CHRNE|1145	9.2474	CHRNE|1145	21.3284
CHST10|9486	373.4902	CHST10|9486	255.2276
CHST11|50515	202.333	CHST11|50515	56.5806
CHST12|55501	150.9239	CHST12|55501	172.2017
CHST13|166012	11.7683	lowly_expressed	lowly_expressed
CHST14|113189	498.6064	CHST14|113189	415.7442
CHST15|51363	1260.4522	CHST15|51363	865.9287
CHST1|8534	98.8954	CHST1|8534	81.7958
CHST2|9435	148.8593	CHST2|9435	194.3419
CHST3|9469	443.8939	CHST3|9469	1143.2964
lowly_expressed	lowly_expressed	CHST4|10164	12.3001
CHST6|4166	21.4721	CHST6|4166	18.4502
CHST7|56548	57.603	CHST7|56548	57.1956
CHST8|64377	16.7234	CHST8|64377	20.9102
CHST9|83539	26.0142	CHST9|83539	334.5633
CHSY1|22856	2320.0165	CHSY1|22856	1617.4662
CHSY3|337876	125.94200000000001	CHSY3|337876	51.6605
CHTF18|63922	89.3982	CHTF18|63922	84.2558
CHTF8|54921	2187.0548	CHTF8|54921	2671.5867
CHUK|1147	744.09	CHUK|1147	731.8573
CHURC1|91612	2304.6929	CHURC1|91612	2108.2226
CIAO1|9391	1621.3482	CIAO1|9391	1857.9336
CIAPIN1|57019	634.8715	CIAPIN1|57019	568.2657
CIB1|10519	1400.2271	CIB1|10519	903.444
CIB2|10518	36.5438	CIB2|10518	62.7306
CIC|23152	1191.0808	CIC|23152	1765.0677
CIDEA|1149	85.2689	CIDEA|1149	216.4822
CIDEB|27141	375.9761	CIDEB|27141	338.7515
CIDECP|152302	80.9332	CIDECP|152302	79.9508
CIDEC|63924	712.9142	CIDEC|63924	1511.0701
CIITA|4261	648.2915	CIITA|4261	180.8118
CILP2|148113	160.0083	CILP2|148113	18.4502
CILP|8483	7358.7282	CILP|8483	2170.9717
CINP|51550	363.7865	CINP|51550	303.198
CIR1|9541	975.1213	CIR1|9541	935.4244
CIRBP|1153	4237.0187	CIRBP|1153	5814.2681
CIRH1A|84916	697.2231	CIRH1A|84916	892.9889
CISD1|55847	278.3111	CISD1|55847	297.048
CISD2|493856	446.5717	CISD2|493856	415.7442
CISD3|284106	416.2032	CISD3|284106	454.3419
CISH|1154	1481.1603	CISH|1154	366.5437
CITED1|4435	110.2509	CITED1|4435	77.4908
CITED2|10370	2949.7264	CITED2|10370	2517.8352
CITED4|163732	370.1868	CITED4|163732	604.5509999999999
CIT|11113	258.6972	CIT|11113	69.4957
CIZ1|25792	1374.4193	CIZ1|25792	1706.0271
CKAP2L|150468	75.3587	CKAP2L|150468	5.5351
CKAP2|26586	1006.71	CKAP2|26586	345.6335
CKAP4|10970	1611.0251	CKAP4|10970	1183.2718
CKAP5|9793	3151.6465	CKAP5|9793	2368.3887
CKB|1152	164.7569	CKB|1152	522.1402
CKLF|51192	274.5948	CKLF|51192	209.1021
CKMT1A|548596	298.1315	CKMT1A|548596	68.2657
CKMT1B|1159	301.8478	CKMT1B|1159	205.4121
CKMT2|1160	17.1364	CKMT2|1160	26.4453
CKS1B|1163	404.8725	CKS1B|1163	437.2694
CKS2|1164	353.2569	CKS2|1164	96.556
CLASP1|23332	1485.9089999999999	CLASP1|23332	1683.2718
CLASP2|23122	2119.9546	CLASP2|23122	1718.3272
CLCA2|9635	32.4146	CLCA2|9635	425.5843
lowly_expressed	lowly_expressed	CLCA4|22802	55.3506
CLCC1|23155	1339.4838	CLCC1|23155	951.556
CLCF1|23529	76.5975	CLCF1|23529	85.4859
lowly_expressed	lowly_expressed	CLCN1|1180	13.5301
CLCN2|1181	128.8325	CLCN2|1181	50.4305
CLCN3|1182	1812.5323	CLCN3|1182	2015.3752
CLCN4|1183	119.7481	CLCN4|1183	98.40100000000001
CLCN5|1184	244.6578	CLCN5|1184	233.0873
CLCN6|1185	473.0051	CLCN6|1185	701.107
CLCN7|1186	1116.7544	CLCN7|1186	833.9483
lowly_expressed	lowly_expressed	CLCNKA|1187	8.6101
CLDN10|9071	7.125	CLDN10|9071	29.551
CLDN11|5010	409.4147	CLDN11|5010	1458.7946
CLDN12|9069	1553.7752	CLDN12|9069	1733.7023
CLDN15|24146	104.057	CLDN15|24146	122.3862
lowly_expressed	lowly_expressed	CLDN18|51208	7.3801
CLDN19|149461	22.7108	CLDN19|149461	83.0258
CLDN1|9076	334.4689	CLDN1|9076	457.5646
CLDN23|137075	88.5723	CLDN23|137075	90.4059
CLDN2|9075	5.367999999999999	CLDN2|9075	5.1845
CLDN3|1365	297.5121	CLDN3|1365	271.8327
CLDN4|1364	2029.1112	CLDN4|1364	2060.8856
CLDN5|7122	197.1715	CLDN5|7122	516.6052
CLDN7|1366	700.5265	CLDN7|1366	785.3629
CLDN8|9073	199.2361	CLDN8|9073	1004.305
lowly_expressed	lowly_expressed	CLDN9|9080	9.8401
CLDND1|56650	1218.9532	CLDND1|56650	1599.016
CLEC10A|10462	329.9267	CLEC10A|10462	140.8364
CLEC11A|6320	119.1287	CLEC11A|6320	57.8106
CLEC12A|160364	71.023	CLEC12A|160364	41.2054
CLEC12B|387837	8.465	CLEC12B|387837	5.5351
CLEC14A|161198	530.8145	CLEC14A|161198	512.9151
CLEC16A|23274	695.1585	CLEC16A|23274	720.7872
CLEC17A|388512	56.9836	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLEC18A|348174	5.5351
CLEC1A|51267	106.3281	CLEC1A|51267	110.7011
CLEC2B|9976	410.44699999999995	CLEC2B|9976	309.9631
CLEC2D|29121	766.3879	CLEC2D|29121	456.9496
CLEC3A|10143	40773.2012	CLEC3A|10143	37.5154
