gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
DSCR6|53820	39.3401	DSCR6|53820	5.6611
DSEL|92126	499.154	DSEL|92126	386.575
DSE|29940	1127.5719	DSE|29940	738.8031
lowly_expressed	lowly_expressed	DSG1|1828	465.83099999999996
DSG2|1829	3978.4264	DSG2|1829	6596.7893
DSG3|1830	7.6142	DSG3|1830	744.44
DSN1|79980	398.0541	DSN1|79980	261.6256
DSP|1832	4332.4873	DSP|1832	18095.835
DSTN|11034	5805.8376	DSTN|11034	8558.4311
DSTYK|25778	1016.9205	DSTYK|25778	1216.7408
DST|667	6338.8325	DST|667	22739.9919
DTD1|92675	269.8816	DTD1|92675	509.907
DTHD1|401124	7.6142	DTHD1|401124	8.0873
DTL|51514	577.8342	DTL|51514	56.6114
DTNA|1837	290.6091	DTNA|1837	739.1832
DTNBP1|84062	306.2606	DTNBP1|84062	339.2641
DTNB|1838	197.5465	DTNB|1838	1042.4586
DTWD1|56986	309.2217	DTWD1|56986	585.1193
DTWD2|285605	166.6667	DTWD2|285605	188.4351
DTX1|1840	433.5871	DTX1|1840	243.0247
DTX2|113878	291.4425	DTX2|113878	293.9749
DTX3L|151636	2405.8714	DTX3L|151636	1193.9264
DTX3|196403	493.2318	DTX3|196403	986.2515
DTX4|23220	457.6988	DTX4|23220	947.0279
DTYMK|1841	403.5533	DTYMK|1841	200.5661
DULLARD|23399	1467.0051	DULLARD|23399	2073.9992
DUOX1|53905	21.5736	DUOX1|53905	487.6668
lowly_expressed	lowly_expressed	DUOX2|50506	89.3651
lowly_expressed	lowly_expressed	DUOXA1|90527	78.8192
lowly_expressed	lowly_expressed	DUOXA2|405753	10.1415
DUS1L|64118	2192.8934	DUS1L|64118	1059.8463
DUS2L|54920	118.0203	DUS2L|54920	137.4848
DUS3L|56931	204.3147	DUS3L|56931	230.4893
DUS4L|11062	152.3012	DUS4L|11062	165.5277
DUSP10|11221	461.9289	DUSP10|11221	117.6708
DUSP11|8446	438.2403	DUSP11|8446	463.0004
DUSP12|11266	311.3367	DUSP12|11266	262.0299
DUSP13|51207	12.6904	lowly_expressed	lowly_expressed
DUSP14|11072	227.1574	DUSP14|11072	388.1925
lowly_expressed	lowly_expressed	DUSP15|128853	17.3878
DUSP16|80824	3628.1726	DUSP16|80824	2215.5277
DUSP18|150290	148.0372	DUSP18|150290	191.2616
DUSP19|142679	73.181	DUSP19|142679	111.20100000000001
DUSP1|1843	4139.5939	DUSP1|1843	2174.2822
DUSP22|56940	838.4095	DUSP22|56940	1068.7424
DUSP23|54935	653.1303	DUSP23|54935	340.0728
DUSP26|78986	5.0761	DUSP26|78986	21.4315
DUSP28|285193	94.3316	DUSP28|285193	122.9276
DUSP2|1844	112.5212	DUSP2|1844	72.3817
DUSP3|1845	2141.709	DUSP3|1845	1543.8738
DUSP4|1846	150.5922	DUSP4|1846	776.7893
DUSP5P|574029	5.9222	DUSP5P|574029	11.7266
DUSP5|1847	1035.5330000000001	DUSP5|1847	598.059
DUSP6|1848	1163.7056	DUSP6|1848	1956.3283
DUSP7|1849	557.5296	DUSP7|1849	701.1727
DUSP8|1850	159.0525	DUSP8|1850	173.8779
DUSP9|1852	7.1912	DUSP9|1852	16.9834
DUT|1854	622.1997	DUT|1854	788.0429
DVL1|1855	895.0931	DVL1|1855	690.6591
DVL2|1856	547.3773	DVL2|1856	856.8539999999999
DVL3|1857	2405.6684	DVL3|1857	2439.1427
DYDC2|84332	5.4992	DYDC2|84332	8.0873
DYM|54808	876.0575	DYM|54808	1001.2131
DYNC1H1|1778	12469.9662	DYNC1H1|1778	10829.7614
DYNC1I1|1780	17.3435	DYNC1I1|1780	44.4804
DYNC1I2|1781	1511.8443	DYNC1I2|1781	1876.668
DYNC1LI1|51143	769.0355	DYNC1LI1|51143	655.0748
DYNC1LI2|1783	2270.7276	DYNC1LI2|1783	3293.5706
DYNC2H1|79659	537.6481	DYNC2H1|79659	1187.6264
DYNC2LI1|51626	295.2623	DYNC2LI1|51626	479.1751
DYNLL1|8655	1882.4027	DYNLL1|8655	1856.0453
DYNLL2|140735	2247.0389	DYNLL2|140735	1235.3417
DYNLRB1|83658	1340.9475	DYNLRB1|83658	1649.818
DYNLRB2|83657	7.6142	DYNLRB2|83657	26.6882
DYNLT1|6993	553.2995	DYNLT1|6993	799.4339
DYNLT3|6990	1079.9492	DYNLT3|6990	479.9838
DYRK1A|1859	1571.489	DYRK1A|1859	2018.1965
DYRK1B|9149	345.6007	DYRK1B|9149	450.0607
DYRK2|8445	847.7157	DYRK2|8445	546.7044
DYRK3|8444	145.0931	DYRK3|8444	190.8613
DYRK4|8798	228.0034	DYRK4|8798	284.2701
DYSF|8291	985.6176	DYSF|8291	376.0615
DYX1C1|161582	49.0694	DYX1C1|161582	58.2289
DZIP1L|199221	68.1049	DZIP1L|199221	115.2446
DZIP1|22873	254.7589	DZIP1|22873	409.996
DZIP3|9666	342.6396	DZIP3|9666	468.2572
E2F1|1869	515.6514	E2F1|1869	53.3765
E2F2|1870	294.8393	E2F2|1870	120.09700000000001
E2F3|1871	491.5398	E2F3|1871	262.0299
E2F4|1874	812.6058	E2F4|1874	968.055
E2F5|1875	134.5178	E2F5|1875	137.6102
E2F6|1876	408.6294	E2F6|1876	305.7016
E2F7|144455	86.2944	E2F7|144455	14.9616
E2F8|79733	118.4433	E2F8|79733	8.8961
E4F1|1877	611.6751	E4F1|1877	317.8326
EAF1|85403	1609.9831	EAF1|85403	698.7465
EAF2|55840	46.5313	EAF2|55840	58.2289
EAPP|55837	711.0829	EAPP|55837	932.0663
EARS2|124454	1319.3739	EARS2|124454	870.6025
EBAG9|9166	470.8122	EBAG9|9166	535.3821
EBF1|1879	1181.0491	EBF1|1879	788.5160000000001
EBF2|64641	111.6751	EBF2|64641	43.2673
EBF3|253738	412.4365	EBF3|253738	190.4569
EBF4|57593	184.4332	EBF4|57593	345.7339
EBI3|10148	36.379	EBI3|10148	19.814
EBNA1BP2|10969	1217.8511	EBNA1BP2|10969	835.0182
EBPL|84650	438.6633	EBPL|84650	727.0522
EBP|10682	646.7851	EBP|10682	523.2511
ECD|11319	644.6701	ECD|11319	673.6757
ECE1|1889	7088.4095	ECE1|1889	8738.3744
ECE2|9718	187.3942	ECE2|9718	50.9503
lowly_expressed	lowly_expressed	ECEL1|9427	10.1092
ECH1|1891	2511.8443	ECH1|1891	1912.6567
ECHDC1|55862	769.8816	ECHDC1|55862	1256.3688
ECHDC2|55268	865.9052	ECHDC2|55268	1231.298
ECHDC3|79746	882.4027	ECHDC3|79746	517.1856
ECHS1|1892	3398.0541	ECHS1|1892	1738.3744
ECM1|1893	18557.9526	ECM1|1893	417.7113
ECM2|1842	1587.5635	ECM2|1842	494.1367
ECSCR|641700	178.93400000000003	ECSCR|641700	192.0744
ECSIT|51295	559.6447	ECSIT|51295	750.9098
lowly_expressed	lowly_expressed	ECT2L|345930	11.3223
ECT2|1894	896.7851	ECT2|1894	319.4501
EDA2R|60401	63.0288	EDA2R|60401	235.7461
EDARADD|128178	38.9171	EDARADD|128178	466.2353
lowly_expressed	lowly_expressed	EDAR|10913	46.9066
EDA|1896	94.7547	EDA|1896	209.4622
EDC3|80153	802.4535	EDC3|80153	960.372
EDC4|23644	1067.5254	EDC4|23644	1547.3474
EDDM3B|64184	15.6514	lowly_expressed	lowly_expressed
EDEM1|9695	2585.0254	EDEM1|9695	1705.2163
EDEM2|55741	569.797	EDEM2|55741	443.1864
EDEM3|80267	2114.6362	EDEM3|80267	1148.8071
EDF1|8721	2506.3452	EDF1|8721	2256.3688
EDIL3|10085	307.5296	EDIL3|10085	342.0946
EDN1|1906	379.8646	EDN1|1906	892.034
EDN2|1907	7.6142	EDN2|1907	10.1092
lowly_expressed	lowly_expressed	EDN3|1908	582.6931
EDNRA|1909	835.4484	EDNRA|1909	579.8625
EDNRB|1910	706.0068	EDNRB|1910	1107.1573
EEA1|8411	1421.7428	EEA1|8411	955.924
EED|8726	250.84599999999998	EED|8726	384.1488
EEF1A1P9|441032	4327.4112	EEF1A1P9|441032	12429.0336
EEF1A1|1915	59245.7699	EEF1A1|1915	192305.2972
EEF1A2|1917	2051.6074	EEF1A2|1917	162.1512
EEF1B2|1933	2612.0981	EEF1B2|1933	7528.1035
EEF1D|1936	6689.0863	EEF1D|1936	6322.2806
EEF1E1|9521	298.6464	EEF1E1|9521	236.5548
EEF1G|1937	10952.6227	EEF1G|1937	39440.3558
EEF2K|29904	2079.9492	EEF2K|29904	2339.6684
EEF2|1938	50273.2657	EEF2|1938	86517.1856
EEFSEC|60678	354.0482	EEFSEC|60678	378.4149
EEPD1|80820	284.687	EEPD1|80820	454.1043
lowly_expressed	lowly_expressed	EFCAB1|79645	198.1399
EFCAB2|84288	78.2572	EFCAB2|84288	113.6272
EFCAB4A|283229	239.4247	EFCAB4A|283229	1689.8504
EFCAB4B|84766	60.4907	EFCAB4B|84766	400.7279
EFCAB6|64800	16.0745	EFCAB6|64800	88.5564
EFCAB7|84455	115.4822	EFCAB7|84455	220.3801
EFEMP1|2202	3221.2352	EFEMP1|2202	6028.7101
EFEMP2|30008	1312.1827	EFEMP2|30008	1365.9523
EFHA1|221154	865.4822	EFHA1|221154	756.9753
EFHA2|286097	89.2555	EFHA2|286097	102.7093
EFHB|151651	6.7682	EFHB|151651	16.9834
EFHC1|114327	184.8562	EFHC1|114327	795.7946
lowly_expressed	lowly_expressed	EFHC2|80258	15.366
EFHD1|80303	4914.5516	EFHD1|80303	4751.7186
EFHD2|79180	1066.4129	EFHD2|79180	441.1646
EFNA1|1942	2131.5567	EFNA1|1942	2023.0489
EFNA3|1944	1287.225	EFNA3|1944	289.1225
EFNA4|1945	569.797	EFNA4|1945	372.8265
EFNA5|1946	255.0761	EFNA5|1946	1271.3304
EFNB1|1947	558.7986	EFNB1|1947	753.7404
EFNB2|1948	923.0118	EFNB2|1948	1264.8605
EFNB3|1949	33.4179	EFNB3|1949	513.9507
EFR3A|23167	2586.7174	EFR3A|23167	1595.6328
EFR3B|22979	657.7834	EFR3B|22979	87.7477
EFS|10278	447.1235	EFS|10278	1477.9620000000002
EFTUD1|79631	582.0643	EFTUD1|79631	665.9927
EFTUD2|9343	2597.7157	EFTUD2|9343	1901.3344
EGFL6|25975	88.4095	EGFL6|25975	48.9284
EGFL7|51162	1176.3959	EGFL7|51162	438.7384
EGFL8|80864	45.5034	EGFL8|80864	114.1407
EGFLAM|133584	552.4535	EGFLAM|133584	539.0214
EGFR|1956	1030.4399	EGFR|1956	3119.2519
EGF|1950	444.5854	EGF|1950	1330.368
EGLN1|54583	1650.5922	EGLN1|54583	1157.2988
EGLN2|112398	1496.3198	EGLN2|112398	782.8831
EGLN3|112399	320.643	EGLN3|112399	156.8945
EGOT|100126791	42.7242	EGOT|100126791	21.4315
EGR1|1958	4029.6108	EGR1|1958	5695.5115
EGR2|1959	416.6667	EGR2|1959	533.7647
EGR3|1960	152.7073	EGR3|1960	613.0206
EHBP1L1|254102	879.4416	EHBP1L1|254102	503.0328
EHBP1|23301	881.1337	EHBP1|23301	1153.2552
EHD1|10938	1087.9865	EHD1|10938	1016.5791
EHD2|30846	3732.2335	EHD2|30846	2735.9482
EHD3|30845	283.8409	EHD3|30845	670.8451
EHD4|30844	1613.7902	EHD4|30844	875.4549
EHF|26298	227.5804	EHF|26298	9969.6725
EHHADH|1962	308.7986	EHHADH|1962	366.3567
EHMT1|79813	1237.7327	EHMT1|79813	1262.4343
EHMT2|10919	1218.6971	EHMT2|10919	1580.2669
EI24|9538	1776.6497	EI24|9538	2790.5378
EID1|23741	3594.3316	EID1|23741	2549.535
EID2B|126272	30.4569	EID2B|126272	45.2891
EID2|163126	197.1235	EID2|163126	188.4351
EID3|493861	28.7648	EID3|493861	24.6664
EIF1AD|84285	424.2809	EIF1AD|84285	563.6878
EIF1AX|1964	1706.4298	EIF1AX|1964	2101.9005
EIF1B|10289	598.1387	EIF1B|10289	772.3413
EIF1|10209	10950.5076	EIF1|10209	10366.3567
EIF2AK1|27102	3945.9052	EIF2AK1|27102	3252.0906
EIF2AK2|5610	934.8562	EIF2AK2|5610	367.9741
EIF2AK3|9451	1093.0626	EIF2AK3|9451	1040.0323
EIF2AK4|440275	1733.0795	EIF2AK4|440275	1542.2564
EIF2A|83939	1955.1607	EIF2A|83939	3971.6943
EIF2B1|1967	1103.6379	EIF2B1|1967	1283.057
EIF2B2|8892	482.2335	EIF2B2|8892	410.4327
EIF2B3|8891	480.9645	EIF2B3|8891	541.852
EIF2B4|8890	781.3029	EIF2B4|8890	856.4497
EIF2B5|8893	967.8511	EIF2B5|8893	1262.8387
EIF2C1|26523	1315.9898	EIF2C1|26523	1578.6494
EIF2C2|27161	452.1997	EIF2C2|27161	218.7626
EIF2C3|192669	184.8562	EIF2C3|192669	157.7032
EIF2C4|192670	433.1641	EIF2C4|192670	742.8225
EIF2S1|1965	1665.3976	EIF2S1|1965	1272.1391
EIF2S2|8894	1313.0288	EIF2S2|8894	1116.8621
EIF2S3|1968	5930.203	EIF2S3|1968	7473.1096
EIF3A|8661	7936.5482	EIF3A|8661	5887.5859
EIF3B|8662	3395.0931	EIF3B|8662	4082.4909
EIF3CL|728689	10552.2631	EIF3CL|728689	12707.9943
EIF3C|8663	180.8164	EIF3C|8663	408.8678
EIF3D|8664	2656.0914	EIF3D|8664	9247.4727
EIF3E|3646	4458.9679	EIF3E|3646	11389.4056
EIF3F|8665	1623.0964	EIF3F|8665	3665.5884
EIF3G|8666	1840.5118	EIF3G|8666	3269.6644
EIF3H|8667	3252.1151	EIF3H|8667	6538.2127
EIF3I|8668	3726.7386	EIF3I|8668	3849.5956
EIF3J|8669	1362.0981	EIF3J|8669	1423.7768
EIF3K|27335	2230.9645	EIF3K|27335	4272.1391
EIF3L|51386	4757.1912	EIF3L|51386	20996.7651
EIF3M|10480	1555.808	EIF3M|10480	3381.1524
EIF4A1|1973	8007.9146	EIF4A1|1973	11138.6373
EIF4A2|1974	4548.2234	EIF4A2|1974	11051.758999999998
EIF4A3|9775	2173.4349	EIF4A3|9775	1323.0894
EIF4B|1975	8599.632	EIF4B|1975	17569.6361
EIF4E2|9470	1263.5364	EIF4E2|9470	1112.4141
EIF4E3|317649	1105.753	EIF4E3|317649	1086.5346
EIF4EBP1|1978	511.8443	EIF4EBP1|1978	321.4719
EIF4EBP2|1979	7164.1286	EIF4EBP2|1979	6179.539000000001
EIF4EBP3|8637	141.4679	EIF4EBP3|8637	527.4727
EIF4ENIF1|56478	462.3519	EIF4ENIF1|56478	1005.2568
EIF4E|1977	619.7124	EIF4E|1977	422.9681
EIF4G1|1981	8566.8359	EIF4G1|1981	5738.3744
EIF4G2|1982	16172.1658	EIF4G2|1982	16045.6935
EIF4G3|8672	5428.088000000001	EIF4G3|8672	1374.444
EIF4H|7458	4381.9797	EIF4H|7458	4264.0518
EIF5A2|56648	170.8968	EIF5A2|56648	97.0481
EIF5AL1|143244	826.5651	EIF5AL1|143244	765.0627
EIF5A|1984	3517.7665	EIF5A|1984	3293.9749
EIF5B|9669	3187.8173	EIF5B|9669	2485.2406
EIF5|1983	4658.6294	EIF5|1983	6171.856
EIF6|3692	1436.9712	EIF6|3692	1812.3736
ELAC1|55520	86.0956	ELAC1|55520	146.5588
ELAC2|60528	1198.3926	ELAC2|60528	1346.5427
lowly_expressed	lowly_expressed	ELANE|1991	11.7266
ELAVL1|1994	1553.2995	ELAVL1|1994	1437.1209
lowly_expressed	lowly_expressed	ELAVL2|1993	5.6611
ELF1|1997	2653.1303	ELF1|1997	1886.7772
ELF2|1998	867.1743	ELF2|1998	1202.9923
ELF3|1999	1246.6159	ELF3|1999	3515.1638
ELF4|2000	1076.1421	ELF4|2000	453.7
ELF5|2001	13.1134	ELF5|2001	2983.0166
ELFN1|392617	46.9543	ELFN1|392617	35.9887
ELFN2|114794	7.6142	lowly_expressed	lowly_expressed
ELK1|2002	627.7496	ELK1|2002	665.5884
ELK3|2004	1085.0254	ELK3|2004	628.7909
ELK4|2005	332.4873	ELK4|2005	224.0194
ELL2|22936	2506.3452	ELL2|22936	1095.4307
ELL3|80237	211.4171	ELL3|80237	283.1985
ELL|8178	456.8528	ELL|8178	413.2632
ELMO1|9844	519.0355	ELMO1|9844	384.9575
ELMO2|63916	1055.4146	ELMO2|63916	1215.5277
ELMO3|79767	191.6244	ELMO3|79767	577.0319
ELMOD2|255520	359.1371	ELMOD2|255520	190.4569
ELMOD3|84173	423.8579	ELMOD3|84173	447.6345
ELN|2006	6491.5398	ELN|2006	430.2467
ELOF1|84337	768.1895	ELOF1|84337	584.7149
ELOVL1|64834	1857.445	ELOVL1|64834	1510.7157
ELOVL2|54898	899.3232	ELOVL2|54898	582.6931
ELOVL3|83401	114.6362	ELOVL3|83401	8.0873
ELOVL4|6785	40.6091	ELOVL4|6785	43.6717
ELOVL5|60481	6062.1827	ELOVL5|60481	4706.0251
ELOVL6|79071	611.2521	ELOVL6|79071	253.9426
ELOVL7|79993	263.1134	ELOVL7|79993	181.9652
ELP2P|100131454	8.4602	ELP2P|100131454	7.683
ELP2|55250	5732.6565	ELP2|55250	2649.0093
ELP3|55140	829.9492	ELP3|55140	1094.6219
ELP4|26610	129.8646	ELP4|26610	225.2325
ELTD1|64123	1591.3706	ELTD1|64123	727.0522
EMB|133418	829.9492	EMB|133418	589.9717
EMCN|51705	833.3333	EMCN|51705	748.0793
EMD|2010	910.3215	EMD|2010	913.8698
EME1|146956	87.6311	EME1|146956	22.871
EME2|197342	43.5702	EME2|197342	16.1747
EMG1|10436	554.9662	EMG1|10436	420.4448
EMID1|129080	32.9949	EMID1|129080	53.7808
EMID2|136227	7.6142	EMID2|136227	9.7048
EMILIN1|11117	1648.9002	EMILIN1|11117	712.8993
EMILIN2|84034	526.6497	EMILIN2|84034	420.1375
EMILIN3|90187	8.4349	EMILIN3|90187	162.22
EML1|2009	674.2809	EML1|2009	324.7068
EML2|24139	727.5423	EML2|24139	488.8799
EML3|256364	907.7834	EML3|256364	726.2434
EML4|27436	1350.6768	EML4|27436	2342.9034
EML5|161436	41.0321	EML5|161436	125.7582
EML6|400954	7.1912	EML6|400954	73.1905
EMP1|2012	4917.0897	EMP1|2012	3243.429
EMP2|2013	6008.4602	EMP2|2013	4128.1844
EMP3|2014	536.802	EMP3|2014	411.6458
EMR1|2015	6.7682	EMR1|2015	12.130999999999998
EMR2|30817	94.3316	EMR2|30817	190.4569
EMR4P|326342	19.4585	EMR4P|326342	15.7703
EMX2OS|196047	127.7496	EMX2OS|196047	101.4962
EMX2|2018	55.8376	EMX2|2018	22.6446
EN1|2019	63.0288	EN1|2019	15.7703
EN2|2020	14.3824	lowly_expressed	lowly_expressed
ENAH|55740	5886.2098	ENAH|55740	2772.3413
ENC1|8507	2334.8266	ENC1|8507	1159.7493
ENDOD1|23052	1010.5753	ENDOD1|23052	1744.44
ENDOG|2021	66.9543	ENDOG|2021	69.3651
lowly_expressed	lowly_expressed	ENDOU|8909	12.130999999999998
ENGASE|64772	474.1963	ENGASE|64772	501.0109
ENG|2022	5066.8359	ENG|2022	2405.1678
ENHO|375704	11.4213	ENHO|375704	128.9931
ENO1|2023	14269.0355	ENO1|2023	16134.2499
ENO2|2026	631.9797	ENO2|2026	528.1035
ENO3|2027	40.1861	ENO3|2027	40.8411
ENOPH1|58478	946.2775	ENOPH1|58478	663.1622
ENOSF1|55556	324.8012	ENOSF1|55556	861.1767
ENOX1|55068	144.6701	ENOX1|55068	44.8848
ENOX2|10495	301.1844	ENOX2|10495	408.4108
ENPEP|2028	426.819	ENPEP|2028	369.1872
ENPP1|5167	798.6464	ENPP1|5167	874.6462
ENPP2|5168	3137.9019	ENPP2|5168	1776.7893
ENPP3|5169	18.6125	ENPP3|5169	54.1852
ENPP4|22875	628.5956	ENPP4|22875	377.2746
ENPP5|59084	736.8866	ENPP5|59084	451.6781
ENPP6|133121	22.4196	ENPP6|133121	203.3967
ENSA|2029	12318.9509	ENSA|2029	3191.67
ENTHD1|150350	5.0761	lowly_expressed	lowly_expressed
ENTPD1|953	1976.3113	ENTPD1|953	1780.4286
ENTPD2|954	125.2115	ENTPD2|954	268.9042
ENTPD3|956	107.445	ENTPD3|956	83.2996
ENTPD4|9583	723.7733	ENTPD4|9583	586.7368
ENTPD5|957	198.3672	ENTPD5|957	302.1755
ENTPD6|955	1644.247	ENTPD6|955	2112.8184
ENTPD7|57089	904.2682	ENTPD7|57089	278.9931
ENTPD8|377841	22.4196	ENTPD8|377841	9.7048
ENY2|56943	468.2741	ENY2|56943	321.4719
EOMES|8320	52.0305	EOMES|8320	38.0105
EP300|2033	2643.824	EP300|2033	3708.8556
EP400NL|347918	141.709	EP400NL|347918	143.9547
EP400|57634	1719.5431	EP400|57634	2126.5669
EPAS1|2034	7763.5364	EPAS1|2034	4428.2248
EPB41L1|2036	1189.9323	EPB41L1|2036	2023.4533
EPB41L2|2037	2782.1489	EPB41L2|2037	2614.2337
EPB41L3|23136	1198.8156	EPB41L3|23136	453.7
EPB41L4A|64097	396.7851	EPB41L4A|64097	655.4792
EPB41L4B|54566	1061.3367	EPB41L4B|54566	818.0348
EPB41L5|57669	646.7851	EPB41L5|57669	602.9114
EPB41|2035	1756.5651	EPB41|2035	1548.3825
EPB42|2038	8.4602	lowly_expressed	lowly_expressed
EPB49|2039	365.0592	EPB49|2039	586.7368
EPC1|80314	487.3096	EPC1|80314	839.8706
EPC2|26122	564.2978	EPC2|26122	1001.6175
EPCAM|4072	3444.5854	EPCAM|4072	2828.1440000000002
EPDR1|54749	363.7902	EPDR1|54749	450.8694
EPHA10|284656	76.1421	EPHA10|284656	103.51799999999999
EPHA1|2041	250.0	EPHA1|2041	452.0825
EPHA2|1969	479.2724	EPHA2|1969	505.459
EPHA3|2042	171.3198	EPHA3|2042	57.0158
EPHA4|2043	245.3469	EPHA4|2043	621.5123
EPHA7|2045	5.4992	EPHA7|2045	16.5791
EPHB1|2047	28.3418	EPHB1|2047	713.3037
EPHB2|2048	254.2301	EPHB2|2048	42.4586
EPHB3|2049	661.1675	EPHB3|2049	5712.8993
EPHB4|2050	2578.2572	EPHB4|2050	2669.632
EPHB6|2051	109.5601	EPHB6|2051	203.8011
EPHX1|2052	3095.6007	EPHX1|2052	2409.6239
EPHX2|2053	492.3858	EPHX2|2053	1128.5888
lowly_expressed	lowly_expressed	EPHX3|79852	12.5354
EPHX4|253152	8.4602	EPHX4|253152	30.3275
EPM2AIP1|9852	958.5448	EPM2AIP1|9852	1629.5997
EPM2A|7957	105.3299	EPM2A|7957	219.167
EPN1|29924	1784.6870000000001	EPN1|29924	1154.4683
EPN2|22905	1947.9695	EPN2|22905	1112.4141
EPN3|55040	484.3486	EPN3|55040	279.8221
EPOR|2057	98.1387	EPOR|2057	116.4577
EPPK1|83481	1011.4213	EPPK1|83481	506.2677
EPR1|8475	411.1506	EPR1|8475	31.8844
EPRS|2058	3461.9289	EPRS|2058	3342.4990000000003
EPS15L1|58513	1722.0812	EPS15L1|58513	714.1124
EPS15|2060	2266.4975	EPS15|2060	1883.5423
EPS8L1|54869	246.6159	EPS8L1|54869	339.6684
EPS8L2|64787	523.6887	EPS8L2|64787	1535.3821
EPS8|2059	1681.4721	EPS8|2059	1752.9317
EPSTI1|94240	425.9729	EPSTI1|94240	74.8079
EPT1|85465	1680.203	EPT1|85465	980.5782
ERAL1|26284	1054.5685	ERAL1|26284	969.6725
ERAP1|51752	2517.7157	ERAP1|51752	2468.1763
ERAP2|64167	1516.0745	ERAP2|64167	997.5738
ERBB2IP|55914	2438.6633	ERBB2IP|55914	2220.3801
ERBB2|2064	6266.0745	ERBB2|2064	5671.6539
ERBB3|2065	4177.242	ERBB3|2065	6334.0073
ERBB4|2066	30.8799	ERBB4|2066	671.2495
ERC1|23085	1361.2521	ERC1|23085	1430.651
lowly_expressed	lowly_expressed	ERC2|26059	6.0655
ERCC1|2067	773.6887	ERCC1|2067	1092.4828
ERCC2|2068	469.1201	ERCC2|2068	461.3829
ERCC3|2071	1007.6142	ERCC3|2071	1437.9296
ERCC4|2072	423.8579	ERCC4|2072	302.871
ERCC5|2073	1501.5017	ERCC5|2073	1927.1613
ERCC6L|54821	112.0981	ERCC6L|54821	21.8358
ERCC6|2074	363.769	ERCC6|2074	434.8848
ERCC8|1161	195.4315	ERCC8|1161	186.4133
lowly_expressed	lowly_expressed	EREG|2069	88.152
ERF|2077	635.7868	ERF|2077	685.4023
ERGIC1|57222	7802.4535	ERGIC1|57222	4252.3251
ERGIC2|51290	748.308	ERGIC2|51290	583.9062
ERGIC3|51614	4370.9814	ERGIC3|51614	5041.6498
ERG|2078	854.9069	ERG|2078	574.6057
ERH|2079	1483.5025	ERH|2079	1148.8071
ERI1|90459	437.8173	ERI1|90459	291.5487
ERI2|112479	823.5871	ERI2|112479	421.7873
ERI3|79033	729.2724	ERI3|79033	810.7562
ERICH1|157697	189.5093	ERICH1|157697	200.5661
ERLEC1|27248	1661.1675	ERLEC1|27248	1518.8031
ERLIN1|10613	854.9069	ERLIN1|10613	1287.9094
ERLIN2|11160	1755.4992	ERLIN2|11160	2376.8702
ERMAP|114625	235.6176	ERMAP|114625	690.2548
ERMN|57471	8.0372	ERMN|57471	8.4917
ERMP1|79956	1453.9594	ERMP1|79956	1379.6239
ERN1|2081	448.8156	ERN1|2081	495.7541
ERO1LB|56605	153.5533	ERO1LB|56605	402.7497
ERO1L|30001	1151.0152	ERO1L|30001	449.6563
ERP27|121506	76.5651	ERP27|121506	144.3591
ERP29|10961	2876.4805	ERP29|10961	2103.9224
ERP44|23071	952.6227	ERP44|23071	1402.3453
ERRFI1|54206	979.2724	ERRFI1|54206	2527.6992
lowly_expressed	lowly_expressed	ERVFRDE1|405754	6.4699
ESAM|90952	1176.3959	ESAM|90952	665.9927
ESCO1|114799	633.2487	ESCO1|114799	608.977
ESCO2|157570	207.2758	ESCO2|157570	11.3223
ESD|2098	1352.7919	ESD|2098	2574.2014
ESF1|51575	477.5804	ESF1|51575	439.5471
ESM1|11082	447.9695	ESM1|11082	35.9887
ESPL1|9700	444.5854	ESPL1|9700	57.4201
ESPNL|339768	10.9983	ESPNL|339768	14.9616
ESPN|83715	297.8003	ESPN|83715	515.5681
ESR1|2099	4108.291	ESR1|2099	2637.687
ESR2|2100	33.4179	ESR2|2100	18.1965
ESRP1|54845	1447.1235	ESRP1|54845	1986.6559
ESRP2|80004	612.9442	ESRP2|80004	1148.4027
ESRRA|2101	423.4349	ESRRA|2101	417.3069
lowly_expressed	lowly_expressed	ESRRB|2103	5.6611
ESRRG|2104	61.7597	ESRRG|2104	211.8884
ESYT1|23344	5197.9695	ESYT1|23344	3591.9935
ESYT2|57488	3543.9932	ESYT2|57488	3996.7651
ESYT3|83850	9.3063	ESYT3|83850	85.3215
ETAA1|54465	301.6074	ETAA1|54465	429.4379
ETF1|2107	2725.0423	ETF1|2107	2694.2984
ETFA|2108	2596.0237	ETFA|2108	985.4428
ETFB|2109	950.9306	ETFB|2109	490.093
ETFDH|2110	765.2284	ETFDH|2110	475.1314
ETHE1|23474	555.8376	ETHE1|23474	704.812
ETNK1|55500	1535.11	ETNK1|55500	1361.0999
ETNK2|55224	1277.9188	ETNK2|55224	314.5977
ETS1|2113	4062.1827	ETS1|2113	2356.6518
ETS2|2114	1494.9239	ETS2|2114	1911.0392
ETV1|2115	208.9679	ETV1|2115	787.7072
ETV2|2116	5.4992	lowly_expressed	lowly_expressed
ETV3L|440695	5.4992	ETV3L|440695	115.649
ETV3|2117	369.7124	ETV3|2117	495.7541
ETV4|2118	27.9188	ETV4|2118	346.5427
ETV5|2119	296.5313	ETV5|2119	2010.5135
