gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
lowly_expressed	lowly_expressed	SLCO4C1|353189	28.6862
SLFN11|91607	432.8704	SLFN11|91607	1295.4676
SLFN12L|342615	6.9444	SLFN12L|342615	11.4745
SLFN12|55106	505.4977	SLFN12|55106	158.3477
SLFN13|146857	363.4259	SLFN13|146857	654.0448
SLFN5|162394	237.8472	SLFN5|162394	761.9048
lowly_expressed	lowly_expressed	SLIT1|6585	5.1635
SLIT2|9353	108.7963	SLIT2|9353	579.4607
SLIT3|6586	379.6296	SLIT3|6586	4117.0396
lowly_expressed	lowly_expressed	SLITRK1|114798	9.7533
lowly_expressed	lowly_expressed	SLITRK2|84631	28.1124
lowly_expressed	lowly_expressed	SLITRK3|22865	10.327
SLITRK4|139065	15.625	SLITRK4|139065	33.8497
lowly_expressed	lowly_expressed	SLITRK5|26050	44.7504
SLITRK6|84189	54.6875	SLITRK6|84189	250.7172
SLK|9748	2418.6921	SLK|9748	2436.0298
SLMAP|7871	1174.1898	SLMAP|7871	2177.8543
SLMO1|10650	20.2546	SLMO1|10650	42.4555
SLMO2|51012	5518.8079	SLMO2|51012	1563.3964
SLPI|6590	230.9028	SLPI|6590	4947.7912
SLTM|79811	1807.0023	SLTM|79811	1998.8526
SLU7|10569	1632.8125	SLU7|10569	1572.0023
lowly_expressed	lowly_expressed	SLURP1|57152	9.1796
SMAD1|4086	713.2523	SMAD1|4086	1040.7344
SMAD2|4087	2168.4028	SMAD2|4087	2195.6397
SMAD3|4088	1456.5972	SMAD3|4088	1577.7395
SMAD4|4089	1115.4022	SMAD4|4089	2334.3316
lowly_expressed	lowly_expressed	SMAD5OS|9597	5.7372
SMAD5|4090	3058.4491	SMAD5|4090	2138.2674
SMAD6|4091	14.7569	SMAD6|4091	124.49799999999999
SMAD7|4092	336.5162	SMAD7|4092	748.7091
SMAD9|4093	13.3102	SMAD9|4093	56.7986
SMAGP|57228	134.838	SMAGP|57228	308.6632
SMAP1|60682	1989.1233	SMAP1|60682	722.5416
SMAP2|64744	1214.4097	SMAP2|64744	814.6873
SMARCA1|6594	2121.2384	SMARCA1|6594	1733.7923
SMARCA2|6595	2298.3218	SMARCA2|6595	4597.8199
SMARCA4|6597	1469.9074	SMARCA4|6597	1759.0361
SMARCA5|8467	3022.8588	SMARCA5|8467	2423.4079
SMARCAD1|56916	1245.6597	SMARCAD1|56916	1090.6483
SMARCAL1|50485	842.8819	SMARCAL1|50485	580.0344
SMARCB1|6598	546.2963	SMARCB1|6598	1130.2352
SMARCC1|6599	3927.6620000000003	SMARCC1|6599	2815.261
SMARCC2|6601	3287.6157	SMARCC2|6601	2656.9134
SMARCD1|6602	1530.3819	SMARCD1|6602	1407.3437
SMARCD2|6603	2466.4352	SMARCD2|6603	2246.1274
SMARCD3|6604	217.0139	SMARCD3|6604	753.2989
SMARCE1|6605	3365.1620000000003	SMARCE1|6605	2884.6816
SMC1A|8243	2678.8194	SMC1A|8243	1995.4102
SMC2|10592	1075.2315	SMC2|10592	654.6185
SMC3|9126	1458.912	SMC3|9126	1726.3339
SMC4|10051	2895.5440000000003	SMC4|10051	764.7734
SMC5|23137	1104.7454	SMC5|23137	1487.0912
SMC6|79677	1834.7801	SMC6|79677	610.4418
SMCHD1|23347	1494.5023	SMCHD1|23347	1646.5863
SMCR7L|54471	603.0093	SMCR7L|54471	1071.1417
SMCR7|125170	169.2708	SMCR7|125170	292.0252
SMCR8|140775	676.9387	SMCR8|140775	1034.062
SMEK1|55671	1611.1111	SMEK1|55671	1832.4727
SMEK2|57223	4251.7361	SMEK2|57223	2130.8089999999997
SMG1|23049	4019.6759	SMG1|23049	2958.6919
SMG5|23381	1849.537	SMG5|23381	1383.8210000000001
SMG6|23293	1020.8333	SMG6|23293	1160.0688
SMG7|9887	5253.1829	SMG7|9887	1365.4618
SMN1|6606	28.0122	lowly_expressed	lowly_expressed
SMN2|6607	2149.3605	SMN2|6607	1298.5886
SMNDC1|10285	781.25	SMNDC1|10285	686.747
lowly_expressed	lowly_expressed	SMOC1|64093	392.4269
SMOC2|64094	1820.0231	SMOC2|64094	2981.0671
SMOX|54498	52.3727	SMOX|54498	143.4309
SMO|6608	117.1875	SMO|6608	511.1876
SMPD1|6609	1065.1042	SMPD1|6609	722.8916
SMPD2|6610	236.6898	SMPD2|6610	131.9564
SMPD3|55512	257.2338	SMPD3|55512	68.8468
SMPD4|55627	1872.1065	SMPD4|55627	1350.545
SMPDL3A|10924	437.2106	SMPDL3A|10924	403.9013
SMPDL3B|27293	219.3287	SMPDL3B|27293	231.7843
lowly_expressed	lowly_expressed	SMR3B|10879	27.5387
SMS|6611	3485.8218	SMS|6611	1231.7843
SMTNL1|219537	21.1227	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SMTNL2|342527	16.637999999999998
SMTN|6525	192.419	SMTN|6525	1122.7768
SMU1|55234	1451.6782	SMU1|55234	1957.5445
SMUG1|23583	552.6619999999999	SMUG1|23583	417.097
SMURF1|57154	691.9936	SMURF1|57154	826.6724
SMURF2|64750	307.2917	SMURF2|64750	660.9294
lowly_expressed	lowly_expressed	SMYD1|150572	966.7239999999999
SMYD2|56950	576.9676	SMYD2|56950	718.8755
SMYD3|64754	335.6481	SMYD3|64754	219.7361
SMYD4|114826	384.5486	SMYD4|114826	394.148
SMYD5|10322	751.1574	SMYD5|10322	710.8434
SNAI1|6615	63.0787	SNAI1|6615	134.825
SNAI2|6591	405.0926	SNAI2|6591	909.9254
lowly_expressed	lowly_expressed	SNAI3|333929	8.6059
SNAP23|8773	2599.8264	SNAP23|8773	1604.1308
SNAP25|6616	232.0602	SNAP25|6616	33.275999999999996
SNAP29|9342	1062.2106	SNAP29|9342	968.4452
SNAP47|116841	593.1453	SNAP47|116841	595.7487
lowly_expressed	lowly_expressed	SNAP91|9892	13.1956
SNAPC1|6617	126.7361	SNAPC1|6617	212.2777
SNAPC2|6618	150.1736	SNAPC2|6618	279.4033
SNAPC3|6619	707.1759	SNAPC3|6619	402.7539
SNAPC4|6621	69.1551	SNAPC4|6621	242.1113
SNAPC5|10302	83.559	SNAPC5|10302	117.40100000000001
SNAPIN|23557	839.6991	SNAPIN|23557	559.3804
SNCAIP|9627	47.4537	SNCAIP|9627	223.7464
SNCA|6622	18.5185	SNCA|6622	217.4412
SNCG|6623	313.9468	SNCG|6623	671.8302
SND1|27044	3806.1343	SND1|27044	3397.5904
SNED1|25992	315.1042	SNED1|25992	725.7602
SNF8|11267	546.5856	SNF8|11267	627.6535
SNHG10|283596	17.6505	SNHG10|283596	56.2249
SNHG11|128439	188.1076	SNHG11|128439	123.7694
SNHG12|85028	45.7176	SNHG12|85028	181.2966
SNHG1|23642	254.919	SNHG1|23642	573.1497
SNHG3-RCC1|751867	38.8426	SNHG3-RCC1|751867	116.8675
SNHG3|8420	7.5231	SNHG3|8420	29.2599
SNHG4|724102	19.4387	SNHG4|724102	15.6741
SNHG5|387066	912.3264	SNHG5|387066	3890.9925
SNHG6|641638	480.9028	SNHG6|641638	847.9633
SNHG7|84973	86.0214	SNHG7|84973	781.9277
SNHG8|100093630	134.5486	SNHG8|100093630	1183.5915
SNHG9|735301	22.2801	SNHG9|735301	64.8308
SNIP1|79753	258.1019	SNIP1|79753	407.9174
SNN|8303	986.1111	SNN|8303	1028.6862
SNORA39|677821	5.7581	lowly_expressed	lowly_expressed
SNORA8|654320	228.2812	SNORA8|654320	198.4452
lowly_expressed	lowly_expressed	SNORD116-20|100033431	12.0482
SNORD116-28|100033820	45.6279	SNORD116-28|100033820	23.4538
SNORD116-4|100033416	8.6227	SNORD116-4|100033416	37.9748
SNORD1C|677850	8.7269	SNORD1C|677850	6.4945
SNPH|9751	36.169000000000004	SNPH|9751	176.7068
SNRK|54861	929.3981	SNRK|54861	1776.2478
SNRNP200|23020	10370.6597	SNRNP200|23020	5048.7665
SNRNP25|79622	706.5972	SNRNP25|79622	210.5565
SNRNP27|11017	764.7569	SNRNP27|11017	523.8095
SNRNP35|11066	141.5856	SNRNP35|11066	228.31900000000002
SNRNP40|9410	954.8611	SNRNP40|9410	743.5456
SNRNP48|154007	489.0046	SNRNP48|154007	417.6707
SNRNP70|6625	802.0833	SNRNP70|6625	1512.9088
SNRPA1|6627	430.2662	SNRPA1|6627	307.5158
SNRPA|6626	990.4514	SNRPA|6626	1094.0906
SNRPB2|6629	3057.0023	SNRPB2|6629	979.9197
SNRPB|6628	3572.0486	SNRPB|6628	1737.2347
SNRPC|6631	1662.6157	SNRPC|6631	856.5691
SNRPD1|6632	712.9630000000001	SNRPD1|6632	683.3046
SNRPD2|6633	2186.3426	SNRPD2|6633	2252.4383
SNRPD3|6634	1314.1956	SNRPD3|6634	1474.9742
SNRPE|6635	1562.2106	SNRPE|6635	757.315
SNRPF|6636	978.2986	SNRPF|6636	656.3396
SNRPG|6637	1334.2014	SNRPG|6637	492.8285
SNRPN|6638	2421.2297	SNRPN|6638	1704.0103
SNTA1|6640	274.0162	SNTA1|6640	456.6839
SNTB1|6641	181.4236	SNTB1|6641	352.8399
SNTB2|6645	662.9051	SNTB2|6645	1302.9260000000002
lowly_expressed	lowly_expressed	SNTG2|54221	8.0321
SNUPN|10073	432.8704	SNUPN|10073	510.0402
lowly_expressed	lowly_expressed	SNURF|8926	75.4963
SNW1|22938	1091.1458	SNW1|22938	1393.0006
SNX10|29887	811.9213	SNX10|29887	231.7843
SNX11|29916	708.6227	SNX11|29916	524.957
SNX12|29934	156.8287	SNX12|29934	275.3873
SNX13|23161	849.2477	SNX13|23161	1321.8589
SNX14|57231	3978.5879999999997	SNX14|57231	1144.0046
SNX15|29907	217.5926	SNX15|29907	453.8153
SNX16|64089	260.1273	SNX16|64089	238.0952
SNX17|9784	1915.5093	SNX17|9784	2254.7332
SNX18|112574	1559.6065	SNX18|112574	1637.9805
SNX19|399979	2047.7431	SNX19|399979	1567.9862
SNX1|6642	3463.8309999999997	SNX1|6642	3735.5135
SNX20|124460	13.8918	SNX20|124460	22.3752
SNX21|90203	229.7743	SNX21|90203	668.3936
SNX22|79856	219.6412	SNX22|79856	109.2369
SNX24|28966	377.8935	SNX24|28966	150.3155
SNX25|83891	449.6528	SNX25|83891	351.6925
SNX27|81609	1419.1377	SNX27|81609	950.6885
SNX29|92017	547.1644	SNX29|92017	852.5531
SNX2|6643	2626.7361	SNX2|6643	1650.6024
SNX30|401548	380.2083	SNX30|401548	765.3471
lowly_expressed	lowly_expressed	SNX32|254122	5.1635
SNX33|257364	403.3565	SNX33|257364	939.1853
SNX3|8724	4183.7384	SNX3|8724	3234.6529
SNX4|8723	2177.6620000000003	SNX4|8723	960.4131
SNX5|27131	3864.5833	SNX5|27131	2309.2369
SNX6|58533	1567.7083	SNX6|58533	1499.1394
SNX7|51375	603.2986	SNX7|51375	634.5382
SNX8|29886	71.7593	SNX8|29886	274.2398
SNX9|51429	3804.1088	SNX9|51429	2573.1497
SOAT1|6646	1013.3102	SOAT1|6646	550.7745
SOBP|55084	27.4884	SOBP|55084	250.7172
SOCS1|8651	53.8194	SOCS1|8651	22.3752
SOCS2|8835	324.6528	SOCS2|8835	763.6259
SOCS3|9021	222.8009	SOCS3|9021	1930.5795
SOCS4|122809	791.6667	SOCS4|122809	733.2186
SOCS5|9655	803.5301	SOCS5|9655	1710.8434
SOCS6|9306	1022.8588	SOCS6|9306	1635.6856
SOCS7|30837	34.1435	SOCS7|30837	88.3534
SOD1|6647	6935.4745	SOD1|6647	2896.7298
SOD2|6648	4222.5116	SOD2|6648	7691.9105
SOD3|6649	87.0949	SOD3|6649	1610.4418
lowly_expressed	lowly_expressed	SOHLH2|54937	15.4905
SOLH|6650	249.1319	SOLH|6650	423.4079
SON|6651	9466.4352	SON|6651	7081.4687
SORBS1|10580	276.6204	SORBS1|10580	5563.9702
SORBS2|8470	78.9931	SORBS2|8470	2177.2806
SORBS3|10174	592.0139	SORBS3|10174	2282.2719
SORCS1|114815	6.3657	SORCS1|114815	122.2031
SORCS2|57537	78.7037	SORCS2|57537	153.7579
SORD|6652	17146.1227	SORD|6652	255.8807
SORL1|6653	1161.1689999999999	SORL1|6653	3131.3827
SORT1|6272	4777.7778	SORT1|6272	2815.8348
SOS1|6654	2974.8264	SOS1|6654	1901.3196
SOS2|6655	938.6574	SOS2|6655	1602.9834
SOSTDC1|25928	8.3912	SOSTDC1|25928	1998.8526
lowly_expressed	lowly_expressed	SOX10|6663	2117.0396
SOX11|6664	98.0903	SOX11|6664	45.8979
SOX12|6666	975.4051	SOX12|6666	315.5479
SOX13|9580	1041.088	SOX13|9580	1071.7154
SOX15|6665	6.0764	SOX15|6665	39.0132
SOX17|64321	36.169000000000004	SOX17|64321	197.3609
SOX18|54345	64.2361	SOX18|54345	719.4492
SOX4|6659	7699.3634	SOX4|6659	2890.4188
lowly_expressed	lowly_expressed	SOX5|6660	61.9621
SOX6|55553	5.4977	SOX6|55553	124.49799999999999
SOX7|83595	56.276	SOX7|83595	566.3626
SOX8|30812	10.706	SOX8|30812	135.9725
SOX9|6662	791.6667	SOX9|6662	2915.6627
SP100|6672	5117.1875	SP100|6672	2009.7533
SP110|3431	4417.2454	SP110|3431	587.4928
SP140L|93349	2005.4977	SP140L|93349	375.2151
SP140|11262	139.1782	SP140|11262	24.0964
SP1|6667	4197.9167	SP1|6667	3257.0281
SP2|6668	469.0394	SP2|6668	706.8273
SP3|6670	4060.4745	SP3|6670	2453.8153
SP4|6671	169.2708	SP4|6671	356.856
lowly_expressed	lowly_expressed	SP5|389058	12.6219
SP6|80320	175.0579	SP6|80320	87.7797
SPA17|53340	198.7847	SPA17|53340	82.0425
SPAG16|79582	868.6343	SPAG16|79582	418.2444
SPAG17|200162	65.1042	SPAG17|200162	22.9489
SPAG1|6674	642.0718	SPAG1|6674	151.463
SPAG4|6676	27.1991	SPAG4|6676	20.0803
SPAG5|10615	980.0347	SPAG5|10615	121.6294
SPAG7|9552	283.5648	SPAG7|9552	644.2915
lowly_expressed	lowly_expressed	SPAG8|26206	18.3592
SPAG9|9043	2297.7431	SPAG9|9043	2298.9099
SPARCL1|8404	3541.6667	SPARCL1|8404	24125.0717
SPARC|6678	48689.8148	SPARC|6678	40331.0384
SPAST|6683	1276.0417	SPAST|6683	605.852
lowly_expressed	lowly_expressed	SPATA12|353324	6.311
SPATA13|221178	341.1458	SPATA13|221178	463.5341
SPATA17|128153	45.7176	SPATA17|128153	12.6219
SPATA18|132671	291.6667	SPATA18|132671	600.6885
SPATA20|64847	1408.2755	SPATA20|64847	830.1779
lowly_expressed	lowly_expressed	SPATA24|202051	31.5548
SPATA2L|124044	27.1991	SPATA2L|124044	160.0688
SPATA2|9825	546.2963	SPATA2|9825	392.4269
lowly_expressed	lowly_expressed	SPATA4|132851	8.0321
SPATA5L1|79029	306.71299999999997	SPATA5L1|79029	267.3551
SPATA5|166378	243.3449	SPATA5|166378	302.3523
SPATA6|54558	126.1574	SPATA6|54558	157.774
SPATA7|55812	130.4977	SPATA7|55812	234.6529
SPATA9|83890	7.8125	SPATA9|83890	12.6219
SPATS2L|26010	1233.2176	SPATS2L|26010	1432.5875
SPATS2|65244	1170.7176	SPATS2|65244	464.1423
SPC24|147841	5.787000000000001	lowly_expressed	lowly_expressed
SPC25|57405	289.3519	SPC25|57405	24.0964
SPCS1|28972	2947.908	SPCS1|28972	1730.8606
SPCS2|9789	1308.4491	SPCS2|9789	660.3557
SPCS3|60559	3381.6551	SPCS3|60559	3227.7682
SPDEF|25803	2550.0579	SPDEF|25803	948.9386
SPDYA|245711	9.7975	SPDYA|245711	9.1624
SPDYC|387778	13.5995	lowly_expressed	lowly_expressed
SPDYE1|285955	6.3657	SPDYE1|285955	8.9845
SPDYE3|441272	135.2199	SPDYE3|441272	77.7281
SPDYE5|442590	9.838	lowly_expressed	lowly_expressed
SPDYE6|729597	13.5995	SPDYE6|729597	9.7533
SPDYE8P|389517	29.5139	SPDYE8P|389517	17.2117
SPEF1|25876	6.6551	lowly_expressed	lowly_expressed
SPEF2|79925	484.9537	SPEF2|79925	244.4062
SPEG|10290	118.3449	SPEG|10290	475.043
SPEN|23013	1139.7569	SPEN|23013	1850.2582
SPERT|220082	5.2083	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPESP1|246777	33.275999999999996
SPG11|80208	4521.9907	SPG11|80208	1824.4406
SPG20|23111	513.5995	SPG20|23111	2028.6862
SPG21|51324	3420.7176	SPG21|51324	1483.6489
SPG7|6687	377.8935	SPG7|6687	965.0029
SPHAR|10638	158.1221	SPHAR|10638	195.4504
SPHK1|8877	66.2558	SPHK1|8877	423.7751
SPHK2|56848	116.3252	SPHK2|56848	203.1096
lowly_expressed	lowly_expressed	SPHKAP|80309	219.7361
SPI1|6688	89.9884	SPI1|6688	263.9128
lowly_expressed	lowly_expressed	SPIB|6689	9.1796
SPIN1|10927	2907.4074	SPIN1|10927	2958.6919
lowly_expressed	lowly_expressed	SPIN2A|54466	7.4584
SPIN2B|474343	97.7373	SPIN2B|474343	125.8061
SPIN3|169981	567.1296	SPIN3|169981	281.6982
SPIN4|139886	268.8079	SPIN4|139886	262.7653
lowly_expressed	lowly_expressed	SPINK1|6690	85.4848
lowly_expressed	lowly_expressed	SPINK5|11005	47.619
SPINK8|646424	16.2037	lowly_expressed	lowly_expressed
SPINT1|6692	6570.6019	SPINT1|6692	3033.8497
SPINT2|10653	10513.8889	SPINT2|10653	5324.7275
SPIRE1|56907	1161.4583	SPIRE1|56907	1034.4234
SPIRE2|84501	55.5556	SPIRE2|84501	84.3373
SPNS1|83985	482.8038	SPNS1|83985	515.3528
SPNS2|124976	62.4306	SPNS2|124976	792.5818
lowly_expressed	lowly_expressed	SPNS3|201305	11.4745
SPN|6693	52.662	SPN|6693	148.0207
SPOCD1|90853	22.8588	SPOCD1|90853	8.0321
SPOCK1|6695	1001.7361	SPOCK1|6695	900.7458
SPOCK2|9806	94.9682	SPOCK2|9806	135.3987
lowly_expressed	lowly_expressed	SPOCK3|50859	12.0482
SPON1|10418	1291.9560000000001	SPON1|10418	2398.7378
SPON2|10417	257.8125	SPON2|10417	727.4814
SPOPL|339745	4581.5972	SPOPL|339745	1296.615
SPOP|8405	1811.3426	SPOP|8405	1287.4355
SPP1|6696	1342.8819	SPP1|6696	502.5818
SPPL2A|84888	1863.7153	SPPL2A|84888	810.0975
SPPL2B|56928	231.4815	SPPL2B|56928	551.3483
SPPL3|121665	2443.2870000000003	SPPL3|121665	1690.7631
SPRED1|161742	648.7269	SPRED1|161742	1667.8141
SPRED2|200734	2316.8403	SPRED2|200734	1253.5858
SPRN|503542	31.8287	SPRN|503542	44.1767
SPRR1A|6698	14.7569	lowly_expressed	lowly_expressed
SPRR3|6707	15.3356	lowly_expressed	lowly_expressed
SPRY1|10252	357.6389	SPRY1|10252	2012.0482
SPRY2|10253	46.0069	SPRY2|10253	1536.4314
SPRY3|10251	53.2407	SPRY3|10251	78.6001
SPRY4|81848	404.5139	SPRY4|81848	632.817
SPRYD3|84926	1146.9907	SPRYD3|84926	1427.9977
SPRYD4|283377	512.4421	SPRYD4|283377	237.5215
SPR|6697	1174.4792	SPR|6697	500.8606
SPSB1|80176	610.2431	SPSB1|80176	686.1733
SPSB2|84727	28.6458	SPSB2|84727	58.5198
SPSB3|90864	199.9421	SPSB3|90864	560.5278
SPSB4|92369	10.1273	SPSB4|92369	11.4745
lowly_expressed	lowly_expressed	SPTA1|6708	6.8847
SPTAN1|6709	3308.1597	SPTAN1|6709	6117.6133
SPTBN1|6711	4253.7616	SPTBN1|6711	12709.6959
SPTBN2|6712	225.9838	SPTBN2|6712	615.0316
SPTBN4|57731	10.9954	SPTBN4|57731	20.654
SPTBN5|51332	37.3061	SPTBN5|51332	88.7435
SPTB|6710	7.8125	SPTB|6710	100.9753
SPTLC1|10558	1642.9398	SPTLC1|10558	2001.7212
SPTLC2|9517	2052.9514	SPTLC2|9517	2125.0717
SPTLC3|55304	1221.3542	SPTLC3|55304	418.8181
SPTY2D1|144108	2465.9578	SPTY2D1|144108	1126.4659
SQLE|6713	2773.4375	SQLE|6713	458.405
SQRDL|58472	3769.0972	SQRDL|58472	1353.4137
SQSTM1|8878	16640.4311	SQSTM1|8878	6320.3901
SR140|23350	4005.4977	SR140|23350	2522.0884
SRA1|10011	698.4954	SRA1|10011	491.1073
SRBD1|55133	707.1759	SRBD1|55133	538.7263
SRCAP|10847	3051.5046	SRCAP|10847	2591.5089
SRCIN1|80725	164.6412	SRCIN1|80725	156.0528
SRCRB4D|136853	262.5058	SRCRB4D|136853	15.5422
SRC|6714	1124.4213	SRC|6714	614.4578
SRD5A1|6715	279.5139	SRD5A1|6715	146.2995
SRD5A2|6716	6.3657	lowly_expressed	lowly_expressed
SRD5A3|79644	608.4954	SRD5A3|79644	508.2674
SREBF1|6720	2143.8079	SREBF1|6720	3047.0453
SREBF2|6721	2194.1551	SREBF2|6721	3205.9667
SRFBP1|153443	526.6204	SRFBP1|153443	296.0413
SRF|6722	447.9167	SRF|6722	1830.7516
SRGAP1|57522	1183.7384	SRGAP1|57522	388.9845
SRGAP2|23380	732.6389	SRGAP2|23380	688.4682
SRGAP3|9901	121.2384	SRGAP3|9901	317.8428
SRGN|5552	479.1667	SRGN|5552	1577.7395
SRI|6717	1988.7153	SRI|6717	1824.4406
SRL|6345	6.3657	SRL|6345	43.0293
SRMS|6725	19.3866	SRMS|6725	5.7372
SRM|6723	394.0972	SRM|6723	1205.9667
SRP14|6727	8076.0995	SRP14|6727	4916.8101
SRP19|6728	1219.7685	SRP19|6728	665.938
SRP54|6729	2192.419	SRP54|6729	1042.4555
SRP68|6730	2212.9629999999997	SRP68|6730	1776.8216
SRP72|6731	3532.9861	SRP72|6731	2671.8302
SRP9|6726	10002.0255	SRP9|6726	3952.381
SRPK1|6732	2126.7361	SRPK1|6732	970.7401
SRPK2|6733	2607.6389	SRPK2|6733	1147.4469
SRPK3|26576	6.5162	SRPK3|26576	14.2628
SRPRB|58477	3025.7523	SRPRB|58477	1036.1446
SRPR|6734	3013.3102	SRPR|6734	3129.6615
SRPX2|27286	288.7731	SRPX2|27286	668.9616
SRPX|8406	157.6968	SRPX|8406	2657.4871
SRRD|402055	271.1227	SRRD|402055	236.9478
SRRM1|10250	1881.3657	SRRM1|10250	2210.5565
SRRM2|23524	9721.6435	SRRM2|23524	10629.9484
SRRM3|222183	16.2037	SRRM3|222183	68.8468
SRRM5|100170229	11.2963	SRRM5|100170229	14.6185
SRRT|51593	721.9329	SRRT|51593	1120.4819
SRR|63826	509.9074	SRR|63826	396.397
SRXN1|140809	4345.1968	SRXN1|140809	625.3586
SS18L1|26039	973.3796	SS18L1|26039	444.06199999999995
SS18L2|51188	230.3241	SS18L2|51188	317.8428
SS18|6760	2116.0301	SS18|6760	2333.3333
SSBP1|6742	2110.8218	SSBP1|6742	1041.8818
SSBP2|23635	778.6458	SSBP2|23635	764.1997
SSBP3|23648	445.6019	SSBP3|23648	699.3689
SSBP4|170463	109.9537	SSBP4|170463	567.9862
SSB|6741	4171.9242	SSB|6741	2173.0924
SSC5D|284297	269.6759	SSC5D|284297	885.2553
SSFA2|6744	2660.3009	SSFA2|6744	3456.6839
SSH1|54434	1179.9769	SSH1|54434	1188.1813
SSH2|85464	732.0602	SSH2|85464	607.5731
SSH3|54961	278.3565	SSH3|54961	1010.327
SSNA1|8636	164.3519	SSNA1|8636	445.7831
SSPN|8082	585.6481	SSPN|8082	2129.6615
SSPO|23145	5.4977	SSPO|23145	17.7854
SSR1|6745	8026.9097	SSR1|6745	4198.5083
SSR2|6746	5289.0625	SSR2|6746	5180.7229
SSR3|6747	8184.3171	SSR3|6747	4356.856
SSR4|6748	1595.1968	SSR4|6748	2395.2955
SSRP1|6749	1771.9907	SSRP1|6749	2676.9937
SSSCA1|10534	129.3403	SSSCA1|10534	302.3523
lowly_expressed	lowly_expressed	SSTR1|6751	69.4205
SSTR2|6752	29.8032	SSTR2|6752	26.965
SSU72|29101	1534.4329	SSU72|29101	2267.3551
SSX2IP|117178	980.6134	SSX2IP|117178	362.5932
ST13|6767	6199.3634	ST13|6767	6269.65
ST14|6768	1641.7824	ST14|6768	1807.8026
ST20|400410	52.7691	ST20|400410	25.1234
ST3GAL1|6482	1544.8495	ST3GAL1|6482	1159.4951
ST3GAL2|6483	197.9167	ST3GAL2|6483	434.8824
ST3GAL3|6487	36.7477	ST3GAL3|6487	304.6472
ST3GAL4|6484	675.9259	ST3GAL4|6484	309.8107
ST3GAL5|8869	1179.6875	ST3GAL5|8869	390.7057
ST3GAL6|10402	40.5093	ST3GAL6|10402	172.11700000000002
ST5|6764	683.7384	ST5|6764	2144.5783
ST6GAL1|6480	925.3472	ST6GAL1|6480	2312.1056
ST6GAL2|84620	267.3611	ST6GAL2|84620	113.0235
ST6GALNAC1|55808	17.9398	ST6GALNAC1|55808	84.3373
ST6GALNAC2|10610	679.3981	ST6GALNAC2|10610	685.5995
ST6GALNAC3|256435	37.9051	ST6GALNAC3|256435	207.6879
ST6GALNAC4|27090	250.0	ST6GALNAC4|27090	367.18300000000005
ST6GALNAC5|81849	63.9468	ST6GALNAC5|81849	380.9524
ST6GALNAC6|30815	176.5046	ST6GALNAC6|30815	1785.4274
ST7L|54879	147.5694	ST7L|54879	353.9931
ST7OT1|93653	17.1672	ST7OT1|93653	109.8738
ST7|7982	645.9954	ST7|7982	571.6294
ST8SIA1|6489	23.1481	ST8SIA1|6489	358.5772
ST8SIA2|8128	15.625	ST8SIA2|8128	30.9811
ST8SIA4|7903	256.6551	ST8SIA4|7903	258.7493
lowly_expressed	lowly_expressed	ST8SIA6|338596	69.4205
STAB1|23166	185.1852	STAB1|23166	1811.0384
lowly_expressed	lowly_expressed	STAC2|342667	6172.6908
STAC3|246329	10.706	STAC3|246329	20.654
STAC|6769	12.4421	STAC|6769	161.2163
STAG1|10274	1019.1725	STAG1|10274	1145.525
STAG2|10735	4135.1273	STAG2|10735	3456.1102
STAG3L1|54441	59.3171	STAG3L1|54441	37.8657
STAG3L2|442582	89.9884	STAG3L2|442582	129.6615
STAG3L3|442578	242.93400000000003	STAG3L3|442578	183.3964
STAG3L4|64940	405.3819	STAG3L4|64940	185.3127
STAG3|10734	6.2355	STAG3|10734	13.6489
STAM2|10254	1937.7894	STAM2|10254	1132.5301
STAMBPL1|57559	78.4144	STAMBPL1|57559	123.9243
STAMBP|10617	1674.1898	STAMBP|10617	562.8227
STAM|8027	994.2130000000001	STAM|8027	542.1687
STAP2|55620	317.7083	STAP2|55620	464.1423
STARD10|10809	3514.7569	STARD10|10809	757.315
STARD13|90627	223.0903	STARD13|90627	833.0465
STARD3NL|83930	913.4838	STARD3NL|83930	748.1354
STARD3|10948	608.2176	STARD3|10948	652.3236
STARD4|134429	54.9769	STARD4|134429	47.619
STARD5|80765	190.3935	STARD5|80765	61.9621
STARD7|56910	5449.6991	STARD7|56910	3307.8428
STARD8|9754	76.3889	STARD8|9754	407.9174
STAR|6770	17.6505	STAR|6770	8.6059
STAT1|6772	28390.625	STAT1|6772	3611.5892
STAT2|6773	3515.625	STAT2|6773	1923.1211
STAT3|6774	7964.4097	STAT3|6774	7471.026999999999
STAT4|6775	41.088	STAT4|6775	72.2892
STAT5A|6776	545.4282	STAT5A|6776	2292.599
STAT5B|6777	1317.9977	STAT5B|6777	3271.9449
STAT6|6778	2894.3866	STAT6|6778	3798.6231
STAU1|6780	7846.9329	STAU1|6780	2833.6202
STAU2|27067	2128.4722	STAU2|27067	805.5077
STBD1|8987	981.4525	STBD1|8987	931.1302
STC1|6781	4210.0694	STC1|6781	1200.2295
STC2|8614	560.7639	STC2|8614	7365.4618
