gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
CMBL|134147	1448.4967	CMBL|134147	998.9149
CMC1|152100	181.9028	CMC1|152100	81.6031
CMIP|80790	969.7407	CMIP|80790	1305.3606
CMKLR1|1240	642.0099	CMKLR1|1240	326.4125
CMPK1|51727	3999.1104	CMPK1|51727	3289.3004
CMPK2|129607	182.2085	CMPK2|129607	181.4367
CMTM1|113540	303.2733	CMTM1|113540	96.6505
CMTM3|123920	1380.6270000000002	CMTM3|123920	928.0185
CMTM4|146223	922.66	CMTM4|146223	1103.3784
lowly_expressed	lowly_expressed	CMTM5|116173	8.9706
CMTM6|54918	5547.2714	CMTM6|54918	2264.6314
CMTM7|112616	281.2615	CMTM7|112616	673.3705
CMTM8|152189	425.2551	CMTM8|152189	147.8695
CMYA5|202333	391.9318	CMYA5|202333	1486.5079999999998
CN5H6.4|150384	15.286	CN5H6.4|150384	6.9449
CNBP|7555	6752.11	CNBP|7555	7719.3084
CNDP2|55748	2271.798	CNDP2|55748	2659.3359
CNFN|84518	23.5404	CNFN|84518	23.1498
CNGA1|1259	5.5029	CNGA1|1259	39.0653
CNIH2|254263	98.7472	lowly_expressed	lowly_expressed
CNIH3|149111	172.1198	CNIH3|149111	54.9808
CNIH4|29097	2594.3315	CNIH4|29097	579.6137
CNIH|10175	2687.2701	CNIH|10175	1076.1774
CNKSR1|10256	165.0883	CNKSR1|10256	167.8362
CNKSR2|22866	23.8461	CNKSR2|22866	96.0718
CNKSR3|154043	62.9781	CNKSR3|154043	137.4521
CNN1|1264	155.611	CNN1|1264	2201.8375
CNN2|1265	1642.3225	CNN2|1265	3976.5608
CNN3|1266	7316.773	CNN3|1266	4394.1257
lowly_expressed	lowly_expressed	CNNM1|26507	50.6402
CNNM2|54805	193.2144	CNNM2|54805	233.8132
CNNM3|26505	848.9817	CNNM3|26505	892.1363
CNNM4|26504	1014.6814	CNNM4|26504	708.0952
CNOT10|25904	895.7567	CNOT10|25904	537.0759
CNOT1|23019	4361.6748	CNOT1|23019	4763.1108
CNOT2|4848	1584.2359	CNOT2|4848	1319.5399
CNOT3|4849	598.5978	CNOT3|4849	950.5896
CNOT4|4850	575.6689	CNOT4|4850	661.2168
CNOT6L|246175	1372.6784	CNOT6L|246175	1773.2764
CNOT6|57472	2986.8747	CNOT6|57472	780.1489999999999
CNOT7|29883	1350.3609	CNOT7|29883	1533.0970000000002
CNOT8|9337	1716.0008	CNOT8|9337	1386.6744
CNO|55330	452.1584	CNO|55330	161.1806
CNPY2|10330	708.6567	CNPY2|10330	722.5638
CNPY3|10695	568.9431	CNPY3|10695	635.752
CNPY4|245812	180.6799	CNPY4|245812	264.1974
CNP|1267	1359.5294	CNP|1267	1894.6307
CNR1|1268	22.3175	CNR1|1268	154.5251
CNRIP1|25927	380.0087	CNRIP1|25927	606.5254
CNST|163882	1013.7642	CNST|163882	846.9941
CNTD1|124817	57.3926	CNTD1|124817	66.032
CNTD2|79935	59.3095	CNTD2|79935	10.4174
CNTFR|1271	178.5399	CNTFR|1271	1665.9191
CNTF|1270	11.6173	CNTF|1270	12.2144
CNTLN|54875	209.7232	CNTLN|54875	400.2026
CNTN1|1272	122.5933	CNTN1|1272	351.8773
lowly_expressed	lowly_expressed	CNTN2|6900	31.2523
CNTN3|5067	193.8259	CNTN3|5067	171.5981
CNTN4|152330	164.7825	CNTN4|152330	260.7249
CNTNAP1|8506	213.3919	CNTNAP1|8506	196.7735
CNTNAP2|26047	234.1808	lowly_expressed	lowly_expressed
CNTNAP3|79937	22.9289	CNTNAP3|79937	389.7851
CNTROB|116840	320.3935	CNTROB|116840	661.7956
COASY|80347	1018.0443	COASY|80347	1120.7408
COBLL1|22837	1884.4520000000002	COBLL1|22837	2614.4831
COBL|23242	506.8821	COBL|23242	619.2578
COBRA1|25920	613.5781	COBRA1|25920	1091.8035
COCH|1690	15.5917	COCH|1690	34.826
COG1|9382	1128.0634	COG1|9382	956.4783
COG2|22796	1616.3364	COG2|22796	580.7712
COG3|83548	1111.2886	COG3|83548	748.8968
COG4|25839	679.6134	COG4|25839	1261.6653
COG5|10466	1270.2533	COG5|10466	975.1226
COG6|57511	1061.7621	COG6|57511	687.8391
COG7|91949	663.1045	COG7|91949	561.9619
COG8|84342	366.5601	COG8|84342	485.4547
COIL|8161	1765.8329999999999	COIL|8161	409.4625
COL10A1|1300	9353.1674	COL10A1|1300	6.0768
COL11A1|1301	7894.8877	COL11A1|1301	15.6261
lowly_expressed	lowly_expressed	COL11A2|1302	32.9885
COL12A1|1303	20813.6559	COL12A1|1303	3173.8407
COL13A1|1305	20.1775	COL13A1|1305	14.4686
COL14A1|7373	3410.907	COL14A1|7373	7244.736999999999
COL15A1|1306	3556.1235	COL15A1|1306	6152.3548
COL16A1|1307	528.2824	COL16A1|1307	1491.7167
COL17A1|1308	7.3373	COL17A1|1308	4669.0299
COL18A1|80781	1736.1783	COL18A1|80781	3395.5003
COL1A1|1277	145735.9459	COL1A1|1277	21449.7577
COL1A2|1278	149826.1605	COL1A2|1278	35394.9215
COL21A1|81578	54.1123	COL21A1|81578	72.0538
COL22A1|169044	39.132	COL22A1|169044	11.2855
lowly_expressed	lowly_expressed	COL23A1|91522	36.461
COL24A1|255631	199.9402	COL24A1|255631	13.3111
COL25A1|84570	10.3944	COL25A1|84570	105.9104
COL27A1|85301	59.6152	COL27A1|85301	355.3498
COL28A1|340267	6.4201	COL28A1|340267	27.7798
COL2A1|1280	7.0315	COL2A1|1280	56.1383
COL3A1|1281	172797.8869	COL3A1|1281	23927.0781
COL4A1|1282	10426.8525	COL4A1|1282	18681.6176
COL4A2|1284	5113.1504	COL4A2|1284	20231.2089
COL4A3BP|10087	1745.3498	COL4A3BP|10087	2667.7277
lowly_expressed	lowly_expressed	COL4A3|1285	56.4277
COL4A4|1286	29.6547	COL4A4|1286	105.3317
COL4A5|1287	3204.2409	COL4A5|1287	776.6766
COL4A6|1288	136.3507	lowly_expressed	lowly_expressed
COL5A1|1289	13315.5914	COL5A1|1289	2717.4998
COL5A2|1290	21570.6161	COL5A2|1290	2994.7189
COL5A3|50509	499.5449	COL5A3|50509	1533.6758
COL6A1|1291	9054.7856	COL6A1|1291	10813.2822
COL6A2|1292	6697.6921	COL6A2|1292	15550.3147
COL6A3|1293	44196.5743	COL6A3|1293	21775.5914
COL6A6|131873	84.3784	COL6A6|131873	1236.7793
COL7A1|1294	18.0374	COL7A1|1294	460.1027
COL8A1|1295	831.25	COL8A1|1295	316.2845
COL8A2|1296	1874.3632	COL8A2|1296	654.5612
COL9A2|1298	227.4549	COL9A2|1298	238.7325
COL9A3|1299	15.286	COL9A3|1299	19.387999999999998
lowly_expressed	lowly_expressed	COLEC11|78989	13.0218
COLEC12|81035	931.5258	COLEC12|81035	1074.4411
COLQ|8292	56.558	COLQ|8292	53.2446
COMMD10|51397	569.8602	COMMD10|51397	322.6507
COMMD1|150684	213.6976	COMMD1|150684	208.6378
COMMD2|51122	1040.0561	COMMD2|51122	745.1349
COMMD3|23412	2987.9356	COMMD3|23412	496.5782
COMMD4|54939	380.9259	COMMD4|54939	528.1053
COMMD5|28991	487.8022	COMMD5|28991	320.2807
COMMD6|170622	1570.1728	COMMD6|170622	1209.8676
COMMD7|149951	2359.845	COMMD7|149951	810.8225
COMMD8|54951	411.4978	COMMD8|54951	171.5981
COMMD9|29099	813.5183	COMMD9|29099	715.3295
COMP|1311	3956.0040000000004	COMP|1311	5.4981
COMTD1|118881	25.9861	COMTD1|118881	26.6223
COMT|1312	752.6802	COMT|1312	1244.303
COPA|1314	7350.5825	COPA|1314	5776.6939
COPB1|1315	6562.6437	COPB1|1315	2697.6778
COPB2|9276	5029.3834	COPB2|9276	2877.2336
COPE|11316	543.2627	COPE|11316	1086.0161
COPG2|26958	707.7395	COPG2|26958	448.5278
COPG|22820	3457.0706	COPG|22820	2923.8226
COPS2|9318	2343.0305	COPS2|9318	2469.5073
COPS3|8533	1013.7642	COPS3|8533	892.1363
COPS4|51138	1480.2914	COPS4|51138	848.441
COPS5|10987	1837.0655	COPS5|10987	1007.3067
COPS6|10980	1113.1229	COPS6|10980	1418.5054
COPS7A|50813	1720.8923	COPS7A|50813	1255.2991
COPS7B|64708	939.1688	COPS7B|64708	579.9031
COPS8|10920	2752.3332	COPS8|10920	897.018
COPZ1|22818	4866.7409	COPZ1|22818	2360.7032
COPZ2|51226	415.7779	COPZ2|51226	535.0503
COQ10A|93058	75.5126	COQ10A|93058	204.2972
COQ10B|80219	1206.9786	COQ10B|80219	776.9659
COQ2|27235	382.7602	COQ2|27235	157.7082
COQ3|51805	116.7847	COQ3|51805	147.8695
COQ4|51117	511.7736	COQ4|51117	560.8045
COQ5|84274	745.0372	COQ5|84274	622.4409
COQ6|51004	331.3016	COQ6|51004	413.207
COQ7|10229	542.6512	COQ7|10229	480.3588
COQ9|57017	549.3771	COQ9|57017	976.0544
CORIN|10699	46.775	CORIN|10699	14.1793
CORO1A|11151	125.3448	CORO1A|11151	331.9106
CORO1B|57175	696.1222	CORO1B|57175	1133.4732
CORO1C|23603	2631.3235	CORO1C|23603	2815.8866
CORO2A|7464	1749.3242	CORO2A|7464	317.7313
CORO2B|10391	128.0963	CORO2B|10391	739.9262
CORO6|84940	10.0887	CORO6|84940	79.2881
CORO7|79585	280.4574	CORO7|79585	355.6305
COTL1|23406	942.8374	COTL1|23406	1311.1481
COX10|1352	329.8708	COX10|1352	373.2909
COX11|1353	2306.4543	COX11|1353	832.7223
COX15|1355	985.7053	COX15|1355	1114.9476
COX16|51241	1904.3237	COX16|51241	463.8646
COX17|10063	346.6854	COX17|10063	265.3548
COX18|285521	621.8325	COX18|285521	414.9606
COX19|90639	105.5128	COX19|90639	221.0171
COX4I1|1327	1220.4303	COX4I1|1327	4271.1423
COX4I2|84701	13.7574	COX4I2|84701	93.4674
COX4NB|10328	351.2711	COX4NB|10328	289.0834
COX5A|9377	1674.7287	COX5A|9377	1155.1762
COX5B|1329	977.9951	COX5B|1329	1261.9547
COX6A1|1337	2444.8349	COX6A1|1337	1526.7308
COX6B1|1340	2620.3176	COX6B1|1340	2137.5968
lowly_expressed	lowly_expressed	COX6B2|125965	12.7324
COX6C|1345	4919.936	COX6C|1345	1447.4427
COX7A1|1346	85.90700000000001	COX7A1|1346	607.3935
COX7A2L|9167	2376.6596	COX7A2L|9167	1425.161
COX7A2|1347	1630.0938	COX7A2|1347	1059.9725
COX7B|1349	2195.9796	COX7B|1349	1260.5078
COX7C|1350	2855.1098	COX7C|1350	2513.2026
COX8A|1351	2086.2265	COX8A|1351	1437.0252
CP110|9738	911.6541	CP110|9738	831.6574
lowly_expressed	lowly_expressed	CPA1|1357	38.775999999999996
lowly_expressed	lowly_expressed	CPA2|1358	21.703000000000003
CPA3|1359	771.6348	CPA3|1359	465.0221
CPA4|51200	27.8204	CPA4|51200	19.6773
CPAMD8|27151	122.5933	CPAMD8|27151	391.5214
CPB1|1360	14.6745	CPB1|1360	1882.37
CPD|1362	6521.5979	CPD|1362	3753.4544
CPEB1|64506	19.8717	CPEB1|64506	86.8118
CPEB2|132864	1636.5139	CPEB2|132864	1158.0699
CPEB3|22849	166.9226	CPEB3|22849	272.0104
CPEB4|80315	999.7012	CPEB4|80315	1391.3043
CPE|1363	1925.724	CPE|1363	4445.3447
CPLX1|10815	44.0235	CPLX1|10815	69.4495
CPM|1368	1567.1156	CPM|1368	6202.4163
CPN2|1370	13.4516	lowly_expressed	lowly_expressed
CPNE1|8904	2455.5809	CPNE1|8904	1623.8617
CPNE2|221184	523.6967	CPNE2|221184	1177.4579
CPNE3|8895	6434.1623	CPNE3|8895	3652.7527
lowly_expressed	lowly_expressed	CPNE4|131034	17.6517
CPNE5|57699	30.8776	CPNE5|57699	61.347
CPNE7|27132	6.7258	CPNE7|27132	7.2343
CPNE8|144402	217.3662	CPNE8|144402	313.3907
CPOX|1371	452.1584	CPOX|1371	328.4381
CPPED1|55313	484.5646	CPPED1|55313	628.5177
CPS1|1373	49.5265	CPS1|1373	291.9771
CPSF1|29894	506.8821	CPSF1|29894	1262.2441
CPSF2|53981	2682.3786	CPSF2|53981	950.5896
CPSF3L|54973	356.4684	CPSF3L|54973	1160.9636
CPSF3|51692	1345.7751	CPSF3|51692	683.4985
CPSF4|10898	160.8082	CPSF4|10898	442.7404
CPSF6|11052	1972.499	CPSF6|11052	1436.7359
CPSF7|79869	2074.9149	CPSF7|79869	2220.9361
CPT1A|1374	3854.5053	CPT1A|1374	1788.3238
CPT1B|1375	177.262	CPT1B|1375	273.1563
CPT1C|126129	30.2662	CPT1C|126129	51.5084
CPT2|1376	687.5621	CPT2|1376	767.4166
CPVL|54504	364.1113	CPVL|54504	483.8313
CPXM1|56265	262.9183	CPXM1|56265	1180.641
CPXM2|119587	306.6362	CPXM2|119587	1349.0559
CPZ|8532	93.2443	CPZ|8532	596.6867
CP|1356	4111.6914	CP|1356	667.2965
CR1|1378	55.6409	CR1|1378	107.936
lowly_expressed	lowly_expressed	CRABP1|1381	129.639
CRABP2|1382	3746.5865	CRABP2|1382	1644.5055
CRADD|8738	140.9365	CRADD|8738	140.9245
CRAMP1L|57585	568.9767	CRAMP1L|57585	1068.1039
CRAT|1384	2930.3167	CRAT|1384	1465.3838
lowly_expressed	lowly_expressed	CRB1|23418	8.6812
lowly_expressed	lowly_expressed	CRB2|286204	23.1498
CRB3|92359	99.053	CRB3|92359	63.0833
CRBN|51185	957.9613	CRBN|51185	1142.8113
CRCP|27297	1167.2352	CRCP|27297	801.852
CREB1|1385	2018.6626	CREB1|1385	1380.5976
CREB3L1|90993	1978.3077	CREB3L1|90993	566.3025
CREB3L2|64764	3617.2673	CREB3L2|64764	3099.1825
CREB3L4|148327	1925.1126	CREB3L4|148327	408.305
CREB3|10488	566.0601	CREB3|10488	784.2234
CREB5|9586	173.3427	CREB5|9586	449.9747
CREBBP|1387	2139.1159	CREBBP|1387	3946.466
CREBL2|1389	2341.5019	CREBL2|1389	2930.4782
CREBZF|58487	1675.3402	CREBZF|58487	1205.2376
CREG1|8804	2709.8933	CREG1|8804	3160.5296
CRELD1|78987	196.5773	CRELD1|78987	725.7469
CRELD2|79174	126.262	CRELD2|79174	304.1308
CREM|1390	448.4898	CREM|1390	294.2921
CRHBP|1393	16.2031	CRHBP|1393	243.6519
lowly_expressed	lowly_expressed	CRHR1|1394	61.9605
lowly_expressed	lowly_expressed	CRHR2|1395	12.443
CRIM1|51232	2919.6165	CRIM1|51232	8739.6368
CRIP1|1396	5026.6319	CRIP1|1396	443.3191
CRIP2|1397	3294.1223	CRIP2|1397	1517.7603
CRIPAK|285464	140.9365	CRIPAK|285464	265.3548
CRIPT|9419	675.3333	CRIPT|9419	388.0489
CRISP3|10321	804.9582	CRISP3|10321	11.5749
CRISPLD1|83690	176.0941	CRISPLD1|83690	920.4948
CRISPLD2|83716	2211.2656	CRISPLD2|83716	1867.612
CRKL|1399	2107.9326	CRKL|1399	1948.6363
CRK|1398	948.3404	CRK|1398	1355.4221
CRLF1|9244	271.7842	CRLF1|9244	27.7798
CRLF3|51379	296.8532	CRLF3|51379	329.3062
CRLS1|54675	1294.4143	CRLS1|54675	1298.1263
CRMP1|1400	53.1309	CRMP1|1400	167.5816
CRNKL1|51340	2498.03	CRNKL1|51340	906.3156
CROCCL1|84809	68.7868	CROCCL1|84809	312.3866
CROCCL2|114819	16.5088	CROCCL2|114819	92.8887
CROCC|9696	15.8974	CROCC|9696	406.5688
CROT|54677	1778.0618	CROT|54677	355.3498
CRTAC1|55118	71.2325	CRTAC1|55118	98.0974
CRTAM|56253	5.5029	CRTAM|56253	5.4981
CRTAP|10491	4700.7355	CRTAP|10491	7052.3041
CRTC1|23373	128.40200000000002	CRTC1|23373	419.8799
CRTC2|200186	719.0511	CRTC2|200186	996.8892
CRTC3|64784	1049.5334	CRTC3|64784	1748.6797
CRY1|1407	692.4536	CRY1|1407	348.9836
CRY2|1408	1216.7617	CRY2|1408	3147.7971
CRYAB|1410	743.2029	CRYAB|1410	3860.5223
CRYBG3|131544	349.1953	CRYBG3|131544	1702.3772
CRYGS|1427	6.1144	CRYGS|1427	14.1793
CRYL1|51084	553.6571	CRYL1|51084	497.4318
CRYM|1428	8.2544	CRYM|1428	11.5749
CRYZL1|9946	360.5772	CRYZL1|9946	413.4935
CRYZ|1429	3406.7492	CRYZ|1429	889.3438
CSAD|51380	126.8734	CSAD|51380	822.1081
CSDAP1|440359	25.069000000000003	CSDAP1|440359	44.8528
CSDA|8531	1311.2288	CSDA|8531	3465.8178
CSDC2|27254	25.6804	CSDC2|27254	13.8899
CSDE1|7812	13089.3594	CSDE1|7812	19871.8079
CSE1L|1434	4831.8889	CSE1L|1434	1680.6771
CSF1R|1436	789.6722	CSF1R|1436	1103.0891
CSF1|1435	379.70300000000003	CSF1|1435	1258.4822
CSF2RA|1438	51.0551	CSF2RA|1438	201.9822
CSF2RB|1439	186.4886	CSF2RB|1439	403.0963
CSF3R|1441	249.4667	CSF3R|1441	248.5712
CSF3|1440	14.6745	CSF3|1440	52.9552
CSGALNACT1|55790	279.4272	CSGALNACT1|55790	508.42800000000005
CSGALNACT2|55454	1289.2171	CSGALNACT2|55454	675.1067
CSK|1445	384.9002	CSK|1445	640.382
lowly_expressed	lowly_expressed	CSMD1|64478	16.7836
CSMD2|114784	25.3747	CSMD2|114784	17.6517
CSN1S1|1446	9.783	CSN1S1|1446	4854.5178
lowly_expressed	lowly_expressed	CSN1S2A|286828	1515.1559
lowly_expressed	lowly_expressed	CSN2|1447	38684.2219
lowly_expressed	lowly_expressed	CSN3|1448	5825.9423
CSNK1A1|1452	7819.6808	CSNK1A1|1452	4913.5499
CSNK1D|1453	2483.9669	CSNK1D|1453	2559.2129
CSNK1E|1454	1222.0384	CSNK1E|1454	2296.6766
CSNK1G1|53944	750.8459	CSNK1G1|53944	726.3257
CSNK1G2|1455	496.18199999999996	CSNK1G2|1455	686.3922
CSNK1G3|1456	1073.0737	CSNK1G3|1456	830.4999
CSNK2A1P|283106	768.2719	CSNK2A1P|283106	541.9952
CSNK2A1|1457	2348.5334	CSNK2A1|1457	1290.892
CSNK2A2|1459	405.9948	CSNK2A2|1459	830.2105
CSNK2B|1460	4034.8	CSNK2B|1460	1963.6895
CSPG4|1464	580.2547	CSPG4|1464	2860.45
CSPG5|10675	50.7494	CSPG5|10675	50.6402
CSPP1|79848	504.9622	CSPP1|79848	362.506
CSRNP1|64651	1487.0173	CSRNP1|64651	6090.429
CSRNP2|81566	1167.8466	CSRNP2|81566	834.8405
lowly_expressed	lowly_expressed	CSRNP3|80034	37.9078
CSRP1|1465	3917.4834	CSRP1|1465	12412.3562
CSRP2BP|57325	955.9833	CSRP2BP|57325	730.0875
CSRP2|1466	162.9482	CSRP2|1466	550.9658
CST1|1469	97.5244	lowly_expressed	lowly_expressed
CST3|1471	4055.0569	CST3|1471	4869.8546
CST6|1474	96.3015	lowly_expressed	lowly_expressed
CST7|8530	14.6745	CST7|8530	30.9629
lowly_expressed	lowly_expressed	CST9|128822	16.4942
CSTA|1475	2974.6459999999997	CSTA|1475	232.9451
CSTB|1476	4181.9303	CSTB|1476	1832.0191
CSTF1|1477	1758.4957	CSTF1|1477	525.7903
CSTF2T|23283	1063.9022	CSTF2T|23283	1072.1262
CSTF2|1478	226.8435	CSTF2|1478	175.6493
CSTF3|1479	1390.0585	CSTF3|1479	421.3007
CS|1431	4762.4907	CS|1431	10314.9823
CT62|196993	19.8717	CT62|196993	11.5749
CTAGE1|64693	10.7002	lowly_expressed	lowly_expressed
CTAGE4|100128553	38.5206	CTAGE4|100128553	54.9808
CTAGE5|4253	2593.2951	CTAGE5|4253	669.6519999999999
CTAGE6|340307	5.5029	CTAGE6|340307	10.7068
CTAGE9|643854	129.0134	CTAGE9|643854	170.4406
CTBP1|1487	1359.5783	CTBP1|1487	1823.1006
CTBP2|1488	2666.1755	CTBP2|1488	1337.7704
CTBS|1486	1231.4209	CTBS|1486	433.1766
CTCFL|140690	9.4375	CTCFL|140690	9.0024
CTCF|10664	1637.431	CTCF|10664	1393.33
CTDP1|9150	234.1808	CTDP1|9150	364.3203
CTDSP1|58190	1511.1691	CTDSP1|58190	3630.4709999999995
CTDSP2|10106	5328.6823	CTDSP2|10106	9735.0792
CTDSPL2|51496	844.0902	CTDSPL2|51496	857.9903
CTDSPL|10217	1399.5816	CTDSPL|10217	1616.4364
CTF1|1489	259.2497	CTF1|1489	229.762
CTGF|1490	20540.6488	CTGF|1490	7974.5352
CTHRC1|115908	3243.373	CTHRC1|115908	293.42400000000004
CTH|1491	298.07599999999996	CTH|1491	193.5904
lowly_expressed	lowly_expressed	CTLA4|1493	20.8348
CTNNA1|1495	7036.1230000000005	CTNNA1|1495	8373.2909
lowly_expressed	lowly_expressed	CTNNA3|29119	5.4981
CTNNAL1|8727	893.9224	CTNNAL1|8727	930.0441
CTNNB1|1499	13847.1971	CTNNB1|1499	10015.9213
CTNNBIP1|56998	421.8922	CTNNBIP1|56998	1150.5462
CTNNBL1|56259	619.9982	CTNNBL1|56259	906.6049
CTNND1|1500	12255.6636	CTNND1|1500	9005.2232
CTNND2|1501	752.9859	CTNND2|1501	81.6031
CTNS|1497	292.0228	CTNS|1497	427.5512
CTPS2|56474	931.5258	CTPS2|56474	518.556
CTPS|1503	359.5256	CTPS|1503	178.543
CTR9|9646	2207.597	CTR9|9646	1504.4491
lowly_expressed	lowly_expressed	CTRL|1506	7.5237
CTSA|5476	3089.2784	CTSA|5476	1905.8410000000001
CTSB|1508	12411.5803	CTSB|1508	10703.6099
CTSC|1075	2793.966	CTSC|1075	1420.8204
CTSD|1509	16586.1734	CTSD|1509	8152.2101
CTSE|1510	75.5126	lowly_expressed	lowly_expressed
CTSF|8722	653.0158	CTSF|8722	2417.999
CTSG|1511	28.7376	CTSG|1511	206.0334
CTSH|1512	1500.4689	CTSH|1512	1224.0469
CTSK|1513	7312.493	CTSK|1513	4787.6727
CTSL1|1514	1316.4261	CTSL1|1514	1739.9986
CTSL2|1515	160.8082	CTSL2|1515	39.0653
CTSO|1519	2061.769	CTSO|1519	1358.6052
CTSS|1520	1324.6805	CTSS|1520	1250.9585
CTSW|1521	11.6173	CTSW|1521	57.8746
CTSZ|1522	1408.7532	CTSZ|1522	3048.5423
CTTNBP2NL|55917	1045.8647	CTTNBP2NL|55917	995.153
CTTNBP2|83992	48.3036	CTTNBP2|83992	317.1526
CTTN|2017	2834.6267	CTTN|2017	3197.8586
CTU1|90353	18.9546	CTU1|90353	24.8861
CTU2|348180	51.5259	CTU2|348180	141.8505
CTXN1|404217	221.6463	CTXN1|404217	24.8861
CUBN|8029	44.9407	CUBN|8029	106.1998
CUEDC1|404093	588.2034	CUEDC1|404093	303.2627
CUEDC2|79004	200.8574	CUEDC2|79004	650.51
CUL1|8454	1721.1002	CUL1|8454	1639.1608
CUL2|8453	1544.7982	CUL2|8453	727.1938
CUL3|8452	3401.1240000000003	CUL3|8452	1974.9693
CUL4A|8451	2855.1098	CUL4A|8451	1869.6376
CUL4B|8450	3747.1979	CUL4B|8450	2221.5149
CUL5|8065	1335.0749	CUL5|8065	1172.5385
CUL7|9820	574.7395	CUL7|9820	1215.9039
CUL9|23113	365.3342	CUL9|23113	786.5152
CUTA|51596	1847.46	CUTA|51596	1154.0187
CUTC|51076	186.7943	CUTC|51076	426.5008
CUX1|1523	1261.7024	CUX1|1523	1340.6641
lowly_expressed	lowly_expressed	CUX2|23316	13.8899
CUZD1|50624	8.606	CUZD1|50624	11.6907
CWC15|51503	564.9687	CWC15|51503	778.1234
CWC22|57703	747.1773	CWC22|57703	849.8879
CWC25|54883	2609.9232	CWC25|54883	505.8236
CWC27|10283	335.9852	CWC27|10283	457.7877
CWF19L1|55280	572.6117	CWF19L1|55280	450.2641
CWF19L2|143884	361.0541	CWF19L2|143884	653.1144
CX3CL1|6376	343.0167	CX3CL1|6376	6160.1678
CX3CR1|1524	115.5618	CX3CR1|1524	264.4867
CXADRP3|440224	69.3982	lowly_expressed	lowly_expressed
CXADR|1525	62.6724	CXADR|1525	147.8695
CXCL10|3627	147.968	CXCL10|3627	125.2984
CXCL11|6373	40.6606	CXCL11|6373	32.1204
CXCL12|6387	5199.9746	CXCL12|6387	12044.8528
CXCL13|10563	30.5719	lowly_expressed	lowly_expressed
CXCL14|9547	1972.1933	CXCL14|9547	5096.4335
CXCL16|58191	1073.0737	CXCL16|58191	901.6856
CXCL17|284340	1717.8351	CXCL17|284340	38.775999999999996
CXCL1|2919	14.3688	CXCL1|2919	26.0436
CXCL2|2920	240.9066	CXCL2|2920	373.8696
CXCL3|2921	8.8659	CXCL3|2921	10.128
lowly_expressed	lowly_expressed	CXCL5|6374	9.8387
lowly_expressed	lowly_expressed	CXCL6|6372	7.5237
CXCL9|4283	106.3902	CXCL9|4283	404.8325
CXCR1|3577	18.6489	CXCR1|3577	32.6991
CXCR2|3579	18.0374	CXCR2|3579	69.7388
CXCR3|2833	15.286	CXCR3|2833	14.1793
CXCR4|7852	2821.7865	CXCR4|7852	400.7813
CXCR5|643	6.7258	lowly_expressed	lowly_expressed
CXCR6|10663	19.2603	CXCR6|10663	23.1498
CXCR7|57007	2074.9149	CXCR7|57007	1965.7093
CXXC1|30827	183.4314	CXXC1|30827	710.6996
CXXC4|80319	17.7317	CXXC4|80319	14.758
CXXC5|51523	243.3523	CXXC5|51523	387.7595
CXorf21|80231	57.7809	CXorf21|80231	50.3509
CXorf23|256643	429.5352	CXorf23|256643	317.7313
CXorf26|51260	636.507	CXorf26|51260	312.812
CXorf36|79742	486.0932	CXorf36|79742	2369.095
CXorf38|159013	222.5634	CXorf38|159013	243.3625
CXorf40A|91966	447.8783	CXorf40A|91966	277.5085
CXorf40B|541578	415.4721	CXorf40B|541578	354.4817
CXorf42|158801	13.1459	CXorf42|158801	36.1716
lowly_expressed	lowly_expressed	CXorf49B|100132994	5.7875
lowly_expressed	lowly_expressed	CXorf50B|653687	5.7875
CXorf56|63932	272.7014	CXorf56|63932	245.9669
CXorf57|55086	31.1833	CXorf57|55086	53.534
CYB561D1|284613	117.7018	CYB561D1|284613	442.7404
CYB561D2|11068	498.9334	CYB561D2|11068	236.4176
CYB561|1534	4061.4770000000003	CYB561|1534	1186.4284
CYB5A|1528	1957.8245	CYB5A|1528	5069.8112
CYB5B|80777	1514.8377	CYB5B|80777	1750.1266
CYB5D1|124637	748.0944	CYB5D1|124637	640.0926
CYB5D2|124936	324.0621	CYB5D2|124936	593.2142
CYB5R1|51706	2331.7189	CYB5R1|51706	1336.6129
CYB5R2|51700	166.9226	CYB5R2|51700	178.8324
CYB5R3|1727	3838.3022	CYB5R3|1727	8361.4266
CYB5R4|51167	497.4048	CYB5R4|51167	272.0104
CYB5RL|606495	42.4949	CYB5RL|606495	117.7747
CYBASC3|220002	1041.8904	CYBASC3|220002	998.3361
CYBA|1535	90.1871	CYBA|1535	438.9785
CYBB|1536	1093.5569	CYBB|1536	571.5112
CYBRD1|79901	16246.2139	CYBRD1|79901	14819.358999999999
CYC1|1537	1290.4399	CYC1|1537	1746.3648
CYCS|54205	2561.6196	CYCS|54205	1606.5977
CYFIP1|23191	2286.4725	CYFIP1|23191	3348.3325
CYFIP2|26999	62.9781	CYFIP2|26999	279.5341
CYGB|114757	222.2577	CYGB|114757	1283.3683
CYHR1|50626	482.4246	CYHR1|50626	619.5471
CYLD|1540	981.3580000000001	CYLD|1540	1550.4594
CYP11A1|1583	13.7574	CYP11A1|1583	58.1639
CYP19A1|1588	25.3747	lowly_expressed	lowly_expressed
CYP1A1|1543	5.5029	CYP1A1|1543	406.5688
CYP1A2|1544	7.9487	CYP1A2|1544	6.0768
