gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
CCDC71|64925	617.5381	CCDC71|64925	340.6314
CCDC72|51372	1021.408	CCDC72|51372	1011.7108
CCDC73|493860	21.8485	CCDC73|493860	24.053
CCDC74A|90557	451.6262	CCDC74A|90557	49.8982
CCDC74B|91409	121.0375	CCDC74B|91409	12.7291
CCDC75|253635	89.3372	CCDC75|253635	423.1161
CCDC76|54482	282.783	CCDC76|54482	146.5937
CCDC77|84318	93.0424	CCDC77|84318	134.4196
CCDC78|124093	116.5089	CCDC78|124093	6.11
CCDC7|221016	34.5821	CCDC7|221016	30.0407
CCDC80|151887	2587.0729	CCDC80|151887	31419.0428
CCDC81|60494	9.8806	lowly_expressed	lowly_expressed
CCDC82|79780	235.4879	CCDC82|79780	738.2892
CCDC84|338657	132.5648	CCDC84|338657	79.4297
CCDC85A|114800	25.5249	CCDC85A|114800	442.7749
CCDC85B|11007	127.6245	CCDC85B|11007	226.0692
CCDC85C|317762	1019.1931	CCDC85C|317762	120.2495
CCDC86|79080	434.7468	CCDC86|79080	439.2872
CCDC87|55231	46.5212	CCDC87|55231	9.165
CCDC88A|55704	323.59	CCDC88A|55704	1083.5031
CCDC88B|283234	48.9914	CCDC88B|283234	129.8371
CCDC88C|440193	3631.1239	CCDC88C|440193	389.5112
CCDC89|220388	50.6381	CCDC89|220388	31.5682
CCDC8|83987	169.6171	CCDC8|83987	241.8534
CCDC90A|63933	365.5825	CCDC90A|63933	708.7576
CCDC90B|60492	515.7349	CCDC90B|60492	672.5815
CCDC91|55297	466.4471	CCDC91|55297	526.4766
CCDC92|80212	664.0593	CCDC92|80212	1850.3055
CCDC93|54520	1081.9267	CCDC93|54520	1229.6334
CCDC94|55702	307.9457	CCDC94|55702	243.89
CCDC96|257236	114.0387	CCDC96|257236	33.6049
CCDC97|90324	671.4697	CCDC97|90324	750.0
CCDC99|54908	222.3137	CCDC99|54908	101.833
CCDC9|26093	440.0988	CCDC9|26093	235.2342
CCHCR1|54535	234.6645	CCHCR1|54535	179.2261
CCIN|881	11.9391	lowly_expressed	lowly_expressed
CCL11|6356	10.704	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCL13|6357	225.5601
lowly_expressed	lowly_expressed	CCL14-CCL15|348249	8.1568
CCL14|6358	135.4426	CCL14|6358	2568.7067
lowly_expressed	lowly_expressed	CCL16|6360	6.6191
CCL17|6361	6.1754	CCL17|6361	10.1833
CCL18|6362	31.2886	CCL18|6362	207.2301
CCL19|6363	59.6953	CCL19|6363	152.7495
lowly_expressed	lowly_expressed	CCL20|6364	5.0916
CCL21|6366	44.4627	CCL21|6366	182.2811
CCL22|6367	417.4557	CCL22|6367	144.0937
lowly_expressed	lowly_expressed	CCL23|6368	95.2138
CCL26|10344	11.9391	CCL26|10344	6.11
CCL28|56477	5.7637	CCL28|56477	65.6823
CCL2|6347	86.867	CCL2|6347	1067.2098
CCL3L1|6349	7.0193	CCL3L1|6349	59.8065
CCL3|6348	19.7612	CCL3|6348	566.7006
CCL4L2|388372	35.4055	CCL4L2|388372	216.3951
CCL4|6351	31.2886	CCL4|6351	461.3035
CCL5|6352	121.0375	CCL5|6352	229.6334
CCL8|6355	6.1754	CCL8|6355	350.3055
CCM2|83605	709.7571	CCM2|83605	1124.2363
CCNA1|8900	8.2338	lowly_expressed	lowly_expressed
CCNA2|890	126.1342	CCNA2|890	38.9766
CCNB1IP1|57820	333.0589	CCNB1IP1|57820	374.2363
CCNB1|891	422.39599999999996	CCNB1|891	87.0672
CCNB2|9133	153.1494	CCNB2|9133	15.7841
CCNB3|85417	14.4092	CCNB3|85417	24.9491
CCNC|892	1161.795	CCNC|892	1047.8615
CCND1|595	20765.0638	CCND1|595	9720.8961
CCND2|894	538.4932	CCND2|894	2646.1303
CCND3|896	904.0758	CCND3|896	1108.9613
CCNDBP1|23582	634.8291	CCNDBP1|23582	1701.1202
CCNE1|898	167.9704	CCNE1|898	25.9674
CCNE2|9134	117.7769	CCNE2|9134	17.8208
CCNF|899	264.3063	CCNF|899	129.3279
CCNG1|900	1461.9185	CCNG1|900	2516.8024
CCNG2|901	1896.2536	CCNG2|901	1833.5031
CCNH|902	440.6546	CCNH|902	855.5804
CCNI2|645121	11.5891	CCNI2|645121	5.1629
CCNI|10983	7167.147	CCNI|10983	6407.331999999999
CCNJL|79616	23.8781	CCNJL|79616	42.7699
CCNJ|54619	328.5303	CCNJ|54619	126.7821
CCNK|8812	1279.2837	CCNK|8812	673.5387
CCNL1|57018	1201.7291	CCNL1|57018	1949.5927
CCNL2|81669	1884.3145	CCNL2|81669	1239.3075
CCNO|10309	92.6307	lowly_expressed	lowly_expressed
CCNT1|904	217.3734	CCNT1|904	251.0183
CCNT2|905	1461.0951	CCNT2|905	647.6578
CCNYL1|151195	389.8724	CCNYL1|151195	765.2749
CCNY|219771	2150.6793	CCNY|219771	2188.9002
CCPG1|9236	1363.8987	CCPG1|9236	4242.1843
lowly_expressed	lowly_expressed	CCR10|2826	8.1466
CCR1|1230	73.2812	CCR1|1230	403.2587
CCR2|729230	30.0535	CCR2|729230	79.9389
CCR4|1233	16.8794	CCR4|1233	27.4949
CCR5|1234	47.7563	CCR5|1234	111.5071
CCR6|1235	47.2952	CCR6|1235	44.4756
CCR7|1236	21.408	CCR7|1236	66.1914
CCRL1|51554	38.2874	CCRL1|51554	303.9715
CCRL2|9034	58.4603	CCRL2|9034	181.7719
CCRN4L|25819	237.5463	CCRN4L|25819	188.391
CCS|9973	475.916	CCS|9973	338.0855
CCT2|10576	3580.4858	CCT2|10576	1624.2363
CCT3|7203	7387.8139	CCT3|7203	3193.9919
CCT4|10575	3937.4228	CCT4|10575	2986.2525
CCT5|22948	5599.0119	CCT5|22948	3900.7128
CCT6A|908	6086.866999999999	CCT6A|908	2630.8554
CCT6B|10693	37.464	CCT6B|10693	70.2648
CCT6P1|643253	81.1033	CCT6P1|643253	29.0224
CCT7|10574	4657.4722	CCT7|10574	4051.9348
CCT8|10694	5802.3878	CCT8|10694	2857.4338
CD101|9398	13.5858	CD101|9398	24.4399
CD109|135228	291.8897	CD109|135228	1691.4460000000001
CD14|929	452.0379	CD14|929	1934.8269
CD151|977	5640.1811	CD151|977	15832.9939
CD160|11126	13.9975	CD160|11126	10.6925
CD163L1|283316	56.4018	CD163L1|283316	300.9165
CD163|9332	363.5241	CD163|9332	3368.1263
CD164L2|388611	30.8769	lowly_expressed	lowly_expressed
CD164|8763	8331.4121	CD164|8763	11809.0631
CD180|4064	51.4615	CD180|4064	129.3279
CD1C|911	10.2923	CD1C|911	89.1039
CD1D|912	10.704	CD1D|912	54.4807
lowly_expressed	lowly_expressed	CD1E|913	8.6558
lowly_expressed	lowly_expressed	CD200R1|131450	92.66799999999999
CD200|4345	136.2701	CD200|4345	482.6884
CD207|50489	10.704	CD207|50489	10.6925
CD209|30835	74.928	CD209|30835	1118.1263
lowly_expressed	lowly_expressed	CD226|10666	9.6741
CD22|933	117.3322	CD22|933	87.0672
lowly_expressed	lowly_expressed	CD244|51744	17.3116
CD247|919	16.055999999999997	CD247|919	72.3014
CD248|57124	623.7135	CD248|57124	7112.0163
CD24|100133941	49996.2948	CD24|100133941	567.7189
CD274|29126	6.5871	CD274|29126	28.0041
CD276|80381	3815.9737	CD276|80381	1910.8961
CD27|939	19.3989	CD27|939	32.2912
CD28|940	23.0548	CD28|940	204.1752
CD2AP|23607	1387.4022	CD2AP|23607	816.1914
CD2BP2|10421	1584.6027	CD2BP2|10421	1224.0326
CD2|914	56.8135	CD2|914	87.5764
CD300A|11314	54.3434	CD300A|11314	195.0102
CD300C|10871	8.6455	CD300C|10871	53.9715
lowly_expressed	lowly_expressed	CD300LB|124599	74.8473
CD300LF|146722	12.7625	CD300LF|146722	38.1874
CD300LG|146894	62.9889	CD300LG|146894	4074.3381
CD302|9936	636.8876	CD302|9936	3991.777
CD320|51293	761.2186	CD320|51293	628.8187
CD33|945	18.9378	CD33|945	149.1853
CD34|947	968.2997	CD34|947	10706.721000000001
CD36|948	1148.2091	CD36|948	57140.5295
CD37|951	87.6904	CD37|951	379.3279
lowly_expressed	lowly_expressed	CD38|952	22.9124
CD3D|915	12.3508	CD3D|915	24.9491
CD3EAP|10849	435.5702	CD3EAP|10849	211.3035
CD3E|916	57.2252	CD3E|916	108.4521
lowly_expressed	lowly_expressed	CD3G|917	11.2016
CD40LG|959	6.5871	CD40LG|959	39.7149
CD40|958	89.7489	CD40|958	503.055
CD44|960	3920.9551	CD44|960	6796.334
CD46|4179	8947.7151	CD46|4179	6020.3666
CD47|961	1211.6097	CD47|961	1901.7312
CD48|962	64.6357	CD48|962	227.0876
CD4|920	387.8139	CD4|920	1853.3605
CD52|1043	84.8086	CD52|1043	443.9919
CD53|963	205.0226	CD53|963	783.6049
CD55|1604	1860.4364	CD55|1604	1984.2159
CD58|965	97.571	CD58|965	272.4033
CD59|966	8136.2701	CD59|966	16308.553999999998
CD5|921	18.1145	CD5|921	40.224000000000004
CD63|967	7104.1581	CD63|967	17974.5418
CD68|968	1034.9938	CD68|968	5017.3116
CD69|969	12.7625	CD69|969	302.9532
CD6|923	22.6431	CD6|923	60.5906
lowly_expressed	lowly_expressed	CD70|970	24.4399
CD72|971	14.4092	CD72|971	40.224000000000004
CD74|972	7684.2322	CD74|972	39967.4134
CD79A|973	12.3508	CD79A|973	16.2933
CD79B|974	6.5871	CD79B|974	71.2831
CD7|924	15.2326	CD7|924	21.3849
CD81|975	6417.4557	CD81|975	23365.0713
CD82|3732	381.2268	CD82|3732	636.9654
CD83|9308	131.3298	CD83|9308	1087.5764
CD84|8832	54.3434	CD84|8832	195.5193
CD86|942	61.3421	CD86|942	273.9308
CD8A|925	30.4652	CD8A|925	33.6049
CD8B|926	6.9988	CD8B|926	23.9308
CD93|22918	1668.5879	CD93|22918	6975.5601
CD96|10225	28.4068	CD96|10225	136.4562
CD97|976	468.0939	CD97|976	1519.8574
CD99L2|83692	752.9848	CD99L2|83692	4586.558
CD99|4267	2750.5146	CD99|4267	3421.5886
CD9|928	5372.1696	CD9|928	2226.0692
CDADC1|81602	242.4866	CDADC1|81602	294.2974
CDAN1|146059	260.6011	CDAN1|146059	201.1202
CDA|978	16.4677	CDA|978	43.7882
CDC123|8872	1007.6081	CDC123|8872	860.7739
CDC14A|8556	78.2215	CDC14A|8556	172.6069
CDC14B|8555	274.5986	CDC14B|8555	1648.6762
lowly_expressed	lowly_expressed	CDC14C|168448	16.8024
CDC16|8881	2228.9008	CDC16|8881	2149.1853
CDC20|991	118.979	CDC20|991	26.9857
CDC23|8697	1551.6674	CDC23|8697	793.279
CDC25A|993	135.4467	CDC25A|993	8.6558
CDC25B|994	2375.0515	CDC25B|994	477.5967
CDC25C|995	40.3458	lowly_expressed	lowly_expressed
CDC26|246184	62.1655	CDC26|246184	176.1711
CDC27|996	2316.5912	CDC27|996	2148.167
CDC34|997	666.9411	CDC34|997	615.0713
CDC37L1|55664	188.9667	CDC37L1|55664	598.778
CDC37|11140	2139.1519	CDC37|11140	3226.5784
CDC40|51362	1000.8234	CDC40|51362	737.2709
CDC42BPA|8476	1414.1622	CDC42BPA|8476	2968.4318
CDC42BPB|9578	3699.8765	CDC42BPB|9578	5215.3768
CDC42BPG|55561	564.4298	CDC42BPG|55561	12.7291
CDC42EP1|11135	1319.8847	CDC42EP1|11135	1234.2159
CDC42EP2|10435	73.6929	CDC42EP2|10435	1159.8778
CDC42EP3|10602	280.774	CDC42EP3|10602	713.3401
CDC42EP4|23580	871.9638	CDC42EP4|23580	2438.9002
CDC42EP5|148170	40.7575	CDC42EP5|148170	84.0122
CDC42SE1|56882	2300.3376	CDC42SE1|56882	1734.389
CDC42SE2|56990	1084.8086	CDC42SE2|56990	1029.0224
CDC42|998	10358.5838	CDC42|998	6276.4766
CDC45|8318	65.8707	CDC45|8318	7.6375
CDC5L|988	1361.4656	CDC5L|988	1119.1446
CDC6|990	105.8049	CDC6|990	30.5499
CDC73|79577	796.6241	CDC73|79577	1088.5947
CDC7|8317	39.5224	CDC7|8317	28.5132
CDCA2|157313	32.5237	CDCA2|157313	7.1283
CDCA3|83461	54.8744	CDCA3|83461	9.165
CDCA4|55038	277.8921	CDCA4|55038	114.053
CDCA5|113130	146.9741	CDCA5|113130	30.0407
CDCA7L|55536	160.0082	CDCA7L|55536	258.1263
CDCA7|83879	30.8769	CDCA7|83879	11.7108
CDCA8|55143	174.5574	CDCA8|55143	39.2057
CDCP1|64866	1977.7686	CDCP1|64866	86.0489
CDH11|1009	2393.9893	CDH11|1009	755.0916
lowly_expressed	lowly_expressed	CDH12|1010	46.8432
CDH13|1012	270.4817	CDH13|1012	981.1609
CDH15|1013	41.9926	lowly_expressed	lowly_expressed
CDH18|1016	70.811	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH19|28513	16.8024
CDH1|999	37958.4191	CDH1|999	219.4501
lowly_expressed	lowly_expressed	CDH20|28316	117.6171
CDH23|64072	122.2725	CDH23|64072	397.1487
CDH24|64403	73.6929	CDH24|64403	66.7006
CDH26|60437	57.6369	CDH26|60437	19.3483
CDH2|1000	116.0972	CDH2|1000	8.6558
CDH3|1001	821.7373	CDH3|1001	62.1181
CDH4|1002	41.5809	lowly_expressed	lowly_expressed
CDH5|1003	715.5208	CDH5|1003	3947.5559999999996
CDH6|1004	94.2775	CDH6|1004	115.5804
CDH8|1006	10.2923	lowly_expressed	lowly_expressed
CDHR1|92211	9.4689	CDHR1|92211	6.11
CDHR3|222256	53.8534	CDHR3|222256	55.2546
CDIPT|10423	1809.3866	CDIPT|10423	2324.3381
CDK10|8558	794.5657	CDK10|8558	312.1181
CDK11A|728642	562.7336	CDK11A|728642	277.6426
CDK11B|984	567.7727	CDK11B|984	826.2271
CDK12|51755	1303.417	CDK12|51755	1206.721
CDK13|8621	2118.979	CDK13|8621	1012.7291
CDK14|5218	375.0515	CDK14|5218	760.1833
lowly_expressed	lowly_expressed	CDK15|65061	28.0041
CDK16|5127	2454.0963	CDK16|5127	1881.8737
CDK17|5128	683.8205	CDK17|5128	501.0183
CDK18|5129	139.1519	CDK18|5129	74.8473
CDK19|23097	1178.5056	CDK19|23097	610.1222
CDK1|983	274.5986	CDK1|983	53.9715
CDK20|23552	99.2178	CDK20|23552	47.3523
CDK2AP1|8099	1732.4002	CDK2AP1|8099	1843.6864
CDK2AP2|10263	574.3104	CDK2AP2|10263	503.5642
CDK2|1017	547.5504	CDK2|1017	328.4114
CDK3|1018	40.9016	CDK3|1018	93.3605
CDK4|1019	1327.7069	CDK4|1019	1464.8676
CDK5R1|8851	142.4455	CDK5R1|8851	35.6415
CDK5RAP1|51654	564.8415	CDK5RAP1|51654	460.2851
CDK5RAP2|55755	739.8106	CDK5RAP2|55755	1498.4725
CDK5RAP3|80279	3060.9304	CDK5RAP3|80279	1271.8941
CDK5|1020	352.4084	CDK5|1020	115.0713
CDK6|1021	227.25400000000002	CDK6|1021	687.8819
CDK7|1022	463.9769	CDK7|1022	247.9633
CDK8|1024	251.1322	CDK8|1024	239.3075
CDK9|1025	721.2845	CDK9|1025	929.2261
CDKAL1|54901	270.4817	CDKAL1|54901	250.0
CDKL1|8814	14.4092	CDKL1|8814	110.99799999999999
CDKL2|8999	53.9317	lowly_expressed	lowly_expressed
CDKL3|51265	26.2207	CDKL3|51265	41.9145
CDKL5|6792	64.22399999999999	CDKL5|6792	59.0631
CDKN1A|1026	1743.1042	CDKN1A|1026	3605.3971
CDKN1B|1027	1662.8242	CDKN1B|1027	1407.8411
CDKN1C|1028	777.6863	CDKN1C|1028	1651.2220000000002
CDKN2AIPNL|91368	290.2429	CDKN2AIPNL|91368	267.8208
CDKN2AIP|55602	573.487	CDKN2AIP|55602	426.1711
CDKN2A|1029	70.811	CDKN2A|1029	23.4216
CDKN2B|1030	410.8687	CDKN2B|1030	3256.6191
CDKN2C|1031	198.0239	CDKN2C|1031	1438.9002
CDKN2D|1032	169.6171	CDKN2D|1032	146.1303
CDKN3|1033	41.9926	CDKN3|1033	10.1833
CDNF|441549	10.704	CDNF|441549	66.7006
CDO1|1036	44.051	CDO1|1036	1895.6212
CDON|50937	1035.8172	CDON|50937	1883.4012
CDR1|1038	20.5846	CDR1|1038	151.5071
CDR2L|30850	250.3088	CDR2L|30850	604.888
CDR2|1039	1160.9716	CDR2|1039	448.0652
lowly_expressed	lowly_expressed	CDRT1|374286	8.0041
CDRT4|284040	121.795	CDRT4|284040	467.6426
CDS1|1040	1730.7534	CDS1|1040	67.2098
CDS2|8760	718.8143	CDS2|8760	992.3625
CDSN|1041	892.9601	lowly_expressed	lowly_expressed
CDT1|81620	90.1606	CDT1|81620	9.165
CDV3|55573	2602.3055	CDV3|55573	7087.5764
CDYL2|124359	128.0362	CDYL2|124359	73.8289
CDYL|9425	1440.5105	CDYL|9425	738.7984
CEACAM19|56971	12.7625	CEACAM19|56971	26.4766
CEACAM1|634	77.8098	CEACAM1|634	121.6904
CEACAM21|90273	6.1754	CEACAM21|90273	15.7841
lowly_expressed	lowly_expressed	CEACAM3|1084	7.6375
lowly_expressed	lowly_expressed	CEACAM4|1089	14.7658
CEACAM5|1048	240.4282	CEACAM5|1048	35.1324
CEACAM6|4680	79.0449	CEACAM6|4680	30.5499
CEBPA|1050	847.6739	CEBPA|1050	8840.1222
CEBPB|1051	775.6278	CEBPB|1051	2088.5947
CEBPD|1052	612.1861	CEBPD|1052	1481.6701
CEBPG|1054	1021.8197	CEBPG|1054	1619.1446
CEBPZ|10153	1836.5583	CEBPZ|10153	1095.2138
CECR1|51816	1256.0725	CECR1|51816	1470.9776
CECR2|27443	146.9741	CECR2|27443	7.1283
CECR5|27440	829.5595	CECR5|27440	303.4623
CECR6|27439	63.8123	CECR6|27439	12.7291
CECR7|100130418	123.9193	CECR7|100130418	131.3646
CELF1|10658	2248.2503	CELF1|10658	1905.8045
CELF2|10659	286.9494	CELF2|10659	4624.2363
CELF4|56853	11.9391	CELF4|56853	6.6191
CELF5|60680	6.5871	lowly_expressed	lowly_expressed
CELF6|60677	80.9098	CELF6|60677	68.4114
CELSR1|9620	16945.6566	CELSR1|9620	129.8371
CELSR2|1952	6096.3359	CELSR2|1952	205.1935
CELSR3|1951	48.8925	CELSR3|1951	14.6436
CEL|1056	13.5858	CEL|1056	6.6191
CEMP1|752014	213.8411	CEMP1|752014	117.3574
CEND1|51286	8.6455	lowly_expressed	lowly_expressed
CENPA|1058	29.6418	CENPA|1058	11.2016
CENPBD1|92806	344.1746	CENPBD1|92806	307.0265
CENPB|1059	1722.5196	CENPB|1059	1898.1670000000001
CENPC1|1060	456.1548	CENPC1|1060	392.5662
CENPE|1062	222.7254	CENPE|1062	43.7882
CENPF|1063	526.1424	CENPF|1063	82.4847
CENPH|64946	138.3285	CENPH|64946	43.278999999999996
CENPI|2491	50.6381	CENPI|2491	13.7475
CENPJ|55835	189.3783	CENPJ|55835	142.5662
CENPK|64105	33.7587	CENPK|64105	6.11
CENPL|91687	87.2787	CENPL|91687	89.1039
CENPM|79019	59.6953	CENPM|79019	7.6375
CENPN|55839	259.0078	CENPN|55839	100.5804
CENPO|79172	106.9	CENPO|79172	56.8075
CENPP|401541	18.7608	CENPP|401541	22.1843
CENPQ|55166	74.5163	CENPQ|55166	71.2831
CENPT|80152	551.2557	CENPT|80152	368.1263
CENPV|201161	152.7378	CENPV|201161	115.5804
CENPW|387103	51.8732	CENPW|387103	47.3523
CEP110|11064	160.5599	CEP110|11064	477.0876
CEP120|153241	623.7135	CEP120|153241	675.6619
CEP135|9662	254.8374	CEP135|9662	96.2322
CEP152|22995	44.051	CEP152|22995	94.7047
CEP164|22897	892.5484	CEP164|22897	341.1405
lowly_expressed	lowly_expressed	CEP170L|645455	7.1283
CEP170|9859	695.3479	CEP170|9859	996.945
CEP192|55125	693.2894	CEP192|55125	503.5642
CEP250|11190	582.1326	CEP250|11190	572.3014
CEP290|80184	796.2454	CEP290|80184	398.8798
CEP350|9857	1512.1449	CEP350|9857	1567.7189
CEP55|55165	137.0935	CEP55|55165	23.9308
CEP57|9702	846.4389	CEP57|9702	851.3238
CEP63|80254	737.8057	CEP63|80254	978.0448
CEP68|23177	1244.9568	CEP68|23177	2213.8493
CEP70|80321	420.3376	CEP70|80321	206.2118
CEP72|55722	93.8658	CEP72|55722	21.3849
CEP76|79959	187.7316	CEP76|79959	110.4888
CEP78|84131	198.8473	CEP78|84131	197.55599999999998
CEP97|79598	143.2688	CEP97|79598	117.6171
CEPT1|10390	644.2981	CEPT1|10390	1016.2933
CERCAM|51148	1422.8077	CERCAM|51148	1208.7576
CERKL|375298	29.3742	CERKL|375298	48.5336
CERK|64781	1266.7765	CERK|64781	1154.277
CES1|1066	921.7785	CES1|1066	27957.2301
CES2|8824	1276.2454	CES2|8824	1612.5255
lowly_expressed	lowly_expressed	CES3|23491	16.2933
CES4|51716	17.7028	CES4|51716	160.8961
CES8|283848	275.422	CES8|283848	65.6823
CETN2|1069	1392.7542	CETN2|1069	1151.222
CETN3|1070	368.4644	CETN3|1070	262.7291
lowly_expressed	lowly_expressed	CETN4P|729338	13.7475
CETP|1071	11.9391	CETP|1071	80.9572
CFB|629	172.2643	CFB|629	741.3442
CFDP1|10428	1066.2824	CFDP1|10428	961.8126
CFD|1675	304.2404	CFD|1675	19755.0916
lowly_expressed	lowly_expressed	CFHR1|3078	29.0224
lowly_expressed	lowly_expressed	CFHR3|10878	8.6558
CFH|3075	729.5183	CFH|3075	7468.9409
CFI|3426	251.5438	CFI|3426	681.2627
CFL1|1072	11791.6838	CFL1|1072	9372.7088
CFL2|1073	273.3635	CFL2|1073	1992.8717
CFLAR|8837	450.8028	CFLAR|8837	2458.2485
lowly_expressed	lowly_expressed	CFP|5199	132.8921
CG030|116828	41.1692	CG030|116828	33.6049
CGA|1081	532.7295	lowly_expressed	lowly_expressed
CGGBP1|8545	1995.0597	CGGBP1|8545	2326.3747
CGNL1|84952	349.9382	CGNL1|84952	354.88800000000003
CGN|57530	2169.2054	CGN|57530	25.4582
CGREF1|10669	406.5171	CGREF1|10669	85.0764
CGRRF1|10668	173.3224	CGRRF1|10668	311.0998
CH25H|9023	9.4689	CH25H|9023	356.9246
CHAC1|79094	25.9366	CHAC1|79094	19.3483
CHAC2|494143	18.9378	CHAC2|494143	29.5316
CHADL|150356	75.7678	CHADL|150356	85.5397
CHAD|1101	78.2215	CHAD|1101	7.6375
CHAF1A|10036	276.2454	CHAF1A|10036	282.0774
CHAF1B|8208	113.2153	CHAF1B|8208	68.7373
CHCHD10|400916	177.851	CHCHD10|400916	550.9165
CHCHD1|118487	417.4557	CHCHD1|118487	334.0122
CHCHD2|51142	4119.3907	CHCHD2|51142	2883.4012
CHCHD3|54927	1293.1247	CHCHD3|54927	1185.8452
CHCHD4|131474	274.5986	CHCHD4|131474	394.6029
CHCHD5|84269	211.6097	CHCHD5|84269	161.9145
CHCHD6|84303	151.5027	CHCHD6|84303	88.0855
CHCHD7|79145	916.4265	CHCHD7|79145	425.1527
CHCHD8|51287	626.5953	CHCHD8|51287	437.8819
CHD1L|9557	805.6814	CHD1L|9557	674.1344
CHD1|1105	1954.7139	CHD1|1105	844.7047
CHD2|1106	2885.1379	CHD2|1106	2531.0591
CHD3|1107	2934.9527	CHD3|1107	2889.002
CHD4|1108	7581.548000000001	CHD4|1108	4194.109
CHD6|84181	2220.6669	CHD6|84181	1332.4847
CHD7|55636	1589.9547	CHD7|55636	403.2587
CHD8|57680	2128.0362	CHD8|57680	1739.8167
CHD9|80205	994.648	CHD9|80205	2102.3422
CHDH|55349	523.2606	CHDH|55349	32.0774
CHEK1|1111	108.6867	CHEK1|1111	92.66799999999999
CHEK2|11200	86.867	CHEK2|11200	57.5356
CHERP|10523	1623.17	CHERP|10523	697.612
CHFR|55743	666.1177	CHFR|55743	316.1914
CHGA|1113	13193.4953	lowly_expressed	lowly_expressed
CHI3L1|1116	95.5126	CHI3L1|1116	929.7352
CHI3L2|1117	6.9988	CHI3L2|1117	189.4094
CHIC1|53344	42.816	CHIC1|53344	250.0
CHIC2|26511	174.1457	CHIC2|26511	182.2811
CHID1|66005	1819.6789	CHID1|66005	1285.1324
CHIT1|1118	62.5772	CHIT1|1118	541.2424
CHKA|1119	1207.4928	CHKA|1119	257.6375
CHKB-CPT1B|386593	334.788	CHKB-CPT1B|386593	183.8595
CHKB|1120	241.6056	CHKB|1120	260.9521
CHL1|10752	64.6357	CHL1|10752	1594.7047
CHML|1122	168.3821	CHML|1122	164.9695
CHMP1A|5119	1831.2063	CHMP1A|5119	1441.4460000000001
CHMP1B|57132	1392.7542	CHMP1B|57132	1581.9756
CHMP2A|27243	2098.3944	CHMP2A|27243	2080.4481
CHMP2B|25978	1191.0251	CHMP2B|25978	1168.5336
CHMP4A|29082	734.3434	CHMP4A|29082	1366.5886
CHMP4B|128866	4006.5871	CHMP4B|128866	2770.8758
CHMP4C|92421	394.401	CHMP4C|92421	17.8208
CHMP5|51510	1708.9214	CHMP5|51510	1321.0336
CHMP6|79643	231.3709	CHMP6|79643	427.6986
CHMP7|91782	721.2845	CHMP7|91782	1274.9491
CHM|1121	620.4199	CHM|1121	761.2016
CHN1|1123	532.3178	CHN1|1123	202.1385
CHN2|1124	188.1433	CHN2|1124	260.6925
CHODL|140578	13.1741	CHODL|140578	11.7108
CHORDC1|26973	522.0255	CHORDC1|26973	251.0183
CHPF2|54480	1949.7736	CHPF2|54480	755.0916
CHPF|79586	2893.3718	CHPF|79586	621.1813
CHPT1|56994	521.2021	CHPT1|56994	1649.109
CHP|11261	1533.5529	CHP|11261	3967.9226
CHRAC1|54108	1568.9584	CHRAC1|54108	544.2974
CHRDL1|91851	337.1758	CHRDL1|91851	23247.9633
CHRD|8646	2039.1107	CHRD|8646	175.6619
lowly_expressed	lowly_expressed	CHRFAM7A|89832	11.7108
CHRM1|1128	25.1132	CHRM1|1128	5.6008
CHRM3|1131	5.7637	CHRM3|1131	13.7475
CHRNA10|57053	16.055999999999997	CHRNA10|57053	5.6008
CHRNA1|1134	19.7612	lowly_expressed	lowly_expressed
CHRNA3|1136	824.6192	lowly_expressed	lowly_expressed
CHRNA4|1137	348.7032	lowly_expressed	lowly_expressed
CHRNA5|1138	102.5113	CHRNA5|1138	9.6741
CHRNB1|1140	103.3347	CHRNB1|1140	233.1976
CHRNB2|1141	6.5871	lowly_expressed	lowly_expressed
CHRNB4|1143	19.3495	lowly_expressed	lowly_expressed
CHRNE|1145	5.3767	CHRNE|1145	14.9134
CHST10|9486	288.5961	CHST10|9486	161.9145
CHST11|50515	142.8571	CHST11|50515	98.77799999999999
CHST12|55501	293.1247	CHST12|55501	329.9389
lowly_expressed	lowly_expressed	CHST13|166012	8.1466
CHST14|113189	411.2804	CHST14|113189	392.05699999999996
CHST15|51363	3500.6175	CHST15|51363	451.6293
CHST1|8534	103.3347	CHST1|8534	14.2566
CHST2|9435	61.7538	CHST2|9435	231.1609
CHST3|9469	272.5401	CHST3|9469	2602.3422
CHST5|23563	12.3631	lowly_expressed	lowly_expressed
CHST6|4166	52.2849	lowly_expressed	lowly_expressed
CHST7|56548	21.408	CHST7|56548	217.9226
CHST8|64377	128.8596	CHST8|64377	12.22
CHST9|83539	9.8806	CHST9|83539	15.2749
CHSY1|22856	736.9288	CHSY1|22856	822.3014
CHSY3|337876	132.9765	CHSY3|337876	65.6823
CHTF18|63922	239.1931	CHTF18|63922	35.6415
CHTF8|54921	2156.8547	CHTF8|54921	2568.2281
CHUK|1147	689.5842	CHUK|1147	605.9063
CHURC1|91612	1488.6744	CHURC1|91612	2846.1253
CIAO1|9391	2489.0902	CIAO1|9391	1938.391
