gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
CDR2|1039	1732.0499	CDR2|1039	610.6036
CDRT15P|94158	5.7232	lowly_expressed	lowly_expressed
CDRT4|284040	105.1613	CDRT4|284040	322.8235
CDS1|1040	979.9688	CDS1|1040	485.9842
CDS2|8760	920.6556	CDS2|8760	1106.5823
CDSN|1041	54.6306	CDSN|1041	22.1754
CDT1|81620	407.3881	CDT1|81620	54.6576
CDV3|55573	5712.7992	CDV3|55573	5211.2126
CDYL2|124359	57.4922	CDYL2|124359	69.6494
CDYL|9425	609.2612	CDYL|9425	696.1818
CEACAM19|56971	48.126999999999995	CEACAM19|56971	31.2329
CEACAM1|634	141.5193	CEACAM1|634	424.7677
lowly_expressed	lowly_expressed	CEACAM21|90273	13.4302
lowly_expressed	lowly_expressed	CEACAM3|1084	13.1178
lowly_expressed	lowly_expressed	CEACAM4|1089	6.2466
CEACAM5|1048	35.1197	CEACAM5|1048	33.7316
CEACAM6|4680	170.9157	CEACAM6|4680	88.7015
CEBPA|1050	255.9834	CEBPA|1050	3732.0216
CEBPB|1051	1167.0135	CEBPB|1051	1089.4042
CEBPD|1052	1821.0198	CEBPD|1052	887.9519
CEBPG|1054	1387.3569	CEBPG|1054	1370.8128
CEBPZ|10153	1865.2445	CEBPZ|10153	1542.5939
CECR1|51816	503.642	CECR1|51816	873.2724
CECR2|27443	262.487	CECR2|27443	96.1974
CECR5|27440	770.2914	CECR5|27440	401.9677
CECR6|27439	95.4735	CECR6|27439	41.8521
CECR7|100130418	6.7638	CECR7|100130418	119.3098
CELF1|10658	3118.3663	CELF1|10658	2336.2224
CELF2|10659	207.8564	CELF2|10659	3937.2218
CELF4|56853	8.5848	CELF4|56853	14.6795
CELF5|60680	12.7471	CELF5|60680	28.7343
CELF6|60677	26.1082	CELF6|60677	42.0301
CELSR1|9620	5176.6389	CELSR1|9620	1232.1387
CELSR2|1952	3591.8314	CELSR2|1952	1433.2787
CELSR3|1951	132.9527	CELSR3|1951	45.2877
CEL|1056	21.8522	CEL|1056	6.2466
CEMP1|752014	209.9246	CEMP1|752014	106.3981
CEND1|51286	17.1696	lowly_expressed	lowly_expressed
CENPA|1058	324.922	CENPA|1058	28.1096
CENPBD1|92806	217.4818	CENPBD1|92806	257.6716
CENPB|1059	2509.8855	CENPB|1059	1561.646
CENPC1|1060	435.2237	CENPC1|1060	594.3625
CENPE|1062	749.4797	CENPE|1062	102.7563
CENPF|1063	6497.1384	CENPF|1063	825.4861
CENPH|64946	337.4089	CENPH|64946	79.6439
CENPI|2491	217.7419	CENPI|2491	36.5425
CENPJ|55835	296.0458	CENPJ|55835	186.4605
CENPK|64105	191.4672	CENPK|64105	23.4247
CENPL|91687	425.5983	CENPL|91687	120.8714
CENPM|79019	263.0073	CENPM|79019	28.421999999999997
CENPN|55839	712.0421	CENPN|55839	154.6279
CENPO|79172	201.0302	CENPO|79172	59.4456
CENPP|401541	113.7487	CENPP|401541	56.3879
CENPQ|55166	187.0447	CENPQ|55166	132.4276
CENPT|80152	267.6899	CENPT|80152	297.3374
CENPV|201161	177.4194	CENPV|201161	109.3152
CENPW|387103	219.0427	CENPW|387103	55.9069
CEP110|11064	578.564	CEP110|11064	708.0503
CEP120|153241	332.20599999999996	CEP120|153241	875.1464
CEP135|9662	470.0832	CEP135|9662	228.3126
CEP152|22995	192.2477	CEP152|22995	238.6195
CEP164|22897	650.6243	CEP164|22897	443.1951
CEP170|9859	1024.1935	CEP170|9859	1458.8897
CEP192|55125	621.2279	CEP192|55125	746.4668
CEP250|11190	1052.2893	CEP250|11190	678.0667
CEP290|80184	467.6119	CEP290|80184	581.8537
CEP350|9857	1896.7222	CEP350|9857	2373.0772
CEP55|55165	1257.0239	CEP55|55165	92.1371
CEP57|9702	1048.3871	CEP57|9702	1099.7111
CEP63|80254	718.3689	CEP63|80254	891.5281
CEP68|23177	581.6857	CEP68|23177	2118.2322
CEP70|80321	1042.1436	CEP70|80321	331.6936
CEP72|55722	131.6337	CEP72|55722	45.9124
CEP76|79959	175.8585	CEP76|79959	152.72899999999998
CEP78|84131	409.2092	CEP78|84131	285.1566
CEP97|79598	284.0791	CEP97|79598	251.1127
CEPT1|10390	828.564	CEPT1|10390	1214.6482
CERCAM|51148	1116.8054	CERCAM|51148	625.9077
CERKL|375298	64.6774	CERKL|375298	53.6457
CERK|64781	734.3913	CERK|64781	1394.2375
CES1|1066	88.9698	CES1|1066	2443.3513
CES2|8824	505.7232	CES2|8824	1099.3988
CES3|23491	9.6254	CES3|23491	16.5534
lowly_expressed	lowly_expressed	CES4|51716	82.7672
CES8|283848	14.8283	CES8|283848	54.033
CETN2|1069	1950.3122	CETN2|1069	1025.3767
CETN3|1070	320.7596	CETN3|1070	291.7155
CETP|1071	10.1457	CETP|1071	85.8905
CFB|629	5183.0593	CFB|629	1255.6789
CFDP1|10428	636.8366	CFDP1|10428	1010.3849
CFD|1675	54.3704	CFD|1675	8680.8776
CFHR3|10878	8.3247	CFHR3|10878	19.0521
CFH|3075	1045.0052	lowly_expressed	lowly_expressed
CFI|3426	191.7274	CFI|3426	548.4501
CFL1|1072	19795.5255	CFL1|1072	6932.1465
CFL2|1073	178.9802	CFL2|1073	1447.9581
CFLAR|8837	465.1405	CFLAR|8837	1854.6108
CFP|5199	8.845	CFP|5199	188.9592
CFTR|1080	43.7045	CFTR|1080	57.1562
CG030|116828	22.1124	CG030|116828	48.0987
CGGBP1|8545	2830.1977	CGGBP1|8545	3080.5091
CGNL1|84952	379.0323	CGNL1|84952	1389.8649
CGN|57530	398.8033	CGN|57530	419.7704
CGREF1|10669	565.3018	CGREF1|10669	146.1232
CGRRF1|10668	134.2352	CGRRF1|10668	312.0169
CH25H|9023	5.7232	CH25H|9023	30.9206
CHAC1|79094	27.0552	CHAC1|79094	9.9945
CHAC2|494143	119.9272	CHAC2|494143	30.6083
CHADL|150356	13.0073	CHADL|150356	31.236
CHAD|1101	57.4922	CHAD|1101	155.2276
CHAF1A|10036	635.5359	CHAF1A|10036	188.0222
CHAF1B|8208	434.4433	CHAF1B|8208	102.444
CHCHD10|400916	445.6296	CHCHD10|400916	300.1484
CHCHD1|118487	924.2976	CHCHD1|118487	382.6033
CHCHD2|51142	6849.8959	CHCHD2|51142	2655.1105
CHCHD3|54927	1284.5994	CHCHD3|54927	743.3435
CHCHD4|131474	452.1332	CHCHD4|131474	321.0744
CHCHD5|84269	155.5671	CHCHD5|84269	158.0386
CHCHD6|84303	89.23	CHCHD6|84303	73.085
CHCHD7|79145	1247.6587	CHCHD7|79145	468.4938
CHCHD8|51287	1189.6462	CHCHD8|51287	459.4362
CHD1L|9557	1299.948	CHD1L|9557	632.7789
CHD1|1105	945.6296	CHD1|1105	1363.3169
CHD2|1106	1784.0791	CHD2|1106	3259.7798
CHD3|1107	2544.4849	CHD3|1107	3575.857
CHD4|1108	9607.6301	CHD4|1108	5875.6836
CHD6|84181	1020.8117	CHD6|84181	2235.6524
CHD7|55636	1462.7992	CHD7|55636	832.6696
CHD8|57680	1888.3975	CHD8|57680	2156.9454
CHD9|80205	813.7357	CHD9|80205	2689.1544
CHDH|55349	1343.6524	CHDH|55349	559.3816
CHEK1|1111	990.1145	CHEK1|1111	145.5454
CHEK2|11200	587.9292	CHEK2|11200	139.9235
CHERP|10523	1175.6009	CHERP|10523	858.3556
CHFR|55743	579.3444	CHFR|55743	259.5456
CHI3L1|1116	5044.7451	CHI3L1|1116	606.5433
CHI3L2|1117	171.43599999999998	CHI3L2|1117	478.176
CHIC1|53344	229.4485	CHIC1|53344	424.4554
CHIC2|26511	157.6483	CHIC2|26511	241.1181
CHID1|66005	1438.3455	CHID1|66005	1120.0125
CHIT1|1118	19.7711	CHIT1|1118	52.7836
CHKA|1119	874.8699	CHKA|1119	421.9567
CHKB-CPT1B|386593	316.2461	CHKB-CPT1B|386593	204.3164
CHKB|1120	180.1509	CHKB|1120	202.1926
CHL1|10752	29.9168	CHL1|10752	2550.4802
CHML|1122	1015.8689	CHML|1122	550.3240000000001
CHMP1A|5119	1460.9781	CHMP1A|5119	1292.1059
CHMP1B|57132	1453.9542	CHMP1B|57132	1583.1967
CHMP2A|27243	1087.4089	CHMP2A|27243	1380.495
CHMP2B|25978	1458.1165	CHMP2B|25978	1114.3906
CHMP4A|29082	1150.1847	CHMP4A|29082	1114.8559
CHMP4B|128866	3619.9272	CHMP4B|128866	2550.1679
CHMP4C|92421	590.2706	CHMP4C|92421	338.8772
CHMP5|51510	901.5010000000001	CHMP5|51510	1388.6999
CHMP6|79643	172.7367	CHMP6|79643	258.6086
CHMP7|91782	574.6618	CHMP7|91782	986.6479
CHM|1121	511.1863	CHM|1121	830.4833
CHN1|1123	263.0073	CHN1|1123	193.9564
CHN2|1124	84.8075	CHN2|1124	159.6002
lowly_expressed	lowly_expressed	CHODL|140578	66.5261
CHORDC1|26973	1000.7804	CHORDC1|26973	448.5047
CHPF2|54480	1468.5224	CHPF2|54480	608.7296
CHPF|79586	1104.0583	CHPF|79586	542.5158
CHPT1|56994	2155.5541	CHPT1|56994	1912.0793
CHP|11261	3246.6181	CHP|11261	3669.2434
CHRAC1|54108	1060.0937	CHRAC1|54108	473.8034
CHRDL1|91851	43.4443	CHRDL1|91851	11122.355
CHRDL2|25884	68.1582	CHRDL2|25884	17.8028
CHRD|8646	623.0489	CHRD|8646	238.9318
lowly_expressed	lowly_expressed	CHRFAM7A|89832	23.9182
lowly_expressed	lowly_expressed	CHRM1|1128	115.2495
lowly_expressed	lowly_expressed	CHRM3|1131	25.611
CHRM4|1132	9.3652	CHRM4|1132	5.9343
CHRNA10|57053	11.4464	CHRNA10|57053	5.6219
CHRNA1|1134	9.3652	lowly_expressed	lowly_expressed
CHRNA3|1136	5.2029	CHRNA3|1136	15.6165
CHRNA5|1138	159.7294	CHRNA5|1138	45.9124
CHRNB1|1140	136.5765	CHRNB1|1140	207.3866
CHRNB2|1141	30.6972	CHRNB2|1141	24.674
CHRNE|1145	5.4110000000000005	CHRNE|1145	14.0673
CHST10|9486	241.4152	CHST10|9486	182.7126
CHST11|50515	90.5307	CHST11|50515	70.5864
CHST12|55501	201.6129	CHST12|55501	223.003
CHST13|166012	5.2029	lowly_expressed	lowly_expressed
CHST14|113189	381.3736	CHST14|113189	436.3239
CHST15|51363	590.5307	CHST15|51363	1043.4918
CHST1|8534	78.8241	CHST1|8534	29.9836
CHST2|9435	38.2414	CHST2|9435	272.6634
CHST3|9469	243.7565	CHST3|9469	1211.5249
CHST6|4166	18.4703	CHST6|4166	6.8712
CHST7|56548	23.9334	CHST7|56548	215.1948
CHST8|64377	243.7565	CHST8|64377	36.8548
CHST9|83539	69.1988	CHST9|83539	312.6415
CHSY1|22856	1174.5578	CHSY1|22856	1286.484
CHSY3|337876	88.9698	CHSY3|337876	70.5864
CHTF18|63922	344.4329	CHTF18|63922	60.2795
CHTF8|54921	1997.1384	CHTF8|54921	2378.6991
CHUK|1147	632.9344	CHUK|1147	600.2967
CHURC1|91612	860.398	CHURC1|91612	1820.3139
CIAO1|9391	1601.717	CIAO1|9391	1749.9805
CIAPIN1|57019	899.8439	CIAPIN1|57019	627.1569999999999
CIB1|10519	2484.1311	CIB1|10519	1066.9165
CIB2|10518	23.9334	CIB2|10518	99.9453
CIB4|130106	9.3652	lowly_expressed	lowly_expressed
CIC|23152	1267.9501	CIC|23152	1055.3603
lowly_expressed	lowly_expressed	CIDEA|1149	6423.3622
CIDEB|27141	345.69199999999995	CIDEB|27141	331.7936
CIDECP|152302	117.846	CIDECP|152302	99.633
lowly_expressed	lowly_expressed	CIDEC|63924	9373.9361
CIITA|4261	318.9386	CIITA|4261	173.655
CILP2|148113	101.4568	CILP2|148113	15.9288
CILP|8483	653.2258	CILP|8483	13213.3989
CINP|51550	260.666	CINP|51550	425.3924
CIR1|9541	528.3559	CIR1|9541	1130.6317
CIRBP|1153	2141.7794	CIRBP|1153	4812.6806
CIRH1A|84916	959.4173	CIRH1A|84916	1042.2425
CISD1|55847	940.9469	CISD1|55847	256.4223
CISD2|493856	586.6285	CISD2|493856	425.7047
CISD3|284106	703.5692	CISD3|284106	451.2376
CISH|1154	1180.281	CISH|1154	312.0169
CITED1|4435	34.0791	CITED1|4435	38.7288
CITED2|10370	1090.5307	CITED2|10370	3384.7115
CITED4|163732	1217.4818	CITED4|163732	397.2827
CIT|11113	721.9043	CIT|11113	136.8002
CIZ1|25792	2471.9043	CIZ1|25792	1895.5259
CKAP2L|150468	230.2289	CKAP2L|150468	32.7946
CKAP2|26586	1112.6431	CKAP2|26586	331.0689
CKAP4|10970	5730.2289	CKAP4|10970	1640.3529
CKAP5|9793	6218.0021	CKAP5|9793	2786.9134
CKB|1152	1425.3382	CKB|1152	930.1163
CKLF|51192	388.1374	CKLF|51192	246.1154
CKMT1A|548596	487.2529	CKMT1A|548596	102.444
CKMT1B|1159	706.0354	CKMT1B|1159	146.4824
lowly_expressed	lowly_expressed	CKMT2|1160	107.7536
lowly_expressed	lowly_expressed	CKM|1158	188.6468
CKS1B|1163	2436.2643	CKS1B|1163	736.7846
CKS2|1164	1442.2477	CKS2|1164	173.3427
CLASP1|23332	900.8845	CLASP1|23332	1978.6055
CLASP2|23122	1165.4527	CLASP2|23122	1716.5613
CLCA2|9635	99.8959	CLCA2|9635	109.0029
lowly_expressed	lowly_expressed	CLCA4|22802	33.4192
CLCC1|23155	927.9292	CLCC1|23155	1109.7431
CLCF1|23529	45.7856	CLCF1|23529	48.0987
lowly_expressed	lowly_expressed	CLCN1|1180	5.9343
CLCN2|1181	348.8554	CLCN2|1181	65.5891
CLCN3|1182	914.6722	CLCN3|1182	2093.2303
CLCN4|1183	9.6254	CLCN4|1183	469.1185
CLCN5|1184	290.5827	CLCN5|1184	295.4634
CLCN6|1185	230.2289	CLCN6|1185	718.9818
CLCN7|1186	1987.7732	CLCN7|1186	988.5219
CLCNKA|1187	12.7471	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLC|1178	23.4247
lowly_expressed	lowly_expressed	CLDN10|9071	5.3471
CLDN11|5010	42.924	CLDN11|5010	848.2861
CLDN12|9069	1093.1322	CLDN12|9069	884.5163
CLDN14|23562	7.2841	lowly_expressed	lowly_expressed
CLDN15|24146	71.5401	CLDN15|24146	134.9262
lowly_expressed	lowly_expressed	CLDN19|149461	120.8714
CLDN1|9076	733.6108	CLDN1|9076	111.8139
CLDN23|137075	15.8689	CLDN23|137075	99.0084
CLDN2|9075	28.3559	CLDN2|9075	174.1797
CLDN3|1365	153.2258	CLDN3|1365	231.1236
CLDN4|1364	1570.4995	CLDN4|1364	1587.257
CLDN5|7122	32.7784	CLDN5|7122	816.7408
CLDN7|1366	2732.3101	CLDN7|1366	618.4118
CLDN8|9073	56.7118	CLDN8|9073	470.9924
CLDN9|9080	10.4058	lowly_expressed	lowly_expressed
CLDND1|56650	1183.6629	CLDND1|56650	1689.3886
lowly_expressed	lowly_expressed	CLDND2|125875	24.0493
CLEC10A|10462	9.1051	CLEC10A|10462	362.9265
CLEC11A|6320	113.4235	CLEC11A|6320	46.2247
lowly_expressed	lowly_expressed	CLEC12A|160364	19.6767
CLEC14A|161198	151.4048	CLEC14A|161198	855.1573
CLEC16A|23274	936.0042	CLEC16A|23274	609.9789
lowly_expressed	lowly_expressed	CLEC17A|388512	5.3096
CLEC18A|348174	6.7638	lowly_expressed	lowly_expressed
CLEC1A|51267	23.4131	CLEC1A|51267	148.3564
CLEC2B|9976	120.9677	CLEC2B|9976	525.0254
CLEC2D|29121	296.0458	CLEC2D|29121	430.0773
CLEC3A|10143	11.4464	lowly_expressed	lowly_expressed
CLEC3B|7123	30.9573	CLEC3B|7123	3310.3771
CLEC4A|50856	47.8668	CLEC4A|50856	69.0248
lowly_expressed	lowly_expressed	CLEC4D|338339	16.5534
CLEC4E|26253	24.974	CLEC4E|26253	59.6549
lowly_expressed	lowly_expressed	CLEC4F|165530	27.485
lowly_expressed	lowly_expressed	CLEC4GP1|440508	14.9918
lowly_expressed	lowly_expressed	CLEC4G|339390	15.9288
CLEC5A|23601	241.6753	CLEC5A|23601	31.5452
CLEC7A|64581	153.486	CLEC7A|64581	126.8057
lowly_expressed	lowly_expressed	CLEC9A|283420	11.2439
CLECL1|160365	9.1051	CLECL1|160365	12.8055
CLGN|1047	239.334	CLGN|1047	78.0823
CLIC1|1192	3404.7867	CLIC1|1192	3999.3753
CLIC2|1193	127.7315	CLIC2|1193	873.2724
CLIC3|9022	30.436999999999998	CLIC3|9022	14.0548
CLIC4|25932	6235.4318	CLIC4|25932	7715.4681
CLIC5|53405	78.8241	CLIC5|53405	565.3158
CLIC6|54102	10032.2581	CLIC6|54102	1530.4131
CLINT1|9685	1337.1488	CLINT1|9685	2065.1206
CLIP1|6249	2312.1748	CLIP1|6249	2853.7519
CLIP2|7461	268.2102	CLIP2|7461	374.795
CLIP3|25999	122.7888	CLIP3|25999	522.8391
CLIP4|79745	272.1124	CLIP4|79745	1665.9639
CLK1|1195	1231.7898	CLK1|1195	3407.8238
CLK2P|1197	21.8522	CLK2P|1197	11.2439
CLK2|1196	993.7565	CLK2|1196	531.5843
CLK3|1198	460.1977	CLK3|1198	642.1488
CLK4|57396	262.487	CLK4|57396	827.6724
CLMN|79789	891.7794	CLMN|79789	1539.4706
CLN3|1201	1987.128	CLN3|1201	838.9162
CLN5|1203	428.9802	CLN5|1203	974.1548
CLN6|54982	1053.0697	CLN6|54982	420.0828
CLN8|2055	359.7815	CLN8|2055	522.2144
CLNS1A|1207	3986.4724	CLNS1A|1207	1381.1197
CLOCK|9575	588.7097	CLOCK|9575	890.7629
CLP1|10978	406.8678	CLP1|10978	268.6031
CLPB|81570	405.30699999999996	CLPB|81570	236.4332
CLPP|8192	716.7014	CLPP|8192	397.5951
CLPTM1L|81037	4104.0583	CLPTM1L|81037	1847.1149
CLPTM1|1209	2222.4246	CLPTM1|1209	2004.8411
CLPX|10845	706.5557	CLPX|10845	910.4396
CLSPN|63967	433.1426	CLSPN|63967	38.4165
CLSTN1|22883	4669.3496	CLSTN1|22883	4283.5949
CLSTN2|64084	1092.872	CLSTN2|64084	2728.1955
CLSTN3|9746	944.8491	CLSTN3|9746	1236.1989999999998
CLTA|1211	1829.8647	CLTA|1211	1858.3587
CLTB|1212	443.8085	CLTB|1212	665.2612
CLTCL1|8218	23.4131	CLTCL1|8218	99.0084
CLTC|1213	15961.2383	CLTC|1213	11833.5285
CLUAP1|23059	744.7971	CLUAP1|23059	602.1707
lowly_expressed	lowly_expressed	CLUL1|27098	38.1042
CLU|1191	25657.127999999997	CLU|1191	17257.125
lowly_expressed	lowly_expressed	CLVS1|157807	8.2018
CLYBL|171425	66.5973	CLYBL|171425	107.1289
lowly_expressed	lowly_expressed	CMA1|1215	70.5864
CMAH|8418	64.7763	CMAH|8418	220.8167
CMAS|55907	1442.5078	CMAS|55907	645.8968
CMBL|134147	1987.2529	CMBL|134147	1084.0946
CMC1|152100	297.0864	CMC1|152100	114.0002
CMIP|80790	848.3351	CMIP|80790	1221.5195
CMKLR1|1240	126.9511	CMKLR1|1240	709.9243
CMPK1|51727	3435.2237	CMPK1|51727	4848.2861
CMPK2|129607	182.102	CMPK2|129607	109.3152
CMTM1|113540	95.2133	CMTM1|113540	119.6221
lowly_expressed	lowly_expressed	CMTM2|146225	39.0411
CMTM3|123920	738.0333	CMTM3|123920	1119.3878
CMTM4|146223	1472.1644	CMTM4|146223	1454.2047
lowly_expressed	lowly_expressed	CMTM5|116173	17.4904
CMTM6|54918	1734.9116	CMTM6|54918	2407.1211
CMTM7|112616	168.0541	CMTM7|112616	508.1596
CMTM8|152189	83.5068	CMTM8|152189	126.8057
CMYA5|202333	279.6566	CMYA5|202333	1046.6151
CNBP|7555	7460.9781	CNBP|7555	8396.9704
CNDP1|84735	5.9834	lowly_expressed	lowly_expressed
CNDP2|55748	5213.8398	lowly_expressed	lowly_expressed
CNFN|84518	88.7097	CNFN|84518	25.611
lowly_expressed	lowly_expressed	CNGA1|1259	88.3892
lowly_expressed	lowly_expressed	CNGA3|1261	7.1836
lowly_expressed	lowly_expressed	CNGB3|54714	7.1836
CNIH2|254263	184.7034	CNIH2|254263	20.6137
CNIH3|149111	74.1415	CNIH3|149111	35.6055
CNIH4|29097	2328.564	CNIH4|29097	820.4888
CNIH|10175	1122.5286	CNIH|10175	1198.7195
CNKSR1|10256	414.9324	CNKSR1|10256	159.9125
CNKSR2|22866	5.4631	CNKSR2|22866	124.307
CNKSR3|154043	139.6982	CNKSR3|154043	253.6113
CNN1|1264	220.3434	CNN1|1264	939.4862
CNN2|1265	2124.6098	CNN2|1265	2788.4751
CNN3|1266	4349.1155	CNN3|1266	5027.2507
lowly_expressed	lowly_expressed	CNNM1|26507	32.7946
CNNM2|54805	43.7045	CNNM2|54805	181.7756
CNNM3|26505	544.4849	CNNM3|26505	845.4751
CNNM4|26504	1129.0323	CNNM4|26504	424.14300000000003
CNOT10|25904	1069.4589	CNOT10|25904	574.998
CNOT1|23019	4758.4157	CNOT1|23019	5672.5541
CNOT2|4848	1678.9802	CNOT2|4848	1473.2568
CNOT3|4849	844.693	CNOT3|4849	615.2885
CNOT4|4850	656.3476	CNOT4|4850	664.9489
CNOT6L|246175	665.9729	CNOT6L|246175	2009.2137
CNOT6|57472	1034.3392	CNOT6|57472	1087.2179
CNOT7|29883	1457.076	CNOT7|29883	1919.8876
CNOT8|9337	1001.0406	CNOT8|9337	1648.7858
CNO|55330	242.4558	CNO|55330	173.9674
CNPY2|10330	2424.2976	CNPY2|10330	967.5958
CNPY3|10695	972.9448	CNPY3|10695	855.7819999999999
CNPY4|245812	388.6576	CNPY4|245812	314.4936
CNP|1267	945.2706	CNP|1267	1415.3197
lowly_expressed	lowly_expressed	CNR1|1268	183.6496
lowly_expressed	lowly_expressed	CNR2|1269	8.1206
CNRIP1|25927	114.7242	CNRIP1|25927	1110.6426
CNST|163882	1088.1894	CNST|163882	947.2944
CNTD1|124817	39.8283	CNTD1|124817	29.309
CNTD2|79935	36.1602	CNTD2|79935	11.2439
lowly_expressed	lowly_expressed	CNTFR|1271	1432.654
CNTF|1270	26.3814	CNTF|1270	13.7425
CNTLN|54875	307.232	CNTLN|54875	341.3758
CNTN1|1272	47.0864	CNTN1|1272	460.6856
CNTN2|6900	47.8668	CNTN2|6900	21.5507
CNTN3|5067	318.9386	CNTN3|5067	148.981
lowly_expressed	lowly_expressed	CNTN4|152330	439.7595
lowly_expressed	lowly_expressed	CNTN6|27255	6.2466
CNTNAP1|8506	498.9594	CNTNAP1|8506	190.2085
CNTNAP2|26047	1584.8075	CNTNAP2|26047	138.6742
CNTNAP3|79937	49.948	CNTNAP3|79937	258.9209
CNTNAP4|85445	32.7784	CNTNAP4|85445	5.3096
CNTROB|116840	356.6597	CNTROB|116840	416.0225
COASY|80347	1283.2986	COASY|80347	922.3081
COBLL1|22837	672.2164	COBLL1|22837	2361.2087
COBL|23242	163.1113	COBL|23242	1351.4484
COBRA1|25920	1520.8117	COBRA1|25920	962.5986
COCH|1690	78.7019	COCH|1690	118.9318
COG1|9382	534.3887	COG1|9382	715.6899
COG2|22796	1440.9469	COG2|22796	685.8749
COG3|83548	628.7721	COG3|83548	814.5545
COG4|25839	1109.5213	COG4|25839	1140.0016
COG5|10466	825.8377	COG5|10466	1163.4544
COG6|57511	384.4953	COG6|57511	663.3872
COG7|91949	1128.512	COG7|91949	447.5677
COG8|84342	310.9105	COG8|84342	422.4159
COIL|8161	715.1405	COIL|8161	497.8527
COL10A1|1300	2608.7409	COL10A1|1300	6.5589
COL11A1|1301	3600.6764	COL11A1|1301	46.2247
lowly_expressed	lowly_expressed	COL11A2|1302	9.6822
COL12A1|1303	9220.3434	COL12A1|1303	6109.7837
COL13A1|1305	10.9261	COL13A1|1305	11.2439
COL14A1|7373	576.743	COL14A1|7373	8018.4274
COL15A1|1306	1533.8189	COL15A1|1306	3710.1585
COL16A1|1307	525.7544	COL16A1|1307	1030.374
COL17A1|1308	77.5234	COL17A1|1308	3663.3091
COL18A1|80781	1642.2997	COL18A1|80781	1759.3504
COL1A1|1277	65496.0978	COL1A1|1277	11417.1937
COL1A2|1278	62106.6597	COL1A2|1278	32618.0995
COL21A1|81578	32.5182	COL21A1|81578	121.8084
COL22A1|169044	76.2227	COL22A1|169044	7.1836
COL23A1|91522	7.8044	COL23A1|91522	21.863000000000003
COL24A1|255631	30.1769	COL24A1|255631	17.4904
COL25A1|84570	12.487	COL25A1|84570	109.9399
COL27A1|85301	117.5858	COL27A1|85301	128.99200000000002
lowly_expressed	lowly_expressed	COL28A1|340267	12.8055
lowly_expressed	lowly_expressed	COL2A1|1280	49.9727
COL3A1|1281	98471.1238	COL3A1|1281	25481.3774
COL4A1|1282	5497.6587	COL4A1|1282	15368.158000000001
COL4A2|1284	4571.0198	COL4A2|1284	11212.9304
COL4A3BP|10087	460.718	COL4A3BP|10087	2443.976
lowly_expressed	lowly_expressed	COL4A3|1285	12.8055
COL4A4|1286	18.9906	COL4A4|1286	68.4001
COL4A5|1287	874.3496	COL4A5|1287	718.0448
COL4A6|1288	228.4079	COL4A6|1288	332.0059
COL5A1|1289	4365.5047	COL5A1|1289	1250.2538
COL5A2|1290	7864.4641	COL5A2|1290	3039.2754
COL5A3|50509	571.5401	COL5A3|50509	400.406
COL6A1|1291	4614.7242	COL6A1|1291	6164.7537
COL6A2|1292	6274.7138	COL6A2|1292	11041.1494
COL6A3|1293	12427.9396	COL6A3|1293	20002.1863
lowly_expressed	lowly_expressed	COL6A6|131873	1293.9799
COL7A1|1294	185.2237	COL7A1|1294	86.5152
COL8A1|1295	350.4162	COL8A1|1295	870.7738
COL8A2|1296	637.0968	COL8A2|1296	640.8995
COL9A2|1298	23.6733	COL9A2|1298	78.707
COL9A3|1299	5.4631	COL9A3|1299	9.6822
COLEC11|78989	5.7232	COLEC11|78989	35.2932
COLEC12|81035	299.1675	COLEC12|81035	2748.8092
COLQ|8292	75.9183	COLQ|8292	32.7946
COMMD10|51397	481.2695	COMMD10|51397	446.0061
COMMD1|150684	183.4027	COMMD1|150684	233.9346
COMMD2|51122	706.2955	COMMD2|51122	818.9271
COMMD3|23412	1310.8923	COMMD3|23412	717.6482
COMMD4|54939	1150.1041	COMMD4|54939	459.7486
COMMD5|28991	510.9469	COMMD5|28991	301.8943
COMMD6|170622	1356.3996	COMMD6|170622	1663.7776
COMMD7|149951	1991.155	COMMD7|149951	868.8998
COMMD8|54951	253.3819	COMMD8|54951	218.6304
COMMD9|29099	791.3632	COMMD9|29099	678.3789999999999
COMP|1311	145.9417	COMP|1311	15.3041
COMTD1|118881	181.8418	COMTD1|118881	40.2905
COMT|1312	661.8106	COMT|1312	1168.7358
COPA|1314	12681.6051	COPA|1314	7145.3424
COPB1|1315	5535.5801	COPB1|1315	3498.9615
COPB2|9276	10005.2029	COPB2|9276	4112.7508
COPE|11316	1873.6576	COPE|11316	893.5738
COPG2|26958	434.1831	COPG2|26958	425.7047
COPG|22820	5708.897	COPG|22820	2937.4561
COPS2|9318	1710.4579	COPS2|9318	2946.8259999999996
COPS3|8533	1193.5484	COPS3|8533	925.7437
COPS4|51138	611.3424	COPS4|51138	879.2067
COPS5|10987	2406.3476	COPS5|10987	1104.7084
COPS6|10980	2291.103	COPS6|10980	1397.3608
COPS7A|50813	1882.4142	COPS7A|50813	1189.6619
COPS7B|64708	548.9074	COPS7B|64708	442.2581
COPS8|10920	1111.8496	COPS8|10920	1049.3917
COPZ1|22818	6876.6909	COPZ1|22818	2969.3137
COPZ2|51226	147.5026	COPZ2|51226	653.705
COQ10A|93058	342.6119	COQ10A|93058	158.6632
