gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
CD180|4064	64.8216	CD180|4064	69.9623
CD1C|911	10.925	CD1C|911	24.2983
CD1D|912	16.0233	CD1D|912	16.3385
lowly_expressed	lowly_expressed	CD1E|913	12.1491
CD200R1|131450	11.2891	CD200R1|131450	27.6498
CD200|4345	91.0415	CD200|4345	1254.713
CD207|50489	13.4741	CD207|50489	11.3113
CD209|30835	44.0641	CD209|30835	148.7222
CD226|10666	8.0117	CD226|10666	11.3113
CD22|933	152.5856	CD22|933	13.8249
lowly_expressed	lowly_expressed	CD244|51744	12.5681
CD247|919	10.5608	CD247|919	44.8261
CD248|57124	320.10200000000003	CD248|57124	746.5438
CD24|100133941	33939.1843	CD24|100133941	24986.1751
CD274|29126	11.2891	CD274|29126	8.3787
CD276|80381	1802.9862	CD276|80381	998.7432
CD27|939	31.1799	CD27|939	16.9711
CD28|940	28.0408	CD28|940	22.2036
CD2AP|23607	1946.1034	CD2AP|23607	2580.6452
CD2BP2|10421	2177.3489	CD2BP2|10421	401.7595
CD2|914	90.6773	CD2|914	173.8584
CD300A|11314	109.2498	CD300A|11314	52.367
CD300C|10871	23.3066	CD300C|10871	9.6355
CD300LB|124599	8.3758	lowly_expressed	lowly_expressed
CD300LF|146722	17.8441	CD300LF|146722	11.3113
CD300LG|146894	14.2025	CD300LG|146894	863.008
CD302|9936	353.6052	CD302|9936	3422.2874
CD320|51293	450.4734	CD320|51293	202.765
CD33|945	51.3474	CD33|945	51.9481
CD34|947	718.1355	CD34|947	6212.4005
CD36|948	354.6977	CD36|948	22354.4198
CD37|951	179.1697	CD37|951	141.1814
CD38|952	5.4625	CD38|952	12.1491
CD3D|915	33.1391	CD3D|915	41.0557
CD3EAP|10849	453.3867	CD3EAP|10849	325.9321
CD3E|916	76.1107	CD3E|916	309.1747
CD3G|917	6.9192	CD3G|917	9.6355
lowly_expressed	lowly_expressed	CD40LG|959	21.7847
CD40|958	119.8106	CD40|958	209.8869
CD44|960	35085.9432	CD44|960	10893.5903
CD46|4179	8932.9934	CD46|4179	8524.5078
CD47|961	3045.8849	CD47|961	5850.8588
CD48|962	180.9905	CD48|962	237.9556
CD4|920	477.7859	CD4|920	384.1642
CD52|1043	149.6723	CD52|1043	364.8932
CD53|963	467.2251	CD53|963	537.9137
CD55|1604	972.3234	CD55|1604	3103.4772
CD58|965	144.9381	CD58|965	603.2677
CD59|966	7800.8012	CD59|966	33400.0838
CD5|921	17.48	CD5|921	10.0545
CD63|967	8333.5761	CD63|967	4772.9367
CD68|968	2065.5499	CD68|968	859.6565
CD69|969	58.6307	CD69|969	428.5714
CD6|923	25.4916	CD6|923	23.0415
CD72|971	49.1624	CD72|971	18.8521
CD74|972	19848.5069	CD74|972	26895.266
CD79A|973	25.1275	CD79A|973	23.0415
CD79B|974	25.1275	CD79B|974	43.5693
CD7|924	20.0291	CD7|924	20.1089
CD80|941	21.1216	lowly_expressed	lowly_expressed
CD81|975	10747.2688	CD81|975	8046.5019
CD82|3732	551.3474	CD82|3732	417.6791
CD83|9308	185.3605	CD83|9308	186.4265
CD84|8832	42.9716	CD84|8832	11.3113
CD86|942	163.1464	CD86|942	96.3553
CD8A|925	85.2149	CD8A|925	273.5651
CD8B|926	15.6591	CD8B|926	44.8261
CD93|22918	1315.0036	CD93|22918	3527.8592
CD96|10225	24.035	CD96|10225	103.0582
CD97|976	475.2367	CD97|976	281.5249
CD99L2|83692	309.9053	CD99L2|83692	594.0511
CD99|4267	1120.1748	CD99|4267	1787.5995
CD9|928	11411.8718	CD9|928	8487.6414
CDADC1|81602	217.043	CDADC1|81602	260.1592
CDAN1|146059	500.0	CDAN1|146059	149.5601
CDA|978	25.8558	CDA|978	18.0142
CDC123|8872	1120.8594	CDC123|8872	1117.0926
CDC14A|8556	242.8988	CDC14A|8556	478.4248
CDC14B|8555	139.8398	CDC14B|8555	577.7126
lowly_expressed	lowly_expressed	CDC14C|168448	6.284
CDC16|8881	2024.7633	CDC16|8881	2139.0867
CDC20|991	279.6795	CDC20|991	14.2438
CDC23|8697	995.63	CDC23|8697	1101.3825
CDC25A|993	34.9599	CDC25A|993	26.8119
CDC25B|994	240.3496	CDC25B|994	360.7038
CDC25C|995	69.9199	lowly_expressed	lowly_expressed
CDC26|246184	136.7516	lowly_expressed	lowly_expressed
CDC27|996	2548.7983	CDC27|996	2219.5224
CDC34|997	379.0969	CDC34|997	199.8324
CDC37L1|55664	583.394	CDC37L1|55664	820.2765
CDC37|11140	1599.7815	CDC37|11140	503.9799
CDC40|51362	762.1996	CDC40|51362	968.9987
CDC42BPA|8476	876.9119	CDC42BPA|8476	1365.3121
CDC42BPB|9578	2569.9199	CDC42BPB|9578	1156.682
CDC42BPG|55561	248.3613	CDC42BPG|55561	108.0855
CDC42EP1|11135	676.2564	CDC42EP1|11135	641.8098
CDC42EP2|10435	197.378	CDC42EP2|10435	222.8739
CDC42EP3|10602	171.158	CDC42EP3|10602	1628.8228
CDC42EP4|23580	2707.9388	CDC42EP4|23580	1945.1194
CDC42EP5|148170	16.3875	CDC42EP5|148170	45.663999999999994
CDC42SE1|56882	1742.1704	CDC42SE1|56882	2514.8555
CDC42SE2|56990	1270.2112	CDC42SE2|56990	2847.5073
CDC42|998	7899.8543	CDC42|998	9009.2166
CDC45|8318	80.1165	lowly_expressed	lowly_expressed
CDC5L|988	1185.3605	CDC5L|988	1118.9778
CDC6|990	410.7793	CDC6|990	67.0297
CDC73|79577	990.1675	CDC73|79577	1589.4428
CDC7|8317	94.319	CDC7|8317	75.4085
CDCA2|157313	27.3125	CDCA2|157313	15.9196
CDCA3|83461	146.7553	CDCA3|83461	9.6355
CDCA4|55038	389.2935	CDCA4|55038	279.0113
CDCA5|113130	226.1471	CDCA5|113130	23.0415
CDCA7L|55536	273.4596	CDCA7L|55536	828.4374
CDCA7|83879	49.5266	CDCA7|83879	167.9933
CDCA8|55143	219.5921	CDCA8|55143	25.5551
CDCP1|64866	735.2513	CDCP1|64866	1061.1646
CDH11|1009	1049.5266	CDH11|1009	478.0059
lowly_expressed	lowly_expressed	CDH12|1010	54.8806
CDH13|1012	122.72399999999999	CDH13|1012	1810.641
CDH15|1013	5.4625	lowly_expressed	lowly_expressed
CDH1|999	16911.5076	CDH1|999	6879.3465
CDH23|64072	12.6912	CDH23|64072	36.4474
CDH24|64403	35.3241	CDH24|64403	80.4357
lowly_expressed	lowly_expressed	CDH26|60437	11.7302
CDH2|1000	20.3933	CDH2|1000	18.0142
CDH3|1001	130.3714	CDH3|1001	1077.5031
CDH5|1003	595.7757	CDH5|1003	1849.602
CDH6|1004	39.6941	CDH6|1004	49.8534
lowly_expressed	lowly_expressed	CDH8|1006	23.0415
CDHR3|222256	10.1311	CDHR3|222256	59.9581
CDIPT|10423	4050.2549	CDIPT|10423	2188.1022
CDK10|8558	150.4006	CDK10|8558	114.3695
CDK11A|728642	344.5412	CDK11A|728642	54.7675
CDK11B|984	799.3044	CDK11B|984	170.62
CDK12|51755	2183.9039	CDK12|51755	929.6188
CDK13|8621	1018.2083	CDK13|8621	986.1751
CDK14|5218	363.8019	CDK14|5218	1168.4122
CDK15|65061	5.4625	lowly_expressed	lowly_expressed
CDK16|5127	1668.9731	CDK16|5127	937.5786
CDK17|5128	1371.0852	CDK17|5128	1684.5413
CDK18|5129	350.3277	CDK18|5129	210.3058
CDK19|23097	396.0743	CDK19|23097	859.8115
CDK1|983	532.7749	CDK1|983	167.9933
CDK20|23552	272.032	CDK20|23552	130.2891
CDK2AP1|8099	1337.9461	CDK2AP1|8099	5605.3624
CDK2AP2|10263	1047.7058	CDK2AP2|10263	563.4688
CDK2|1017	895.1202	CDK2|1017	587.3481
CDK3|1018	10.6227	CDK3|1018	32.589
CDK4|1019	2052.4399	CDK4|1019	1968.1609
CDK5R1|8851	70.28399999999999	CDK5R1|8851	37.7042
CDK5RAP1|51654	461.0342	CDK5RAP1|51654	214.9141
CDK5RAP2|55755	1084.8507	CDK5RAP2|55755	628.4039
CDK5RAP3|80279	2520.0291	CDK5RAP3|80279	444.0721
CDK5|1020	419.1551	CDK5|1020	68.2866
CDK6|1021	76.839	CDK6|1021	820.6954
CDK7|1022	383.83099999999996	CDK7|1022	572.6854
CDK8|1024	155.8631	CDK8|1024	149.5601
CDK9|1025	1126.3656	CDK9|1025	527.0214
CDKAL1|54901	243.9913	CDKAL1|54901	413.4897
CDKL1|8814	9.8325	CDKL1|8814	11.3113
CDKL2|8999	6.1908	CDKL2|8999	131.1269
CDKL3|51265	53.6016	CDKL3|51265	44.8345
CDKL5|6792	7.2833	CDKL5|6792	34.3527
CDKN1A|1026	766.9337	CDKN1A|1026	1770.8421
CDKN1B|1027	2593.2265	CDKN1B|1027	3986.5941
CDKN1C|1028	128.9148	CDKN1C|1028	1452.4508
CDKN2AIPNL|91368	700.2913	CDKN2AIPNL|91368	499.3716
CDKN2AIP|55602	570.284	CDKN2AIP|55602	849.1831
CDKN2A|1029	32.4108	CDKN2A|1029	49.0155
CDKN2B|1030	169.7014	CDKN2B|1030	573.1043
CDKN2C|1031	210.8521	CDKN2C|1031	693.3389
CDKN2D|1032	161.6897	CDKN2D|1032	34.7717
CDKN3|1033	86.3074	CDKN3|1033	18.0142
CDNF|441549	83.39399999999999	CDNF|441549	91.32799999999999
CDO1|1036	23.6708	CDO1|1036	710.9342
CDON|50937	444.6468	CDON|50937	693.3389
lowly_expressed	lowly_expressed	CDR1|1038	968.8814
CDR2L|30850	537.1449	CDR2L|30850	136.99200000000002
CDR2|1039	1270.9395	CDR2|1039	651.4453
CDRT4|284040	131.7007	CDRT4|284040	144.5329
CDS1|1040	2449.3809	CDS1|1040	1305.4043
CDS2|8760	2334.6686	CDS2|8760	1266.0243
CDSN|1041	58.2666	CDSN|1041	69.5434
CDT1|81620	72.8332	CDT1|81620	10.4734
CDV3|55573	4252.3671	CDV3|55573	4644.7424
CDYL2|124359	50.6191	CDYL2|124359	27.6498
CDYL|9425	534.9599	CDYL|9425	658.1483
CEACAM19|56971	93.9548	CEACAM19|56971	77.9221
CEACAM1|634	102.3307	CEACAM1|634	995.8106
CEACAM21|90273	5.8267	CEACAM21|90273	10.0545
CEACAM5|1048	9.1042	CEACAM5|1048	8.3787
CEACAM6|4680	71.0124	CEACAM6|4680	59.9078
lowly_expressed	lowly_expressed	CEACAM7|1087	5.0272
CEBPA|1050	269.4829	CEBPA|1050	998.7432
CEBPB|1051	877.2760000000001	CEBPB|1051	1709.2585
CEBPD|1052	443.1901	CEBPD|1052	2954.7549
CEBPG|1054	1353.6052	CEBPG|1054	1321.7428
CEBPZ|10153	1687.9097	CEBPZ|10153	1566.4013
CECR1|51816	446.4676	CECR1|51816	1049.8534
CECR2|27443	90.6773	lowly_expressed	lowly_expressed
CECR5|27440	484.705	CECR5|27440	209.468
CECR6|27439	12.3816	CECR6|27439	10.4734
CECR7|100130418	41.1508	CECR7|100130418	194.3863
CELF1|10658	1697.378	CELF1|10658	1919.5643
CELF2|10659	201.3838	CELF2|10659	1639.2962
lowly_expressed	lowly_expressed	CELF4|56853	7.9598
CELF5|60680	168.2447	CELF5|60680	54.0427
CELF6|60677	19.3008	CELF6|60677	39.7989
CELSR1|9620	6886.3802	CELSR1|9620	1067.4487
CELSR2|1952	4615.0765	CELSR2|1952	1059.9078
CELSR3|1951	45.5208	CELSR3|1951	17.7168
CEL|1056	10.925	lowly_expressed	lowly_expressed
CEMP1|752014	195.9359	CEMP1|752014	29.7444
CENPA|1058	62.6366	CENPA|1058	16.3385
CENPBD1|92806	214.4938	CENPBD1|92806	179.3046
CENPB|1059	1662.4181	CENPB|1059	881.4411
CENPC1|1060	435.5426	CENPC1|1060	537.9137
CENPE|1062	142.7531	CENPE|1062	24.7172
CENPF|1063	535.6883	CENPF|1063	70.8002
CENPH|64946	68.0991	CENPH|64946	151.2359
CENPI|2491	15.295	lowly_expressed	lowly_expressed
CENPJ|55835	96.1398	CENPJ|55835	157.9388
CENPK|64105	17.48	CENPK|64105	27.2308
CENPL|91687	88.8565	CENPL|91687	72.4759
CENPM|79019	108.5215	lowly_expressed	lowly_expressed
CENPN|55839	113.1245	CENPN|55839	131.9899
CENPO|79172	74.3518	CENPO|79172	8.961
CENPP|401541	53.2083	CENPP|401541	66.8412
CENPQ|55166	163.5106	CENPQ|55166	217.4277
CENPT|80152	154.7706	CENPT|80152	195.2241
CENPV|201161	20.7575	CENPV|201161	156.2631
CENPW|387103	67.0066	CENPW|387103	59.4889
CEP110|11064	312.4545	CEP110|11064	301.2149
CEP120|153241	504.37	CEP120|153241	1222.8739
CEP135|9662	207.9388	CEP135|9662	175.1152
CEP152|22995	40.0583	CEP152|22995	50.6912
CEP164|22897	288.0554	CEP164|22897	228.739
CEP170|9859	275.6737	CEP170|9859	806.8705
CEP192|55125	493.0808	CEP192|55125	503.9799
CEP250|11190	281.1362	CEP250|11190	49.4344
CEP290|80184	568.059	CEP290|80184	207.1093
CEP350|9857	1143.4814	CEP350|9857	1407.6246
CEP55|55165	205.0255	CEP55|55165	46.5019
CEP57|9702	816.8245	CEP57|9702	1430.6661
CEP63|80254	692.6293	CEP63|80254	669.5811
CEP68|23177	643.8529	CEP68|23177	2063.2593
CEP70|80321	836.8536	CEP70|80321	429.4093
CEP72|55722	48.7983	CEP72|55722	26.393
CEP76|79959	175.1639	CEP76|79959	126.5186
CEP78|84131	196.6497	CEP78|84131	229.1579
CEP97|79598	117.6256	CEP97|79598	134.0595
CEPT1|10390	1231.6096	CEPT1|10390	1509.4261
CERCAM|51148	1176.6205	CERCAM|51148	374.1098
CERKL|375298	38.8893	CERKL|375298	37.9346
CERK|64781	713.7655	CERK|64781	521.1563
CES1|1066	8.3758	CES1|1066	728.1106
CES2|8824	589.5849	CES2|8824	466.2757
CES3|23491	11.2891	CES3|23491	5.0272
lowly_expressed	lowly_expressed	CES4|51716	5.0272
CES8|283848	102.3307	CES8|283848	87.9765
CETN2|1069	2552.4399	CETN2|1069	2837.8718
CETN3|1070	524.3991	CETN3|1070	538.3326
lowly_expressed	lowly_expressed	CETN4P|729338	7.5408
lowly_expressed	lowly_expressed	CETP|1071	10.4734
CFB|629	12780.2331	CFB|629	629.2417
CFDP1|10428	323.0153	CFDP1|10428	435.2744
CFD|1675	1016.0233	CFD|1675	1079.5978
CFH|3075	485.4334	CFH|3075	2027.6498
CFI|3426	164.9672	CFI|3426	780.0587
CFL1|1072	15182.8114	CFL1|1072	10115.6263
CFL2|1073	175.1639	CFL2|1073	3086.7197
CFLAR|8837	386.01599999999996	CFLAR|8837	625.0524
CFP|5199	11.6533	CFP|5199	5.0272
lowly_expressed	lowly_expressed	CFTR|1080	37.2853
CG030|116828	14.2025	CG030|116828	32.677
CGGBP1|8545	2766.5696	CGGBP1|8545	5143.2761
CGNL1|84952	127.094	CGNL1|84952	994.1349
CGN|57530	1986.5259	CGN|57530	459.5727
CGREF1|10669	41.5149	CGREF1|10669	57.721000000000004
CGRRF1|10668	353.2411	CGRRF1|10668	629.6607
CH25H|9023	33.5033	CH25H|9023	234.6041
lowly_expressed	lowly_expressed	CHAC1|79094	24.2983
CHAC2|494143	24.035	CHAC2|494143	62.4214
CHADL|150356	146.3948	CHADL|150356	30.5823
CHAD|1101	1237.0721	CHAD|1101	291.5794
CHAF1A|10036	223.59799999999998	CHAF1A|10036	65.7729
CHAF1B|8208	360.8886	CHAF1B|8208	122.7482
CHCHD10|400916	622.724	CHCHD10|400916	369.5015
CHCHD1|118487	735.9796	CHCHD1|118487	494.3444
CHCHD2|51142	6297.8878	CHCHD2|51142	3144.5329
CHCHD3|54927	899.4902	CHCHD3|54927	637.2015
CHCHD4|131474	390.0218	CHCHD4|131474	327.6079
CHCHD5|84269	962.1267	CHCHD5|84269	147.4654
CHCHD6|84303	107.0648	CHCHD6|84303	46.0829
CHCHD7|79145	1528.405	CHCHD7|79145	632.5932
CHCHD8|51287	1100.5098	CHCHD8|51287	521.1563
CHD1L|9557	586.6715	CHD1L|9557	619.1873
CHD1|1105	2127.4581	CHD1|1105	1063.2593
CHD2|1106	1560.8157	CHD2|1106	1079.5978
CHD3|1107	1434.0859	CHD3|1107	1142.4382
CHD4|1108	4874.1588	CHD4|1108	1942.4214
CHD6|84181	891.8427	CHD6|84181	1356.9334
CHD7|55636	1048.4341	CHD7|55636	398.408
CHD8|57680	1880.5535	CHD8|57680	1059.4889
CHD9|80205	465.4042	CHD9|80205	2207.7922
CHDH|55349	338.3103	CHDH|55349	288.6468
CHEK1|1111	142.3889	CHEK1|1111	58.2321
CHEK2|11200	215.2221	CHEK2|11200	155.4252
CHERP|10523	1459.5120000000002	CHERP|10523	596.7114
CHFR|55743	227.968	CHFR|55743	207.3733
lowly_expressed	lowly_expressed	CHGB|1114	206.5354
CHI3L1|1116	404.9527	CHI3L1|1116	1249.6858
CHI3L2|1117	605.244	CHI3L2|1117	635.5258
CHIC1|53344	161.3256	CHIC1|53344	528.2782
CHIC2|26511	194.1005	CHIC2|26511	759.5308
CHID1|66005	1346.3219	CHID1|66005	413.9087
CHIT1|1118	22.5783	CHIT1|1118	11.3113
CHKA|1119	436.2709	CHKA|1119	733.1378
CHKB-CPT1B|386593	85.9432	CHKB-CPT1B|386593	105.6263
CHKB|1120	130.9869	CHKB|1120	214.4407
CHL1|10752	34.9599	CHL1|10752	2210.3058
CHML|1122	984.705	CHML|1122	459.1537
CHMP1A|5119	1207.5747	CHMP1A|5119	627.9849
CHMP1B|57132	1836.8536	CHMP1B|57132	2879.7654
CHMP2A|27243	2527.6766	CHMP2A|27243	473.3976
CHMP2B|25978	1799.7087	CHMP2B|25978	2563.8877
CHMP4A|29082	1487.1668	CHMP4A|29082	542.3586
CHMP4B|128866	4187.9097	CHMP4B|128866	3640.9719
CHMP4C|92421	1747.6329	CHMP4C|92421	636.3636
CHMP5|51510	3733.3212	CHMP5|51510	2145.7897
CHMP6|79643	465.0401	CHMP6|79643	112.6938
CHMP7|91782	486.89	CHMP7|91782	723.5023
CHM|1121	540.4224	CHM|1121	714.2857
CHN1|1123	85.2149	CHN1|1123	884.3737
CHN2|1124	26.22	CHN2|1124	105.1529
CHODL|140578	20.7575	CHODL|140578	62.4214
CHORDC1|26973	592.8623	CHORDC1|26973	733.5568
CHPF2|54480	1160.2331	CHPF2|54480	299.9581
CHPF|79586	2954.8434	CHPF|79586	456.2212
CHPT1|56994	12016.0233	CHPT1|56994	9713.0289
CHP|11261	4739.6213	CHP|11261	3727.2727
CHRAC1|54108	1677.713	CHRAC1|54108	1337.6623
CHRDL1|91851	25.4916	CHRDL1|91851	2571.8475
CHRD|8646	145.3023	CHRD|8646	37.2853
CHRFAM7A|89832	5.0983	CHRFAM7A|89832	14.6628
lowly_expressed	lowly_expressed	CHRM1|1128	98.031
lowly_expressed	lowly_expressed	CHRM3|1131	13.4059
lowly_expressed	lowly_expressed	CHRM5|1133	5.4462
CHRNA1|1134	20.0291	lowly_expressed	lowly_expressed
CHRNA5|1138	16.3875	CHRNA5|1138	80.4357
CHRNA6|8973	10.5608	lowly_expressed	lowly_expressed
CHRNA9|55584	173.7072	lowly_expressed	lowly_expressed
CHRNB1|1140	98.689	CHRNB1|1140	103.8961
CHRNB2|1141	21.85	CHRNB2|1141	11.7302
CHRNE|1145	8.4304	CHRNE|1145	27.9095
CHST10|9486	306.992	CHST10|9486	165.0607
CHST11|50515	62.2724	CHST11|50515	38.5421
CHST12|55501	185.7247	CHST12|55501	180.9803
CHST13|166012	6.555	lowly_expressed	lowly_expressed
CHST14|113189	498.9075	CHST14|113189	429.8282
CHST15|51363	975.2367	CHST15|51363	809.8031
CHST1|8534	3392.9352	CHST1|8534	46.0829
CHST2|9435	40.0583	CHST2|9435	261.416
CHST3|9469	93.5907	CHST3|9469	719.7319
CHST4|10164	9.8325	CHST4|10164	8.7977
lowly_expressed	lowly_expressed	CHST5|23563	5.4629
CHST6|4166	7.2833	CHST6|4166	5.8651
CHST7|56548	29.1333	CHST7|56548	96.7742
CHST8|64377	878.3685	CHST8|64377	28.4876
CHST9|83539	8.3758	CHST9|83539	383.3264
CHSY1|22856	2201.748	CHSY1|22856	2333.473
CHSY3|337876	58.6307	CHSY3|337876	48.5966
CHTF18|63922	187.5455	CHTF18|63922	11.3113
CHTF8|54921	2020.7575	CHTF8|54921	2486.8035
CHUK|1147	760.0146	CHUK|1147	826.9795
CHURC1|91612	1595.4661	CHURC1|91612	2093.7956
CIAO1|9391	2265.1129	CIAO1|9391	1259.3213
CIAPIN1|57019	608.8857	CIAPIN1|57019	640.1341
CIB1|10519	3359.4319	CIB1|10519	1162.5471
CIB2|10518	16.7516	CIB2|10518	80.4357
CIB3|117286	11.2891	lowly_expressed	lowly_expressed
CIC|23152	793.1537	CIC|23152	478.4248
lowly_expressed	lowly_expressed	CIDEA|1149	158.7767
CIDEB|27141	424.9053	CIDEB|27141	423.1253
CIDECP|152302	124.2571	CIDECP|152302	78.34100000000001
CIDEC|63924	14.4902	CIDEC|63924	2679.514
CIITA|4261	74.654	CIITA|4261	58.2321
CILP2|148113	158.4122	CILP2|148113	8.7977
CILP|8483	1027.6766	CILP|8483	1150.8169
CINP|51550	631.4639	CINP|51550	215.752
CIR1|9541	904.9527	CIR1|9541	992.4592
CIRBP|1153	5532.4108	CIRBP|1153	7356.9334
CIRH1A|84916	587.764	CIRH1A|84916	1635.9447
CISD1|55847	425.346	CISD1|55847	646.837
CISD2|493856	775.6737	CISD2|493856	1261.4160000000002
CISD3|284106	1848.5361	CISD3|284106	384.5413
CISH|1154	720.6846	CISH|1154	300.377
CITED1|4435	16.0233	CITED1|4435	461.6674
CITED2|10370	3926.8026	CITED2|10370	12211.5626
CITED4|163732	893.2993	CITED4|163732	1418.098
CIT|11113	128.9148	CIT|11113	66.6108
CIZ1|25792	1164.6031	CIZ1|25792	811.0599
CKAP2L|150468	83.39399999999999	CKAP2L|150468	8.3787
CKAP2|26586	802.2578	CKAP2|26586	404.6921
CKAP4|10970	1850.6919	CKAP4|10970	842.4801
CKAP5|9793	2885.2877	CKAP5|9793	1211.9816
CKB|1152	32.0466	CKB|1152	439.8827
CKLF|51192	250.5462	CKLF|51192	427.7336
CKMT1A|548596	101.6023	CKMT1A|548596	41.4747
CKMT1B|1159	152.2214	CKMT1B|1159	117.3021
CKMT2|1160	7.6475	CKMT2|1160	44.8261
CKS1B|1163	686.0889	CKS1B|1163	1056.9753
CKS2|1164	747.6329	CKS2|1164	297.0256
CLASP1|23332	809.177	CLASP1|23332	940.93
CLASP2|23122	1268.7546	CLASP2|23122	2490.155
lowly_expressed	lowly_expressed	CLCA2|9635	1009.2166
lowly_expressed	lowly_expressed	CLCA4|22802	279.0113
CLCC1|23155	1164.7742	CLCC1|23155	751.1018
CLCF1|23529	58.2666	CLCF1|23529	65.7729
CLCN2|1181	120.9031	CLCN2|1181	8.7977
CLCN3|1182	1593.9548	CLCN3|1182	803.5191
CLCN4|1183	24.035	CLCN4|1183	187.2643
CLCN5|1184	124.5448	CLCN5|1184	116.4642
CLCN6|1185	187.9097	CLCN6|1185	338.9191
CLCN7|1186	3528.7691	CLCN7|1186	219.5224
CLCNKA|1187	5.8267	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLDN10|9071	94.4575
CLDN11|5010	92.4982	CLDN11|5010	1297.0256
CLDN12|9069	1008.3758	CLDN12|9069	2844.1558
CLDN14|23562	7.2833	lowly_expressed	lowly_expressed
CLDN15|24146	59.3591	CLDN15|24146	72.057
lowly_expressed	lowly_expressed	CLDN19|149461	17.5953
CLDN1|9076	146.3948	CLDN1|9076	1764.977
CLDN23|137075	198.8347	CLDN23|137075	218.2656
CLDN3|1365	2240.3496	CLDN3|1365	198.5756
CLDN4|1364	5607.0648	CLDN4|1364	2988.6887
CLDN5|7122	104.1515	CLDN5|7122	552.1575
CLDN7|1366	1911.1435	CLDN7|1366	572.6854
CLDN8|9073	124.1806	CLDN8|9073	3482.1952
CLDN9|9080	10.1966	lowly_expressed	lowly_expressed
CLDND1|56650	755.6446	CLDND1|56650	3260.1592
lowly_expressed	lowly_expressed	CLDND2|125875	28.4876
CLEC10A|10462	24.7633	CLEC10A|10462	20.1089
CLEC11A|6320	195.5572	CLEC11A|6320	68.7055
CLEC12A|160364	7.2833	CLEC12A|160364	6.702999999999999
CLEC14A|161198	319.7378	CLEC14A|161198	812.7357
CLEC16A|23274	911.5076	CLEC16A|23274	420.1927
CLEC1A|51267	27.6766	CLEC1A|51267	249.6858
CLEC2B|9976	191.5513	CLEC2B|9976	760.3687
CLEC2D|29121	306.6278	CLEC2D|29121	558.8605
CLEC3A|10143	16867.0794	CLEC3A|10143	385.421
CLEC3B|7123	49.8908	CLEC3B|7123	687.8928
CLEC4A|50856	28.7691	CLEC4A|50856	43.9883
CLEC4E|26253	10.925	lowly_expressed	lowly_expressed
CLEC4F|165530	7.6475	CLEC4F|165530	12.1491
lowly_expressed	lowly_expressed	CLEC4GP1|440508	6.284
lowly_expressed	lowly_expressed	CLEC4G|339390	12.987
CLEC4M|10332	41.1508	lowly_expressed	lowly_expressed
CLEC5A|23601	123.8165	CLEC5A|23601	17.1764
CLEC7A|64581	89.5849	CLEC7A|64581	94.2606
lowly_expressed	lowly_expressed	CLEC9A|283420	9.6355
CLGN|1047	1245.0838	CLGN|1047	52.367
CLIC1|1192	5745.0838	CLIC1|1192	3715.5425
CLIC2|1193	143.1173	CLIC2|1193	945.9573
CLIC3|9022	83.0299	CLIC3|9022	9.6355
CLIC4|25932	3407.866	CLIC4|25932	13994.5538
CLIC5|53405	54.2607	CLIC5|53405	514.0344
CLIC6|54102	6016.7516	CLIC6|54102	555.0901
CLINT1|9685	2101.6023	CLINT1|9685	2346.46
CLIP1|6249	2027.6766	CLIP1|6249	3022.6225
CLIP2|7461	85.9432	CLIP2|7461	152.9116
CLIP3|25999	101.6023	CLIP3|25999	656.0536
CLIP4|79745	101.6023	CLIP4|79745	1969.8366
CLK1|1195	1316.0961	CLK1|1195	3692.5009999999997
CLK2P|1197	10.5608	CLK2P|1197	7.1219
CLK2|1196	498.5433	CLK2|1196	625.8902
CLK3|1198	600.1457	CLK3|1198	434.0176
CLK4|57396	375.8194	CLK4|57396	763.3012
CLMN|79789	1171.5222	CLMN|79789	1824.8848
CLN3|1201	3147.4873	CLN3|1201	718.0561
CLN5|1203	1445.0109	CLN5|1203	1511.9397
CLN6|54982	985.7975	CLN6|54982	485.5467
CLN8|2055	128.1865	CLN8|2055	201.0892
CLNS1A|1207	1889.6577	CLNS1A|1207	1974.4449
CLOCK|9575	315.732	CLOCK|9575	211.1437
CLP1|10978	323.0153	CLP1|10978	291.5794
CLPB|81570	211.9446	CLPB|81570	83.3682
CLPP|8192	651.4931	CLPP|8192	150.8169
CLPTM1L|81037	2643.1173	CLPTM1L|81037	1232.9284
CLPTM1|1209	3981.0634	CLPTM1|1209	1507.3314
CLPX|10845	859.0677	CLPX|10845	662.3377
lowly_expressed	lowly_expressed	CLRN3|119467	5.8651
CLSPN|63967	41.1508	lowly_expressed	lowly_expressed
CLSTN1|22883	3267.6621	CLSTN1|22883	2692.5009999999997
CLSTN2|64084	473.4159	CLSTN2|64084	343.5274
CLSTN3|9746	549.8908	CLSTN3|9746	232.0905
CLTA|1211	2196.6497	CLTA|1211	2018.4332
CLTB|1212	572.1049	CLTB|1212	261.416
CLTCL1|8218	11.6533	CLTCL1|8218	32.677
CLTC|1213	21667.5164	CLTC|1213	10132.8027
CLUAP1|23059	1005.0109	CLUAP1|23059	462.5052
CLUL1|27098	64.4574	CLUL1|27098	65.354
CLU|1191	19065.9141	CLU|1191	10366.5689
CLVS1|157807	22.6111	CLVS1|157807	53.7076
