gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
CD160|11126	10.0037	CD160|11126	23.0769
CD163L1|283316	30.5995	CD163L1|283316	178.6982
CD163|9332	1668.8488	CD163|9332	927.8107
CD164L2|388611	66.7893	CD164L2|388611	20.7101
CD164|8763	3874.3656	CD164|8763	12901.7751
CD177|57126	19.4189	CD177|57126	6.5089
CD180|4064	401.324	CD180|4064	124.2604
CD19|930	80.0294	CD19|930	11.8343
lowly_expressed	lowly_expressed	CD1B|910	11.2426
CD1C|911	9.121	CD1C|911	183.43200000000002
CD1D|912	29.1284	CD1D|912	69.2308
CD1E|913	21.7727	CD1E|913	62.1302
CD200R1|131450	41.1916	CD200R1|131450	37.2781
CD200|4345	221.8463	CD200|4345	624.2604
CD207|50489	5.0018	CD207|50489	20.7101
CD209|30835	26.1861	CD209|30835	284.6154
CD226|10666	53.5491	CD226|10666	18.9349
CD22|933	38.5436	CD22|933	53.2544
CD244|51744	30.011	CD244|51744	33.7278
CD247|919	179.4777	CD247|919	105.3254
CD248|57124	271.2762	CD248|57124	4302.3669
CD24|100133941	37024.7885	CD24|100133941	9844.9704
CD274|29126	47.3704	CD274|29126	24.2604
CD276|80381	1493.4903	CD276|80381	1290.5325
CD27|939	500.075	CD27|939	98.4024
CD28|940	116.5134	CD28|940	76.3314
CD2AP|23607	4081.2063	CD2AP|23607	1427.8107
CD2BP2|10421	968.0029	CD2BP2|10421	1023.6686
CD2|914	774.6966	CD2|914	246.7456
CD300A|11314	212.1368	CD300A|11314	173.3728
CD300C|10871	30.011	CD300C|10871	24.8521
CD300LB|124599	23.8323	CD300LB|124599	37.2781
CD300LF|146722	65.6124	CD300LF|146722	18.9349
lowly_expressed	lowly_expressed	CD300LG|146894	2763.3136
CD302|9936	235.0717	CD302|9936	2267.4556
CD320|51293	1336.9621	CD320|51293	949.1124
CD33|945	73.8507	CD33|945	103.5503
CD34|947	620.5223	CD34|947	7430.7692
CD36|948	129.4594	CD36|948	34947.929
CD37|951	487.5322	CD37|951	373.9645
CD38|952	505.48	CD38|952	34.3195
CD3D|915	312.4678	CD3D|915	126.0355
CD3EAP|10849	1828.5634	CD3EAP|10849	404.142
CD3E|916	695.5498	CD3E|916	298.2249
CD3G|917	96.8003	CD3G|917	37.2781
CD40LG|959	47.0761	CD40LG|959	32.5444
CD40|958	357.1901	CD40|958	407.1006
CD44|960	4614.932	CD44|960	8377.5148
CD46|4179	2519.1615	CD46|4179	7423.0769
CD47|961	2709.8198	CD47|961	2705.9172
CD48|962	424.2736	CD48|962	354.4379
CD4|920	1953.0710000000001	CD4|920	1387.5739999999998
CD52|1043	487.8264	CD52|1043	456.213
CD53|963	1582.3465	CD53|963	808.284
CD55|1604	822.3612	CD55|1604	1660.355
CD58|965	167.4145	CD58|965	283.432
CD59|966	3253.2549	CD59|966	22929.5858
CD5|921	320.7061	CD5|921	125.4438
CD63|967	5886.2817	CD63|967	10509.4675
CD68|968	3224.1265	CD68|968	1898.2249
CD69|969	109.7462	CD69|969	200.5917
CD6|923	397.7933	CD6|923	124.2604
CD70|970	11.4748	CD70|970	8.8757
CD72|971	151.5263	CD72|971	81.0651
CD74|972	47366.825999999994	CD74|972	46801.7751
CD79A|973	1537.6241	CD79A|973	150.8876
CD79B|974	272.4531	CD79B|974	227.2189
CD7|924	253.0342	CD7|924	97.0414
CD80|941	80.6179	CD80|941	10.6509
CD81|975	5347.8485	CD81|975	14772.1893
CD82|3732	719.9706	CD82|3732	1306.5089
CD83|9308	703.1997	CD83|9308	436.0947
CD84|8832	212.1368	CD84|8832	57.9882
CD86|942	477.5285	CD86|942	174.5562
CD8A|925	689.6653	CD8A|925	201.7751
CD8B|926	162.4127	CD8B|926	46.7456
CD93|22918	794.4097	CD93|22918	7071.5976
CD96|10225	392.7915	CD96|10225	172.1893
CD97|976	908.8636	CD97|976	1028.9941
CD99L2|83692	868.5546	CD99L2|83692	1760.9467
CD99|4267	1819.1982	CD99|4267	2105.9172
CD9|928	3858.1832	CD9|928	7582.2485
CDADC1|81602	46.4877	CDADC1|81602	247.929
CDAN1|146059	381.0224	CDAN1|146059	323.0769
CDA|978	10.0037	CDA|978	26.6272
CDC123|8872	2302.5907	CDC123|8872	1023.2781
CDC14A|8556	68.2604	CDC14A|8556	334.3195
CDC14B|8555	141.8168	CDC14B|8555	643.7869999999999
CDC16|8881	834.1302	CDC16|8881	1798.8166
CDC20|991	4086.2082	CDC20|991	30.1775
CDC23|8697	1016.2560000000001	CDC23|8697	784.6154
CDC25A|993	683.7808	CDC25A|993	18.9349
CDC25B|994	2338.801	CDC25B|994	914.2012
CDC25C|995	314.2332	lowly_expressed	lowly_expressed
CDC26|246184	159.338	CDC26|246184	88.7396
CDC27|996	2496.8003	CDC27|996	1573.3728
CDC34|997	1267.2306	CDC34|997	388.7574
CDC37L1|55664	934.4612	CDC37L1|55664	492.8994
CDC37|11140	2407.3556	CDC37|11140	2226.6272
CDC40|51362	603.7514	CDC40|51362	723.0769
CDC42BPA|8476	706.1419999999999	CDC42BPA|8476	1857.3964
CDC42BPB|9578	2864.5826	CDC42BPB|9578	3476.3314
CDC42BPG|55561	463.9941	CDC42BPG|55561	301.1834
CDC42EP1|11135	2432.0706	CDC42EP1|11135	2117.7515
CDC42EP2|10435	178.8893	CDC42EP2|10435	808.8757
CDC42EP3|10602	2372.3428	CDC42EP3|10602	968.6391
CDC42EP4|23580	5988.9665	CDC42EP4|23580	3381.0651
CDC42EP5|148170	32.6591	CDC42EP5|148170	104.7337
CDC42SE1|56882	4055.3115	CDC42SE1|56882	2687.8817
CDC42SE2|56990	1586.4656	CDC42SE2|56990	1543.787
CDC42|998	7589.2608	CDC42|998	6430.7692
CDC45|8318	230.9673	CDC45|8318	5.9172
CDC5L|988	2088.7091	CDC5L|988	878.1065
CDC6|990	635.2335	CDC6|990	39.645
CDC73|79577	772.637	CDC73|79577	943.1953
CDC7|8317	2169.6212	CDC7|8317	95.85799999999999
CDCA2|157313	1531.4454	CDCA2|157313	8.8757
CDCA3|83461	891.4630000000001	CDCA3|83461	20.4083
CDCA4|55038	1818.6098	CDCA4|55038	192.3077
CDCA5|113130	2114.8952	CDCA5|113130	43.1953
CDCA7L|55536	1673.3358	CDCA7L|55536	285.7101
CDCA7|83879	830.5995	CDCA7|83879	53.2544
CDCA8|55143	2678.9261	CDCA8|55143	31.9527
CDCP1|64866	955.3512	CDCP1|64866	637.8698
CDH11|1009	739.9779	CDH11|1009	645.5621
CDH13|1012	101.2137	CDH13|1012	1220.7101
lowly_expressed	lowly_expressed	CDH19|28513	23.6686
CDH1|999	4362.192	CDH1|999	7478.6982
lowly_expressed	lowly_expressed	CDH20|28316	11.8343
CDH23|64072	9.7095	CDH23|64072	196.4497
CDH24|64403	250.9746	CDH24|64403	149.7041
lowly_expressed	lowly_expressed	CDH26|60437	11.8343
CDH2|1000	93.85799999999999	CDH2|1000	15.9763
CDH3|1001	2250.2391	CDH3|1001	959.1716
lowly_expressed	lowly_expressed	CDH4|1002	6.5089
CDH5|1003	346.3038	CDH5|1003	5330.1775
CDH6|1004	17.3593	CDH6|1004	134.9112
lowly_expressed	lowly_expressed	CDH8|1006	11.8343
CDHR1|92211	7.6499	CDHR1|92211	7.6923
CDHR3|222256	15.3615	CDHR3|222256	27.9172
CDIPT|10423	1158.6613	CDIPT|10423	1846.1538
CDK10|8558	311.2909	CDK10|8558	567.4556
CDK11A|728642	215.6469	CDK11A|728642	183.1657
CDK11B|984	713.5182	CDK11B|984	797.3077
CDK12|51755	1404.3398	CDK12|51755	1142.6036
CDK13|8621	995.6602	CDK13|8621	892.3077
CDK14|5218	414.5642	CDK14|5218	501.7751
CDK16|5127	4667.3042	CDK16|5127	1657.3964
CDK17|5128	604.6341	CDK17|5128	1069.2308
CDK18|5129	215.9618	CDK18|5129	186.9822
CDK19|23097	830.4318	CDK19|23097	523.2604
CDK1|983	2048.1059	CDK1|983	76.3314
CDK20|23552	348.3634	CDK20|23552	153.8462
CDK2AP1|8099	4832.0706	CDK2AP1|8099	2308.8757
CDK2AP2|10263	670.5406	CDK2AP2|10263	610.0592
CDK2|1017	1839.2056	CDK2|1017	597.0414
CDK3|1018	69.9698	CDK3|1018	124.1479
CDK4|1019	4615.5204	CDK4|1019	1715.9763
CDK5R1|8851	235.0864	CDK5R1|8851	40.2367
CDK5RAP1|51654	541.3755	CDK5RAP1|51654	466.8639
CDK5RAP2|55755	3966.164	CDK5RAP2|55755	1857.9882
CDK5RAP3|80279	2622.1405	CDK5RAP3|80279	1606.5089
CDK5|1020	290.4009	CDK5|1020	150.8876
CDK6|1021	1086.5759	CDK6|1021	724.2604
CDK7|1022	403.3836	CDK7|1022	385.7988
CDK8|1024	401.324	CDK8|1024	125.4438
CDK9|1025	1621.7727	CDK9|1025	1263.3136
CDKAL1|54901	423.9794	CDKAL1|54901	305.3254
CDKL1|8814	51.1953	CDKL1|8814	18.3432
lowly_expressed	lowly_expressed	CDKL2|8999	10.0592
CDKL3|51265	20.6694	CDKL3|51265	30.3018
CDKL5|6792	44.7223	CDKL5|6792	21.3018
CDKN1A|1026	524.3104	CDKN1A|1026	3356.2129999999997
CDKN1B|1027	1455.5351	CDKN1B|1027	1746.1538
CDKN1C|1028	87.3851	CDKN1C|1028	910.6509
CDKN2AIPNL|91368	308.6429	CDKN2AIPNL|91368	350.2959
CDKN2AIP|55602	640.2354	CDKN2AIP|55602	574.5562
CDKN2A|1029	1589.7021	CDKN2A|1029	62.7219
CDKN2BAS|100048912	38.6113	lowly_expressed	lowly_expressed
CDKN2B|1030	743.2144	CDKN2B|1030	920.7101
CDKN2C|1031	1294.0051	CDKN2C|1031	627.8107
CDKN2D|1032	892.3869	CDKN2D|1032	101.1834
CDKN3|1033	497.8301	CDKN3|1033	20.7101
CDNF|441549	14.1228	CDNF|441549	60.9467
CDO1|1036	20.89	CDO1|1036	598.8166
CDON|50937	132.4016	CDON|50937	892.3077
CDR1|1038	43.2924	CDR1|1038	51.1538
CDR2L|30850	646.1199	CDR2L|30850	534.3195
CDR2|1039	1235.4542	CDR2|1039	734.3195
CDRT4|284040	384.8032	CDRT4|284040	201.1834
CDS1|1040	1050.0919	CDS1|1040	834.3195
CDS2|8760	516.0721	CDS2|8760	787.574
lowly_expressed	lowly_expressed	CDSN|1041	21.8935
CDT1|81620	747.0394	CDT1|81620	22.4852
CDV3|55573	5234.2773	CDV3|55573	5122.4852
lowly_expressed	lowly_expressed	CDX1|1044	5.9172
CDX2|1045	8.8268	lowly_expressed	lowly_expressed
CDYL2|124359	24.715	CDYL2|124359	45.5621
CDYL|9425	1605.5903	CDYL|9425	570.4142
CEACAM19|56971	222.4347	CEACAM19|56971	69.8225
CEACAM1|634	69.1431	CEACAM1|634	543.1953
CEACAM21|90273	26.1861	CEACAM21|90273	19.5266
lowly_expressed	lowly_expressed	CEACAM5|1048	5.3254
CEACAM6|4680	10.2979	CEACAM6|4680	71.0059
lowly_expressed	lowly_expressed	CEACAM7|1087	19.5266
CEBPA|1050	320.7061	CEBPA|1050	1675.7396
CEBPB|1051	1045.0901	CEBPB|1051	1279.8817
CEBPD|1052	910.6289	CEBPD|1052	1624.2604
CEBPG|1054	5519.6764	CEBPG|1054	1406.5089
CEBPZ|10153	2176.9768	CEBPZ|10153	1429.5858
CECR1|51816	3586.6127	CECR1|51816	931.9527
CECR2|27443	29.4226	CECR2|27443	19.5266
CECR5|27440	593.7477	CECR5|27440	411.2426
CECR6|27439	22.0669	CECR6|27439	29.5858
CECR7|100130418	242.4421	CECR7|100130418	176.3314
CELF1|10658	1346.6716	CELF1|10658	1518.9349
CELF2|10659	983.5969	CELF2|10659	1590.5325
CELF4|56853	100.331	CELF4|56853	7.1006
lowly_expressed	lowly_expressed	CELF5|60680	14.7929
CELF6|60677	10.0037	CELF6|60677	89.1657
CELP|1057	6.7672	lowly_expressed	lowly_expressed
CELSR1|9620	1042.1478	CELSR1|9620	1689.9408
CELSR2|1952	936.815	CELSR2|1952	953.8462
CELSR3|1951	844.2133	CELSR3|1951	49.1124
CEL|1056	51.7837	CEL|1056	13.6095
CEMP1|752014	108.8459	CEMP1|752014	121.7278
CENPA|1058	875.6160000000001	CENPA|1058	16.567999999999998
CENPBD1|92806	135.0497	CENPBD1|92806	349.7041
CENPB|1059	1176.609	CENPB|1059	2071.0059
CENPC1|1060	466.6421	CENPC1|1060	413.0178
CENPE|1062	1544.6855	CENPE|1062	31.9527
CENPF|1063	5171.0188	CENPF|1063	161.5385
CENPH|64946	261.5668	CENPH|64946	116.568
CENPI|2491	293.3431	lowly_expressed	lowly_expressed
CENPJ|55835	486.3553	CENPJ|55835	140.2367
CENPK|64105	144.4649	CENPK|64105	10.0592
CENPL|91687	959.4704	CENPL|91687	76.9231
CENPM|79019	286.8702	CENPM|79019	15.3846
CENPN|55839	529.8154	CENPN|55839	160.0237
CENPO|79172	528.7091	CENPO|79172	59.3728
CENPP|401541	169.1033	CENPP|401541	82.4852
CENPQ|55166	296.8739	CENPQ|55166	113.0178
CENPT|80152	281.8683	CENPT|80152	491.1243
CENPV|201161	839.132	CENPV|201161	134.3195
CENPW|387103	626.701	CENPW|387103	56.213
CEP110|11064	1367.5616	CEP110|11064	430.7692
CEP120|153241	446.6348	CEP120|153241	727.2189
CEP135|9662	349.5403	CEP135|9662	185.2071
CEP152|22995	172.1221	CEP152|22995	83.432
CEP164|22897	647.0026	CEP164|22897	497.6331
CEP170L|645455	5.5903	lowly_expressed	lowly_expressed
CEP170|9859	2507.9809	CEP170|9859	686.9822
CEP192|55125	1642.0743	CEP192|55125	466.2722
CEP250|11190	859.1394	CEP250|11190	330.1775
CEP290|80184	170.8422	CEP290|80184	468.0355
CEP350|9857	3348.8783	CEP350|9857	1049.1124
CEP55|55165	1547.6278	CEP55|55165	8.8757
CEP57|9702	1265.171	CEP57|9702	736.0947
CEP63|80254	531.9515	CEP63|80254	605.2308
CEP68|23177	812.6605	CEP68|23177	1379.8994
CEP70|80321	639.0585	CEP70|80321	353.2544
CEP72|55722	202.4274	CEP72|55722	44.3787
CEP76|79959	664.3619	CEP76|79959	137.8698
CEP78|84131	772.9312	CEP78|84131	246.7456
CEP97|79598	356.6017	CEP97|79598	90.5325
CEPT1|10390	459.875	CEPT1|10390	869.2308
CERCAM|51148	658.4774	CERCAM|51148	771.5976
CERKL|375298	61.5256	CERKL|375298	85.9704
CERK|64781	1037.146	CERK|64781	824.8521
CES1|1066	13.5344	CES1|1066	3492.8994
CES2|8824	278.6318	CES2|8824	1288.7574
lowly_expressed	lowly_expressed	CES3|23491	39.0533
lowly_expressed	lowly_expressed	CES4|51716	20.1183
CES8|283848	7.6499	CES8|283848	74.5562
CETN2|1069	955.3512	CETN2|1069	1089.9408
CETN3|1070	240.6767	CETN3|1070	298.8166
lowly_expressed	lowly_expressed	CETN4P|729338	10.0592
lowly_expressed	lowly_expressed	CETP|1071	171.5976
CFB|629	742.6936	CFB|629	3329.6923
CFDP1|10428	699.9632	CFDP1|10428	567.4556
CFD|1675	38.2494	CFD|1675	3966.8639
lowly_expressed	lowly_expressed	CFHR1|3078	8.8757
lowly_expressed	lowly_expressed	CFHR3|10878	10.0592
CFH|3075	688.1942	CFH|3075	3740.2367
CFI|3426	123.8691	CFI|3426	918.9349
CFL1|1072	17486.1346	CFL1|1072	10848.5207
CFL2|1073	863.5528	CFL2|1073	964.497
CFLAR|8837	1088.6355	CFLAR|8837	1265.0888
CFP|5199	12.6517	CFP|5199	91.1243
lowly_expressed	lowly_expressed	CFTR|1080	15.3846
CG030|116828	21.1843	CG030|116828	49.1124
CGGBP1|8545	1907.7602	CGGBP1|8545	2183.4320000000002
CGNL1|84952	371.9014	CGNL1|84952	1304.7337
CGN|57530	841.1916	CGN|57530	656.8047
CGREF1|10669	721.4535	CGREF1|10669	119.7219
CGRRF1|10668	192.7179	CGRRF1|10668	320.7101
CH25H|9023	10.5921	CH25H|9023	228.9941
CHAC1|79094	56.1971	CHAC1|79094	37.8698
CHAC2|494143	103.5675	CHAC2|494143	30.7692
lowly_expressed	lowly_expressed	CHADL|150356	66.2722
lowly_expressed	lowly_expressed	CHAD|1101	136.6864
CHAF1A|10036	1131.2983	CHAF1A|10036	186.3905
CHAF1B|8208	1632.9533	CHAF1B|8208	141.4201
CHCHD10|400916	332.1809	CHCHD10|400916	633.1361
CHCHD1|118487	599.6322	CHCHD1|118487	485.7988
CHCHD2|51142	2751.3056	CHCHD2|51142	3402.3669
CHCHD3|54927	1582.3465	CHCHD3|54927	648.5207
CHCHD4|131474	510.776	CHCHD4|131474	223.6686
CHCHD5|84269	135.6381	CHCHD5|84269	265.0888
CHCHD6|84303	261.5668	CHCHD6|84303	120.7101
CHCHD7|79145	1153.6594	CHCHD7|79145	460.355
CHCHD8|51287	789.7021	CHCHD8|51287	578.1065
CHD1L|9557	1168.3707	CHD1L|9557	716.568
CHD1|1105	1303.1261	CHD1|1105	1218.9349
CHD2|1106	1157.1901	CHD2|1106	2369.2308
CHD3|1107	1647.9588	lowly_expressed	lowly_expressed
CHD4|1108	6064.6385	CHD4|1108	4576.8698
CHD5|26038	5.0018	lowly_expressed	lowly_expressed
CHD6|84181	696.1383	CHD6|84181	1230.7692
CHD7|55636	3134.6819	CHD7|55636	519.5266
CHD8|57680	1682.089	CHD8|57680	1645.5621
CHD9|80205	371.9014	lowly_expressed	lowly_expressed
CHDH|55349	1372.5634	CHDH|55349	524.2604
CHEK1|1111	564.6193	CHEK1|1111	79.8817
CHEK2|11200	425.7448	CHEK2|11200	150.2959
CHERP|10523	1803.5395	CHERP|10523	1087.1893
CHFR|55743	813.2402	CHFR|55743	423.6686
lowly_expressed	lowly_expressed	CHGA|1113	7.1006
CHI3L1|1116	409.5623	CHI3L1|1116	1126.6272
CHI3L2|1117	241.5594	CHI3L2|1117	782.8402
CHIC1|53344	250.6804	CHIC1|53344	357.3964
CHIC2|26511	219.1982	CHIC2|26511	223.6686
CHID1|66005	693.196	CHID1|66005	1160.355
CHIT1|1118	5.2961	CHIT1|1118	20.7101
CHKA|1119	1603.8249	CHKA|1119	649.7041
CHKB-CPT1B|386593	125.2755	CHKB-CPT1B|386593	349.9527
CHKB|1120	205.502	CHKB|1120	251.4438
CHL1|10752	22.0669	CHL1|10752	844.9704
CHML|1122	2626.8481	CHML|1122	391.716
CHMP1A|5119	1731.5189	CHMP1A|5119	1554.4379
CHMP1B|57132	3414.1964	CHMP1B|57132	1562.7219
CHMP2A|27243	940.0515	CHMP2A|27243	1741.4201
CHMP2B|25978	1296.359	CHMP2B|25978	1268.6391
CHMP4A|29082	767.3851	CHMP4A|29082	801.5385
CHMP4B|128866	2034.8658	CHMP4B|128866	2749.7041
CHMP4C|92421	1605.5903	CHMP4C|92421	371.5976
CHMP5|51510	1793.0121	CHMP5|51510	1344.7692
CHMP6|79643	211.8426	CHMP6|79643	444.3787
CHMP7|91782	721.1475	CHMP7|91782	911.2426
CHM|1121	417.8007	CHM|1121	599.4083
CHN1|1123	284.5164	CHN1|1123	404.7337
CHN2|1124	18.5362	CHN2|1124	110.0592
CHODL|140578	126.2229	CHODL|140578	39.645
CHORDC1|26973	762.6333	lowly_expressed	lowly_expressed
CHPF2|54480	1043.0305	CHPF2|54480	1031.3609
CHPF|79586	957.1166	CHPF|79586	1401.7751
CHPT1|56994	1203.3836	CHPT1|56994	1699.4083
CHP|11261	1659.4336	CHP|11261	3002.9586
CHRAC1|54108	1596.1751	CHRAC1|54108	685.7988
CHRDL1|91851	45.605	CHRDL1|91851	6964.496999999999
lowly_expressed	lowly_expressed	CHRDL2|25884	5.3254
CHRD|8646	15.2997	CHRD|8646	239.645
CHRFAM7A|89832	26.8393	lowly_expressed	lowly_expressed
CHRM1|1128	108.2751	CHRM1|1128	72.7811
CHRM3|1131	17.6535	CHRM3|1131	14.2012
lowly_expressed	lowly_expressed	CHRNA10|57053	18.9349
CHRNA1|1134	23.5381	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA2|1135	30.1775
lowly_expressed	lowly_expressed	CHRNA3|1136	5.9172
CHRNA5|1138	168.2972	CHRNA5|1138	18.3432
CHRNA6|8973	5.8845	lowly_expressed	lowly_expressed
CHRNA7|1139	8.5325	lowly_expressed	lowly_expressed
CHRNB1|1140	107.6866	CHRNB1|1140	264.497
lowly_expressed	lowly_expressed	CHRNB2|1141	35.503
CHRNE|1145	11.9603	CHRNE|1145	47.9231
CHST10|9486	145.0533	CHST10|9486	297.6331
CHST11|50515	173.5932	CHST11|50515	55.6213
CHST12|55501	252.74	CHST12|55501	294.0828
CHST14|113189	341.5962	CHST14|113189	556.2130000000001
CHST15|51363	929.1651	CHST15|51363	792.8994
CHST1|8534	15.2997	CHST1|8534	132.5444
CHST2|9435	340.125	CHST2|9435	302.3669
CHST3|9469	476.6458	CHST3|9469	1000.5917
lowly_expressed	lowly_expressed	CHST5|23563	20.1361
CHST6|4166	5.2961	CHST6|4166	12.425999999999998
CHST7|56548	28.5399	CHST7|56548	107.1006
lowly_expressed	lowly_expressed	CHST8|64377	43.1953
CHST9|83539	6.1787	CHST9|83539	87.574
CHSY1|22856	1210.1508	CHSY1|22856	2014.7929
CHSY3|337876	44.1339	CHSY3|337876	114.2012
CHTF18|63922	280.3972	CHTF18|63922	94.0828
CHTF8|54921	1863.6263	CHTF8|54921	2503.5503
CHUK|1147	690.8422	CHUK|1147	743.7869999999999
CHURC1|91612	1146.8393	CHURC1|91612	2436.0947
CIAO1|9391	1404.6341	CIAO1|9391	1905.9172
CIAPIN1|57019	653.1813	CIAPIN1|57019	774.5562
CIB1|10519	966.2376	CIB1|10519	1492.8994
CIB2|10518	153.2917	CIB2|10518	284.6154
CIC|23152	1448.4737	CIC|23152	1707.1006
lowly_expressed	lowly_expressed	CIDEA|1149	273.9645
CIDEB|27141	476.4075	CIDEB|27141	376.0888
CIDECP|152302	115.6307	CIDECP|152302	100.0
lowly_expressed	lowly_expressed	CIDEC|63924	4033.1361
CIITA|4261	848.253	CIITA|4261	454.4379
CILP2|148113	17.3593	CILP2|148113	31.3609
CILP|8483	33.836	lowly_expressed	lowly_expressed
CINP|51550	472.5267	CINP|51550	382.8402
CIR1|9541	719.9706	CIR1|9541	893.4911
CIRBP|1153	1855.9765	CIRBP|1153	6102.9586
CIRH1A|84916	997.7197	CIRH1A|84916	924.8521
CISD1|55847	383.9647	CISD1|55847	309.4675
CISD2|493856	757.9257	CISD2|493856	419.5266
CISD3|284106	721.9978	CISD3|284106	839.645
CISH|1154	222.7289	CISH|1154	607.1006
lowly_expressed	lowly_expressed	CITED1|4435	245.5621
CITED2|10370	982.1258	CITED2|10370	2113.0178
CITED4|163732	262.7437	CITED4|163732	472.1893
CIT|11113	1582.3465	CIT|11113	78.1065
CIZ1|25792	6775.7264	CIZ1|25792	1494.0828
CKAP2L|150468	722.0302	CKAP2L|150468	9.4675
CKAP2|26586	1059.5072	CKAP2|26586	339.645
CKAP4|10970	2620.9636	CKAP4|10970	1807.1006
CKAP5|9793	4696.1383	CKAP5|9793	1493.4911
CKB|1152	2464.7297	CKB|1152	534.9112
CKLF|51192	382.1993	CKLF|51192	314.2012
CKMT1A|548596	114.1596	CKMT1A|548596	171.5976
CKMT1B|1159	1288.7091	CKMT1B|1159	165.6805
lowly_expressed	lowly_expressed	CKMT2|1160	100.0
CKS1B|1163	5840.3825	CKS1B|1163	485.7988
CKS2|1164	3802.8687	CKS2|1164	136.0947
CLASP1|23332	1230.7466	CLASP1|23332	1218.3432
CLASP2|23122	1057.1534	CLASP2|23122	1150.2959
lowly_expressed	lowly_expressed	CLCA2|9635	3384.0237
lowly_expressed	lowly_expressed	CLCA4|22802	14.2012
CLCC1|23155	1536.765	CLCC1|23155	986.8698
CLCF1|23529	67.3777	CLCF1|23529	263.3136
CLCN2|1181	112.9827	CLCN2|1181	41.4201
CLCN3|1182	1111.5851	CLCN3|1182	1125.4438
CLCN4|1183	315.7043	CLCN4|1183	151.4793
CLCN5|1184	374.8437	CLCN5|1184	156.213
CLCN6|1185	280.6914	CLCN6|1185	585.7988
CLCN7|1186	1255.4616	CLCN7|1186	1336.0947
lowly_expressed	lowly_expressed	CLCNKA|1187	15.3846
lowly_expressed	lowly_expressed	CLCNKB|1188	6.5089
lowly_expressed	lowly_expressed	CLDN10|9071	27.4438
CLDN11|5010	13.5344	CLDN11|5010	670.4142
CLDN12|9069	739.9779	CLDN12|9069	888.4083
lowly_expressed	lowly_expressed	CLDN14|23562	11.2426
CLDN15|24146	70.6142	CLDN15|24146	326.0355
lowly_expressed	lowly_expressed	CLDN19|149461	57.9882
CLDN1|9076	58.5509	CLDN1|9076	662.7219
CLDN23|137075	118.8672	CLDN23|137075	164.497
lowly_expressed	lowly_expressed	CLDN2|9075	30.4675
CLDN3|1365	1578.2273	CLDN3|1365	847.929
CLDN4|1364	6260.2427	CLDN4|1364	2895.2663
CLDN5|7122	10.5921	CLDN5|7122	1653.2544
CLDN7|1366	2828.3928	CLDN7|1366	1155.6213
CLDN8|9073	72.3796	CLDN8|9073	703.5503
CLDN9|9080	33.2475	CLDN9|9080	8.283999999999999
CLDND1|56650	1559.9853	CLDND1|56650	1221.8935
lowly_expressed	lowly_expressed	CLDND2|125875	5.3254
CLEC10A|10462	13.8286	CLEC10A|10462	291.716
CLEC11A|6320	35.6013	CLEC11A|6320	150.8876
CLEC12A|160364	31.1879	CLEC12A|160364	51.4793
lowly_expressed	lowly_expressed	CLEC12B|387837	5.3254
CLEC14A|161198	119.4557	CLEC14A|161198	1817.1598
CLEC16A|23274	576.6826	CLEC16A|23274	595.2663
CLEC17A|388512	14.1228	CLEC17A|388512	8.283999999999999
lowly_expressed	lowly_expressed	CLEC18A|348174	5.3254
CLEC1A|51267	14.1228	CLEC1A|51267	264.497
CLEC2B|9976	190.3641	CLEC2B|9976	594.6746
CLEC2D|29121	703.7882	CLEC2D|29121	415.9763
lowly_expressed	lowly_expressed	CLEC3A|10143	31.3609
CLEC3B|7123	29.4226	CLEC3B|7123	2914.2012
CLEC4A|50856	69.4373	CLEC4A|50856	62.7219
CLEC4E|26253	70.9084	CLEC4E|26253	29.5858
lowly_expressed	lowly_expressed	CLEC4F|165530	17.7515
lowly_expressed	lowly_expressed	CLEC4GP1|440508	16.567999999999998
lowly_expressed	lowly_expressed	CLEC4G|339390	27.2189
lowly_expressed	lowly_expressed	CLEC4M|10332	41.4201
CLEC5A|23601	191.2468	CLEC5A|23601	13.0178
CLEC7A|64581	260.6841	CLEC7A|64581	134.3195
lowly_expressed	lowly_expressed	CLEC9A|283420	14.7929
CLECL1|160365	14.7113	CLECL1|160365	7.6923
CLGN|1047	15.594000000000001	CLGN|1047	304.142
CLIC1|1192	7223.8323	CLIC1|1192	5765.0888
CLIC2|1193	272.1589	CLIC2|1193	1068.0473
CLIC3|9022	26.4803	CLIC3|9022	30.1775
CLIC4|25932	4769.1063	CLIC4|25932	7498.8166
CLIC5|53405	107.0982	CLIC5|53405	889.3491
CLIC6|54102	21.7727	CLIC6|54102	624.8521
CLINT1|9685	1756.5281	CLINT1|9685	1669.8225
CLIP1|6249	2288.7826	CLIP1|6249	2602.9586
CLIP2|7461	379.5513	CLIP2|7461	301.1834
CLIP3|25999	227.4366	CLIP3|25999	683.432
CLIP4|79745	116.2192	CLIP4|79745	656.8047
CLK1|1195	763.2218	CLK1|1195	2482.2485
CLK2P|1197	25.8919	CLK2P|1197	10.6509
CLK2|1196	1502.0228	CLK2|1196	567.4556
CLK3|1198	481.9419	CLK3|1198	683.432
CLK4|57396	347.4807	CLK4|57396	694.6746
CLMN|79789	1256.05	CLMN|79789	2340.2367
