gene_id	TCGA-AC-A6IX-01A-12R-A32P-07	gene_id	TCGA-AC-A6IX-06A-11R-A32P-07
C2orf56|55471	214.0188	C2orf56|55471	187.9079
C2orf58|285154	7.6565	C2orf58|285154	5.4508
C2orf60|129450	258.9153	C2orf60|129450	219.1781
C2orf63|130162	57.971000000000004	C2orf63|130162	60.5322
C2orf64|493753	588.8251	C2orf64|493753	504.0522
C2orf65|130951	13.4901	C2orf65|130951	13.7704
C2orf67|151050	232.4565	C2orf67|151050	236.9074
C2orf68|388969	886.3367	C2orf68|388969	765.9758
C2orf69|205327	482.3626	C2orf69|205327	436.9218
lowly_expressed	lowly_expressed	C2orf70|339778	6.3114
C2orf72|257407	468.1433	C2orf72|257407	557.4123
C2orf73|129852	5.468999999999999	lowly_expressed	lowly_expressed
C2orf74|339804	149.1204	C2orf74|339804	126.2282
C2orf76|130355	67.4506	C2orf76|130355	82.0483
C2orf77|129881	198.3411	C2orf77|129881	116.7611
C2orf79|391356	242.4574	C2orf79|391356	305.8165
C2orf7|84279	362.7746	C2orf7|84279	347.4145
C2orf81|388963	132.1921	C2orf81|388963	47.218
C2orf86|51057	82.0345	C2orf86|51057	103.2776
C2orf88|84281	71.8257	C2orf88|84281	34.139
C2orf89|129293	26.250999999999998	C2orf89|129293	90.081
C2|717	583.9905	C2|717	463.9604
C3AR1|719	419.2872	C3AR1|719	351.4308
C3orf10|55845	3449.0931	C3orf10|55845	3607.545
C3orf14|57415	270.1668	C3orf14|57415	407.6598
C3orf15|89876	65.263	C3orf15|89876	139.1379
C3orf17|25871	837.1160000000001	C3orf17|25871	746.4678
C3orf18|51161	103.1811	C3orf18|51161	65.1223
C3orf19|51244	506.426	C3orf19|51244	486.8393
C3orf1|51300	1091.9697	C3orf1|51300	962.2033
C3orf21|152002	393.0362	C3orf21|152002	222.9076
C3orf23|285343	323.39799999999997	C3orf23|285343	303.8084
C3orf26|84319	358.0348	C3orf26|84319	350.5702
C3orf31|132001	155.6832	C3orf31|132001	194.5062
C3orf32|51066	11.3025	C3orf32|51066	17.2129
C3orf33|285315	192.1429	C3orf33|285315	192.498
C3orf34|84984	69.2735	C3orf34|84984	71.4337
C3orf35|339883	10.2087	C3orf35|339883	7.1721
C3orf36|80111	10.5733	C3orf36|80111	6.0245
C3orf37|56941	879.0448	C3orf37|56941	984.5801
C3orf38|285237	443.3507	C3orf38|285237	407.0716
C3orf39|84892	394.13	C3orf39|84892	272.2513
C3orf42|84657	15.6777	C3orf42|84657	17.4998
C3orf47|339942	49.5853	C3orf47|339942	31.2702
C3orf52|79669	661.38	C3orf52|79669	662.4112
C3orf54|389119	57.2418	C3orf54|389119	45.0405
C3orf55|152078	44.4809	C3orf55|152078	12.0491
C3orf57|165679	33.9076	C3orf57|165679	152.3345
C3orf58|205428	361.6808	C3orf58|205428	374.0945
C3orf59|151963	201.6225	C3orf59|151963	146.5969
C3orf62|375341	144.7452	C3orf62|375341	189.0554
C3orf63|23272	1381.5368	C3orf63|23272	1561.3197
C3orf64|285203	397.4114	C3orf64|285203	250.7351
C3orf67|200844	14.5839	C3orf67|200844	29.5489
C3orf70|285382	64.1692	C3orf70|285382	79.7533
C3orf71|646450	15.386	C3orf71|646450	16.6822
C3orf75|54859	305.1682	C3orf75|54859	244.7106
C3|718	12087.5034	C3|718	13954.2423
C4A|720	38119.7193	C4A|720	5795.5964
lowly_expressed	lowly_expressed	C4BPA|722	80.9008
C4BPB|725	10.2087	C4BPB|725	18.9342
C4orf10|317648	240.1203	C4orf10|317648	190.9575
C4orf12|404201	28.074	C4orf12|404201	41.8848
C4orf14|84273	748.8834	C4orf14|84273	733.2712
C4orf19|55286	42.9569	C4orf19|55286	74.6898
C4orf21|55345	99.8997	C4orf21|55345	128.8102
C4orf23|152992	405.7971	C4orf23|152992	485.4049
C4orf27|54969	404.3387	C4orf27|54969	402.209
C4orf29|80167	153.4956	C4orf29|80167	169.2606
C4orf31|79625	57.6064	C4orf31|79625	45.6143
C4orf32|132720	535.5938	C4orf32|132720	756.5086
C4orf33|132321	194.3305	C4orf33|132321	234.09599999999998
C4orf34|201895	1534.9558	C4orf34|201895	3148.8202
C4orf36|132989	10.5733	C4orf36|132989	6.8852
C4orf38|152641	5.468999999999999	C4orf38|152641	5.4508
C4orf39|152756	25.5218	C4orf39|152756	22.3768
C4orf3|401152	2633.8529	C4orf3|401152	3041.5262
C4orf41|60684	1191.8695	C4orf41|60684	1210.9302
C4orf42|92070	532.6771	C4orf42|92070	432.0448
C4orf43|55319	399.5989	C4orf43|55319	375.2421
C4orf46|201725	208.9144	C4orf46|201725	252.4966
C4orf47|441054	7.292000000000001	lowly_expressed	lowly_expressed
C4orf48|401115	9.4795	lowly_expressed	lowly_expressed
C4orf49|84709	15.6777	C4orf49|84709	15.2048
lowly_expressed	lowly_expressed	C4orf50|389197	18.3605
C4orf52|389203	407.2555	C4orf52|389203	390.1599
C4orf7|260436	11.6671	C4orf7|260436	438.9299
C5AR1|728	197.2473	C5AR1|728	113.6054
C5orf13|9315	2624.7379	C5orf13|9315	1203.4713
C5orf15|56951	2527.755	C5orf15|56951	1991.8239
C5orf20|140947	15.3131	C5orf20|140947	69.9993
C5orf22|55322	678.1515	C5orf22|55322	693.6814
C5orf23|79614	109.0147	C5orf23|79614	75.1632
C5orf24|134553	1217.7559	C5orf24|134553	1154.1275
C5orf25|375484	354.1701	C5orf25|375484	368.3942
C5orf27|202299	5.1044	lowly_expressed	lowly_expressed
C5orf28|64417	316.1061	C5orf28|64417	411.3892
C5orf30|90355	458.2992	C5orf30|90355	298.9314
C5orf32|84418	764.1965	C5orf32|84418	538.765
C5orf33|133686	919.1505	C5orf33|133686	1036.5058
C5orf34|375444	53.9604	C5orf34|375444	46.7618
C5orf35|133383	75.4717	C5orf35|133383	97.54
C5orf36|285600	86.4096	C5orf36|285600	63.401
C5orf38|153571	79.8469	C5orf38|153571	74.5894
C5orf39|389289	42.2933	C5orf39|389289	103.5645
C5orf41|153222	345.2739	C5orf41|153222	483.1098
C5orf42|65250	542.1566	C5orf42|65250	723.2303
C5orf43|643155	1392.7627	C5orf43|643155	1488.6323
C5orf44|80006	706.0031	C5orf44|80006	592.2398
C5orf45|51149	158.1004	C5orf45|51149	187.2079
C5orf49|134121	63.0754	C5orf49|134121	41.5979
C5orf4|10826	642.0563	C5orf4|10826	459.2986
C5orf51|285636	814.8756	C5orf51|285636	856.0568
C5orf53|492311	354.0242	C5orf53|492311	184.7522
C5orf54|63920	148.3912	C5orf54|63920	149.4657
C5orf55|116349	51.0437	C5orf55|116349	41.8848
C5orf56|441108	82.2642	C5orf56|441108	111.1325
C5orf62|85027	818.1569999999999	C5orf62|85027	373.2339
C5|727	165.8919	C5|727	281.7184
C6orf105|84830	7.292000000000001	C6orf105|84830	15.2048
C6orf106|64771	3203.3543	C6orf106|64771	2813.7417
C6orf108|10591	397.776	C6orf108|10591	501.4703
C6orf114|85411	5.8336	lowly_expressed	lowly_expressed
C6orf115|58527	510.07199999999995	C6orf115|58527	582.658
C6orf120|387263	1138.744	C6orf120|387263	654.7974
C6orf122|401288	15.5391	C6orf122|401288	6.2512
lowly_expressed	lowly_expressed	C6orf123|26238	6.8852
C6orf124|653483	9.8441	C6orf124|653483	14.3441
C6orf125|84300	752.7627	C6orf125|84300	655.0957
C6orf126|389383	5.1044	lowly_expressed	lowly_expressed
C6orf127|340204	8.7503	lowly_expressed	lowly_expressed
C6orf129|154467	232.2487	C6orf129|154467	342.8244
C6orf130|221443	412.9943	C6orf130|221443	422.7526
C6orf132|647024	234.8008	C6orf132|647024	218.3174
C6orf134|79969	266.5208	C6orf134|79969	186.7604
C6orf136|221545	275.2712	C6orf136|221545	294.6281
C6orf138|442213	36.4598	C6orf138|442213	62.2535
C6orf141|135398	122.1402	C6orf141|135398	46.7618
C6orf145|221749	471.0601	C6orf145|221749	550.814
C6orf147|387097	14.325	C6orf147|387097	10.847000000000001
C6orf150|115004	84.5866	C6orf150|115004	94.3843
C6orf153|88745	701.1211	C6orf153|88745	576.3466
C6orf154|221424	25.5218	C6orf154|221424	40.4504
C6orf155|79940	33.543	C6orf155|79940	65.1223
C6orf162|57150	144.3478	C6orf162|57150	141.9666
C6orf164|63914	13.8875	C6orf164|63914	10.3679
C6orf165|154313	33.5065	C6orf165|154313	20.4174
C6orf167|253714	227.8735	C6orf167|253714	341.6768
C6orf168|84553	172.8193	C6orf168|84553	286.8823
C6orf170|221322	197.9765	C6orf170|221322	171.5556
C6orf174|387104	32.8429	C6orf174|387104	52.7863
C6orf176|90632	16.159000000000002	lowly_expressed	lowly_expressed
C6orf182|285753	138.9117	C6orf182|285753	114.7529
C6orf192|116843	421.1102	C6orf192|116843	537.9043
C6orf1|221491	518.0932	C6orf1|221491	589.2563
C6orf201|404220	12.039000000000001	C6orf201|404220	13.2138
C6orf203|51250	237.35299999999998	C6orf203|51250	211.7191
C6orf204|387119	29.1678	C6orf204|387119	81.1877
C6orf208|80069	5.2429	lowly_expressed	lowly_expressed
C6orf211|79624	2222.5868	C6orf211|79624	1110.2345
lowly_expressed	lowly_expressed	C6orf217|100131814	5.7376
C6orf225|619208	286.2091	C6orf225|619208	295.4888
C6orf226|441150	44.1163	C6orf226|441150	39.3029
C6orf26|401251	15.9475	C6orf26|401251	28.1862
C6orf27|80737	21.1467	C6orf27|80737	122.2119
C6orf35|729515	462.3097	C6orf35|729515	369.7913
C6orf41|100133205	5.468999999999999	lowly_expressed	lowly_expressed
C6orf47|57827	837.4806	C6orf47|57827	582.0842
C6orf48|50854	1178.3794	C6orf48|50854	1514.7386
C6orf52|347744	8.0211	C6orf52|347744	10.3278
C6orf57|135154	74.3779	C6orf57|135154	101.8432
C6orf62|81688	3445.7278	C6orf62|81688	3324.045
C6orf64|55776	757.9984	C6orf64|55776	958.7607
C6orf70|55780	427.3084	C6orf70|55780	364.3405
C6orf72|116254	818.1569999999999	C6orf72|116254	794.664
C6orf89|221477	3016.3157	C6orf89|221477	2578.4982
C6orf97|80129	355.8472	C6orf97|80129	279.9971
C6|729	336.159	C6|729	45.6143
C7orf10|79783	73.2841	C7orf10|79783	12.0491
C7orf11|136647	309.5433	C7orf11|136647	241.268
C7orf13|129790	35.366	C7orf13|129790	37.0078
C7orf23|79161	277.1014	C7orf23|79161	417.2904
C7orf25|79020	254.4891	C7orf25|79020	257.0465
C7orf26|79034	728.466	C7orf26|79034	728.9679
C7orf27|221927	1001.9141	C7orf27|221927	843.1471
C7orf28A|51622	1297.9674	C7orf28A|51622	1195.7255
C7orf28B|221960	180.1112	C7orf28B|221960	327.0458
C7orf29|113763	172.0901	C7orf29|113763	187.62099999999998
C7orf30|115416	343.8155	C7orf30|115416	286.5954
C7orf31|136895	101.3581	C7orf31|136895	141.433
C7orf36|57002	187.4032	C7orf36|57002	207.4159
C7orf40|285958	200.8933	C7orf40|285958	186.7604
C7orf41|222166	737.5809	C7orf41|222166	1204.9057
C7orf42|55069	3444.3533	C7orf42|55069	3554.7587
C7orf43|55262	456.4762	C7orf43|55262	312.1279
C7orf44|55744	681.4329	C7orf44|55744	684.2143
C7orf46|340277	118.1296	C7orf46|340277	120.4906
C7orf47|221908	242.822	C7orf47|221908	211.1454
C7orf49|78996	641.7537	C7orf49|78996	659.9699
C7orf50|84310	1423.3889	C7orf50|84310	770.8528
C7orf51|222950	17.8653	C7orf51|222950	10.9015
C7orf53|286006	16.0423	C7orf53|286006	13.4835
C7orf55|154791	107.1917	C7orf55|154791	122.4987
C7orf58|79974	430.2251	C7orf58|79974	226.3501
C7orf59|389541	983.3197	C7orf59|389541	976.5474
C7orf60|154743	255.5829	C7orf60|154743	224.342
C7orf63|79846	123.234	C7orf63|79846	102.417
C7orf64|84060	386.838	C7orf64|84060	358.316
C7orf68|29923	656.2756	C7orf68|29923	477.659
C7orf70|84792	514.8118	C7orf70|84792	469.0526
C7|730	1950.2324	C7|730	20269.3825
C8G|733	5.8336	C8G|733	8.0327
C8orf30A|51236	409.4431	C8orf30A|51236	259.6285
C8orf31|286122	10.2087	C8orf31|286122	8.0327
C8orf33|65265	1024.8838	C8orf33|65265	618.8051
C8orf37|157657	35.7306	C8orf37|157657	45.9012
C8orf38|137682	252.6661	C8orf38|137682	358.0291
C8orf40|114926	477.2582	C8orf40|114926	486.2655
C8orf41|80185	407.8316	C8orf41|80185	361.6209
C8orf42|157695	348.5553	C8orf42|157695	412.8236
C8orf44|56260	22.8457	C8orf44|56260	23.4842
C8orf45|157777	7.292000000000001	C8orf45|157777	6.8852
C8orf48|157773	105.7333	C8orf48|157773	68.278
C8orf4|56892	2314.1008	C8orf4|56892	1275.7656
C8orf51|78998	21.5113	C8orf51|78998	23.5243
C8orf55|51337	573.8766	C8orf55|51337	427.1678
C8orf58|541565	242.4574	C8orf58|541565	140.5723
C8orf59|401466	431.2314	C8orf59|401466	463.3494
C8orf73|642475	53.9604	C8orf73|642475	50.2044
lowly_expressed	lowly_expressed	C8orf75|619351	6.0245
C8orf76|84933	1180.6289	C8orf76|84933	1147.5895
lowly_expressed	lowly_expressed	C8orf77|286103	6.3114
C8orf79|57604	193.9659	C8orf79|57604	142.5805
C8orf80|389643	18.2299	C8orf80|389643	70.57300000000001
C8orf83|286144	491.8421	C8orf83|286144	699.1322
C8orf84|157869	94.0662	C8orf84|157869	69.9993
C8orf85|441376	602.6798	C8orf85|441376	493.1507
C9orf100|84904	119.4239	C9orf100|84904	71.2386
C9orf102|375748	113.3388	C9orf102|375748	124.5729
C9orf103|414328	68.9089	C9orf103|414328	70.8599
C9orf109|286333	67.086	C9orf109|286333	59.3846
C9orf110|100128385	451.7364	C9orf110|100128385	510.9374
C9orf114|51490	708.4277	C9orf114|51490	658.4207
C9orf116|138162	124.6924	C9orf116|138162	119.34299999999999
C9orf117|286207	17.1361	C9orf117|286207	13.7704
C9orf119|375757	427.673	C9orf119|375757	294.915
C9orf122|158228	6.1982	C9orf122|158228	23.5243
C9orf123|90871	780.2388	C9orf123|90871	697.1239999999999
C9orf125|84302	49.5853	C9orf125|84302	13.1966
C9orf128|392307	24.0634	C9orf128|392307	37.2947
C9orf129|445577	102.0326	C9orf129|445577	123.2188
C9orf130|100128782	97.1944	C9orf130|100128782	142.4199
C9orf139|401563	6.7815	C9orf139|401563	31.5771
C9orf140|89958	609.2425	C9orf140|89958	547.6583
C9orf142|286257	461.2159	C9orf142|286257	465.61
lowly_expressed	lowly_expressed	C9orf144B|259308	6.5983
C9orf150|286343	1295.4152	C9orf150|286343	2037.4381
C9orf152|401546	1164.5247	C9orf152|401546	1661.0486
C9orf156|51531	292.4073	C9orf156|51531	247.2925
C9orf163|158055	18.5945	C9orf163|158055	32.4177
C9orf167|54863	162.2459	C9orf167|54863	131.679
C9orf169|375791	19.8013	C9orf169|375791	22.7153
C9orf16|79095	620.9097	C9orf16|79095	574.3384
C9orf172|389813	40.1057	C9orf172|389813	49.3438
C9orf21|195827	134.1719	C9orf21|195827	83.7696
C9orf23|138716	336.159	C9orf23|138716	260.776
C9orf25|203259	589.1897	C9orf25|203259	403.3565
C9orf30|91283	246.1289	C9orf30|91283	190.7394
C9orf37|85026	129.7967	C9orf37|85026	126.5151
C9orf3|84909	169.5926	C9orf3|84909	72.3689
C9orf40|55071	79.8469	C9orf40|55071	94.958
C9orf41|138199	191.4137	C9orf41|138199	227.2108
C9orf43|257169	6.5628	lowly_expressed	lowly_expressed
C9orf44|158314	8.3857	lowly_expressed	lowly_expressed
C9orf45|81571	147.2974	C9orf45|81571	266.8005
C9orf46|55848	538.8752	C9orf46|55848	384.9961
C9orf47|286223	21.555	C9orf47|286223	20.4461
C9orf5|23731	1338.0731	C9orf5|23731	1760.5967
C9orf64|84267	501.3217	C9orf64|84267	459.2986
C9orf66|157983	13.4901	C9orf66|157983	26.1063
C9orf68|55064	37.9181	C9orf68|55064	69.9993
C9orf69|90120	1185.3067	C9orf69|90120	891.0564
C9orf6|54942	508.6136	C9orf6|54942	681.3455
C9orf72|203228	229.6965	C9orf72|203228	280.284
C9orf78|51759	1716.5254	C9orf78|51759	1788.9981
C9orf7|11094	1622.0946	C9orf7|11094	1527.3614
C9orf80|58493	279.2817	C9orf80|58493	334.7917
C9orf82|79886	378.4523	C9orf82|79886	399.0533
C9orf85|138241	185.2156	C9orf85|138241	212.2929
C9orf86|55684	2814.6933	C9orf86|55684	2444.5241
C9orf89|84270	539.2398	C9orf89|84270	233.2353
C9orf91|203197	1604.5939	C9orf91|203197	1914.9394
C9orf93|203238	51.4083	C9orf93|203238	36.4341
C9orf95|54981	356.2118	C9orf95|54981	444.0938
C9orf96|169436	25.8864	C9orf96|169436	15.4916
C9orf98|158067	52.5021	C9orf98|158067	72.0075
C9orf9|11092	165.8919	C9orf9|11092	298.6445
CA11|770	68.1797	CA11|770	77.7451
CA12|771	5841.5824	CA12|771	3445.1696
CA13|377677	49.6983	CA13|377677	154.4173
CA14|23632	13.1255	CA14|23632	11.1884
CA2|760	600.8568	CA2|760	185.6129
CA3|761	55.6704	CA3|761	96.8916
CA4|762	46.3039	CA4|762	67.1305
CA5BP|340591	184.4864	CA5BP|340591	252.7433
CA5B|11238	249.4795	CA5B|11238	322.5905
CA8|767	114.119	CA8|767	189.3423
CAB39L|81617	1280.4667	CAB39L|81617	1909.2017
CAB39|51719	2109.9262	CAB39|51719	2969.2319
CABC1|56997	995.3222	CABC1|56997	1193.9296
CABIN1|23523	1765.0169	CABIN1|23523	2726.8163
CABLES1|91768	344.5447	CABLES1|91768	298.0707
CABLES2|81928	516.9994	CABLES2|81928	403.3565
CABP1|9478	9.1149	lowly_expressed	lowly_expressed
CABP4|57010	7.4852	lowly_expressed	lowly_expressed
CABP7|164633	5.4617	CABP7|164633	5.8495
CABYR|26256	53.9604	CABYR|26256	67.1305
CACHD1|57685	537.0522	CACHD1|57685	551.3878
CACNA1A|773	17.1361	CACNA1A|773	19.508
CACNA1C|775	306.2437	CACNA1C|775	369.7683
CACNA1D|776	185.9448	CACNA1D|776	108.7284
CACNA1E|777	13.4901	lowly_expressed	lowly_expressed
CACNA1G|8913	43.3871	CACNA1G|8913	15.2048
CACNA1H|8912	634.0352	CACNA1H|8912	324.7508
CACNA1I|8911	6.1982	CACNA1I|8911	46.1881
CACNA2D1|781	59.0648	CACNA2D1|781	49.0569
CACNA2D2|9254	206.7268	CACNA2D2|9254	312.1279
CACNA2D3|55799	12.3963	CACNA2D3|55799	34.7128
CACNA2D4|93589	55.4188	CACNA2D4|93589	45.9012
CACNB1|782	83.4928	CACNB1|782	79.1795
CACNB2|783	24.0634	CACNB2|783	33.2783
CACNB3|784	1222.1311	CACNB3|784	2413.254
CACNB4|785	65.263	CACNB4|785	298.9314
CACNG4|27092	888.8889	CACNG4|27092	144.8756
CACNG6|59285	87.1388	CACNG6|59285	83.7696
CACYBP|27101	1268.0704	CACYBP|27101	1828.0141
CADM1|23705	224.9567	CADM1|23705	258.7678
CADM2|253559	52.1375	CADM2|253559	83.1959
CADM3|57863	53.2859	CADM3|57863	285.1122
CADM4|199731	1132.0755	CADM4|199731	1452.4851
CADPS2|93664	889.6181	CADPS2|93664	1428.3870000000002
CADPS|8618	21.5113	lowly_expressed	lowly_expressed
CAD|790	1578.3429	CAD|790	1572.9757
CALB2|794	578.6164	CALB2|794	74.5894
CALCOCO1|57658	1884.9695	CALCOCO1|57658	1591.9099
CALCOCO2|10241	2154.0425	CALCOCO2|10241	2290.1815
CALCRL|10203	1021.2378	CALCRL|10203	453.5609
CALCR|799	7.6565	lowly_expressed	lowly_expressed
CALD1|800	5779.9654	CALD1|800	3794.0185
CALHM2|51063	822.5321	CALHM2|51063	610.1987
CALM1|801	5982.6816	CALM1|801	6991.8956
CALM2|805	9382.9186	CALM2|805	11071.6489
CALM3|808	6552.9122	CALM3|808	5813.0962
CALML3|810	250.1139	lowly_expressed	lowly_expressed
CALML4|91860	231.5195	CALML4|91860	363.7668
CALML5|51806	15.3131	CALML5|51806	11.7622
CALN1|83698	11.3025	lowly_expressed	lowly_expressed
CALR|811	10745.7843	CALR|811	11771.3548
CALU|813	4693.1	CALU|813	4200.2438
CAMK1D|57118	65.6276	CAMK1D|57118	150.6132
CAMK1|8536	369.8952	CAMK1|8536	336.81699999999995
CAMK2A|815	7.6565	lowly_expressed	lowly_expressed
CAMK2B|816	37.189	CAMK2B|816	80.327
CAMK2D|817	748.5188	CAMK2D|817	2083.0524
CAMK2G|818	899.4622	CAMK2G|818	810.4425
CAMK2N1|55450	1659.6482	CAMK2N1|55450	1248.5118
CAMK2N2|94032	26.6156	CAMK2N2|94032	65.4092
CAMK4|814	9.8441	CAMK4|814	45.6143
CAMKK1|84254	258.4997	CAMKK1|84254	313.8492
CAMKK2|10645	1961.8996	CAMKK2|10645	1803.6291
CAMLG|819	820.7091	CAMLG|819	887.327
CAMP|820	12.0317	CAMP|820	31.8439
CAMSAP1L1|23271	1067.1771	CAMSAP1L1|23271	503.1916
CAMSAP1|157922	906.7542	CAMSAP1|157922	874.9910000000001
CAMTA1|23261	264.3332	CAMTA1|23261	243.2762
CAMTA2|23125	1709.9626	CAMTA2|23125	1925.8409
CAND1|55832	3075.3805	CAND1|55832	3148.2464
CAND2|23066	127.2446	CAND2|23066	90.6548
CANT1|124583	6439.5224	CANT1|124583	7236.3193
CANX|821	13262.966	CANX|821	13480.3127
CAP1|10487	6290.7666	CAP1|10487	6836.1185
CAP2|10486	558.9281	CAP2|10486	479.6672
CAPG|822	2622.5504	CAPG|822	2791.078
CAPN10|11132	324.9476	CAPN10|11132	397.7508
CAPN11|11131	33.543	lowly_expressed	lowly_expressed
CAPN12|147968	92.6807	CAPN12|147968	61.7772
CAPN13|92291	540.3336	CAPN13|92291	843.7209
lowly_expressed	lowly_expressed	CAPN14|440854	8.8934
CAPN1|823	3075.3805	CAPN1|823	2534.0314
CAPN2|824	3938.0184	CAPN2|824	6565.0147
CAPN3|825	60.5123	CAPN3|825	101.1318
CAPN5|726	1711.7856	CAPN5|726	2171.1253
CAPN6|827	110.4731	CAPN6|827	191.3505
CAPN7|23473	1035.8217	CAPN7|23473	1104.4969
CAPN8|388743	217.3002	CAPN8|388743	299.79200000000003
CAPN9|10753	109.0147	CAPN9|10753	234.9566
CAPNS1|826	6957.9801	CAPNS1|826	5775.2277
CAPRIN1|4076	7590.9215	CAPRIN1|4076	7957.5414
CAPRIN2|65981	319.3875	CAPRIN2|65981	312.9886
CAPS2|84698	32.4492	CAPS2|84698	41.3111
CAPSL|133690	43.7517	CAPSL|133690	54.7945
CAPS|828	1388.3876	CAPS|828	2639.0303
CAPZA1|829	3596.7514	CAPZA1|829	3871.7636
CAPZA2|830	2411.4484	CAPZA2|830	2300.5092
CAPZB|832	3654.3615	CAPZB|832	4028.9751
CARD10|29775	476.2775	CARD10|29775	816.2261
CARD11|84433	166.9857	CARD11|84433	613.6413
CARD14|79092	742.3207	CARD14|79092	610.7724
CARD16|114769	79.4823	CARD16|114769	153.7689
CARD6|84674	231.5195	CARD6|84674	158.6459
CARD8|22900	864.8254	CARD8|22900	1174.4962
CARD9|64170	88.2326	CARD9|64170	88.9335
CARHSP1|23589	757.5171	CARHSP1|23589	780.9109
CARKD|55739	2386.6557	CARKD|55739	2610.3421
CARM1|10498	930.453	CARM1|10498	1127.1606
CARNS1|57571	21.8759	CARNS1|57571	41.8848
CARS2|79587	533.7672	CARS2|79587	806.4003
CARS|833	1149.9262	CARS|833	1146.376
CASC1|55259	23.3342	CASC1|55259	23.5243
CASC2|255082	63.8046	CASC2|255082	52.4995
CASC3|22794	1670.5861	CASC3|22794	1609.4097
CASC4|113201	3858.1715	CASC4|113201	4080.327
CASC5|57082	134.5365	CASC5|57082	115.3267
CASD1|64921	1106.9182	CASD1|64921	850.3192
CASKIN1|57524	46.7815	CASKIN1|57524	61.6596
CASKIN2|57513	950.6116	CASKIN2|57513	645.7778
CASK|8573	1404.4299	CASK|8573	765.4019999999999
CASP10|843	286.2091	CASP10|843	234.6697
CASP1|834	394.8592	CASP1|834	389.8731
CASP2|835	1133.1693	CASP2|835	1160.7258
CASP3|836	826.1781	CASP3|836	788.6395
CASP4|837	668.672	CASP4|837	744.4596
CASP6|839	510.4366	CASP6|839	585.8137
CASP7|840	910.0355	CASP7|840	764.2545
CASP8AP2|9994	561.1157	CASP8AP2|9994	581.7973
CASP8|841	830.9179	CASP8|841	1049.1286
CASP9|842	251.5723	CASP9|842	292.9068
CASQ1|844	32.0846	CASQ1|844	52.7863
CASQ2|845	97.7122	CASQ2|845	29.5489
CASS4|57091	37.9181	CASS4|57091	56.8027
CAST|831	3072.0554	CAST|831	4002.6938
CASZ1|54897	1074.8337	CASZ1|54897	1372.445
lowly_expressed	lowly_expressed	CATSPER1|117144	5.1639
CATSPER2P1|440278	16.5309	CATSPER2P1|440278	17.8642
CATSPER2|117155	21.1467	CATSPER2|117155	29.83
CATSPER3|347732	22.3535	CATSPER3|347732	13.274000000000001
CATSPERB|79820	110.8377	CATSPERB|79820	98.4006
CATSPERG|57828	81.3053	CATSPERG|57828	71.1468
CAT|847	2518.2755	CAT|847	1782.6867
CAV1|857	4233.3424	CAV1|857	1052.8581
CAV2|858	1312.9159	CAV2|858	480.5279
CBARA1|10367	1224.3187	CBARA1|10367	1065.4809
CBFA2T2|9139	891.0765	CBFA2T2|9139	1256.8314
CBFA2T3|863	370.7957	CBFA2T3|863	382.70099999999996
CBFB|865	754.3524	CBFB|865	838.557
CBLB|868	405.0679	CBLB|868	474.7902
CBLC|23624	404.7033	CBLC|23624	332.7835
CBLL1|79872	685.4434	CBLL1|79872	727.2466
CBLN1|869	9.1149	CBLN1|869	10.6146
CBLN2|147381	3416.6439	CBLN2|147381	2839.2742
CBLN3|643866	76.9301	CBLN3|643866	102.417
