gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
DCN|1634	2031.031	DCN|1634	47773.6724
DCP1A|55802	1001.5015	DCP1A|55802	1493.4832
DCP1B|196513	479.98	DCP1B|196513	276.4611
DCP2|167227	603.1031	DCP2|167227	661.8762
DCPS|28960	295.2953	DCPS|28960	181.9604
DCST2|127579	35.5355	DCST2|127579	8.152999999999999
DCTD|1635	2889.3894	DCTD|1635	1308.9287
DCTN1|1639	2165.025	DCTN1|1639	4021.1052
DCTN2|10540	2320.3203	DCTN2|10540	2313.6018
DCTN3|11258	1083.5836	DCTN3|11258	781.9478
DCTN4|51164	1810.8108	DCTN4|51164	2642.3163
DCTN5|84516	1638.6386	DCTN5|84516	1155.1332
DCTN6|10671	667.1672	DCTN6|10671	1035.0616
DCTPP1|79077	506.5065	DCTPP1|79077	302.032
DCT|1638	8.5085	DCT|1638	10.7471
DCUN1D1|54165	734.2342	DCUN1D1|54165	626.67
DCUN1D2|55208	239.7397	DCUN1D2|55208	226.4313
DCUN1D3|123879	238.7387	DCUN1D3|123879	855.3248
DCUN1D4|23142	1138.6386	DCUN1D4|23142	1361.182
DCUN1D5|84259	466.967	DCUN1D5|84259	389.8621
DCXR|51181	492.99300000000005	DCXR|51181	1185.5217
DCX|1641	57.0571	DCX|1641	21.8649
DDA1|79016	823.8238	DDA1|79016	441.7449
DDAH1|23576	1081.0811	DDAH1|23576	482.5099
DDAH2|23564	1673.1732	DDAH2|23564	2108.2942
DDB1|1642	3297.7978	DDB1|1642	6301.1648
DDB2|1643	146.1461	DDB2|1643	223.8372
DDHD1|80821	151.6517	DDHD1|80821	920.1783
DDHD2|23259	1239.2392	DDHD2|23259	3445.7584
DDI2|84301	42.8829	DDI2|84301	301.5094
DDIT3|1649	279.0741	DDIT3|1649	511.2085
DDIT4L|115265	78.0781	DDIT4L|115265	247.1844
DDIT4|54541	762.2623	DDIT4|54541	525.1279
DDN|23109	11.011	lowly_expressed	lowly_expressed
DDOST|1650	9106.6066	DDOST|1650	2618.2279
DDO|8528	11.011	DDO|8528	60.777
DDR1|780	8116.1161	DDR1|780	785.6537
DDR2|4921	259.2593	DDR2|4921	4257.7241
DDRGK1|65992	558.5586	DDRGK1|65992	554.4047
DDTL|100037417	176.0761	DDTL|100037417	105.0515
DDT|1652	730.2002	DDT|1652	850.0328
DDX10|1662	432.9329	DDX10|1662	522.1632
DDX11L2|84771	41.041000000000004	DDX11L2|84771	51.1416
DDX11|1663	559.0591	DDX11|1663	329.8263
DDX12|440081	57.5576	DDX12|440081	34.0944
DDX17|10521	19630.6306	DDX17|10521	6639.8853
DDX18|8886	2599.5996	DDX18|8886	1797.7387
DDX19A|55308	790.7908	DDX19A|55308	1330.2636
DDX19B|11269	580.5806	DDX19B|11269	1004.8103
DDX1|1653	3687.1872	DDX1|1653	4066.1283
DDX20|11218	410.4104	DDX20|11218	363.9207
DDX21|9188	1097.0971	DDX21|9188	1663.9552
DDX23|9416	1600.1001	DDX23|9416	1968.2107
DDX24|57062	1356.8569	DDX24|57062	4150.2526
DDX26B|203522	526.5265	DDX26B|203522	126.3717
DDX27|55661	1076.5766	DDX27|55661	815.301
DDX28|55794	345.8458	DDX28|55794	161.5778
DDX31|64794	392.3924	DDX31|64794	158.9837
DDX39|10212	819.8198	DDX39|10212	282.02
DDX3X|1654	6185.6857	DDX3X|1654	14725.818000000001
DDX41|51428	495.4955	DDX41|51428	721.9119999999999
DDX42|11325	1615.1151	DDX42|11325	4383.7251
lowly_expressed	lowly_expressed	DDX43|55510	14.0825
DDX46|9879	731.7317	DDX46|9879	1355.6232
DDX47|51202	1606.1061	DDX47|51202	942.4138
DDX49|54555	741.7417	DDX49|54555	486.5864
DDX50|79009	455.95599999999996	DDX50|79009	1188.4865
DDX51|317781	328.8288	DDX51|317781	331.3087
DDX52|11056	324.3243	DDX52|11056	554.0341
DDX54|79039	580.7107	DDX54|79039	810.4129
DDX55|57696	458.4585	DDX55|57696	369.10900000000004
DDX56|54606	1483.4835	DDX56|54606	898.684
DDX58|23586	450.95099999999996	DDX58|23586	539.9516
DDX59|83479	912.9129	DDX59|83479	502.5219
DDX5|1655	6786.2863	DDX5|1655	13092.2513
DDX60L|91351	505.5055	DDX60L|91351	359.4736
DDX60|55601	451.952	DDX60|55601	627.7818
DDX6|1656	7758.7588	DDX6|1656	4110.5993
DEAF1|10522	688.1882	DEAF1|10522	334.644
DECR1|1666	1682.1822	DECR1|1666	4646.4744
DECR2|26063	279.2793	DECR2|26063	274.2376
DEDD2|162989	495.996	DEDD2|162989	313.8909
DEDD|9191	1537.1722	DEDD|9191	1153.2062
DEF6|50619	148.1481	DEF6|50619	36.6885
DEF8|54849	1228.7287	DEF8|54849	747.8533
lowly_expressed	lowly_expressed	DEFA1B|728358	5.1883
lowly_expressed	lowly_expressed	DEFB132|400830	353.1736
DEFB1|1672	25.025	lowly_expressed	lowly_expressed
DEGS1|8560	9372.8729	DEGS1|8560	2329.1667
DEGS2|123099	16.016	DEGS2|123099	5.1883
DEK|7913	2445.9459	DEK|7913	2243.9306
DEM1|64789	92.0921	DEM1|64789	74.1183
DENND1A|57706	419.9199	DENND1A|57706	488.4394
DENND1B|163486	179.6797	DENND1B|163486	94.8714
DENND1C|79958	36.5365	DENND1C|79958	12.2295
DENND2A|27147	28.5285	DENND2A|27147	801.5891
DENND2C|163259	24.014	DENND2C|163259	87.945
DENND2D|79961	378.8789	DENND2D|79961	491.0335
DENND3|22898	312.8128	DENND3|22898	422.1036
DENND4A|10260	418.4184	DENND4A|10260	638.1583
DENND4B|9909	732.7327	DENND4B|9909	744.5032
DENND4C|55667	1416.9169	DENND4C|55667	2462.5795
DENND5A|23258	1090.5906	DENND5A|23258	4263.2829
DENND5B|160518	83.0831	DENND5B|160518	1149.2038
DENR|8562	1883.3834	DENR|8562	1459.7593
DEPDC1B|55789	48.5485	DEPDC1B|55789	5.9295
DEPDC1|55635	107.6076	DEPDC1|55635	11.8589
DEPDC4|120863	9.5095	lowly_expressed	lowly_expressed
DEPDC5|9681	242.2422	DEPDC5|9681	233.4726
DEPDC6|64798	928.4284	DEPDC6|64798	245.3315
DEPDC7|91614	53.5536	DEPDC7|91614	20.7531
DERA|51071	449.4494	DERA|51071	512.5278
DERL1|79139	2442.9429	DERL1|79139	3873.4208
DERL2|51009	659.6597	DERL2|51009	647.0525
DERL3|91319	35.035	DERL3|91319	5.1883
lowly_expressed	lowly_expressed	DES|1674	1868.8922
DET1|55070	186.6867	DET1|55070	201.2311
DEXI|28955	578.5786	DEXI|28955	453.9744
DFFA|1676	298.2983	DFFA|1676	503.6336
DFFB|1677	174.1742	DFFB|1677	62.2593
DFNA5|1687	266.2663	DFNA5|1687	140.8247
DFNB31|25861	112.1121	DFNB31|25861	77.4536
DFNB59|494513	53.5536	DFNB59|494513	40.765
DGAT1|8694	1505.9059	DGAT1|8694	3892.9955
DGAT2|84649	1394.8949	DGAT2|84649	55142.5109
DGCR11|25786	45.045	DGCR11|25786	22.6061
DGCR14|8220	333.8338	DGCR14|8220	267.1964
DGCR2|9993	2017.5175	DGCR2|9993	1788.8445
DGCR5|26220	49.049	lowly_expressed	lowly_expressed
DGCR6L|85359	329.8298	DGCR6L|85359	400.2387
DGCR6|8214	277.2773	DGCR6|8214	269.7905
DGCR8|54487	586.5866	DGCR8|54487	509.1925
DGKA|1606	132.6326	DGKA|1606	147.4954
lowly_expressed	lowly_expressed	DGKB|1607	6.6706
DGKD|8527	274.7748	DGKD|8527	643.7172
DGKE|8526	131.6316	DGKE|8526	243.1079
DGKG|1608	23.023000000000003	DGKG|1608	22.6061
DGKH|160851	30.5305	DGKH|160851	40.3945
lowly_expressed	lowly_expressed	DGKI|9162	42.9886
DGKQ|1609	78.5786	DGKQ|1609	194.5605
DGKZ|8525	383.8839	DGKZ|8525	588.1285
DGUOK|1716	1985.4855	DGUOK|1716	439.5213
DHCR24|1718	3021.5215	DHCR24|1718	5109.343
DHCR7|1717	21065.0651	DHCR7|1717	1067.6737
DHDDS|79947	1035.035	DHDDS|79947	3664.0367
lowly_expressed	lowly_expressed	DHDPSL|112817	169.7012
DHFRL1|200895	384.8849	DHFRL1|200895	242.3667
DHFR|1719	117.6176	DHFR|1719	758.7932
lowly_expressed	lowly_expressed	DHH|50846	6.6706
DHODH|1723	87.5876	DHODH|1723	217.5371
DHPS|1725	593.5936	DHPS|1725	576.2251
DHRS11|79154	136.6366	DHRS11|79154	1132.8978
DHRS12|79758	344.8448	DHRS12|79758	493.9983
DHRS13|147015	61.001000000000005	DHRS13|147015	24.2589
DHRS1|115817	271.7718	DHRS1|115817	406.9093
DHRS3|9249	2548.5485	DHRS3|9249	4542.7088
lowly_expressed	lowly_expressed	DHRS4L1|728635	15.1942
DHRS4L2|317749	122.4875	DHRS4L2|317749	437.3719
DHRS4|10901	207.2573	DHRS4|10901	856.9258
DHRS7B|25979	482.4825	DHRS7B|25979	691.1529
DHRS7|51635	3536.0359999999996	DHRS7|51635	1020.6086
lowly_expressed	lowly_expressed	DHRS9|10170	36.6885
DHRSX|207063	376.8769	DHRSX|207063	397.6445
DHTKD1|55526	1294.7948	DHTKD1|55526	1401.2059
DHX15|1665	1769.7698	DHX15|1665	2097.1765
DHX16|8449	475.976	DHX16|8449	837.5365
DHX29|54505	659.6597	DHX29|54505	1400.4647
DHX30|22907	744.2442	DHX30|22907	1195.1571
DHX32|55760	773.6036	DHX32|55760	741.3421
DHX33|56919	155.6557	DHX33|56919	281.2788
DHX34|9704	350.8509	DHX34|9704	130.8187
DHX35|60625	313.8138	DHX35|60625	250.5198
DHX36|170506	759.2593	DHX36|170506	1073.2326
DHX37|57647	191.6917	DHX37|57647	278.3141
DHX38|9785	578.5786	DHX38|9785	1204.4219
DHX40P1|653645	23.023000000000003	DHX40P1|653645	64.8535
DHX40|79665	880.3804	DHX40|79665	1645.7962
DHX57|90957	615.1151	DHX57|90957	574.0459999999999
DHX58|79132	60.5606	DHX58|79132	217.1665
DHX8|1659	523.5235	DHX8|1659	920.5489
DHX9|1660	3393.8939	DHX9|1660	3808.5673
DIABLO|56616	1006.0060000000001	DIABLO|56616	521.8593
DIAPH1|1729	1219.2192	DIAPH1|1729	1070.2678
DIAPH2|1730	349.8498	DIAPH2|1730	901.6488
DIAPH3|81624	74.0741	DIAPH3|81624	12.6001
DICER1|23405	818.8188	DICER1|23405	2419.9615
DIDO1|11083	2963.4635	DIDO1|11083	1451.2357
DIMT1L|27292	675.6757	DIMT1L|27292	438.039
DIO2|1734	71.5716	DIO2|1734	92.2772
lowly_expressed	lowly_expressed	DIO3|1735	22.9767
DIP2A|23181	1567.5676	DIP2A|23181	716.7237
DIP2B|57609	1921.4214	DIP2B|57609	1035.0616
DIP2C|22982	732.2322	DIP2C|22982	2804.2648
DIRAS1|148252	560.5606	DIRAS1|148252	103.395
DIRAS2|54769	54.0541	lowly_expressed	lowly_expressed
DIRAS3|9077	51.5516	DIRAS3|9077	17.0472
DIRC2|84925	657.3173	DIRC2|84925	499.9092
DIRC3|729582	10.5105	DIRC3|729582	82.2713
DIS3L2|129563	371.8719	DIS3L2|129563	330.1969
DIS3L|115752	636.1361	DIS3L|115752	1307.0757
DIS3|22894	2096.3163	DIS3|22894	1653.7046
DISC1|27185	802.7978	DISC1|27185	111.0514
DISP1|84976	290.2903	DISP1|84976	241.255
DISP2|85455	11.011	DISP2|85455	22.9767
DIXDC1|85458	121.6216	DIXDC1|85458	2631.5692
DKC1|1736	1959.96	DKC1|1736	757.8593
DKFZP586I1420|222161	254.7548	DKFZP586I1420|222161	172.325
DKFZP686I15217|401232	164.6647	DKFZP686I15217|401232	30.3885
DKFZp434J0226|93429	74.0741	lowly_expressed	lowly_expressed
DKFZp686O24166|374383	28.028000000000002	DKFZp686O24166|374383	9.2648
DKFZp761E198|91056	95.0951	DKFZp761E198|91056	587.3873
lowly_expressed	lowly_expressed	DKFZp779M0652|374387	17.4178
DKK2|27123	55.0551	DKK2|27123	211.6077
DKK3|27122	183.6837	DKK3|27122	572.193
DKKL1|27120	23.023000000000003	lowly_expressed	lowly_expressed
DLAT|1737	578.8238	DLAT|1737	2461.4678
DLC1|10395	334.3343	DLC1|10395	11311.9304
DLD|1738	2635.6356	DLD|1738	5161.2258
DLEC1|9940	14.014000000000001	DLEC1|9940	18.159000000000002
DLEU1|10301	211.2112	DLEU1|10301	61.8888
lowly_expressed	lowly_expressed	DLEU2L|79469	5.9295
DLEU2|8847	11.011	DLEU2|8847	18.7667
DLG1|1739	1771.2713	DLG1|1739	2897.6538
DLG2|1740	129.6296	lowly_expressed	lowly_expressed
DLG3|1741	1418.9189	DLG3|1741	159.3543
DLG4|1742	96.5966	DLG4|1742	146.7986
DLG5|9231	625.1251	DLG5|9231	1732.5146
DLGAP1|9229	190.04	DLGAP1|9229	5.9295
lowly_expressed	lowly_expressed	DLGAP2|9228	15.9354
DLGAP4|22839	3869.3694	DLGAP4|22839	1497.5597
DLGAP5|9787	138.6386	lowly_expressed	lowly_expressed
DLL1|28514	23.023000000000003	DLL1|28514	126.7422
DLL3|10683	89.5896	lowly_expressed	lowly_expressed
DLL4|54567	192.1922	DLL4|54567	511.0455
DLST|1743	920.4204	DLST|1743	5117.1254
DLX3|1747	90.0901	lowly_expressed	lowly_expressed
DLX4|1748	22.022	DLX4|1748	9.6354
DLX5|1749	8.5085	DLX5|1749	8.152999999999999
DMAP1|55929	334.8348	DMAP1|55929	475.8393
DMBT1|1755	8.008	lowly_expressed	lowly_expressed
DMC1|11144	33.033	DMC1|11144	20.7531
DMD|1756	2704.2042	DMD|1756	3687.0134
DMGDH|29958	16.016	DMGDH|29958	775.6477
DMKN|93099	13.5135	DMKN|93099	12.6001
DMPK|1760	106.1061	DMPK|1760	529.2045
DMRT2|10655	19.5195	DMRT2|10655	690.7823
DMRT3|58524	16.5165	DMRT3|58524	88.9419
lowly_expressed	lowly_expressed	DMRTA1|63951	100.4303
DMRTC1B|728656	12.012	lowly_expressed	lowly_expressed
DMTF1|9988	2716.2863	DMTF1|9988	790.4714
DMWD|1762	331.3313	DMWD|1762	335.3852
DMXL1|1657	644.1441	DMXL1|1657	1998.5992
DMXL2|23312	654.6547	DMXL2|23312	805.6656
DNA2|1763	40.04	DNA2|1763	65.2241
DNAH10|196385	8.008	DNAH10|196385	10.7471
DNAH11|8701	338.5936	lowly_expressed	lowly_expressed
DNAH12|201625	24.024	lowly_expressed	lowly_expressed
DNAH14|127602	220.7207	DNAH14|127602	17.4178
DNAH17|8632	7.007000000000001	DNAH17|8632	59.2946
DNAH1|25981	151.6517	DNAH1|25981	288.6907
DNAH2|146754	90.0901	DNAH2|146754	18.159000000000002
DNAH3|55567	21.021	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DNAH5|1767	5.1883
DNAH6|1768	39.039	DNAH6|1768	9.6354
DNAH7|56171	17.017	DNAH7|56171	5.1883
lowly_expressed	lowly_expressed	DNAH9|1770	132.3011
DNAJA1|3301	3703.2032	DNAJA1|3301	5190.5025
DNAJA2|10294	2715.2152	DNAJA2|10294	2829.8356
DNAJA3|9093	865.3654	DNAJA3|9093	1033.2087
DNAJA4|55466	1760.7608	DNAJA4|55466	1685.0789
DNAJB11|51726	1787.2873	DNAJB11|51726	731.9179
DNAJB12|54788	750.2503	DNAJB12|54788	1202.1983
DNAJB13|374407	6.006	lowly_expressed	lowly_expressed
DNAJB14|79982	219.7197	DNAJB14|79982	482.1393
DNAJB1|3337	4826.3263	DNAJB1|3337	35257.6907
DNAJB2|3300	1044.0439999999999	DNAJB2|3300	1766.9796
DNAJB4|11080	346.3463	DNAJB4|11080	2999.937
DNAJB5|25822	81.5816	DNAJB5|25822	197.1546
DNAJB6|10049	4611.6116	DNAJB6|10049	1980.8108
DNAJB7|150353	11.3363	lowly_expressed	lowly_expressed
DNAJB9|4189	968.9689999999999	DNAJB9|4189	1112.5152
DNAJC10|54431	3011.5115	DNAJC10|54431	1530.5423
DNAJC11|55735	1110.2202	DNAJC11|55735	1157.405
DNAJC12|56521	169.1692	DNAJC12|56521	15.5648
DNAJC13|23317	1091.0911	DNAJC13|23317	2123.859
DNAJC14|85406	1152.2673	DNAJC14|85406	856.1142
DNAJC15|29103	1960.4605	DNAJC15|29103	1182.557
DNAJC16|23341	1285.2853	DNAJC16|23341	721.9119999999999
DNAJC17|55192	137.6376	DNAJC17|55192	185.2957
DNAJC18|202052	61.0611	DNAJC18|202052	215.3136
DNAJC19|131118	826.8268	DNAJC19|131118	519.1985
DNAJC1|64215	970.971	DNAJC1|64215	603.6933
DNAJC21|134218	1083.0831	DNAJC21|134218	1429.3708
DNAJC22|79962	14.5145	lowly_expressed	lowly_expressed
DNAJC24|120526	521.9069	DNAJC24|120526	521.133
DNAJC25|548645	583.5836	DNAJC25|548645	355.3971
DNAJC27|51277	170.1702	DNAJC27|51277	301.2908
DNAJC28|54943	51.5516	DNAJC28|54943	54.1063
DNAJC2|27000	1422.3373	DNAJC2|27000	496.5479
DNAJC30|84277	503.5035	DNAJC30|84277	439.1508
DNAJC3|5611	3053.0531	DNAJC3|5611	2122.0061
DNAJC4|3338	652.007	DNAJC4|3338	300.4014
DNAJC5|80331	2497.998	DNAJC5|80331	1609.4782
DNAJC6|9829	11.5115	DNAJC6|9829	34.8356
DNAJC7|7266	856.8919	DNAJC7|7266	1496.1625
DNAJC8|22826	2396.3964	DNAJC8|22826	2386.2377
DNAJC9|23234	505.005	DNAJC9|23234	281.6494
DNAL1|83544	257.2573	DNAL1|83544	615.9228
DNAL4|10126	1272.2723	DNAL4|10126	290.9142
DNALI1|7802	8.008	DNALI1|7802	148.9777
DNASE1L1|1774	211.9069	DNASE1L1|1774	317.2855
lowly_expressed	lowly_expressed	DNASE1L3|1776	191.5957
DNASE1|1773	49.049	DNASE1|1773	61.5182
DNASE2B|58511	64.5646	lowly_expressed	lowly_expressed
DNASE2|1777	1442.4424	DNASE2|1777	898.3134
DND1|373863	17.2322	DND1|373863	25.6857
DNER|92737	1077.5776	DNER|92737	31.5003
DNHD1|144132	53.0531	DNHD1|144132	174.5485
DNLZ|728489	59.0591	DNLZ|728489	48.9181
DNM1L|10059	2435.4354	DNM1L|10059	1865.1863
DNM1P35|100128285	45.5455	DNM1P35|100128285	16.6766
DNM1|1759	100.1001	lowly_expressed	lowly_expressed
DNM2|1785	986.5115	DNM2|1785	1684.5934
DNM3|26052	39.5395	DNM3|26052	123.7775
DNMBP|23268	152.6527	DNMBP|23268	669.3621
DNMT1|1786	439.4394	DNMT1|1786	496.963
DNMT3A|1788	512.5125	DNMT3A|1788	230.8784
DNMT3B|1789	118.1181	DNMT3B|1789	32.2414
DNPEP|23549	986.987	DNPEP|23549	1032.4675
DNTTIP1|116092	727.7277	DNTTIP1|116092	275.72
DNTTIP2|30836	1172.1722	DNTTIP2|30836	1621.3372
lowly_expressed	lowly_expressed	DOC2B|8447	46.3239
DOCK10|55619	84.0841	DOCK10|55619	209.3841
DOCK11|139818	88.0881	DOCK11|139818	6806.6514
DOCK1|1793	947.9479	DOCK1|1793	2610.4455
DOCK2|1794	64.5646	DOCK2|1794	103.395
DOCK3|1795	19.019000000000002	DOCK3|1795	14.4531
DOCK4|9732	227.2272	DOCK4|9732	575.1578
DOCK5|80005	519.5195	DOCK5|80005	84.8654
DOCK6|57572	264.2643	DOCK6|57572	1756.9736
DOCK7|85440	873.3734	DOCK7|85440	1662.1022
DOCK8|81704	210.2102	DOCK8|81704	1177.6948
DOCK9|23348	1878.8789	DOCK9|23348	1900.0219
DOHH|83475	33.033	DOHH|83475	53.7357
DOK1|1796	15.5155	DOK1|1796	738.9592
DOK2|9046	10.5105	DOK2|9046	60.4064
DOK3|79930	41.5415	DOK3|79930	14.4531
DOK4|55715	401.9019	DOK4|55715	207.5312
DOK5|55816	115.1151	DOK5|55816	61.8888
DOK6|220164	16.5165	DOK6|220164	37.8003
DOLK|22845	393.3934	DOLK|22845	336.4969
DOLPP1|57171	319.3193	DOLPP1|57171	280.5377
DOM3Z|1797	602.5375	DOM3Z|1797	125.8491
DONSON|29980	429.4645	DONSON|29980	124.2741
DOPEY1|23033	921.6016	DOPEY1|23033	872.0348
DOPEY2|9980	1174.6747	DOPEY2|9980	478.4334
DOT1L|84444	288.2883	DOT1L|84444	241.5959
DPAGT1|1798	1465.4655	DPAGT1|1798	598.8756
DPCD|25911	375.5405	DPCD|25911	104.2918
DPEP2|64174	9.5095	DPEP2|64174	37.4297
DPF2|5977	853.3534	DPF2|5977	1057.6677
DPF3|8110	59.5596	DPF3|8110	23.3473
DPH1|1801	453.4635	DPH1|1801	456.2165
DPH2|1802	252.7528	DPH2|1802	224.5784
DPH3B|100132911	31.031	DPH3B|100132911	24.8296
DPH3|285381	924.4244	DPH3|285381	935.002
DPH5|51611	400.9159	DPH5|51611	392.3414
DPM1|8813	867.8679	DPM1|8813	583.6814
DPM2|8818	679.1792	DPM2|8818	388.0091
DPM3|54344	767.2673	DPM3|54344	197.1546
DPP3|10072	438.4384	DPP3|10072	461.7568
DPP4|1803	33.033	DPP4|1803	614.8111
lowly_expressed	lowly_expressed	DPP6|1804	37.8003
DPP7|29952	2201.2012	DPP7|29952	1005.4143
DPP8|54878	325.8258	DPP8|54878	959.8316
DPP9|91039	458.4585	DPP9|91039	654.8349
DPT|1805	297.2973	DPT|1805	11433.1138
DPY19L1|23333	444.4444	DPY19L1|23333	520.3103
DPY19L2P2|349152	5.5055	DPY19L2P2|349152	11.4883
DPY19L2P4|442523	9.009	lowly_expressed	lowly_expressed
DPY19L2|283417	52.5526	DPY19L2|283417	97.8361
DPY19L3|147991	532.5325	DPY19L3|147991	285.7259
DPY19L4|286148	669.6697	DPY19L4|286148	1013.9379
DPY30|84661	1251.4114	DPY30|84661	457.0133
DPYD|1806	60.5606	DPYD|1806	1130.3036
DPYSL2|1808	7758.7588	DPYSL2|1808	4307.0127
DPYSL3|1809	1659.1592	DPYSL3|1809	3439.0878
DPYS|1807	57.0571	lowly_expressed	lowly_expressed
DR1|1810	793.7938	DR1|1810	1114.3682
DRAM1|55332	229.7297	DRAM1|55332	395.421
DRAM2|128338	1433.9339	DRAM2|128338	2386.9789
DRAP1|10589	390.8909	DRAP1|10589	782.6889
lowly_expressed	lowly_expressed	DRD1|1812	22.6061
DRG1|4733	2337.3373	DRG1|4733	1880.7511
DRG2|1819	264.2643	DRG2|1819	589.6108
lowly_expressed	lowly_expressed	DRP2|1821	9.2648
DSC1|1823	31.6517	lowly_expressed	lowly_expressed
DSC2|1824	13321.3213	DSC2|1824	758.2299
DSC3|1825	132.6326	DSC3|1825	6.6706
lowly_expressed	lowly_expressed	DSCAML1|57453	12.6001
DSCC1|79075	122.1221	DSCC1|79075	93.389
DSCR3|10311	829.3293	DSCR3|10311	1293.7344
DSEL|92126	81.5816	DSEL|92126	1261.493
DSE|29940	253.7738	DSE|29940	1599.35
DSG1|1828	17229.7297	DSG1|1828	414.6917
DSG2|1829	13956.6567	DSG2|1829	2962.8593
DSG3|1830	16.5165	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DSG4|147409	5.9295
DSN1|79980	710.7107	DSN1|79980	279.0553
DSP|1832	11906.4064	DSP|1832	690.4117
DSTN|11034	13386.3864	DSTN|11034	6619.1321
DSTYK|25778	1214.2142	DSTYK|25778	936.1138
DST|667	5581.5816	DST|667	7906.9371
DTD1|92675	841.3413	DTD1|92675	378.0032
DTL|51514	308.3083	DTL|51514	22.6061
DTNA|1837	2005.005	DTNA|1837	627.0406
DTNBP1|84062	200.2002	DTNBP1|84062	249.408
DTNB|1838	1803.8038	DTNB|1838	137.86
DTWD1|56986	833.3333	DTWD1|56986	692.6352
DTWD2|285605	119.6196	DTWD2|285605	259.0434
DTX1|1840	56.0561	DTX1|1840	2145.7239
DTX2|113878	178.1782	DTX2|113878	171.9544
DTX3L|151636	874.3744	DTX3L|151636	890.153
DTX3|196403	898.3984	DTX3|196403	147.1248
DTX4|23220	87.0871	DTX4|23220	880.8956
DTYMK|1841	252.2523	DTYMK|1841	179.7368
DULLARD|23399	1564.5646	DULLARD|23399	1923.7397
DUOX1|53905	492.4925	DUOX1|53905	52.623999999999995
DUOX2|50506	96.5966	lowly_expressed	lowly_expressed
DUOXA1|90527	114.4995	DUOXA1|90527	7.0412
DUOXA2|405753	7.6226	lowly_expressed	lowly_expressed
DUS1L|64118	651.6517	DUS1L|64118	829.3834
DUS2L|54920	103.1031	DUS2L|54920	177.5133
DUS3L|56931	100.1001	DUS3L|56931	123.7775
DUS4L|11062	357.3574	DUS4L|11062	125.3081
DUSP10|11221	341.3413	DUSP10|11221	403.574
DUSP11|8446	783.7838	DUSP11|8446	402.4622
DUSP12|11266	223.7237	DUSP12|11266	209.7547
DUSP14|11072	500.5005	DUSP14|11072	1892.61
DUSP16|80824	1318.3183	DUSP16|80824	968.7258
DUSP18|150290	178.6787	DUSP18|150290	104.1139
DUSP19|142679	357.3574	DUSP19|142679	128.2246
DUSP1|1843	850.3504	DUSP1|1843	21786.3244
DUSP22|56940	1313.8138	DUSP22|56940	1434.5591
DUSP23|54935	709.2092	DUSP23|54935	249.408
DUSP28|285193	149.6496	DUSP28|285193	52.623999999999995
DUSP2|1844	312.3123	DUSP2|1844	99.6891
DUSP3|1845	831.8318	DUSP3|1845	2557.8215
DUSP4|1846	641.6416	DUSP4|1846	362.8089
DUSP5|1847	191.6917	DUSP5|1847	734.1415
DUSP6|1848	5483.4835	DUSP6|1848	4310.348
DUSP7|1849	922.9229	DUSP7|1849	420.9918
DUSP8|1850	724.7247	DUSP8|1850	384.3032
DUSP9|1852	12.012	lowly_expressed	lowly_expressed
DUT|1854	737.5325	DUT|1854	669.6734
DVL1|1855	586.0861	DVL1|1855	690.7823
DVL2|1856	276.2763	DVL2|1856	482.5099
DVL3|1857	3401.9019	DVL3|1857	1611.7018
DYM|54808	1256.2563	DYM|54808	861.9955
DYNC1H1|1778	4548.5485	DYNC1H1|1778	12101.29
DYNC1I1|1780	1103.1031	DYNC1I1|1780	66.7064
DYNC1I2|1781	1987.4875	DYNC1I2|1781	2383.2729999999997
DYNC1LI1|51143	1589.5896	DYNC1LI1|51143	766.0123
DYNC1LI2|1783	4937.9379	DYNC1LI2|1783	5710.8127
DYNC2H1|79659	252.7528	DYNC2H1|79659	1146.2391
DYNC2LI1|51626	426.4264	DYNC2LI1|51626	383.9326
DYNLL1|8655	6796.2963	DYNLL1|8655	3980.8923
DYNLL2|140735	804.3043	DYNLL2|140735	1823.3095
DYNLRB1|83658	7154.1542	DYNLRB1|83658	1758.4560000000001
DYNLT1|6993	2718.7187	DYNLT1|6993	788.2478
DYNLT3|6990	1131.6316	DYNLT3|6990	821.6010000000001
DYRK1A|1859	3791.2913	DYRK1A|1859	1652.0962
DYRK1B|9149	385.3854	DYRK1B|9149	383.56199999999995
DYRK2|8445	430.4304	DYRK2|8445	373.5561
DYRK3|8444	1116.1161	DYRK3|8444	495.11
DYRK4|8798	792.7928	DYRK4|8798	199.0076
DYSF|8291	836.3363	DYSF|8291	935.002
DYX1C1|161582	99.3544	DYX1C1|161582	13.3413
DZIP1L|199221	19.5195	DZIP1L|199221	105.2479
DZIP1|22873	97.8629	DZIP1|22873	268.3156
DZIP3|9666	464.965	DZIP3|9666	650.3878
E2F1|1869	80.0801	E2F1|1869	27.7944
E2F2|1870	87.0871	E2F2|1870	6.3001
E2F3|1871	1062.5626	E2F3|1871	201.6017
E2F4|1874	830.8308	E2F4|1874	943.5256
E2F5|1875	200.5506	E2F5|1875	38.3636
E2F6|1876	562.5626	E2F6|1876	341.3146
E2F7|144455	46.5465	lowly_expressed	lowly_expressed
