gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
CUL7|9820	1049.7537	CUL7|9820	1533.9943
CUL9|23113	821.0603	CUL9|23113	917.3453
CUTA|51596	1576.6105	CUTA|51596	1842.8339
CUTC|51076	153.5315	CUTC|51076	331.98699999999997
CUX1|1523	769.1374	CUX1|1523	1109.9349
CUX2|23316	216.4261	CUX2|23316	57.0033
CUZD1|50624	26.7039	CUZD1|50624	19.1409
CWC15|51503	1063.2051	CWC15|51503	704.8046
CWC22|57703	718.6704	CWC22|57703	832.6547
CWC25|54883	265.9226	CWC25|54883	493.0782
CWC27|10283	327.0654	CWC27|10283	448.2899
CWF19L1|55280	388.6934	CWF19L1|55280	435.6678
CWF19L2|143884	220.3081	CWF19L2|143884	560.6678
lowly_expressed	lowly_expressed	CWH43|80157	8.1433
CX3CL1|6376	1434.4292	CX3CL1|6376	24166.1238
CX3CR1|1524	18.9251	CX3CR1|1524	379.88599999999997
CXADR|1525	342.1085	CXADR|1525	273.2085
CXCL10|3627	1162.1982	CXCL10|3627	347.7199
CXCL11|6373	526.5073	CXCL11|6373	101.7915
CXCL12|6387	1403.3726	CXCL12|6387	7049.6743
CXCL13|10563	1364.0665	CXCL13|10563	191.3681
CXCL14|9547	36674.5117	CXCL14|9547	3958.8762
CXCL16|58191	1085.0419	CXCL16|58191	1712.9479
CXCL17|284340	44.6439	CXCL17|284340	168.1596
CXCL1|2919	6.3084	CXCL1|2919	64.3322
CXCL2|2920	28.1451	CXCL2|2920	886.8078
lowly_expressed	lowly_expressed	CXCL3|2921	54.1531
lowly_expressed	lowly_expressed	CXCL5|6374	29.316
lowly_expressed	lowly_expressed	CXCL6|6372	10.9935
CXCL9|4283	7353.1481	CXCL9|4283	697.4756
CXCR2P1|3580	123.7414	CXCR2P1|3580	40.7166
lowly_expressed	lowly_expressed	CXCR2|3579	20.3583
CXCR3|2833	137.3286	CXCR3|2833	40.7166
CXCR4|7852	2364.6731	CXCR4|7852	2465.3909
CXCR5|643	32.0272	lowly_expressed	lowly_expressed
CXCR6|10663	196.5304	CXCR6|10663	217.4267
CXCR7|57007	285.8183	CXCR7|57007	1063.9251
CXXC1|30827	1996.8458	CXXC1|30827	990.6352
CXXC4|80319	8.7347	CXXC4|80319	13.8436
CXXC5|51523	1265.5587	CXXC5|51523	438.9251
CXorf21|80231	38.8208	CXorf21|80231	32.9805
CXorf23|256643	177.12	CXorf23|256643	247.1498
CXorf26|51260	507.0969	CXorf26|51260	423.4528
CXorf36|79742	236.80700000000002	CXorf36|79742	1772.3941
CXorf38|159013	197.0156	CXorf38|159013	167.3453
CXorf40A|91966	535.242	CXorf40A|91966	399.0228
CXorf40B|541578	766.2259	CXorf40B|541578	402.2801
CXorf42|158801	15.0431	CXorf42|158801	34.6091
lowly_expressed	lowly_expressed	CXorf49B|100132994	5.2932
CXorf50B|653687	5.3379	lowly_expressed	lowly_expressed
CXorf56|63932	247.968	CXorf56|63932	212.5407
CXorf57|55086	36.3945	CXorf57|55086	56.5961
CYB561D1|284613	293.0972	CYB561D1|284613	253.2573
CYB561D2|11068	312.5755	CYB561D2|11068	361.5635
CYB561|1534	2743.6613	CYB561|1534	2346.9055
CYB5A|1528	4273.2015	CYB5A|1528	986.9707
CYB5B|80777	903.0693	CYB5B|80777	1416.9381
CYB5D1|124637	541.3806	CYB5D1|124637	773.2085
CYB5D2|124936	211.5735	CYB5D2|124936	458.0619
CYB5R1|51706	801.6499	CYB5R1|51706	1273.6156
CYB5R2|51700	76.6711	CYB5R2|51700	241.8567
CYB5R3|1727	3636.5401	CYB5R3|1727	4352.6059
CYB5R4|51167	674.5117	CYB5R4|51167	262.215
CYB5RL|606495	105.3015	CYB5RL|606495	76.5472
CYBASC3|220002	972.9467	CYBASC3|220002	934.4463
CYBA|1535	715.2736	CYBA|1535	1047.2313
CYBB|1536	1829.431	CYBB|1536	1541.9381
CYBRD1|79901	2150.188	CYBRD1|79901	5783.3876
CYC1|1537	3225.0394	CYC1|1537	1152.2801
CYCS|54205	2964.4547	CYCS|54205	1401.4658
CYFIP1|23191	2115.7346	CYFIP1|23191	4075.3257
CYFIP2|26999	1036.5158	CYFIP2|26999	332.2476
CYGB|114757	213.0292	CYGB|114757	568.8111
CYHR1|50626	1160.7424	CYHR1|50626	683.6319
CYLD|1540	1621.7397	CYLD|1540	1224.3485
lowly_expressed	lowly_expressed	CYP11A1|1583	22.8013
lowly_expressed	lowly_expressed	CYP1A1|1543	28.5016
CYP1B1|1545	888.5115	CYP1B1|1545	1100.9772
CYP20A1|57404	603.6637	CYP20A1|57404	651.873
CYP21A2|1589	148.6304	CYP21A2|1589	170.4031
lowly_expressed	lowly_expressed	CYP24A1|1591	19.9511
CYP26A1|1592	10.6757	CYP26A1|1592	31.759
CYP26B1|56603	97.5373	CYP26B1|56603	109.9349
CYP27A1|1593	1415.5041	CYP27A1|1593	1157.9805
CYP27B1|1594	74.7301	CYP27B1|1594	26.4658
CYP27C1|339761	7.7642	CYP27C1|339761	8.5505
CYP2B7P1|1556	93.17	CYP2B7P1|1556	24.8371
CYP2C8|1558	5.3379	CYP2C8|1558	13.0293
CYP2D6|1565	11.161	CYP2D6|1565	6.5147
CYP2D7P1|1564	16.4988	CYP2D7P1|1564	11.8078
CYP2E1|1571	14.3055	CYP2E1|1571	35.855
CYP2J2|1573	221.2787	CYP2J2|1573	230.456
CYP2R1|120227	176.1495	CYP2R1|120227	238.1922
CYP2S1|29785	125.1971	CYP2S1|29785	57.4104
CYP2U1|113612	124.7119	CYP2U1|113612	367.671
CYP39A1|51302	31.0567	CYP39A1|51302	201.5472
lowly_expressed	lowly_expressed	CYP3A5|1577	5.2932
CYP46A1|10858	11.161	CYP46A1|10858	19.1368
CYP4B1|1580	1334.4656	CYP4B1|1580	167.7524
CYP4F11|57834	148.4896	CYP4F11|57834	96.4984
CYP4F12|66002	108.213	CYP4F12|66002	15.8795
lowly_expressed	lowly_expressed	CYP4F22|126410	514.658
CYP4F2|8529	5.8231	lowly_expressed	lowly_expressed
CYP4F3|4051	361.5189	lowly_expressed	lowly_expressed
CYP4F8|11283	14.5578	lowly_expressed	lowly_expressed
CYP4V2|285440	553.6819	CYP4V2|285440	890.4723
CYP4X1|260293	84.9205	CYP4X1|260293	147.3941
CYP4Z1|199974	384.3261	CYP4Z1|199974	55.3746
CYP4Z2P|163720	19.8957	CYP4Z2P|163720	18.7296
CYP51A1|1595	145.5781	CYP51A1|1595	1386.4007
CYP7B1|9420	82.009	CYP7B1|9420	182.0033
CYR61|3491	2237.0496	CYR61|3491	16761.8078
CYS1|192668	137.3286	CYS1|192668	61.4821
CYSLTR1|10800	62.5986	CYSLTR1|10800	55.7818
CYSLTR2|57105	25.7188	CYSLTR2|57105	13.0293
CYTH1|9267	723.0377	CYTH1|9267	956.0261
CYTH2|9266	1703.7486	CYTH2|9266	1865.6352
CYTH3|9265	462.9383	CYTH3|9265	1280.1303
CYTH4|27128	360.5483	CYTH4|27128	387.215
CYTIP|9595	556.1082	CYTIP|9595	482.0847
lowly_expressed	lowly_expressed	CYTL1|54360	140.4723
CYTSA|23384	2148.2470000000003	CYTSA|23384	2041.9381
CYTSB|92521	177.12	CYTSB|92521	293.5668
CYYR1|116159	187.3104	CYYR1|116159	1307.4104
D2HGDH|728294	232.9249	D2HGDH|728294	466.6124
D4S234E|27065	18.4399	D4S234E|27065	360.7492
DAAM1|23002	317.3602	DAAM1|23002	863.5993
DAAM2|23500	181.0263	DAAM2|23500	539.8819
DAB2IP|153090	1431.0324	DAB2IP|153090	3462.1336
DAB2|1601	1343.6856	DAB2|1601	2496.7427
DACH1|1602	102.8752	DACH1|1602	480.45599999999996
DACH2|117154	21.3514	DACH2|117154	5.2932
DACT1|51339	312.5076	DACT1|51339	162.4593
lowly_expressed	lowly_expressed	DACT2|168002	43.1596
DACT3|147906	51.4376	DACT3|147906	84.6906
DAD1|1603	2821.3029	DAD1|1603	1905.9446
DAG1|1605	1937.6441	DAG1|1605	4557.4104
DAGLA|747	211.0882	DAGLA|747	431.5961
DAGLB|221955	295.0382	DAGLB|221955	461.7264
DAK|26007	1041.3684	DAK|26007	817.1824
DALRD3|55152	360.8929	DALRD3|55152	779.6743
DAND5|199699	9.7052	lowly_expressed	lowly_expressed
DAP3|7818	1743.0547	DAP3|7818	1711.3192
DAPK1|1612	473.61400000000003	DAPK1|1612	469.0554
DAPK2|23604	171.7821	DAPK2|23604	495.11400000000003
DAPK3|1613	881.7178	DAPK3|1613	991.4495
DAPL1|92196	51.4376	DAPL1|92196	11.4007
DAPP1|27071	208.6619	DAPP1|27071	214.9837
DAP|1611	5417.9304	DAP|1611	3035.4235
DARC|2532	143.1518	DARC|2532	4229.2345
DARS2|55157	641.514	DARS2|55157	387.215
DARS|1615	1886.2065	DARS|1615	1934.0391
DAXX|1616	1543.1275	DAXX|1616	1482.4919
DAZAP1|26528	1736.2611	DAZAP1|26528	1298.4528
DAZAP2|9802	5773.1408	DAZAP2|9802	6174.6743
DBC1|1620	361.0336	DBC1|1620	554.5603
DBF4B|80174	171.7821	DBF4B|80174	146.1726
DBF4|10926	398.3986	DBF4|10926	126.6287
lowly_expressed	lowly_expressed	DBH|1621	7.7362
DBI|1622	3364.3091	DBI|1622	2587.1336
DBN1|1627	2067.2085	DBN1|1627	1447.8827
DBNDD1|79007	572.1218	DBNDD1|79007	219.4625
DBNDD2|55861	1520.5047	DBNDD2|55861	995.3135
DBNL|28988	2224.9181	DBNL|28988	1863.1922
DBP|1628	180.4974	DBP|1628	169.7598
DBR1|51163	471.1877	DBR1|51163	328.1759
DBT|1629	793.4005	DBT|1629	712.1336
DCAF10|79269	1455.2954	DCAF10|79269	1010.9935
DCAF11|80344	4386.6602	DCAF11|80344	2102.7321
DCAF12L2|340578	36.3945	DCAF12L2|340578	8.9577
DCAF12|25853	3057.1394	DCAF12|25853	1295.6026
DCAF13|25879	1734.0725	DCAF13|25879	665.0611
DCAF15|90379	709.4504	DCAF15|90379	513.8436
DCAF16|54876	1758.0978	DCAF16|54876	1026.0586
DCAF17|80067	436.2489	DCAF17|80067	495.9283
DCAF4L1|285429	14.0725	lowly_expressed	lowly_expressed
DCAF4|26094	185.3694	DCAF4|26094	300.0814
DCAF5|8816	892.8788	DCAF5|8816	1686.0749
DCAF6|55827	1981.3175	DCAF6|55827	1701.1401
DCAF7|10238	4091.2289	DCAF7|10238	2314.7394
DCAF8|50717	1595.1231	DCAF8|50717	2290.4397
DCAKD|79877	169.3558	DCAKD|79877	1167.7524
DCBLD1|285761	298.9688	DCBLD1|285761	131.9381
DCBLD2|131566	730.8019	DCBLD2|131566	966.6124
DCC|1630	22.322	lowly_expressed	lowly_expressed
DCDC1|341019	5.202000000000001	lowly_expressed	lowly_expressed
DCDC2|51473	65.8595	DCDC2|51473	1334.6336
lowly_expressed	lowly_expressed	DCD|117159	31.759
DCHS1|8642	832.2213	DCHS1|8642	1414.0879
DCHS2|54798	21.8367	DCHS2|54798	100.57
DCI|1632	574.5481	DCI|1632	567.5896
DCK|1633	645.3961	DCK|1633	418.9739
DCLK1|9201	653.1603	DCLK1|9201	809.4463
DCLK2|166614	109.6688	DCLK2|166614	116.0423
DCLK3|85443	8.7347	DCLK3|85443	8.9577
DCLRE1A|9937	572.6071	DCLRE1A|9937	310.6678
DCLRE1B|64858	535.7273	DCLRE1B|64858	241.4495
DCLRE1C|64421	596.3848	DCLRE1C|64421	287.0521
DCN|1634	7006.1871	DCN|1634	19473.127
DCP1A|55802	523.5958	DCP1A|55802	1050.4886
DCP1B|196513	321.2423	DCP1B|196513	380.2932
DCP2|167227	1344.6561	DCP2|167227	971.4984
DCPS|28960	313.9634	DCPS|28960	305.3746
DCST2|127579	7.7642	DCST2|127579	30.5375
DCTD|1635	701.6863	DCTD|1635	1477.6059
DCTN1|1639	3985.4422	DCTN1|1639	4186.0668
DCTN2|10540	1815.3585	DCTN2|10540	2179.9674
DCTN3|11258	998.6655	DCTN3|11258	743.8925
DCTN4|51164	2454.9315	DCTN4|51164	1819.2182
DCTN5|84516	791.9447	DCTN5|84516	1100.57
DCTN6|10671	369.7683	DCTN6|10671	548.4528
DCTPP1|79077	725.9493	DCTPP1|79077	688.9251
lowly_expressed	lowly_expressed	DCT|1638	13.4365
DCUN1D1|54165	576.0039	DCUN1D1|54165	453.1759
DCUN1D2|55208	638.6025	DCUN1D2|55208	223.127
DCUN1D3|123879	108.6983	DCUN1D3|123879	321.2541
DCUN1D4|23142	850.1759	DCUN1D4|23142	705.6189
DCUN1D5|84259	285.33299999999997	DCUN1D5|84259	326.5472
DCXR|51181	1028.7517	DCXR|51181	950.3257
DCX|1641	271.7457	DCX|1641	134.3648
DDA1|79016	811.3551	DDA1|79016	591.6124
DDAH1|23576	3331.7967	DDAH1|23576	1319.2182
DDAH2|23564	608.0311	DDAH2|23564	1772.8013
DDB1|1642	8092.1994	DDB1|1642	5283.3876
DDB2|1643	435.2784	DDB2|1643	652.2801
DDC|1644	42.7029	lowly_expressed	lowly_expressed
DDHD1|80821	626.4709	DDHD1|80821	377.8502
DDHD2|23259	581.827	DDHD2|23259	978.4202
DDI2|84301	111.4449	DDI2|84301	116.2134
DDIT3|1649	289.5402	DDIT3|1649	344.7638
DDIT4L|115265	20.3809	DDIT4L|115265	25.6515
DDIT4|54541	1657.6489	DDIT4|54541	8524.0228
DDOST|1650	8232.4396	DDOST|1650	4068.8111
DDO|8528	46.0997	DDO|8528	77.7687
DDR1|780	5376.198	DDR1|780	6592.0195
DDR2|4921	121.3151	DDR2|4921	359.1205
DDRGK1|65992	950.1395	DDRGK1|65992	872.1498
DDTL|100037417	272.6046	DDTL|100037417	159.5684
DDT|1652	949.2466	DDT|1652	437.8339
DDX10|1662	463.9088	DDX10|1662	747.557
DDX11L2|84771	31.5419	DDX11L2|84771	22.3941
DDX11|1663	959.3595	DDX11|1663	698.6971
DDX12|440081	142.6665	DDX12|440081	59.0391
DDX17|10521	9642.1206	DDX17|10521	16469.0554
DDX18|8886	2177.8479	DDX18|8886	2019.5439999999999
DDX19A|55308	633.7498	DDX19A|55308	1128.6075
DDX19B|11269	579.391	DDX19B|11269	752.895
DDX1|1653	2469.004	DDX1|1653	2107.4919
DDX20|11218	549.3146	DDX20|11218	484.9349
DDX21|9188	2911.0761	DDX21|9188	2048.8599
DDX23|9416	3752.5173	DDX23|9416	2391.6938
DDX24|57062	3070.7267	DDX24|57062	3359.9349
lowly_expressed	lowly_expressed	DDX25|29118	8.1433
DDX26B|203522	176.1495	DDX26B|203522	324.5114
DDX27|55661	2064.7822	DDX27|55661	1274.0228
DDX28|55794	231.4691	DDX28|55794	269.54400000000004
DDX31|64794	512.9201	DDX31|64794	366.8567
DDX39|10212	2284.1199	DDX39|10212	608.7134
DDX3X|1654	6102.1473	DDX3X|1654	8963.7622
DDX41|51428	1156.8604	DDX41|51428	1100.1629
DDX42|11325	3390.5132	DDX42|11325	3468.6482
lowly_expressed	lowly_expressed	DDX43|55510	21.5798
DDX46|9879	2710.1783	DDX46|9879	1391.2866
DDX47|51202	813.4999	DDX47|51202	1131.9218
DDX49|54555	1546.5243	DDX49|54555	826.5472
DDX50|79009	1308.2616	DDX50|79009	1199.9186
DDX51|317781	364.9157	DDX51|317781	619.2997
DDX52|11056	485.7455	DDX52|11056	564.7394
DDX54|79039	1682.3098	DDX54|79039	1692.8461
DDX55|57696	454.6888	DDX55|57696	416.5309
DDX56|54606	2172.0247	DDX56|54606	1279.7231
DDX58|23586	1921.6305	DDX58|23586	1046.4169
DDX59|83479	506.1264	DDX59|83479	483.7134
DDX5|1655	13755.1862	DDX5|1655	17792.7524
DDX60L|91351	281.4509	DDX60L|91351	618.8925
DDX60|55601	1007.8855	DDX60|55601	1305.3746
DDX6|1656	3621.0118	DDX6|1656	3469.8697
DEAF1|10522	281.4509	DEAF1|10522	712.1336
DECR1|1666	725.4639999999999	DECR1|1666	914.4951
DECR2|26063	162.5622	DECR2|26063	343.241
DEDD2|162989	845.8086	DEDD2|162989	407.9805
DEDD|9191	816.4164	DEDD|9191	743.4609
DEF6|50619	330.4622	DEF6|50619	537.4593
DEF8|54849	614.3394	DEF8|54849	800.0814
DEFB1|1672	6.7936	DEFB1|1672	215.798
DEGS1|8560	1249.0598	DEGS1|8560	1844.0554
DEGS2|123099	1728.4969	DEGS2|123099	269.54400000000004
DEK|7913	3553.5606	DEK|7913	2234.5277
DEM1|64789	324.6391	DEM1|64789	188.9251
DENND1A|57706	1025.3548	DENND1A|57706	783.7948
DENND1B|163486	50.4671	DENND1B|163486	104.6417
DENND1C|79958	327.0654	DENND1C|79958	209.6906
DENND2A|27147	196.5304	DENND2A|27147	168.1596
DENND2C|163259	20.8177	DENND2C|163259	52.1743
DENND2D|79961	712.362	DENND2D|79961	591.2052
DENND3|22898	403.7365	DENND3|22898	649.0228
DENND4A|10260	303.7729	DENND4A|10260	579.8046
DENND4B|9909	871.9786	DENND4B|9909	1010.9528
DENND4C|55667	1348.0529	DENND4C|55667	1774.0228
DENND5A|23258	852.1169	DENND5A|23258	1913.6808
DENND5B|160518	101.9046	DENND5B|160518	313.1107
DENR|8562	1479.0732	DENR|8562	1344.8697
DEPDC1B|55789	191.1925	DEPDC1B|55789	19.1368
DEPDC1|55635	1501.8804	DEPDC1|55635	39.9023
DEPDC4|120863	7.2789	DEPDC4|120863	8.5505
DEPDC5|9681	539.6094	DEPDC5|9681	402.6873
DEPDC6|64798	889.482	DEPDC6|64798	1609.1205
DEPDC7|91614	17.9546	DEPDC7|91614	5.7003
DERA|51071	576.4891	DERA|51071	423.0456
DERL1|79139	3472.0369	DERL1|79139	1664.4951
DERL2|51009	539.6094	DERL2|51009	530.1303
DERL3|91319	241.1743	DERL3|91319	392.101
DES|1674	29.6009	DES|1674	1819.6254
DET1|55070	206.2356	DET1|55070	235.342
DEXI|28955	287.2741	DEXI|28955	588.355
DFFA|1676	460.9972	DFFA|1676	544.3811
DFFB|1677	118.4035	DFFB|1677	122.1498
DFNA5|1687	112.5804	DFNA5|1687	258.9577
DFNB31|25861	314.9339	DFNB31|25861	378.2573
DFNB59|494513	16.0136	DFNB59|494513	42.3453
DGAT1|8694	1077.1273	DGAT1|8694	565.6637
DGAT2|84649	389.1787	DGAT2|84649	884.3648
DGCR11|25786	25.2335	DGCR11|25786	41.9381
DGCR14|8220	609.4868	DGCR14|8220	425.8958
DGCR2|9993	3362.3681	DGCR2|9993	3746.7427
DGCR5|26220	139.7549	DGCR5|26220	32.1661
DGCR6L|85359	1286.9101	DGCR6L|85359	710.9121
DGCR6|8214	622.5889	DGCR6|8214	401.87300000000005
DGCR8|54487	1143.7583	DGCR8|54487	892.1010000000001
DGCR9|25787	41.2471	lowly_expressed	lowly_expressed
DGKA|1606	324.6391	DGKA|1606	575.3257
lowly_expressed	lowly_expressed	DGKB|1607	67.1824
DGKD|8527	477.9813	DGKD|8527	773.6156
DGKE|8526	324.6391	DGKE|8526	220.68400000000003
DGKG|1608	39.7913	DGKG|1608	28.5016
DGKH|160851	52.4081	DGKH|160851	66.3681
lowly_expressed	lowly_expressed	DGKI|9162	6.5147
DGKQ|1609	226.6165	DGKQ|1609	436.0749
DGKZ|8525	1816.329	DGKZ|8525	922.6384
DGUOK|1716	760.4028	DGUOK|1716	684.4463
DHCR24|1718	11262.4045	DHCR24|1718	8350.1629
DHCR7|1717	2012.3741	DHCR7|1717	916.9381
DHDDS|79947	849.2054	DHDDS|79947	730.8632
DHDH|27294	36.8798	DHDH|27294	5.7003
lowly_expressed	lowly_expressed	DHDPSL|112817	21.987
DHFRL1|200895	166.4443	DHFRL1|200895	277.6873
DHFR|1719	1081.417	DHFR|1719	185.74099999999999
lowly_expressed	lowly_expressed	DHH|50846	28.5016
DHODH|1723	93.6552	DHODH|1723	148.6156
DHPS|1725	1201.9896	DHPS|1725	887.6221
DHRS11|79154	71.8185	DHRS11|79154	174.2671
DHRS12|79758	160.6211	DHRS12|79758	272.8013
DHRS13|147015	214.4996	DHRS13|147015	154.6946
DHRS1|115817	247.968	DHRS1|115817	571.6612
DHRS2|10202	159.6506	DHRS2|10202	15.8795
DHRS3|9249	709.4504	DHRS3|9249	1490.6352
DHRS4L1|728635	10.1905	DHRS4L1|728635	16.6938
DHRS4L2|317749	248.8317	DHRS4L2|317749	281.4862
DHRS4|10901	528.594	DHRS4|10901	554.8779
DHRS7B|25979	201.38299999999998	DHRS7B|25979	609.1205
DHRS7|51635	625.9857	DHRS7|51635	1265.0651
DHRS9|10170	24.263	DHRS9|10170	26.0586
DHRSX|207063	439.1605	DHRSX|207063	325.3257
DHTKD1|55526	1898.338	DHTKD1|55526	743.8925
DHX15|1665	2469.4893	DHX15|1665	2975.57
DHX16|8449	905.4956	DHX16|8449	933.2248
DHX29|54505	478.4666	DHX29|54505	1015.4723
DHX30|22907	2437.9473	DHX30|22907	2032.1661
DHX32|55760	454.8926	DHX32|55760	954.7883
DHX33|56919	288.2446	DHX33|56919	499.1857
DHX34|9704	969.0647	DHX34|9704	594.8697
DHX35|60625	281.9362	DHX35|60625	320.4397
DHX36|170506	1368.4338	DHX36|170506	1089.5765
DHX37|57647	358.6073	DHX37|57647	579.8046
DHX38|9785	799.2236	DHX38|9785	1452.7687
DHX40|79665	1706.6602	DHX40|79665	1405.9446
DHX57|90957	538.6388	DHX57|90957	627.443
DHX58|79132	308.6255	DHX58|79132	573.6971
DHX8|1659	863.2779	DHX8|1659	1362.785
DHX9|1660	5884.7507	DHX9|1660	4483.3062
DIABLO|56616	768.196	DIABLO|56616	802.9153
DIAPH1|1729	3336.164	DIAPH1|1729	3172.2313
DIAPH2|1730	252.8206	DIAPH2|1730	283.7948
DIAPH3|81624	289.2151	DIAPH3|81624	39.0879
DICER1|23405	1591.1683	DICER1|23405	1444.6254
DIDO1|11083	2055.5623	lowly_expressed	lowly_expressed
DIMT1L|27292	208.6619	DIMT1L|27292	592.8339
DIO1|1733	26.2041	DIO1|1733	42.7524
DIO2|1734	1302.9237	DIO2|1734	720.684
DIO3|1735	26.6893	DIO3|1735	30.1303
DIP2A|23181	785.1510000000001	DIP2A|23181	811.0749
DIP2B|57609	1208.2979	DIP2B|57609	1666.9381
DIP2C|22982	495.4507	DIP2C|22982	916.1238
DIRAS1|148252	944.8016	DIRAS1|148252	198.6971
DIRAS2|54769	9.2199	DIRAS2|54769	16.6938
DIRAS3|9077	27.6598	DIRAS3|9077	174.6743
DIRC2|84925	191.5565	DIRC2|84925	283.066
DIRC3|729582	9.7052	DIRC3|729582	6.9218
DIS3L2|129563	365.4009	DIS3L2|129563	609.1205
DIS3L|115752	1020.0169999999999	DIS3L|115752	714.9837
DIS3|22894	1331.2872	DIS3|22894	1185.2891
DISC1|27185	106.272	DISC1|27185	240.3502
DISP1|84976	222.2492	DISP1|84976	280.1303
DISP2|85455	354.24	DISP2|85455	39.9023
DIXDC1|85458	339.1969	DIXDC1|85458	1193.8111
DKC1|1736	2576.2465	DKC1|1736	1341.2052
DKFZP586I1420|222161	446.4394	DKFZP586I1420|222161	354.2345
DKFZP686I15217|401232	36.8798	DKFZP686I15217|401232	70.4397
lowly_expressed	lowly_expressed	DKFZp434J0226|93429	11.8078
lowly_expressed	lowly_expressed	DKFZp566F0947|94023	5.7003
DKFZp686O24166|374383	59.687	DKFZp686O24166|374383	28.5016
DKFZp761E198|91056	315.4191	DKFZp761E198|91056	480.45599999999996
DKK1|22943	1112.7017	DKK1|22943	89.9837
DKK2|27123	45.6145	DKK2|27123	93.6482
DKK3|27122	641.0288	DKK3|27122	3548.8599
lowly_expressed	lowly_expressed	DKKL1|27120	7.329
DLAT|1737	889.9672	DLAT|1737	731.6124
DLC1|10395	480.4076	DLC1|10395	1978.013
DLD|1738	657.5276	DLD|1738	1659.2020000000002
DLEC1|9940	7.2789	DLEC1|9940	27.2801
DLEU1|10301	270.2899	DLEU1|10301	70.8469
DLEU2L|79469	16.4988	DLEU2L|79469	5.7003
DLEU2|8847	249.5839	DLEU2|8847	19.491
DLEU7|220107	6.7936	DLEU7|220107	5.7003
DLG1|1739	1316.9962	DLG1|1739	1282.1580000000001
DLG2|1740	90.2584	DLG2|1740	91.2052
DLG3|1741	2044.4013	DLG3|1741	1380.7003
DLG4|1742	211.5832	DLG4|1742	438.2044
DLG5|9231	7266.2865	DLG5|9231	5230.8632
DLGAP1|9229	61.1428	DLGAP1|9229	83.8762
lowly_expressed	lowly_expressed	DLGAP2|9228	17.101
DLGAP3|58512	383.3556	DLGAP3|58512	6.9218
DLGAP4|22839	2206.4782	DLGAP4|22839	1674.2671
DLGAP5|9787	1174.815	DLGAP5|9787	45.1954
lowly_expressed	lowly_expressed	DLK1|8788	154.316
DLK2|65989	13.102	DLK2|65989	164.9023
DLL1|28514	92.6847	DLL1|28514	260.9935
DLL4|54567	147.0338	DLL4|54567	706.0261
DLST|1743	1723.6443	DLST|1743	2210.0977
DLX1|1745	106.272	lowly_expressed	lowly_expressed
DLX2|1746	82.009	lowly_expressed	lowly_expressed
DLX3|1747	17.9546	DLX3|1747	32.1661
DLX4|1748	8.2494	DLX4|1748	6.9218
DLX5|1749	13.5873	lowly_expressed	lowly_expressed
DMAP1|55929	693.9221	DMAP1|55929	684.4463
lowly_expressed	lowly_expressed	DMBT1|1755	99.7557
DMBX1|127343	193.1336	lowly_expressed	lowly_expressed
DMC1|11144	75.2153	DMC1|11144	17.5081
DMD|1756	95.111	DMD|1756	1928.7459
DMGDH|29958	17.9546	DMGDH|29958	22.3941
DMKN|93099	149.4601	DMKN|93099	543.5668
DMPK|1760	520.1990000000001	DMPK|1760	598.127
DMRT2|10655	24.263	DMRT2|10655	6.1075
DMRT3|58524	8.7347	DMRT3|58524	13.0293
DMRTA1|63951	17.9546	DMRTA1|63951	35.0163
DMRTA2|63950	11.161	lowly_expressed	lowly_expressed
DMRTC1B|728656	20.3809	DMRTC1B|728656	30.5375
DMTF1|9988	795.5356	DMTF1|9988	1009.4096
DMWD|1762	647.8224	DMWD|1762	566.7752
DMXL1|1657	1229.1641	DMXL1|1657	1191.3681
DMXL2|23312	530.8747	DMXL2|23312	467.8339
DNA2|1763	425.5732	DNA2|1763	63.5179
DNAH10|196385	6.7936	DNAH10|196385	14.2508
DNAH11|8701	18.765	DNAH11|8701	8.7174
lowly_expressed	lowly_expressed	DNAH12|201625	7.7362
DNAH14|127602	174.2084	DNAH14|127602	92.0195
DNAH17|8632	25.7188	DNAH17|8632	40.7166
DNAH1|25981	102.8752	DNAH1|25981	212.5407
DNAH2|146754	73.7596	DNAH2|146754	144.54399999999998
lowly_expressed	lowly_expressed	DNAH3|55567	11.4007
DNAH5|1767	1499.9393	DNAH5|1767	407.9805
DNAH6|1768	21.3514	DNAH6|1768	72.8827
DNAH7|56171	115.4919	DNAH7|56171	107.4919
DNAH9|1770	33.483000000000004	DNAH9|1770	21.987
DNAI1|27019	77.6416	DNAI1|27019	24.0228
DNAJA1|3301	7621.0118	DNAJA1|3301	2760.5863
DNAJA2|10294	1071.9398	DNAJA2|10294	1503.6645
DNAJA3|9093	1086.9829	DNAJA3|9093	979.2345
DNAJA4|55466	2661.1671	DNAJA4|55466	754.4788
DNAJB11|51726	1760.0388	DNAJB11|51726	1093.241
DNAJB12|54788	2490.8407	DNAJB12|54788	1666.9381
lowly_expressed	lowly_expressed	DNAJB13|374407	6.5147
DNAJB14|79982	173.2379	DNAJB14|79982	299.6743
DNAJB1|3337	2735.8971	DNAJB1|3337	2181.1889
DNAJB2|3300	2624.2873	DNAJB2|3300	2056.5961
DNAJB4|11080	213.0292	DNAJB4|11080	658.7948
DNAJB5|25822	120.8298	DNAJB5|25822	317.9967
