gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
CHAC1|79094	96.5878	CHAC1|79094	10.5505
CHAC2|494143	57.5812	CHAC2|494143	33.4862
CHADL|150356	171.5301	CHADL|150356	44.0367
CHAD|1101	216.0844	CHAD|1101	6.422000000000001
CHAF1A|10036	443.9326	CHAF1A|10036	284.8624
CHAF1B|8208	293.4785	CHAF1B|8208	42.6606
CHCHD10|400916	579.5271	CHCHD10|400916	399.5413
CHCHD1|118487	572.7164	CHCHD1|118487	276.6055
CHCHD2|51142	4420.7515	CHCHD2|51142	2210.0917
CHCHD3|54927	816.6626	CHCHD3|54927	887.1560000000001
CHCHD4|131474	225.9908	CHCHD4|131474	333.0275
CHCHD5|84269	269.9507	CHCHD5|84269	124.7706
CHCHD6|84303	178.9352	CHCHD6|84303	84.4037
CHCHD7|79145	603.6741	CHCHD7|79145	358.7156
CHCHD8|51287	765.8921	CHCHD8|51287	414.6789
CHD1L|9557	634.6317	CHD1L|9557	595.4128
CHD1|1105	786.3242	CHD1|1105	1108.7156
CHD2|1106	1687.8107	CHD2|1106	2291.7431
CHD3|1107	2811.5732	CHD3|1107	2810.5505
CHD4|1108	5732.5941	CHD4|1108	3669.7385
CHD6|84181	1628.3721	CHD6|84181	1578.4404
CHD7|55636	590.0527	CHD7|55636	474.7706
CHD8|57680	1389.3791	CHD8|57680	1752.2936
CHD9|80205	1089.7091	CHD9|80205	2368.3486
CHDH|55349	273.6656	CHDH|55349	16.9725
CHEK1|1111	125.0689	CHEK1|1111	65.5963
CHEK2|11200	165.3138	CHEK2|11200	58.7156
CHERP|10523	1313.7124	CHERP|10523	743.4312
CHFR|55743	453.2199	CHFR|55743	431.6514
CHI3L1|1116	433.407	CHI3L1|1116	402.2936
CHI3L2|1117	46.4365	CHI3L2|1117	24.7706
CHIC1|53344	169.6479	CHIC1|53344	318.3486
CHIC2|26511	234.0398	CHIC2|26511	184.4037
CHID1|66005	1403.6196	CHID1|66005	1079.8165
CHIT1|1118	107.7326	CHIT1|1118	100.4587
CHKA|1119	465.603	CHKA|1119	251.8349
CHKB-CPT1B|386593	261.9698	CHKB-CPT1B|386593	306.2294
CHKB|1120	250.66400000000002	CHKB|1120	210.4404
CHL1|10752	149.2158	CHL1|10752	2381.1927
CHML|1122	256.3293	CHML|1122	354.5872
CHMP1A|5119	2340.3979	CHMP1A|5119	1632.5688
CHMP1B|57132	2222.1397	CHMP1B|57132	1557.7982
CHMP2A|27243	2554.0056	CHMP2A|27243	1574.3119
CHMP2B|25978	1081.6601	CHMP2B|25978	1131.1927
CHMP4A|29082	637.4922	CHMP4A|29082	1021.7385
CHMP4B|128866	3392.9578	CHMP4B|128866	2499.0826
CHMP4C|92421	341.1532	CHMP4C|92421	28.4404
CHMP5|51510	1232.9191	CHMP5|51510	1280.5688
CHMP6|79643	403.0685	CHMP6|79643	333.4862
CHMP7|91782	981.3573	CHMP7|91782	1010.5505
CHM|1121	516.9927	CHM|1121	788.0734
CHN1|1123	837.7138	CHN1|1123	211.9266
CHN2|1124	101.5411	CHN2|1124	237.1009
CHODL|140578	5.5724	CHODL|140578	10.5505
CHORDC1|26973	609.2464	CHORDC1|26973	308.2569
CHPF2|54480	2447.5113	CHPF2|54480	891.7431
CHPF|79586	6280.0676	CHPF|79586	531.1927
CHPT1|56994	2115.6454	CHPT1|56994	1541.7431
CHP|11261	3177.4926	CHP|11261	2871.5596
CHRAC1|54108	744.8409	CHRAC1|54108	581.6514
CHRDL1|91851	16.098	CHRDL1|91851	19167.8899
CHRD|8646	372.73	CHRD|8646	316.055
CHRFAM7A|89832	24.147	CHRFAM7A|89832	22.0183
CHRM1|1128	17.9554	removed	removed
CHRM3|1131	27.2427	CHRM3|1131	16.055
CHRM4|1132	8.6681	removed	removed
CHRM5|1133	9.2873	removed	removed
CHRNA10|57053	15.4788	removed	removed
CHRNA1|1134	204.9396	removed	removed
CHRNA3|1136	10.5256	removed	removed
CHRNA4|1137	7.4298	removed	removed
CHRNA5|1138	126.9263	CHRNA5|1138	26.6055
CHRNA6|8973	7.4298	removed	removed
CHRNB1|1140	123.8306	CHRNB1|1140	111.4679
CHRNB2|1141	8.049	removed	removed
CHRNB4|1143	8.049	removed	removed
CHRNE|1145	13.5656	CHRNE|1145	14.0459
CHST10|9486	194.41400000000002	CHST10|9486	156.422
CHST11|50515	324.4361	CHST11|50515	123.8532
CHST12|55501	180.1735	CHST12|55501	331.6514
CHST13|166012	15.4788	CHST13|166012	14.2202
CHST14|113189	1159.0542	CHST14|113189	464.2202
CHST15|51363	2570.7227	CHST15|51363	1155.0459
CHST1|8534	376.4449	CHST1|8534	34.8624
CHST2|9435	210.512	CHST2|9435	326.6055
CHST3|9469	534.3289	CHST3|9469	1685.7798
CHST6|4166	61.9153	removed	removed
CHST7|56548	50.7705	CHST7|56548	304.5872
CHST8|64377	591.9101	CHST8|64377	14.2202
CHSY1|22856	4324.1637	CHSY1|22856	1213.7615
CHSY3|337876	485.4159	CHSY3|337876	110.5505
CHTF18|63922	409.2601	CHTF18|63922	51.3761
CHTF8|54921	1614.7507	CHTF8|54921	2096.7889999999998
CHUK|1147	535.5672	CHUK|1147	684.4037
CHURC1|91612	2659.1006	CHURC1|91612	2769.8165
CIAO1|9391	1258.1186	CIAO1|9391	1782.1101
CIAPIN1|57019	757.2239999999999	CIAPIN1|57019	541.7431
CIB1|10519	23504.9006	CIB1|10519	969.7248
CIB2|10518	83.5856	CIB2|10518	159.1743
CIB3|117286	9.9064	removed	removed
CIC|23152	891.5801	CIC|23152	1496.3303
removed	removed	CIDEA|1149	3607.3394
CIDEB|27141	194.4078	CIDEB|27141	372.8394
CIDECP|152302	110.2092	CIDECP|152302	132.1101
removed	removed	CIDEC|63924	10451.8349
CIITA|4261	162.2181	CIITA|4261	360.0917
CILP2|148113	3314.9445	CILP2|148113	39.4495
CILP|8483	7835.3796	CILP|8483	21777.5229
CINP|51550	694.0704	CINP|51550	374.3119
CIR1|9541	1193.1076	CIR1|9541	768.8073
CIRBP|1153	4824.4392	CIRBP|1153	3993.578
CIRH1A|84916	746.6984	CIRH1A|84916	894.4954
CISD1|55847	296.5742	CISD1|55847	195.8716
CISD2|493856	493.4648	CISD2|493856	362.3853
CISD3|284106	1047.8605	CISD3|284106	518.4358
CISH|1154	786.9433	CISH|1154	339.4495
CITED1|4435	5.5724	CITED1|4435	6.422000000000001
CITED2|10370	1190.631	CITED2|10370	2160.0917
CITED4|163732	154.1691	CITED4|163732	130.2752
CIT|11113	264.9974	CIT|11113	140.8257
CIZ1|25792	2152.1754	CIZ1|25792	2268.3486
CKAP2L|150468	100.9219	CKAP2L|150468	16.5138
CKAP2|26586	733.077	CKAP2|26586	364.2202
CKAP4|10970	4765.0005	CKAP4|10970	1495.4128
CKAP5|9793	2365.7831	CKAP5|9793	2271.5596
CKB|1152	1244.4973	CKB|1152	868.8073
CKLF|51192	443.9326	CKLF|51192	263.7615
CKMT1A|548596	767.7496	removed	removed
CKMT1B|1159	637.1083	removed	removed
CKMT2|1160	14.8597	CKMT2|1160	180.2752
CKS1B|1163	445.1709	CKS1B|1163	412.844
CKS2|1164	695.3087	CKS2|1164	55.0459
CLASP1|23332	1090.9474	CLASP1|23332	1882.1101
CLASP2|23122	785.0858	CLASP2|23122	1215.5963
CLCA2|9635	764.0346	CLCA2|9635	16.9725
CLCC1|23155	1000.0	CLCC1|23155	982.0872
CLCF1|23529	195.0332	CLCF1|23529	69.7248
CLCN2|1181	84.8239	CLCN2|1181	34.8624
CLCN3|1182	1177.6288	CLCN3|1182	1372.9358
CLCN4|1183	110.2092	CLCN4|1183	350.9174
CLCN5|1184	158.5031	CLCN5|1184	362.3853
CLCN6|1185	372.73	CLCN6|1185	862.3853
CLCN7|1186	2480.9456	CLCN7|1186	1350.4587
CLCNKA|1187	13.6214	CLCNKA|1187	25.2294
CLCNKB|1188	7.4298	CLCNKB|1188	5.5046
CLDN11|5010	71.2026	CLDN11|5010	400.0
CLDN12|9069	884.1503	CLDN12|9069	363.7615
CLDN14|23562	15.4788	removed	removed
CLDN15|24146	66.8685	CLDN15|24146	239.4495
CLDN1|9076	258.1867	CLDN1|9076	24.7706
CLDN23|137075	73.6792	CLDN23|137075	183.0275
removed	removed	CLDN2|9075	103.367
CLDN3|1365	627.2019	removed	removed
CLDN4|1364	1561.5036	CLDN4|1364	99.5413
CLDN5|7122	163.4564	CLDN5|7122	2967.4312
CLDN7|1366	975.1658	CLDN7|1366	39.9083
CLDN8|9073	73.06	removed	removed
CLDN9|9080	8.049	removed	removed
CLDND1|56650	1534.88	CLDND1|56650	1192.6606
CLDND2|125875	7.4298	CLDND2|125875	11.9266
CLEC10A|10462	12.3831	CLEC10A|10462	1094.9541
CLEC11A|6320	1009.8383	CLEC11A|6320	88.9908
CLEC12A|160364	38.3875	CLEC12A|160364	112.3853
removed	removed	CLEC12B|387837	5.0459
CLEC14A|161198	635.87	CLEC14A|161198	1905.9633
CLEC16A|23274	557.2376	CLEC16A|23274	629.3578
CLEC18A|348174	23.8312	removed	removed
CLEC18B|497190	7.4298	removed	removed
CLEC18C|283971	5.269	removed	removed
CLEC1A|51267	68.726	CLEC1A|51267	183.0275
CLEC2B|9976	760.9389	CLEC2B|9976	556.8807
CLEC2D|29121	454.4582	CLEC2D|29121	194.0367
CLEC3A|10143	243.3271	removed	removed
CLEC3B|7123	238.993	CLEC3B|7123	8466.055
CLEC4A|50856	61.9153	CLEC4A|50856	104.1284
CLEC4E|26253	8.049	CLEC4E|26253	24.3119
CLEC4F|165530	9.2873	CLEC4F|165530	13.3028
removed	removed	CLEC4GP1|440508	39.9083
removed	removed	CLEC4G|339390	49.0826
CLEC5A|23601	208.6545	CLEC5A|23601	17.8899
CLEC7A|64581	177.0777	CLEC7A|64581	123.3945
CLECL1|160365	13.0022	CLECL1|160365	15.1376
CLGN|1047	84.2048	removed	removed
CLIC1|1192	6987.7593	CLIC1|1192	6367.4312
CLIC2|1193	285.4295	CLIC2|1193	1135.7798
CLIC3|9022	24.7661	CLIC3|9022	8.2569
CLIC4|25932	9183.8946	CLIC4|25932	8465.5963
CLIC5|53405	42.1024	CLIC5|53405	675.6881
CLIC6|54102	15161.1965	CLIC6|54102	350.4587
CLINT1|9685	1910.0866	CLINT1|9685	2301.8349
CLIP1|6249	2019.6767	CLIP1|6249	3445.8716
CLIP2|7461	851.3352	CLIP2|7461	848.1651
CLIP3|25999	889.1035	CLIP3|25999	662.8439999999999
CLIP4|79745	239.6122	CLIP4|79745	1599.5413
CLK1|1195	2701.9831	CLK1|1195	1918.3486
CLK2P|1197	16.7171	CLK2P|1197	8.7156
CLK2|1196	728.1238	CLK2|1196	454.5872
CLK3|1198	812.3286	CLK3|1198	644.4954
CLK4|57396	494.084	CLK4|57396	529.3578
CLMN|79789	853.8118	CLMN|79789	1130.2752
CLN3|1201	1622.001	CLN3|1201	593.1193
CLN5|1203	753.5089999999999	CLN5|1203	948.1651
CLN6|54982	1136.7647	CLN6|54982	667.4312
CLN8|2055	250.1378	CLN8|2055	651.3761
CLNS1A|1207	1619.7039	CLNS1A|1207	782.1101
CLOCK|9575	309.5764	CLOCK|9575	747.2477
CLP1|10978	230.3249	CLP1|10978	250.9174
CLPB|81570	262.5208	CLPB|81570	265.5963
CLPP|8192	785.0858	CLPP|8192	403.211
CLPTM1L|81037	1362.1363	CLPTM1L|81037	1702.7523
CLPTM1|1209	1951.5699	CLPTM1|1209	2228.4404
CLPX|10845	775.1794	CLPX|10845	771.5596
CLRN1OS|116933	24.7661	removed	removed
removed	removed	CLRN3|119467	9.1743
CLSPN|63967	52.0088	CLSPN|63967	21.5596
CLSTN1|22883	6968.5656	CLSTN1|22883	2759.1743
CLSTN2|64084	276.7613	CLSTN2|64084	4394.9541
CLSTN3|9746	1129.954	CLSTN3|9746	644.4954
CLTA|1211	1896.4653	CLTA|1211	1787.156
CLTB|1212	1202.3949	CLTB|1212	1137.6147
CLTCL1|8218	145.5009	CLTCL1|8218	168.8073
CLTC|1213	16724.5575	CLTC|1213	13171.1009
CLUAP1|23059	443.9326	CLUAP1|23059	374.7706
CLUL1|27098	48.2939	removed	removed
CLU|1191	13209.6266	CLU|1191	25568.3486
CLVS1|157807	15.0145	CLVS1|157807	23.9541
CLYBL|171425	154.7882	CLYBL|171425	86.2385
removed	removed	CMA1|1215	51.3761
CMAH|8418	277.3805	CMAH|8418	307.3394
CMAS|55907	1162.1499	CMAS|55907	485.3211
CMBL|134147	1604.2251	CMBL|134147	751.8349
CMC1|152100	133.1179	CMC1|152100	98.1651
CMIP|80790	1214.7779	CMIP|80790	1738.0734
CMKLR1|1240	551.6652	CMKLR1|1240	2873.8532
CMPK1|51727	3398.5301	CMPK1|51727	4485.7798
CMPK2|129607	489.7499	CMPK2|129607	149.0826
CMTM1|113540	186.9842	CMTM1|113540	101.3761
CMTM3|123920	3807.171	CMTM3|123920	1716.9725
CMTM4|146223	646.3956	CMTM4|146223	656.8807
CMTM6|54918	2044.4428	CMTM6|54918	1689.4495
CMTM7|112616	338.6766	CMTM7|112616	389.9083
CMTM8|152189	216.0844	CMTM8|152189	40.8257
CMYA5|202333	224.7525	CMYA5|202333	170.6422
removed	removed	CN5H6.4|150384	11.9266
CNBP|7555	8429.7664	CNBP|7555	6694.4954
CNDP2|55748	2897.6355	CNDP2|55748	2344.9541
CNFN|84518	99.6836	CNFN|84518	14.2202
removed	removed	CNGA1|1259	65.5963
CNGA3|1261	5.5724	CNGA3|1261	16.055
CNIH2|254263	40.2449	removed	removed
CNIH3|149111	162.2181	CNIH3|149111	40.8257
CNIH4|29097	1001.1702	CNIH4|29097	566.9725
CNIH|10175	1842.599	CNIH|10175	1046.789
CNKSR1|10256	294.7168	removed	removed
removed	removed	CNKSR2|22866	50.4587
CNKSR3|154043	180.7926	CNKSR3|154043	172.9358
CNN1|1264	725.028	CNN1|1264	1060.0917
CNN2|1265	7395.1619	CNN2|1265	1638.5321
CNN3|1266	9385.1193	CNN3|1266	5083.945
CNNM1|26507	26.6236	removed	removed
CNNM2|54805	143.6435	CNNM2|54805	115.5963
CNNM3|26505	604.2932	CNNM3|26505	703.6697
CNNM4|26504	596.8634	CNNM4|26504	216.9725
CNOT10|25904	452.6008	CNOT10|25904	373.8532
CNOT1|23019	2943.9481	CNOT1|23019	4691.5779999999995
CNOT2|4848	1447.5794	CNOT2|4848	1079.8165
CNOT3|4849	1461.2008	CNOT3|4849	657.3394
CNOT4|4850	572.7164	CNOT4|4850	538.0734
CNOT6L|246175	780.1326	CNOT6L|246175	1382.1101
CNOT6|57472	870.5289	CNOT6|57472	683.945
CNOT7|29883	1574.5058	CNOT7|29883	1149.0826
CNOT8|9337	1355.9448	CNOT8|9337	1533.0275
CNO|55330	328.151	CNO|55330	148.6239
CNPY2|10330	1719.3875	CNPY2|10330	588.0734
CNPY3|10695	1903.8951	CNPY3|10695	1061.9266
CNPY4|245812	800.5647	CNPY4|245812	372.4771
CNP|1267	2080.9666	CNP|1267	1847.8211
removed	removed	CNR1|1268	369.7248
CNRIP1|25927	416.0707	CNRIP1|25927	1104.1284
CNST|163882	601.8166	CNST|163882	919.2661
CNTD1|124817	29.7317	CNTD1|124817	19.8211
CNTD2|79935	110.8284	CNTD2|79935	11.9266
removed	removed	CNTFR|1271	1016.9725
CNTF|1270	8.6681	CNTF|1270	7.1697
CNTLN|54875	223.5142	CNTLN|54875	356.8807
CNTN1|1272	897.7717	CNTN1|1272	12.3853
removed	removed	CNTN2|6900	5.0459
CNTN3|5067	304.0041	CNTN3|5067	74.3119
CNTN4|152330	134.3562	CNTN4|152330	275.6881
removed	removed	CNTN6|27255	22.4771
CNTNAP1|8506	338.6766	CNTNAP1|8506	305.5046
CNTNAP2|26047	13.6214	removed	removed
removed	removed	CNTNAP3|79937	199.0826
CNTROB|116840	546.0928	CNTROB|116840	511.9266
COASY|80347	1040.1768	COASY|80347	805.5046
COBLL1|22837	726.2663	COBLL1|22837	3202.2936
COBL|23242	206.7971	COBL|23242	147.7064
COBRA1|25920	1339.2277	COBRA1|25920	1084.8624
removed	removed	COCH|1690	94.3807
COG1|9382	1176.0561	COG1|9382	926.2248
COG2|22796	625.3444	COG2|22796	542.2018
COG3|83548	994.9787	COG3|83548	651.8349
COG4|25839	1057.5131	COG4|25839	1107.7982
COG5|10466	911.1516	COG5|10466	1126.9404
COG6|57511	741.1260000000001	COG6|57511	633.945
COG7|91949	773.9411	COG7|91949	401.8349
COG8|84342	388.9704	COG8|84342	366.3394
COIL|8161	628.4402	COIL|8161	305.5046
COL10A1|1300	23653.4973	removed	removed
COL11A1|1301	56914.3897	COL11A1|1301	22.4771
COL11A2|1302	6.1915	COL11A2|1302	6.8807
COL12A1|1303	83747.8562	COL12A1|1303	13375.6881
COL13A1|1305	132.4987	removed	removed
COL14A1|7373	2597.3463	COL14A1|7373	6884.4037
COL15A1|1306	5657.819	COL15A1|1306	6950.0
COL16A1|1307	5650.3891	COL16A1|1307	1971.5596
COL17A1|1308	14.2405	removed	removed
COL18A1|80781	12016.518999999998	COL18A1|80781	4040.8257
COL1A1|1277	700178.9352	COL1A1|1277	37747.7064
COL1A2|1278	599044.0342	COL1A2|1278	55304.5872
COL21A1|81578	25.3853	COL21A1|81578	45.4128
COL22A1|169044	131.8796	COL22A1|169044	18.8073
COL23A1|91522	40.8641	COL23A1|91522	9.1743
COL24A1|255631	237.7547	COL24A1|255631	22.0183
COL25A1|84570	8.049	COL25A1|84570	122.9358
COL27A1|85301	172.7437	COL27A1|85301	68.8073
COL28A1|340267	28.480999999999998	COL28A1|340267	6.422000000000001
COL3A1|1281	479317.1982	COL3A1|1281	67098.1651
COL4A1|1282	40496.3129	COL4A1|1282	27516.9725
COL4A2|1284	30183.0835	COL4A2|1284	25282.1101
COL4A3BP|10087	848.2394	COL4A3BP|10087	2472.9358
COL4A3|1285	23.5278	removed	removed
COL4A4|1286	54.4855	COL4A4|1286	15.5963
COL4A5|1287	1154.101	COL4A5|1287	121.1009
COL4A6|1288	164.0755	COL4A6|1288	49.0826
COL5A1|1289	40566.2772	COL5A1|1289	6080.7339
COL5A2|1290	64818.4953	COL5A2|1290	7581.6514
COL5A3|50509	6815.0157	removed	removed
COL6A1|1291	50732.1483	COL6A1|1291	24256.422000000002
COL6A2|1292	54508.9808	COL6A2|1292	36584.8624
COL6A3|1293	107854.5734	COL6A3|1293	35625.2294
COL6A4P2|646300	23.5278	removed	removed
COL6A6|131873	157.2648	COL6A6|131873	85.7798
COL7A1|1294	347.3448	removed	removed
COL8A1|1295	6798.9177	COL8A1|1295	1258.2569
COL8A2|1296	9460.0368	COL8A2|1296	1239.4495
COL9A2|1298	156.6457	COL9A2|1298	25.6881
COL9A3|1299	183.8884	COL9A3|1299	9.1743
COLEC10|10584	19.1937	removed	removed
COLEC11|78989	7.4298	COLEC11|78989	63.3028
COLEC12|81035	2205.4225	COLEC12|81035	3385.7798
COLQ|8292	51.3897	COLQ|8292	37.6147
COMMD10|51397	448.8858	COMMD10|51397	327.9817
COMMD1|150684	332.4851	COMMD1|150684	219.7248
COMMD2|51122	940.4932	COMMD2|51122	766.9725
COMMD3|23412	690.6588	COMMD3|23412	472.156
COMMD4|54939	1025.3172	COMMD4|54939	408.2569
COMMD5|28991	848.2147	COMMD5|28991	348.5092
COMMD6|170622	1424.0516	COMMD6|170622	971.1009
COMMD7|149951	1307.6509	COMMD7|149951	742.6606
COMMD8|54951	196.2715	COMMD8|54951	212.84400000000002
COMMD9|29099	655.0637	COMMD9|29099	716.5138
COMP|1311	7271.9505	COMP|1311	450.0
COMTD1|118881	82.9665	COMTD1|118881	40.367
COMT|1312	1799.8774	COMT|1312	1566.055
COPA|1314	8442.7686	COPA|1314	6537.2615
COPB1|1315	3283.5163	COPB1|1315	2997.6055
COPB2|9276	6802.6326	COPB2|9276	3334.4037
COPE|11316	3074.7132	COPE|11316	1244.4771
COPG2|26958	629.6785	COPG2|26958	491.2844
COPG|22820	8760.394	COPG|22820	3811.9266
COPS2|9318	1876.6524	COPS2|9318	1659.6329999999998
COPS3|8533	890.3418	COPS3|8533	755.9633
COPS4|51138	631.5359	COPS4|51138	818.8073
COPS5|10987	1696.4789	COPS5|10987	915.5963
COPS6|10980	1765.8239999999998	COPS6|10980	1359.1743
COPS7A|50813	2409.743	COPS7A|50813	1344.0367
COPS7B|64708	346.7256	COPS7B|64708	460.5505
COPS8|10920	1198.6614	COPS8|10920	943.0963
COPZ1|22818	4751.9983	COPZ1|22818	2141.2844
COPZ2|51226	907.059	COPZ2|51226	818.8073
COQ10A|93058	94.7304	COQ10A|93058	92.2018
COQ10B|80219	1079.8026	COQ10B|80219	713.7615
COQ2|27235	186.365	COQ2|27235	164.6789
COQ3|51805	157.2648	COQ3|51805	126.6055
COQ4|51117	844.5245	COQ4|51117	414.6789
COQ5|84274	651.9680000000001	COQ5|84274	633.4862
COQ6|51004	520.1132	COQ6|51004	262.2844
COQ7|10229	770.8453	COQ7|10229	349.0826
COQ9|57017	852.5735	COQ9|57017	654.1284
CORIN|10699	809.2328	CORIN|10699	5.5046
CORO1A|11151	734.3153	CORO1A|11151	687.6147
CORO1B|57175	1972.6211	CORO1B|57175	1255.0459
CORO1C|23603	3228.2631	CORO1C|23603	6210.5505
CORO2A|7464	485.4159	CORO2A|7464	134.8624
CORO2B|10391	125.68799999999999	CORO2B|10391	749.5413
CORO6|84940	37.1492	CORO6|84940	92.6606
CORO7|79585	989.7654	CORO7|79585	611.2018
CORT|1325	9.3925	removed	removed
COTL1|23406	2056.8259	COTL1|23406	3338.5321
COX10|1352	233.4206	COX10|1352	253.6697
COX11|1353	502.1392	COX11|1353	586.0321
COX15|1355	1023.2863	COX15|1355	874.5046
COX16|51241	1573.8866	COX16|51241	479.8165
COX17|10063	1143.5754	COX17|10063	355.5046
COX18|285521	528.1374	COX18|285521	332.5688
COX19|90639	114.729	COX19|90639	226.4358
COX4I1|1327	5958.1081	COX4I1|1327	2880.2752
COX4I2|84701	68.1068	COX4I2|84701	104.5872
COX4NB|10328	477.986	COX4NB|10328	286.6972
COX5A|9377	2344.7319	COX5A|9377	941.2844
COX5B|1329	1485.3477	COX5B|1329	1114.6789
COX6A1|1337	3350.2362	COX6A1|1337	1180.7339
COX6B1|1340	2949.0251	COX6B1|1340	1892.6606
COX6C|1345	6462.7177	COX6C|1345	1150.0
COX7A1|1346	251.9952	COX7A1|1346	851.8349
COX7A2L|9167	2007.2936	COX7A2L|9167	1261.0092
COX7A2|1347	2022.1533	COX7A2|1347	892.2018
COX7B|1349	2733.5599	COX7B|1349	961.4679
COX7C|1350	4498.7648	COX7C|1350	1611.4679
COX8A|1351	2526.7629	COX8A|1351	1097.7064
CP110|9738	619.7719999999999	CP110|9738	515.1376
removed	removed	CPA1|1357	52.7523
removed	removed	CPA2|1358	9.633
CPA3|1359	216.7035	CPA3|1359	454.1284
CPA4|51200	45.1982	CPA4|51200	31.6514
CPA5|93979	9.9498	removed	removed
CPAMD8|27151	40.2449	CPAMD8|27151	168.8073
CPB1|1360	26.0044	CPB1|1360	19.2661
CPD|1362	2296.438	CPD|1362	4022.0183
CPEB1|64506	10.5256	CPEB1|64506	59.633
CPEB2|132864	538.663	CPEB2|132864	783.4862
CPEB3|22849	123.8306	CPEB3|22849	172.9358
CPEB4|80315	701.5002	CPEB4|80315	1529.3578
CPE|1363	3335.3765	CPE|1363	4917.8899
CPLX1|10815	232.8015	CPLX1|10815	59.1743
CPLX3|594855	7.4298	removed	removed
CPM|1368	663.7319	CPM|1368	6522.9358
CPN2|1370	14.8597	CPN2|1370	5.9633
CPNE1|8904	2451.542	CPNE1|8904	1575.9725
CPNE2|221184	765.273	CPNE2|221184	1499.0826
CPNE3|8895	2840.6734	CPNE3|8895	3101.8349
CPNE5|57699	54.4855	CPNE5|57699	31.6514
CPNE7|27132	144.8818	removed	removed
CPNE8|144402	201.2247	CPNE8|144402	463.3028
CPOX|1371	360.347	CPOX|1371	262.3853
removed	removed	CPO|130749	9.1743
CPPED1|55313	1090.3282	CPPED1|55313	918.3486
CPS1|1373	45.1982	CPS1|1373	127.5229
CPSF1|29894	1331.7978	CPSF1|29894	957.3394
CPSF2|53981	1660.568	CPSF2|53981	1287.156
CPSF3L|54973	1205.4906	CPSF3L|54973	1009.1743
CPSF3|51692	481.7009	CPSF3|51692	577.5229
CPSF4|10898	266.8549	CPSF4|10898	334.4037
CPSF6|11052	1500.8266	CPSF6|11052	1213.3028
CPSF7|79869	1751.5835	CPSF7|79869	1702.2936
CPT1A|1374	1739.2004	CPT1A|1374	2679.3578
CPT1B|1375	204.5681	CPT1B|1375	337.5826
CPT1C|126129	73.06	CPT1C|126129	50.9174
CPT2|1376	659.3978	CPT2|1376	550.4587
CPVL|54504	388.82800000000003	CPVL|54504	1612.844
CPXM1|56265	1564.5993	CPXM1|56265	285.7798
CPXM2|119587	4187.3309	CPXM2|119587	1654.1284
CPZ|8532	1001.7894	CPZ|8532	177.5229
CP|1356	918.5628	CP|1356	329.0367
CR1|1378	16.098	CR1|1378	441.7431
CRABP1|1381	13.0022	CRABP1|1381	5.0459
CRABP2|1382	1407.9536	CRABP2|1382	694.0367
CRADD|8738	104.6368	CRADD|8738	143.1193
CRAMP1L|57585	822.8727	CRAMP1L|57585	686.2431
CRAT|1384	3327.3276	CRAT|1384	1490.3670000000002
CRB1|23418	13.6214	removed	removed
CRB2|286204	8.6681	CRB2|286204	5.5046
CRB3|92359	462.5072	removed	removed
CRBN|51185	547.5231	CRBN|51185	937.289
CRCP|27297	1126.8582	CRCP|27297	816.9725
CREB1|1385	1164.6266	CREB1|1385	1410.0917
CREB3L1|90993	2450.6071	CREB3L1|90993	249.5413
CREB3L2|64764	3500.6904	CREB3L2|64764	4632.1101
CREB3L4|148327	1052.5599	CREB3L4|148327	107.3394
CREB3|10488	807.8459	CREB3|10488	854.1284
CREB5|9586	356.6321	CREB5|9586	2150.4587
CREBBP|1387	2765.1367	CREBBP|1387	3079.3578
CREBL2|1389	1841.3607	CREBL2|1389	3670.6422
CREBZF|58487	1211.063	CREBZF|58487	964.2202
CREG1|8804	2491.4712	CREG1|8804	4579.8165
CRELD1|78987	603.0549	CRELD1|78987	871.1009
CRELD2|79174	707.0726	CRELD2|79174	388.0734
CREM|1390	386.3514	CREM|1390	461.9266
CRHBP|1393	9.2873	CRHBP|1393	122.0183
CRHR1|1394	9.9064	removed	removed
CRHR2|1395	10.5256	CRHR2|1395	13.7615
CRIM1|51232	2716.2237	CRIM1|51232	10816.5138
CRIP1|1396	13404.6597	CRIP1|1396	3800.0
CRIP2|1397	5337.0978	CRIP2|1397	2231.1927
CRIP3|401262	9.2873	removed	removed
CRIPAK|285464	178.31599999999997	CRIPAK|285464	198.6239
CRIPT|9419	450.7433	CRIPT|9419	228.8991
CRISP3|10321	10.5256	removed	removed
CRISPLD1|83690	399.9728	CRISPLD1|83690	88.5321
CRISPLD2|83716	5967.3954	CRISPLD2|83716	1096.3303
CRKL|1399	1906.9909	CRKL|1399	2011.4679
CRK|1398	938.0166	CRK|1398	1896.789
CRLF1|9244	30.3385	CRLF1|9244	124.3119
CRLF3|51379	336.2	CRLF3|51379	415.5963
CRLS1|54675	1087.2324	CRLS1|54675	1068.8073
CRMP1|1400	169.8398	CRMP1|1400	197.0321
CRNKL1|51340	1077.326	CRNKL1|51340	698.1651
CROCCL1|84809	233.6064	CROCCL1|84809	351.6651
CROCCL2|114819	35.9109	CROCCL2|114819	68.3486
CROCC|9696	408.6409	CROCC|9696	430.7339
CROT|54677	733.6962	CROT|54677	255.9633
CRTAC1|55118	10.5256	CRTAC1|55118	176.6055
