gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
CCDC12|151903	187.7726	CCDC12|151903	278.057
CCDC130|81576	240.7422	CCDC130|81576	203.5176
CCDC132|55610	494.4889	CCDC132|55610	572.8643
CCDC134|79879	128.1421	CCDC134|79879	24.2881
CCDC136|64753	65.3398	CCDC136|64753	84.5896
CCDC137|339230	599.4766	CCDC137|339230	207.7052
CCDC138|165055	130.9967	CCDC138|165055	17.5879
CCDC13|152206	5.3921	CCDC13|152206	6.2814
lowly_expressed	lowly_expressed	CCDC141|285025	43.1323
CCDC142|84865	177.3055	CCDC142|84865	109.7152
CCDC144A|9720	36.0891	CCDC144A|9720	33.8442
CCDC144B|284047	42.3916	CCDC144B|284047	37.8183
CCDC144C|348254	15.542	lowly_expressed	lowly_expressed
CCDC146|57639	15.542	CCDC146|57639	167.5042
lowly_expressed	lowly_expressed	CCDC147|159686	10.0503
lowly_expressed	lowly_expressed	CCDC148|130940	7.1189
CCDC149|91050	500.5154	CCDC149|91050	425.8794
CCDC14|64770	657.204	CCDC14|64770	641.9598
CCDC150|284992	12.3702	CCDC150|284992	7.5377
CCDC151|115948	19.9826	lowly_expressed	lowly_expressed
CCDC152|100129792	549.9326	CCDC152|100129792	357.5293
CCDC153|283152	22.8372	CCDC153|283152	6.2814
CCDC157|550631	8.2499	CCDC157|550631	7.9648
lowly_expressed	lowly_expressed	CCDC158|339965	36.0134
CCDC159|126075	73.5866	CCDC159|126075	114.3216
CCDC15|80071	185.2351	CCDC15|80071	74.9581
lowly_expressed	lowly_expressed	CCDC160|347475	20.1005
CCDC163P|126661	13.9561	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCDC17|149483	13.8191
CCDC18|343099	120.8627	CCDC18|343099	81.6583
CCDC19|25790	60.8992	CCDC19|25790	5.8626
CCDC21|64793	320.0381	CCDC21|64793	115.5779
CCDC22|28952	272.0101	CCDC22|28952	328.5972
CCDC23|374969	119.26100000000001	CCDC23|374969	430.06699999999995
CCDC24|149473	71.01100000000001	CCDC24|149473	53.8484
CCDC25|55246	746.9669	CCDC25|55246	1305.6951
CCDC28A|25901	217.905	CCDC28A|25901	479.06199999999995
CCDC28B|79140	18.7138	CCDC28B|79140	30.9883
CCDC30|728621	20.2997	CCDC30|728621	43.5511
CCDC34|91057	233.447	CCDC34|91057	176.2982
CCDC36|339834	21.5685	CCDC36|339834	64.9079
CCDC39|339829	8.2468	CCDC39|339829	25.5444
CCDC3|83643	223.9315	CCDC3|83643	3427.5544
CCDC40|55036	84.3708	CCDC40|55036	58.2077
CCDC41|51134	112.6001	CCDC41|51134	120.1843
CCDC43|124808	988.9779	CCDC43|124808	363.4841
CCDC45|90799	471.9689	CCDC45|90799	367.2529
CCDC46|201134	63.7539	CCDC46|201134	530.9883
CCDC47|57003	9070.8112	CCDC47|57003	2778.4757
CCDC48|79825	19.9826	CCDC48|79825	54.8576
CCDC50|152137	745.3810000000001	CCDC50|152137	5664.5729
CCDC51|79714	182.0633	CCDC51|79714	244.5561
CCDC52|152185	1224.328	CCDC52|152185	230.737
CCDC53|51019	451.0348	CCDC53|51019	513.8191
CCDC55|84081	1098.7233	CCDC55|84081	860.5528
CCDC56|28958	772.5732	CCDC56|28958	745.9171
CCDC57|284001	150.0278	CCDC57|284001	188.4422
CCDC58|131076	535.4056	CCDC58|131076	133.5846
CCDC59|29080	604.8688	CCDC59|29080	470.26800000000003
CCDC61|729440	57.093	CCDC61|729440	88.3585
CCDC64B|146439	130.9967	CCDC64B|146439	43.1323
CCDC64|92558	454.5238	CCDC64|92558	15.4941
CCDC66|285331	137.0581	CCDC66|285331	253.2789
lowly_expressed	lowly_expressed	CCDC68|80323	103.4338
CCDC69|26112	137.0232	CCDC69|26112	7652.4288
CCDC6|8030	12018.7138	CCDC6|8030	2004.6064
CCDC71|64925	677.1866	CCDC71|64925	284.7571
CCDC72|51372	584.8862	CCDC72|51372	1102.5963
CCDC73|493860	9.2205	CCDC73|493860	42.4749
CCDC74A|90557	36.4761	CCDC74A|90557	53.1826
CCDC74B|91409	18.0795	CCDC74B|91409	25.9631
CCDC75|253635	196.3365	CCDC75|253635	404.1039
CCDC76|54482	326.9749	CCDC76|54482	258.6977
CCDC77|84318	123.0672	CCDC77|84318	124.7906
CCDC78|124093	35.5245	lowly_expressed	lowly_expressed
CCDC7|221016	41.551	CCDC7|221016	32.2446
CCDC80|151887	4580.4456	CCDC80|151887	24624.3719
CCDC82|79780	306.3992	CCDC82|79780	951.4238
CCDC84|338657	27.595	CCDC84|338657	74.1206
CCDC85A|114800	12.052999999999999	CCDC85A|114800	346.6625
CCDC85B|11007	61.2164	CCDC85B|11007	182.9983
CCDC85C|317762	968.5830000000001	CCDC85C|317762	209.1918
CCDC86|79080	645.7791	CCDC86|79080	414.1332
CCDC87|55231	22.2028	lowly_expressed	lowly_expressed
CCDC88A|55704	406.9463	CCDC88A|55704	995.3936
CCDC88B|283234	39.0136	CCDC88B|283234	59.464
CCDC88C|440193	518.9121	CCDC88C|440193	379.8157
CCDC89|220388	13.0045	CCDC89|220388	31.406999999999996
CCDC8|83987	154.4683	CCDC8|83987	305.2764
CCDC90A|63933	382.5232	CCDC90A|63933	453.9363
CCDC90B|60492	635.6324	CCDC90B|60492	834.933
CCDC91|55297	548.4101	CCDC91|55297	603.0151
CCDC92|80212	346.0471	CCDC92|80212	1528.8945
CCDC93|54520	1022.9165	CCDC93|54520	1164.9916
CCDC94|55702	242.0109	CCDC94|55702	219.0117
CCDC96|257236	44.4057	CCDC96|257236	27.2194
CCDC97|90324	498.6123	CCDC97|90324	710.2178
CCDC99|54908	576.6394	CCDC99|54908	113.9028
CCDC9|26093	214.416	CCDC9|26093	171.6918
CCHCR1|54535	761.2402	CCHCR1|54535	239.53099999999998
CCL11|6356	13.6389	lowly_expressed	lowly_expressed
CCL13|6357	24.7403	CCL13|6357	328.727
lowly_expressed	lowly_expressed	CCL14|6358	3722.6801
lowly_expressed	lowly_expressed	CCL16|6360	15.0754
CCL18|6362	33.9386	CCL18|6362	103.4338
lowly_expressed	lowly_expressed	CCL19|6363	140.2848
CCL20|6364	8.2468	lowly_expressed	lowly_expressed
CCL21|6366	9.5155	CCL21|6366	724.8744
CCL22|6367	19.031	CCL22|6367	14.6566
lowly_expressed	lowly_expressed	CCL23|6368	22.1943
lowly_expressed	lowly_expressed	CCL26|10344	5.8626
CCL28|56477	83.1021	CCL28|56477	245.3936
CCL2|6347	358.7344	CCL2|6347	381.07199999999995
CCL3L1|6349	17.7686	lowly_expressed	lowly_expressed
CCL3|6348	88.4942	CCL3|6348	15.4941
CCL4L2|388372	29.1809	CCL4L2|388372	10.8878
CCL4|6351	49.7978	CCL4|6351	27.6382
CCL5|6352	131.9483	CCL5|6352	197.6549
CCL7|6354	23.1544	lowly_expressed	lowly_expressed
CCL8|6355	53.2868	CCL8|6355	49.8325
CCM2|83605	663.5477	CCM2|83605	985.7621
CCNA1|8900	13.0045	lowly_expressed	lowly_expressed
CCNA2|890	2067.9121	CCNA2|890	56.495
CCNB1IP1|57820	440.5678	CCNB1IP1|57820	469.8492
CCNB1|891	1184.68	CCNB1|891	95.8961
CCNB2|9133	754.8965	CCNB2|9133	20.938000000000002
CCNB3|85417	142.7325	CCNB3|85417	26.3819
CCNC|892	2062.0094	CCNC|892	1294.3886
CCND1|595	3109.6662	CCND1|595	6785.2931
CCND2|894	642.6136	CCND2|894	1652.8476
CCND3|896	1453.0172	CCND3|896	1322.0268
CCNDBP1|23582	736.8171	CCNDBP1|23582	1650.7538
CCNE1|898	239.7907	CCNE1|898	28.8945
CCNE2|9134	986.1867	CCNE2|9134	37.7471
CCNF|899	1710.5701	CCNF|899	170.4355
CCNG1|900	793.5929	CCNG1|900	3786.8509
CCNG2|901	3670.4464	CCNG2|901	3141.1223
CCNH|902	365.6015	CCNH|902	836.7379
CCNI|10983	5097.7718	CCNI|10983	7408.2915
CCNJL|79616	312.7428	CCNJL|79616	40.201
CCNJ|54619	154.1511	CCNJ|54619	167.0854
CCNK|8812	2063.3732	CCNK|8812	698.6809
CCNL1|57018	880.184	CCNL1|57018	817.4204
CCNL2|81669	439.6162	CCNL2|81669	1497.9062
CCNO|10309	44.0885	CCNO|10309	7.5377
CCNT1|904	290.2228	CCNT1|904	244.9749
CCNT2|905	1151.3758	CCNT2|905	828.727
CCNYL1|151195	1510.1102	CCNYL1|151195	602.1776
CCNY|219771	3439.2197	CCNY|219771	2270.5193
CCPG1|9236	1445.1955	CCPG1|9236	3446.5745
lowly_expressed	lowly_expressed	CCR10|2826	25.1256
CCR1|1230	387.5981	CCR1|1230	243.7186
CCR2|729230	546.507	CCR2|729230	57.7889
CCR4|1233	8.2468	lowly_expressed	lowly_expressed
CCR5|1234	198.87400000000002	CCR5|1234	66.1642
CCR6|1235	22.2536	CCR6|1235	9.2965
CCR7|1236	9.1983	CCR7|1236	17.1692
CCRL1|51554	91.0316	CCRL1|51554	502.9313
CCRL2|9034	78.3443	CCRL2|9034	73.2831
CCRN4L|25819	344.4612	CCRN4L|25819	97.1524
CCS|9973	277.8527	CCS|9973	309.464
CCT2|10576	3836.3334	CCT2|10576	1793.1323
CCT3|7203	6627.2302	CCT3|7203	3342.5461
CCT4|10575	9378.7963	CCT4|10575	3099.665
CCT5|22948	10746.8083	CCT5|22948	3205.1926
CCT6A|908	7744.9845	CCT6A|908	2878.5595
CCT6B|10693	118.9438	CCT6B|10693	42.2948
CCT6P1|643253	65.0226	CCT6P1|643253	51.9263
CCT7|10574	7868.3689	CCT7|10574	3476.9682
CCT8|10694	7345.6506	CCT8|10694	2816.5829
CD101|9398	10.1499	CD101|9398	11.7253
CD109|135228	10800.313999999998	CD109|135228	1948.0737
CD14|929	411.3869	CD14|929	2092.1273
CD151|977	1358.4966	CD151|977	8591.7085
lowly_expressed	lowly_expressed	CD160|11126	14.6566
CD163L1|283316	105.3049	CD163L1|283316	314.0704
CD163|9332	913.171	CD163|9332	2142.7973
CD164|8763	14184.7593	CD164|8763	17580.402
CD177|57126	51.0665	CD177|57126	25.9631
CD180|4064	113.8688	CD180|4064	75.3769
CD1A|909	53.9212	lowly_expressed	lowly_expressed
CD1C|911	11.4186	CD1C|911	41.0385
CD1D|912	5.3921	CD1D|912	29.3132
CD1E|913	9.8327	CD1E|913	5.4439
lowly_expressed	lowly_expressed	CD200R1|131450	76.6332
CD200|4345	57.093	CD200|4345	453.0988
CD207|50489	46.3088	CD207|50489	20.1005
CD209|30835	24.4231	CD209|30835	956.0302
CD226|10666	17.4451	CD226|10666	12.9816
CD22|933	5.7093	CD22|933	33.9196
lowly_expressed	lowly_expressed	CD244|51744	15.9129
CD247|919	8.2468	CD247|919	41.876000000000005
CD248|57124	565.8552	CD248|57124	4175.4606
CD24|100133941	34507.652	CD24|100133941	2354.2714
CD274|29126	19.3482	CD274|29126	16.3317
CD276|80381	1827.2936	CD276|80381	1561.139
CD27|939	25.1019	CD27|939	34.8576
CD28|940	18.7138	CD28|940	48.5762
CD2AP|23607	1651.5739999999998	CD2AP|23607	1152.0101
CD2BP2|10421	1068.5909	CD2BP2|10421	988.6935
CD2|914	47.8947	CD2|914	68.6767
CD300A|11314	268.3372	CD300A|11314	79.9832
CD300C|10871	31.4012	CD300C|10871	27.2194
lowly_expressed	lowly_expressed	CD300LB|124599	13.8191
CD300LF|146722	12.6873	CD300LF|146722	10.0503
lowly_expressed	lowly_expressed	CD300LG|146894	2964.8241
CD302|9936	211.5613	CD302|9936	5120.6868
CD320|51293	45.6744	CD320|51293	659.9665
CD33|945	52.0181	CD33|945	146.5662
CD34|947	198.87400000000002	CD34|947	9220.6868
CD36|948	286.4166	CD36|948	79672.1106
CD37|951	88.4942	CD37|951	112.2278
CD38|952	21.5685	CD38|952	20.5193
CD3D|915	7.2952	CD3D|915	19.262999999999998
CD3EAP|10849	270.2403	CD3EAP|10849	210.6365
CD3E|916	28.8637	CD3E|916	74.1206
CD3G|917	5.3921	CD3G|917	12.1441
lowly_expressed	lowly_expressed	CD40LG|959	12.9816
CD40|958	106.8908	CD40|958	521.3568
CD44|960	7357.3864	CD44|960	7005.4439
CD46|4179	4389.184	CD46|4179	6440.9548
CD47|961	13660.4552	CD47|961	2769.6817
CD48|962	52.0181	CD48|962	96.7337
CD4|920	577.591	CD4|920	1422.5293
CD52|1043	76.124	CD52|1043	104.6901
CD53|963	417.7306	CD53|963	505.8626
CD55|1604	1541.1942	CD55|1604	1695.9799
CD58|965	167.4728	CD58|965	253.3501
CD59|966	4539.8462	CD59|966	17587.1022
CD5|921	15.8592	CD5|921	17.5879
CD63|967	6976.7663	CD63|967	14838.3585
CD68|968	3746.5705	CD68|968	3506.2814
CD69|969	7.6124	CD69|969	21.7755
CD6|923	17.1279	CD6|923	41.876000000000005
lowly_expressed	lowly_expressed	CD70|970	18.0067
CD72|971	31.7183	CD72|971	22.6131
CD74|972	11997.4625	CD74|972	24242.0436
CD79A|973	48.5291	CD79A|973	48.1575
CD79B|974	36.4761	CD79B|974	83.3333
CD7|924	7.2952	CD7|924	19.6817
CD80|941	14.5904	lowly_expressed	lowly_expressed
CD81|975	2973.9117	CD81|975	23107.6214
CD82|3732	996.9075	CD82|3732	595.0586
CD83|9308	114.8204	CD83|9308	135.2596
CD84|8832	115.4548	CD84|8832	99.2462
CD86|942	179.843	CD86|942	182.5796
CD8A|925	20.2997	CD8A|925	63.6516
CD8B|926	6.6609	CD8B|926	25.5444
CD93|22918	625.1685	lowly_expressed	lowly_expressed
CD96|10225	16.8107	CD96|10225	104.6901
CD97|976	368.2499	CD97|976	1026.8007
CD99L2|83692	593.133	CD99L2|83692	3473.1993
CD99|4267	2051.8595	CD99|4267	3134.4221
CD9|928	6028.3879	CD9|928	2469.0117
CDADC1|81602	112.6001	CDADC1|81602	333.7521
CDAN1|146059	278.8042	CDAN1|146059	235.3434
CDA|978	7.2952	CDA|978	33.5008
CDC123|8872	1238.0398	CDC123|8872	815.5025
CDC14A|8556	133.8514	CDC14A|8556	198.9112
CDC14B|8555	255.3326	CDC14B|8555	1257.5377
CDC14C|168448	6.0265	CDC14C|168448	22.1943
CDC16|8881	1185.6316	CDC16|8881	1813.2328
lowly_expressed	lowly_expressed	CDC20B|166979	5.0251
CDC20|991	1418.4442	CDC20|991	25.9631
CDC23|8697	915.3913	CDC23|8697	723.1993
CDC25A|993	104.0362	CDC25A|993	12.5628
CDC25B|994	1100.3093	CDC25B|994	556.5327
CDC26|246184	76.7584	CDC26|246184	108.0821
CDC27|996	2816.9059	CDC27|996	1881.9095
CDC34|997	490.9999	CDC34|997	495.3936
CDC37L1|55664	423.1227	CDC37L1|55664	885.2596
CDC37|11140	2212.9887	CDC37|11140	2343.8023
CDC40|51362	988.9779	CDC40|51362	714.8241
CDC42BPA|8476	444.374	CDC42BPA|8476	2770.1005
CDC42BPB|9578	5561.1768	CDC42BPB|9578	4640.2848
CDC42BPG|55561	352.0736	CDC42BPG|55561	88.7772
CDC42EP1|11135	1692.1735	CDC42EP1|11135	826.6332
CDC42EP2|10435	106.2564	CDC42EP2|10435	518.4255
CDC42EP3|10602	761.8746	CDC42EP3|10602	755.4439
CDC42EP4|23580	4805.3287	CDC42EP4|23580	2188.861
CDC42EP5|148170	21.5685	CDC42EP5|148170	84.5896
CDC42SE1|56882	2340.3315	CDC42SE1|56882	1462.8601
CDC42SE2|56990	1147.5696	CDC42SE2|56990	1095.8961
CDC42|998	5916.7394	CDC42|998	5690.1173
CDC45|8318	428.832	lowly_expressed	lowly_expressed
CDC5L|988	1428.9113	CDC5L|988	1053.1826
CDC6|990	1099.3577	CDC6|990	48.5762
CDC73|79577	1934.5016	CDC73|79577	1304.4389
CDC7|8317	629.6091	CDC7|8317	43.9698
CDCA2|157313	287.3682	CDCA2|157313	7.1189
CDCA3|83461	280.222	CDCA3|83461	11.7044
CDCA4|55038	529.3791	CDCA4|55038	99.665
CDCA5|113130	1078.4236	CDCA5|113130	39.3635
CDCA7L|55536	83.064	CDCA7L|55536	263.7353
CDCA7|83879	11.4186	CDCA7|83879	38.1072
CDCA8|55143	676.235	CDCA8|55143	29.732
CDCP1|64866	2268.1786	CDCP1|64866	202.2613
CDH11|1009	2462.9292	CDH11|1009	698.9112
CDH13|1012	385.0607	CDH13|1012	1013.8191
CDH15|1013	11.1014	lowly_expressed	lowly_expressed
CDH16|1014	10.7842	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH19|28513	17.5879
CDH1|999	18788.3594	CDH1|999	1687.1859
lowly_expressed	lowly_expressed	CDH20|28316	110.134
CDH23|64072	496.0749	CDH23|64072	1291.428
CDH24|64403	103.4018	CDH24|64403	107.2027
lowly_expressed	lowly_expressed	CDH26|60437	11.3065
CDH2|1000	55.5071	CDH2|1000	11.3065
CDH3|1001	9354.056	CDH3|1001	486.1809
lowly_expressed	lowly_expressed	CDH4|1002	5.4439
CDH5|1003	229.6408	CDH5|1003	3873.1156
CDH6|1004	28.8637	CDH6|1004	121.4405
lowly_expressed	lowly_expressed	CDH8|1006	28.057
lowly_expressed	lowly_expressed	CDHR3|222256	43.9992
CDIPT|10423	1627.4681	CDIPT|10423	2199.33
CDK10|8558	172.2306	CDK10|8558	414.9916
CDK11A|728642	312.8697	CDK11A|728642	278.0695
CDK11B|984	719.2451	CDK11B|984	732.3995
CDK12|51755	3095.3929	CDK12|51755	1130.6533
CDK13|8621	1639.2039	CDK13|8621	931.3233
CDK14|5218	349.2189	CDK14|5218	610.9715
lowly_expressed	lowly_expressed	CDK15|65061	12.5628
CDK16|5127	2753.7864	CDK16|5127	1803.1826
CDK17|5128	464.9909	CDK17|5128	709.799
CDK18|5129	201.0943	CDK18|5129	139.866
CDK19|23097	1256.5601	CDK19|23097	718.191
CDK1|983	5313.1393	CDK1|983	87.9397
CDK20|23552	50.4322	CDK20|23552	56.9514
CDK2AP1|8099	2938.3871	CDK2AP1|8099	2485.3434
CDK2AP2|10263	491.3171	CDK2AP2|10263	520.1005
CDK2|1017	2014.4318	CDK2|1017	317.0017
CDK3|1018	58.2729	CDK3|1018	94.5687
CDK4|1019	2781.3813	CDK4|1019	1667.5042
CDK5R1|8851	102.4502	CDK5R1|8851	27.2194
CDK5RAP1|51654	650.5432	CDK5RAP1|51654	376.4657
CDK5RAP2|55755	2400.4441	CDK5RAP2|55755	1495.3936
CDK5RAP3|80279	1372.1354	CDK5RAP3|80279	1240.3685
CDK5|1020	245.5	CDK5|1020	113.4841
CDK6|1021	198.87400000000002	CDK6|1021	714.4054
CDK7|1022	294.3462	CDK7|1022	251.2563
CDK8|1024	305.4476	CDK8|1024	205.1926
CDK9|1025	701.6097	CDK9|1025	854.6901
CDKAL1|54901	339.0691	CDKAL1|54901	288.1072
CDKL1|8814	6.3437	CDKL1|8814	29.732
lowly_expressed	lowly_expressed	CDKL2|8999	16.7504
CDKL3|51265	20.563000000000002	CDKL3|51265	47.6884
CDKL5|6792	117.675	CDKL5|6792	63.6516
CDKN1A|1026	1020.3789999999999	CDKN1A|1026	680.4858
CDKN1B|1027	970.8984	CDKN1B|1027	2111.3903
CDKN1C|1028	64.3882	CDKN1C|1028	2324.9581
CDKN2AIPNL|91368	252.47799999999998	CDKN2AIPNL|91368	342.9648
CDKN2AIP|55602	563.3177	CDKN2AIP|55602	626.8844
CDKN2A|1029	218.2222	CDKN2A|1029	82.4958
CDKN2BAS|100048912	9.8422	lowly_expressed	lowly_expressed
CDKN2B|1030	1147.5696	CDKN2B|1030	2293.5511
CDKN2C|1031	215.3675	CDKN2C|1031	3128.5595
CDKN2D|1032	68.5116	CDKN2D|1032	103.4338
CDKN3|1033	405.3604	CDKN3|1033	11.3065
CDNF|441549	24.4231	CDNF|441549	64.0704
CDO1|1036	26.3262	CDO1|1036	3342.9648
CDON|50937	529.0619	CDON|50937	2126.8844
CDR1|1038	14.8791	CDR1|1038	364.79900000000004
CDR2L|30850	1352.4701	CDR2L|30850	363.0653
CDR2|1039	1407.9772	CDR2|1039	406.6164
CDRT4|284040	98.3776	CDRT4|284040	169.3802
CDS1|1040	621.9967	CDS1|1040	206.0302
CDS2|8760	495.1233	CDS2|8760	982.8308
CDSN|1041	7470.9381	CDSN|1041	36.4322
CDT1|81620	287.051	CDT1|81620	19.262999999999998
CDV3|55573	7966.0614	CDV3|55573	5751.2563
CDX1|1044	5.0749	lowly_expressed	lowly_expressed
CDYL2|124359	313.06	CDYL2|124359	60.7203
CDYL|9425	928.7130000000001	CDYL|9425	606.3652
CEACAM19|56971	5.0749	CEACAM19|56971	30.9883
CEACAM1|634	23.4716	CEACAM1|634	301.5075
lowly_expressed	lowly_expressed	CEACAM21|90273	11.7253
lowly_expressed	lowly_expressed	CEACAM5|1048	5.4439
lowly_expressed	lowly_expressed	CEACAM6|4680	10.0503
CEBPA|1050	921.735	CEBPA|1050	6915.8291
CEBPB|1051	845.6110000000001	CEBPB|1051	1058.2077
CEBPD|1052	1438.4268	CEBPD|1052	524.2881
CEBPG|1054	1472.9998	CEBPG|1054	1270.938
CEBPZ|10153	2841.9634	CEBPZ|10153	1298.5762
CECR1|51816	298.1524	CECR1|51816	589.196
CECR2|27443	217.2706	CECR2|27443	47.3199
lowly_expressed	lowly_expressed	CECR4|100130717	6.7002
CECR5|27440	577.591	CECR5|27440	354.2714
CECR6|27439	69.4632	CECR6|27439	23.4506
CECR7|100130418	97.0581	CECR7|100130418	95.0586
CELF1|10658	1181.5082	CELF1|10658	1892.7973
CELF2|10659	510.9825	CELF2|10659	5015.9129
lowly_expressed	lowly_expressed	CELF4|56853	14.2379
CELF5|60680	53.2868	CELF5|60680	15.0754
lowly_expressed	lowly_expressed	CELF6|60677	71.3693
CELSR1|9620	2795.6546	CELSR1|9620	415.8291
CELSR2|1952	956.6252	CELSR2|1952	577.8894
CELSR3|1951	592.9141	CELSR3|1951	31.406999999999996
CEMP1|752014	100.2395	CEMP1|752014	116.3233
CENPA|1058	959.797	lowly_expressed	lowly_expressed
CENPBD1|92806	362.8578	CENPBD1|92806	264.2379
CENPB|1059	963.9204	CENPB|1059	1694.3049
CENPC1|1060	217.905	CENPC1|1060	567.8392
CENPE|1062	592.4986	CENPE|1062	47.3199
CENPF|1063	3418.2856	CENPF|1063	181.74200000000002
CENPH|64946	208.7067	CENPH|64946	61.138999999999996
CENPI|2491	295.2978	CENPI|2491	13.8191
CENPJ|55835	190.9444	CENPJ|55835	152.0101
CENPK|64105	163.3495	CENPK|64105	11.7253
CENPL|91687	203.6318	CENPL|91687	84.5896
CENPM|79019	236.6188	lowly_expressed	lowly_expressed
CENPN|55839	1260.0999	CENPN|55839	93.9782
CENPO|79172	644.1107	CENPO|79172	32.8015
CENPP|401541	120.425	CENPP|401541	38.6097
CENPQ|55166	189.6757	CENPQ|55166	90.4523
CENPT|80152	209.9754	CENPT|80152	340.871
CENPV|201161	195.0678	CENPV|201161	145.7286
CENPW|387103	141.4638	CENPW|387103	49.8325
CEP110|11064	510.3481	CEP110|11064	457.2864
CEP120|153241	667.6711	CEP120|153241	894.0536
CEP135|9662	442.1537	CEP135|9662	148.66
CEP152|22995	115.7719	CEP152|22995	136.0972
CEP164|22897	297.8352	CEP164|22897	360.5528
lowly_expressed	lowly_expressed	CEP170L|645455	8.3752
CEP170|9859	1665.8473	CEP170|9859	1067.8392
CEP192|55125	809.7692	CEP192|55125	561.5578
CEP250|11190	1482.5153	CEP250|11190	543.1323
CEP290|80184	459.5988	CEP290|80184	470.4481
CEP350|9857	2058.8375	CEP350|9857	1621.4405
CEP55|55165	900.8009	CEP55|55165	25.1256
CEP57|9702	1197.0502	CEP57|9702	1004.6064
CEP63|80254	905.5111	CEP63|80254	903.2496
CEP68|23177	596.9487	CEP68|23177	1851.0302
CEP70|80321	1284.91	CEP70|80321	280.9883
CEP72|55722	76.124	CEP72|55722	27.6382
CEP76|79959	214.416	CEP76|79959	133.1658
CEP78|84131	502.7357	CEP78|84131	228.6432
CEP97|79598	505.5904	CEP97|79598	108.8777
CEPT1|10390	1160.5741	CEPT1|10390	1526.3819
CERCAM|51148	1051.463	CERCAM|51148	862.6466
CERKL|375298	12.9601	CERKL|375298	21.428
CERK|64781	988.9779	CERK|64781	1148.66
CES1|1066	19.6654	CES1|1066	5995.3936
CES2|8824	996.2731	CES2|8824	1287.6884
CES3|23491	103.719	CES3|23491	39.7822
lowly_expressed	lowly_expressed	CES4|51716	49.8325
lowly_expressed	lowly_expressed	CES8|283848	67.0017
CETN2|1069	1355.9591	CETN2|1069	979.062
CETN3|1070	324.1614	CETN3|1070	264.2379
lowly_expressed	lowly_expressed	CETN4P|729338	17.1692
lowly_expressed	lowly_expressed	CETP|1071	298.5762
CFB|629	1210.5717	CFB|629	1161.8844
CFDP1|10428	1267.4649	CFDP1|10428	890.2848
CFD|1675	25.6919	CFD|1675	12615.1591
lowly_expressed	lowly_expressed	CFHR3|10878	12.5628
CFH|3075	995.3215	CFH|3075	6029.3132
CFI|3426	69.4632	CFI|3426	668.7605
CFL1|1072	16052.3353	CFL1|1072	7257.1189
CFL2|1073	424.3914	CFL2|1073	2406.1977
CFLAR|8837	1004.2027	CFLAR|8837	2088.3585
lowly_expressed	lowly_expressed	CFP|5199	121.4405
CG030|116828	11.7358	CG030|116828	60.7203
CGGBP1|8545	1541.5146	CGGBP1|8545	2951.0469
CGNL1|84952	377.1311	CGNL1|84952	495.8124
CGN|57530	386.6466	CGN|57530	166.6667
CGREF1|10669	553.8340000000001	CGREF1|10669	153.4171
CGRRF1|10668	209.3411	CGRRF1|10668	265.9129
CH25H|9023	39.3307	CH25H|9023	23.4506
CHAC1|79094	55.1899	lowly_expressed	lowly_expressed
CHAC2|494143	171.5962	CHAC2|494143	48.995
CHADL|150356	25.6919	CHADL|150356	62.3953
lowly_expressed	lowly_expressed	CHAD|1101	51.5075
CHAF1A|10036	610.8953	CHAF1A|10036	229.062
CHAF1B|8208	969.9469	CHAF1B|8208	82.9146
CHCHD10|400916	371.1046	CHCHD10|400916	846.7337
CHCHD1|118487	1759.4164	CHCHD1|118487	413.7353
CHCHD2|51142	5617.3182	CHCHD2|51142	2740.3685
CHCHD3|54927	1071.4456	CHCHD3|54927	1091.7085
CHCHD4|131474	906.193	CHCHD4|131474	306.5327
CHCHD5|84269	294.6634	CHCHD5|84269	172.9481
CHCHD6|84303	95.7894	CHCHD6|84303	74.9581
CHCHD7|79145	557.9256	CHCHD7|79145	424.6231
CHCHD8|51287	610.2609	CHCHD8|51287	445.9799
CHD1L|9557	835.4611	CHD1L|9557	700.5863
CHD1|1105	1004.837	CHD1|1105	916.2479
CHD2|1106	2377.6069	CHD2|1106	2141.9598
CHD3|1107	2265.9583	CHD3|1107	2823.2831
CHD4|1108	6997.0407	CHD4|1108	5133.9238
CHD5|26038	6.6609	lowly_expressed	lowly_expressed
CHD6|84181	2690.0325	CHD6|84181	1356.3652
CHD7|55636	1567.5204	CHD7|55636	466.0804
CHD8|57680	3236.8567	CHD8|57680	1667.5042
CHD9|80205	1560.5424	CHD9|80205	2134.0034
CHDH|55349	30.4496	CHDH|55349	153.6851
CHEK1|1111	527.476	CHEK1|1111	77.4707
CHEK2|11200	163.9838	CHEK2|11200	83.7521
CHERP|10523	2055.5293	CHERP|10523	698.5008
CHFR|55743	358.1001	CHFR|55743	260.0503
lowly_expressed	lowly_expressed	CHGB|1114	5.8626
CHI3L1|1116	1382.6025	CHI3L1|1116	409.5477
CHI3L2|1117	15.8592	CHI3L2|1117	162.4791
CHIC1|53344	58.6789	CHIC1|53344	386.5159
CHIC2|26511	311.1569	CHIC2|26511	146.1474
CHID1|66005	483.7047	CHID1|66005	1174.2044
CHIT1|1118	5.3921	CHIT1|1118	19.262999999999998
