gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
C8orf79|57604	72.9087	C8orf79|57604	399.2916
C8orf80|389643	11.1282	C8orf80|389643	5.1975
C8orf83|286144	150.4221	C8orf83|286144	709.6139999999999
C8orf84|157869	21.4889	C8orf84|157869	400.2088
C8orf85|441376	353.4152	C8orf85|441376	433.5341
C9orf100|84904	78.4728	C9orf100|84904	59.1263
C9orf102|375748	125.5718	C9orf102|375748	268.7636
C9orf103|414328	85.5718	C9orf103|414328	74.9054
C9orf109|286333	10.7444	C9orf109|286333	25.3761
C9orf110|100128385	92.0952	C9orf110|100128385	183.7475
C9orf114|51490	442.07599999999996	C9orf114|51490	464.9363
C9orf116|138162	232.1566	C9orf116|138162	61.453
lowly_expressed	lowly_expressed	C9orf117|286207	10.395
C9orf119|375757	308.5188	C9orf119|375757	268.1307
C9orf122|158228	52.571000000000005	C9orf122|158228	42.8031
C9orf123|90871	547.1988	C9orf123|90871	635.9315
C9orf125|84302	24.9424	C9orf125|84302	73.071
C9orf129|445577	103.6262	C9orf129|445577	111.0923
C9orf130|100128782	53.6071	C9orf130|100128782	236.0009
lowly_expressed	lowly_expressed	C9orf131|138724	6.7262
C9orf140|89958	132.3868	C9orf140|89958	294.4241
C9orf142|286257	251.7268	C9orf142|286257	197.1999
C9orf150|286343	369.5318	C9orf150|286343	623.3963
C9orf152|401546	840.3684	C9orf152|401546	578.4531
C9orf156|51531	196.4697	C9orf156|51531	251.62099999999998
C9orf163|158055	9.977	C9orf163|158055	7.6434
C9orf167|54863	151.1896	C9orf167|54863	69.0964
C9orf16|79095	557.9432	C9orf16|79095	653.6642
C9orf172|389813	12.2794	C9orf172|389813	7.6434
C9orf21|195827	117.0376	C9orf21|195827	219.8244
C9orf23|138716	278.5879	C9orf23|138716	297.4814
C9orf25|203259	479.2786	C9orf25|203259	411.2153
C9orf30|91283	226.5886	C9orf30|91283	192.7576
C9orf37|85026	88.6416	C9orf37|85026	115.2626
C9orf3|84909	157.7667	C9orf3|84909	415.0309
C9orf40|55071	47.9662	C9orf40|55071	166.93200000000002
C9orf41|138199	190.7137	C9orf41|138199	258.02
C9orf43|257169	6.9071	C9orf43|257169	8.8664
C9orf45|81571	28.396	C9orf45|81571	225.3277
C9orf46|55848	486.9532	C9orf46|55848	341.2017
lowly_expressed	lowly_expressed	C9orf47|286223	14.55
lowly_expressed	lowly_expressed	C9orf4|23732	5.809
C9orf5|23731	1329.6239	C9orf5|23731	2670.6066
C9orf64|84267	437.0683	C9orf64|84267	386.7564
C9orf66|157983	10.7444	C9orf66|157983	41.2744
C9orf68|55064	20.3377	C9orf68|55064	130.2437
C9orf69|90120	587.4904	C9orf69|90120	629.511
C9orf6|54942	568.6876	C9orf6|54942	423.7505
C9orf72|203228	158.8642	C9orf72|203228	464.1077
C9orf78|51759	1303.5303	C9orf78|51759	1108.2941
C9orf7|11094	1299.3093	C9orf7|11094	469.611
C9orf80|58493	214.8887	C9orf80|58493	289.5323
C9orf82|79886	221.7959	C9orf82|79886	438.7316
C9orf85|138241	79.8158	C9orf85|138241	199.3401
C9orf86|55684	1372.2179999999998	C9orf86|55684	1392.9346
C9orf89|84270	521.4889	C9orf89|84270	205.1491
C9orf91|203197	1026.4774	C9orf91|203197	666.1994
C9orf93|203238	52.571000000000005	C9orf93|203238	130.2437
C9orf95|54981	316.9609	C9orf95|54981	262.9332
C9orf96|169436	10.3607	C9orf96|169436	16.5098
C9orf98|158067	184.1903	C9orf98|158067	62.9817
C9orf9|11092	192.6324	C9orf9|11092	186.1934
CA11|770	44.8964	CA11|770	270.2709
CA12|771	14269.7621	CA12|771	5287.4036
CA13|377677	10.7444	CA13|377677	200.4988
CA14|23632	5.3722	CA14|23632	12.8409
CA2|760	895.2417	CA2|760	1155.6832
lowly_expressed	lowly_expressed	CA3|761	130.0021
lowly_expressed	lowly_expressed	CA4|762	228.0793
CA5BP|340591	303.914	CA5BP|340591	203.3146
CA5B|11238	276.5272	CA5B|11238	326.2298
lowly_expressed	lowly_expressed	CA6|765	30.2679
CA8|767	281.274	CA8|767	563.7777
CAB39L|81617	231.7728	CAB39L|81617	1899.8454
CAB39|51719	1866.0783	CAB39|51719	1905.3486
CABC1|56997	787.1604	CABC1|56997	1591.9842
CABIN1|23523	1332.6938	CABIN1|23523	1672.0718
CABLES1|91768	1037.2218	CABLES1|91768	745.0794
CABLES2|81928	438.98699999999997	CABLES2|81928	215.8498
CABP1|9478	5.7559	CABP1|9478	32.7138
CABP4|57010	139.5817	CABP4|57010	38.2904
CABYR|26256	158.8642	CABYR|26256	224.7162
CACHD1|57685	158.0967	CACHD1|57685	1806.9015
CACNA1A|773	12.6631	CACNA1A|773	28.1277
CACNA1C|775	480.8135	CACNA1C|775	664.6310000000001
CACNA1D|776	1050.6523	CACNA1D|776	252.2324
CACNA1E|777	8.0583	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CACNA1F|778	15.2868
CACNA1G|8913	5.7559	CACNA1G|8913	420.0817
CACNA1H|8912	173.8296	CACNA1H|8912	73.071
lowly_expressed	lowly_expressed	CACNA1I|8911	9.1721
CACNA2D1|781	92.0952	CACNA2D1|781	415.8014
CACNA2D2|9254	1156.1781	CACNA2D2|9254	277.9143
CACNA2D3|55799	5.7559	CACNA2D3|55799	6.1147
CACNA2D4|93589	92.8626	CACNA2D4|93589	40.6629
CACNB1|782	79.4321	CACNB1|782	86.2176
CACNB2|783	13.8143	CACNB2|783	41.8859
CACNB3|784	1148.8872	CACNB3|784	509.3567
CACNB4|785	14.9655	CACNB4|785	122.906
CACNG4|27092	20.7214	CACNG4|27092	669.5625
CACYBP|27101	2080.5833	CACYBP|27101	930.0498
CADM1|23705	647.3523	CADM1|23705	1259.3278
CADM2|253559	66.76899999999999	CADM2|253559	51.058
CADM3|57863	5.0844	CADM3|57863	52.8679
CADM4|199731	983.8833	CADM4|199731	662.8363
CADPS2|93664	1209.5165	CADPS2|93664	1104.0138
CAD|790	965.4643	CAD|790	1388.3485
CALB2|794	36.0706	CALB2|794	360.7688
CALCOCO1|57658	1746.7383	CALCOCO1|57658	3105.9751
CALCOCO2|10241	3913.2771	CALCOCO2|10241	2322.0672
CALCRL|10203	841.9033	CALCRL|10203	617.2816
CALCR|799	9.977	CALCR|799	22.9302
CALD1|800	6128.1658	CALD1|800	9701.93
CALHM2|51063	649.2709	CALHM2|51063	484.592
CALM1|801	6270.9133	CALM1|801	5285.5692
CALM2|805	9664.2364	CALM2|805	8663.0381
CALM3|808	5114.7352	CALM3|808	3390.0041
CALML3|810	28.7797	CALML3|810	636.8487
CALML4|91860	198.0046	CALML4|91860	315.8256
CALML5|51806	17.6516	CALML5|51806	410.6039
lowly_expressed	lowly_expressed	CALN1|83698	21.7073
CALR|811	29094.7813	CALR|811	10990.3028
CALU|813	5897.5441	CALU|813	3781.6523
CAMK1D|57118	82.8856	CAMK1D|57118	68.4849
CAMK1|8536	298.8258	CAMK1|8536	326.9636
CAMK2A|815	10.3607	CAMK2A|815	12.8409
CAMK2B|816	29.1635	CAMK2B|816	155.6198
CAMK2D|817	351.4965	CAMK2D|817	971.0185
CAMK2G|818	468.1504	CAMK2G|818	797.666
CAMK2N1|55450	1792.0184	CAMK2N1|55450	1266.0539999999999
CAMK2N2|94032	14.9655	CAMK2N2|94032	5.5033
CAMK4|814	21.4889	lowly_expressed	lowly_expressed
CAMKK1|84254	103.2233	CAMKK1|84254	255.2898
CAMKK2|10645	1452.0338	CAMKK2|10645	1817.908
CAMLG|819	1078.6646	CAMLG|819	974.6873
CAMP|820	19.5702	lowly_expressed	lowly_expressed
CAMSAP1L1|23271	1414.4282	CAMSAP1L1|23271	1604.1984
CAMSAP1|157922	700.307	CAMSAP1|157922	1064.5738
CAMTA1|23261	240.2149	CAMTA1|23261	700.4419
CAMTA2|23125	942.8243	CAMTA2|23125	1210.41
CAND1|55832	4152.3408	CAND1|55832	3238.3589
CAND2|23066	62.548	CAND2|23066	135.7469
CANT1|124583	4696.4697	CANT1|124583	2191.5178
CANX|821	20502.6861	CANX|821	17612.5511
CAP1|10487	8407.1374	CAP1|10487	4829.7163
CAP2|10486	156.9455	CAP2|10486	422.5276
CAPG|822	2424.4052	CAPG|822	1328.4242
CAPN10|11132	147.1105	CAPN10|11132	188.5506
CAPN11|11131	6.5234	CAPN11|11131	115.5683
CAPN12|147968	22.7705	CAPN12|147968	38.7735
CAPN13|92291	313.5073	CAPN13|92291	184.359
CAPN1|823	3093.2464	CAPN1|823	3659.6635
CAPN2|824	8831.9263	CAPN2|824	3970.9031
CAPN3|825	22.5672	CAPN3|825	143.9957
CAPN5|726	249.4244	CAPN5|726	475.4199
lowly_expressed	lowly_expressed	CAPN6|827	1717.3208
CAPN7|23473	1194.1673	CAPN7|23473	1067.9369
CAPN8|388743	331.1589	CAPN8|388743	413.0497
CAPN9|10753	5909.8235	CAPN9|10753	31.1851
CAPNS1|826	7275.9018	CAPNS1|826	4763.3716
CAPRIN1|4076	8563.3154	CAPRIN1|4076	7311.3779
CAPRIN2|65981	172.6784	CAPRIN2|65981	281.2774
CAPS2|84698	45.6639	CAPS2|84698	71.5423
CAPS|828	245.2034	CAPS|828	205.4548
CAPZA1|829	3299.3093	CAPZA1|829	2259.697
CAPZA2|830	2177.2832	CAPZA2|830	1988.5089
lowly_expressed	lowly_expressed	CAPZA3|93661	11.9237
CAPZB|832	4952.0338	CAPZB|832	3060.1146
CARD10|29775	609.7467	CARD10|29775	560.5308
CARD11|84433	155.7943	CARD11|84433	22.3187
CARD14|79092	58.7107	CARD14|79092	203.6204
CARD16|114769	221.0284	CARD16|114769	66.6505
CARD6|84674	192.6324	CARD6|84674	410.6039
CARD8|22900	482.3484	CARD8|22900	867.9854
CARD9|64170	36.8381	CARD9|64170	92.0266
CARHSP1|23589	1076.4467	CARHSP1|23589	831.7617
CARKD|55739	579.8158	CARKD|55739	1234.2574
CARM1|10498	1545.6639	CARM1|10498	860.342
CARNS1|57571	34.9194	CARNS1|57571	29.048000000000002
CARS2|79587	571.8304	CARS2|79587	604.7739
CARS|833	1193.3998	CARS|833	698.6013
lowly_expressed	lowly_expressed	CARTPT|9607	7.9491
CASC1|55259	78.2809	CASC1|55259	48.3063
CASC2|255082	53.7222	CASC2|255082	61.453
CASC3|22794	3736.3776	CASC3|22794	3475.9159999999997
CASC4|113201	4480.045999999999	CASC4|113201	2893.4884
CASC5|57082	219.8772	CASC5|57082	66.9562
CASD1|64921	379.5088	CASD1|64921	881.7435
CASKIN1|57524	7.0606	CASKIN1|57524	48.1412
CASKIN2|57513	916.0322	CASKIN2|57513	1114.3813
CASK|8573	1047.5825	CASK|8573	1688.2759
CASP10|843	256.7153	CASP10|843	234.8055
CASP1|834	380.66	CASP1|834	390.1195
CASP2|835	1065.2341	CASP2|835	1270.6401
CASP3|836	757.8665	CASP3|836	618.5045
CASP4|837	632.0031	CASP4|837	775.3473
CASP6|839	463.1619	CASP6|839	362.909
CASP7|840	751.7268	CASP7|840	786.3538
CASP8AP2|9994	682.2717	CASP8AP2|9994	690.9639999999999
CASP8|841	391.0207	CASP8|841	557.0515
CASP9|842	427.0913	CASP9|842	387.9794
CASQ1|844	48.35	CASQ1|844	35.1597
CASQ2|845	14.9655	CASQ2|845	55.0325
CASS4|57091	29.5472	CASS4|57091	29.3507
CAST|831	6163.8718	CAST|831	5303.7880000000005
CASZ1|54897	1086.7229	CASZ1|54897	1592.5804
CATSPER1|117144	9.5932	lowly_expressed	lowly_expressed
CATSPER2P1|440278	23.1082	CATSPER2P1|440278	29.6717
CATSPER2|117155	14.198	CATSPER2|117155	40.9687
CATSPER3|347732	9.977	CATSPER3|347732	9.7591
CATSPERB|79820	13.4305	CATSPERB|79820	39.7457
CATSPERG|57828	36.0706	CATSPERG|57828	40.9687
CAT|847	1980.8135	CAT|847	4295.9008
CAV1|857	739.0637	CAV1|857	6364.2068
CAV2|858	226.0169	CAV2|858	2087.5675
CBARA1|10367	1168.4574	CBARA1|10367	1157.2119
CBFA2T2|9139	760.5526	CBFA2T2|9139	1063.9623
CBFA2T3|863	1115.8864	CBFA2T3|863	127.1863
CBFB|865	1209.1328	CBFB|865	985.9996
CBLB|868	660.3991	CBLB|868	500.4903
CBLC|23624	293.9371	CBLC|23624	268.1307
CBLL1|79872	749.0407	CBLL1|79872	735.9073
lowly_expressed	lowly_expressed	CBLN1|869	27.5163
lowly_expressed	lowly_expressed	CBLN2|147381	8.2549
CBLN3|643866	121.2586	CBLN3|643866	101.1987
CBLN4|140689	51.8035	CBLN4|140689	12.5352
CBL|867	683.8066	CBL|867	1318.3349
CBR1|873	197.2371	CBR1|873	746.2442
CBR3|874	118.5725	CBR3|874	175.7984
CBR4|84869	315.4259	CBR4|84869	661.6134
CBS|875	83.2694	CBS|875	73.6824
CBWD1|55871	466.9992	CBWD1|55871	295.3413
CBWD2|150472	436.3008	CBWD2|150472	652.1355
CBWD3|445571	108.0852	CBWD3|445571	270.2709
CBWD6|644019	90.1765	CBWD6|644019	106.3962
CBX1|10951	2517.6516	CBX1|10951	1864.9914
CBX2|84733	55.2571	CBX2|84733	90.1922
CBX3|11335	3877.9739	CBX3|11335	2635.7527
CBX4|8535	1094.0138	CBX4|8535	563.7777
CBX5|23468	2333.845	CBX5|23468	3541.0378
CBX6|23466	150.4221	CBX6|23466	737.436
CBX7|23492	406.7536	CBX7|23492	1221.1108
CBX8|57332	138.5265	CBX8|57332	122.6003
CBY1|25776	395.5871	CBY1|25776	609.4089
CC2D1A|54862	1112.0491	CC2D1A|54862	1122.9694
CC2D1B|200014	589.0253	CC2D1B|200014	599.2431
CC2D2A|57545	306.6002	CC2D2A|57545	602.3005
lowly_expressed	lowly_expressed	CC2D2B|387707	6.7262
CCAR1|55749	1871.4505	CCAR1|55749	1316.8062
lowly_expressed	lowly_expressed	CCBE1|147372	19.2614
CCBL1|883	100.921	CCBL1|883	78.2685
CCBL2|56267	534.1711	CCBL2|56267	622.5036
CCBP2|1238	77.8972	CCBP2|1238	85.6062
CCDC101|112869	247.8895	CCDC101|112869	213.7097
CCDC102A|92922	108.5955	CCDC102A|92922	262.01599999999996
CCDC102B|79839	77.5134	CCDC102B|79839	59.9243
CCDC103|388389	291.251	CCDC103|388389	122.2945
CCDC104|112942	776.6692	CCDC104|112942	780.2389999999999
CCDC106|29903	260.1688	CCDC106|29903	233.5825
CCDC107|203260	262.6631	CCDC107|203260	306.6994
CCDC108|255101	16.1167	lowly_expressed	lowly_expressed
CCDC109A|90550	395.6255	CCDC109A|90550	416.7186
CCDC109B|55013	311.9724	CCDC109B|55013	150.1165
CCDC110|256309	79.0483	CCDC110|256309	98.1414
CCDC111|201973	190.7828	CCDC111|201973	240.7949
CCDC112|153733	281.274	CCDC112|153733	221.9646
CCDC113|29070	844.5894	CCDC113|29070	281.8889
CCDC114|93233	13.4305	CCDC114|93233	21.4015
CCDC115|84317	968.9179	CCDC115|84317	875.9345
CCDC117|150275	634.3054	CCDC117|150275	1048.3698
CCDC11|220136	103.6071	CCDC11|220136	53.5039
CCDC120|90060	523.7913	CCDC120|90060	630.4283
CCDC121|79635	89.7928	CCDC121|79635	147.9764
CCDC122|160857	50.2686	CCDC122|160857	124.1289
CCDC123|84902	603.6071	CCDC123|84902	437.2029
CCDC124|115098	754.4129	CCDC124|115098	484.592
CCDC125|202243	561.7805	CCDC125|202243	495.2928
CCDC126|90693	415.5794	CCDC126|90693	270.5766
CCDC127|133957	415.5794	CCDC127|133957	363.8262
lowly_expressed	lowly_expressed	CCDC129|223075	70.0136
CCDC12|151903	349.5779	CCDC12|151903	350.3738
CCDC130|81576	323.1005	CCDC130|81576	369.0237
CCDC132|55610	594.3975	CCDC132|55610	631.6512
CCDC134|79879	40.6754	CCDC134|79879	69.7079
CCDC136|64753	26.0936	CCDC136|64753	92.0266
CCDC137|339230	351.4965	CCDC137|339230	299.0101
CCDC138|165055	52.9547	CCDC138|165055	84.0775
lowly_expressed	lowly_expressed	CCDC13|152206	8.2549
CCDC141|285025	8.0583	CCDC141|285025	12.5352
CCDC142|84865	57.9432	CCDC142|84865	146.625
CCDC144A|9720	9.7007	CCDC144A|9720	41.9654
CCDC144B|284047	12.6631	CCDC144B|284047	82.6405
lowly_expressed	lowly_expressed	CCDC144C|348254	7.3377
CCDC146|57639	160.3991	CCDC146|57639	144.0018
lowly_expressed	lowly_expressed	CCDC147|159686	11.618
CCDC148|130940	45.2801	CCDC148|130940	51.3637
CCDC149|91050	466.6155	CCDC149|91050	627.0652
CCDC14|64770	617.0376	CCDC14|64770	1399.6608
CCDC150|284992	7.6746	CCDC150|284992	9.1721
CCDC151|115948	33.7682	CCDC151|115948	5.809
CCDC152|100129792	10.8173	CCDC152|100129792	117.4669
CCDC153|283152	14.5817	lowly_expressed	lowly_expressed
CCDC157|550631	35.3569	CCDC157|550631	60.12
lowly_expressed	lowly_expressed	CCDC158|339965	119.5429
CCDC159|126075	173.8296	CCDC159|126075	142.4731
CCDC15|80071	91.7114	CCDC15|80071	75.5169
CCDC160|347475	97.4674	CCDC160|347475	55.3383
CCDC163P|126661	6.9071	CCDC163P|126661	11.9237
lowly_expressed	lowly_expressed	CCDC17|149483	9.1721
CCDC18|343099	51.0361	CCDC18|343099	66.6505
CCDC19|25790	55.2571	CCDC19|25790	7.9491
CCDC21|64793	439.3707	CCDC21|64793	297.7872
CCDC22|28952	737.1335	CCDC22|28952	393.5285
CCDC23|374969	235.2264	CCDC23|374969	251.62099999999998
CCDC24|149473	252.8665	CCDC24|149473	162.0616
CCDC25|55246	576.746	CCDC25|55246	1132.753
CCDC28A|25901	344.9731	CCDC28A|25901	545.7393
CCDC28B|79140	98.6186	CCDC28B|79140	47.0834
CCDC30|728621	155.0269	CCDC30|728621	123.2117
CCDC34|91057	328.089	CCDC34|91057	527.7009
CCDC36|339834	8.4421	CCDC36|339834	31.7966
CCDC39|339829	16.7229	CCDC39|339829	27.822
CCDC3|83643	204.1443	CCDC3|83643	1705.3971
CCDC40|55036	466.6155	CCDC40|55036	168.7664
CCDC41|51134	202.6094	CCDC41|51134	240.003
CCDC43|124808	625.0959	CCDC43|124808	438.7316
CCDC45|90799	503.0698	CCDC45|90799	673.2313
CCDC46|201134	105.14200000000001	CCDC46|201134	308.4879
CCDC47|57003	3790.0998	CCDC47|57003	3172.9313
CCDC48|79825	44.1289	CCDC48|79825	45.8604
CCDC50|152137	902.5326	CCDC50|152137	2141.9885
CCDC51|79714	375.6715	CCDC51|79714	187.4164
CCDC52|152185	546.0476	CCDC52|152185	525.5607
CCDC53|51019	457.0223	CCDC53|51019	356.1828
CCDC55|84081	1096.3162	CCDC55|84081	828.2396
CCDC56|28958	1233.3615	CCDC56|28958	648.7755
CCDC57|284001	397.1604	CCDC57|284001	506.6051
CCDC58|131076	197.6209	CCDC58|131076	127.1863
CCDC59|29080	376.8227	CCDC59|29080	379.7245
CCDC61|729440	114.3515	CCDC61|729440	130.5494
lowly_expressed	lowly_expressed	CCDC62|84660	7.0319
CCDC64B|146439	310.8212	CCDC64B|146439	628.8996
CCDC64|92558	584.8043	CCDC64|92558	88.6635
CCDC65|85478	37.6055	CCDC65|85478	18.9557
CCDC66|285331	457.3369	CCDC66|285331	407.3753
lowly_expressed	lowly_expressed	CCDC67|159989	5.5033
lowly_expressed	lowly_expressed	CCDC68|80323	48.9178
CCDC69|26112	544.5127	CCDC69|26112	1405.7755
CCDC6|8030	1515.3492	CCDC6|8030	2670.3009
CCDC71|64925	490.023	CCDC71|64925	477.5601
CCDC72|51372	1336.9148	CCDC72|51372	770.4555
CCDC73|493860	18.8373	CCDC73|493860	37.5077
CCDC74A|90557	719.4935	CCDC74A|90557	274.5512
CCDC74B|91409	246.7383	CCDC74B|91409	102.1159
CCDC75|253635	66.0015	CCDC75|253635	132.6896
CCDC76|54482	130.0844	CCDC76|54482	339.2572
CCDC77|84318	150.8058	CCDC77|84318	167.8492
CCDC78|124093	19.954	CCDC78|124093	11.618
CCDC7|221016	25.7099	CCDC7|221016	38.3791
CCDC80|151887	3701.8419	CCDC80|151887	4898.2013
lowly_expressed	lowly_expressed	CCDC81|60494	6.1147
CCDC82|79780	132.0031	CCDC82|79780	512.1083
CCDC84|338657	54.1059	CCDC84|338657	85.9119
CCDC85A|114800	37.2218	CCDC85A|114800	185.05
CCDC85B|11007	123.9447	CCDC85B|11007	343.6476
CCDC85C|317762	298.6646	CCDC85C|317762	790.579
CCDC86|79080	525.3223	CCDC86|79080	463.4565
CCDC87|55231	36.8381	CCDC87|55231	16.204
CCDC88A|55704	473.5226	CCDC88A|55704	648.7724
CCDC88B|283234	219.4935	CCDC88B|283234	196.5884
CCDC88C|440193	2493.8603	CCDC88C|440193	1254.1303
CCDC89|220388	13.8143	CCDC89|220388	49.5293
CCDC8|83987	221.0284	CCDC8|83987	1416.4763
CCDC90A|63933	246.3546	CCDC90A|63933	341.5074
CCDC90B|60492	373.7414	CCDC90B|60492	713.1697
CCDC91|55297	536.4543	CCDC91|55297	573.5613
CCDC92|80212	1147.736	CCDC92|80212	875.9345
CCDC93|54520	501.9186	CCDC93|54520	1005.2610000000001
CCDC94|55702	290.8672	CCDC94|55702	297.4814
CCDC96|257236	154.6431	CCDC96|257236	74.5997
CCDC97|90324	1387.1834	CCDC97|90324	919.3491
CCDC99|54908	216.0399	CCDC99|54908	196.2827
CCDC9|26093	429.01	CCDC9|26093	381.2532
CCHCR1|54535	428.6262	CCHCR1|54535	480.6175
CCIN|881	8.4421	CCIN|881	5.809
CCL11|6356	8.0583	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCL13|6357	20.7901
CCL14|6358	115.5027	CCL14|6358	569.8649
CCL17|6361	14.198	lowly_expressed	lowly_expressed
CCL18|6362	10.7444	CCL18|6362	37.9113
CCL19|6363	166.155	CCL19|6363	39.44
CCL21|6366	76.3622	CCL21|6366	490.0953
CCL22|6367	143.1312	CCL22|6367	107.9249
lowly_expressed	lowly_expressed	CCL23|6368	15.5926
CCL26|10344	5.3722	lowly_expressed	lowly_expressed
CCL28|56477	96.3162	CCL28|56477	2417.1512
CCL2|6347	217.9586	CCL2|6347	668.951
CCL3L1|6349	35.3492	CCL3L1|6349	5.2923
CCL3|6348	141.2126	CCL3|6348	80.4086
CCL4L2|388372	60.2456	CCL4L2|388372	19.5671
CCL4|6351	120.1074	CCL4|6351	89.5807
CCL5|6352	791.2510000000001	CCL5|6352	93.5553
CCL8|6355	22.2563	CCL8|6355	86.2176
CCM2|83605	974.2901	CCM2|83605	638.6831
lowly_expressed	lowly_expressed	CCNA1|8900	12.2295
CCNA2|890	296.8381	CCNA2|890	136.6091
CCNB1IP1|57820	233.6915	CCNB1IP1|57820	1070.0771
CCNB1|891	751.7268	CCNB1|891	293.8126
CCNB2|9133	407.5211	CCNB2|9133	98.7528
lowly_expressed	lowly_expressed	CCNB3|85417	20.4843
CCNC|892	800.4605	CCNC|892	1167.6069
CCND1|595	18572.5249	CCND1|595	9647.9584
CCND2|894	643.8987	CCND2|894	1971.9991
CCND3|896	945.8941	CCND3|896	1529.9044
CCNDBP1|23582	905.6025	CCNDBP1|23582	1109.8228
CCNE1|898	26.8611	CCNE1|898	22.3187
CCNE2|9134	60.2955	CCNE2|9134	37.7921
CCNF|899	493.8603	CCNF|899	226.5506
CCNG1|900	2262.855	CCNG1|900	3465.2152
CCNG2|901	1985.8020000000001	CCNG2|901	3361.2649
CCNH|902	549.1865	CCNH|902	551.851
lowly_expressed	lowly_expressed	CCNI2|645121	6.341
CCNI|10983	6885.6485	CCNI|10983	8509.2527
CCNJL|79616	41.8266	CCNJL|79616	159.2886
CCNJ|54619	223.3308	CCNJ|54619	228.9965
CCNK|8812	1393.9678	CCNK|8812	914.818
CCNL1|57018	676.132	CCNL1|57018	2226.3717
CCNL2|81669	781.2739999999999	CCNL2|81669	1743.9199
CCNO|10309	144.2824	CCNO|10309	36.6884
CCNT1|904	299.693	CCNT1|904	327.1378
CCNT2|905	553.3384	CCNT2|905	1084.7524
CCNYL1|151195	241.3661	CCNYL1|151195	381.2532
CCNY|219771	1161.1665	CCNY|219771	1856.4308
CCPG1|9236	3617.4597	CCPG1|9236	2381.484
lowly_expressed	lowly_expressed	CCR10|2826	15.5926
CCR1|1230	232.5403	CCR1|1230	94.7783
CCR2|729230	56.792	CCR2|729230	34.2425
CCR4|1233	55.6408	CCR4|1233	5.1975
CCR5|1234	248.2732	CCR5|1234	44.026
CCR6|1235	41.65	CCR6|1235	39.1067
CCR7|1236	51.0361	CCR7|1236	15.2868
CCR8|1237	14.9655	lowly_expressed	lowly_expressed
CCRL1|51554	34.5357	CCRL1|51554	155.6198
CCRL2|9034	70.2226	CCRL2|9034	50.4465
CCRN4L|25819	205.6792	CCRN4L|25819	155.0083
CCS|9973	293.1696	CCS|9973	337.8386
CCT2|10576	2935.5334	CCT2|10576	2806.0478
CCT3|7203	8483.1159	CCT3|7203	5037.617
CCT4|10575	1738.68	CCT4|10575	3978.8522
CCT5|22948	5605.5257	CCT5|22948	2881.2589
CCT6A|908	3668.8411	CCT6A|908	3088.2424
CCT6B|10693	57.5595	CCT6B|10693	76.1283
CCT6P1|643253	51.0361	CCT6P1|643253	94.1668
CCT7|10574	2607.4444	CCT7|10574	3491.8143
CCT8|10694	3922.1028	CCT8|10694	2834.1755
CD101|9398	16.8841	CD101|9398	15.8983
CD109|135228	429.3784	CD109|135228	700.7048
CD14|929	1233.6915	CD14|929	1433.2918
CD151|977	6727.5518	CD151|977	5179.7844
CD160|11126	8.0583	CD160|11126	20.1786
CD163L1|283316	26.0936	CD163L1|283316	71.2366
CD163|9332	839.9847	CD163|9332	334.4755
lowly_expressed	lowly_expressed	CD164L2|388611	72.1538
CD164|8763	11695.3185	CD164|8763	10152.5853
CD177|57126	45.6639	lowly_expressed	lowly_expressed
CD180|4064	151.5733	CD180|4064	137.2756
CD1A|909	11.8956	lowly_expressed	lowly_expressed
CD1C|911	20.3377	CD1C|911	25.0704
CD1D|912	21.1051	CD1D|912	35.4654
CD1E|913	32.617	CD1E|913	11.3122
CD200R1|131450	18.419	CD200R1|131450	18.0384
CD200|4345	229.0867	CD200|4345	674.76
CD207|50489	46.815	CD207|50489	11.3122
CD209|30835	39.5242	CD209|30835	217.0728
CD226|10666	24.175	CD226|10666	5.5033
CD22|933	503.8373	CD22|933	45.248999999999995
CD244|51744	12.6631	lowly_expressed	lowly_expressed
CD247|919	86.3392	CD247|919	35.7711
CD248|57124	882.5787	CD248|57124	2880.9532
CD24|100133941	108.5955	CD24|100133941	14634.9853
CD274|29126	18.0353	CD274|29126	13.7581
CD276|80381	3568.3039	CD276|80381	2014.4965
CD27|939	129.2556	CD27|939	32.6098
CD28|940	56.0246	CD28|940	20.7901
