gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
FNDC8|54752	8.6181	FNDC8|54752	10.7765
FNIP1|96459	1030.0149	FNIP1|96459	961.3312
FNIP2|57600	243.685	FNIP2|57600	1019.3344
FNTA|2339	1722.4368	FNTA|2339	1466.878
FNTB|2342	638.4279	FNTB|2342	539.9239
FOLH1|2346	61.8128	FOLH1|2346	247.8605
FOLR1|2348	44.8737	FOLR1|2348	359.1125
FOLR2|2350	142.3477	FOLR2|2350	239.9366
FOSB|2354	1838.6329999999998	FOSB|2354	15343.5816
FOSL1|8061	10.6984	FOSL1|8061	29.1601
FOSL2|2355	720.0594	FOSL2|2355	1618.7005
FOS|2353	9458.5438	FOS|2353	47704.2789
FOXA1|3169	5802.6746	FOXA1|3169	2502.0602
FOXA3|3171	109.3611	lowly_expressed	lowly_expressed
FOXC1|2296	98.6627	FOXC1|2296	441.5214
FOXC2|2303	7.1322	FOXC2|2303	11.4105
FOXD1|2297	92.7192	FOXD1|2297	6.0222
FOXD2|2306	12.7786	FOXD2|2306	31.3788
FOXD4L1|200350	8.321	lowly_expressed	lowly_expressed
FOXD4L2|100036519	6.8351	lowly_expressed	lowly_expressed
FOXD4|2298	17.2363	lowly_expressed	lowly_expressed
FOXF1|2294	8.9153	lowly_expressed	lowly_expressed
FOXF2|2295	33.2838	FOXF2|2295	100.7924
FOXI1|2299	152.7489	FOXI1|2299	606.9731
lowly_expressed	lowly_expressed	FOXI2|399823	26.6244
lowly_expressed	lowly_expressed	FOXJ1|2302	7.9239
FOXJ2|55810	1942.0505	FOXJ2|55810	1385.42
FOXJ3|22887	1775.3343	FOXJ3|22887	2378.7639
FOXK1|221937	703.7147	FOXK1|221937	1567.3534
FOXK2|3607	846.3596	FOXK2|3607	1021.5531
FOXL1|2300	7.4294	FOXL1|2300	13.6292
FOXM1|2305	3627.4175	FOXM1|2305	37.3629
FOXN1|8456	9.2125	FOXN1|8456	16.1648
FOXN2|3344	432.6895	FOXN2|3344	792.71
FOXN3|1112	1184.844	FOXN3|1112	4194.6117
FOXO1|2308	515.0074	FOXO1|2308	2290.3328
FOXO3B|2310	938.7816	FOXO3B|2310	1451.981
FOXO3|2309	2010.104	FOXO3|2309	3195.8796
FOXO4|4303	283.5067	FOXO4|4303	1154.6751
FOXP1|27086	785.1412	FOXP1|27086	2197.1474
FOXP2|93986	32.0951	FOXP2|93986	205.0713
FOXP3|50943	68.5706	FOXP3|50943	15.5119
FOXP4|116113	2009.8068	FOXP4|116113	1370.523
FOXQ1|94234	17.8306	FOXQ1|94234	33.2805
FOXRED1|55572	313.2244	FOXRED1|55572	298.5737
FOXRED2|80020	973.8484	FOXRED2|80020	638.9857
FOXS1|2307	18.1278	FOXS1|2307	30.1109
FPGS|2356	675.4829	FPGS|2356	748.336
FPGT|8790	440.63300000000004	FPGT|8790	505.8922
FPR1|2357	60.9212	FPR1|2357	24.4057
FPR3|2359	573.5513	FPR3|2359	147.7021
FRAS1|80144	581.8722	FRAS1|80144	134.7068
FRAT1|10023	173.2541	FRAT1|10023	122.0285
FRAT2|23401	699.5542	FRAT2|23401	227.8922
FREM1|158326	24.0713	FREM1|158326	398.4152
FREM2|341640	922.7339999999999	FREM2|341640	57.0523
FRG1B|284802	195.5423	FRG1B|284802	478.2884
FRG1|2483	366.41900000000004	FRG1|2483	733.439
FRK|2444	88.8559	FRK|2444	76.0697
lowly_expressed	lowly_expressed	FRMD1|79981	87.4802
FRMD3|257019	18.1278	FRMD3|257019	156.5769
FRMD4A|55691	1464.1278	FRMD4A|55691	1769.2076
FRMD4B|23150	306.6865	FRMD4B|23150	745.8003
FRMD5|84978	12.7786	FRMD5|84978	15.5309
FRMD6|122786	1180.3863	FRMD6|122786	3351.8225
FRMD8|83786	1034.1753	FRMD8|83786	720.1268
lowly_expressed	lowly_expressed	FRMPD1|22844	79.5563
lowly_expressed	lowly_expressed	FRMPD2|143162	8.5578
lowly_expressed	lowly_expressed	FRMPD4|9758	9.1918
FRRS1|391059	225.26	FRRS1|391059	163.5499
FRS2|10818	1676.6716	FRS2|10818	1479.8732
FRS3|10817	70.1337	FRS3|10817	139.7781
FRYL|285527	1529.8663	FRYL|285527	1982.8843
FRY|10129	984.5468	FRY|10129	1450.0792
FRZB|2487	167.6077	FRZB|2487	516.9572
FSCN1|6624	454.0862	FSCN1|6624	946.1173
FSCN2|25794	17.8306	FSCN2|25794	15.2139
FSD1L|83856	50.5201	FSD1L|83856	73.2171
FSIP1|161835	256.7608	FSIP1|161835	56.1014
FSTL1|11167	4009.5097	FSTL1|11167	12315.0555
FSTL3|10272	779.1976	FSTL3|10272	372.4247
FSTL4|23105	38.633	FSTL4|23105	22.186999999999998
FST|10468	20.5052	FST|10468	175.5943
FTH1|2495	15501.3373	FTH1|2495	23952.1363
FTHL3|2498	97.47399999999999	FTHL3|2498	149.6038
FTL|2512	14909.9554	FTL|2512	23864.9762
FTO|79068	1392.5706	FTO|79068	2371.1569
FTSJ1|24140	629.1233	FTSJ1|24140	460.5388
FTSJ2|29960	944.1308	FTSJ2|29960	611.4105
FTSJ3|117246	1517.6434	FTSJ3|117246	783.7718
FTSJD1|55783	879.9406	FTSJD1|55783	877.6545
FTSJD2|23070	1147.9941	FTSJD2|23070	1259.588
FUBP1|8880	1721.8425	FUBP1|8880	1548.9699
FUBP3|8939	1697.7712	FUBP3|8939	1255.7845
FUCA1|2517	860.6241	FUCA1|2517	953.7242
FUCA2|2519	1850.2229	FUCA2|2519	983.2013
FUK|197258	642.4963	FUK|197258	301.7433
FUNDC1|139341	431.7979	FUNDC1|139341	232.0127
FUNDC2|65991	720.3566	FUNDC2|65991	1160.691
FURIN|5045	1489.1529999999998	FURIN|5045	2208.8748
FUS|2521	4804.4577	FUS|2521	2865.2932
FUT10|84750	167.3105	FUT10|84750	203.4865
FUT11|170384	127.786	FUT11|170384	232.9635
FUT1|2523	341.7533	FUT1|2523	165.4517
FUT2|2524	182.7637	FUT2|2524	61.1727
FUT3|2525	17.8306	FUT3|2525	11.0935
FUT4|2526	127.4413	FUT4|2526	296.7829
FUT6|2528	5.052	FUT6|2528	82.0919
FUT7|2529	8.2437	lowly_expressed	lowly_expressed
FUT8|2530	1704.3507	FUT8|2530	642.8431
FUT9|10690	24.0713	FUT9|10690	63.7084
FUZ|80199	275.2184	FUZ|80199	296.6149
FXC1|26515	816.9391	FXC1|26515	1034.8653
FXN|2395	189.3016	FXN|2395	219.0174
FXR1|8087	2076.6716	FXR1|8087	2637.0840000000003
FXR2|9513	1210.6984	FXR2|9513	751.1886
FXYD1|5348	23.7741	FXYD1|5348	703.962
FXYD3|5349	2636.5527	FXYD3|5349	941.6799
FXYD5|53827	493.3135	FXYD5|53827	1321.3946
FXYD6|53826	159.2868	FXYD6|53826	1401.9017
FYB|2533	354.2348	FYB|2533	257.6862
FYCO1|79443	1403.5661	FYCO1|79443	2604.1204
FYN|2534	275.4829	FYN|2534	867.1949
FYTTD1|84248	1788.1129	FYTTD1|84248	1647.5436
FZD10|11211	19.0193	FZD10|11211	69.0967
FZD1|8321	810.4012	FZD1|8321	2086.8463
FZD2|2535	84.101	FZD2|2535	57.3693
FZD3|7976	258.5438	FZD3|7976	123.2964
FZD4|8322	586.7221	FZD4|8322	6788.8938
FZD5|7855	202.6746	FZD5|7855	341.046
FZD6|8323	1226.4487	FZD6|8323	900.1585
FZD7|8324	517.9792	FZD7|8324	3292.2345
FZD8|8325	97.7712	FZD8|8325	337.2425
lowly_expressed	lowly_expressed	FZD9|8326	26.9414
FZR1|51343	862.4071	FZR1|51343	792.393
G0S2|50486	17.5334	G0S2|50486	3444.3740000000003
G2E3|55632	761.0698	G2E3|55632	464.6593
G3BP1|10146	3647.8455	G3BP1|10146	2221.87
G3BP2|9908	4841.9019	G3BP2|9908	3081.775
G6PC3|92579	763.7444	G6PC3|92579	852.9319
G6PD|2539	785.4383	G6PD|2539	720.7607
GAA|2548	2493.9079	GAA|2548	1627.5753
GAB1|2549	1625.8544	GAB1|2549	1317.5911
GAB2|9846	832.6895	GAB2|9846	1556.5769
GAB3|139716	59.7325	GAB3|139716	159.7464
GABARAPL1|23710	719.1679	GABARAPL1|23710	2207.29
GABARAPL2|11345	1324.5171	GABARAPL2|11345	1613.9461
GABARAP|11337	4277.266	GABARAP|11337	5346.4342
GABBR1|2550	402.6746	GABBR1|2550	711.252
lowly_expressed	lowly_expressed	GABBR2|9568	7.607
GABPA|2551	1096.7935	GABPA|2551	1367.7876
GABPB1|2553	504.3952	GABPB1|2553	432.5261
GABPB2|126626	91.8276	GABPB2|126626	167.9873
GABRA2|2555	187.2214	GABRA2|2555	11.0935
GABRB2|2561	5.052	GABRB2|2561	12.3613
GABRB3|2562	9.8068	GABRB3|2562	116.0063
GABRD|2563	11.2927	GABRD|2563	6.9731
GABRE|2564	24.3685	GABRE|2564	972.7417
lowly_expressed	lowly_expressed	GABRG3|2567	5.7052
GABRP|2568	903.7147	GABRP|2568	9069.4136
GADD45A|1647	263.5958	GADD45A|1647	290.9667
GADD45B|4616	926.3001	GADD45B|4616	432.6466
GADD45GIP1|90480	443.685	GADD45GIP1|90480	306.4976
GADD45G|10912	112.9272	GADD45G|10912	25.6735
GAK|2580	2038.3358	GAK|2580	1171.1569
lowly_expressed	lowly_expressed	GAL3ST1|9514	16.1648
GAL3ST4|79690	172.3626	GAL3ST4|79690	205.7052
GALC|2581	288.5587	GALC|2581	934.7068
GALE|2582	287.9643	GALE|2582	194.6117
GALK1|2584	351.26300000000003	GALK1|2584	140.72899999999998
GALK2|2585	355.6048	GALK2|2585	331.6006
GALM|130589	317.0877	GALM|130589	399.0491
GALNS|2588	338.1872	GALNS|2588	255.1506
GALNT10|55568	1336.9985	GALNT10|55568	1317.9081
GALNT11|63917	915.6018	GALNT11|63917	1376.8621
GALNT12|79695	248.737	GALNT12|79695	179.3978
lowly_expressed	lowly_expressed	GALNT13|114805	20.9192
GALNT14|79623	304.6062	GALNT14|79623	40.2536
GALNT1|2589	2884.9926	GALNT1|2589	2365.7686
GALNT2|2590	2404.4577	GALNT2|2590	1431.6957
GALNT3|2591	1338.4844	GALNT3|2591	896.038
GALNT4|8693	362.6152	GALNT4|8693	508.2567
GALNT5|11227	70.7281	GALNT5|11227	149.6038
GALNT6|11226	14753.0461	GALNT6|11226	1586.6878
GALNT7|51809	1158.9896	GALNT7|51809	1489.6989
GALNTL1|57452	262.11	GALNTL1|57452	840.8875
GALNTL2|117248	92.1248	GALNTL2|117248	1880.1902
GALNTL4|374378	62.7043	GALNTL4|374378	148.6529
GALT|2592	285.5869	GALT|2592	420.9192
GAL|51083	12.4814	lowly_expressed	lowly_expressed
GAMT|2593	711.7385	GAMT|2593	243.1062
GANAB|23193	6139.9703	GANAB|23193	8405.0713
GANC|2595	155.4235	GANC|2595	484.1331
GAN|8139	124.2199	GAN|8139	89.6989
GAP43|2596	12.1842	GAP43|2596	6.3391
GAPDH|2597	137329.5632	GAPDH|2597	21509.3502
GAPT|202309	62.4071	GAPT|202309	43.1062
GAPVD1|26130	1806.2407	GAPVD1|26130	1273.5341
GAR1|54433	554.5319	GAR1|54433	297.3059
GARNL3|84253	98.9599	GARNL3|84253	274.8019
GARS|2617	2842.7935	GARS|2617	1184.4691
GART|2618	2068.0535	GART|2618	1270.0475
GAS1|2619	262.11	GAS1|2619	1771.1569
GAS2L1|10634	630.312	GAS2L1|10634	599.3661
lowly_expressed	lowly_expressed	GAS2L2|246176	18.3835
GAS2L3|283431	227.3403	GAS2L3|283431	35.8162
GAS2|2620	8.0238	GAS2|2620	41.2044
GAS5|60674	1926.3001	GAS5|60674	2387.6387
GAS6|2621	523.9227	GAS6|2621	3200.6339
GAS7|8522	596.1367	GAS7|8522	2325.1981
GAS8|2622	643.9881	GAS8|2622	422.3233
lowly_expressed	lowly_expressed	GATA1|2623	6.0222
GATA2|2624	380.9807	GATA2|2624	342.6307
GATA3|2625	14662.11	GATA3|2625	7014.2631
GATA5|140628	27.0431	lowly_expressed	lowly_expressed
GATA6|2627	75.7801	GATA6|2627	115.0555
GATAD1|57798	847.8455	GATAD1|57798	1116.6403
GATAD2A|54815	2131.3522	GATAD2A|54815	1141.6799
GATAD2B|57459	1243.0906	GATAD2B|57459	1361.6482
GATC|283459	69.5394	GATC|283459	28.5261
GATM|2628	4736.107	GATM|2628	853.5658
GATSL1|389523	24.6657	GATSL1|389523	19.6513
lowly_expressed	lowly_expressed	GATSL2|729438	9.5087
GATSL3|652968	234.2318	GATSL3|652968	210.8938
GATS|352954	172.52900000000002	GATS|352954	203.3693
GBA2|57704	862.3447	GBA2|57704	1055.6672
lowly_expressed	lowly_expressed	GBA3|57733	8.5578
GBAP1|2630	350.0743	GBAP1|2630	205.0713
GBAS|2631	1165.5275	GBAS|2631	1792.3929999999998
GBA|2629	1439.8217	GBA|2629	904.5959
GBE1|2632	362.2585	GBE1|2632	1492.8685
GBF1|8729	2997.6226	GBF1|8729	2047.5436
GBGT1|26301	37.6582	GBGT1|26301	93.5024
GBP1|2633	835.0669	GBP1|2633	814.8969999999999
GBP2|2634	3726.5646	GBP2|2634	3314.4089
GBP3|2635	1153.0461	GBP3|2635	854.1997
GBP4|115361	1141.4562	GBP4|115361	1128.0507
GBP5|115362	221.0996	GBP5|115362	90.9667
GBP6|163351	10.104	GBP6|163351	20.2853
GBP7|388646	6.5706	lowly_expressed	lowly_expressed
GCAT|23464	833.581	GCAT|23464	137.2425
GCA|25801	360.7727	GCA|25801	357.8447
GCC1|79571	839.5245	GCC1|79571	773.3756
GCC2|9648	1547.6969	GCC2|9648	1911.5689
GCDH|2639	759.8811	GCDH|2639	465.2932
GCET2|257144	146.5082	GCET2|257144	77.6545
GCFC1|94104	1067.7563	GCFC1|94104	1116.0063
GCH1|2643	271.6196	GCH1|2643	118.225
GCHFR|2644	77.266	GCHFR|2644	166.4025
lowly_expressed	lowly_expressed	GCK|2645	10.1426
GCLC|2729	899.2571	GCLC|2729	1119.8098
GCLM|2730	360.4755	GCLM|2730	392.0761
GCN1L1|10985	7257.9495	GCN1L1|10985	3258.0032
GCNT1|2650	461.2184	GCNT1|2650	260.5388
GCNT2|2651	161.9614	GCNT2|2651	429.477
GCNT4|51301	26.4487	GCNT4|51301	226.3074
GCOM1|145781	170.3566	GCOM1|145781	1411.9746
GCSH|2653	27.6374	GCSH|2653	36.1331
GDAP1|54332	123.3284	GDAP1|54332	308.3994
GDAP2|54834	383.9525	GDAP2|54834	364.8177
GDE1|51573	1628.8262	GDE1|51573	1586.3708
GDF10|2662	14.8588	GDF10|2662	386.0539
GDF11|10220	350.8796	GDF11|10220	90.5483
GDF15|9518	60.3269	GDF15|9518	42.7892
GDF1|2657	8.5438	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GDF5|8200	18.7353
GDF6|392255	12.7786	GDF6|392255	7.9239
GDF9|2661	5.6464	GDF9|2661	16.7987
GDI1|2664	2528.9747	GDI1|2664	2220.2853
GDI2|2665	7076.3744	GDI2|2665	4921.0777
GDPD1|284161	152.1545	GDPD1|284161	73.2171
GDPD2|54857	7.1322	lowly_expressed	lowly_expressed
GDPD3|79153	447.162	GDPD3|79153	172.6498
GDPD5|81544	148.5884	GDPD5|81544	1067.1949
GEFT|115557	172.8975	GEFT|115557	664.1204
GEMIN4|50628	1256.1664	GEMIN4|50628	901.4263
GEMIN5|25929	1530.4606	GEMIN5|25929	914.7385
GEMIN6|79833	292.7192	GEMIN6|79833	116.6403
GEMIN7|79760	464.1902	GEMIN7|79760	215.5309
GEMIN8P4|492303	61.2184	GEMIN8P4|492303	19.0174
GEMIN8|54960	304.9034	GEMIN8|54960	475.1189
GEM|2669	737.2957	GEM|2669	1004.1204
GEN1|348654	526.3001	GEN1|348654	162.599
GET4|51608	534.3239	GET4|51608	461.4897
GFAP|2670	6.8351	GFAP|2670	113.7876
GFER|2671	319.1679	GFER|2671	227.2583
GFI1|2672	26.4487	GFI1|2672	39.9366
GFM1|85476	2900.4458	GFM1|85476	1266.2441
GFM2|84340	1301.3373	GFM2|84340	588.5895
GFOD1|54438	37.4443	GFOD1|54438	101.4263
GFOD2|81577	454.9777	GFOD2|81577	624.4057
GFPT1|2673	2946.5082	GFPT1|2673	2991.1252
GFPT2|9945	148.5884	GFPT2|9945	509.6672
GFRA1|2674	307.8752	GFRA1|2674	4031.3788
GFRA2|2675	41.9019	GFRA2|2675	72.5832
GFRA3|2676	12.4814	GFRA3|2676	32.3296
GGA1|26088	1537.89	GGA1|26088	902.6941
GGA2|23062	2381.575	GGA2|23062	2484.3106
GGA3|23163	1379.4948	GGA3|23163	921.3946
GGCT|79017	2260.3269	GGCT|79017	683.3597
GGCX|2677	574.74	GGCX|2677	729.3185
GGH|8836	271.9168	GGH|8836	229.1601
GGNBP2|79893	1109.0639	GGNBP2|79893	1686.8463
GGPS1|9453	2018.7221	GGPS1|9453	802.2187
GGT1|2678	758.3952	GGT1|2678	215.2139
GGT3P|2679	25.26	GGT3P|2679	41.5214
GGT5|2687	233.2838	GGT5|2687	623.7718
GGT6|124975	181.8722	GGT6|124975	327.7338
GGT7|2686	122.1397	GGT7|2686	523.9303
lowly_expressed	lowly_expressed	GGT8P|645367	5.3883
GGTA1|2681	100.4458	GGTA1|2681	434.8653
GGTLC2|91227	85.8841	GGTLC2|91227	22.504
GHDC|84514	224.0713	GHDC|84514	596.8304
GHITM|27069	10923.9227	GHITM|27069	3525.1981
GHRLOS|100126793	6.5379	GHRLOS|100126793	13.3122
GHR|2690	1688.8559	GHR|2690	3818.7005
GIGYF1|64599	931.055	GIGYF1|64599	1624.7227
GIGYF2|26058	2717.9792	GIGYF2|26058	2563.2329999999997
GIMAP1|170575	37.1471	GIMAP1|170575	188.2726
GIMAP2|26157	82.6152	GIMAP2|26157	220.2853
GIMAP4|55303	332.5409	GIMAP4|55303	919.8098
GIMAP5|55340	155.4235	GIMAP5|55340	694.7702
GIMAP6|474344	243.685	GIMAP6|474344	1265.6101
GIMAP7|168537	132.5409	GIMAP7|168537	626.9414
GIMAP8|155038	158.9896	GIMAP8|155038	809.1918
GIN1|54826	145.0223	GIN1|54826	199.0491
GINS1|9837	598.5141	GINS1|9837	64.6593
GINS2|51659	786.0327	GINS2|51659	72.9002
GINS3|64785	284.101	GINS3|64785	132.1712
GINS4|84296	194.3536	GINS4|84296	55.4675
GIPC1|10755	1292.7192	GIPC1|10755	715.6894
GIPC2|54810	23.1798	GIPC2|54810	191.4422
GIPC3|126326	52.8975	GIPC3|126326	123.6133
GIPR|2696	6.8351	GIPR|2696	14.2631
GIT1|28964	1911.7385	GIT1|28964	1383.5182
GIT2|9815	1293.0163	GIT2|9815	1355.2995
GIYD2|79008	354.847	GIYD2|79008	98.2979
GJA1|2697	885.5869	GJA1|2697	2991.1252
GJA4|2701	110.84700000000001	GJA4|2701	270.9984
GJA5|2702	93.0163	GJA5|2702	245.6418
GJB1|2705	5.052	GJB1|2705	62.7575
GJB2|2706	521.5453	GJB2|2706	48.1775
lowly_expressed	lowly_expressed	GJB3|2707	11.0935
lowly_expressed	lowly_expressed	GJB5|2709	7.29
GJC1|10052	124.8143	GJC1|10052	350.5547
GJC2|57165	37.7415	GJC2|57165	70.0475
GJC3|349149	19.6137	GJC3|349149	31.3788
GJD3|125111	37.2957	GJD3|125111	116.5008
GK3P|2713	28.2318	GK3P|2713	10.7765
GK5|256356	695.3938	GK5|256356	1003.4865
GKAP1|80318	61.2184	GKAP1|80318	212.3613
GK|2710	195.5423	GK|2710	77.3376
GLA|2717	436.5527	GLA|2717	259.9049
GLB1L2|89944	523.9227	GLB1L2|89944	502.3772
lowly_expressed	lowly_expressed	GLB1L3|112937	6.0222
GLB1L|79411	139.9703	GLB1L|79411	365.7686
GLB1|2720	2707.8752	GLB1|2720	776.5452
GLCCI1|113263	207.1322	GLCCI1|113263	546.7512
GLCE|26035	1120.3566	GLCE|26035	1503.645
GLDC|2731	84.9926	GLDC|2731	96.038
GLDN|342035	35.0669	GLDN|342035	232.0127
GLE1|2733	1654.3834	GLE1|2733	975.5943
GLG1|2734	3222.5854	GLG1|2734	6103.3281
GLI1|2735	41.0104	GLI1|2735	85.5784
GLI2|2736	79.9406	GLI2|2736	229.794
GLI3|2737	2096.8796	GLI3|2737	1880.5071
GLI4|2738	82.1961	GLI4|2738	99.7908
GLIPR1L2|144321	8.9153	GLIPR1L2|144321	51.3471
GLIPR1|11010	330.3536	GLIPR1|11010	608.6181
GLIPR2|152007	225.26	GLIPR2|152007	617.4326
GLIS1|148979	6.8351	GLIS1|148979	50.7132
GLIS2|84662	433.2838	GLIS2|84662	346.4342
GLIS3|169792	92.7103	GLIS3|169792	94.1363
GLMN|11146	249.9257	GLMN|11146	121.0777
GLO1|2739	2599.4056	GLO1|2739	2514.1046
GLOD4|51031	1754.2348	GLOD4|51031	1101.1094
GLOD5|392465	15.4532	lowly_expressed	lowly_expressed
GLP1R|2740	5.9435	GLP1R|2740	54.8336
lowly_expressed	lowly_expressed	GLP2R|9340	11.7274
GLRA4|441509	19.6137	GLRA4|441509	7.29
GLRB|2743	37.1471	GLRB|2743	228.5261
GLRX2|51022	109.9554	GLRX2|51022	59.588
GLRX3|10539	1108.4695	GLRX3|10539	535.0238
GLRX5|51218	1111.7385	GLRX5|51218	581.9334
GLRX|2745	206.8351	GLRX|2745	280.1902
GLS2|27165	41.6048	GLS2|27165	69.0967
GLS|2744	1027.3403	GLS|2744	1505.8637
GLT1D1|144423	7.7266	lowly_expressed	lowly_expressed
GLT25D1|79709	1812.4814	GLT25D1|79709	1446.9097
GLT25D2|23127	12.7786	GLT25D2|23127	154.6751
GLT8D1|55830	563.1501	GLT8D1|55830	1069.7591
GLT8D2|83468	206.2407	GLT8D2|83468	672.5832
GLTPD1|80772	169.9851	GLTPD1|80772	370.20599999999996
GLTP|51228	1061.5156	GLTP|51228	1016.7987
GLTSCR1|29998	175.3343	GLTSCR1|29998	200.9509
GLTSCR2|29997	2318.5736	GLTSCR2|29997	6821.5531
GLUD1|2746	7852.8975	GLUD1|2746	5038.9857
GLUD2|2747	1019.6137	GLUD2|2747	661.8067
GLUL|2752	7460.0297	GLUL|2752	24809.5087
GLYATL1|92292	41.0104	GLYATL1|92292	13.6292
GLYATL2|219970	14.2645	GLYATL2|219970	44.0571
lowly_expressed	lowly_expressed	GLYAT|10249	304.9128
GLYCTK|132158	35.6612	GLYCTK|132158	334.7068
GLYR1|84656	2673.9970000000003	GLYR1|84656	1993.9778
GM2A|2760	1127.4889	GM2A|2760	2746.4342
GMCL1L|64396	7.1322	GMCL1L|64396	5.7052
GMCL1|64395	542.3477	GMCL1|64395	528.6846
GMDS|2762	108.1724	GMDS|2762	187.3217
GMEB1|10691	153.9376	GMEB1|10691	191.4422
GMEB2|26205	602.3774	GMEB2|26205	474.4849
GMFB|2764	1888.2615	GMFB|2764	1283.3597
GMFG|9535	141.4562	GMFG|9535	318.225
GMIP|51291	239.5245	GMIP|51291	153.7242
GMNN|51053	203.8633	GMNN|51053	281.45799999999997
GMPPA|29926	591.3819	GMPPA|29926	365.7686
GMPPB|29925	216.9391	GMPPB|29925	201.9017
GMPR2|51292	1164.636	GMPR2|51292	1159.7464
GMPR|2766	119.4651	GMPR|2766	130.2694
GMPS|8833	3704.9034	GMPS|8833	919.8098
GNA11|2767	689.153	GNA11|2767	815.8479
GNA12|2768	976.8202	GNA12|2768	1922.0285
GNA13|10672	2939.6731	GNA13|10672	2043.1062
GNA14|9630	18.7221	GNA14|9630	66.878
GNA15|2769	115.899	GNA15|2769	106.1807
GNAI1|2770	139.6731	GNAI1|2770	1489.6989
GNAI2|2771	3069.5394	GNAI2|2771	5241.8384
GNAI3|2773	2575.0371	GNAI3|2773	1652.6149
GNAL|2774	63.2987	GNAL|2774	241.5214
GNAO1|2775	25.26	GNAO1|2775	65.6101
GNAQ|2776	2514.4131	GNAQ|2776	3078.9223
GNAS|2778	27347.6969	GNAS|2778	19536.9255
GNAZ|2781	84.101	GNAZ|2781	316.6403
GNB1L|54584	83.4205	GNB1L|54584	33.683
GNB1|2782	5511.4413	GNB1|2782	7844.374
GNB2L1|10399	29329.5691	GNB2L1|10399	29963.232999999997
GNB2|2783	4326.003	GNB2|2783	2309.9842
GNB3|2784	35.4056	GNB3|2784	36.2599
GNB4|59345	1967.6077	GNB4|59345	1192.0761
GNB5|10681	169.688	GNB5|10681	547.7021
GNE|10020	384.2496	GNE|10020	1541.9968
GNG10|2790	383.0609	GNG10|2790	323.6133
GNG11|2791	303.4175	GNG11|2791	1742.9477
GNG12|55970	1364.3388	GNG12|55970	4838.0349
GNG13|51764	8.6181	lowly_expressed	lowly_expressed
GNG2|54331	220.8024	GNG2|54331	1341.6799
GNG4|2786	467.162	GNG4|2786	22.186999999999998
GNG5|2787	1335.2155	GNG5|2787	865.9271
GNG7|2788	114.4131	GNG7|2788	701.1094
GNGT2|2793	11.2927	GNGT2|2793	16.7987
GNL1|2794	672.3447	GNL1|2794	1017.4612
GNL2|29889	1856.4636	GNL2|29889	1123.6133
GNL3L|54552	747.9941	GNL3L|54552	638.0349
GNL3|26354	1429.1233	GNL3|26354	1689.065
GNLY|10578	25.8544	GNLY|10578	37.7179
GNMT|27232	10.104	GNMT|27232	17.1157
GNPAT|8443	1190.4903	GNPAT|8443	1146.4342
GNPDA1|10007	988.4101	GNPDA1|10007	696.355
GNPDA2|132789	429.1233	GNPDA2|132789	531.8542
GNPNAT1|64841	4021.6939	GNPNAT1|64841	870.0475
GNPTAB|79158	2263.893	GNPTAB|79158	1567.6704
GNPTG|84572	534.0059	GNPTG|84572	814.2441
GNRH1|2796	16.3447	GNRH1|2796	56.7353
GNRHR2|114814	381.0223	GNRHR2|114814	453.3756
lowly_expressed	lowly_expressed	GNRHR|2798	5.3883
GNS|2799	5414.8588	GNS|2799	5974.3265
GOLGA1|2800	860.0297	GOLGA1|2800	804.7544
GOLGA2B|55592	396.4339	GOLGA2B|55592	237.40099999999998
GOLGA2|2801	1705.2006	GOLGA2|2801	1883.6767
GOLGA3|2802	3260.9212	GOLGA3|2802	2065.9271
GOLGA4|2803	6076.6716	GOLGA4|2803	4684.3106
GOLGA5|9950	1377.4146	GOLGA5|9950	1297.3059
GOLGA6L10|647042	86.7756	GOLGA6L10|647042	236.1331
GOLGA6L5|374650	13.0758	GOLGA6L5|374650	90.3328
GOLGA6L9|440295	53.788999999999994	GOLGA6L9|440295	94.7702
GOLGA7B|401647	21.3967	GOLGA7B|401647	137.8764
GOLGA7|51125	1164.0416	GOLGA7|51125	1309.3502
GOLGA8A|23015	197.6226	GOLGA8A|23015	1632.6466
GOLGA8B|440270	194.6508	GOLGA8B|440270	714.4216
lowly_expressed	lowly_expressed	GOLGA8C|729786	13.6292
GOLGB1|2804	9811.5899	GOLGB1|2804	6703.645
GOLIM4|27333	431.2036	GOLIM4|27333	935.3407
GOLM1|51280	1123.6256	GOLM1|51280	1900.2631
GOLPH3L|55204	1710.2526	GOLPH3L|55204	1146.7512
GOLPH3|64083	2983.9525	GOLPH3|64083	2166.0856
GOLT1A|127845	85.2897	GOLT1A|127845	59.9049
GOLT1B|51026	1317.9792	GOLT1B|51026	771.1569
GON4L|54856	1529.6672	GON4L|54856	1386.4279
GOPC|57120	846.3596	GOPC|57120	1575.5943
GORAB|92344	208.0238	GORAB|92344	216.1648
GORASP1|64689	765.8247	GORASP1|64689	1080.1902
GORASP2|26003	2943.8336	GORASP2|26003	1902.0602
GOSR1|9527	856.4636	GOSR1|9527	1321.7116
GOSR2|9570	539.9703	GOSR2|9570	1131.2203
GOT1|2805	2545.0223	GOT1|2805	524.8811
GOT2|2806	4650.2229	GOT2|2806	1410.4596
