gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
C16orf71|146562	36.9942	C16orf71|146562	22.2876
C16orf72|29035	1895.0867	C16orf72|29035	1079.4786
C16orf74|404550	20.5202	C16orf74|404550	104.2893
C16orf75|116028	304.0462	C16orf75|116028	40.3701
C16orf79|283870	13.3613	C16orf79|283870	8.873
C16orf7|9605	95.7861	C16orf7|9605	254.7435
C16orf80|29105	369.6532	C16orf80|29105	545.8368
C16orf86|388284	17.052	C16orf86|388284	52.5652
C16orf87|388272	88.4393	C16orf87|388272	86.2069
C16orf88|400506	1461.5607	C16orf88|400506	240.1177
C16orf89|146556	21.9653	C16orf89|146556	784.693
C16orf91|283951	343.6416	C16orf91|283951	145.9209
C16orf93|90835	110.4046	C16orf93|90835	17.6619
C17orf100|388327	19.0751	C17orf100|388327	46.6779
C17orf101|79701	433.5116	C17orf101|79701	375.9462
C17orf103|256302	169.3642	C17orf103|256302	1386.8797
C17orf104|284071	8.6705	C17orf104|284071	7.5694
C17orf106|100134934	126.7139	C17orf106|100134934	231.9302
C17orf107|100130311	16.7052	C17orf107|100130311	154.9958
C17orf108|201229	478.6127	C17orf108|201229	351.1354
C17orf28|283987	5984.3931	C17orf28|283987	1248.5282
C17orf37|84299	2037.2832	C17orf37|84299	540.3701
C17orf39|79018	239.8844	C17orf39|79018	511.7746
C17orf42|79736	252.3121	C17orf42|79736	147.60299999999998
C17orf44|284029	34.9711	C17orf44|284029	61.8167
C17orf48|56985	66.47399999999999	C17orf48|56985	152.6493
C17orf49|124944	486.3468	C17orf49|124944	619.4407
C17orf51|339263	20.5202	C17orf51|339263	344.4071
C17orf53|78995	181.7919	C17orf53|78995	60.9756
lowly_expressed	lowly_expressed	C17orf55|284185	24.8108
C17orf56|146705	394.9971	C17orf56|146705	274.1674
C17orf57|124989	42.7746	C17orf57|124989	46.6779
C17orf58|284018	2086.4162	C17orf58|284018	793.5239999999999
C17orf59|54785	219.9422	C17orf59|54785	179.9832
C17orf60|284021	6.9364	C17orf60|284021	30.6981
C17orf61|254863	360.5029	C17orf61|254863	466.0219
C17orf62|79415	1467.0520000000001	C17orf62|79415	939.4449
C17orf63|55731	1164.4509	C17orf63|55731	767.0311
C17orf65|339201	151.7081	C17orf65|339201	150.8621
C17orf67|339210	44.7977	C17orf67|339210	15.5593
C17orf68|80169	953.1792	C17orf68|80169	734.2304
C17orf69|147081	169.6532	C17orf69|147081	79.4786
C17orf70|80233	980.3468	C17orf70|80233	682.5063
C17orf71|55181	944.5087	C17orf71|55181	460.471
C17orf72|92340	29.1329	C17orf72|92340	50.0715
C17orf75|64149	626.5896	C17orf75|64149	197.2246
C17orf76|388341	117.34100000000001	C17orf76|388341	87.0479
C17orf79|55352	885.5491	C17orf79|55352	919.2599
C17orf80|55028	1110.4046	C17orf80|55028	555.9294
C17orf81|23587	322.5434	C17orf81|23587	539.529
lowly_expressed	lowly_expressed	C17orf82|388407	5.8873
C17orf85|55421	370.5202	C17orf85|55421	613.1203
C17orf86|654434	77.1676	C17orf86|654434	84.9453
C17orf87|388325	7.8035	C17orf87|388325	21.4466
C17orf89|284184	460.4046	C17orf89|284184	217.4096
C17orf90|339229	413.5838	C17orf90|339229	208.9992
C17orf91|84981	31.7919	C17orf91|84981	482.3381
C17orf95|124512	907.5145	C17orf95|124512	302.7754
C17orf96|100170841	17.6301	C17orf96|100170841	87.4685
C17orf97|400566	60.9827	C17orf97|400566	86.2069
C18orf10|25941	1876.8786	C18orf10|25941	1206.0555
C18orf18|147525	11.2717	C18orf18|147525	50.0421
C18orf19|125228	256.9364	C18orf19|125228	249.3692
C18orf1|753	1350.289	C18orf1|753	1063.4987
C18orf21|83608	285.8382	C18orf21|83608	155.5929
C18orf22|79863	320.8092	C18orf22|79863	436.5013
C18orf25|147339	1309.5376	C18orf25|147339	677.8806
C18orf32|497661	2550.3671	C18orf32|497661	848.3305
lowly_expressed	lowly_expressed	C18orf34|374864	69.8066
C18orf45|85019	802.3121	C18orf45|85019	352.397
C18orf54|162681	130.9249	C18orf54|162681	71.9092
C18orf55|29090	399.42199999999997	C18orf55|29090	321.2784
C18orf56|494514	5.2023	lowly_expressed	lowly_expressed
C18orf8|29919	530.7312	C18orf8|29919	405.7443
C19orf10|56005	623.1214	C19orf10|56005	983.5997
C19orf12|83636	332.94800000000004	C19orf12|83636	1242.6409
lowly_expressed	lowly_expressed	C19orf18|147685	11.7746
C19orf20|91978	26.5896	C19orf20|91978	31.1186
C19orf21|126353	449.711	C19orf21|126353	75.6939
C19orf22|91300	852.3121	C19orf22|91300	945.7527
lowly_expressed	lowly_expressed	C19orf23|148046	6.3078
C19orf24|55009	345.0867	C19orf24|55009	367.5357
C19orf25|148223	205.2023	C19orf25|148223	302.3549
lowly_expressed	lowly_expressed	C19orf26|255057	5.8873
C19orf28|126321	529.4798	C19orf28|126321	602.6072
C19orf29|58509	219.0751	C19orf29|58509	380.5719
C19orf2|8725	1538.4393	C19orf2|8725	1406.6442
C19orf30|284424	19.0751	lowly_expressed	lowly_expressed
C19orf33|64073	95.1156	C19orf33|64073	82.1951
lowly_expressed	lowly_expressed	C19orf35|374872	6.3078
C19orf36|113177	7.5145	C19orf36|113177	20.6056
C19orf38|255809	8.0925	C19orf38|255809	9.672
C19orf39|126074	31.2139	C19orf39|126074	61.3961
C19orf40|91442	93.6416	C19orf40|91442	31.5391
C19orf42|79086	671.3873	C19orf42|79086	1140.4542
C19orf43|79002	797.1098	C19orf43|79002	1178.3011
C19orf44|84167	143.1127	C19orf44|84167	216.6905
C19orf46|163183	536.1272	C19orf46|163183	136.2489
C19orf47|126526	317.6301	C19orf47|126526	285.9546
C19orf48|84798	817.6301	C19orf48|84798	465.5172
C19orf50|79036	661.2717	C19orf50|79036	1132.4643
C19orf51|352909	6.0694	C19orf51|352909	26.0723
C19orf52|90580	152.6012	C19orf52|90580	173.6754
C19orf53|28974	808.3815	C19orf53|28974	937.7628
C19orf54|284325	352.0231	C19orf54|284325	212.7839
C19orf55|148137	172.8324	C19orf55|148137	82.0017
C19orf56|51398	1029.1908	C19orf56|51398	1622.3717
C19orf57|79173	28.9017	C19orf57|79173	65.6013
C19orf60|55049	172.8324	C19orf60|55049	193.8604
C19orf61|56006	551.7341	C19orf61|56006	464.2557
C19orf62|29086	756.0694	C19orf62|29086	975.6098
C19orf63|284361	3837.4364	C19orf63|284361	1834.6215
C19orf66|55337	242.0434	C19orf66|55337	654.3019
C19orf6|91304	1141.9075	C19orf6|91304	1519.344
C19orf70|125988	366.474	C19orf70|125988	547.9394
lowly_expressed	lowly_expressed	C19orf71|100128569	6.3078
C19orf73|55150	15.895999999999999	C19orf73|55150	15.9798
C19orf76|199800	6.0694	C19orf76|199800	30.6981
lowly_expressed	lowly_expressed	C19orf77|284422	5.0463
C1D|10438	215.6069	C1D|10438	123.6333
C1GALT1C1|29071	844.2197	C1GALT1C1|29071	551.3036
C1GALT1|56913	48.2659	C1GALT1|56913	275.8621
C1QA|712	908.9595	C1QA|712	3017.2414
C1QBP|708	1026.7081	C1QBP|708	1056.1817
C1QB|713	1130.9249	C1QB|713	2785.9546
C1QC|714	1312.1387	C1QC|714	2489.0664
C1QL1|10882	10.4046	C1QL1|10882	17.2414
lowly_expressed	lowly_expressed	C1QL2|165257	11.7746
C1QL3|389941	6.9364	C1QL3|389941	27.7544
lowly_expressed	lowly_expressed	C1QL4|338761	5.0463
C1QTNF1|114897	266.185	C1QTNF1|114897	2373.8436
C1QTNF2|114898	8.3815	C1QTNF2|114898	89.1505
C1QTNF3|114899	85.5491	C1QTNF3|114899	186.291
C1QTNF6|114904	109.2486	C1QTNF6|114904	199.3272
C1QTNF7|114905	6.3584	C1QTNF7|114905	214.8865
lowly_expressed	lowly_expressed	C1QTNF9B|387911	31.169
lowly_expressed	lowly_expressed	C1QTNF9|338872	58.9235
C1RL|51279	529.4422	C1RL|51279	1660.513
C1R|715	676.0116	C1R|715	15352.396999999999
C1S|716	839.922	C1S|716	17137.931
C1orf101|257044	5.2023	C1orf101|257044	11.3541
C1orf103|55791	283.237	C1orf103|55791	361.2279
C1orf104|284618	61.4017	C1orf104|284618	48.1876
C1orf106|55765	104.0462	C1orf106|55765	106.3919
C1orf107|27042	1687.8613	C1orf107|27042	603.8688
C1orf109|54955	491.3295	C1orf109|54955	330.9504
C1orf112|55732	386.1329	C1orf112|55732	117.7124
C1orf113|79729	82.1243	C1orf113|79729	171.5307
C1orf115|79762	259.2486	C1orf115|79762	2382.6745
C1orf116|79098	145.3757	C1orf116|79098	676.6189999999999
C1orf122|127687	431.6243	C1orf122|127687	312.3339
C1orf123|54987	370.2312	C1orf123|54987	700.1682
C1orf124|83932	576.8786	C1orf124|83932	248.9487
C1orf126|200197	12.4335	C1orf126|200197	32.5021
C1orf127|148345	132.94799999999998	lowly_expressed	lowly_expressed
C1orf128|57095	944.2197	C1orf128|57095	921.783
lowly_expressed	lowly_expressed	C1orf130|400746	135.4079
C1orf131|128061	431.2139	C1orf131|128061	192.1783
C1orf133|574036	9.8266	C1orf133|574036	44.1548
C1orf135|79000	62.1387	C1orf135|79000	14.2977
C1orf144|26099	2922.2543	C1orf144|26099	2934.7225
lowly_expressed	lowly_expressed	C1orf150|148823	23.5492
C1orf151|440574	708.7688	C1orf151|440574	886.0976
C1orf152|767846	8.9595	C1orf152|767846	10.0925
C1orf156|92342	337.5723	C1orf156|92342	155.5929
C1orf159|54991	92.1965	C1orf159|54991	111.4382
C1orf162|128346	92.4855	C1orf162|128346	183.7679
C1orf163|65260	322.2543	C1orf163|65260	191.3373
lowly_expressed	lowly_expressed	C1orf168|199920	65.1808
C1orf170|84808	6.3584	C1orf170|84808	31.9596
C1orf172|126695	833.815	C1orf172|126695	190.4962
C1orf173|127254	12.4277	C1orf173|127254	182.9268
C1orf174|339448	329.1908	C1orf174|339448	341.4634
lowly_expressed	lowly_expressed	C1orf175|374977	33.2212
C1orf177|163747	8.9595	lowly_expressed	lowly_expressed
C1orf182|128229	12.7168	lowly_expressed	lowly_expressed
C1orf183|55924	14.4509	C1orf183|55924	151.8082
lowly_expressed	lowly_expressed	C1orf186|440712	26.4929
C1orf190|541468	5.0029	C1orf190|541468	46.2952
C1orf192|257177	46.5318	C1orf192|257177	33.6417
C1orf198|84886	2573.1214	C1orf198|84886	3261.1438
C1orf201|90529	377.1676	C1orf201|90529	227.9226
C1orf203|84852	69.3757	C1orf203|84852	86.2153
lowly_expressed	lowly_expressed	C1orf204|284677	55.0673
C1orf210|149466	176.0116	C1orf210|149466	190.0757
C1orf212|113444	553.1792	C1orf212|113444	662.7418
C1orf213|148898	13.6879	C1orf213|148898	88.2801
C1orf216|127703	355.4913	C1orf216|127703	472.2456
C1orf21|81563	2678.0347	C1orf21|81563	2171.9933
C1orf220|400798	13.0058	C1orf220|400798	10.0925
C1orf226|400793	412.7168	C1orf226|400793	761.5643
C1orf228|339541	6.0694	C1orf228|339541	9.2515
lowly_expressed	lowly_expressed	C1orf229|388759	9.2515
C1orf230|284485	52.6012	lowly_expressed	lowly_expressed
C1orf25|81627	875.7225	C1orf25|81627	510.51300000000003
C1orf26|54823	145.0867	C1orf26|54823	176.1985
C1orf27|54953	1835.8382	C1orf27|54953	700.5887
C1orf31|388753	330.9249	C1orf31|388753	170.7317
C1orf35|79169	482.0809	C1orf35|79169	173.6754
C1orf38|9473	172.8324	C1orf38|9473	324.222
C1orf43|25912	12221.9653	C1orf43|25912	3536.1648
C1orf50|79078	127.4566	C1orf50|79078	141.2952
C1orf51|148523	134.10399999999998	C1orf51|148523	137.09
C1orf52|148423	241.0405	C1orf52|148423	301.5139
C1orf53|388722	8.3815	C1orf53|388722	14.2977
C1orf54|79630	47.3988	C1orf54|79630	108.4945
C1orf55|163859	1558.6705	C1orf55|163859	766.6106
C1orf56|54964	315.4393	C1orf56|54964	144.714
C1orf57|84284	904.9133	C1orf57|84284	430.61400000000003
C1orf58|148362	1258.3121	C1orf58|148362	346.5097
C1orf59|113802	387.5723	C1orf59|113802	190.9167
lowly_expressed	lowly_expressed	C1orf61|10485	12.6156
C1orf63|57035	171.3873	C1orf63|57035	388.5618
C1orf64|149563	10.6936	C1orf64|149563	116.4844
C1orf66|51093	1357.5145	C1orf66|51093	519.344
C1orf69|200205	261.2717	C1orf69|200205	229.6047
lowly_expressed	lowly_expressed	C1orf70|339453	9.672
C1orf74|148304	104.3353	C1orf74|148304	76.5349
C1orf77|26097	2161.5607	C1orf77|26097	1550.4626
C1orf83|127428	294.5087	C1orf83|127428	221.6148
C1orf84|149469	17.1416	C1orf84|149469	15.6013
C1orf85|112770	1221.9653	C1orf85|112770	854.9201
C1orf86|199990	239.8902	C1orf86|199990	286.1985
C1orf88|128344	124.2775	C1orf88|128344	131.2027
C1orf89|79363	95.9538	C1orf89|79363	60.1346
C1orf91|56063	136.6879	C1orf91|56063	170.2733
C1orf93|127281	798.159	C1orf93|127281	617.6661
lowly_expressed	lowly_expressed	C1orf95|375057	47.9394
C1orf96|126731	488.1503	C1orf96|126731	267.8722
C1orf97|84791	379.1908	C1orf97|84791	105.9714
C1orf9|51430	5053.1792	C1orf9|51430	1323.381
C20orf103|24141	38.1503	C20orf103|24141	43.7342
C20orf108|116151	1440.4624	C20orf108|116151	3547.0984
C20orf111|51526	1559.5376	C20orf111|51526	632.0437
C20orf112|140688	1083.237	C20orf112|140688	835.5761
C20orf114|92747	790.7514	C20orf114|92747	28.1749
C20orf117|140710	891.0405	C20orf117|140710	483.5997
C20orf118|140711	10.078	C20orf118|140711	30.9251
C20orf11|54994	3468.2081	C20orf11|54994	1372.582
C20orf12|55184	121.3873	C20orf12|55184	144.2389
C20orf132|140699	29.1994	C20orf132|140699	50.0547
C20orf134|170487	155.7803	C20orf134|170487	21.0261
C20orf135|140701	53.4682	C20orf135|140701	95.4584
C20orf151|140893	171.0983	C20orf151|140893	63.4987
C20orf152|140894	13.8728	lowly_expressed	lowly_expressed
C20orf160|140706	44.7977	C20orf160|140706	284.693
C20orf165|128497	5.7803	C20orf165|128497	7.1489
C20orf177|63939	793.1676	C20orf177|63939	165.6854
C20orf194|25943	318.7861	C20orf194|25943	934.8192
C20orf196|149840	45.6647	C20orf196|149840	54.6678
C20orf197|284756	12.4277	C20orf197|284756	7.1489
C20orf199|441951	1359.5376	C20orf199|441951	1029.016
lowly_expressed	lowly_expressed	C20orf203|284805	5.8873
C20orf20|55257	595.3757	C20orf20|55257	218.2506
C20orf24|55969	2099.1532	C20orf24|55969	826.4844
C20orf26|26074	21.9653	C20orf26|26074	9.672
C20orf27|54976	855.4913	C20orf27|54976	472.6661
C20orf29|55317	276.5896	C20orf29|55317	238.8562
C20orf30|29058	2943.9306	C20orf30|29058	2669.0496
C20orf3|57136	5456.0694	C20orf3|57136	3328.8478
C20orf43|51507	2707.8035	C20orf43|51507	1978.5534
C20orf46|55321	8.0925	C20orf46|55321	25.2313
C20orf4|25980	2297.6879	C20orf4|25980	1098.8225
C20orf54|113278	37.2832	C20orf54|113278	256.9386
C20orf72|92667	460.9827	C20orf72|92667	399.4954
C20orf7|79133	105.2023	C20orf7|79133	135.4079
C20orf94|128710	64.7399	C20orf94|128710	13.8772
C20orf96|140680	107.8035	C20orf96|140680	300.2523
C21orf119|84996	25.4335	C21orf119|84996	100.9251
C21orf122|728039	30.6358	C21orf122|728039	46.2574
C21orf125|284836	6.9364	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C21orf130|284835	6.7283
C21orf15|54094	7.8035	C21orf15|54094	29.4365
lowly_expressed	lowly_expressed	C21orf29|54084	5.0463
C21orf2|755	107.2254	C21orf2|755	464.6762
C21orf33|8209	1082.3699	C21orf33|8209	1773.7595
C21orf34|388815	9.2486	C21orf34|388815	138.3516
C21orf45|54069	302.0231	C21orf45|54069	149.7056
lowly_expressed	lowly_expressed	C21orf49|54067	11.7746
lowly_expressed	lowly_expressed	C21orf56|84221	17.6619
C21orf57|54059	15.3179	C21orf57|54059	83.2632
C21orf58|54058	90.1734	C21orf58|54058	32.8007
C21orf59|56683	683.9133	C21orf59|56683	620.5383
lowly_expressed	lowly_expressed	C21orf62|56245	5.8873
C21orf63|59271	47.6879	C21orf63|59271	481.4971
C21orf67|84536	50.8671	C21orf67|84536	53.4062
C21orf70|85395	125.1445	C21orf70|85395	129.5206
C21orf7|56911	56.6474	C21orf7|56911	49.201
lowly_expressed	lowly_expressed	C21orf82|114036	15.9798
lowly_expressed	lowly_expressed	C21orf88|114041	7.9899
C21orf91|54149	185.5491	C21orf91|54149	548.36
C22orf13|83606	1790.4046	C22orf13|83606	2305.3616
C22orf23|84645	10.6936	C22orf23|84645	67.2834
C22orf25|128989	324.5665	C22orf25|128989	514.2977
C22orf26|55267	8.3815	C22orf26|55267	11.7746
C22orf27|150291	108.0925	C22orf27|150291	111.4382
C22orf28|51493	1282.6589999999999	C22orf28|51493	1617.3255
C22orf29|79680	686.263	C22orf29|79680	469.7309
C22orf30|253143	1144.5087	C22orf30|253143	1068.9655
C22orf32|91689	429.1908	C22orf32|91689	682.5063
C22orf34|348645	8.6705	lowly_expressed	lowly_expressed
C22orf36|388886	35.5491	C22orf36|388886	191.7578
C22orf39|128977	385.5491	C22orf39|128977	667.7881
C22orf40|150383	91.3295	C22orf40|150383	133.7258
C22orf41|644186	10.4046	lowly_expressed	lowly_expressed
C22orf46|79640	267.341	C22orf46|79640	747.2666
C22orf9|23313	1152.6012	C22orf9|23313	2037.0059
C2CD2L|9854	516.6994	C2CD2L|9854	374.6468
C2CD2|25966	1055.2023	C2CD2|25966	3150.1262
C2CD3|26005	681.2139	C2CD3|26005	734.2304
C2CD4A|145741	33.815	C2CD4A|145741	5.8873
C2CD4B|388125	47.1098	C2CD4B|388125	595.0378
lowly_expressed	lowly_expressed	C2CD4C|126567	39.529
C2CD4D|100191040	17.9191	C2CD4D|100191040	5.471
C2orf15|150590	129.0116	C2orf15|150590	63.6627
C2orf16|84226	39.5954	C2orf16|84226	45.8368
C2orf18|54978	1920.8092	C2orf18|54978	1287.6367
C2orf24|27013	1389.5954	C2orf24|27013	1472.6661
C2orf27A|29798	87.8613	C2orf27A|29798	25.2313
C2orf28|51374	2154.3642	C2orf28|51374	1767.6114
C2orf29|55571	934.3931	C2orf29|55571	716.148
C2orf34|79823	84.104	C2orf34|79823	71.9092
C2orf3|6936	313.2948	C2orf3|6936	475.6098
C2orf40|84417	6.3584	C2orf40|84417	544.9958
C2orf42|54980	205.2023	C2orf42|54980	230.0252
C2orf43|60526	311.8497	C2orf43|60526	260.7233
C2orf44|80304	302.6012	C2orf44|80304	203.9529
C2orf47|79568	291.6185	C2orf47|79568	306.9807
C2orf48|348738	29.7688	lowly_expressed	lowly_expressed
C2orf49|79074	118.4971	C2orf49|79074	138.3516
C2orf50|130813	35.5491	C2orf50|130813	7.9899
lowly_expressed	lowly_expressed	C2orf52|151477	7.1489
lowly_expressed	lowly_expressed	C2orf54|79919	18.0824
C2orf55|343990	78.9017	C2orf55|343990	272.4979
C2orf56|55471	145.0867	C2orf56|55471	228.7637
lowly_expressed	lowly_expressed	C2orf58|285154	19.344
C2orf60|129450	213.8728	C2orf60|129450	206.8966
C2orf63|130162	22.2543	C2orf63|130162	58.032
C2orf64|493753	519.9422	C2orf64|493753	451.2195
lowly_expressed	lowly_expressed	C2orf65|130951	23.1287
C2orf67|151050	214.2572	C2orf67|151050	487.2119
C2orf68|388969	597.9769	C2orf68|388969	708.5786
C2orf69|205327	572.5434	C2orf69|205327	430.1934
C2orf70|339778	15.3179	lowly_expressed	lowly_expressed
C2orf72|257407	5.2023	C2orf72|257407	133.7258
C2orf74|339804	22.8324	C2orf74|339804	369.2178
C2orf76|130355	108.3815	C2orf76|130355	68.1245
C2orf77|129881	151.4451	C2orf77|129881	318.7553
C2orf79|391356	103.4682	C2orf79|391356	179.1421
C2orf7|84279	290.4624	C2orf7|84279	323.381
C2orf81|388963	152.7457	C2orf81|388963	73.2885
lowly_expressed	lowly_expressed	C2orf82|389084	15.9798
lowly_expressed	lowly_expressed	C2orf84|653140	26.9134
C2orf86|51057	57.8035	C2orf86|51057	236.7536
C2orf88|84281	11.2717	C2orf88|84281	263.2464
lowly_expressed	lowly_expressed	C2orf89|129293	36.1648
C2|717	1611.211	C2|717	1192.5442
C3AR1|719	199.1329	C3AR1|719	315.3911
C3orf10|55845	2078.9017	C3orf10|55845	2823.381
C3orf14|57415	6.6474	C3orf14|57415	248.5282
C3orf15|89876	115.0289	C3orf15|89876	79.058
C3orf17|25871	667.9191	C3orf17|25871	846.9302
C3orf18|51161	223.4104	C3orf18|51161	256.9386
C3orf19|51244	355.4913	C3orf19|51244	414.6341
C3orf1|51300	923.6994	C3orf1|51300	1059.2935
C3orf21|152002	267.9191	C3orf21|152002	291.8419
C3orf23|285343	404.6243	C3orf23|285343	427.2498
C3orf26|84319	365.6069	C3orf26|84319	358.7048
C3orf31|132001	104.3353	C3orf31|132001	176.61900000000003
C3orf33|285315	34.9711	C3orf33|285315	113.5408
C3orf34|84984	68.4971	C3orf34|84984	87.889
lowly_expressed	lowly_expressed	C3orf35|339883	5.4668
C3orf37|56941	833.237	C3orf37|56941	974.7687
C3orf38|285237	412.4277	C3orf38|285237	337.6787
C3orf39|84892	506.9364	C3orf39|84892	584.1043
C3orf42|84657	6.6474	C3orf42|84657	14.2977
C3orf47|339942	40.1734	C3orf47|339942	53.4062
C3orf52|79669	39.0173	C3orf52|79669	125.7359
C3orf54|389119	15.6069	C3orf54|389119	48.36
lowly_expressed	lowly_expressed	C3orf55|152078	141.7157
C3orf57|165679	15.895999999999999	C3orf57|165679	64.7603
C3orf58|205428	223.4104	C3orf58|205428	645.5004
C3orf59|151963	30.3468	C3orf59|151963	213.2044
C3orf62|375341	99.42200000000001	C3orf62|375341	150.5467
C3orf63|23272	2050.8382	C3orf63|23272	1972.1278
C3orf64|285203	144.7977	C3orf64|285203	946.5938
C3orf67|200844	102.6012	C3orf67|200844	8.4104
C3orf70|285382	25.4335	C3orf70|285382	87.0479
C3orf71|646450	22.604	C3orf71|646450	33.688
C3orf75|54859	316.763	C3orf75|54859	375.9462
C3|718	1197.3988	C3|718	26539.1085
C4A|720	28208.3815	C4A|720	16646.5728
lowly_expressed	lowly_expressed	C4BPA|722	57.1909
lowly_expressed	lowly_expressed	C4BPB|725	6.3078
C4orf10|317648	315.922	C4orf10|317648	288.6838
C4orf12|404201	43.9306	C4orf12|404201	45.8368
C4orf14|84273	719.6532	C4orf14|84273	496.2153
C4orf19|55286	56.6358	C4orf19|55286	414.6341
C4orf21|55345	172.8324	C4orf21|55345	81.1606
C4orf23|152992	194.5087	C4orf23|152992	329.6888
C4orf27|54969	290.1734	C4orf27|54969	393.1876
C4orf29|80167	143.3526	C4orf29|80167	119.8486
C4orf31|79625	6.9364	C4orf31|79625	218.2506
C4orf32|132720	961.2717	C4orf32|132720	1572.3297
C4orf33|132321	124.8555	C4orf33|132321	203.5324
C4orf34|201895	1002.3121	C4orf34|201895	1022.7082
lowly_expressed	lowly_expressed	C4orf36|132989	12.1951
lowly_expressed	lowly_expressed	C4orf38|152641	26.9134
lowly_expressed	lowly_expressed	C4orf39|152756	25.2313
C4orf3|401152	1649.711	C4orf3|401152	3674.5164
C4orf41|60684	1220.8092	C4orf41|60684	976.0303
C4orf42|92070	445.3757	C4orf42|92070	316.6526
C4orf43|55319	411.8497	C4orf43|55319	323.8015
C4orf46|201725	264.4509	C4orf46|201725	123.2128
C4orf47|441054	5.7803	C4orf47|441054	11.7746
C4orf48|401115	35.8382	C4orf48|401115	9.2515
lowly_expressed	lowly_expressed	C4orf49|84709	29.857
C4orf52|389203	299.1329	C4orf52|389203	399.0749
C4orf7|260436	5.7803	C4orf7|260436	124.4743
C5AR1|728	176.8786	C5AR1|728	333.05300000000005
C5orf13|9315	498.2659	C5orf13|9315	453.3221
C5orf15|56951	3060.1156	C5orf15|56951	1650.9672
C5orf22|55322	894.2197	C5orf22|55322	479.815
C5orf23|79614	17.6301	C5orf23|79614	1611.8587
C5orf24|134553	2437.5723	C5orf24|134553	1199.7477
C5orf25|375484	547.9769	C5orf25|375484	195.5929
lowly_expressed	lowly_expressed	C5orf27|202299	31.1186
C5orf28|64417	408.3815	C5orf28|64417	214.0454
C5orf30|90355	1278.6127	C5orf30|90355	439.8654
C5orf32|84418	957.8035	C5orf32|84418	1111.8587
C5orf33|133686	1019.6532	C5orf33|133686	817.0732
C5orf34|375444	86.7052	C5orf34|375444	40.7906
C5orf35|133383	13.2948	C5orf35|133383	62.2372
C5orf36|285600	128.3237	C5orf36|285600	85.7864
C5orf38|153571	79.1908	C5orf38|153571	60.9756
C5orf39|389289	10.9827	C5orf39|389289	39.9495
C5orf41|153222	789.3064	C5orf41|153222	733.8099
C5orf42|65250	611.8497	C5orf42|65250	521.0261
C5orf43|643155	1855.2023	C5orf43|643155	926.8293
C5orf44|80006	826.8237	C5orf44|80006	417.5778
C5orf45|51149	237.4971	C5orf45|51149	209.8444
lowly_expressed	lowly_expressed	C5orf46|389336	14.2977
C5orf49|134121	50.578	C5orf49|134121	31.1186
C5orf4|10826	221.9653	C5orf4|10826	2228.3431
C5orf51|285636	1473.6994	C5orf51|285636	776.2826
C5orf53|492311	428.6127	C5orf53|492311	529.4365
C5orf54|63920	191.6185	C5orf54|63920	139.1926
C5orf55|116349	42.1965	C5orf55|116349	76.5349
C5orf56|441108	85.3324	C5orf56|441108	124.18
C5orf62|85027	90.4624	C5orf62|85027	757.3591
C5|727	92.1965	C5|727	199.3272
lowly_expressed	lowly_expressed	C6orf105|84830	42.4727
C6orf106|64771	2086.7052	C6orf106|64771	4102.6072
C6orf108|10591	281.5029	C6orf108|10591	226.2405
C6orf114|85411	5.2023	C6orf114|85411	8.831
C6orf115|58527	255.4913	C6orf115|58527	281.3288
C6orf120|387263	554.841	C6orf120|387263	1003.9487
lowly_expressed	lowly_expressed	C6orf122|401288	17.9773
lowly_expressed	lowly_expressed	C6orf123|26238	8.4104
