gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
CYP1B1|1545	1819.7656	CYP1B1|1545	1079.2534
CYP20A1|57404	637.4879	CYP20A1|57404	843.3293
CYP21A2|1589	21.0517	CYP21A2|1589	120.2448
CYP24A1|1591	821.8088	lowly_expressed	lowly_expressed
CYP26A1|1592	23.4434	lowly_expressed	lowly_expressed
CYP26B1|56603	177.0083	CYP26B1|56603	294.6756
CYP26C1|340665	12.2594	lowly_expressed	lowly_expressed
CYP27A1|1593	2437.2513	CYP27A1|1593	843.6353
CYP27B1|1594	76.1372	CYP27B1|1594	15.2999
CYP27C1|339761	5.5920000000000005	CYP27C1|339761	26.9278
lowly_expressed	lowly_expressed	CYP2A6|1548	21.7258
lowly_expressed	lowly_expressed	CYP2B7P1|1556	21.1138
lowly_expressed	lowly_expressed	CYP2C8|1558	15.6059
CYP2D6|1565	5.3769	CYP2D6|1565	23.5618
CYP2E1|1571	6.4523	CYP2E1|1571	25.0122
CYP2J2|1573	153.9951	CYP2J2|1573	94.5532
CYP2R1|120227	178.0837	CYP2R1|120227	208.9963
CYP2S1|29785	145.6071	CYP2S1|29785	21.7258
CYP2U1|113612	628.2396	CYP2U1|113612	541.9217
CYP39A1|51302	137.8643	CYP39A1|51302	131.5789
lowly_expressed	lowly_expressed	CYP3A5|1577	14.0759
CYP46A1|10858	5.5920000000000005	CYP46A1|10858	22.3378
CYP4B1|1580	32.2615	CYP4B1|1580	840.8813
lowly_expressed	lowly_expressed	CYP4F12|66002	30.2938
lowly_expressed	lowly_expressed	CYP4F22|126410	622.0930000000001
lowly_expressed	lowly_expressed	CYP4F8|11283	90.2693
CYP4V2|285440	476.3953	CYP4V2|285440	969.0942
CYP4X1|260293	367.1363	CYP4X1|260293	960.5263
CYP4Z1|199974	81.7292	CYP4Z1|199974	693.6965
lowly_expressed	lowly_expressed	CYP4Z2P|163720	187.8825
CYP51A1|1595	1389.3967	CYP51A1|1595	1099.4492
lowly_expressed	lowly_expressed	CYP7A1|1581	7.3439
CYP7B1|9420	467.3621	CYP7B1|9420	219.4002
CYP8B1|1582	12.9046	CYP8B1|1582	13.1579
CYR61|3491	6928.2719	CYR61|3491	27026.9278
CYS1|192668	38.9289	CYS1|192668	123.31700000000001
CYSLTR1|10800	173.9972	CYSLTR1|10800	67.3195
CYSLTR2|57105	47.1018	CYSLTR2|57105	12.2399
CYTH1|9267	1654.8016	CYTH1|9267	1006.7319
CYTH2|9266	972.1475	CYTH2|9266	1362.9131
CYTH3|9265	968.2762	CYTH3|9265	1319.7674
CYTH4|27128	983.5466	CYTH4|27128	285.8017
CYTIP|9595	892.5691	CYTIP|9595	155.7528
CYTL1|54360	103.8821	CYTL1|54360	61.5055
CYTSA|23384	1879.5569	CYTSA|23384	1864.1371
CYTSB|92521	797.7202	CYTSB|92521	449.2044
CYYR1|116159	851.2743	CYYR1|116159	1929.6206
D2HGDH|728294	126.8954	D2HGDH|728294	250.918
D4S234E|27065	22.7982	D4S234E|27065	310.5875
DAAM1|23002	803.5273	DAAM1|23002	817.6255
DAAM2|23500	610.214	DAAM2|23500	1457.2215
DAB2IP|153090	1235.4017	DAB2IP|153090	2357.4051
DAB2|1601	3094.0961	DAB2|1601	2879.743
DACH1|1602	87.7514	DACH1|1602	742.6561
lowly_expressed	lowly_expressed	DACH2|117154	9.1799
DACT1|51339	213.1412	DACT1|51339	246.94
DACT2|168002	5.1618	DACT2|168002	44.0636
DACT3|147906	60.2215	DACT3|147906	93.0233
DAD1|1603	2126.0351	DAD1|1603	2157.8947
DAG1|1605	3337.9933	DAG1|1605	3342.1053
DAGLA|747	199.8064	DAGLA|747	235.6181
DAGLB|221955	396.3867	DAGLB|221955	290.6977
DAK|26007	368.4267	DAK|26007	580.1714
DALRD3|55152	589.4655	DALRD3|55152	524.4002
DAP3|7818	3501.8819	DAP3|7818	1687.5765
DAPK1|1612	1528.1213	DAPK1|1612	415.5447
DAPK2|23604	320.4646	DAPK2|23604	722.7662
DAPK3|1613	400.4732	DAPK3|1613	567.6255
DAPL1|92196	15.4855	DAPL1|92196	17.7479
DAPP1|27071	1283.5789	DAPP1|27071	164.3207
DAP|1611	4228.6267	DAP|1611	2539.4737
DARC|2532	1353.9089999999999	DARC|2532	2853.7332
DARS2|55157	834.2833	DARS2|55157	373.92900000000003
DARS|1615	2205.1834	DARS|1615	2164.9327
DAXX|1616	1813.7434	DAXX|1616	1269.5838
DAZAP1|26528	1526.8308	DAZAP1|26528	1041.9217
DAZAP2|9802	5374.5564	DAZAP2|9802	6884.0269
DBC1|1620	95.064	DBC1|1620	187.8825
DBF4B|80174	137.8643	DBF4B|80174	95.7772
DBF4|10926	620.6065	DBF4|10926	150.8568
DBI|1622	3011.5066	DBI|1622	2392.2889
DBN1|1627	1586.8373	DBN1|1627	1208.9963
DBNDD1|79007	579.2021	DBNDD1|79007	123.31700000000001
DBNDD2|55861	999.6064	DBNDD2|55861	824.0422
DBNL|28988	1593.9348	DBNL|28988	1719.7062
DBP|1628	195.7092	DBP|1628	396.5086
DBR1|51163	543.9295	DBR1|51163	376.07099999999997
DBT|1629	789.7623	DBT|1629	824.3574
DBX2|440097	5.8071	DBX2|440097	11.0159
DCAF10|79269	2622.6476	DCAF10|79269	1143.2069
DCAF11|80344	1444.8521	DCAF11|80344	1921.3586
DCAF12|25853	3060.7592	DCAF12|25853	1219.0942
DCAF13|25879	995.3221	DCAF13|25879	629.6022
DCAF15|90379	302.3981	DCAF15|90379	348.8372
DCAF16|54876	530.5947	DCAF16|54876	1107.4051
DCAF17|80067	605.2264	DCAF17|80067	469.4002
DCAF4|26094	691.2571	DCAF4|26094	298.0416
DCAF5|8816	1188.945	DCAF5|8816	1843.6353
DCAF6|55827	3358.2106	DCAF6|55827	1958.6903
DCAF7|10238	2132.0572	DCAF7|10238	1927.1726
DCAF8|50717	2164.2413	DCAF8|50717	2614.6175
DCAKD|79877	394.2359	DCAKD|79877	974.2962
DCBLD1|285761	351.4356	DCBLD1|285761	188.8005
DCBLD2|131566	1106.3555	DCBLD2|131566	1117.5031
DCC|1630	6.2372	DCC|1630	6.12
DCDC2|51473	12.2594	DCDC2|51473	264.8745
DCHS1|8642	783.5251	DCHS1|8642	1132.1909
DCHS2|54798	7.3126	DCHS2|54798	41.0037
DCI|1632	472.0938	DCI|1632	482.2521
DCK|1633	1358.8558	DCK|1633	492.9621
DCLK1|9201	582.2131	DCLK1|9201	824.6634
DCLK2|166614	122.5938	DCLK2|166614	115.6671
DCLK3|85443	22.1529	DCLK3|85443	11.0159
DCLRE1A|9937	338.531	DCLRE1A|9937	297.4296
DCLRE1B|64858	457.2535	DCLRE1B|64858	245.71599999999998
DCLRE1C|64421	532.3153	DCLRE1C|64421	344.5532
DCN|1634	19597.3761	DCN|1634	52083.5373
DCP1A|55802	824.6048	DCP1A|55802	1242.0441
DCP1B|196513	161.7378	DCP1B|196513	384.3329
DCP2|167227	998.3869	DCP2|167227	949.8164
DCPS|28960	510.3775	DCPS|28960	256.7319
DCST2|127579	7.3126	DCST2|127579	23.2558
DCTD|1635	1000.1075	DCTD|1635	1665.8507
DCTN1|1639	3399.4516	DCTN1|1639	3586.4474
DCTN2|10540	1519.7333	DCTN2|10540	2224.9082
DCTN3|11258	879.6645	DCTN3|11258	777.5398
DCTN4|51164	1461.4475	DCTN4|51164	2020.8078
DCTN5|84516	2357.6729	DCTN5|84516	1219.4002
DCTN6|10671	327.7772	DCTN6|10671	678.0906
DCTPP1|79077	908.6956	DCTPP1|79077	508.8709
lowly_expressed	lowly_expressed	DCT|1638	10.0979
DCUN1D1|54165	1164.4263	DCUN1D1|54165	548.9596
DCUN1D2|55208	169.6957	DCUN1D2|55208	278.1518
DCUN1D3|123879	246.4781	DCUN1D3|123879	516.5239
DCUN1D4|23142	1168.9429	DCUN1D4|23142	1029.6818
DCUN1D5|84259	529.3042	DCUN1D5|84259	308.1395
DCXR|51181	372.7283	DCXR|51181	705.9364
DCX|1641	80.0086	DCX|1641	29.9878
DDA1|79016	568.0181	DDA1|79016	638.9229
DDAH1|23576	2152.7046	DDAH1|23576	992.3501
DDAH2|23564	1342.5099	DDAH2|23564	1654.8348
DDB1|1642	6466.2867	DDB1|1642	5062.7295
DDB2|1643	446.4996	DDB2|1643	650.5508
DDHD1|80821	451.2313	DDHD1|80821	385.5569
DDHD2|23259	1208.9472	DDHD2|23259	1555.3856
DDI2|84301	133.2939	DDI2|84301	111.7962
DDIT3|1649	252.4745	DDIT3|1649	403.8525
DDIT4L|115265	255.0812	DDIT4L|115265	68.5435
DDIT4|54541	2040.8646	DDIT4|54541	1070.0734
DDN|23109	7.6632	lowly_expressed	lowly_expressed
DDOST|1650	3887.2997	DDOST|1650	3213.5863
DDO|8528	53.7692	DDO|8528	92.7173
DDR1|780	2649.9624	DDR1|780	4756.4259
DDR2|4921	343.4778	DDR2|4921	680.8446
DDRGK1|65992	493.3864	DDRGK1|65992	644.1248
DDTL|100037417	74.3026	DDTL|100037417	117.3837
DDT|1652	380.5743	DDT|1652	511.0098
DDX10|1662	869.3408	DDX10|1662	528.7638
DDX11L2|84771	16.1308	DDX11L2|84771	23.2558
DDX11|1663	228.6267	DDX11|1663	257.6499
DDX12|440081	49.8978	DDX12|440081	35.8017
DDX17|10521	7874.3951	DDX17|10521	12200.1224
DDX18|8886	2710.3990000000003	DDX18|8886	1944.0024
DDX19A|55308	852.5648	DDX19A|55308	969.0942
DDX19B|11269	682.2045	DDX19B|11269	813.62
DDX1|1653	3756.9631	DDX1|1653	2881.8849
DDX20|11218	685.6651	DDX20|11218	546.2056
DDX21|9188	3405.0973	DDX21|9188	1723.6842
DDX23|9416	1848.5859	DDX23|9416	2020.5018
DDX24|57062	2395.5264	DDX24|57062	3332.0073
lowly_expressed	lowly_expressed	DDX25|29118	10.0979
DDX26B|203522	233.7886	DDX26B|203522	289.4737
DDX27|55661	1383.8047	DDX27|55661	1041.3097
DDX28|55794	268.631	DDX28|55794	264.6879
DDX31|64794	331.6486	DDX31|64794	248.16400000000002
DDX39|10212	848.6934	DDX39|10212	344.8592
DDX3X|1654	9277.3416	DDX3X|1654	12734.0881
DDX41|51428	1076.0297	DDX41|51428	871.4810000000001
DDX42|11325	2120.228	DDX42|11325	3584.1493
DDX43|55510	5.1618	DDX43|55510	7.3439
DDX46|9879	1386.6007	DDX46|9879	1526.0098
DDX47|51202	1028.7687	DDX47|51202	1058.1395
DDX49|54555	391.0098	DDX49|54555	507.6499
DDX50|79009	913.8617	DDX50|79009	1215.7283
DDX51|317781	294.4403	DDX51|317781	575.5814
DDX52|11056	1516.0770000000002	DDX52|11056	582.6193
DDX53|168400	24.9489	lowly_expressed	lowly_expressed
DDX54|79039	1116.3179	DDX54|79039	1033.8494
DDX55|57696	403.4842	DDX55|57696	462.0563
DDX56|54606	870.2011	DDX56|54606	922.5826
DDX58|23586	6618.7762	DDX58|23586	859.8531
DDX59|83479	472.9541	DDX59|83479	589.6573
DDX5|1655	8974.5134	DDX5|1655	16966.0343
DDX60L|91351	1756.7479999999998	DDX60L|91351	720.9302
DDX60|55601	1852.0271	DDX60|55601	931.4565
DDX6|1656	4760.942	DDX6|1656	4085.6793
DEAF1|10522	276.1587	DEAF1|10522	538.2497
DECR1|1666	1264.437	DECR1|1666	1296.8176
DECR2|26063	208.4095	DECR2|26063	299.2656
DEDD2|162989	445.8544	DEDD2|162989	354.3452
DEDD|9191	1289.4784	DEDD|9191	812.7632
DEF6|50619	563.9316	DEF6|50619	204.7124
DEF8|54849	670.8248	DEF8|54849	798.9596
lowly_expressed	lowly_expressed	DEFB132|400830	197.6744
DEFB1|1672	834.2833	DEFB1|1672	144.1248
DEGS1|8560	2501.7744	DEGS1|8560	1952.8764
DEGS2|123099	12.2594	DEGS2|123099	208.6903
DEK|7913	4326.2716	DEK|7913	3198.2864
DEM1|64789	348.6396	DEM1|64789	182.6805
DENND1A|57706	570.599	DENND1A|57706	644.1248
DENND1B|163486	166.2544	DENND1B|163486	95.7772
DENND1C|79958	337.8858	DENND1C|79958	118.7271
DENND2A|27147	142.1658	DENND2A|27147	387.0869
DENND2C|163259	39.5634	DENND2C|163259	82.9192
DENND2D|79961	651.4679	DENND2D|79961	506.4259
DENND3|22898	880.7399	DENND3|22898	660.6487
DENND4A|10260	734.7113	DENND4A|10260	523.672
DENND4B|9909	1156.2405	DENND4B|9909	711.0373
DENND4C|55667	2479.1913	DENND4C|55667	2050.7956
DENND5A|23258	1896.7631	DENND5A|23258	2315.7895
DENND5B|160518	516.3996	DENND5B|160518	463.8923
DENR|8562	1569.6311	DENR|8562	1494.7979999999998
DEPDC1B|55789	130.7667	lowly_expressed	lowly_expressed
DEPDC1|55635	698.7848	DEPDC1|55635	11.3219
DEPDC4|120863	6.4523	DEPDC4|120863	8.8739
DEPDC5|9681	284.1166	DEPDC5|9681	269.5838
DEPDC6|64798	558.5547	DEPDC6|64798	1074.9694
DEPDC7|91614	22.368000000000002	DEPDC7|91614	12.5459
DERA|51071	498.1181	DERA|51071	542.5337
DERL1|79139	2410.5818	DERL1|79139	2069.1554
DERL2|51009	632.9713	DERL2|51009	563.9535
DERL3|91319	547.8008	DERL3|91319	180.2326
DES|1674	135.9286	DES|1674	595.4712
DET1|55070	100.2258	DET1|55070	197.3684
DEXI|28955	421.7658	DEXI|28955	527.2338
DFFA|1676	520.271	DFFA|1676	431.7625
DFFB|1677	149.0483	DFFB|1677	120.869
DFNA5|1687	370.1473	DFNA5|1687	402.3868
DFNB31|25861	164.7489	DFNB31|25861	212.6683
DFNB59|494513	14.8403	DFNB59|494513	38.8617
DGAT1|8694	728.0439	DGAT1|8694	952.0991
DGAT2|84649	2132.4874	DGAT2|84649	3028.7638
DGCR11|25786	29.2505	DGCR11|25786	21.1138
DGCR14|8220	284.5467	DGCR14|8220	327.7234
DGCR2|9993	1857.6191	DGCR2|9993	2508.2619
DGCR5|26220	15.9157	DGCR5|26220	10.0979
DGCR6L|85359	363.0498	DGCR6L|85359	464.5043
DGCR6|8214	197.8707	DGCR6|8214	298.3476
DGCR8|54487	548.4461	DGCR8|54487	753.672
DGKA|1606	674.6962	DGKA|1606	400.8568
DGKB|1607	11.6142	DGKB|1607	5.507999999999999
DGKD|8527	417.2492	DGKD|8527	737.4541
DGKE|8526	198.3009	DGKE|8526	340.8813
DGKG|1608	86.676	DGKG|1608	49.8776
DGKH|160851	143.6714	DGKH|160851	18.6659
lowly_expressed	lowly_expressed	DGKI|9162	34.2717
DGKQ|1609	186.6867	DGKQ|1609	267.4419
DGKZ|8525	1123.5617	DGKZ|8525	537.9437
DGUOK|1716	872.9971	DGUOK|1716	615.3611
DHCR24|1718	3277.9869	DHCR24|1718	8287.9437
DHCR7|1717	1046.9943	DHCR7|1717	466.6463
DHDDS|79947	783.7402	DHDDS|79947	1208.9963
DHDH|27294	25.3791	DHDH|27294	7.0379
lowly_expressed	lowly_expressed	DHDPSL|112817	61.4504
DHFRL1|200895	199.5935	DHFRL1|200895	343.6353
DHFR|1719	208.0116	DHFR|1719	374.7277
DHH|50846	6.6674	DHH|50846	10.7099
DHODH|1723	105.8178	DHODH|1723	135.2509
DHPS|1725	423.9166	DHPS|1725	614.7032
DHRS11|79154	523.4972	DHRS11|79154	205.3244
DHRS12|79758	150.5538	DHRS12|79758	333.8433
DHRS13|147015	196.4663	DHRS13|147015	102.3868
DHRS1|115817	439.8322	DHRS1|115817	537.0257
lowly_expressed	lowly_expressed	DHRS2|10202	71.9094
DHRS3|9249	1675.664	DHRS3|9249	2887.3929
DHRS4L1|728635	5.8071	DHRS4L1|728635	23.2558
DHRS4L2|317749	165.8436	DHRS4L2|317749	376.7717
DHRS4|10901	371.68300000000005	DHRS4|10901	657.0838
DHRS7B|25979	471.2335	DHRS7B|25979	638.3109
DHRS7|51635	1576.5136	DHRS7|51635	1390.7589
DHRS9|10170	138.2944	DHRS9|10170	58.7515
DHRSX|207063	248.6289	DHRSX|207063	272.6438
DHTKD1|55526	2067.5341	DHTKD1|55526	643.8188
DHX15|1665	2408.2159	DHX15|1665	2288.5557
DHX16|8449	796.8599	DHX16|8449	838.1273
DHX29|54505	825.0349	DHX29|54505	1109.8531
DHX30|22907	1092.1604	DHX30|22907	1277.2338
DHX32|55760	954.0918	DHX32|55760	1011.5024
DHX33|56919	535.1113	DHX33|56919	309.3635
DHX34|9704	456.3932	DHX34|9704	261.3219
DHX35|60625	243.6821	DHX35|60625	299.2656
DHX36|170506	1236.6921	DHX36|170506	1045.5936
DHX37|57647	406.0652	DHX37|57647	348.8372
DHX38|9785	946.5534	DHX38|9785	1278.1518
DHX40|79665	1180.557	DHX40|79665	1653.6108
DHX57|90957	633.1864	DHX57|90957	578.0294
DHX58|79132	1177.546	DHX58|79132	421.9706
DHX8|1659	1250.242	DHX8|1659	1055.9976
DHX9|1660	4728.8956	DHX9|1660	3722.4602
DIABLO|56616	646.6932	DIABLO|56616	696.5239
DIAPH1|1729	3406.1727	DIAPH1|1729	2443.0845
DIAPH2|1730	443.7036	DIAPH2|1730	369.645
DIAPH3|81624	795.1393	DIAPH3|81624	24.7858
DICER1|23405	1888.16	DICER1|23405	1973.6842
DIDO1|11083	1401.441	DIDO1|11083	2001.836
DIMT1L|27292	474.4596	DIMT1L|27292	625.4590000000001
DIO1|1733	93.7735	lowly_expressed	lowly_expressed
DIO2|1734	587.1599	DIO2|1734	114.1371
DIO3|1735	17.2062	DIO3|1735	37.9437
DIP2A|23181	654.0488	DIP2A|23181	727.6622
DIP2B|57609	1644.0477	DIP2B|57609	1324.6634
DIP2C|22982	870.2011	DIP2C|22982	1435.1285
DIRAS1|148252	237.0147	DIRAS1|148252	133.7209
DIRAS2|54769	6.4523	DIRAS2|54769	26.6218
DIRAS3|9077	102.1615	DIRAS3|9077	105.8752
DIRC2|84925	367.1449	DIRC2|84925	359.5073
DIRC3|729582	13.1197	DIRC3|729582	70.6854
DIS3L2|129563	349.4999	DIS3L2|129563	416.1567
DIS3L|115752	742.6605	DIS3L|115752	1034.8837
DIS3|22894	1268.6267	DIS3|22894	1363.2436
DISC1|27185	407.4567	DISC1|27185	169.2166
DISP1|84976	207.9794	DISP1|84976	288.8617
DISP2|85455	12.6895	DISP2|85455	15.6059
DIXDC1|85458	686.5254	DIXDC1|85458	1844.8592
DKC1|1736	1756.7479999999998	DKC1|1736	1100.0612
DKFZP586I1420|222161	295.7307	DKFZP586I1420|222161	377.907
DKFZP686I15217|401232	32.0465	DKFZP686I15217|401232	48.6536
DKFZp686O24166|374383	46.8868	DKFZp686O24166|374383	19.5838
DKFZp761E198|91056	579.4171	DKFZp761E198|91056	458.9963
lowly_expressed	lowly_expressed	DKFZp779M0652|374387	10.7099
DKK1|22943	456.1781	DKK1|22943	61.1995
DKK2|27123	160.4474	DKK2|27123	128.213
DKK3|27122	1335.1973	DKK3|27122	3023.8678
DKKL1|27120	5.1618	lowly_expressed	lowly_expressed
DLAT|1737	1835.2511	DLAT|1737	938.1885
DLC1|10395	1176.9007	DLC1|10395	2230.7222
DLD|1738	2534.0359	DLD|1738	2091.1873
lowly_expressed	lowly_expressed	DLEC1|9940	26.9278
DLEU1|10301	128.9386	DLEU1|10301	49.2656
DLEU2|8847	49.4827	DLEU2|8847	14.6267
DLEU7|220107	18.2815	DLEU7|220107	6.12
DLG1|1739	2210.5538	DLG1|1739	1608.3201
DLG2|1740	27.7449	DLG2|1740	71.9094
DLG3|1741	1422.7336	DLG3|1741	924.4186
DLG4|1742	212.7412	DLG4|1742	251.8941
DLG5|9231	963.9746	DLG5|9231	2402.0808
DLGAP1|9229	163.2176	DLGAP1|9229	48.9596
lowly_expressed	lowly_expressed	DLGAP2|9228	29.3758
DLGAP3|58512	10.1086	lowly_expressed	lowly_expressed
DLGAP4|22839	1540.5958	DLGAP4|22839	1502.4479999999999
DLGAP5|9787	668.0288	DLGAP5|9787	7.0379
lowly_expressed	lowly_expressed	DLK1|8788	6.12
DLK2|65989	13.1197	DLK2|65989	108.6291
DLL1|28514	84.0951	DLL1|28514	181.1506
DLL4|54567	352.2959	DLL4|54567	889.8409
DLST|1743	1813.3133	DLST|1743	2456.2424
DLX1|1745	11.6142	lowly_expressed	lowly_expressed
DLX2|1746	26.2394	lowly_expressed	lowly_expressed
DLX3|1747	56.7803	DLX3|1747	29.9878
DLX4|1748	22.7982	DLX4|1748	8.5679
DLX5|1749	17.4212	DLX5|1749	5.202000000000001
DMAP1|55929	365.8458	DMAP1|55929	531.8237
DMBX1|127343	18.0665	lowly_expressed	lowly_expressed
DMC1|11144	9.2483	DMC1|11144	13.1579
DMD|1756	1393.6982	DMD|1756	2316.4015
DMGDH|29958	15.2705	DMGDH|29958	179.3146
DMKN|93099	165.6092	DMKN|93099	343.6353
DMPK|1760	240.8861	DMPK|1760	625.153
DMRT2|10655	11.8292	DMRT2|10655	78.3354
DMRT3|58524	25.8092	DMRT3|58524	36.4137
DMRTA1|63951	10.3237	DMRTA1|63951	43.7576
lowly_expressed	lowly_expressed	DMRTC1B|728656	29.3758
DMTF1|9988	695.2446	DMTF1|9988	947.8703
DMWD|1762	294.8704	DMWD|1762	379.74300000000005
DMXL1|1657	916.8728	DMXL1|1657	1284.2717
DMXL2|23312	891.7088	DMXL2|23312	361.3831
DNA2|1763	160.0172	DNA2|1763	30.5998
DNAH10|196385	7.0975	DNAH10|196385	9.1799
DNAH11|8701	358.6579	lowly_expressed	lowly_expressed
DNAH14|127602	202.1723	DNAH14|127602	48.6536
DNAH17|8632	29.471999999999998	DNAH17|8632	36.1077
DNAH1|25981	141.3055	DNAH1|25981	231.0282
DNAH2|146754	12.6895	DNAH2|146754	42.5337
DNAH3|55567	21.2926	lowly_expressed	lowly_expressed
DNAH5|1767	180.6646	DNAH5|1767	203.4884
DNAH6|1768	8.388	DNAH6|1768	94.8592
lowly_expressed	lowly_expressed	DNAH7|56171	48.3476
DNAH8|1769	9.6785	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DNAH9|1770	46.2056
DNAJA1|3301	5611.5711	DNAJA1|3301	2886.4749
DNAJA2|10294	1263.5767	DNAJA2|10294	2065.7895
DNAJA3|9093	1093.2358	DNAJA3|9093	837.8213
DNAJA4|55466	334.6596	DNAJA4|55466	742.0441
DNAJB11|51726	2076.5674	DNAJB11|51726	887.6989
DNAJB12|54788	884.8263	DNAJB12|54788	1319.1554
DNAJB14|79982	521.1313	DNAJB14|79982	357.0991
DNAJB1|3337	1897.8385	DNAJB1|3337	3477.9682
DNAJB2|3300	1183.353	DNAJB2|3300	1748.776
DNAJB4|11080	691.9024	DNAJB4|11080	1480.4162
DNAJB5|25822	164.5338	DNAJB5|25822	193.3905
DNAJB6|10049	2840.7356	DNAJB6|10049	1861.6891
DNAJB9|4189	1204.8607	DNAJB9|4189	1208.3843
DNAJC10|54431	3636.7351	DNAJC10|54431	2084.1493
DNAJC11|55735	892.6809	DNAJC11|55735	942.6346
DNAJC12|56521	22.1529	DNAJC12|56521	358.3231
DNAJC13|23317	2042.8003	DNAJC13|23317	1559.0575
DNAJC14|85406	1070.1882	DNAJC14|85406	1133.2711
DNAJC15|29103	1034.3048	DNAJC15|29103	852.2032
DNAJC16|23341	610.6033	DNAJC16|23341	779.9878
DNAJC17|55192	167.5449	DNAJC17|55192	266.8299
DNAJC18|202052	109.044	DNAJC18|202052	272.3378
DNAJC19|131118	516.1845	DNAJC19|131118	533.9657
DNAJC1|64215	723.7337	DNAJC1|64215	607.4051
DNAJC21|134218	2266.9104	DNAJC21|134218	1229.8042
DNAJC22|79962	35.7028	DNAJC22|79962	49.8776
DNAJC24|120526	395.6813	DNAJC24|120526	430.9394
DNAJC25|548645	229.27200000000002	DNAJC25|548645	273.2558
DNAJC27|51277	133.7778	DNAJC27|51277	270.1958
DNAJC28|54943	21.7228	DNAJC28|54943	53.8556
DNAJC2|27000	955.1027	DNAJC2|27000	623.4211
DNAJC30|84277	296.591	DNAJC30|84277	311.8115
DNAJC3|5611	2409.9366	DNAJC3|5611	2593.9412
DNAJC4|3338	333.0057	DNAJC4|3338	437.7264
DNAJC5B|85479	33.552	lowly_expressed	lowly_expressed
DNAJC5|80331	2062.1572	DNAJC5|80331	1565.7895
DNAJC6|9829	503.7101	DNAJC6|9829	78.3354
DNAJC7|7266	2220.1463	DNAJC7|7266	1399.7583
DNAJC8|22826	1686.2028	DNAJC8|22826	2112.3011
DNAJC9|23234	766.534	DNAJC9|23234	541.6157
DNAL1|83544	306.9147	DNAL1|83544	619.339
DNAL4|10126	228.6267	DNAL4|10126	382.8029
DNALI1|7802	33.3369	DNALI1|7802	510.0979
DNASE1L1|1774	374.6661	DNASE1L1|1774	416.0282
DNASE1L3|1776	47.1018	DNASE1L3|1776	202.5704
DNASE1|1773	42.1551	DNASE1|1773	47.4296
DNASE2B|58511	11.6142	lowly_expressed	lowly_expressed
DNASE2|1777	1237.1223	DNASE2|1777	950.7344
DND1|373863	39.9656	DND1|373863	50.511
lowly_expressed	lowly_expressed	DNER|92737	37.3317
DNHD1|144132	104.7424	DNHD1|144132	166.4627
DNLZ|728489	65.3834	DNLZ|728489	66.4015
DNM1L|10059	1807.5062	DNM1L|10059	1466.3403
DNM1P35|100128285	18.7117	DNM1P35|100128285	18.9718
DNM1|1759	170.55599999999998	DNM1|1759	331.3953
DNM2|1785	1901.7013	DNM2|1785	1597.7876
DNM3|26052	139.1547	DNM3|26052	130.661
DNMBP|23268	349.7043	DNMBP|23268	873.7729
DNMT1|1786	1196.9029	DNMT1|1786	905.7528
DNMT3A|1788	691.9024	DNMT3A|1788	319.7674
DNMT3B|1789	233.1433	DNMT3B|1789	39.4737
DNPEP|23549	1128.7235	DNPEP|23549	1190.6365
DNTTIP1|116092	422.8412	DNTTIP1|116092	427.4786
DNTTIP2|30836	1835.6813	DNTTIP2|30836	1835.0673
DOC2A|8448	5.392	DOC2A|8448	10.2999
DOC2B|8447	41.5098	DOC2B|8447	71.6034
DOCK10|55619	1402.0862	DOCK10|55619	438.4945
DOCK11|139818	1129.5838	DOCK11|139818	1329.2534
DOCK1|1793	1631.7884	DOCK1|1793	3040.0857
DOCK2|1794	1608.5601	DOCK2|1794	335.3733
DOCK3|1795	12.9046	DOCK3|1795	39.1677
DOCK4|9732	1046.3491	DOCK4|9732	609.8531
DOCK5|80005	501.9895	DOCK5|80005	256.7319
DOCK6|57572	576.4061	DOCK6|57572	1149.0208
DOCK7|85440	2789.5473	DOCK7|85440	1220.3182
DOCK8|81704	3188.5149	DOCK8|81704	1119.951
DOCK9|23348	2461.1249	DOCK9|23348	3161.8727
DOHH|83475	98.5052	DOHH|83475	132.8029
DOK1|1796	255.5113	DOK1|1796	245.41
DOK2|9046	325.6264	DOK2|9046	103.7332
DOK3|79930	473.8144	DOK3|79930	71.6034
DOK4|55715	249.05900000000003	DOK4|55715	397.4908
DOK5|55816	405.635	DOK5|55816	130.049
DOK6|220164	34.8425	DOK6|220164	40.0857
lowly_expressed	lowly_expressed	DOK7|285489	13.4639
DOLK|22845	385.8479	DOLK|22845	338.1273
DOLPP1|57171	255.9415	DOLPP1|57171	289.1677
DOM3Z|1797	229.1601	DOM3Z|1797	228.0355
DONSON|29980	274.8618	DONSON|29980	123.0416
DOPEY1|23033	721.084	DOPEY1|23033	916.9951
DOPEY2|9980	971.0722	DOPEY2|9980	629.743
DOT1L|84444	406.06300000000005	DOT1L|84444	397.7876
DPAGT1|1798	1093.4767	DPAGT1|1798	640.2142
DPCD|25911	105.3877	DPCD|25911	176.4627
DPEP1|1800	20.6474	lowly_expressed	lowly_expressed
DPEP2|64174	88.6117	DPEP2|64174	20.8078
DPF2|5977	960.7485	DPF2|5977	1112.3011
