gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
CLN6|54982	600.8369	CLN6|54982	641.3017
CLN8|2055	290.6906	CLN8|2055	554.1996
CLNS1A|1207	2074.3178	CLNS1A|1207	1334.5298
CLOCK|9575	795.9658	CLOCK|9575	213.9268
CLP1|10978	272.3794	CLP1|10978	322.5652
CLPB|81570	328.4575	CLPB|81570	246.4704
CLPP|8192	416.5802	CLPP|8192	579.8038
CLPTM1L|81037	1989.0562	CLPTM1L|81037	2022.7327
CLPTM1|1209	2459.4256	CLPTM1|1209	1807.1309
CLPX|10845	638.6038	CLPX|10845	628.1407
lowly_expressed	lowly_expressed	CLRN3|119467	11.0074
CLSPN|63967	107.0062	CLSPN|63967	14.8361
CLSTN1|22883	4255.6418	CLSTN1|22883	2550.1316
CLSTN2|64084	1405.9583	CLSTN2|64084	791.0983
CLSTN3|9746	1472.9087	CLSTN3|9746	734.1469
CLTA|1211	1570.7593	CLTA|1211	3103.8526
CLTB|1212	594.5424	CLTB|1212	1469.9689
CLTCL1|8218	60.0837	CLTCL1|8218	106.2455
CLTC|1213	17609.6706	CLTC|1213	10520.6987
CLUAP1|23059	375.38	CLUAP1|23059	456.8078
CLUL1|27098	70.956	lowly_expressed	lowly_expressed
CLU|1191	9551.5897	CLU|1191	21318.7365
CLVS1|157807	14.4086	CLVS1|157807	21.7684
CLYBL|171425	104.1451	CLYBL|171425	107.2027
CMA1|1215	13.1612	CMA1|1215	265.6138
CMAH|8418	155.0731	CMAH|8418	235.2237
CMAS|55907	628.3037	CMAS|55907	700.8854
CMBL|134147	1231.4295	CMBL|134147	1054.3192
CMC1|152100	100.1395	CMC1|152100	189.0404
CMIP|80790	1050.6062	CMIP|80790	1401.5315
CMKLR1|1240	595.6868	CMKLR1|1240	1560.8997
CMPK1|51727	3905.4397	CMPK1|51727	5390.2848
CMPK2|129607	263.796	CMPK2|129607	180.9045
CMTM1|113540	304.9962	CMTM1|113540	78.0091
lowly_expressed	lowly_expressed	CMTM2|146225	31.5865
CMTM3|123920	2740.9606	CMTM3|123920	2641.5409999999997
CMTM4|146223	1690.3544	CMTM4|146223	444.60400000000004
CMTM6|54918	3386.4311	CMTM6|54918	2478.1048
CMTM7|112616	188.8344	CMTM7|112616	494.8552
CMTM8|152189	62.3726	CMTM8|152189	128.7389
CMYA5|202333	1208.5405	CMYA5|202333	87.3415
CN5H6.4|150384	5.15	CN5H6.4|150384	5.742999999999999
CNBP|7555	5881.9069	CNBP|7555	8374.2522
CNDP1|84735	10.3001	lowly_expressed	lowly_expressed
CNDP2|55748	4318.0144	CNDP2|55748	2621.4405
CNFN|84518	30.9002	CNFN|84518	28.2364
lowly_expressed	lowly_expressed	CNGA1|1259	111.2706
CNGA3|1261	7.4389	lowly_expressed	lowly_expressed
CNIH2|254263	18.3112	lowly_expressed	lowly_expressed
CNIH3|149111	238.0458	CNIH3|149111	89.4951
CNIH4|29097	946.4611	CNIH4|29097	989.7105
CNIH|10175	1385.9304	CNIH|10175	1802.3451
CNKSR1|10256	442.9026	lowly_expressed	lowly_expressed
CNKSR2|22866	18.8834	CNKSR2|22866	26.0828
CNKSR3|154043	64.0893	CNKSR3|154043	220.8662
CNN1|1264	234.6125	CNN1|1264	491.5051
CNN2|1265	4507.9933	CNN2|1265	1901.6511
CNN3|1266	5086.5134	CNN3|1266	7168.4614
lowly_expressed	lowly_expressed	CNNM1|26507	6.2216
CNNM2|54805	117.8785	CNNM2|54805	111.9885
CNNM3|26505	598.548	CNNM3|26505	532.9026
CNNM4|26504	931.0111	CNNM4|26504	194.5441
CNOT10|25904	574.5145	CNOT10|25904	495.3338
CNOT1|23019	4202.6766	CNOT1|23019	2606.2072
CNOT2|4848	1794.4995	CNOT2|4848	1359.8947
CNOT3|4849	692.9652	CNOT3|4849	555.8746
CNOT4|4850	659.7761	CNOT4|4850	437.9038
CNOT6L|246175	1805.944	CNOT6L|246175	1031.1079
CNOT6|57472	1938.1281	CNOT6|57472	614.9797
CNOT7|29883	1420.2639	CNOT7|29883	1512.3235
CNOT8|9337	1785.9161	CNOT8|9337	1675.2812
CNO|55330	196.2734	CNO|55330	244.5561
CNPY2|10330	561.3533	CNPY2|10330	1112.7064
CNPY3|10695	780.5157	CNPY3|10695	1315.865
CNPY4|245812	367.3688	CNPY4|245812	738.4542
CNP|1267	1688.4031	CNP|1267	2075.5827
CNR1|1268	12.0167	CNR1|1268	172.7686
CNRIP1|25927	345.05199999999996	CNRIP1|25927	1773.3908
CNST|163882	1289.7965	CNST|163882	774.8265
CNTD1|124817	27.1006	CNTD1|124817	13.4793
CNTD2|79935	46.3503	lowly_expressed	lowly_expressed
CNTFR|1271	14.3056	CNTFR|1271	868.1503
CNTF|1270	15.6618	CNTF|1270	6.9395
CNTLN|54875	197.4178	CNTLN|54875	269.921
CNTN1|1272	297.5573	CNTN1|1272	56.2335
CNTN3|5067	80.6838	CNTN3|5067	119.4066
CNTN4|152330	630.5926	CNTN4|152330	335.7263
CNTN6|27255	6.2945	CNTN6|27255	8.1359
CNTNAP1|8506	255.7848	CNTNAP1|8506	306.2934
CNTNAP2|26047	5.7223	lowly_expressed	lowly_expressed
CNTNAP3|79937	9.7278	CNTNAP3|79937	77.2912
lowly_expressed	lowly_expressed	CNTNAP4|85445	8.1359
CNTROB|116840	362.2188	CNTROB|116840	438.6217
COASY|80347	1167.9124	COASY|80347	884.9007
COBLL1|22837	1595.9372	COBLL1|22837	1860.4929
COBL|23242	416.5802	COBL|23242	71.0696
COBRA1|25920	851.4717	COBRA1|25920	1130.6533
COCH|1690	70.956	COCH|1690	529.5549
COG1|9382	754.0503	COG1|9382	808.4135
COG2|22796	1015.1282	COG2|22796	586.7432
COG3|83548	908.122	COG3|83548	550.3709
COG4|25839	818.8548	COG4|25839	1111.7492
COG5|10466	1336.7247	COG5|10466	906.4704
COG6|57511	779.3713	COG6|57511	564.0105
COG7|91949	570.5089	COG7|91949	355.3482
COG8|84342	349.1434	COG8|84342	391.2682
COIL|8161	509.853	COIL|8161	379.9952
COL10A1|1300	9482.9226	COL10A1|1300	40.6796
COL11A1|1301	11566.9683	COL11A1|1301	61.0194
lowly_expressed	lowly_expressed	COL11A2|1302	6.4609
COL12A1|1303	48415.4358	COL12A1|1303	5094.7595
COL13A1|1305	26.8946	COL13A1|1305	12.4432
COL14A1|7373	5360.0372	COL14A1|7373	7468.0546
COL15A1|1306	5247.3088	COL15A1|1306	9139.2678
COL16A1|1307	1844.2831	COL16A1|1307	1687.9636
COL17A1|1308	40.0558	COL17A1|1308	22.0148
COL18A1|80781	3749.2221	COL18A1|80781	4137.832
COL1A1|1277	299580.7017	COL1A1|1277	135240.7418
COL1A2|1278	269260.7561	COL1A2|1278	158455.3721
COL21A1|81578	145.3453	COL21A1|81578	227.0878
COL22A1|169044	51.5003	COL22A1|169044	32.783
lowly_expressed	lowly_expressed	COL23A1|91522	7.417999999999999
COL24A1|255631	73.8171	COL24A1|255631	21.7755
COL25A1|84570	5.15	COL25A1|84570	131.3711
COL27A1|85301	105.2895	COL27A1|85301	37.0902
COL28A1|340267	6.2945	COL28A1|340267	5.742999999999999
COL2A1|1280	9.1556	lowly_expressed	lowly_expressed
COL3A1|1281	265543.0063	COL3A1|1281	216747.7219
COL4A1|1282	9228.8545	COL4A1|1282	15852.5963
COL4A2|1284	7096.1697	COL4A2|1284	15136.3963
COL4A3BP|10087	1733.2713	COL4A3BP|10087	2101.2204
COL4A4|1286	22.3168	COL4A4|1286	14.8361
COL4A5|1287	894.9608	COL4A5|1287	63.6516
COL4A6|1288	18.8834	COL4A6|1288	17.9469
COL5A1|1289	22085.047000000002	COL5A1|1289	7390.0455
COL5A2|1290	28183.8275	COL5A2|1290	9977.9852
COL5A3|50509	1411.6806	COL5A3|50509	1746.1115
COL6A1|1291	25015.4143	COL6A1|1291	19668.1024
COL6A2|1292	21981.4742	COL6A2|1292	29919.8373
COL6A3|1293	75532.0625	COL6A3|1293	29500.8375
COL6A6|131873	33.7613	lowly_expressed	lowly_expressed
COL7A1|1294	77.8227	lowly_expressed	lowly_expressed
COL8A1|1295	1843.7109	COL8A1|1295	794.6877
COL8A2|1296	3414.4702	COL8A2|1296	890.883
COL9A2|1298	65.2337	COL9A2|1298	22.2541
lowly_expressed	lowly_expressed	COL9A3|1299	18.904
COLEC10|10584	5.7223	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	COLEC11|78989	164.1541
COLEC12|81035	1591.9316	COLEC12|81035	3442.2111
COLQ|8292	27.4668	COLQ|8292	28.715
COMMD10|51397	675.7984	COMMD10|51397	613.0653
COMMD1|150684	193.4123	COMMD1|150684	453.9363
COMMD2|51122	1006.5448	COMMD2|51122	814.0704
COMMD3|23412	529.3144	COMMD3|23412	834.8552
COMMD4|54939	386.2523	COMMD4|54939	735.1041
COMMD5|28991	1016.6332	COMMD5|28991	500.8256
COMMD6|170622	904.1164	COMMD6|170622	2694.6638
COMMD7|149951	1445.4419	COMMD7|149951	1446.5183
COMMD8|54951	360.5021	COMMD8|54951	487.1979
COMMD9|29099	815.4215	COMMD9|29099	1088.5379
COMP|1311	6293.9094	COMP|1311	932.2804
COMTD1|118881	35.478	COMTD1|118881	41.1582
COMT|1312	1138.7289	COMT|1312	1508.2556
COPA|1314	9200.6209	COPA|1314	4587.1237
COPB1|1315	5744.5728	COPB1|1315	3163.4051
COPB2|9276	5017.2741	COPB2|9276	3279.9713
COPE|11316	1195.3793	COPE|11316	1605.8866
COPG2|26958	741.0322	COPG2|26958	344.1015
COPG|22820	4278.5308	COPG|22820	3050.9691
COPS2|9318	1644.5764	COPS2|9318	2314.6686
COPS3|8533	818.8548	COPS3|8533	1269.921
COPS4|51138	987.6614	COPS4|51138	1347.2123
COPS5|10987	2251.7077	COPS5|10987	1349.1266
COPS6|10980	1266.9075	COPS6|10980	2028.9543
COPS7A|50813	2090.3401	COPS7A|50813	1538.6456
COPS7B|64708	426.8803	COPS7B|64708	412.0603
COPS8|10920	1559.2633	COPS8|10920	1466.839
COPZ1|22818	2582.4541	COPZ1|22818	3107.9206
COPZ2|51226	440.0415	COPZ2|51226	1513.52
COQ10A|93058	84.1172	COQ10A|93058	160.5647
COQ10B|80219	662.6372	COQ10B|80219	951.9024
COQ2|27235	227.7458	COQ2|27235	236.6595
COQ3|51805	101.8562	COQ3|51805	155.061
COQ4|51117	482.3862	COQ4|51117	513.2807
COQ5|84274	460.0694	COQ5|84274	766.4513
COQ6|51004	248.1914	COQ6|51004	323.3477
COQ7|10229	555.6311	COQ7|10229	347.6908
COQ9|57017	466.9361	COQ9|57017	726.7289
CORIN|10699	277.5294	CORIN|10699	11.0074
CORO1A|11151	618.0036	CORO1A|11151	921.5123
CORO1B|57175	1133.5789	CORO1B|57175	1300.3111
CORO1C|23603	3004.1844	CORO1C|23603	4976.5494
CORO2A|7464	651.1927	CORO2A|7464	236.1809
CORO2B|10391	80.1116	CORO2B|10391	557.0711
CORO6|84940	24.0335	CORO6|84940	24.1685
CORO7|79585	513.2864	CORO7|79585	574.1421
lowly_expressed	lowly_expressed	CORT|1325	13.0964
COTL1|23406	1753.2992	COTL1|23406	4105.7669
COX10|1352	226.6013	COX10|1352	250.0598
COX11|1353	594.1819	COX11|1353	818.9471
COX15|1355	838.1274	COX15|1355	895.5181
COX16|51241	799.9714	COX16|51241	1099.7846
COX17|10063	222.5958	COX17|10063	570.4714
COX18|285521	412.5747	COX18|285521	318.9758
COX19|90639	162.2088	COX19|90639	214.2044
COX4I1|1327	1788.7772	COX4I1|1327	5738.2149
COX4I2|84701	13.1612	COX4I2|84701	215.3625
COX4NB|10328	359.3577	COX4NB|10328	529.3132
COX5A|9377	769.0712	COX5A|9377	1728.6432
COX5B|1329	644.8983	COX5B|1329	1770.5193
COX6A1|1337	935.0166	COX6A1|1337	2151.4716
COX6B1|1340	1730.9824	COX6B1|1340	3321.1295
COX6B2|125965	14.3056	lowly_expressed	lowly_expressed
COX6C|1345	10463.1451	COX6C|1345	2522.3738
COX7A1|1346	54.3614	COX7A1|1346	1677.9134
COX7A2L|9167	1831.6941	COX7A2L|9167	2581.4788
COX7A2|1347	852.0439	COX7A2|1347	1954.2953
COX7B|1349	563.6422	COX7B|1349	2148.3609
COX7C|1350	1991.3451	COX7C|1350	4023.4506
COX8A|1351	1151.8901	COX8A|1351	1556.1139
CP110|9738	907.5498	CP110|9738	430.9643
lowly_expressed	lowly_expressed	CPA1|1357	44.269
lowly_expressed	lowly_expressed	CPA2|1358	10.7681
CPA3|1359	1646.8653	CPA3|1359	1022.4934
CPA4|51200	44.6336	CPA4|51200	11.0074
CPAMD8|27151	235.1847	CPAMD8|27151	146.2072
CPB1|1360	159.6509	CPB1|1360	223.2592
CPD|1362	4530.8823	CPD|1362	3044.0297
CPEB1|64506	14.3056	CPEB1|64506	56.2335
CPEB2|132864	1526.1257	CPEB2|132864	760.4689999999999
CPEB3|22849	151.0676	CPEB3|22849	162.0005
CPEB4|80315	2179.6073	CPEB4|80315	747.7866
CPE|1363	3800.7224	CPE|1363	5152.6681
CPLX1|10815	44.6336	CPLX1|10815	38.525999999999996
CPM|1368	1634.2763	CPM|1368	3408.9495
CPN2|1370	40.628	lowly_expressed	lowly_expressed
CPNE1|8904	2402.9012	CPNE1|8904	1954.0273
CPNE2|221184	598.548	CPNE2|221184	1729.3611
CPNE3|8895	14467.0076	CPNE3|8895	2683.6564
CPNE5|57699	45.2058	CPNE5|57699	47.8583
CPNE7|27132	27.4668	lowly_expressed	lowly_expressed
CPNE8|144402	291.8351	CPNE8|144402	686.0493
CPOX|1371	258.64599999999996	CPOX|1371	352.2374
lowly_expressed	lowly_expressed	CPO|130749	13.6396
CPPED1|55313	890.9553	CPPED1|55313	985.4032
CPS1|1373	38.3391	CPS1|1373	193.8263
CPSF1|29894	1827.1163	CPSF1|29894	703.9962
CPSF2|53981	2245.4133	CPSF2|53981	1079.6841
CPSF3L|54973	810.8437	CPSF3L|54973	964.5848
CPSF3|51692	840.5994	CPSF3|51692	764.5369999999999
CPSF4|10898	283.2517	CPSF4|10898	453.4578
CPSF6|11052	1875.1833	CPSF6|11052	1101.9383
CPSF7|79869	2343.8361	CPSF7|79869	1411.1031
CPT1A|1374	2211.6519	CPT1A|1374	2502.9911
CPT1B|1375	83.3332	CPT1B|1375	170.8567
CPT1C|126129	74.3893	CPT1C|126129	79.6841
CPT2|1376	632.8815	CPT2|1376	535.0562
CPVL|54504	664.9261	CPVL|54504	2045.7047
CPXM1|56265	846.3217	CPXM1|56265	1983.2496
CPXM2|119587	587.6757	CPXM2|119587	2726.011
CPZ|8532	317.5852	CPZ|8532	1111.2706
CP|1356	4309.7228	CP|1356	162.9457
CR1|1378	40.628	CR1|1378	296.0038
CRABP2|1382	4557.7769	CRABP2|1382	2065.0873
CRADD|8738	103.0006	CRADD|8738	196.6978
CRAMP1L|57585	647.828	CRAMP1L|57585	493.4267
CRAT|1384	1534.7091	CRAT|1384	1350.8016
CRB3|92359	265.5127	lowly_expressed	lowly_expressed
CRBN|51185	728.9868	CRBN|51185	1133.1898
CRCP|27297	1152.4624	CRCP|27297	757.1189
CREB1|1385	1861.4499	CREB1|1385	1330.2225
CREB3L1|90993	955.6168	CREB3L1|90993	469.251
CREB3L2|64764	3545.5098	CREB3L2|64764	2101.2204
CREB3L4|148327	1203.9627	CREB3L4|148327	180.9045
CREB3|10488	862.8189	CREB3|10488	1238.447
CREB5|9586	252.3515	CREB5|9586	945.4415
CREBBP|1387	2914.9172	CREBBP|1387	1503.2304
CREBL2|1389	2538.3928	CREBL2|1389	3638.4302
CREBZF|58487	1102.1065	CREBZF|58487	552.0459
CREG1|8804	3188.441	CREG1|8804	6067.0017
CRELD1|78987	358.7855	CRELD1|78987	947.3558
CRELD2|79174	254.6404	CRELD2|79174	530.9883
CREM|1390	286.1128	CREM|1390	646.5662
CRHBP|1393	8.5834	CRHBP|1393	227.0878
lowly_expressed	lowly_expressed	CRHR1|1394	6.2216
lowly_expressed	lowly_expressed	CRHR2|1395	10.5288
CRIM1|51232	2165.8739	CRIM1|51232	6035.4152
CRIP1|1396	257.5015	CRIP1|1396	6550.3709
CRIP2|1397	1203.3904	CRIP2|1397	3094.2809
CRIPAK|285464	142.4842	CRIPAK|285464	81.3592
CRIPT|9419	446.9082	CRIPT|9419	488.8729
CRISPLD1|83690	494.4029	CRISPLD1|83690	208.9017
CRISPLD2|83716	3551.2321	CRISPLD2|83716	1700.6461
CRKL|1399	2065.1622	CRKL|1399	1725.5324
CRK|1398	989.9503	CRK|1398	1489.3515
CRLF1|9244	53.217	CRLF1|9244	156.4968
CRLF3|51379	428.597	CRLF3|51379	481.6942
CRLS1|54675	906.9776	CRLS1|54675	1618.8083
CRMP1|1400	76.3635	CRMP1|1400	126.2
CRNKL1|51340	1565.6092	CRNKL1|51340	800.4307
CROCCL1|84809	128.0584	CROCCL1|84809	145.8268
CROCCL2|114819	17.1668	CROCCL2|114819	22.4934
CROCC|9696	168.8066	CROCC|9696	294.5681
CROT|54677	719.8598	CROT|54677	301.7468
CRTAC1|55118	17.1668	CRTAC1|55118	106.4848
CRTAM|56253	30.9002	CRTAM|56253	17.229
CRTAP|10491	4908.5512	CRTAP|10491	14598.9471
CRTC1|23373	275.2405	CRTC1|23373	252.9313
CRTC2|200186	892.6719	CRTC2|200186	734.6255
CRTC3|64784	1135.2956	CRTC3|64784	1391.7205
CRY1|1407	695.2541	CRY1|1407	775.0658
CRY2|1408	1154.7513	CRY2|1408	2001.9143
CRYAB|1410	305.5685	CRYAB|1410	23842.3068
CRYBB1|1414	10.3001	CRYBB1|1414	38.525999999999996
CRYBG3|131544	572.3057	CRYBG3|131544	1184.9366
CRYGN|155051	7.4389	lowly_expressed	lowly_expressed
CRYGS|1427	7.4389	CRYGS|1427	11.485999999999999
CRYL1|51084	327.8853	CRYL1|51084	1139.7464
CRYM|1428	12.589	CRYM|1428	22.0148
CRYZL1|9946	307.5941	CRYZL1|9946	542.6442
CRYZ|1429	1268.235	CRYZ|1429	791.8497
CSAD|51380	169.951	CSAD|51380	298.1575
CSDAP1|440359	33.7613	CSDAP1|440359	78.0091
CSDA|8531	2042.8454	CSDA|8531	4965.542
CSDC2|27254	40.628	CSDC2|27254	20.5791
CSDE1|7812	15656.0924	CSDE1|7812	23199.0907
CSE1L|1434	3165.552	CSE1L|1434	1960.7562
CSF1R|1436	1880.9055	CSF1R|1436	3944.9629
CSF1|1435	858.9106	CSF1|1435	1778.8945
CSF2RA|1438	147.6342	CSF2RA|1438	188.5619
CSF2RB|1439	410.2858	CSF2RB|1439	720.268
lowly_expressed	lowly_expressed	CSF2|1437	8.3752
CSF3R|1441	1328.7078	CSF3R|1441	404.8816
lowly_expressed	lowly_expressed	CSF3|1440	42.8332
CSGALNACT1|55790	432.0303	CSGALNACT1|55790	681.9813
CSGALNACT2|55454	1115.8399	CSGALNACT2|55454	920.0766
CSK|1445	787.3824	CSK|1445	940.895
CSMD1|64478	10.3001	lowly_expressed	lowly_expressed
CSMD2|114784	131.6119	CSMD2|114784	20.8184
CSNK1A1L|122011	5.15	lowly_expressed	lowly_expressed
CSNK1A1|1452	9633.418	CSNK1A1|1452	4945.4415
CSNK1D|1453	2537.2483	CSNK1D|1453	2242.6418
CSNK1E|1454	1676.621	CSNK1E|1454	1419.8923
CSNK1G1|53944	694.6819	CSNK1G1|53944	436.4681
CSNK1G2|1455	643.7538	CSNK1G2|1455	537.4492
CSNK1G3|1456	1229.7128	CSNK1G3|1456	898.301
CSNK2A1P|283106	699.8319	CSNK2A1P|283106	269.921
CSNK2A1|1457	1678.3377	CSNK2A1|1457	854.9892
CSNK2A2|1459	431.4581	CSNK2A2|1459	676.4776
CSNK2B|1460	2249.4417	CSNK2B|1460	2476.5494
CSPG4|1464	486.964	CSPG4|1464	1652.3092
CSPG5|10675	42.3447	CSPG5|10675	14.3575
CSPP1|79848	1018.4643	CSPP1|79848	189.9976
CSRNP1|64651	536.1754	CSRNP1|64651	3034.9366
CSRNP2|81566	1070.0619	CSRNP2|81566	825.7956
CSRNP3|80034	8.5834	lowly_expressed	lowly_expressed
CSRP1|1465	4357.4979	CSRP1|1465	4620.4834
CSRP2BP|57325	755.3378	CSRP2BP|57325	588.179
CSRP2|1466	176.2455	CSRP2|1466	647.0447
CST1|1469	433.74699999999996	lowly_expressed	lowly_expressed
CST2|1470	12.0167	lowly_expressed	lowly_expressed
CST3|1471	3757.8055	CST3|1471	14501.7947
CST4|1472	81.8283	lowly_expressed	lowly_expressed
CST5|1473	25.1779	lowly_expressed	lowly_expressed
CST7|8530	76.10600000000001	CST7|8530	126.8246
CSTA|1475	47.4947	CSTA|1475	557.5497
CSTB|1476	2218.5187	CSTB|1476	4335.487
CSTF1|1477	595.6868	CSTF1|1477	521.8952
CSTF2T|23283	794.8214	CSTF2T|23283	1097.3917
CSTF2|1478	297.5573	CSTF2|1478	195.9799
CSTF3|1479	578.5201	CSTF3|1479	417.3247
CS|1431	2509.7815	CS|1431	4467.3367
CT62|196993	13.7334	lowly_expressed	lowly_expressed
CTAGE4|100128553	19.4557	CTAGE4|100128553	5.9823
CTAGE5|4253	944.4927	CTAGE5|4253	571.9191
CTAGE9|643854	57.2226	CTAGE9|643854	14.1182
CTBP1|1487	1569.3629999999998	CTBP1|1487	2004.3575
CTBP2|1488	2016.523	CTBP2|1488	1087.1022
CTBS|1486	593.9702	CTBS|1486	602.2876
CTCFL|140690	9.5733	CTCFL|140690	7.8296
CTCF|10664	1478.0587	CTCF|10664	1349.6052
CTDP1|9150	299.8462	CTDP1|9150	359.6554
CTDSP1|58190	2065.1622	CTDSP1|58190	4235.7023
CTDSP2|10106	6206.9311	CTDSP2|10106	7256.9993
CTDSPL2|51496	857.7662	CTDSPL2|51496	627.6621
CTDSPL|10217	1127.8567	CTDSPL|10217	1204.3551
CTF1|1489	65.2337	CTF1|1489	132.8069
CTGF|1490	6526.233	CTGF|1490	12579.3252
CTHRC1|115908	4934.8736	CTHRC1|115908	2576.6929999999998
CTH|1491	50.9281	CTH|1491	75.6162
CTLA4|1493	27.4668	CTLA4|1493	11.9646
CTNNA1|1495	11714.6025	CTNNA1|1495	9039.9617
CTNNAL1|8727	413.7191	CTNNAL1|8727	1373.0558
CTNNB1|1499	13006.6021	CTNNB1|1499	8172.7399
CTNNBIP1|56998	791.388	CTNNBIP1|56998	1060.5408
CTNNBL1|56259	683.2374	CTNNBL1|56259	1126.1067
CTNND1|1500	11118.3434	CTNND1|1500	4880.3542
CTNND2|1501	226.6013	CTNND2|1501	15.7933
CTNS|1497	419.1095	CTNS|1497	505.4008
CTPS2|56474	700.9764	CTPS2|56474	383.5846
CTPS|1503	562.4978	CTPS|1503	316.3436
CTR9|9646	1973.0339	CTR9|9646	1346.0158
lowly_expressed	lowly_expressed	CTRL|1506	5.5037
CTSA|5476	3365.6421	CTSA|5476	3768.8801
CTSB|1508	31953.6497	CTSB|1508	37945.9201
CTSC|1075	1980.4728	CTSC|1075	5770.9978
CTSD|1509	23824.6129	CTSD|1509	16018.6648
CTSF|8722	2976.7176	CTSF|8722	3455.6114
CTSG|1511	73.8171	CTSG|1511	726.0110000000001
CTSH|1512	1868.3166	CTSH|1512	2958.3632
CTSK|1513	10472.3007	CTSK|1513	11481.4549
CTSL1|1514	2612.2099	CTSL1|1514	5169.6578
CTSL2|1515	50.9281	CTSL2|1515	10.0503
CTSO|1519	1514.6812	CTSO|1519	1775.7837
CTSS|1520	3001.3233	CTSS|1520	5287.3893
CTSW|1521	36.0502	CTSW|1521	101.699
CTSZ|1522	5313.6869	CTSZ|1522	10526.2024
CTTNBP2NL|55917	1291.5132	CTTNBP2NL|55917	1026.0828
CTTNBP2|83992	168.2343	CTTNBP2|83992	197.6549
CTTN|2017	4288.8309	CTTN|2017	3395.3099
CTU1|90353	24.0335	CTU1|90353	31.5865
CTU2|348180	105.2266	CTU2|348180	182.5413
CTXN1|404217	278.6739	CTXN1|404217	37.5688
CUBN|8029	66.3782	CUBN|8029	240.4882
CUEDC1|404093	323.8797	CUEDC1|404093	357.7411
CUEDC2|79004	374.8078	CUEDC2|79004	977.028
CUL1|8454	1728.0984	CUL1|8454	1522.6131
CUL2|8453	757.6267	CUL2|8453	867.6717
CUL3|8452	2441.6866	CUL3|8452	1824.1206
CUL4A|8451	2259.7189	CUL4A|8451	1776.2623
CUL4B|8450	2932.6562	CUL4B|8450	1776.023
CUL5|8065	2257.43	CUL5|8065	914.3336
CUL7|9820	1063.7617	CUL7|9820	660.8591
CUL9|23113	601.4091	CUL9|23113	359.1768
CUTA|51596	2306.0692	CUTA|51596	1676.4776
CUTC|51076	144.487	CUTC|51076	607.9158
CUX1|1523	2488.0369	CUX1|1523	1099.0668
CUX2|23316	13.7334	CUX2|23316	6.9395
lowly_expressed	lowly_expressed	CUZD1|50624	12.2852
CWC15|51503	633.4537	CWC15|51503	1038.526
CWC22|57703	706.1264	CWC22|57703	801.1486
CWC25|54883	264.3682	CWC25|54883	473.7976
CWC27|10283	591.6813	CWC27|10283	511.6056
CWF19L1|55280	290.6906	CWF19L1|55280	476.6691
CWF19L2|143884	552.7699	CWF19L2|143884	590.3326
CX3CL1|6376	290.1184	CX3CL1|6376	1003.5894
CX3CR1|1524	383.9634	CX3CR1|1524	215.8411
CXADR|1525	129.32299999999998	lowly_expressed	lowly_expressed
CXCL10|3627	771.3601	CXCL10|3627	28.9543
CXCL11|6373	238.0458	CXCL11|6373	9.0931
CXCL12|6387	7453.8107	CXCL12|6387	13527.1596
CXCL13|10563	90.9839	lowly_expressed	lowly_expressed
CXCL14|9547	21626.6943	CXCL14|9547	10944.0057
CXCL16|58191	1404.2416	CXCL16|58191	1141.9
CXCL17|284340	78.9671	lowly_expressed	lowly_expressed
CXCL1|2919	5.15	CXCL1|2919	85.6664
CXCL2|2920	10.3001	CXCL2|2920	700.8854
lowly_expressed	lowly_expressed	CXCL3|2921	55.9943
CXCL9|4283	1773.8994	CXCL9|4283	119.4066
CXCR1|3577	81.256	CXCR1|3577	165.8291
lowly_expressed	lowly_expressed	CXCR2P1|3580	5.5037
CXCR2|3579	14.8779	CXCR2|3579	233.5487
CXCR3|2833	73.8171	CXCR3|2833	22.971999999999998
CXCR4|7852	1693.7878	CXCR4|7852	530.9883
CXCR5|643	12.0167	lowly_expressed	lowly_expressed
CXCR6|10663	53.217	CXCR6|10663	27.5185
CXCR7|57007	1135.2956	CXCR7|57007	5365.1591
CXXC1|30827	342.7631	CXXC1|30827	534.3384
CXXC5|51523	660.9206	CXXC5|51523	467.3367
CXorf21|80231	123.0285	CXorf21|80231	160.5647
CXorf23|256643	421.7303	CXorf23|256643	203.3979
CXorf26|51260	457.7805	CXorf26|51260	774.8265
CXorf36|79742	583.0979	CXorf36|79742	3368.9878
CXorf38|159013	267.8016	CXorf38|159013	181.1438
CXorf40A|91966	454.3471	CXorf40A|91966	361.3305
CXorf40B|541578	469.225	CXorf40B|541578	445.5611
CXorf42|158801	12.589	CXorf42|158801	22.0148
CXorf56|63932	231.7514	CXorf56|63932	267.7674
CXorf57|55086	32.0446	CXorf57|55086	18.904
CYB561D1|284613	306.1407	CYB561D1|284613	432.6394
CYB561D2|11068	307.0448	CYB561D2|11068	359.8684
CYB561|1534	1413.3972	CYB561|1534	1063.8909
CYB5A|1528	1760.7382	CYB5A|1528	2900.2154
CYB5B|80777	1089.5175	CYB5B|80777	1924.8624
CYB5D1|124637	399.9857	CYB5D1|124637	418.9998
CYB5D2|124936	274.0961	CYB5D2|124936	654.7021
CYB5R1|51706	3064.8403	CYB5R1|51706	1416.8461
CYB5R2|51700	82.4005	CYB5R2|51700	123.7138
