gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
FBXL5|26234	2242.947	FBXL5|26234	3453.2089
FBXL6|26233	388.7719	FBXL6|26233	110.8251
FBXL7|23194	1364.5289	FBXL7|23194	395.1433
FBXL8|55336	50.6372	FBXL8|55336	18.5479
FBXO10|26267	168.4462	FBXO10|26267	214.4346
FBXO11|80204	1433.7351	FBXO11|80204	2130.9986
FBXO15|201456	52.1131	FBXO15|201456	37.0034
FBXO16|157574	28.7664	FBXO16|157574	48.2366
FBXO17|115290	111.7304	FBXO17|115290	213.0999
FBXO18|84893	1583.0161	FBXO18|84893	1552.9
FBXO21|23014	1361.6106	FBXO21|23014	1615.2639
FBXO22OS|692224	87.7459	FBXO22OS|692224	37.8756
FBXO22|26263	434.2187	FBXO22|26263	469.9298
FBXO24|26261	7.0874	FBXO24|26261	11.5867
FBXO25|26260	181.7704	FBXO25|26260	670.6864
FBXO27|126433	105.06	FBXO27|126433	171.8014
FBXO28|23219	1627.5958	FBXO28|23219	1402.4944
FBXO2|26232	307.2587	FBXO2|26232	320.1454
FBXO30|84085	392.7242	FBXO30|84085	593.0453
FBXO31|79791	650.7882	FBXO31|79791	778.0623
FBXO32|114907	619.1034	FBXO32|114907	1924.5065
FBXO33|254170	174.2661	FBXO33|254170	526.6375
FBXO34|55030	685.8081	FBXO34|55030	1004.3776
FBXO36|130888	162.1759	FBXO36|130888	192.2855
FBXO38|81545	760.0172	FBXO38|81545	975.3035
FBXO3|26273	663.2953	FBXO3|26273	1119.0221
FBXO41|150726	181.3535	FBXO41|150726	220.03799999999998
FBXO42|54455	445.2542	FBXO42|54455	525.9767
FBXO43|286151	6.2536	FBXO43|286151	6.6077
FBXO44|93611	296.0023	FBXO44|93611	371.6858
FBXO45|200933	589.5032	FBXO45|200933	512.4308
FBXO46|23403	416.0708	FBXO46|23403	304.2868
FBXO48|554251	22.9298	FBXO48|554251	66.7383
FBXO4|26272	156.7561	FBXO4|26272	259.6845
FBXO5|26271	162.5928	FBXO5|26271	199.2236
FBXO6|26270	496.5334	FBXO6|26270	116.2964
FBXO7|25793	2563.1298	FBXO7|25793	2341.4554
FBXO8|26269	437.5623	FBXO8|26269	597.2611
FBXO9|26268	759.6003	FBXO9|26268	1375.4027
FBXW10|10517	6.6705	FBXW10|10517	58.809
FBXW11|23291	1034.7573	FBXW11|23291	1559.098
FBXW2|26190	1984.4661	FBXW2|26190	2363.2609
FBXW4|6468	1220.2799	FBXW4|6468	1194.3504
FBXW5|54461	1869.8174	FBXW5|54461	735.7727
FBXW7|55294	359.7887	FBXW7|55294	1063.1866
FBXW8|26259	481.108	FBXW8|26259	489.3037
FBXW9|84261	180.4238	FBXW9|84261	162.5836
FCAMR|83953	9.1719	lowly_expressed	lowly_expressed
FCER1A|2205	131.325	FCER1A|2205	453.6219
FCER1G|2207	738.755	FCER1G|2207	271.5784
FCER2|2208	38.7721	FCER2|2208	5.947
FCF1|51077	739.1719	FCF1|51077	1099.5292
FCGBP|8857	521.1308	FCGBP|8857	2667.8781
FCGR1A|2209	169.2508	FCGR1A|2209	27.6997
FCGR1B|2210	130.0743	FCGR1B|2210	27.7525
FCGR1C|100132417	35.8538	FCGR1C|100132417	13.5459
FCGR2A|2212	1196.0994	FCGR2A|2212	449.9876
FCGR2B|2213	297.6699	FCGR2B|2213	98.4554
FCGR2C|9103	114.6488	FCGR2C|9103	68.0598
FCGR3A|2214	1875.654	FCGR3A|2214	538.201
FCGR3B|2215	9.5888	lowly_expressed	lowly_expressed
FCGRT|2217	2480.5827	FCGRT|2217	2328.5702
FCHO1|23149	94.2205	FCHO1|23149	33.0387
FCHO2|115548	612.4329	FCHO2|115548	1375.0723
FCHSD1|89848	275.4697	FCHSD1|89848	326.5119
FCHSD2|9873	2030.1214	FCHSD2|9873	768.2101
FCN1|2219	30.0171	FCN1|2219	8.2597
FCN3|8547	22.0959	FCN3|8547	5.947
FCRL1|115350	17.0931	lowly_expressed	lowly_expressed
FCRL2|79368	8.755	lowly_expressed	lowly_expressed
FCRL3|115352	70.4569	FCRL3|115352	6.6077
FCRL5|83416	49.6117	FCRL5|83416	61.4521
FCRL6|343413	7.5043	FCRL6|343413	12.5547
FCRLA|84824	48.7778	FCRLA|84824	12.8851
FCRLB|127943	10.8395	FCRLB|127943	11.5636
FDFT1|2222	558.2353	FDFT1|2222	2499.0501
FDPSL2A|619190	9.1719	lowly_expressed	lowly_expressed
FDPS|2224	6468.5925	FDPS|2224	1256.3707
FDX1L|112812	166.9578	FDX1L|112812	97.8343
FDX1|2230	198.4466	FDX1|2230	336.9951
FDXACB1|91893	75.0428	FDXACB1|91893	119.96700000000001
FDXR|2232	842.9812	FDXR|2232	115.96600000000001
FECH|2235	552.3987	FECH|2235	693.4831
FEM1A|55527	1026.8362	FEM1A|55527	1003.3865
FEM1B|10116	1971.9589999999998	FEM1B|10116	3994.7138
FEM1C|56929	978.8921	FEM1C|56929	1282.2334
FEN1|2237	938.4524	FEN1|2237	339.3078
lowly_expressed	lowly_expressed	FER1L4|80307	23.4575
lowly_expressed	lowly_expressed	FER1L5|90342	19.8232
FER1L6|654463	62.1188	lowly_expressed	lowly_expressed
FERMT1|55612	202.1988	FERMT1|55612	308.9122
FERMT2|10979	1153.1583	FERMT2|10979	1659.2054
FERMT3|83706	492.3644	FERMT3|83706	170.1495
FER|2241	60.0343	FER|2241	161.22899999999998
FES|2242	282.2444	FES|2242	290.4105
FEZ1|9638	144.249	FEZ1|9638	133.4765
FEZ2|9637	628.2753	FEZ2|9637	1008.0119
FFAR2|2867	25.0143	FFAR2|2867	5.2862
FFAR3|2865	5.4198	lowly_expressed	lowly_expressed
FGD1|2245	424.4089	FGD1|2245	326.4227
FGD2|221472	139.6631	FGD2|221472	100.4378
FGD3|89846	696.6477	FGD3|89846	242.1739
FGD4|121512	230.5483	FGD4|121512	747.6666
FGD5|152273	672.0503	FGD5|152273	712.9760000000001
FGD6|55785	826.7219	FGD6|55785	817.048
FGF10|2255	19.1776	FGF10|2255	96.4731
FGF11|2256	73.7921	FGF11|2256	163.5418
FGF12|2257	101.7247	FGF12|2257	42.9504
FGF13|2258	443.1696	FGF13|2258	219.0468
FGF14|2259	212.6214	FGF14|2259	353.1841
FGF18|8817	10.8395	lowly_expressed	lowly_expressed
FGF1|2246	576.996	FGF1|2246	2325.5968
FGF2|2247	96.6844	FGF2|2247	686.2146
FGF7|2252	230.1314	FGF7|2252	561.3282
lowly_expressed	lowly_expressed	FGF9|2254	11.8939
FGFBP1|9982	9.5888	FGFBP1|9982	122.9041
FGFBP2|83888	5.8367	FGFBP2|83888	50.2189
FGFBP3|143282	34.6031	FGFBP3|143282	51.21
FGFR1OP2|26127	489.0292	FGFR1OP2|26127	711.324
FGFR1OP|11116	208.9068	FGFR1OP|11116	244.7179
FGFR1|2260	3542.4388	FGFR1|2260	4074.6675
FGFR2|2263	483.6094	FGFR2|2263	1940.3651
FGFR3|2261	303.5066	FGFR3|2261	125.2168
FGFR4|2264	261.8161	FGFR4|2264	22.4663
FGFRL1|53834	737.5043	FGFRL1|53834	383.2494
FGGY|55277	63.3695	FGGY|55277	156.934
FGL2|10875	827.1388	FGL2|10875	1693.5657
FGR|2268	215.9566	FGR|2268	166.5152
FHAD1|114827	38.6804	FHAD1|114827	52.1219
FHDC1|85462	698.3153	FHDC1|85462	400.4295
FHIT|2272	47.1102	FHIT|2272	125.5472
FHL1|2273	1596.7448	FHL1|2273	2534.732
FHL2|2274	1043.9292	FHL2|2274	1439.1674
FHL3|2275	674.5517	FHL3|2275	488.9733
FHL5|9457	24.1805	FHL5|9457	99.4466
FHOD1|29109	792.5357	FHOD1|29109	395.4737
FHOD3|80206	311.8447	FHOD3|80206	717.9318
FH|2271	1728.9036	FH|2271	976.9555
FIBCD1|84929	35.4369	lowly_expressed	lowly_expressed
FIBIN|387758	968.0526	FIBIN|387758	489.6341
FIBP|9158	1349.9373	FIBP|9158	605.2697
FICD|11153	73.3752	FICD|11153	68.0598
FIG4|9896	830.0572	FIG4|9896	554.0596
FIGF|2277	67.5386	FIGF|2277	284.7939
FIGNL1|63979	213.0383	FIGNL1|63979	436.4417
FIGNL2|401720	20.4283	FIGNL2|401720	30.0653
FIGN|55137	112.5643	FIGN|55137	129.1815
FILIP1L|11259	1665.951	FILIP1L|11259	1387.6270000000002
FILIP1|27145	87.9669	FILIP1|27145	118.2787
FIP1L1|81608	546.487	FIP1L1|81608	790.7326
FIS1|51024	982.4983	FIS1|51024	925.3919
FITM2|128486	62.1188	FITM2|128486	44.6023
FIZ1|84922	387.7213	FIZ1|84922	257.0414
FJX1|24147	133.8264	FJX1|24147	128.1903
FKBP10|60681	2414.7117	FKBP10|60681	1253.1593
FKBP11|51303	597.8413	FKBP11|51303	322.7885
FKBP14|55033	306.4249	FKBP14|55033	247.7905
FKBP15|23307	1353.0765	FKBP15|23307	1211.481
lowly_expressed	lowly_expressed	FKBP1AP1|2282	6.6077
FKBP1A|2280	4488.9249	FKBP1A|2280	2844.4239
FKBP1B|2281	44.1919	FKBP1B|2281	62.1128
FKBP2|2286	317.6813	FKBP2|2286	384.5709
FKBP3|2287	1375.7853	FKBP3|2287	740.7285
FKBP4|2288	2676.9448	FKBP4|2288	3583.7119
FKBP5|2289	561.9875	FKBP5|2289	1040.0595
FKBP7|51661	393.55800000000005	FKBP7|51661	362.435
FKBP8|23770	2645.26	FKBP8|23770	2375.4853
FKBP9L|360132	143.4152	FKBP9L|360132	69.3813
FKBP9|11328	5363.8952	FKBP9|11328	2862.4763
FKBPL|63943	141.7476	FKBPL|63943	140.4146
FKRP|79147	176.3507	FKRP|79147	173.123
FKTN|2218	469.8515	FKTN|2218	708.3505
FLAD1|80308	1539.2120000000002	FLAD1|80308	406.0461
FLCN|201163	740.0058	FLCN|201163	793.7887
FLG|2312	46.5099	FLG|2312	24.8352
FLI1|2313	475.2713	FLI1|2313	641.6123
FLII|2314	3340.2401	FLII|2314	2666.2262
FLJ10038|55056	215.2187	FLJ10038|55056	586.388
FLJ10213|55096	8.3381	FLJ10213|55096	24.7791
FLJ10357|55701	1121.0566	FLJ10357|55701	1317.5849
lowly_expressed	lowly_expressed	FLJ10661|286042	27.7525
FLJ11235|54508	21.2621	FLJ11235|54508	6.9381
FLJ12825|440101	7.9212	FLJ12825|440101	5.947
FLJ13197|79667	36.7126	FLJ13197|79667	107.7558
FLJ13224|79857	5.0029	lowly_expressed	lowly_expressed
FLJ16779|100192386	19.1776	lowly_expressed	lowly_expressed
FLJ22536|401237	25.8481	FLJ22536|401237	77.3371
FLJ23867|200058	458.5951	FLJ23867|200058	877.5089
lowly_expressed	lowly_expressed	FLJ26850|400710	5.2862
FLJ33630|644873	534.0549	FLJ33630|644873	774.428
lowly_expressed	lowly_expressed	FLJ35024|401491	13.8763
FLJ35220|284131	198.8635	FLJ35220|284131	331.3785
FLJ35390|255031	52.8927	FLJ35390|255031	100.8375
FLJ35776|649446	245.5568	FLJ35776|649446	94.8212
FLJ36031|168455	253.0611	FLJ36031|168455	312.2161
FLJ36777|730971	7.5043	FLJ36777|730971	12.5547
FLJ37201|283011	15.8424	FLJ37201|283011	19.8232
FLJ37307|283521	12.5071	FLJ37307|283521	8.9205
FLJ37453|729614	46.6933	FLJ37453|729614	93.83
lowly_expressed	lowly_expressed	FLJ37543|285668	7.9293
FLJ39582|439931	37.0461	FLJ39582|439931	35.7248
FLJ39653|202020	97.5557	FLJ39653|202020	106.7151
FLJ39739|388685	6.6705	lowly_expressed	lowly_expressed
FLJ40330|645784	17.51	FLJ40330|645784	70.3725
FLJ40852|285962	17.8644	FLJ40852|285962	57.4874
FLJ42289|388182	13.7579	FLJ42289|388182	24.7791
FLJ42627|645644	35.4369	FLJ42627|645644	90.1958
FLJ42709|441094	191.7761	FLJ42709|441094	101.0985
FLJ43663|378805	32.5186	FLJ43663|378805	71.3637
FLJ44606|401207	76.7105	FLJ44606|401207	75.9891
FLJ44635|392490	25.4312	FLJ44635|392490	21.8056
FLJ45244|400242	40.8567	FLJ45244|400242	71.3637
FLJ45340|402483	795.4541	FLJ45340|402483	1349.9628
FLJ45445|399844	118.4009	FLJ45445|399844	60.1305
FLJ45983|399717	342.6956	FLJ45983|399717	102.4201
FLJ90757|440465	725.4141	FLJ90757|440465	682.9107
FLNA|2316	24411.4349	FLNA|2316	19417.5271
FLNB|2317	4919.725	FLNB|2317	13716.9604
FLNC|2318	434.8315	FLNC|2318	596.0188
FLOT1|10211	3437.7957	FLOT1|10211	2369.2079
FLOT2|2319	1684.2948	FLOT2|2319	2264.4751
FLRT1|23769	5.0029	FLRT1|23769	8.2597
FLRT2|23768	477.3558	FLRT2|23768	883.7862
FLRT3|23767	154.2547	FLRT3|23767	437.4329
FLT1|2321	1239.4575	FLT1|2321	1196.0023
FLT3LG|2323	98.8064	FLT3LG|2323	98.4554
FLT3|2322	401.8961	FLT3|2322	123.8953
FLT4|2324	448.5894	FLT4|2324	364.4173
FLVCR1|28982	455.2599	FLVCR1|28982	183.6954
FLVCR2|55640	184.6888	FLVCR2|55640	85.2399
FLYWCH1|84256	466.5163	FLYWCH1|84256	471.1324
FLYWCH2|114984	361.4563	FLYWCH2|114984	181.3827
FMN1|342184	159.2576	FMN1|342184	162.5506
FMN2|56776	5.0029	FMN2|56776	31.0564
FMNL1|752	644.5346	FMNL1|752	328.0747
FMNL2|114793	637.4472	FMNL2|114793	1428.2646
FMNL3|91010	1692.0575	FMNL3|91010	1010.8962
FMO1|2326	369.7944	FMO1|2326	367.0604
FMO2|2327	87.55	FMO2|2327	1060.8739
FMO3|2328	24.5974	FMO3|2328	77.641
FMO4|2329	123.8207	FMO4|2329	239.5308
FMO5|2330	130.4912	FMO5|2330	486.3302
FMOD|2331	2799.5147	FMOD|2331	2931.8576
FMR1|2332	775.0257	FMR1|2332	1270.0091
FN1|2335	236684.2739	FN1|2335	5723.9613
FN3KRP|79672	1056.8533	FN3KRP|79672	741.3893
FN3K|64122	585.751	FN3K|64122	260.3453
FNBP1L|54874	2822.0276	FNBP1L|54874	3909.8042
FNBP1|23048	1474.1748	FNBP1|23048	1636.7391
FNBP4|23360	1053.935	FNBP4|23360	1719.3359
FNDC1|84624	4686.8421	FNDC1|84624	131.4942
FNDC3A|22862	1462.0846	FNDC3A|22862	2907.0785
FNDC3B|64778	2094.9459	FNDC3B|64778	2300.4873
FNDC4|64838	122.1531	FNDC4|64838	135.7892
FNDC5|252995	41.6905	FNDC5|252995	44.6023
FNDC8|54752	8.755	FNDC8|54752	11.5636
FNIP1|96459	841.3136	FNIP1|96459	1219.4598
FNIP2|57600	664.1291	FNIP2|57600	819.0303
FNTA|2339	1119.8059	FNTA|2339	1539.9356
FNTB|2342	978.0792	FNTB|2342	574.874
FOLH1B|219595	8.755	FOLH1B|219595	27.4222
FOLH1|2346	213.0383	FOLH1|2346	488.9733
FOLR1|2348	28.7664	FOLR1|2348	443.0495
FOLR2|2350	293.084	FOLR2|2350	171.47099999999998
FOSB|2354	643.2839	FOSB|2354	2544.3132
FOSL1|8061	20.4283	FOSL1|8061	16.189
FOSL2|2355	1712.2274	FOSL2|2355	1362.1872
FOS|2353	2040.3314	FOS|2353	5978.3596
FOXA1|3169	6406.1568	FOXA1|3169	3208.7222
FOXA3|3171	88.3838	lowly_expressed	lowly_expressed
FOXC1|2296	150.9195	FOXC1|2296	730.4865
FOXC2|2303	14.1748	FOXC2|2303	10.9028
FOXD1|2297	5.4198	lowly_expressed	lowly_expressed
FOXD2|2306	35.02	FOXD2|2306	13.8763
FOXD3|27022	6.2536	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FOXD4|2298	5.6166
FOXF1|2294	9.1719	FOXF1|2294	5.6166
FOXF2|2295	82.964	FOXF2|2295	34.3603
FOXI1|2299	189.6916	FOXI1|2299	552.0773
lowly_expressed	lowly_expressed	FOXI2|399823	22.136
FOXJ1|2302	56.2821	lowly_expressed	lowly_expressed
FOXJ2|55810	740.8396	FOXJ2|55810	1243.5781
FOXJ3|22887	1513.3639	FOXJ3|22887	2168.6628
FOXK1|221937	785.4484	FOXK1|221937	1615.9247
FOXK2|3607	2126.2137	FOXK2|3607	1144.1315
FOXL1|2300	24.1805	FOXL1|2300	24.7791
lowly_expressed	lowly_expressed	FOXL2|668	6.6077
FOXM1|2305	563.4216	FOXM1|2305	149.1402
FOXN1|8456	6.6705	FOXN1|8456	5.6166
FOXN2|3344	232.2159	FOXN2|3344	463.5335
FOXN3|1112	2016.9847	FOXN3|1112	2840.3403
FOXO1|2308	888.4238	FOXO1|2308	1168.9105
FOXO3B|2310	1457.9156	FOXO3B|2310	1481.457
FOXO3|2309	2994.6261	FOXO3|2309	2886.9249
FOXO4|4303	479.4403	FOXO4|4303	1021.8882
FOXP1|27086	2127.8813	FOXP1|27086	2324.6056
FOXP2|93986	31.6848	FOXP2|93986	59.8001
FOXP3|50943	110.93	FOXP3|50943	29.3087
FOXP4|116113	3207.2475	FOXP4|116113	1266.3748
FOXQ1|94234	16.6762	FOXQ1|94234	11.5636
FOXRED1|55572	259.7316	FOXRED1|55572	324.7708
FOXRED2|80020	1027.67	FOXRED2|80020	648.8808
FOXS1|2307	112.5643	FOXS1|2307	13.5459
FPGS|2356	981.3935	FPGS|2356	445.6926
FPGT|8790	436.5951	FPGT|8790	582.6811
FPR1|2357	57.9497	FPR1|2357	8.5901
FPR3|2359	1044.3461	FPR3|2359	308.9122
FRAS1|80144	294.7516	FRAS1|80144	722.2268
FRAT1|10023	113.815	FRAT1|10023	128.5207
FRAT2|23401	358.9549	FRAT2|23401	391.509
FREM1|158326	75.0428	FREM1|158326	280.1685
FREM2|341640	58.7836	FREM2|341640	297.0183
FRG1B|284802	140.08	FRG1B|284802	280.1685
FRG1|2483	638.281	FRG1|2483	878.5
FRK|2444	338.5266	FRK|2444	144.3793
FRMD1|79981	5.0029	FRMD1|79981	10.5724
FRMD3|257019	23.7636	FRMD3|257019	141.7362
FRMD4A|55691	1091.0186	FRMD4A|55691	1120.6938
FRMD4B|23150	413.5694	FRMD4B|23150	971.0085
FRMD5|84978	9.1719	FRMD5|84978	11.8939
FRMD6|122786	2021.1537	FRMD6|122786	4914.5123
FRMD7|90167	5.4198	lowly_expressed	lowly_expressed
FRMD8|83786	1012.2445	FRMD8|83786	697.4478
FRMPD1|22844	5.8367	FRMPD1|22844	22.136
lowly_expressed	lowly_expressed	FRMPD2|143162	23.7879
FRRS1|391059	188.4409	FRRS1|391059	202.5275
FRS2|10818	873.8321	FRS2|10818	1724.9525
FRS3|10817	61.285	FRS3|10817	77.9714
FRYL|285527	1538.3782	FRYL|285527	2329.8918
FRY|10129	833.8051	FRY|10129	1477.8227
FRZB|2487	273.0725	FRZB|2487	310.2337
FSCN1|6624	1928.184	FSCN1|6624	762.2037
FSCN2|25794	6.2536	FSCN2|25794	14.8674
FSD1L|83856	45.0257	FSD1L|83856	74.9979
FSIP1|161835	590.7539	FSIP1|161835	213.7606
FSTL1|11167	16350.1666	FSTL1|11167	10012.0591
FSTL3|10272	321.0166	FSTL3|10272	138.4323
FSTL4|23105	55.0314	FSTL4|23105	28.4133
FST|10468	554.9001	FST|10468	217.3949
FTH1|2495	32804.1424	FTH1|2495	23530.8466
FTHL3|2498	161.3421	FTHL3|2498	126.8688
FTL|2512	45415.9249	FTL|2512	17702.4862
lowly_expressed	lowly_expressed	FTMT|94033	8.9205
FTO|79068	1452.9127	FTO|79068	4382.2582
FTSJ1|24140	795.0372	FTSJ1|24140	466.50699999999995
FTSJ2|29960	667.4643	FTSJ2|29960	629.7183
FTSJ3|117246	2628.5838	FTSJ3|117246	1247.5427
FTSJD1|55783	775.4426	FTSJD1|55783	1015.6108
FTSJD2|23070	944.7059	FTSJD2|23070	1200.2973
FUBP1|8880	1675.1229	FUBP1|8880	1682.3325
FUBP3|8939	912.6043	FUBP3|8939	1280.9119
FUCA1|2517	1169.8344	FUCA1|2517	969.3566
FUCA2|2519	1671.3707	FUCA2|2519	841.827
FUK|197258	361.8732	FUK|197258	311.8857
FUNDC1|139341	399.8116	FUNDC1|139341	281.49
FUNDC2|65991	1057.2702	FUNDC2|65991	832.563
FURIN|5045	4532.5874	FURIN|5045	1551.1687
FUS|2521	3554.9459	FUS|2521	2818.5347
FUT10|84750	144.249	FUT10|84750	314.8592
FUT11|170384	209.2861	FUT11|170384	227.3065
FUT1|2523	52.9469	FUT1|2523	120.9218
FUT2|2524	266.4021	FUT2|2524	127.5295
FUT3|2525	17.9269	FUT3|2525	38.9857
FUT4|2526	184.5845	FUT4|2526	331.81800000000004
FUT6|2528	7.9212	FUT6|2528	64.4255
FUT7|2529	22.2544	lowly_expressed	lowly_expressed
FUT8|2530	3076.3769	FUT8|2530	1133.6019999999999
FUT9|10690	110.8966	FUT9|10690	104.7328
FUZ|80199	272.7974	FUZ|80199	292.7959
FXC1|26515	800.4569	FXC1|26515	1038.7379
FXN|2395	205.1171	FXN|2395	224.6634
FXR1|8087	2018.2354	FXR1|8087	3038.5727
FXR2|9513	791.285	FXR2|9513	690.5096
FXYD1|5348	78.795	FXYD1|5348	295.0359
FXYD3|5349	5139.1836	FXYD3|5349	1702.8166
FXYD5|53827	1549.2177	FXYD5|53827	1201.2885
FXYD6|53826	800.4569	FXYD6|53826	864.6238
FYB|2533	694.9801	FYB|2533	594.6973
FYCO1|79443	1108.1326	FYCO1|79443	1827.703
FYN|2534	752.5129	FYN|2534	623.7714
FYTTD1|84248	1380.7882	FYTTD1|84248	1998.1829
FZD10|11211	25.4312	FZD10|11211	62.4432
FZD1|8321	1484.1806	FZD1|8321	1972.4127
FZD2|2535	221.3764	FZD2|2535	41.6288
FZD3|7976	141.3307	FZD3|7976	323.4492
FZD4|8322	3427.8442	FZD4|8322	2472.6224
FZD5|7855	209.703	FZD5|7855	184.6865
FZD6|8323	236.3849	FZD6|8323	1354.9186
FZD7|8324	834.2262	FZD7|8324	3624.3495
FZD8|8325	170.514	FZD8|8325	531.5933
lowly_expressed	lowly_expressed	FZD9|8326	6.6077
FZR1|51343	1011.4107	FZR1|51343	674.3206
G0S2|50486	267.6528	G0S2|50486	510.1181
G2E3|55632	504.8715	G2E3|55632	520.3601
G3BP1|10146	2389.6975	G3BP1|10146	2563.4757
G3BP2|9908	3244.3520000000003	G3BP2|9908	3863.2196
G6PC3|92579	1158.9949	G6PC3|92579	744.3628
G6PD|2539	1341.5992	G6PD|2539	496.2418
GAA|2548	2567.7157	GAA|2548	1745.7669
GAB1|2549	815.0486	GAB1|2549	1501.6106
GAB2|9846	2174.9916	GAB2|9846	1245.5604
GAB3|139716	135.0771	GAB3|139716	126.8688
GABARAPL1|23710	678.7208	GABARAPL1|23710	1657.8839
GABARAPL2|11345	1599.2462	GABARAPL2|11345	1670.4386
GABARAP|11337	7789.4465	GABARAP|11337	5934.4181
GABBR1|2550	617.8527	GABBR1|2550	746.6755
GABBR2|9568	5.0029	GABBR2|9568	14.537
GABPA|2551	559.1525	GABPA|2551	1370.9391
GABPB1|2553	398.3649	GABPB1|2553	432.8372
GABPB2|126626	154.2547	GABPB2|126626	129.1815
GABRA2|2555	5.0029	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GABRA4|2557	20.1536
GABRA5|2558	5.8367	lowly_expressed	lowly_expressed
GABRB2|2561	17.9269	GABRB2|2561	9.9116
GABRB3|2562	103.3924	GABRB3|2562	142.0666
GABRD|2563	135.9109	lowly_expressed	lowly_expressed
GABRE|2564	47.1102	GABRE|2564	195.2589
lowly_expressed	lowly_expressed	GABRG3|2567	24.4487
GABRP|2568	1353.2725	GABRP|2568	16580.1602
lowly_expressed	lowly_expressed	GABRR1|2569	13.2155
GADD45A|1647	170.9309	GADD45A|1647	320.4758
GADD45B|4616	547.8127	GADD45B|4616	294.3752
GADD45GIP1|90480	371.8789	GADD45GIP1|90480	261.3364
GADD45G|10912	40.8567	GADD45G|10912	34.6907
GAK|2580	1802.2788	GAK|2580	1062.5258
lowly_expressed	lowly_expressed	GAL3ST1|9514	11.2332
GAL3ST2|64090	5.0029	lowly_expressed	lowly_expressed
GAL3ST4|79690	714.5746	GAL3ST4|79690	305.6083
GALC|2581	935.534	GALC|2581	993.1445
GALE|2582	489.4461	GALE|2582	204.8402
GALK1|2584	677.0532	GALK1|2584	133.8069
GALK2|2585	286.8304	GALK2|2585	350.3163
GALM|130589	354.369	GALM|130589	374.9897
GALNS|2588	990.5654	GALNS|2588	290.7409
GALNT10|55568	3068.8351	GALNT10|55568	1715.7017
GALNT11|63917	894.6774	GALNT11|63917	1346.3286
GALNT12|79695	96.305	GALNT12|79695	88.8742
GALNT13|114805	79.6288	GALNT13|114805	16.8498
GALNT14|79623	88.3838	GALNT14|79623	103.0809
GALNT1|2589	4399.1779	GALNT1|2589	3820.93
GALNT2|2590	2210.0115	GALNT2|2590	1363.5087
GALNT3|2591	1718.0641	GALNT3|2591	1418.0226
GALNT4|8693	463.598	GALNT4|8693	601.5561
GALNT5|11227	344.7801	GALNT5|11227	84.2488
GALNT6|11226	2704.4605	GALNT6|11226	3329.3136
GALNT7|51809	4863.1927	GALNT7|51809	1559.7588
GALNTL1|57452	259.3147	GALNTL1|57452	658.462
GALNTL2|117248	330.1885	GALNTL2|117248	461.5512
GALNTL4|374378	237.6357	GALNTL4|374378	120.5914
GALNTL6|442117	11.6733	lowly_expressed	lowly_expressed
GALT|2592	262.6499	GALT|2592	347.5675
GAL|51083	10.8395	lowly_expressed	lowly_expressed
GAMT|2593	94.6374	GAMT|2593	256.3806
GANAB|23193	9755.9857	GANAB|23193	9359.8745
GANC|2595	282.9532	GANC|2595	455.0987
GAN|8139	86.2993	GAN|8139	168.1672
GAP43|2596	5.4198	lowly_expressed	lowly_expressed
GAPDH|2597	30446.9635	GAPDH|2597	25400.1817
GAPT|202309	120.4854	GAPT|202309	55.1747
GAPVD1|26130	1151.9075	GAPVD1|26130	1640.7037
GAR1|54433	252.2273	GAR1|54433	458.9081
GARNL3|84253	51.2793	GARNL3|84253	249.4425
GARS|2617	2010.3142	GARS|2617	1199.6366
GART|2618	1350.3542	GART|2618	1324.8534
GAS1|2619	735.4198	GAS1|2619	934.0051
GAS2L1|10634	778.7779	GAS2L1|10634	405.3853
GAS2L3|283431	39.6059	GAS2L3|283431	37.0034
GAS2|2620	8.755	GAS2|2620	40.968
GAS5|60674	1389.9601	GAS5|60674	4110.6798
GAS6|2621	1556.7220000000002	GAS6|2621	1678.6983
GAS7|8522	1579.6517	GAS7|8522	1904.0225
GAS8|2622	348.8491	GAS8|2622	509.6225
GATA2|2624	87.55	GATA2|2624	113.6533
GATA3|2625	10898.7214	lowly_expressed	lowly_expressed
GATA6|2627	78.795	GATA6|2627	126.8688
GATAD1|57798	814.2148	GATAD1|57798	1211.8609
GATAD2A|54815	1572.9812	GATAD2A|54815	1118.0309
GATAD2B|57459	1695.1343	GATAD2B|57459	1723.3006
GATC|283459	33.3524	GATC|283459	29.0741
GATM|2628	177.6014	GATM|2628	682.2499
GATSL1|389523	38.7721	GATSL1|389523	14.8674
lowly_expressed	lowly_expressed	GATSL2|729438	7.2685
GATSL3|652968	209.4321	GATSL3|652968	171.3026
GATS|352954	187.6488	GATS|352954	259.3475
GBA2|57704	672.2546	GBA2|57704	909.5598
GBAP1|2630	569.0748	GBAP1|2630	243.4955
GBAS|2631	1392.0446	GBAS|2631	2412.4886
GBA|2629	2603.1526	GBA|2629	927.3974
GBE1|2632	394.3918	GBE1|2632	561.9889
GBF1|8729	3687.1047	GBF1|8729	2207.9789
GBGT1|26301	96.2466	GBGT1|26301	114.1554
GBP1|2633	1039.3433	GBP1|2633	793.2601
