gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
DHRS4L2|317749	369.8496	DHRS4L2|317749	777.8874
DHRS4|10901	832.5927	DHRS4|10901	1514.0620000000001
DHRS7B|25979	752.7564	DHRS7B|25979	934.3393
DHRS7|51635	3303.3745	DHRS7|51635	2038.7439
DHRS9|10170	17.3739	DHRS9|10170	49.3475
DHRSX|207063	605.8871	DHRSX|207063	488.9886
DHTKD1|55526	1386.5687	DHTKD1|55526	368.6786
DHX15|1665	2995.9906	DHX15|1665	1867.4551
DHX16|8449	1321.4166	DHX16|8449	1030.1794
DHX29|54505	856.9997	DHX29|54505	626.4274
DHX30|22907	2831.6071	DHX30|22907	2210.0326
DHX32|55760	706.6555	DHX32|55760	947.9812
DHX33|56919	414.3	DHX33|56919	96.24799999999999
DHX34|9704	383.5616	DHX34|9704	586.0522
DHX35|60625	331.1059	DHX35|60625	230.4241
DHX36|170506	802.8734	DHX36|170506	591.354
DHX37|57647	912.1283	DHX37|57647	609.2985
DHX38|9785	1094.5539999999999	DHX38|9785	1460.0326
DHX40|79665	2358.1691	DHX40|79665	951.8760000000001
DHX57|90957	219.8463	DHX57|90957	447.7977
DHX58|79132	691.6138	DHX58|79132	557.9119
DHX8|1659	2169.7294	DHX8|1659	840.5383
DHX9|1660	4507.8517	DHX9|1660	2992.2512
DIABLO|56616	1146.9529	DIABLO|56616	1369.6003
DIAPH1|1729	2277.3137	DIAPH1|1729	1967.7814
DIAPH2|1730	58.4698	DIAPH2|1730	117.4551
DIAPH3|81624	181.4233	DIAPH3|81624	13.0506
DICER1|23405	1582.3588	DICER1|23405	705.5465
DIDO1|11083	2956.2312	DIDO1|11083	1804.2414
DIMT1L|27292	358.1691	DIMT1L|27292	506.9331
lowly_expressed	lowly_expressed	DIO1|1733	37.9282
DIO2|1734	433.3445	DIO2|1734	187.602
lowly_expressed	lowly_expressed	DIO3|1735	61.5824
DIP2A|23181	1309.7227	DIP2A|23181	440.8646
DIP2B|57609	1367.8583	DIP2B|57609	588.9069999999999
DIP2C|22982	1150.3508	DIP2C|22982	788.3361
DIRAS1|148252	368.5266	DIRAS1|148252	343.801
DIRAS2|54769	24.3902	DIRAS2|54769	9.7879
DIRAS3|9077	10.6916	DIRAS3|9077	413.9478
DIRC2|84925	386.7858	DIRC2|84925	300.7953
lowly_expressed	lowly_expressed	DIRC3|729582	12.6427
DIS3L2|129563	296.3582	DIS3L2|129563	484.9103
DIS3L|115752	814.5673	DIS3L|115752	581.5661
DIS3|22894	1671.6004	DIS3|22894	672.1248
DISC1|27185	93.8857	DISC1|27185	104.4046
DISP1|84976	177.0799	DISP1|84976	243.8825
DISP2|85455	201.136	DISP2|85455	50.1631
DIXDC1|85458	244.5707	DIXDC1|85458	894.3719
DKC1|1736	1519.8797	DKC1|1736	1155.3834
DKFZP586I1420|222161	598.0621	DKFZP586I1420|222161	257.3409
DKFZP686I15217|401232	32.409	DKFZP686I15217|401232	58.3197
lowly_expressed	lowly_expressed	DKFZp434J0226|93429	5.3018
DKFZp686O24166|374383	210.4911	lowly_expressed	lowly_expressed
DKFZp761E198|91056	270.9656	DKFZp761E198|91056	537.9282
lowly_expressed	lowly_expressed	DKFZp779M0652|374387	18.3524
lowly_expressed	lowly_expressed	DKK1|22943	61.1746
DKK2|27123	70.8319	DKK2|27123	43.23
DKK3|27122	509.8563	DKK3|27122	3864.6003
lowly_expressed	lowly_expressed	DKK4|27121	6.5253
lowly_expressed	lowly_expressed	DKKL1|27120	10.6036
DLAT|1737	678.9175	DLAT|1737	563.0219999999999
DLC1|10395	735.7167	DLC1|10395	1209.2169999999999
DLD|1738	1664.2165	DLD|1738	1349.9184
DLEC1|9940	10.0234	DLEC1|9940	38.3361
DLEU1|10301	46.1076	DLEU1|10301	50.571000000000005
DLEU2L|79469	5.0117	lowly_expressed	lowly_expressed
DLEU2|8847	83.7655	DLEU2|8847	9.9511
DLG1|1739	1592.3588	DLG1|1739	739.3964
DLG2|1740	9.021	DLG2|1740	58.7276
DLG3|1741	2992.3154	DLG3|1741	1225.1223
DLG4|1742	127.3004	DLG4|1742	440.4772
DLG5|9231	4376.1945	DLG5|9231	2365.8238
lowly_expressed	lowly_expressed	DLGAP1|9229	49.3475
DLGAP2|9228	14.0327	DLGAP2|9228	12.2349
DLGAP3|58512	6.013999999999999	DLGAP3|58512	12.2349
DLGAP4|22839	2779.4855	DLGAP4|22839	1904.5677
DLGAP5|9787	262.2787	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DLK1|8788	97.0636
DLK2|65989	22.3856	DLK2|65989	244.6982
DLL1|28514	293.017	DLL1|28514	224.7145
lowly_expressed	lowly_expressed	DLL3|10683	6.9331
DLL4|54567	451.3866	DLL4|54567	366.2316
DLST|1743	3074.8413	DLST|1743	2199.8369
DLX1|1745	7.3505	DLX1|1745	27.3246
DLX2|1746	5.6799	DLX2|1746	52.2023
DLX3|1747	49.7828	DLX3|1747	64.845
DLX4|1748	112.5961	DLX4|1748	15.4976
DMAP1|55929	537.5877	DMAP1|55929	1207.5856
lowly_expressed	lowly_expressed	DMBT1|1755	38.7439
DMBX1|127343	18.3762	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DMC1|11144	15.9054
DMD|1756	73.1707	DMD|1756	757.3409
DMGDH|29958	41.7641	DMGDH|29958	48.9396
DMKN|93099	123.6218	DMKN|93099	1292.0065
DMPK|1760	651.5202	DMPK|1760	1318.1077
DMRT2|10655	9.3552	DMRT2|10655	41.1909
DMRT3|58524	19.3785	DMRT3|58524	19.9837
lowly_expressed	lowly_expressed	DMRTA1|63951	19.5759
DMRTC1B|728656	22.0515	DMRTC1B|728656	59.5432
lowly_expressed	lowly_expressed	DMRTC1|63947	7.7488
DMTF1|9988	912.5192	DMTF1|9988	423.8132
DMWD|1762	490.4778	DMWD|1762	781.4029
DMXL1|1657	1408.6201	DMXL1|1657	431.8923
DMXL2|23312	538.2559	DMXL2|23312	143.1485
DNA2|1763	100.9021	DNA2|1763	22.4307
DNAH10|196385	181.7574	DNAH10|196385	7.3409
DNAH12|201625	9.021	lowly_expressed	lowly_expressed
DNAH14|127602	49.1146	DNAH14|127602	43.23
DNAH17|8632	41.0959	DNAH17|8632	57.0962
DNAH1|25981	248.58	DNAH1|25981	142.3328
DNAH2|146754	5.6799	DNAH2|146754	99.1028
DNAH3|55567	100.568	DNAH3|55567	5.3018
DNAH5|1767	13.0304	DNAH5|1767	136.2153
lowly_expressed	lowly_expressed	DNAH6|1768	63.6215
DNAH7|56171	35.7501	DNAH7|56171	35.4812
DNAH9|1770	21.0491	DNAH9|1770	31.4029
DNAI1|27019	47.7781	lowly_expressed	lowly_expressed
DNAJA1|3301	5438.3562	DNAJA1|3301	2679.8532
DNAJA2|10294	1190.7785	DNAJA2|10294	1739.3964
DNAJA3|9093	1943.869	DNAJA3|9093	1048.9396
DNAJA4|55466	4395.9238	DNAJA4|55466	655.3834
DNAJB11|51726	1361.5102	DNAJB11|51726	1184.3393
DNAJB12|54788	1651.1861	DNAJB12|54788	1933.1158
DNAJB14|79982	343.4681	DNAJB14|79982	70.5546
DNAJB1|3337	6458.7371	DNAJB1|3337	5103.5889
DNAJB2|3300	1424.6575	DNAJB2|3300	4174.1436
DNAJB4|11080	121.9512	DNAJB4|11080	433.9315
DNAJB5|25822	232.2085	DNAJB5|25822	272.8385
DNAJB6|10049	2333.7788	DNAJB6|10049	1864.1925
DNAJB9|4189	334.1129	DNAJB9|4189	699.0212
DNAJC10|54431	945.8737	DNAJC10|54431	1270.3915
DNAJC11|55735	880.7183	DNAJC11|55735	1027.2716
DNAJC12|56521	3913.4648	DNAJC12|56521	581.9739
DNAJC13|23317	1424.6575	DNAJC13|23317	701.4682
DNAJC14|85406	2115.1086	DNAJC14|85406	1016.1215
DNAJC15|29103	283.3278	DNAJC15|29103	582.3817
DNAJC16|23341	630.8052	DNAJC16|23341	443.3116
DNAJC17|55192	247.2436	DNAJC17|55192	544.4535
DNAJC18|202052	86.2011	DNAJC18|202052	181.8923
DNAJC19|131118	666.8894	DNAJC19|131118	613.3768
DNAJC1|64215	438.6903	DNAJC1|64215	786.7047
DNAJC21|134218	1130.9723	DNAJC21|134218	847.0636
DNAJC22|79962	15.3692	DNAJC22|79962	43.6378
DNAJC24|120526	265.426	DNAJC24|120526	219.4086
DNAJC25|548645	264.2566	DNAJC25|548645	188.4095
DNAJC27|51277	131.9746	DNAJC27|51277	140.7015
DNAJC28|54943	18.0421	DNAJC28|54943	33.4421
DNAJC2|27000	553.7053	DNAJC2|27000	495.7953
DNAJC30|84277	344.1363	DNAJC30|84277	557.9119
DNAJC3|5611	1817.5743	DNAJC3|5611	1500.4078
DNAJC4|3338	470.5613	DNAJC4|3338	1276.8597
DNAJC5|80331	3026.3949	DNAJC5|80331	2053.8336
DNAJC6|9829	25.3926	DNAJC6|9829	39.1517
DNAJC7|7266	2116.9328	DNAJC7|7266	1566.8515
DNAJC8|22826	1418.6435	DNAJC8|22826	2348.2871
DNAJC9|23234	731.8276	DNAJC9|23234	583.1362
DNAL1|83544	1158.3695	DNAL1|83544	350.7341
DNAL4|10126	849.9833	DNAL4|10126	995.1060000000001
DNALI1|7802	713.3311	DNALI1|7802	1137.8467
DNASE1L1|1774	572.5025	DNASE1L1|1774	524.8206
DNASE1L2|1775	42.4323	DNASE1L2|1775	11.4192
DNASE1L3|1776	12.0281	DNASE1L3|1776	106.8515
DNASE1|1773	279.9866	DNASE1|1773	49.7553
DNASE2B|58511	7.6846	lowly_expressed	lowly_expressed
DNASE2|1777	1578.6836	DNASE2|1777	1765.9054
DND1|373863	137.7915	DND1|373863	98.3075
lowly_expressed	lowly_expressed	DNER|92737	26.1011
DNHD1|144132	176.0775	DNHD1|144132	107.6672
DNLZ|728489	304.3769	DNLZ|728489	573.0016
DNM1L|10059	1643.8356	DNM1L|10059	896.8189
DNM1P35|100128285	12.6963	DNM1P35|100128285	25.2855
DNM1|1759	141.3298	DNM1|1759	358.8907
DNM2|1785	2049.9265	DNM2|1785	2182.3979999999997
DNM3|26052	64.4838	DNM3|26052	39.1517
DNMBP|23268	1090.3107	DNMBP|23268	548.7194
DNMT1|1786	1239.559	DNMT1|1786	1094.2088
DNMT3A|1788	595.0551	DNMT3A|1788	314.0294
DNMT3B|1789	122.2853	DNMT3B|1789	33.4421
DNPEP|23549	1703.3077	DNPEP|23549	2016.721
DNTTIP1|116092	624.7912	DNTTIP1|116092	1040.7830000000001
DNTTIP2|30836	809.8897	DNTTIP2|30836	1328.3034
lowly_expressed	lowly_expressed	DOC2A|8448	55.2162
DOC2B|8447	15.7033	DOC2B|8447	8.5644
DOCK10|55619	146.0074	DOCK10|55619	169.6574
DOCK11|139818	133.9793	DOCK11|139818	325.8564
DOCK1|1793	2117.9419	DOCK1|1793	1478.7928
DOCK2|1794	122.2853	DOCK2|1794	269.168
DOCK3|1795	132.9769	DOCK3|1795	34.6656
DOCK4|9732	141.998	DOCK4|9732	214.1109
DOCK5|80005	426.3281	DOCK5|80005	67.292
DOCK6|57572	1140.6615	DOCK6|57572	992.2512
DOCK7|85440	711.9947	DOCK7|85440	622.3491
DOCK8|81704	295.6899	DOCK8|81704	570.1468
DOCK9|23348	2891.0792	DOCK9|23348	794.4535
DOHH|83475	316.4049	DOHH|83475	435.9706
DOK1|1796	337.7882	DOK1|1796	436.7863
DOK2|9046	73.1707	DOK2|9046	232.4633
DOK3|79930	72.1684	DOK3|79930	115.0082
DOK4|55715	653.5249	DOK4|55715	599.1028
DOK5|55816	9.6893	DOK5|55816	72.186
DOK6|220164	30.4043	DOK6|220164	11.0114
DOK7|285489	637.1534	DOK7|285489	230.4241
DOLK|22845	567.992	DOLK|22845	473.8989
DOLPP1|57171	696.2913	DOLPP1|57171	466.9657
DOM3Z|1797	244.7645	DOM3Z|1797	551.3866
DONSON|29980	252.2419	DONSON|29980	88.6664
DOPEY1|23033	528.8707	DOPEY1|23033	407.4878
DOPEY2|9980	1206.8159	DOPEY2|9980	394.7798
DOT1L|84444	654.5239	DOT1L|84444	541.1827
DPAGT1|1798	591.1894	DPAGT1|1798	783.0995
DPCD|25911	258.5767	DPCD|25911	520.0
DPEP1|1800	16.0374	DPEP1|1800	7.7488
DPEP2|64174	15.7033	DPEP2|64174	70.5546
DPF1|8193	47.443999999999996	lowly_expressed	lowly_expressed
DPF2|5977	754.7611	DPF2|5977	1293.6378
DPF3|8110	14.3669	DPF3|8110	19.168
DPH1|1801	1017.7213	DPH1|1801	1053.6705
DPH2|1802	384.2299	DPH2|1802	563.6215
DPH3B|100132911	29.0678	DPH3B|100132911	8.1566
DPH3|285381	498.4965	DPH3|285381	652.5285
DPH5|51611	149.1246	DPH5|51611	516.3132
DPM1|8813	631.4734	DPM1|8813	632.5449
DPM2|8818	1326.0942	DPM2|8818	1270.3915
DPM3|54344	389.9098	DPM3|54344	817.2919999999999
DPP3|10072	3498.4965	DPP3|10072	894.7798
DPP4|1803	28.0655	DPP4|1803	201.4682
lowly_expressed	lowly_expressed	DPP6|1804	62.8059
DPP7|29952	4025.0585	DPP7|29952	4262.6427
DPP8|54878	541.9312	DPP8|54878	63.2137
DPP9|91039	1259.9399	DPP9|91039	1117.0473
DPT|1805	441.3632	DPT|1805	9305.0571
DPY19L1|23333	265.6198	DPY19L1|23333	301.3866
lowly_expressed	lowly_expressed	DPY19L2P1|554236	6.1175
DPY19L2P2|349152	5.0117	DPY19L2P2|349152	6.1175
lowly_expressed	lowly_expressed	DPY19L2P4|442523	46.4927
DPY19L2|283417	8.3528	DPY19L2|283417	38.3361
DPY19L3|147991	383.5616	DPY19L3|147991	54.6493
DPY19L4|286148	2188.7738	DPY19L4|286148	516.721
DPY30|84661	347.1801	DPY30|84661	716.3214
DPYD|1806	181.0892	DPYD|1806	542.8222
DPYSL2|1808	1791.8476	DPYSL2|1808	3650.8972
DPYSL3|1809	952.8901	DPYSL3|1809	2817.6998
DPYSL4|10570	13.0304	DPYSL4|10570	102.3654
DQX1|165545	7.3505	lowly_expressed	lowly_expressed
DR1|1810	808.2192	DR1|1810	723.4910000000001
DRAM1|55332	1025.7267	DRAM1|55332	843.3931
DRAM2|128338	464.417	DRAM2|128338	1132.137
DRAP1|10589	2116.9395	DRAP1|10589	2041.1909
DRD2|1813	11.3598	DRD2|1813	156.6069
lowly_expressed	lowly_expressed	DRD4|1815	8.9723
DRG1|4733	706.6488	DRG1|4733	1399.6737
DRG2|1819	1647.5109	DRG2|1819	1161.093
DRP2|1821	28.0655	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DSC1|1823	19.4209
DSC2|1824	333.1106	DSC2|1824	897.2268
DSC3|1825	21.7173	DSC3|1825	952.6917
lowly_expressed	lowly_expressed	DSCAML1|57453	25.6933
DSCC1|79075	236.8861	DSCC1|79075	57.0962
DSCR3|10311	853.6585	DSCR3|10311	730.0163
DSCR6|53820	211.1594	DSCR6|53820	14.2741
DSEL|92126	201.136	DSEL|92126	340.9462
DSE|29940	433.9659	DSE|29940	629.8654
lowly_expressed	lowly_expressed	DSG1|1828	66.4763
DSG2|1829	1765.1052	DSG2|1829	2088.8744
DSG3|1830	21.7173	DSG3|1830	811.9902
DSN1|79980	522.5526	DSN1|79980	326.2643
DSP|1832	9325.7601	DSP|1832	6671.2887
DSTN|11034	9711.6605	DSTN|11034	10608.4829
DSTYK|25778	934.5139	DSTYK|25778	545.2692
DST|667	1226.8627	DST|667	11398.4502
DTD1|92675	261.6104	DTD1|92675	721.8597
DTL|51514	325.426	DTL|51514	19.168
DTNA|1837	269.295	DTNA|1837	344.6166
DTNBP1|84062	278.9843	DTNBP1|84062	587.2757
DTNB|1838	175.4093	DTNB|1838	949.8369
DTWD1|56986	183.0939	DTWD1|56986	407.8303
DTWD2|285605	208.4865	DTWD2|285605	126.4274
DTX1|1840	62.145	DTX1|1840	351.9576
DTX2|113878	387.57099999999997	DTX2|113878	578.3034
DTX3L|151636	1233.7855	DTX3L|151636	817.6835
DTX3|196403	1046.7758	DTX3|196403	1205.5465
DTX4|23220	173.4046	DTX4|23220	429.0375
DTYMK|1841	434.3468	DTYMK|1841	594.6166
DULLARD|23399	1436.6856	DULLARD|23399	2478.7928
DUOX1|53905	46.7758	DUOX1|53905	92.5775
DUOX2|50506	5.6799	DUOX2|50506	13.4584
DUOXA1|90527	5.6799	DUOXA1|90527	23.2463
DUS1L|64118	2032.7431	DUS1L|64118	2377.6509
DUS2L|54920	164.3836	DUS2L|54920	225.1223
DUS3L|56931	832.2753	DUS3L|56931	745.5139
DUS4L|11062	203.0972	DUS4L|11062	126.4723
DUSP10|11221	186.7691	DUSP10|11221	897.2268
DUSP11|8446	295.3558	DUSP11|8446	564.4372
DUSP12|11266	261.9445	DUSP12|11266	329.1191
DUSP14|11072	539.2583	DUSP14|11072	886.2153
DUSP15|128853	53.7922	DUSP15|128853	130.9135
DUSP16|80824	625.1253	DUSP16|80824	2086.46
DUSP18|150290	128.2994	DUSP18|150290	95.0
DUSP19|142679	31.4066	DUSP19|142679	58.7276
DUSP1|1843	1755.7634	DUSP1|1843	8542.4144
DUSP22|56940	343.8022	DUSP22|56940	1117.4551
DUSP23|54935	765.4527	DUSP23|54935	2083.1974
lowly_expressed	lowly_expressed	DUSP26|78986	7.3409
lowly_expressed	lowly_expressed	DUSP27|92235	22.0228
DUSP28|285193	129.3017	DUSP28|285193	120.7178
DUSP2|1844	94.554	DUSP2|1844	3175.7749
DUSP3|1845	2012.0281	DUSP3|1845	2371.1256
DUSP4|1846	6774.8079	DUSP4|1846	1640.7015
DUSP5|1847	1078.1824	DUSP5|1847	1491.0277
DUSP6|1848	821.5837	DUSP6|1848	4107.2594
DUSP7|1849	347.1433	DUSP7|1849	777.3246
DUSP8|1850	1167.7247	DUSP8|1850	1232.4633
lowly_expressed	lowly_expressed	DUSP9|1852	28.1403
DUT|1854	634.0929	DUT|1854	1288.2341
DVL1|1855	1299.3652	DVL1|1855	1706.77
DVL2|1856	1163.3812	DVL2|1856	963.7031
DVL3|1857	2644.5038	DVL3|1857	1337.2757
DYDC2|84332	11.2295	DYDC2|84332	16.721
DYM|54808	550.9522	DYM|54808	475.5302
DYNC1H1|1778	11785.8336	DYNC1H1|1778	6597.4715
DYNC1I1|1780	27.0631	DYNC1I1|1780	52.2023
DYNC1I2|1781	1568.3261	DYNC1I2|1781	1511.0114
DYNC1LI1|51143	1739.0578	DYNC1LI1|51143	741.0277
DYNC1LI2|1783	2255.9305	DYNC1LI2|1783	2024.8777
DYNC2H1|79659	107.9185	DYNC2H1|79659	290.3752
DYNC2LI1|51626	373.8724	DYNC2LI1|51626	581.1582
DYNLL1|8655	3751.42	DYNLL1|8655	4351.1419
DYNLL2|140735	1987.6378	DYNLL2|140735	1314.4372
DYNLRB1|83658	3055.1286	DYNLRB1|83658	3066.0685
DYNLRB2|83657	57.1333	DYNLRB2|83657	64.4372
DYNLT1|6993	1345.4728	DYNLT1|6993	1607.6672
DYNLT3|6990	846.6422	DYNLT3|6990	661.9086
DYRK1A|1859	1402.2720000000002	DYRK1A|1859	898.0424
DYRK1B|9149	949.2148	DYRK1B|9149	803.0179
DYRK2|8445	612.0949	DYRK2|8445	296.4927
DYRK3|8444	70.4978	DYRK3|8444	456.3622
DYRK4|8798	101.5703	DYRK4|8798	482.0555
DYSF|8291	479.7862	DYSF|8291	352.7732
DYX1C1|161582	63.4815	DYX1C1|161582	79.1191
DZIP1L|199221	13.0304	DZIP1L|199221	88.0914
DZIP1|22873	65.8202	DZIP1|22873	251.5538
DZIP3|9666	621.7842	DZIP3|9666	265.4976
E2F1|1869	543.9359	E2F1|1869	84.4209
E2F2|1870	70.8319	E2F2|1870	16.3132
E2F3|1871	241.5636	E2F3|1871	164.3556
E2F4|1874	712.3288	E2F4|1874	1442.4959
E2F5|1875	191.9546	E2F5|1875	119.1354
E2F6|1876	228.5332	E2F6|1876	343.801
E2F7|144455	99.5657	lowly_expressed	lowly_expressed
E2F8|79733	80.8553	lowly_expressed	lowly_expressed
E4F1|1877	1018.3762	E4F1|1877	847.0636
EAF1|85403	1861.6772	EAF1|85403	405.7912
EAF2|55840	50.7852	EAF2|55840	53.0179
EAPP|55837	1330.1036	EAPP|55837	1179.8532
EARS2|124454	1546.6088	EARS2|124454	453.0995
EBAG9|9166	996.993	EBAG9|9166	550.571
EBF1|1879	151.3532	EBF1|1879	395.1876
EBF2|64641	35.416	lowly_expressed	lowly_expressed
EBF3|253738	70.8319	EBF3|253738	116.2316
EBF4|57593	1608.4196	EBF4|57593	1154.9755
EBI3|10148	28.7337	EBI3|10148	88.0914
EBNA1BP2|10969	1290.3441	EBNA1BP2|10969	1839.7227
EBPL|84650	430.6716	EBPL|84650	673.7357
EBP|10682	716.3381	EBP|10682	933.5237
ECD|11319	627.7982	ECD|11319	518.7602
ECE1|1889	7295.6899	ECE1|1889	8868.2708
ECE2|9718	158.7036	ECE2|9718	163.54
lowly_expressed	lowly_expressed	ECEL1|9427	25.6933
ECH1|1891	1413.6318	ECH1|1891	6155.3834
ECHDC1|55862	399.5991	ECHDC1|55862	1243.0669
ECHDC2|55268	652.1884	ECHDC2|55268	1938.8254
ECHDC3|79746	345.8069	ECHDC3|79746	1198.2055
ECHS1|1892	2708.3194	ECHS1|1892	4590.5383
ECM1|1893	603.7421	ECM1|1893	582.7896
ECM2|1842	265.6198	ECM2|1842	585.2365
ECSCR|641700	61.1427	ECSCR|641700	214.9266
ECSIT|51295	644.1697	ECSIT|51295	1403.7520000000002
lowly_expressed	lowly_expressed	ECT2L|345930	15.9054
ECT2|1894	1036.4183	ECT2|1894	169.2496
EDA2R|60401	23.721999999999998	EDA2R|60401	135.3997
EDARADD|128178	1271.6338	EDARADD|128178	536.7047
lowly_expressed	lowly_expressed	EDAR|10913	29.7716
EDA|1896	48.7805	EDA|1896	75.0408
EDC3|80153	1032.7431	EDC3|80153	658.6460000000001
EDC4|23644	1253.9325	EDC4|23644	1620.4772
EDDM3A|10876	89.2082	lowly_expressed	lowly_expressed
EDDM3B|64184	277.6478	lowly_expressed	lowly_expressed
EDEM1|9695	2259.2716	EDEM1|9695	1095.0245
EDEM2|55741	608.7538	EDEM2|55741	771.615
EDEM3|80267	895.7568	EDEM3|80267	480.4241
EDF1|8721	3854.995	EDF1|8721	7334.4209
EDIL3|10085	95.8904	EDIL3|10085	37.9282
EDN1|1906	26.729	EDN1|1906	212.4796
lowly_expressed	lowly_expressed	EDN2|1907	78.3034
EDN3|1908	5.0117	EDN3|1908	587.2757
EDNRA|1909	656.1978	EDNRA|1909	311.9902
EDNRB|1910	781.1560000000001	EDNRB|1910	400.4894
EEA1|8411	753.7588	EEA1|8411	298.9396
EED|8726	183.0939	EED|8726	398.4502
EEF1A1P9|441032	4534.2466	EEF1A1P9|441032	15428.6297
EEF1A1|1915	43672.5693	EEF1A1|1915	131110.1142
EEF1A2|1917	3245.9071	EEF1A2|1917	981.6476
EEF1B2|1933	1339.1246	EEF1B2|1933	7420.8809
EEF1D|1936	13313.0638	EEF1D|1936	19412.3165
EEF1E1|9521	200.1336	EEF1E1|9521	283.0343
EEF1G|1937	5184.4303	EEF1G|1937	29869.4943
EEF2K|29904	1471.0992	EEF2K|29904	1220.2284
EEF2|1938	59659.873	EEF2|1938	76804.6493
EEFSEC|60678	708.4898	EEFSEC|60678	696.3295
EEPD1|80820	229.2015	EEPD1|80820	349.9184
lowly_expressed	lowly_expressed	EFCAB1|79645	94.6166
EFCAB2|84288	130.6382	EFCAB2|84288	190.0489
EFCAB4A|283229	1065.4861	EFCAB4A|283229	2810.3589
EFCAB4B|84766	69.1614	EFCAB4B|84766	119.4943
EFCAB6|64800	87.5376	EFCAB6|64800	63.6215
EFCAB7|84455	95.8904	EFCAB7|84455	140.2936
EFEMP1|2202	421.9846	EFEMP1|2202	4132.9527
EFEMP2|30008	413.6318	EFEMP2|30008	2500.4078
EFHA1|221154	1533.9125	EFHA1|221154	818.9233
EFHA2|286097	13.0304	EFHA2|286097	65.6607
EFHB|151651	17.0398	EFHB|151651	11.8271
EFHC1|114327	606.0809	EFHC1|114327	363.3768
lowly_expressed	lowly_expressed	EFHC2|80258	24.061999999999998
EFHD1|80303	12482.125	EFHD1|80303	8118.2708
EFHD2|79180	964.9181	EFHD2|79180	1665.9869
EFNA1|1942	2527.5643	EFNA1|1942	2207.1778
EFNA3|1944	70.8319	EFNA3|1944	240.0693
EFNA4|1945	49.7828	EFNA4|1945	549.898
EFNA5|1946	32.7431	EFNA5|1946	714.9266
EFNB1|1947	445.0384	EFNB1|1947	1137.8467
EFNB2|1948	2425.994	EFNB2|1948	752.8548
EFNB3|1949	494.153	EFNB3|1949	530.1794
EFR3A|23167	4479.7862	EFR3A|23167	797.3083
EFR3B|22979	685.5997	EFR3B|22979	86.46
EFS|10278	3169.0611	EFS|10278	2181.4845
EFTUD1|79631	804.2098	EFTUD1|79631	637.4388
EFTUD2|9343	3452.5559999999996	EFTUD2|9343	1922.9568
lowly_expressed	lowly_expressed	EGFL6|25975	19.5759
EGFL7|51162	539.9265	EGFL7|51162	1396.0033
EGFL8|80864	124.5139	EGFL8|80864	234.2781
EGFLAM|133584	368.8607	EGFLAM|133584	588.0914
EGFR|1956	188.7738	EGFR|1956	210.0326
lowly_expressed	lowly_expressed	EGF|1950	216.9657
EGLN1|54583	759.1046	EGLN1|54583	807.9119
EGLN2|112398	1359.7093	EGLN2|112398	2559.9511
EGLN3|112399	115.9372	EGLN3|112399	478.7928
EGOT|100126791	8.3528	EGOT|100126791	28.5481
EGR1|1958	2748.0789	EGR1|1958	27269.9837
EGR2|1959	672.2352	EGR2|1959	3581.9739
EGR3|1960	1068.8273	EGR3|1960	5682.3002
EGR4|1961	10.3575	EGR4|1961	18.3524
EHBP1L1|254102	593.7187	EHBP1L1|254102	1308.3197
EHBP1|23301	394.5874	EHBP1|23301	692.0881
EHD1|10938	809.2215	EHD1|10938	1578.7113
EHD2|30846	1760.7751	EHD2|30846	5066.8842
EHD3|30845	248.2459	EHD3|30845	450.2447
EHD4|30844	1321.7508	EHD4|30844	1603.9967
EHF|26298	27.0631	EHF|26298	460.4405
EHHADH|1962	368.5266	EHHADH|1962	187.1941
EHMT1|79813	2483.1273	EHMT1|79813	1218.1892
EHMT2|10919	1626.1276	EHMT2|10919	1864.6003
EI24|9538	2269.295	EI24|9538	3052.6101
EID1|23741	3308.3862	EID1|23741	4149.6737
EID2B|126272	28.7337	EID2B|126272	55.4649
EID2|163126	189.7761	EID2|163126	371.1256
EID3|493861	27.3973	EID3|493861	56.6884
EIF1AD|84285	934.5139	EIF1AD|84285	549.7553
EIF1AX|1964	2417.6412	EIF1AX|1964	2077.4878
EIF1B|10289	609.422	EIF1B|10289	1275.6933
EIF1|10209	14304.711000000001	EIF1|10209	18648.4502
EIF2AK1|27102	5491.1527	EIF2AK1|27102	2916.252
EIF2AK2|5610	146.6756	EIF2AK2|5610	130.0979
EIF2AK3|9451	849.6492	EIF2AK3|9451	487.3573
EIF2AK4|440275	1501.1694	EIF2AK4|440275	945.7586
EIF2A|83939	1557.6345	EIF2A|83939	2172.1044
EIF2B1|1967	1404.6108	EIF2B1|1967	1346.2479999999998
EIF2B2|8892	594.3869	EIF2B2|8892	681.0767
EIF2B3|8891	228.5332	EIF2B3|8891	772.4307
EIF2B4|8890	505.1788	EIF2B4|8890	1175.7749
EIF2B5|8893	1544.27	EIF2B5|8893	1358.075
EIF2C1|26523	846.9763	EIF2C1|26523	679.4454
EIF2C2|27161	194.1196	EIF2C2|27161	74.2251
EIF2C3|192669	57.8015	EIF2C3|192669	64.0294
EIF2C4|192670	307.3839	EIF2C4|192670	168.8418
