gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
lowly_expressed	lowly_expressed	CLCN1|1180	18.4658
CLCN2|1181	205.9262	CLCN2|1181	91.5263
CLCN3|1182	712.8806	CLCN3|1182	1969.8224
CLCN4|1183	87.8158	CLCN4|1183	86.7091
CLCN5|1184	108.14	CLCN5|1184	102.3649
CLCN6|1185	216.2801	CLCN6|1185	461.6458
CLCN7|1186	3082.3743	CLCN7|1186	1349.6114
lowly_expressed	lowly_expressed	CLCNKA|1187	9.2329
lowly_expressed	lowly_expressed	CLCNKB|1188	14.4515
lowly_expressed	lowly_expressed	CLDN10|9071	35.7876
CLDN11|5010	96.2523	CLDN11|5010	851.0339
CLDN12|9069	482.7954	CLDN12|9069	1384.6041
CLDN14|23562	7.2860000000000005	lowly_expressed	lowly_expressed
CLDN15|24146	136.5172	CLDN15|24146	103.5692
CLDN19|149461	9.2034	CLDN19|149461	368.9152
CLDN1|9076	160.6761	CLDN1|9076	892.7828
CLDN23|137075	21.4746	CLDN23|137075	142.50799999999998
CLDN2|9075	17.2564	lowly_expressed	lowly_expressed
CLDN3|1365	2317.3411	CLDN3|1365	837.7867
CLDN4|1364	7139.5428	CLDN4|1364	5276.009
CLDN5|7122	98.5531	CLDN5|7122	527.4805
CLDN7|1366	3916.8165	CLDN7|1366	1781.1498
CLDN8|9073	190.2037	CLDN8|9073	1109.9569999999999
CLDN9|9080	27.9937	CLDN9|9080	8.8315
CLDND1|56650	662.2618	CLDND1|56650	1363.6615
CLEC10A|10462	26.4598	CLEC10A|10462	26.093000000000004
CLEC11A|6320	225.8669	CLEC11A|6320	85.9063
CLEC12A|160364	8.052999999999999	lowly_expressed	lowly_expressed
CLEC14A|161198	399.5812	CLEC14A|161198	592.5123
CLEC16A|23274	1270.4536	CLEC16A|23274	757.5005
CLEC18A|348174	7.2860000000000005	CLEC18A|348174	5.2186
CLEC1A|51267	45.6336	CLEC1A|51267	71.0533
CLEC2B|9976	246.9581	CLEC2B|9976	161.7767
CLEC2D|29121	477.4267	CLEC2D|29121	492.556
lowly_expressed	lowly_expressed	CLEC3A|10143	930.9187
CLEC3B|7123	107.3731	CLEC3B|7123	554.7778
CLEC4A|50856	29.5276	CLEC4A|50856	28.903000000000002
CLEC4E|26253	22.2416	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLEC4F|165530	30.9102
CLEC5A|23601	106.2227	CLEC5A|23601	31.7131
CLEC7A|64581	57.1378	CLEC7A|64581	50.9817
CLEC9A|283420	5.7521	CLEC9A|283420	9.6343
lowly_expressed	lowly_expressed	CLECL1|160365	6.4229
CLGN|1047	123.8625	CLGN|1047	192.6869
CLIC1|1192	8252.3881	CLIC1|1192	5426.1442
CLIC2|1193	224.7165	CLIC2|1193	279.7975
CLIC3|9022	78.229	CLIC3|9022	16.0572
CLIC4|25932	2404.0065	CLIC4|25932	6640.8747
CLIC5|53405	65.5743	CLIC5|53405	254.1059
CLIC6|54102	37.9641	CLIC6|54102	379.7538
CLINT1|9685	873.9402	CLINT1|9685	1810.0528
CLIP1|6249	1275.8223	CLIP1|6249	2261.2614
CLIP2|7461	195.9559	CLIP2|7461	374.9366
CLIP3|25999	278.0196	CLIP3|25999	696.4830000000001
CLIP4|79745	54.07	CLIP4|79745	796.8407
CLK1|1195	955.2369	CLK1|1195	2120.3591
CLK2P|1197	36.8136	CLK2P|1197	11.2401
CLK2|1196	1804.6347	CLK2|1196	564.8136
CLK3|1198	722.084	CLK3|1198	650.7198
CLK4|57396	198.2567	CLK4|57396	459.6386
CLMN|79789	3159.0694	CLMN|79789	2565.5462
CLN3|1201	5657.7943	CLN3|1201	1341.9842
CLN5|1203	715.1814	CLN5|1203	979.4919
CLN6|54982	699.4589	CLN6|54982	585.688
CLN8|2055	123.8625	CLN8|2055	463.6529
CLNS1A|1207	2460.3774	CLNS1A|1207	1563.5741
CLOCK|9575	110.0574	CLOCK|9575	388.9867
CLP1|10978	468.9903	CLP1|10978	342.0193
CLPB|81570	343.2104	CLPB|81570	219.9842
CLPP|8192	546.4523	CLPP|8192	454.0186
CLPTM1L|81037	1304.1994	CLPTM1L|81037	1889.5362
CLPTM1|1209	3326.6481	CLPTM1|1209	2688.3841
CLPX|10845	532.6472	CLPX|10845	761.9162
CLSPN|63967	32.9789	CLSPN|63967	5.2186
CLSTN1|22883	2842.7023	CLSTN1|22883	6897.7906
CLSTN2|64084	72.4768	CLSTN2|64084	767.1348
CLSTN3|9746	3536.7925	CLSTN3|9746	1164.1502
CLTA|1211	3045.9442	CLTA|1211	1787.5727
CLTB|1212	1461.4243	CLTB|1212	671.5942
CLTCL1|8218	83.5976	CLTCL1|8218	63.8275
CLTC|1213	10121.4466	CLTC|1213	8901.7347
CLUAP1|23059	1328.7419	CLUAP1|23059	470.4773
CLUL1|27098	130.3816	CLUL1|27098	158.1639
CLU|1191	21662.9022	CLU|1191	19965.1759
CLVS1|157807	10.7488	CLVS1|157807	8.6468
CLYBL|171425	89.7332	CLYBL|171425	114.8093
CMA1|1215	10.3538	CMA1|1215	10.8386
CMAH|8418	102.7714	CMAH|8418	252.0987
CMAS|55907	1076.0316	CMAS|55907	737.8304
CMBL|134147	690.2555	CMBL|134147	1394.9731
CMC1|152100	210.1445	CMC1|152100	109.9921
CMIP|80790	563.7087	CMIP|80790	1335.1598
CMKLR1|1240	114.6591	CMKLR1|1240	74.6662
CMPK1|51727	1867.1412	CMPK1|51727	4394.0648
CMPK2|129607	396.5134	CMPK2|129607	62.2218
CMTM1|113540	54.4535	CMTM1|113540	110.795
CMTM3|123920	926.0928	CMTM3|123920	1091.8926
CMTM4|146223	330.9392	CMTM4|146223	2424.2424
lowly_expressed	lowly_expressed	CMTM5|116173	36.9317
CMTM6|54918	735.1221	CMTM6|54918	4231.0838
CMTM7|112616	154.1571	CMTM7|112616	1217.942
CMTM8|152189	24.1589	CMTM8|152189	171.0096
CMYA5|202333	465.1555	CMYA5|202333	1484.0908
CN5H6.4|150384	15.7225	CN5H6.4|150384	15.2544
CNBP|7555	6960.8433	CNBP|7555	9218.8653
CNDP2|55748	3621.5406	CNDP2|55748	3380.8527
CNFN|84518	76.3116	CNFN|84518	85.9063
CNGA1|1259	135.7503	CNGA1|1259	92.3292
lowly_expressed	lowly_expressed	CNGA3|1261	13.2472
lowly_expressed	lowly_expressed	CNGA4|1262	6.0215
CNIH2|254263	54.836999999999996	CNIH2|254263	9.6343
CNIH3|149111	54.4535	CNIH3|149111	38.9388
CNIH4|29097	1096.7393	CNIH4|29097	773.5577
CNIH|10175	1336.0279	CNIH|10175	1284.5795
CNKSR1|10256	629.6664	CNKSR1|10256	559.9964
lowly_expressed	lowly_expressed	CNKSR2|22866	22.0787
CNKSR3|154043	48.3179	CNKSR3|154043	224.8014
CNN1|1264	644.622	CNN1|1264	6544.5313
CNN2|1265	2813.5582	CNN2|1265	4754.9514
CNN3|1266	5130.1323	CNN3|1266	5357.4995
lowly_expressed	lowly_expressed	CNNM1|26507	36.5302
CNNM2|54805	50.2353	CNNM2|54805	152.5438
CNNM3|26505	697.5415	CNNM3|26505	1120.7956
CNNM4|26504	360.4668	CNNM4|26504	1256.0779
CNOT10|25904	784.207	CNOT10|25904	643.4941
CNOT1|23019	1658.7453	CNOT1|23019	4659.752
CNOT2|4848	1890.1497	CNOT2|4848	1535.8754
CNOT3|4849	1492.8693	CNOT3|4849	895.1914
CNOT4|4850	689.4886	CNOT4|4850	576.0536
CNOT6L|246175	914.5886	CNOT6L|246175	1712.9065
CNOT6|57472	719.0162	CNOT6|57472	1201.8847
CNOT7|29883	796.8616	CNOT7|29883	2137.6206
CNOT8|9337	598.2214	CNOT8|9337	1468.435
CNO|55330	383.4753	CNO|55330	257.7188
CNPY2|10330	2234.5105	CNPY2|10330	1181.0103
CNPY3|10695	2954.2936	CNPY3|10695	991.5348
CNPY4|245812	595.1536	CNPY4|245812	235.6401
CNP|1267	3071.8556	CNP|1267	1913.7746
lowly_expressed	lowly_expressed	CNR1|1268	80.6877
CNRIP1|25927	111.2078	CNRIP1|25927	160.9739
CNST|163882	666.0966	CNST|163882	741.8447
CNTD1|124817	161.5543	CNTD1|124817	107.6518
CNTD2|79935	134.2163	CNTD2|79935	29.7059
CNTFR|1271	440.6131	CNTFR|1271	75.469
lowly_expressed	lowly_expressed	CNTF|1270	32.9174
CNTLN|54875	41.4153	CNTLN|54875	140.9023
CNTN1|1272	44.8666	CNTN1|1272	475.6959
lowly_expressed	lowly_expressed	CNTN2|6900	21.6773
CNTN3|5067	222.7991	CNTN3|5067	39.7417
CNTN4|152330	57.1378	CNTN4|152330	204.3284
CNTNAP1|8506	163.7439	CNTNAP1|8506	82.6948
CNTNAP2|26047	151.0893	CNTNAP2|26047	8.0286
CNTNAP3|79937	8.052999999999999	CNTNAP3|79937	297.8619
CNTNAP4|85445	8.8199	lowly_expressed	lowly_expressed
CNTROB|116840	1140.4555	CNTROB|116840	747.0633
COASY|80347	2746.45	COASY|80347	1631.0146
COBLL1|22837	500.0518	COBLL1|22837	875.5212
COBL|23242	497.3674	COBL|23242	1572.0042
COBRA1|25920	1135.0868	COBRA1|25920	1102.3298
COCH|1690	65.9041	COCH|1690	8.4381
COG1|9382	1128.8362	COG1|9382	972.8643
COG2|22796	1116.2965	COG2|22796	827.7509
COG3|83548	993.5845	COG3|83548	890.3742
COG4|25839	1055.7075	COG4|25839	1182.2146
COG5|10466	914.1054	COG5|10466	921.4931
COG6|57511	485.0962	COG6|57511	745.4576
COG7|91949	981.6967	COG7|91949	775.1635
COG8|84342	321.0417	COG8|84342	509.6369
COIL|8161	747.3933	COIL|8161	550.362
COL10A1|1300	2102.9785	COL10A1|1300	21.6773
COL11A1|1301	2848.8379	COL11A1|1301	16.0572
COL11A2|1302	119.2608	COL11A2|1302	12.8458
COL12A1|1303	5943.8669	COL12A1|1303	2383.6979
COL13A1|1305	6.9026	COL13A1|1305	8.8315
COL14A1|7373	1624.7848	COL14A1|7373	8163.9043
COL15A1|1306	1707.9989	COL15A1|1306	1807.6443
COL16A1|1307	1459.8904	COL16A1|1307	1238.0135
COL17A1|1308	516.9247	COL17A1|1308	9289.9186
COL18A1|80781	2824.2955	COL18A1|80781	2321.8775
COL1A1|1277	116746.7491	COL1A1|1277	5416.9113
COL1A2|1278	77340.4455	COL1A2|1278	6433.7363
COL21A1|81578	15.7225	COL21A1|81578	43.3546
COL22A1|169044	52.5361	COL22A1|169044	5.2186
COL23A1|91522	6.9026	COL23A1|91522	48.1717
COL24A1|255631	43.3327	COL24A1|255631	25.2902
lowly_expressed	lowly_expressed	COL25A1|84570	21.6773
COL27A1|85301	287.6065	COL27A1|85301	248.0844
COL28A1|340267	15.339	COL28A1|340267	29.7059
COL2A1|1280	371.971	COL2A1|1280	128.0565
COL3A1|1281	66198.9546	COL3A1|1281	5516.0648
COL4A1|1282	5521.2771	COL4A1|1282	1621.3802
COL4A2|1284	5146.2383	COL4A2|1284	3183.7501
COL4A3BP|10087	377.7232	COL4A3BP|10087	1257.2822
COL4A3|1285	11.1208	COL4A3|1285	24.8887
COL4A4|1286	10.3538	COL4A4|1286	47.7703
COL4A5|1287	482.4119	COL4A5|1287	1708.8922
COL4A6|1288	31.445	COL4A6|1288	537.5162
COL5A1|1289	6671.703	COL5A1|1289	566.4193
COL5A2|1290	7581.6898	COL5A2|1290	509.8175
COL5A3|50509	509.6387	COL5A3|50509	85.9063
COL6A1|1291	11501.9576	COL6A1|1291	3237.5418
COL6A2|1292	10540.2016	COL6A2|1292	4010.2967
COL6A3|1293	15625.8508	COL6A3|1293	2447.5254
COL6A6|131873	18.0233	COL6A6|131873	95.5406
COL7A1|1294	244.6572	COL7A1|1294	536.312
COL8A1|1295	402.649	COL8A1|1295	107.5835
COL8A2|1296	1636.289	COL8A2|1296	1329.9412
COL9A2|1298	518.8421	COL9A2|1298	340.4136
COL9A3|1299	23.392	COL9A3|1299	28.5016
COLEC11|78989	14.1886	COLEC11|78989	6.4229
COLEC12|81035	794.9443	COLEC12|81035	393.4025
COLQ|8292	104.7424	COLQ|8292	44.5589
COMMD10|51397	383.8588	COMMD10|51397	468.0687
COMMD1|150684	396.5134	COMMD1|150684	302.2776
COMMD2|51122	1042.2858	COMMD2|51122	1084.6668
COMMD3|23412	869.7373	COMMD3|23412	786.6243
COMMD4|54939	988.5993	COMMD4|54939	722.9774
COMMD5|28991	1217.2963	COMMD5|28991	445.5845
COMMD6|170622	2190.0273	COMMD6|170622	1859.4289
COMMD7|149951	2649.8142	COMMD7|149951	1317.4969
COMMD8|54951	156.8414	COMMD8|54951	228.8157
COMMD9|29099	1505.1405	COMMD9|29099	759.1062
COMP|1311	3440.5402	COMP|1311	85.9063
COMTD1|118881	240.43900000000002	COMTD1|118881	42.1503
COMT|1312	2563.5323	COMT|1312	2053.3201
COPA|1314	9255.5594	COPA|1314	5496.222
COPB1|1315	3768.0933	COPB1|1315	3823.9965
COPB2|9276	6057.759	COPB2|9276	3980.5908
COPE|11316	2569.6679	COPE|11316	1344.7942
COPG2|26958	1040.7519	COPG2|26958	678.82
COPG|22820	6906.3898	COPG|22820	3748.1622
COPS2|9318	1126.6504	COPS2|9318	1973.4353
COPS3|8533	1257.4155	COPS3|8533	1037.6994
COPS4|51138	868.955	COPS4|51138	1086.674
COPS5|10987	1993.3045	COPS5|10987	1078.6454
COPS6|10980	3198.1839	COPS6|10980	1586.4557
COPS7A|50813	2210.735	COPS7A|50813	1538.2839999999999
COPS7B|64708	794.9443	COPS7B|64708	737.4289
COPS8|10920	1256.6408	COPS8|10920	1044.4675
COPZ1|22818	5696.5253	COPZ1|22818	4091.3858
COPZ2|51226	283.7717	COPZ2|51226	160.171
COQ10A|93058	83.5976	COQ10A|93058	141.7052
COQ10B|80219	599.7553	COQ10B|80219	693.2715
COQ2|27235	117.3434	COQ2|27235	125.6479
COQ3|51805	113.1252	COQ3|51805	166.1925
COQ4|51117	855.9168	COQ4|51117	852.6397
COQ5|84274	1019.2773	COQ5|84274	657.1427
COQ6|51004	1125.9793	COQ6|51004	467.7877
COQ7|10229	712.1136	COQ7|10229	567.2221
COQ9|57017	1070.2795	COQ9|57017	732.6118
CORIN|10699	129.6146	CORIN|10699	12.8458
CORO1A|11151	658.0436	CORO1A|11151	296.6576
CORO1B|57175	5010.8715	CORO1B|57175	1459.2021
CORO1C|23603	1432.2802	CORO1C|23603	2403.7694
CORO2A|7464	473.2085	CORO2A|7464	627.4368
CORO2B|10391	60.5891	CORO2B|10391	199.9127
CORO6|84940	9.2034	CORO6|84940	14.0501
CORO7|79585	437.2577	CORO7|79585	309.7242
lowly_expressed	lowly_expressed	CORT|1325	6.0777
COTL1|23406	4609.3729	COTL1|23406	1141.2686
COX10|1352	470.9076	COX10|1352	266.1488
COX11|1353	898.1528	COX11|1353	757.6651
COX15|1355	1434.5695	COX15|1355	1397.2653
COX16|51241	1833.0119	COX16|51241	821.328
COX17|10063	436.3949	COX17|10063	376.1409
COX18|285521	426.4245	COX18|285521	315.9263
COX19|90639	253.5539	COX19|90639	244.31900000000002
COX4I1|1327	3982.3908	COX4I1|1327	4533.7629
COX4I2|84701	23.0085	COX4I2|84701	28.903000000000002
COX4NB|10328	508.1048	COX4NB|10328	433.5456
COX5A|9377	1166.9153	COX5A|9377	1003.9792
COX5B|1329	1657.7636	COX5B|1329	918.4744
COX6A1|1337	4572.9428	COX6A1|1337	1548.7212
COX6B1|1340	5720.6843	COX6B1|1340	2062.553
COX6B2|125965	10.3538	COX6B2|125965	32.1145
COX6C|1345	3340.0697	COX6C|1345	1647.0718
COX7A1|1346	88.1993	COX7A1|1346	248.0844
COX7A2L|9167	1445.7018	COX7A2L|9167	1909.6078
COX7A2|1347	899.633	COX7A2|1347	1009.1978
COX7B|1349	1761.6855	COX7B|1349	1202.2862
COX7C|1350	2667.0706	COX7C|1350	2474.8227
COX8A|1351	2533.6212	COX8A|1351	1159.7345
CP110|9738	615.8613	CP110|9738	747.8661
lowly_expressed	lowly_expressed	CPA1|1357	10.0358
CPA3|1359	222.7991	CPA3|1359	28.1002
CPA4|51200	195.1889	CPA4|51200	55.7989
CPAMD8|27151	2424.3307	CPAMD8|27151	601.3438
lowly_expressed	lowly_expressed	CPB1|1360	1462.0121
CPD|1362	2153.2137	CPD|1362	3439.8631
lowly_expressed	lowly_expressed	CPEB1|64506	31.3116
CPEB2|132864	274.5683	CPEB2|132864	729.4003
CPEB3|22849	137.2842	CPEB3|22849	263.7402
CPEB4|80315	317.5175	CPEB4|80315	1201.8847
CPE|1363	2323.4767	CPE|1363	2185.7923
CPLX1|10815	109.2905	CPLX1|10815	86.3077
CPM|1368	227.0174	CPM|1368	153.3467
CPN2|1370	5.3687	lowly_expressed	lowly_expressed
CPNE1|8904	5846.4028	CPNE1|8904	2056.7604
CPNE2|221184	251.1763	CPNE2|221184	474.0901
CPNE3|8895	4095.5159999999996	CPNE3|8895	3734.1121
CPNE5|57699	24.1589	CPNE5|57699	82.6948
CPNE7|27132	30.2945	CPNE7|27132	14.4515
CPNE8|144402	60.2056	CPNE8|144402	138.4937
CPOX|1371	428.3419	CPOX|1371	280.1989
lowly_expressed	lowly_expressed	CPO|130749	5.62
CPPED1|55313	1748.6473	CPPED1|55313	456.0257
CPS1|1373	1242.8434	CPS1|1373	262.5359
CPSF1|29894	1908.94	CPSF1|29894	1047.7352
CPSF2|53981	2208.8176	CPSF2|53981	1282.9738
CPSF3L|54973	1187.623	CPSF3L|54973	1321.5112
CPSF3|51692	1034.9998	CPSF3|51692	766.7334
CPSF4|10898	581.3485	CPSF4|10898	421.9041
CPSF6|11052	1948.8214	CPSF6|11052	1915.2278
CPSF7|79869	2138.6417	CPSF7|79869	2325.0889
CPT1A|1374	1461.0408	CPT1A|1374	1641.0503
CPT1B|1375	194.142	CPT1B|1375	270.3919
CPT1C|126129	23.392	CPT1C|126129	67.039
CPT2|1376	818.7197	CPT2|1376	686.4472
CPVL|54504	179.4664	CPVL|54504	294.6504
CPXM1|56265	561.0243	CPXM1|56265	242.063
CPXM2|119587	597.8380000000001	CPXM2|119587	816.1094
CPZ|8532	260.3797	CPZ|8532	129.6622
CP|1356	4443.3166	CP|1356	416.2158
CR1|1378	6.1356	CR1|1378	20.0716
lowly_expressed	lowly_expressed	CR2|1380	10.0358
CRABP1|1381	29.9111	CRABP1|1381	476.0973
CRABP2|1382	17508.7145	CRABP2|1382	5028.326
CRADD|8738	54.07	CRADD|8738	191.8841
CRAMP1L|57585	751.2626	CRAMP1L|57585	1103.1487
CRAT|1384	4313.7135	CRAT|1384	776.3678
lowly_expressed	lowly_expressed	CRB1|23418	12.0429
CRB2|286204	7.6695	CRB2|286204	83.4977
CRB3|92359	241.9729	CRB3|92359	223.5971
CRBN|51185	835.0213	CRBN|51185	915.7326
CRCP|27297	1125.5	CRCP|27297	795.6364
CREB1|1385	1093.288	CREB1|1385	1645.8675
CREB3L1|90993	6341.1473	CREB3L1|90993	151.741
CREB3L2|64764	3668.708	CREB3L2|64764	3472.3790000000004
CREB3L4|148327	9282.0192	CREB3L4|148327	1627.8031
CREB3|10488	2243.3918	CREB3|10488	1374.3194
CREB5|9586	44.0997	CREB5|9586	333.1878
CREBBP|1387	2958.1283	CREBBP|1387	3114.3025
CREBL2|1389	1417.7081	CREBL2|1389	2504.9301
CREBZF|58487	1145.8241	CREBZF|58487	1333.5541
CREG1|8804	1821.8911	CREG1|8804	2935.6656
CRELD1|78987	696.3911	CRELD1|78987	611.781
CRELD2|79174	623.5308	CRELD2|79174	341.2164
CREM|1390	310.2315	CREM|1390	299.869
lowly_expressed	lowly_expressed	CRHBP|1393	7.6272
CRHR1|1394	7.635	CRHR1|1394	98.5112
CRIM1|51232	1049.1884	CRIM1|51232	7472.2385
CRIP1|1396	1910.8573	CRIP1|1396	1320.7083
CRIP2|1397	4941.079000000001	CRIP2|1397	2821.2578
CRIPAK|285464	103.5383	CRIPAK|285464	299.869
CRIPT|9419	227.0174	CRIPT|9419	529.0862
CRISP2|7180	28.7606	CRISP2|7180	7.6272
CRISP3|10321	7277.5939	CRISP3|10321	91.9277
CRISPLD1|83690	315.9836	CRISPLD1|83690	1730.168
CRISPLD2|83716	1456.4391	CRISPLD2|83716	558.3907
CRKL|1399	1265.085	CRKL|1399	2544.6718
CRK|1398	776.5374	CRK|1398	1167.7631
CRLF1|9244	29.5276	CRLF1|9244	195.8984
CRLF3|51379	330.9392	CRLF3|51379	406.2483
CRLS1|54675	1074.1143	CRLS1|54675	665.9742
CRMP1|1400	116.6302	CRMP1|1400	118.09299999999999
CRNKL1|51340	1230.5722	CRNKL1|51340	1117.5842
CROCCL1|84809	145.0342	CROCCL1|84809	237.8158
CROCCL2|114819	23.0085	CROCCL2|114819	79.8848
CROCC|9696	347.8121	CROCC|9696	238.0486
CROT|54677	1299.5977	CROT|54677	882.747
CRTAC1|55118	8.4365	CRTAC1|55118	104.3721
CRTAM|56253	8.8199	lowly_expressed	lowly_expressed
CRTAP|10491	3488.8581	CRTAP|10491	3792.3196
CRTC1|23373	272.2675	CRTC1|23373	447.5957
CRTC2|200186	1443.0175	CRTC2|200186	892.3813
CRTC3|64784	742.0247	CRTC3|64784	1044.1223
CRY1|1407	447.5157	CRY1|1407	714.1459
CRY2|1408	1393.5492	CRY2|1408	1553.5384
CRYAB|1410	357.7824	CRYAB|1410	4635.3249
CRYBG3|131544	186.6796	CRYBG3|131544	426.5968
lowly_expressed	lowly_expressed	CRYGN|155051	8.4301
CRYGS|1427	8.8199	CRYGS|1427	23.283
CRYL1|51084	1008.9235	CRYL1|51084	565.215
CRYM|1428	419.9054	CRYM|1428	13.2472
CRYZL1|9946	337.2243	CRYZL1|9946	381.4318
CRYZ|1429	1919.6734	CRYZ|1429	1513.9573
CSAD|51380	672.2322	CSAD|51380	603.3509
CSAG1|158511	66.7247	lowly_expressed	lowly_expressed
CSAG2|728461	21.0796	lowly_expressed	lowly_expressed
CSAG3|389903	58.2997	lowly_expressed	lowly_expressed
CSDAP1|440359	28.3772	CSDAP1|440359	43.756
CSDA|8531	2112.5653	CSDA|8531	3822.8284
CSDC2|27254	72.0934	CSDC2|27254	24.4873
CSDE1|7812	16242.8626	CSDE1|7812	18121.0014
CSE1L|1434	2829.6641	CSE1L|1434	2127.9863
CSF1R|1436	518.4586	CSF1R|1436	817.7152
CSF1|1435	417.6046	CSF1|1435	645.0998
CSF2RA|1438	83.5976	CSF2RA|1438	70.6519
CSF2RB|1439	207.4601	CSF2RB|1439	146.1209
CSF3R|1441	281.0874	CSF3R|1441	225.6043
CSGALNACT1|55790	100.087	CSGALNACT1|55790	505.8032
CSGALNACT2|55454	267.6657	CSGALNACT2|55454	548.7563
CSK|1445	873.5567	CSK|1445	861.4711
CSMD1|64478	11.1208	CSMD1|64478	45.3617
CSMD2|114784	9.5869	CSMD2|114784	8.0286
lowly_expressed	lowly_expressed	CSN3|1448	6.0215
CSNK1A1|1452	4353.5949	CSNK1A1|1452	7781.3405
CSNK1D|1453	3573.2227	CSNK1D|1453	3373.2255
CSNK1E|1454	1268.356	CSNK1E|1454	2260.4625
CSNK1G1|53944	355.8651	CSNK1G1|53944	692.0672
CSNK1G2|1455	556.0392	CSNK1G2|1455	594.5195
CSNK1G3|1456	396.5134	CSNK1G3|1456	946.9760000000001
CSNK2A1P|283106	253.8606	CSNK2A1P|283106	419.8969
CSNK2A1|1457	1454.9052	CSNK2A1|1457	1255.6765
CSNK2A2|1459	322.5027	CSNK2A2|1459	565.6164
CSNK2B|1460	6067.5262	CSNK2B|1460	2333.9365
CSPG4|1464	401.8821	CSPG4|1464	319.5392
CSPG5|10675	203.2419	CSPG5|10675	13.2472
CSPP1|79848	420.473	CSPP1|79848	345.8369
CSRNP1|64651	562.9417	CSRNP1|64651	2161.7065
CSRNP2|81566	929.1606	CSRNP2|81566	1089.0826
lowly_expressed	lowly_expressed	CSRNP3|80034	48.5732
CSRP1|1465	5339.5098	CSRP1|1465	26220.2753
CSRP2BP|57325	797.6286	CSRP2BP|57325	730.6046
CSRP2|1466	187.5194	CSRP2|1466	360.8866
CST1|1469	500.8187	CST1|1469	6.0215
CST3|1471	6677.8386	CST3|1471	5201.3428
CST4|1472	1889.3827	lowly_expressed	lowly_expressed
CST6|1474	136.5172	CST6|1474	26.093000000000004
CST7|8530	92.0341	CST7|8530	23.283
CST9|128822	7.2860000000000005	CST9|128822	35.3259
CSTA|1475	31.445	CSTA|1475	114.0064
CSTB|1476	3316.6777	CSTB|1476	1636.6346
CSTF1|1477	930.311	CSTF1|1477	694.0744
CSTF2T|23283	1020.4277	CSTF2T|23283	1138.0572
CSTF2|1478	556.4226	CSTF2|1478	290.2347
CSTF3|1479	640.7872	CSTF3|1479	623.3583
CS|1431	3136.0609	CS|1431	3340.3082
CT62|196993	36.0467	CT62|196993	151.741
lowly_expressed	lowly_expressed	CTAGE1|64693	5.2186
CTAGE4|100128553	34.1293	CTAGE4|100128553	67.4404
CTAGE5|4253	1555.023	CTAGE5|4253	1026.0579
CTAGE6|340307	5.7521	CTAGE6|340307	10.4372
CTAGE9|643854	81.6802	CTAGE9|643854	202.3213
CTBP1|1487	3094.5343	CTBP1|1487	1632.8411
CTBP2|1488	3572.0723	CTBP2|1488	2191.4124
CTBS|1486	326.3298	CTBS|1486	600.1315
CTCFL|140690	16.3284	CTCFL|140690	8.6589
CTCF|10664	1480.9815	CTCF|10664	1781.5512
CTDP1|9150	656.5097	CTDP1|9150	331.9835
CTDSP1|58190	3324.7307	CTDSP1|58190	3444.6803
CTDSP2|10106	3516.4683	CTDSP2|10106	8101.2811
CTDSPL2|51496	391.1448	CTDSPL2|51496	824.5395
CTDSPL|10217	1586.0538	CTDSPL|10217	2216.3011
CTF1|1489	767.7175	CTF1|1489	260.1274
CTGF|1490	5018.1576	CTGF|1490	4311.37
CTHRC1|115908	1687.6747	CTHRC1|115908	105.9778
CTH|1491	98.9366	CTH|1491	78.6805
CTLA4|1493	45.2501	CTLA4|1493	10.8386
CTNNA1|1495	6221.8865	CTNNA1|1495	9384.6563
CTNNA3|29119	6.5191	lowly_expressed	lowly_expressed
CTNNAL1|8727	263.064	CTNNAL1|8727	533.1005
CTNNB1|1499	6800.148	CTNNB1|1499	15512.4499
CTNNBIP1|56998	676.4504	CTNNBIP1|56998	1230.7878
CTNNBL1|56259	1853.7195	CTNNBL1|56259	876.3241
CTNND1|1500	6697.0123	CTNND1|1500	11397.0304
lowly_expressed	lowly_expressed	CTNND2|1501	260.9302
CTNS|1497	613.1578	CTNS|1497	400.6282
CTPS2|56474	1057.6248	CTPS2|56474	1107.147
CTPS|1503	406.4838	CTPS|1503	287.0232
CTR9|9646	1643.9585	CTR9|9646	1820.49
CTSA|5476	2458.0114	CTSA|5476	1403.7443
CTSB|1508	9953.101	CTSB|1508	10352.5067
CTSC|1075	846.3299	CTSC|1075	1048.1366
CTSD|1509	12767.8096	CTSD|1509	8882.0646
CTSF|8722	1000.1035	CTSF|8722	2027.6285
CTSG|1511	38.731	CTSG|1511	17.663
CTSH|1512	1299.5977	CTSH|1512	1705.2793
CTSK|1513	3707.8225	CTSK|1513	1468.435
CTSL1|1514	1282.3413	CTSL1|1514	885.9584
CTSL2|1515	47.9344	CTSL2|1515	148.1281
CTSO|1519	979.7793	CTSO|1519	1449.1663
CTSS|1520	938.7475	CTSS|1520	694.4758
CTSW|1521	78.6124	CTSW|1521	59.4118
CTSZ|1522	6986.1527	CTSZ|1522	3297.3551
CTTNBP2NL|55917	604.357	CTTNBP2NL|55917	936.1373
CTTNBP2|83992	23.0085	CTTNBP2|83992	177.0311
CTTN|2017	4277.6668	CTTN|2017	3620.5071
