gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
ELAVL1|1994	1934.6331	ELAVL1|1994	1324.8127
ELAVL2|1993	64.6469	ELAVL2|1993	30.4099
ELF1|1997	2254.9293	ELF1|1997	1967.8272
ELF2|1998	921.9535	ELF2|1998	939.1803
ELF3|1999	3606.2708	ELF3|1999	2964.3015
ELF4|2000	505.0542	ELF4|2000	646.981
ELF5|2001	25.3445	ELF5|2001	359.1891
ELFN1|392617	40.037	ELFN1|392617	37.4614
ELK1|2002	702.6682	ELK1|2002	599.8237
ELK3|2004	751.1534	ELK3|2004	921.1106
ELK4|2005	258.9551	ELK4|2005	253.4156
ELL2|22936	902.1187	ELL2|22936	1574.7025
ELL3|80237	172.7947	ELL3|80237	87.1353
ELL|8178	454.7324	ELL|8178	496.6946
ELMO1|9844	338.2945	ELMO1|9844	631.115
ELMO2|63916	1184.5817	ELMO2|63916	940.9431
ELMO3|79767	452.1613	ELMO3|79767	293.0807
ELMOD2|255520	252.7108	ELMOD2|255520	187.7479
ELMOD3|84173	419.8378	ELMOD3|84173	928.1622
ELN|2006	2932.9876	ELN|2006	3400.1763
ELOF1|84337	779.4364	ELOF1|84337	737.7699
ELOVL1|64834	1588.9924	ELOVL1|64834	1315.9982
ELOVL2|54898	623.3287	ELOVL2|54898	203.1732
ELOVL3|83401	7.7136	ELOVL3|83401	70.9564
ELOVL4|6785	28.283	ELOVL4|6785	64.3455
ELOVL5|60481	10117.246	ELOVL5|60481	9849.2728
ELOVL6|79071	529.6641	ELOVL6|79071	599.383
ELOVL7|79993	165.6578	ELOVL7|79993	435.4341
ELP2P|100131454	11.754000000000001	ELP2P|100131454	9.2552
ELP2|55250	1306.8967	ELP2|55250	1782.7237
ELP3|55140	831.2274	ELP3|55140	651.8290000000001
ELP4|26610	304.1345	ELP4|26610	206.2583
ELTD1|64123	795.2308	ELTD1|64123	2087.2631
EMB|133418	1732.6114	EMB|133418	669.8986
EMCN|51705	525.991	EMCN|51705	1211.1062
EMD|2010	1125.4444	EMD|2010	794.6232
EME1|146956	42.667	EME1|146956	20.6038
EME2|197342	30.4869	EME2|197342	12.780999999999999
EMG1|10436	392.0874	EMG1|10436	376.3112
EMID1|129080	120.1111	EMID1|129080	92.5518
EMID2|136227	5.5097	EMID2|136227	5.2887
EMILIN1|11117	2008.8302	EMILIN1|11117	1566.7695
EMILIN2|84034	261.5263	EMILIN2|84034	1011.8995
EMILIN3|90187	18.5089	EMILIN3|90187	110.8682
EML1|2009	473.4654	EML1|2009	563.2437
EML2|24139	811.073	EML2|24139	587.4658
EML3|256364	692.3834	EML3|256364	986.3376
EML4|27436	1052.7166	EML4|27436	985.8969
EML5|161436	44.4448	EML5|161436	66.1084
EML6|400954	13.2232	EML6|400954	28.647
EMP1|2012	2988.0844	EMP1|2012	12586.1613
EMP2|2013	7025.9469	EMP2|2013	3596.2979
EMP3|2014	358.86400000000003	EMP3|2014	432.3491
EMR1|2015	12.1213	EMR1|2015	7.933
EMR2|30817	82.2779	EMR2|30817	89.9074
lowly_expressed	lowly_expressed	EMR3|84658	8.3737
EMX1|2016	120.8457	EMX1|2016	9.6959
EMX2OS|196047	34.5273	EMX2OS|196047	125.60600000000001
EMX2|2018	19.1002	EMX2|2018	38.3429
EN1|2019	66.4835	EN1|2019	55.0903
lowly_expressed	lowly_expressed	EN2|2020	6.1701
ENAH|55740	9221.739	ENAH|55740	3355.2226
ENC1|8507	4089.5948	ENC1|8507	1429.8898
ENDOD1|23052	1674.9434	ENDOD1|23052	1732.0405
ENDOG|2021	153.3308	ENDOG|2021	111.6219
ENDOU|8909	5.1424	ENDOU|8909	11.0181
ENGASE|64772	282.0957	ENGASE|64772	335.39
ENG|2022	2890.012	ENG|2022	3900.3967
ENHO|375704	13.2232	ENHO|375704	22.9176
ENO1|2023	18203.2559	ENO1|2023	12812.2521
ENO2|2026	478.9751	ENO2|2026	405.465
ENO3|2027	52.5256	ENO3|2027	34.8171
ENOPH1|58478	676.9563	ENOPH1|58478	554.87
ENOSF1|55556	366.8163	ENOSF1|55556	417.3557
ENOX1|55068	56.5661	lowly_expressed	lowly_expressed
ENOX2|10495	299.3594	ENOX2|10495	367.5628
ENPEP|2028	179.983	ENPEP|2028	393.5654
ENPP1|5167	1272.002	ENPP1|5167	1131.3354
ENPP2|5168	1586.4212	ENPP2|5168	5345.0859
ENPP3|5169	5.877000000000001	ENPP3|5169	22.4769
ENPP4|22875	613.4113	ENPP4|22875	572.4989
ENPP5|59084	953.175	ENPP5|59084	472.4548
ENPP6|133121	8.4482	ENPP6|133121	31.732
ENSA|2029	3608.4746	ENSA|2029	3180.6963
ENTPD1|953	1609.5619	ENTPD1|953	1481.7056
ENTPD2|954	216.7142	ENTPD2|954	217.2763
ENTPD3|956	49.5871	ENTPD3|956	86.8224
ENTPD4|9583	523.0525	ENTPD4|9583	457.911
ENTPD5|957	286.0333	ENTPD5|957	307.078
ENTPD6|955	1249.2286	ENTPD6|955	978.8453
ENTPD7|57089	682.5064	ENTPD7|57089	345.0331
ENTPD8|377841	210.8372	ENTPD8|377841	55.5311
ENY2|56943	384.5758	ENY2|56943	366.2406
EOMES|8320	16.8964	EOMES|8320	12.3402
EP300|2033	2805.5303	EP300|2033	3315.9982
EP400NL|347918	139.2113	EP400NL|347918	144.1164
EP400|57634	1711.3073	EP400|57634	1772.1463
EPAS1|2034	3429.5936	EPAS1|2034	13218.1578
EPB41L1|2036	2410.6697	EPB41L1|2036	2319.0833
EPB41L2|2037	1676.78	EPB41L2|2037	3464.9625
EPB41L3|23136	675.8544	EPB41L3|23136	1097.8405
EPB41L4A|64097	935.9114	EPB41L4A|64097	877.0383
EPB41L4B|54566	465.7518	EPB41L4B|54566	867.7832
EPB41L5|57669	964.929	EPB41L5|57669	792.8603
EPB41|2035	1333.8427	EPB41|2035	1344.4733
lowly_expressed	lowly_expressed	EPB42|2038	20.714000000000002
EPB49|2039	433.061	EPB49|2039	1032.1728
EPC1|80314	608.2689	EPC1|80314	756.2803
EPC2|26122	761.0708	EPC2|26122	866.0203
EPCAM|4072	2709.2945	EPCAM|4072	1299.6915
EPDR1|54749	232.5086	EPDR1|54749	526.6637
EPHA10|284656	173.00400000000002	EPHA10|284656	78.8894
EPHA1|2041	240.9568	EPHA1|2041	273.2481
EPHA2|1969	217.4488	EPHA2|1969	938.7395
EPHA3|2042	40.4043	EPHA3|2042	136.6241
EPHA4|2043	291.2785	EPHA4|2043	580.4319
EPHA6|285220	11.754000000000001	EPHA6|285220	7.4923
EPHA7|2045	6.6116	EPHA7|2045	9.2552
EPHA8|2046	44.0775	EPHA8|2046	18.5104
EPHB1|2047	43.3428	EPHB1|2047	288.2327
EPHB2|2048	298.2575	EPHB2|2048	200.0881
EPHB3|2049	649.7752	EPHB3|2049	672.1022
EPHB4|2050	1642.2527	EPHB4|2050	2304.9802
EPHB6|2051	76.4009	EPHB6|2051	380.7845
EPHX1|2052	2825.3651	EPHX1|2052	4157.338
EPHX2|2053	834.5332	EPHX2|2053	700.3085
lowly_expressed	lowly_expressed	EPHX3|79852	7.4923
EPHX4|253152	15.7944	EPHX4|253152	20.714000000000002
EPM2AIP1|9852	911.3015	EPM2AIP1|9852	1289.1141
EPM2A|7957	143.2517	EPM2A|7957	248.1269
EPN1|29924	1725.2652	EPN1|29924	1488.7616
EPN2|22905	1249.9633	EPN2|22905	1179.3742
EPN3|55040	366.9448	EPN3|55040	166.5932
EPOR|2057	107.0421	EPOR|2057	122.9617
EPPK1|83481	1583.1154	EPPK1|83481	1146.32
EPR1|8475	241.1	EPR1|8475	39.0701
EPRS|2058	6875.7163	EPRS|2058	3059.4976
EPS15L1|58513	1271.2674	EPS15L1|58513	804.7598
EPS15|2060	2083.7619	EPS15|2060	2179.3742
EPS8L1|54869	580.7205	EPS8L1|54869	288.6734
EPS8L2|64787	2302.6799	EPS8L2|64787	1096.5183
EPS8|2059	1564.0152	EPS8|2059	2273.6888
EPSTI1|94240	369.51599999999996	EPSTI1|94240	195.6809
EPT1|85465	1703.5938	EPT1|85465	840.4319
EPYC|1833	16.1617	lowly_expressed	lowly_expressed
ERAL1|26284	1108.1808	ERAL1|26284	752.7545
ERAP1|51752	2122.0211	ERAP1|51752	2047.7876
ERAP2|64167	1905.9828	ERAP2|64167	1208.0212
ERBB2IP|55914	3714.9952	ERBB2IP|55914	2222.1243
ERBB2|2064	5388.8366	ERBB2|2064	4970.9123
ERBB3|2065	4507.2875	ERBB3|2065	3443.8078
ERBB4|2066	1461.5351	ERBB4|2066	1000.0
ERC1|23085	2141.0626	ERC1|23085	1854.1208
ERCC1|2067	944.3596	ERCC1|2067	758.6734
ERCC2|2068	458.0383	ERCC2|2068	337.5937
ERCC3|2071	1018.9239	ERCC3|2071	1127.3689
ERCC4|2072	534.8065	ERCC4|2072	399.2948
ERCC5|2073	1323.793	ERCC5|2073	1422.6532
ERCC6L|54821	95.8685	ERCC6L|54821	29.0877
ERCC6|2074	408.8992	ERCC6|2074	403.68
ERCC8|1161	246.8338	ERCC8|1161	164.8303
lowly_expressed	lowly_expressed	EREG|2069	23.3583
ERF|2077	924.1574	ERF|2077	1018.9511
ERGIC1|57222	7118.5096	ERGIC1|57222	3955.0463
ERGIC2|51290	750.4187	ERGIC2|51290	605.9938
ERGIC3|51614	3503.0559999999996	ERGIC3|51614	3042.3094
ERG|2078	440.4073	ERG|2078	1291.7585
ERH|2079	1847.5801	ERH|2079	1041.4279
ERI1|90459	387.5143	ERI1|90459	388.7175
ERI2|112479	482.9898	ERI2|112479	370.5068
ERI3|79033	1058.5936	ERI3|79033	690.1719
ERICH1|157697	162.7193	ERICH1|157697	301.0137
ERLEC1|27248	1532.059	ERLEC1|27248	1396.2098
ERLIN1|10613	1186.4183	ERLIN1|10613	1128.6911
ERLIN2|11160	1862.6399	ERLIN2|11160	1942.7060000000001
ERMAP|114625	556.1106	ERMAP|114625	487.4394
ERMN|57471	48.1179	lowly_expressed	lowly_expressed
ERMP1|79956	3816.3035	ERMP1|79956	1489.8546
ERN1|2081	230.672	ERN1|2081	259.5857
ERO1LB|56605	354.0889	ERO1LB|56605	489.64300000000003
ERO1L|30001	456.569	ERO1L|30001	503.3054
ERP27|121506	114.9687	ERP27|121506	50.6831
ERP29|10961	2026.4612	ERP29|10961	1887.175
ERP44|23071	1127.281	ERP44|23071	1277.6554
ERRFI1|54206	1125.4444	ERRFI1|54206	3331.8643
lowly_expressed	lowly_expressed	ERVFRDE1|405754	23.3583
ESAM|90952	537.0104	ESAM|90952	1436.3156
ESCO1|114799	680.6294	ESCO1|114799	576.0247
ESCO2|157570	159.0462	ESCO2|157570	35.2578
ESD|2098	1925.0829999999999	ESD|2098	1796.3861
ESF1|51575	475.3019	ESF1|51575	496.6946
ESM1|11082	65.0143	ESM1|11082	13.2217
ESPL1|9700	220.3873	ESPL1|9700	57.294
ESPNL|339768	14.6925	ESPNL|339768	37.4614
ESPN|83715	655.2849	ESPN|83715	168.7968
ESR1|2099	7273.5153	ESR1|2099	2897.7523
ESR2|2100	5.877000000000001	ESR2|2100	29.9691
ESRP1|54845	2116.0853	ESRP1|54845	966.5051
ESRP2|80004	896.2417	ESRP2|80004	771.7056
ESRRA|2101	642.429	ESRRA|2101	501.5425
lowly_expressed	lowly_expressed	ESRRB|2103	9.6959
ESRRG|2104	177.0445	ESRRG|2104	89.02600000000001
ESYT1|23344	3017.1021	ESYT1|23344	5407.6686
ESYT2|57488	3261.732	ESYT2|57488	4100.4848
ESYT3|83850	8.8155	ESYT3|83850	37.0207
ETAA1|54465	393.7586	ETAA1|54465	294.8435
ETF1|2107	4281.0232	ETF1|2107	3736.8885
ETFA|2108	1262.8192	ETFA|2108	1027.3248
ETFB|2109	410.2877	ETFB|2109	1245.9233
ETFDH|2110	416.1647	ETFDH|2110	675.628
ETHE1|23474	377.5969	ETHE1|23474	281.1811
ETNK1|55500	1442.8022	ETNK1|55500	1334.9493
ETNK2|55224	1085.7747	ETNK2|55224	426.6197
ETS1|2113	1991.9338	ETS1|2113	3659.3213
ETS2|2114	1429.5789	ETS2|2114	4687.0868
ETV1|2115	375.7603	ETV1|2115	640.8109
ETV2|2116	10.6521	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ETV3L|440695	12.780999999999999
ETV3|2117	244.6299	ETV3|2117	446.8929
ETV4|2118	26.4465	ETV4|2118	77.1265
ETV5|2119	422.7763	ETV5|2119	817.5408
ETV6|2120	1382.9303	ETV6|2120	1453.5037
ETV7|51513	135.9055	ETV7|51513	43.1908
EVC2|132884	116.8053	EVC2|132884	255.1785
EVC|2121	1141.5841	EVC|2121	1270.0264
EVI2A|2123	273.6476	EVI2A|2123	223.4465
EVI2B|2124	339.0291	EVI2B|2124	303.658
EVI5L|115704	414.6954	EVI5L|115704	331.4235
EVI5|7813	413.2262	EVI5|7813	510.7977
EVL|51466	5579.4717	EVL|51466	2469.8105
EVPLL|645027	24.2426	EVPLL|645027	9.6959
EVPL|2125	835.6352	EVPL|2125	372.8515
EWSR1|2130	3119.9495	EWSR1|2130	3476.8621
EXD2|55218	834.9005	EXD2|55218	820.1851
EXD3|54932	146.9249	EXD3|54932	176.7298
EXO1|9156	263.7301	EXO1|9156	34.3764
EXOC1|55763	740.8686	EXOC1|55763	934.773
EXOC2|55770	1420.7634	EXOC2|55770	967.8272
EXOC3L2|90332	44.8121	EXOC3L2|90332	32.6135
EXOC3L|283849	34.8947	EXOC3L|283849	94.4954
EXOC3|11336	1414.8864	EXOC3|11336	1408.1093
EXOC4|60412	1569.8922	EXOC4|60412	1360.0705
EXOC5|10640	1555.1997	EXOC5|10640	1451.7409
EXOC6B|23233	252.7108	EXOC6B|23233	249.0084
EXOC6|54536	1007.9046	EXOC6|54536	479.5064
EXOC7|23265	2387.4445	EXOC7|23265	3359.9515
EXOC8|149371	649.7752	EXOC8|149371	596.2979
EXOG|9941	133.3343	EXOG|9941	145.4385
EXOSC10|5394	1708.0015	EXOSC10|5394	1587.9242
EXOSC1|51013	294.217	EXOSC1|51013	236.2274
EXOSC2|23404	444.0804	EXOSC2|23404	366.6814
EXOSC3|51010	289.0747	EXOSC3|51010	261.3486
EXOSC4|54512	367.6795	EXOSC4|54512	196.1216
EXOSC5|56915	317.725	EXOSC5|56915	213.7506
EXOSC6|118460	209.0006	EXOSC6|118460	296.6064
EXOSC7|23016	507.9927	EXOSC7|23016	432.7898
EXOSC8|11340	253.5776	EXOSC8|11340	246.4125
EXOSC9|5393	425.07199999999995	EXOSC9|5393	442.1375
EXPH5|23086	165.2905	EXPH5|23086	294.4028
EXT1|2131	1200.3761	EXT1|2131	1010.5773
EXT2|2132	2304.1492	EXT2|2132	1989.8634
EXTL1|2134	58.7699	EXTL1|2134	84.1781
EXTL2|2135	379.8008	EXTL2|2135	404.1428
EXTL3|2137	1105.9769	EXTL3|2137	1346.4081
lowly_expressed	lowly_expressed	EYA1|2138	13.6624
EYA2|2139	180.7176	EYA2|2139	464.0811
EYA3|2140	310.3788	EYA3|2140	172.3226
EYA4|2070	5.877000000000001	EYA4|2070	18.0696
EYS|346007	12.4886	EYS|346007	25.1212
EZH1|2145	801.8424	EZH1|2145	1875.7162
EZH2|2146	206.7967	EZH2|2146	116.3508
EZR|7430	8075.3578	EZR|7430	4237.1089
F10|2159	38.2005	F10|2159	122.5209
F11R|50848	4051.8461	F11R|50848	2977.0824
F12|2161	75.6663	F12|2161	12.3402
F13A1|2162	1879.9036	F13A1|2162	2567.2102
F2RL1|2150	348.5792	F2RL1|2150	216.8356
F2RL2|2151	1275.3078	F2RL2|2151	810.4892
F2RL3|9002	38.2005	F2RL3|9002	45.3944
F2R|2149	2725.4562	F2R|2149	1687.5275
F3|2152	412.1242	F3|2152	1811.3706
F5|2153	18.7329	F5|2153	18.5104
F7|2155	74.9317	F7|2155	22.4769
F8A1|8263	91.0934	F8A1|8263	78.8894
F8|2157	574.8435	F8|2157	1427.9418
FA2H|79152	23.8753	FA2H|79152	24.2398
FAAH2|158584	243.1606	FAAH2|158584	127.3689
FAAH|2166	500.2792	FAAH|2166	356.5447
FABP3|2170	117.9072	FABP3|2170	43.6316
FABP4|2167	2236.931	FABP4|2167	13891.1415
FABP5|2171	59.1373	FABP5|2171	244.6011
FABP7|2173	15.4271	FABP7|2173	130.0132
FADD|8772	646.8367	FADD|8772	381.6659
FADS1|3992	2109.4737	FADS1|3992	1438.9511
FADS2|9415	11191.6341	FADS2|9415	1967.3953
FADS3|3995	353.3543	FADS3|3995	755.8396
FAF1|11124	825.3504	FAF1|11124	789.7752
FAF2|23197	2493.3149	FAF2|23197	1544.2926
FAHD1|81889	572.9996	FAHD1|81889	443.8078
FAHD2A|51011	137.7421	FAHD2A|51011	327.8978
FAHD2B|151313	274.0149	FAHD2B|151313	177.1706
FAH|2184	1600.3791	FAH|2184	1468.4883
FAIM2|23017	24.9772	FAIM2|23017	50.2424
FAIM3|9214	834.4267	FAIM3|9214	190.5465
FAIM|55179	350.4158	FAIM|55179	278.0961
FAM100A|124402	359.5986	FAM100A|124402	415.1609
FAM100B|283991	302.2979	FAM100B|283991	450.4187
FAM101A|144347	52.893	FAM101A|144347	88.5853
FAM101B|359845	350.0485	FAM101B|359845	749.2287
FAM102A|399665	4321.4275	FAM102A|399665	2208.0212
FAM102B|284611	1096.4268	FAM102B|284611	980.6082
FAM103A1|83640	297.8902	FAM103A1|83640	252.4857
FAM104A|84923	702.6792	FAM104A|84923	696.0159
FAM104B|90736	167.8617	FAM104B|90736	162.6267
FAM105A|54491	307.4403	FAM105A|54491	262.2301
FAM105B|90268	489.2598	FAM105B|90268	513.0013
FAM106A|80039	7.7136	FAM106A|80039	10.5773
lowly_expressed	lowly_expressed	FAM106C|100129396	10.5773
FAM107A|11170	182.9215	FAM107A|11170	1437.6377
FAM107B|83641	1589.3597	FAM107B|83641	2398.4134
FAM108A1|81926	254.9146	FAM108A1|81926	264.4337
FAM108B1|51104	280.9938	FAM108B1|51104	332.305
FAM108C1|58489	222.2239	FAM108C1|58489	170.11900000000003
FAM109A|144717	209.7352	FAM109A|144717	294.8435
FAM109B|150368	342.7022	FAM109B|150368	290.877
FAM10A4|145165	298.2575	FAM10A4|145165	328.3385
FAM110A|83541	257.8531	FAM110A|83541	212.4284
FAM110B|90362	509.8293	FAM110B|90362	248.5677
FAM110C|642273	11.3867	FAM110C|642273	9.2552
FAM111A|63901	1812.3182	FAM111A|63901	964.3015
FAM111B|374393	578.884	FAM111B|374393	104.89200000000001
FAM113A|64773	318.827	FAM113A|64773	426.1789
FAM113B|91523	607.1707	FAM113B|91523	186.4301
FAM114A1|92689	978.1523	FAM114A1|92689	767.7391
FAM114A2|10827	865.3874	FAM114A2|10827	512.1199
FAM115A|9747	651.2445	FAM115A|9747	579.1097
FAM115C|285966	193.7204	FAM115C|285966	247.1177
FAM116A|201627	856.2046	FAM116A|201627	1008.3737
FAM116B|414918	148.0268	FAM116B|414918	152.0494
FAM117A|81558	368.0468	FAM117A|81558	619.2155
FAM117B|150864	403.3087	FAM117B|150864	425.2975
FAM118A|55007	211.2045	FAM118A|55007	411.1944
FAM118B|79607	212.3064	FAM118B|79607	232.7016
FAM119A|151194	174.8406	FAM119A|151194	177.6113
FAM119B|25895	226.9989	FAM119B|25895	270.1631
FAM120AOS|158293	1497.0211	FAM120AOS|158293	1115.4253
FAM120A|23196	6568.4192	FAM120A|23196	4051.6086
FAM120B|84498	1003.8641	FAM120B|84498	1009.6959
FAM120C|54954	588.0668	FAM120C|54954	514.7642
FAM122A|116224	502.8503	FAM122A|116224	819.7444
FAM122B|159090	568.5992	FAM122B|159090	570.2953
FAM122C|159091	24.2426	FAM122C|159091	30.8506
FAM123B|139285	229.5701	lowly_expressed	lowly_expressed
FAM124A|220108	25.3445	FAM124A|220108	66.5491
FAM124B|79843	78.6048	FAM124B|79843	75.3636
FAM125A|93343	619.6556	FAM125A|93343	412.5165
FAM125B|89853	370.9853	FAM125B|89853	535.9189
FAM126A|84668	561.6203	FAM126A|84668	1553.1071
FAM126B|285172	459.1402	FAM126B|285172	672.9837
FAM127A|8933	1109.65	FAM127A|8933	1293.5214
FAM127B|26071	489.6271	FAM127B|26071	571.1767
FAM127C|441518	282.0957	FAM127C|441518	297.9286
FAM128A|653784	408.0838	FAM128A|653784	241.9568
FAM128B|80097	1076.2246	FAM128B|80097	494.9317
FAM129A|116496	1290.3676	FAM129A|116496	3899.9559
FAM129B|64855	2902.1333	FAM129B|64855	2885.8528
FAM131A|131408	258.2204	FAM131A|131408	420.8903
FAM131B|9715	73.8297	FAM131B|9715	116.7915
FAM133A|286499	6.2443	FAM133A|286499	7.933
FAM133B|257415	136.2728	FAM133B|257415	114.1472
FAM134A|79137	2519.0268	FAM134A|79137	2421.331
FAM134B|54463	1297.3465	FAM134B|54463	542.9705
FAM134C|162427	1987.8934	FAM134C|162427	1752.3138
FAM135A|57579	116.8053	FAM135A|57579	323.0498
FAM135B|51059	7.3462	FAM135B|51059	9.2552
FAM136A|84908	622.9614	FAM136A|84908	503.3054
FAM13AOS|285512	18.4831	FAM13AOS|285512	74.2221
FAM13A|10144	536.1582	FAM13A|10144	2025.8219
FAM13B|51306	1105.7345	FAM13B|51306	1545.0066
FAM13C|220965	145.7642	FAM13C|220965	561.2869
FAM149A|25854	58.0353	FAM149A|25854	200.0881
FAM149B1|317662	458.7729	FAM149B1|317662	515.2049
lowly_expressed	lowly_expressed	FAM150B|285016	17.1882
lowly_expressed	lowly_expressed	FAM151A|338094	5.6721
FAM151B|167555	45.913999999999994	FAM151B|167555	19.8325
FAM154B|283726	24.2426	FAM154B|283726	31.2913
FAM155A|728215	144.721	FAM155A|728215	65.227
FAM155B|27112	30.1196	FAM155B|27112	21.1547
FAM156A|29057	307.073	FAM156A|29057	549.1406
FAM157A|728262	18.7329	FAM157A|728262	9.6959
FAM158A|51016	161.6173	FAM158A|51016	79.3301
FAM160A1|729830	160.8827	FAM160A1|729830	180.6963
FAM160A2|84067	883.0184	FAM160A2|84067	879.6827
FAM160B1|57700	887.4262	FAM160B1|57700	1027.7655
FAM160B2|64760	1079.8977	FAM160B2|64760	1145.8792
FAM161A|84140	121.9476	FAM161A|84140	95.1961
FAM161B|145483	201.0814	FAM161B|145483	282.305
FAM162A|26355	902.1187	FAM162A|26355	553.9885
FAM162B|221303	11.3867	FAM162B|221303	38.3429
FAM164A|51101	193.5735	FAM164A|51101	421.33099999999996
FAM164C|79696	56.1988	FAM164C|79696	65.227
FAM165B|54065	262.2609	FAM165B|54065	278.9775
lowly_expressed	lowly_expressed	FAM166B|730112	53.3275
FAM167A|83648	201.2871	FAM167A|83648	92.1111
FAM167B|84734	34.8947	FAM167B|84734	40.9872
FAM168A|23201	555.376	FAM168A|23201	399.7356
FAM168B|130074	2263.3775	FAM168B|130074	4094.3147
FAM169A|26049	381.6373	FAM169A|26049	161.3045
FAM171A1|221061	345.6407	FAM171A1|221061	705.5972
FAM171A2|284069	26.4465	FAM171A2|284069	55.0903
FAM171B|165215	192.8389	FAM171B|165215	401.4985
FAM172A|83989	554.6414	FAM172A|83989	726.7519
FAM173A|65990	187.6965	FAM173A|65990	58.6161
FAM173B|134145	348.5792	FAM173B|134145	271.926
FAM174A|345757	384.9431	FAM174A|345757	264.4337
FAM174B|400451	982.9273	FAM174B|400451	648.3032
FAM175A|84142	329.3358	FAM175A|84142	316.8709
FAM175B|23172	525.2564	FAM175B|23172	493.6095
FAM176A|84141	78.6048	FAM176A|84141	54.2089
FAM176B|55194	195.4395	FAM176B|55194	153.9929
FAM177A1|283635	710.0144	FAM177A1|283635	760.6875
FAM178A|55719	1374.4821	FAM178A|55719	1103.5699
FAM178B|51252	8.0809	FAM178B|51252	14.9846
FAM179B|23116	838.2063	FAM179B|23116	840.8991
FAM180A|389558	55.0968	FAM180A|389558	136.6241
lowly_expressed	lowly_expressed	FAM180B|399888	23.3583
FAM181B|220382	5.5097	FAM181B|220382	18.9511
FAM182B|728882	33.7927	FAM182B|728882	47.5981
FAM184A|79632	48.4852	FAM184A|79632	136.6241
FAM184B|27146	161.8818	FAM184B|27146	26.6461
FAM185A|222234	113.8668	FAM185A|222234	92.1111
FAM186B|84070	12.1213	FAM186B|84070	14.9846
FAM188A|80013	536.2757	FAM188A|80013	505.0683
FAM188B|84182	87.053	FAM188B|84182	181.7893
FAM189A1|23359	58.4026	FAM189A1|23359	11.0181
FAM189A2|9413	187.3292	FAM189A2|9413	698.9863
FAM189B|10712	669.2427	FAM189B|10712	446.0115
FAM18A|780776	13.9799	FAM18A|780776	26.2142
FAM18B2|201158	228.8796	FAM18B2|201158	193.041
FAM18B|51030	821.6773	FAM18B|51030	776.1128
FAM190A|401145	58.7699	FAM190A|401145	66.9899
FAM190B|54462	1317.5487	FAM190B|54462	1609.5196
FAM192A|80011	2128.2066	FAM192A|80011	1179.3742
FAM193A|8603	833.4313	FAM193A|8603	828.1181
FAM193B|54540	595.413	FAM193B|54540	780.5201
FAM195A|84331	301.5633	FAM195A|84331	147.6421
FAM195B|348262	933.3402	FAM195B|348262	1057.7347
FAM196A|642938	10.2847	FAM196A|642938	11.4588
FAM196B|100131897	38.2005	FAM196B|100131897	170.11900000000003
FAM198A|729085	370.2507	FAM198A|729085	207.5804
FAM198B|51313	8429.814	FAM198B|51313	5903.041
FAM199X|139231	780.5383	FAM199X|139231	579.9912
FAM19A2|338811	15.4271	FAM19A2|338811	22.0361
lowly_expressed	lowly_expressed	FAM19A3|284467	11.8995
FAM19A5|25817	51.0564	FAM19A5|25817	26.0026
FAM200A|221786	204.5929	FAM200A|221786	206.2583
FAM200B|285550	285.4015	FAM200B|285550	404.1428
FAM20A|54757	217.8161	FAM20A|54757	344.6452
FAM20B|9917	1601.8483	FAM20B|9917	1843.5434
FAM20C|56975	1160.7064	FAM20C|56975	982.3711
FAM21A|387680	395.2279	FAM21A|387680	561.9216
FAM21B|55747	647.5713	FAM21B|55747	811.3706
FAM21C|253725	1284.1233	FAM21C|253725	1641.2517
FAM22A|728118	98.807	FAM22A|728118	90.3482
FAM22D|728130	145.8229	FAM22D|728130	133.539
FAM23A|653567	5.1424	FAM23A|653567	16.7475
FAM24B|196792	22.4134	FAM24B|196792	11.6571
FAM26E|254228	225.1624	FAM26E|254228	234.9052
FAM26F|441168	63.9123	FAM26F|441168	59.0569
lowly_expressed	lowly_expressed	FAM27C|100132948	7.0516
FAM32A|26017	1316.4468	FAM32A|26017	1297.4879
FAM35A|54537	898.4455	FAM35A|54537	697.6642
FAM35B2|439965	74.9317	FAM35B2|439965	69.6342
FAM35B|414241	271.811	FAM35B|414241	234.9052
FAM36A|116228	1276.7734	FAM36A|116228	754.8524
FAM38A|9780	3108.28	FAM38A|9780	3304.3279
FAM38B|63895	156.8423	FAM38B|63895	219.9207
FAM3A|60343	415.0627	FAM3A|60343	525.3416
FAM3B|54097	95.5012	FAM3B|54097	124.7245
FAM3C|10447	939.9518	FAM3C|10447	857.2058
lowly_expressed	lowly_expressed	FAM3D|131177	13.6624
FAM40A|85369	725.4415	FAM40A|85369	825.4738
FAM40B|57464	74.9317	FAM40B|57464	15.4253
FAM41C|284593	5.877000000000001	FAM41C|284593	10.5773
FAM43A|131583	168.9636	FAM43A|131583	454.3852
FAM43B|163933	14.6925	FAM43B|163933	20.2732
FAM45A|404636	478.6077	FAM45A|404636	409.4315
FAM45B|55855	240.9568	FAM45B|55855	214.1913
FAM46A|55603	415.7974	FAM46A|55603	1109.74
FAM46B|115572	519.7467	FAM46B|115572	519.6122
FAM46C|54855	769.1517	FAM46C|54855	929.0436
FAM47E|100129583	90.2633	FAM47E|100129583	137.0295
FAM48A|55578	1138.5355	FAM48A|55578	932.0802
