gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
removed	removed	CDK15|65061	33.8825
CDK16|5127	1936.0648	CDK16|5127	1603.9789
CDK17|5128	1189.9402	CDK17|5128	714.0193
CDK18|5129	337.0425	CDK18|5129	159.1545
CDK19|23097	671.9110000000001	CDK19|23097	809.2415
CDK1|983	545.1856	CDK1|983	84.8617
CDK20|23552	186.5312	CDK20|23552	80.8206
CDK2AP1|8099	1739.4996	CDK2AP1|8099	2236.2449
CDK2AP2|10263	645.5265	CDK2AP2|10263	524.7125
CDK2|1017	595.0987	CDK2|1017	395.3994
CDK3|1018	52.1773	CDK3|1018	111.5449
CDK4|1019	1847.559	CDK4|1019	1582.5303
CDK5R1|8851	82.8456	CDK5R1|8851	43.208
CDK5RAP1|51654	608.9921	CDK5RAP1|51654	378.9245
CDK5RAP2|55755	1983.9197	CDK5RAP2|55755	1509.17
CDK5RAP3|80279	1791.9856	CDK5RAP3|80279	1537.1464
CDK5|1020	385.9265	CDK5|1020	124.9611
CDK6|1021	233.0996	CDK6|1021	844.5757
CDK7|1022	897.4079	CDK7|1022	311.1595
CDK8|1024	140.9918	CDK8|1024	207.9577
CDK9|1025	1094.745	CDK9|1025	990.0528
CDKAL1|54901	341.1591	CDKAL1|54901	284.1156
CDKL1|8814	20.3255	CDKL1|8814	41.032
removed	removed	CDKL2|8999	15.2316
CDKL3|51265	52.5478	CDKL3|51265	46.133
CDKL5|6792	66.1221	CDKL5|6792	69.3192
CDKN1A|1026	663.5364	CDKN1A|1026	1225.9869
CDKN1B|1027	1205.8918	CDKN1B|1027	1701.8962
CDKN1C|1028	105.2293	CDKN1C|1028	1237.4883
CDKN2AIPNL|91368	634.7205	CDKN2AIPNL|91368	315.8222
CDKN2AIP|55602	539.268	CDKN2AIP|55602	540.2549
CDKN2A|1029	70.2386	CDKN2A|1029	26.733
CDKN2BAS|100048912	9.5195	removed	removed
CDKN2B|1030	421.1745	CDKN2B|1030	2666.1486
CDKN2C|1031	159.0017	CDKN2C|1031	727.0749
CDKN2D|1032	91.0787	CDKN2D|1032	139.2602
CDKN3|1033	92.1078	CDKN3|1033	21.4486
CDNF|441549	45.282	CDNF|441549	53.1551
CDO1|1036	19.2963	CDO1|1036	2684.4887
CDON|50937	1082.9099	CDON|50937	1287.8458
CDR1|1038	14.1661	CDR1|1038	97.1806
CDR2L|30850	386.4411	CDR2L|30850	327.9453
CDR2|1039	891.7476	CDR2|1039	578.1784
CDRT15P|94158	11.8351	removed	removed
CDRT1|374286	5.8378	removed	removed
CDRT4|284040	385.6178	CDRT4|284040	240.9077
CDS1|1040	1353.8303	CDS1|1040	307.7401
CDS2|8760	939.6025	CDS2|8760	975.7538
CDSN|1041	76.4135	CDSN|1041	18.3401
CDT1|81620	60.4618	CDT1|81620	14.6099
CDV3|55573	2085.2898	CDV3|55573	5939.0737
removed	removed	CDX1|1044	6.2170000000000005
CDYL2|124359	128.6422	CDYL2|124359	72.1169
CDYL|9425	570.6567	CDYL|9425	700.9636
CEACAM19|56971	32.9324	CEACAM19|56971	25.1787
CEACAM1|634	1181.9644	CEACAM1|634	406.2791
CEACAM21|90273	7.4612	CEACAM21|90273	38.8561
CEACAM5|1048	4002.5728	CEACAM5|1048	121.5418
CEACAM6|4680	857.7861	CEACAM6|4680	101.0258
CEACAM7|1087	33.7043	removed	removed
CEBPA|1050	333.1833	CEBPA|1050	6044.1405
CEBPB|1051	439.699	CEBPB|1051	1264.2213
CEBPD|1052	362.77099999999996	CEBPD|1052	495.1818
CEBPG|1054	1165.4982	CEBPG|1054	1502.6422
CEBPZ|10153	1412.4912	CEBPZ|10153	1053.7768
CECR1|51816	643.9828	CECR1|51816	999.6892
CECR2|27443	112.4333	CECR2|27443	15.2316
CECR5|27440	261.6582	CECR5|27440	388.5608
CECR6|27439	26.7576	CECR6|27439	24.2462
CECR7|100130418	28.8158	CECR7|100130418	33.8825
CELF1|10658	2180.9995	CELF1|10658	1948.71
CELF2|10659	361.7418	CELF2|10659	4718.9929
CELF4|56853	11.0632	CELF4|56853	9.6363
removed	removed	CELF5|60680	13.3665
CELF6|60677	93.8573	CELF6|60677	84.8119
CELSR1|9620	7024.8923	CELSR1|9620	860.7398
CELSR2|1952	3466.6495	CELSR2|1952	756.2947
CELSR3|1951	119.1741	CELSR3|1951	28.8685
CEL|1056	10.8059	CEL|1056	10.8797
CEMP1|752014	79.6218	CEMP1|752014	133.3914
CENPA|1058	52.7433	CENPA|1058	10.8797
CENPBD1|92806	308.48400000000004	CENPBD1|92806	289.7109
CENPB|1059	1223.9017	CENPB|1059	1649.0519
CENPC1|1060	403.4219	CENPC1|1060	478.39599999999996
CENPE|1062	251.1095	CENPE|1062	77.0905
CENPF|1063	1736.6695	CENPF|1063	164.1281
CENPH|64946	232.3278	CENPH|64946	81.1315
CENPI|2491	56.8598	CENPI|2491	17.4075
CENPJ|55835	126.8412	CENPJ|55835	160.3979
CENPK|64105	74.3552	CENPK|64105	12.7448
CENPL|91687	204.0265	CENPL|91687	84.24
CENPM|79019	74.3552	CENPM|79019	6.2170000000000005
CENPN|55839	190.2489	CENPN|55839	126.0895
CENPO|79172	111.2009	CENPO|79172	57.6593
CENPP|401541	215.2904	CENPP|401541	38.853
CENPQ|55166	133.016	CENPQ|55166	133.3541
CENPT|80152	302.8237	CENPT|80152	430.5253
CENPV|201161	134.0452	CENPV|201161	118.1225
CENPW|387103	63.8065	CENPW|387103	45.073
CEP110|11064	469.8012	CEP110|11064	601.4921
CEP120|153241	654.2741	CEP120|153241	880.945
CEP135|9662	346.56199999999995	CEP135|9662	207.9577
CEP152|22995	77.9572	CEP152|22995	142.0578
CEP164|22897	519.7144	CEP164|22897	532.4837
CEP170|9859	1055.3805	CEP170|9859	1152.6267
CEP192|55125	1063.3563	CEP192|55125	754.1187
CEP250|11190	578.8898	CEP250|11190	634.442
CEP290|80184	705.7387	CEP290|80184	625.3404
CEP350|9857	2355.1811	CEP350|9857	1787.6904
CEP55|55165	208.4003	CEP55|55165	39.1669
CEP57|9702	906.9274	CEP57|9702	1004.041
CEP63|80254	839.0918	CEP63|80254	936.1517
CEP68|23177	656.3324	CEP68|23177	2252.0982
CEP70|80321	630.0894	CEP70|80321	229.0954
CEP72|55722	44.7675	CEP72|55722	32.6391
CEP76|79959	225.8957	CEP76|79959	124.3394
CEP78|84131	327.0084	CEP78|84131	233.7582
CEP97|79598	404.9656	CEP97|79598	152.9375
CEPT1|10390	1331.7039	CEPT1|10390	1252.7199
CERCAM|51148	876.8251	CERCAM|51148	830.5875
CERKL|375298	95.8204	CERKL|375298	38.6789
CERK|64781	787.5474	CERK|64781	1292.5085
CES1|1066	87.9913	CES1|1066	7325.7694
CES2|8824	907.9565	CES2|8824	1525.0233
CES3|23491	85.4184	CES3|23491	14.299000000000001
CES4|51716	11.0632	CES4|51716	207.0252
removed	removed	CES8|283848	39.4778
CETN2|1069	2045.1534	CETN2|1069	1129.0022
CETN3|1070	470.3158	CETN3|1070	305.875
removed	removed	CETN4P|729338	15.8533
CETP|1071	9.005	CETP|1071	158.2219
CFB|629	34234.9521	CFB|629	2151.6413
CFDP1|10428	582.2345	CFDP1|10428	915.1383
CFD|1675	58.1463	CFD|1675	8157.9111
removed	removed	CFHR3|10878	17.0967
CFH|3075	936.2578	CFH|3075	12799.1918
CFI|3426	128.1276	CFI|3426	929.1265
CFL1|1072	11144.2722	CFL1|1072	7861.3615
CFL2|1073	275.03700000000003	CFL2|1073	1619.8321
CFLAR|8837	762.5909	CFLAR|8837	2160.3979
CFP|5199	7.9758	CFP|5199	78.3339
CG030|116828	38.5927	CG030|116828	62.4806
CGGBP1|8545	2460.4335	CGGBP1|8545	2698.4768
CGNL1|84952	1461.8898	CGNL1|84952	788.0012
CGN|57530	1165.4982	CGN|57530	324.2151
CGREF1|10669	132.6249	CGREF1|10669	153.1644
CGRRF1|10668	268.3476	CGRRF1|10668	270.1274
CH25H|9023	15.9516	CH25H|9023	30.1523
CHAC1|79094	31.9033	CHAC1|79094	10.258
CHAC2|494143	64.8357	CHAC2|494143	42.2754
CHADL|150356	51.1996	CHADL|150356	56.8853
CHAD|1101	1971.2279	CHAD|1101	86.7268
CHAF1A|10036	295.6197	CHAF1A|10036	235.6233
CHAF1B|8208	423.4901	CHAF1B|8208	107.5536
CHCHD10|400916	163.3756	CHCHD10|400916	481.5045
CHCHD1|118487	593.0405	CHCHD1|118487	357.4759
CHCHD2|51142	2423.876	CHCHD2|51142	2245.2596
CHCHD3|54927	756.416	CHCHD3|54927	912.6515
CHCHD4|131474	315.9452	CHCHD4|131474	353.124
CHCHD5|84269	409.5967	CHCHD5|84269	180.60299999999998
CHCHD6|84303	100.0836	CHCHD6|84303	83.9291
CHCHD7|79145	270.1486	CHCHD7|79145	498.6012
CHCHD8|51287	635.2351	CHCHD8|51287	446.0678
CHD1L|9557	926.4810000000001	CHD1L|9557	715.2627
CHD1|1105	2341.2877	CHD1|1105	1124.6503
CHD2|1106	2567.1834	CHD2|1106	2431.4579
CHD3|1107	4835.9169	CHD3|1107	2888.7162
CHD4|1108	6944.195	CHD4|1108	4548.8561
CHD6|84181	1917.2831	CHD6|84181	1508.2375
CHD7|55636	491.1559	CHD7|55636	550.5129
CHD8|57680	2405.6088	CHD8|57680	1814.7342
CHD9|80205	1142.5999	CHD9|80205	2243.3945
CHDH|55349	530.0058	CHDH|55349	212.3096
CHEK1|1111	186.5312	CHEK1|1111	100.4041
CHEK2|11200	141.5064	CHEK2|11200	102.8909
CHERP|10523	1227.6092	CHERP|10523	667.8365
CHFR|55743	341.6736	CHFR|55743	307.7401
CHI3L1|1116	55.0589	CHI3L1|1116	1329.8104
CHI3L2|1117	901.5244	CHI3L2|1117	387.0065
CHIC1|53344	490.1267	CHIC1|53344	313.9571
CHIC2|26511	127.8703	CHIC2|26511	197.6997
CHID1|66005	1160.6098	CHID1|66005	1040.4103
CHIT1|1118	19.8109	CHIT1|1118	135.8408
CHKA|1119	455.6506	CHKA|1119	445.4461
CHKB-CPT1B|386593	304.7096	CHKB-CPT1B|386593	310.7118
CHKB|1120	176.8341	CHKB|1120	239.8259
CHL1|10752	42.4519	CHL1|10752	2343.1769
CHML|1122	960.6998	CHML|1122	383.898
CHMP1A|5119	1003.6663	CHMP1A|5119	1310.8486
CHMP1B|57132	1737.6986	CHMP1B|57132	1331.9863
CHMP2A|27243	2456.2938	CHMP2A|27243	1639.4156
CHMP2B|25978	1146.9737	CHMP2B|25978	1149.5182
CHMP4A|29082	1168.4466	CHMP4A|29082	1259.6487
CHMP4B|128866	3896.3144	CHMP4B|128866	2722.1013
CHMP4C|92421	485.4956	CHMP4C|92421	168.1691
CHMP5|51510	1881.994	CHMP5|51510	1485.6729999999998
CHMP6|79643	210.2013	CHMP6|79643	291.57599999999996
CHMP7|91782	1132.3085	CHMP7|91782	987.5661
CHM|1121	929.8257	CHM|1121	768.1069
CHN1|1123	213.2887	CHN1|1123	320.4849
CHN2|1124	98.0253	CHN2|1124	134.5975
removed	removed	CHODL|140578	25.1787
CHORDC1|26973	577.6034	CHORDC1|26973	341.3118
CHPF2|54480	977.4233	CHPF2|54480	682.0019
CHPF|79586	1462.376	CHPF|79586	656.2014
CHPT1|56994	461.7534	CHPT1|56994	1730.4445
CHP|11261	3994.8543	CHP|11261	3460.0559999999996
CHRAC1|54108	505.8211	CHRAC1|54108	549.8912
CHRDL1|91851	6.6894	CHRDL1|91851	19456.9475
CHRD|8646	786.7756	CHRD|8646	243.7053
CHRFAM7A|89832	9.5195	CHRFAM7A|89832	26.1113
CHRM1|1128	5.9175	CHRM1|1128	17.4075
CHRM3|1131	12.0924	CHRM3|1131	12.4339
CHRNA10|57053	9.5195	removed	removed
CHRNA1|1134	11.8351	removed	removed
CHRNA2|1135	14.1506	removed	removed
CHRNA5|1138	18.2672	CHRNA5|1138	27.3547
CHRNA6|8973	33.9615	removed	removed
removed	removed	CHRNA7|1139	6.8387
CHRNB1|1140	170.065	CHRNB1|1140	186.1983
CHRNB2|1141	21.3546	CHRNB2|1141	9.6363
CHRNE|1145	10.1061	CHRNE|1145	13.5717
CHST10|9486	153.3415	CHST10|9486	196.4563
CHST11|50515	77.1853	CHST11|50515	63.724
CHST12|55501	81.8164	CHST12|55501	230.028
CHST13|166012	6.9467	CHST13|166012	11.5014
CHST14|113189	573.2296	CHST14|113189	475.2875
CHST15|51363	2379.8804	CHST15|51363	781.1626
CHST1|8534	1062.0699	CHST1|8534	48.1815
CHST2|9435	55.3161	CHST2|9435	196.7672
CHST3|9469	221.2646	CHST3|9469	1380.4787
removed	removed	CHST4|10164	5.5953
CHST5|23563	5.9741	removed	removed
CHST6|4166	16.2089	CHST6|4166	10.258
CHST7|56548	33.446999999999996	CHST7|56548	168.1691
CHST8|64377	543.6419	CHST8|64377	35.4367
CHST9|83539	6.1748	CHST9|83539	198.6323
CHSY1|22856	1612.9157	CHSY1|22856	1075.8471
CHSY3|337876	82.0737	CHSY3|337876	83.9291
CHTF18|63922	112.176	CHTF18|63922	59.9938
CHTF8|54921	1918.5695	CHTF8|54921	2187.6282
CHUK|1147	764.3918	CHUK|1147	668.3245
CHURC1|91612	1521.5	CHURC1|91612	2353.9229
CIAO1|9391	1839.8405	CIAO1|9391	1962.6982
CIAPIN1|57019	752.5568	CIAPIN1|57019	624.8057
CIB1|10519	2046.1825	CIB1|10519	1108.1753
CIB2|10518	17.2381	CIB2|10518	239.9751
CIB3|117286	11.3205	removed	removed
CIC|23152	1318.5824	CIC|23152	1079.8881
removed	removed	CIDEA|1149	3297.4821
CIDEB|27141	266.1787	CIDEB|27141	360.42900000000003
CIDECP|152302	92.5092	CIDECP|152302	137.3951
removed	removed	CIDEC|63924	12756.9164
CIITA|4261	142.02100000000002	CIITA|4261	212.3096
CILP2|148113	260.8863	CILP2|148113	9.9472
CILP|8483	2213.9319	CILP|8483	15310.5378
CINP|51550	436.097	CINP|51550	393.8452
CIR1|9541	1058.7252	CIR1|9541	1052.2226
CIRBP|1153	8885.5728	CIRBP|1153	5133.6649
CIRH1A|84916	614.1378	CIRH1A|84916	945.2906
CISD1|55847	236.187	CISD1|55847	261.7345
CISD2|493856	551.3604	CISD2|493856	338.2033
CISD3|284106	709.5465	CISD3|284106	550.7243
CISH|1154	1380.8452	CISH|1154	188.6851
CITED1|4435	180.3563	CITED1|4435	64.6565
CITED2|10370	1160.867	CITED2|10370	2820.0187
CITED4|163732	685.4055	CITED4|163732	188.99599999999998
CIT|11113	254.4542	CIT|11113	51.6009
CIZ1|25792	1577.6677	CIZ1|25792	2046.0056
CKAP2L|150468	108.574	CKAP2L|150468	9.9472
CKAP2|26586	389.2712	CKAP2|26586	247.7463
CKAP4|10970	1882.5497	CKAP4|10970	1293.1302
CKAP5|9793	3335.6918	CKAP5|9793	2412.1853
CKB|1152	241.8473	CKB|1152	1152.005
CKLF|51192	281.2118	CKLF|51192	251.4765
CKMT1A|548596	82.8456	CKMT1A|548596	52.5334
CKMT1B|1159	233.3569	CKMT1B|1159	98.539
CKMT2|1160	5.1457	CKMT2|1160	82.6857
CKS1B|1163	682.0608	CKS1B|1163	535.5922
CKS2|1164	351.7077	CKS2|1164	82.064
CLASP1|23332	1344.5681	CLASP1|23332	1651.2279
CLASP2|23122	1800.7333	CLASP2|23122	1520.0497
CLCA2|9635	36.7917	CLCA2|9635	95.4305
removed	removed	CLCA4|22802	47.248999999999995
CLCC1|23155	1171.9097	CLCC1|23155	1104.3705
CLCF1|23529	105.4866	CLCF1|23529	69.3192
CLCN2|1181	128.6422	CLCN2|1181	34.1933
CLCN3|1182	1558.886	CLCN3|1182	1598.0727
CLCN4|1183	37.0489	CLCN4|1183	436.1206
CLCN5|1184	185.2447	CLCN5|1184	247.4355
CLCN6|1185	355.3097	CLCN6|1185	781.7843
CLCN7|1186	1187.6246	CLCN7|1186	1004.041
CLCNKA|1187	11.8351	CLCNKA|1187	15.8533
removed	removed	CLCNKB|1188	7.1495
removed	removed	CLDN10|9071	64.6006
CLDN11|5010	53.2579	CLDN11|5010	619.8321
CLDN12|9069	1007.5256	CLDN12|9069	686.6646
CLDN15|24146	66.1221	CLDN15|24146	210.1337
removed	removed	CLDN19|149461	37.6127
CLDN1|9076	534.8942	CLDN1|9076	428.0385
CLDN23|137075	54.5443	CLDN23|137075	130.5564
removed	removed	CLDN2|9075	32.3873
CLDN3|1365	568.3412	CLDN3|1365	78.9555
CLDN4|1364	1310.3493	CLDN4|1364	716.5061
CLDN5|7122	55.3161	CLDN5|7122	1334.7839999999999
CLDN7|1366	2126.9698	CLDN7|1366	305.5642
CLDN8|9073	11.3205	CLDN8|9073	258.626
CLDN9|9080	9.7768	removed	removed
CLDND1|56650	972.7922	CLDND1|56650	1607.0873
removed	removed	CLDND2|125875	19.8943
removed	removed	CLEC10A|10462	318.6198
CLEC11A|6320	100.5982	CLEC11A|6320	63.1023
removed	removed	CLEC12A|160364	12.1231
CLEC14A|161198	401.3636	CLEC14A|161198	1358.0976
CLEC16A|23274	766.1928	CLEC16A|23274	580.9761
CLEC18A|348174	5.1457	removed	removed
CLEC1A|51267	42.7092	CLEC1A|51267	222.8785
CLEC2B|9976	154.8852	CLEC2B|9976	613.6152
CLEC2D|29121	483.4373	CLEC2D|29121	314.8896
CLEC3B|7123	195.2788	CLEC3B|7123	6313.3354
CLEC4A|50856	49.1413	CLEC4A|50856	48.8032
CLEC4E|26253	6.4321	CLEC4E|26253	21.4486
removed	removed	CLEC4F|165530	11.8122
removed	removed	CLEC4GP1|440508	40.7212
removed	removed	CLEC4G|339390	25.4896
removed	removed	CLEC4M|10332	23.6245
CLEC5A|23601	120.6664	CLEC5A|23601	9.6363
CLEC7A|64581	190.6477	CLEC7A|64581	55.3311
CLECL1|160365	7.9758	CLECL1|160365	13.0556
CLGN|1047	248.5367	CLGN|1047	19.8943
CLIC1|1192	4811.9895	CLIC1|1192	5004.9736
CLIC2|1193	154.8852	CLIC2|1193	992.2288
CLIC3|9022	28.044	CLIC3|9022	10.258
CLIC4|25932	4068.4376	CLIC4|25932	8459.7451
CLIC5|53405	83.3601	CLIC5|53405	1061.8589
CLIC6|54102	30.1023	CLIC6|54102	571.6506
CLINT1|9685	2322.2487	CLINT1|9685	2161.6413
CLIP1|6249	2248.6653	CLIP1|6249	3341.6226
CLIP2|7461	182.9292	CLIP2|7461	475.9092
CLIP3|25999	209.6868	CLIP3|25999	619.8321
CLIP4|79745	57.6317	CLIP4|79745	1445.4461
CLK1|1195	2854.0554	CLK1|1195	3497.9795
CLK2P|1197	20.5827	CLK2P|1197	9.3255
CLK2|1196	873.7377	CLK2|1196	595.5859
CLK3|1198	614.9096	CLK3|1198	644.0783
CLK4|57396	748.6975	CLK4|57396	921.6661
CLMN|79789	3702.322	CLMN|79789	1782.0951
CLN3|1201	2062.6487	CLN3|1201	682.3127
CLN5|1203	516.627	CLN5|1203	1018.9618
CLN6|54982	737.8916	CLN6|54982	472.4899
CLN8|2055	242.1046	CLN8|2055	580.0435
CLNS1A|1207	1536.7595	CLNS1A|1207	1149.2073
CLOCK|9575	642.6963	CLOCK|9575	582.5303
CLP1|10978	296.3916	CLP1|10978	258.9369
CLPB|81570	262.9446	CLPB|81570	240.28599999999997
CLPP|8192	643.7255	CLPP|8192	348.4613
CLPTM1L|81037	2610.9217	CLPTM1L|81037	1949.0208
CLPTM1|1209	3661.9283	CLPTM1|1209	1967.9826
CLPX|10845	880.9417	CLPX|10845	751.3211
CLSPN|63967	107.8021	CLSPN|63967	17.7184
CLSTN1|22883	5053.5795	CLSTN1|22883	3525.9559
CLSTN2|64084	699.0416	CLSTN2|64084	2202.3624
CLSTN3|9746	1703.7371	CLSTN3|9746	755.9838
CLTA|1211	1809.7382	CLTA|1211	1877.2148
CLTB|1212	595.8706	CLTB|1212	980.7274
CLTCL1|8218	22.3837	CLTCL1|8218	171.5884
CLTC|1213	13942.2397	CLTC|1213	11250.544
CLUAP1|23059	650.8883	CLUAP1|23059	559.8384
CLUL1|27098	213.546	CLUL1|27098	12.1231
CLU|1191	9805.1071	CLU|1191	31292.8194
removed	removed	CLVS1|157807	23.4597
CLYBL|171425	53.5151	CLYBL|171425	125.5828
removed	removed	CMA1|1215	195.5238
CMAH|8418	345.7902	CMAH|8418	394.156
CMAS|55907	726.8283	CMAS|55907	574.4482
CMBL|134147	2200.2959	CMBL|134147	1295.9279
CMC1|152100	187.303	CMC1|152100	127.7588
CMIP|80790	1128.9638	CMIP|80790	1217.594
CMKLR1|1240	148.9676	CMKLR1|1240	888.7162
CMPK1|51727	3979.9318	CMPK1|51727	5980.7274
CMPK2|129607	612.5941	CMPK2|129607	179.6705
CMTM1|113540	87.9913	CMTM1|113540	101.0258
CMTM3|123920	924.68	CMTM3|123920	1147.9639
CMTM4|146223	1665.4017	CMTM4|146223	1033.2608
CMTM6|54918	2688.6216	CMTM6|54918	2092.9437
CMTM7|112616	118.8654	CMTM7|112616	533.4162
CMTM8|152189	126.8412	CMTM8|152189	114.0814
CMYA5|202333	1853.4766	CMYA5|202333	635.6854
CN5H6.4|150384	12.0924	CN5H6.4|150384	6.5278
CNBP|7555	5493.793000000001	CNBP|7555	7761.89
CNDP2|55748	4952.9813	CNDP2|55748	2328.567
CNFN|84518	135.3316	CNFN|84518	21.1377
CNGA1|1259	5.9175	CNGA1|1259	120.9201
CNGA4|1262	7.204	removed	removed
CNIH2|254263	31.646	removed	removed
CNIH3|149111	31.646	CNIH3|149111	58.1287
CNIH4|29097	859.3298	CNIH4|29097	822.1946
CNIH|10175	1383.9326	CNIH|10175	1129.313
CNKSR1|10256	610.5358	CNKSR1|10256	111.9055
removed	removed	CNKSR2|22866	63.4131
CNKSR3|154043	394.6742	CNKSR3|154043	233.7582
CNN1|1264	119.8945	CNN1|1264	1511.6568
CNN2|1265	2618.8975	CNN2|1265	1991.2962
CNN3|1266	10445.7452	CNN3|1266	5103.8234
removed	removed	CNNM1|26507	24.8679
CNNM2|54805	114.7488	CNNM2|54805	127.1371
CNNM3|26505	1389.8501	CNNM3|26505	709.6674
CNNM4|26504	1418.6660000000002	CNNM4|26504	387.9391
CNOT10|25904	806.3292	CNOT10|25904	480.8828
CNOT1|23019	3967.5899	CNOT1|23019	4342.0329
CNOT2|4848	1405.8018	CNOT2|4848	1414.0504
CNOT3|4849	1081.8807	CNOT3|4849	609.885
CNOT4|4850	857.7861	CNOT4|4850	666.7703
CNOT6L|246175	1246.0282	CNOT6L|246175	1255.5176
CNOT6|57472	1768.0581	CNOT6|57472	753.497
CNOT7|29883	1989.0654	CNOT7|29883	1585.6388
CNOT8|9337	1880.7487	CNOT8|9337	1641.5915
CNO|55330	306.9402	CNO|55330	144.2338
CNPY2|10330	1257.0914	CNPY2|10330	868.8219
CNPY3|10695	965.0736	CNPY3|10695	892.4464
CNPY4|245812	252.6532	CNPY4|245812	362.7603
CNP|1267	1842.7144	CNP|1267	1768.4737
CNR1|1268	9.2622	CNR1|1268	301.2123
CNRIP1|25927	135.0743	CNRIP1|25927	973.5779
CNST|163882	1133.0803	CNST|163882	810.6932
CNTD1|124817	104.6556	CNTD1|124817	36.8045
CNTD2|79935	191.4196	CNTD2|79935	11.1906
removed	removed	CNTFR|1271	877.5256
CNTF|1270	15.3187	CNTF|1270	12.7448
CNTLN|54875	91.8505	CNTLN|54875	306.8076
CNTN1|1272	224.352	CNTN1|1272	211.0662
CNTN2|6900	14.4079	CNTN2|6900	13.3665
CNTN3|5067	20.84	CNTN3|5067	141.1253
CNTN4|152330	117.3217	CNTN4|152330	232.2039
CNTN5|53942	186.0166	removed	removed
removed	removed	CNTN6|27255	6.2170000000000005
CNTNAP1|8506	76.6707	CNTNAP1|8506	183.4007
CNTNAP2|26047	210.9732	CNTNAP2|26047	15.2316
CNTNAP3|79937	12.3496	CNTNAP3|79937	304.6316
removed	removed	CNTNAP4|85445	8.3929
CNTROB|116840	444.0728	CNTROB|116840	477.4635
COASY|80347	1266.6109	COASY|80347	877.8365
COBLL1|22837	1273.3003	COBLL1|22837	4362.1386
COBL|23242	1275.3586	COBL|23242	383.5872
COBRA1|25920	758.7316	COBRA1|25920	1048.8032
removed	removed	COCH|1690	143.4007
COG1|9382	1042.5909	COG1|9382	895.3621
COG2|22796	1463.9479999999999	COG2|22796	654.6472
COG3|83548	668.6821	COG3|83548	764.3767
COG4|25839	887.8883	COG4|25839	1075.2254
COG5|10466	1587.1847	COG5|10466	1147.1993
COG6|57511	619.0262	COG6|57511	721.7905
COG7|91949	1190.712	COG7|91949	446.3786
COG8|84342	468.4376	COG8|84342	404.8182
COIL|8161	577.0888	COIL|8161	402.2381
COL10A1|1300	3366.3086	COL10A1|1300	25.1787
COL11A1|1301	4668.6821	COL11A1|1301	8.7038
removed	removed	COL11A2|1302	8.0821
COL12A1|1303	15589.8887	COL12A1|1303	11858.5639
COL13A1|1305	38.8499	COL13A1|1305	6.2170000000000005
COL14A1|7373	2353.3801	COL14A1|7373	10100.4041
COL15A1|1306	1471.9238	COL15A1|1306	6943.7364
COL16A1|1307	862.4172	COL16A1|1307	1781.7843
COL17A1|1308	146.9094	COL17A1|1308	2621.3864
COL18A1|80781	2147.8099	COL18A1|80781	2619.5213
COL1A1|1277	116366.8875	COL1A1|1277	28446.6895
COL1A2|1278	92583.0064	COL1A2|1278	48521.9148
COL21A1|81578	69.2095	COL21A1|81578	114.7031
COL22A1|169044	36.2771	COL22A1|169044	8.3929
COL23A1|91522	8.7477	COL23A1|91522	11.8122
COL24A1|255631	54.287	COL24A1|255631	18.6509
removed	removed	COL25A1|84570	98.8499
COL27A1|85301	178.0408	COL27A1|85301	116.2574
COL28A1|340267	10.2914	COL28A1|340267	13.3665
removed	removed	COL2A1|1280	9.6363
COL3A1|1281	78054.4156	COL3A1|1281	52609.2633
COL4A1|1282	8012.0924	COL4A1|1282	26839.6021
COL4A2|1284	5351.0002	COL4A2|1284	22856.6988
COL4A3BP|10087	1313.4367	COL4A3BP|10087	2818.1536
removed	removed	COL4A3|1285	12.7448
COL4A4|1286	6.6894	COL4A4|1286	52.5334
COL4A5|1287	1244.999	COL4A5|1287	336.6491
COL4A6|1288	70.7532	COL4A6|1288	142.6795
COL5A1|1289	6826.526	COL5A1|1289	2779.2975
COL5A2|1290	9246.0282	COL5A2|1290	6127.4479
COL5A3|50509	675.8860000000001	COL5A3|50509	1838.3587
COL6A1|1291	11772.0461	COL6A1|1291	15608.6416
COL6A2|1292	7956.7762	COL6A2|1292	19257.6935
COL6A3|1293	14367.5307	COL6A3|1293	26046.9381
COL6A4P2|646300	5.403	removed	removed
COL6A6|131873	32.6751	COL6A6|131873	547.0936
COL7A1|1294	88.7631	COL7A1|1294	121.8527
COL8A1|1295	580.6908	COL8A1|1295	1027.9764
COL8A2|1296	1203.5763	COL8A2|1296	653.7146
COL9A2|1298	73.0688	COL9A2|1298	91.7003
COL9A3|1299	15.1798	COL9A3|1299	19.2726
removed	removed	COLEC11|78989	48.8032
COLEC12|81035	598.7007	COLEC12|81035	1792.9748
COLQ|8292	41.4228	COLQ|8292	44.5539
COMMD10|51397	791.1494	COMMD10|51397	372.7075
COMMD1|150684	350.4213	COMMD1|150684	261.1128
COMMD2|51122	735.0614	COMMD2|51122	820.9512
COMMD3|23412	1652.9979999999998	COMMD3|23412	609.6332
COMMD4|54939	735.0614	COMMD4|54939	445.1352
COMMD5|28991	384.7739	COMMD5|28991	321.9863
COMMD6|170622	865.2473	COMMD6|170622	1770.5937
COMMD7|149951	1049.9775	COMMD7|149951	1000.3108
COMMD8|54951	235.4152	COMMD8|54951	217.59400000000002
COMMD9|29099	684.8910000000001	COMMD9|29099	827.7899
COMP|1311	522.8018	COMP|1311	238.7317
