gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
FKBP9L|360132	45.4598	FKBP9L|360132	32.0357
FKBP9|11328	3819.5524	FKBP9|11328	2342.6602
FKBPL|63943	304.3024	FKBPL|63943	97.7291
FKRP|79147	325.6407	FKRP|79147	276.1557
FKTN|2218	356.2565	FKTN|2218	594.0795
FLAD1|80308	840.5427	FLAD1|80308	483.7794
FLCN|201163	355.7926	FLCN|201163	769.5093
lowly_expressed	lowly_expressed	FLG|2312	25.660999999999998
FLI1|2313	551.5482	FLI1|2313	517.4371
FLII|2314	1808.1874	lowly_expressed	lowly_expressed
FLJ10038|55056	304.2329	FLJ10038|55056	465.7745
lowly_expressed	lowly_expressed	FLJ10213|55096	53.528
FLJ10357|55701	1218.6014	FLJ10357|55701	1786.6991
FLJ10661|286042	21.3383	FLJ10661|286042	72.9927
FLJ11235|54508	9.7414	FLJ11235|54508	6.4882
lowly_expressed	lowly_expressed	FLJ12825|440101	10.1379
FLJ13197|79667	5.1073	FLJ13197|79667	160.5839
FLJ16779|100192386	11.5969	lowly_expressed	lowly_expressed
FLJ22536|401237	28.2964	FLJ22536|401237	138.6861
FLJ23867|200058	998.7243	FLJ23867|200058	842.2547
lowly_expressed	lowly_expressed	FLJ26850|400710	8.9213
lowly_expressed	lowly_expressed	FLJ33360|401172	9.7324
FLJ33630|644873	521.8601	FLJ33630|644873	806.1638
lowly_expressed	lowly_expressed	FLJ34503|285759	45.0122
lowly_expressed	lowly_expressed	FLJ35024|401491	11.7599
FLJ35220|284131	494.9554	FLJ35220|284131	346.3098
FLJ35390|255031	84.4671	FLJ35390|255031	108.0089
FLJ35776|649446	122.4632	FLJ35776|649446	83.1306
FLJ36031|168455	224.9797	FLJ36031|168455	250.2028
FLJ36777|730971	12.5246	FLJ36777|730971	11.3544
FLJ37201|283011	11.133	FLJ37201|283011	11.3544
lowly_expressed	lowly_expressed	FLJ37307|283521	5.6772
FLJ37453|729614	73.7562	FLJ37453|729614	110.7056
lowly_expressed	lowly_expressed	FLJ37543|285668	5.6772
FLJ39582|439931	68.0181	FLJ39582|439931	70.7259
FLJ39653|202020	99.7333	FLJ39653|202020	91.2409
FLJ40330|645784	10.6691	FLJ40330|645784	59.6107
FLJ40852|285962	74.2201	FLJ40852|285962	87.9968
FLJ42289|388182	17.1634	FLJ42289|388182	8.1103
FLJ42393|401105	8.3498	FLJ42393|401105	8.5158
FLJ42627|645644	27.8325	FLJ42627|645644	61.6383
FLJ42709|441094	88.6003	FLJ42709|441094	46.6342
FLJ42875|440556	6.0304	lowly_expressed	lowly_expressed
FLJ43663|378805	44.9959	FLJ43663|378805	195.4582
FLJ44606|401207	67.262	FLJ44606|401207	56.3666
FLJ44635|392490	20.4105	FLJ44635|392490	28.7916
FLJ45244|400242	60.3038	FLJ45244|400242	76.2368
FLJ45340|402483	480.1113	FLJ45340|402483	2094.485
FLJ45445|399844	73.7562	FLJ45445|399844	103.4063
FLJ45983|399717	574.2781	FLJ45983|399717	59.6107
FLJ90757|440465	801.5772	FLJ90757|440465	683.6983
FLNA|2316	13044.648000000001	FLNA|2316	27568.532000000003
FLNB|2317	6868.9783	FLNB|2317	9828.9294
FLNC|2318	303.8386	lowly_expressed	lowly_expressed
FLOT1|10211	6406.5869999999995	FLOT1|10211	2141.5247
FLOT2|2319	3476.2844	FLOT2|2319	2630.5758
lowly_expressed	lowly_expressed	FLRT1|23769	10.9489
FLRT2|23768	391.5111	FLRT2|23768	1033.2522
FLRT3|23767	403.108	lowly_expressed	lowly_expressed
FLT1|2321	1581.8161	FLT1|2321	1213.3009
FLT3LG|2323	164.6759	FLT3LG|2323	136.253
FLT3|2322	584.4834	FLT3|2322	9.7324
FLT4|2324	538.5597	FLT4|2324	239.2539
FLVCR1|28982	143.3376	FLVCR1|28982	163.4225
FLVCR2|55640	102.0526	FLVCR2|55640	45.4177
FLYWCH1|84256	498.6664	lowly_expressed	lowly_expressed
FLYWCH2|114984	657.7757	FLYWCH2|114984	227.8994
FMN1|342184	38.0378	FMN1|342184	113.9497
FMNL1|752	538.0587	FMNL1|752	343.0657
FMNL2|114793	410.53	FMNL2|114793	1557.1776
FMNL3|91010	1153.5104	FMNL3|91010	904.7607
FMO1|2326	157.7177	FMO1|2326	231.9546
FMO2|2327	244.9264	FMO2|2327	6675.9935
FMO3|2328	99.7333	FMO3|2328	20.2758
FMO4|2329	142.4098	FMO4|2329	197.4858
FMO5|2330	66.3342	FMO5|2330	232.3601
lowly_expressed	lowly_expressed	FMO6P|388714	19.8702
FMOD|2331	3190.5369	FMOD|2331	4878.751
FMR1|2332	1067.3779	lowly_expressed	lowly_expressed
FN1|2335	136722.7183	FN1|2335	1266.4234
FN3KRP|79672	714.8324	FN3KRP|79672	743.7145
FN3K|64122	563.609	FN3K|64122	270.073
FNBP1L|54874	2585.1792	FNBP1L|54874	3287.5101
FNBP1|23048	1269.1639	FNBP1|23048	1303.7307
FNBP4|23360	1110.0545	FNBP4|23360	3020.6813
FNDC1|84624	1846.2252	FNDC1|84624	67.721
FNDC3A|22862	1413.8931	FNDC3A|22862	2358.8808
FNDC3B|64778	1555.839	FNDC3B|64778	2858.0697
FNDC4|64838	98.3416	FNDC4|64838	113.1387
FNDC5|252995	67.262	FNDC5|252995	20.6813
FNDC8|54752	6.9581	FNDC8|54752	18.6537
FNIP1|96459	872.5502	FNIP1|96459	744.12
FNIP2|57600	227.2991	FNIP2|57600	649.635
FNTA|2339	1331.3232	FNTA|2339	1678.8321
FNTB|2342	802.4353	FNTB|2342	611.472
lowly_expressed	lowly_expressed	FOLH1B|219595	54.7445
FOLH1|2346	35.2546	FOLH1|2346	836.5775
FOLR1|2348	31.5435	FOLR1|2348	835.7664
FOLR2|2350	110.8663	FOLR2|2350	40.5515
FOSB|2354	667.0532	FOSB|2354	2319.1403
FOSL1|8061	25.0493	FOSL1|8061	17.8427
FOSL2|2355	1030.2679	FOSL2|2355	1345.9043
FOS|2353	4321.9297	FOS|2353	2309.4079
FOXA1|3169	7509.2195	FOXA1|3169	1092.0519
FOXC1|2296	147.9763	FOXC1|2296	893.3496
FOXC2|2303	15.7718	FOXC2|2303	80.6975
FOXD1|2297	18.0912	lowly_expressed	lowly_expressed
FOXD2|2306	124.7826	FOXD2|2306	10.9489
FOXD4L6|653404	6.0304	lowly_expressed	lowly_expressed
FOXF1|2294	11.5969	lowly_expressed	lowly_expressed
FOXF2|2295	105.2998	FOXF2|2295	17.8427
FOXH1|8928	5.5711	lowly_expressed	lowly_expressed
FOXI1|2299	38.5017	FOXI1|2299	516.6261
lowly_expressed	lowly_expressed	FOXI2|399823	11.3544
lowly_expressed	lowly_expressed	FOXI3|344167	5.2717
FOXJ1|2302	34.7907	lowly_expressed	lowly_expressed
FOXJ2|55810	859.0978	FOXJ2|55810	1349.9594
FOXJ3|22887	1637.945	FOXJ3|22887	2652.4736
FOXK1|221937	601.6468	FOXK1|221937	1401.0543
FOXK2|3607	1836.0199	FOXK2|3607	1310.6245
FOXL1|2300	31.5435	FOXL1|2300	56.7721
FOXM1|2305	527.1298	lowly_expressed	lowly_expressed
FOXN1|8456	46.3876	FOXN1|8456	20.6813
FOXN2|3344	209.6718	FOXN2|3344	396.1882
FOXN3|1112	1173.6055	FOXN3|1112	2217.356
FOXO1|2308	557.1147	FOXO1|2308	2078.6699
FOXO3B|2310	604.43	FOXO3B|2310	3564.4769
FOXO3|2309	1205.149	FOXO3|2309	7867.3966
FOXO4|4303	499.5941	FOXO4|4303	1047.8508
FOXP1|27086	2426.5337	FOXP1|27086	2763.9903
FOXP2|93986	7.8859	FOXP2|93986	14.5985
FOXP3|50943	250.1913	FOXP3|50943	31.6504
FOXP4|116113	2382.9294	FOXP4|116113	1684.9148
FOXQ1|94234	55.6651	FOXQ1|94234	19.0592
FOXRED1|55572	377.5948	FOXRED1|55572	283.455
FOXRED2|80020	707.4104	FOXRED2|80020	778.9943
FOXS1|2307	163.7481	lowly_expressed	lowly_expressed
FPGS|2356	1136.0315	FPGS|2356	620.0324
FPGT|8790	520.3572	FPGT|8790	455.9448
FPR1|2357	80.2505	FPR1|2357	36.0908
FPR2|2358	5.5665	lowly_expressed	lowly_expressed
FPR3|2359	874.8695	FPR3|2359	94.485
FRAS1|80144	100.661	FRAS1|80144	166.2612
FRAT1|10023	207.8163	FRAT1|10023	119.6269
FRAT2|23401	400.3247	FRAT2|23401	422.5466
FREM1|158326	46.8514	FREM1|158326	73.8037
FREM2|341640	5.1026	FREM2|341640	174.3715
FRG1B|284802	169.3146	FRG1B|284802	551.5004
FRG1|2483	920.3294	FRG1|2483	791.5653
FRK|2444	40.8211	FRK|2444	85.9692
FRMD3|257019	32.9352	FRMD3|257019	109.8946
FRMD4A|55691	690.3259	FRMD4A|55691	1107.7534
FRMD4B|23150	345.5874	FRMD4B|23150	1009.3268
FRMD5|84978	13.9163	FRMD5|84978	21.4923
FRMD6|122786	1559.55	FRMD6|122786	4746.5531
FRMD7|90167	7.8859	lowly_expressed	lowly_expressed
FRMD8|83786	1108.1989999999998	FRMD8|83786	860.0973
FRMPD1|22844	20.8744	FRMPD1|22844	39.7405
FRMPD2L1|728798	5.8959	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FRMPD2|143162	34.8743
FRRS1|391059	28.2964	FRRS1|391059	97.3236
FRS2|10818	889.7136	FRS2|10818	1530.8191
FRS3|10817	131.2768	FRS3|10817	130.5758
FRYL|285527	848.8925	FRYL|285527	1579.8865
FRY|10129	464.8034	FRY|10129	986.618
FRZB|2487	1118.8681	FRZB|2487	719.3836
FSCN1|6624	2062.8552	FSCN1|6624	1667.8832
FSCN2|25794	15.7718	FSCN2|25794	25.953000000000003
FSD1L|83856	27.3687	FSD1L|83856	71.7762
FSIP1|161835	826.6265	FSIP1|161835	44.2011
FSTL1|11167	16134.9878	FSTL1|11167	4569.7486
FSTL3|10272	702.3078	FSTL3|10272	124.0876
FSTL4|23105	42.2127	lowly_expressed	lowly_expressed
FST|10468	860.4894	FST|10468	179.6431
lowly_expressed	lowly_expressed	FTCD|10841	6.4882
FTH1|2495	46779.0792	FTH1|2495	24490.2676
FTHL3|2498	294.0972	FTHL3|2498	155.3122
FTL|2512	31479.0676	FTL|2512	11388.8889
FTO|79068	2827.3223	FTO|79068	2857.6642
FTSJ1|24140	978.7777	FTSJ1|24140	550.6894
FTSJ2|29960	763.5394	FTSJ2|29960	583.1306
FTSJ3|117246	1049.2868	FTSJ3|117246	1317.1127
FTSJD1|55783	463.4118	FTSJD1|55783	768.4509
FTSJD2|23070	1467.7027	FTSJD2|23070	1169.5053
FUBP1|8880	1397.6574	FUBP1|8880	2139.9027
FUBP3|8939	1158.7615	FUBP3|8939	1420.9246
FUCA1|2517	1461.2084	FUCA1|2517	935.5231
FUCA2|2519	1491.8242	FUCA2|2519	645.1744
FUK|197258	597.9358	FUK|197258	416.4639
FUNDC1|139341	821.9877	FUNDC1|139341	262.3682
FUNDC2P2|388965	6.9581	lowly_expressed	lowly_expressed
FUNDC2|65991	1910.2401	FUNDC2|65991	781.4274
FURIN|5045	2251.6526	FURIN|5045	1446.4720000000002
FUS|2521	7569.5234	FUS|2521	4201.1354
FUT10|84750	109.4747	lowly_expressed	lowly_expressed
FUT11|170384	176.2728	FUT11|170384	141.9303
FUT1|2523	183.6948	FUT1|2523	52.717
FUT2|2524	155.8622	FUT2|2524	48.2563
FUT3|2525	15.7718	FUT3|2525	41.768
FUT4|2526	173.9487	FUT4|2526	397.5791
lowly_expressed	lowly_expressed	FUT6|2528	203.5685
FUT7|2529	16.2217	lowly_expressed	lowly_expressed
FUT8|2530	1636.6044	FUT8|2530	509.6675
lowly_expressed	lowly_expressed	FUT9|10690	115.1663
FUZ|80199	502.54900000000004	FUZ|80199	278.4307
FXC1|26515	615.0992	FXC1|26515	922.9521
FXN|2395	231.0101	FXN|2395	351.98699999999997
FXR1|8087	2280.8767	FXR1|8087	2987.0235
FXR2|9513	667.5171	FXR2|9513	740.0649
FXYD1|5348	30.6158	FXYD1|5348	132.6034
FXYD3|5349	4109.4747	FXYD3|5349	1170.7218
FXYD5|53827	2382.0016	FXYD5|53827	858.0697
FXYD6|53826	668.9087	FXYD6|53826	788.7267
FYB|2533	638.7568	FYB|2533	558.7997
FYCO1|79443	943.987	FYCO1|79443	1817.1127
FYN|2534	844.2537	FYN|2534	532.0357
FYTTD1|84248	1672.2718	FYTTD1|84248	1673.9659
FZD10|11211	42.6766	FZD10|11211	64.0714
FZD1|8321	1529.3981	FZD1|8321	4154.9067
FZD2|2535	180.4476	FZD2|2535	51.9059
FZD3|7976	96.4861	FZD3|7976	183.6983
FZD4|8322	607.5241	FZD4|8322	913.0616
FZD5|7855	100.1971	FZD5|7855	206.8127
FZD6|8323	741.2733	FZD6|8323	1150.0406
FZD7|8324	796.9384	FZD7|8324	5174.777
FZD8|8325	357.1843	FZD8|8325	540.5515
FZR1|51343	1216.7459	FZR1|51343	1027.1695
G0S2|50486	122.9271	G0S2|50486	60.4217
G2E3|55632	263.0175	G2E3|55632	552.3114
G3BP1|10146	1995.5932	G3BP1|10146	2162.206
G3BP2|9908	2364.3743	G3BP2|9908	3119.6269
G6PC3|92579	3117.7085	G6PC3|92579	696.2693
G6PD|2539	1055.7811	G6PD|2539	424.1687
GAA|2548	3350.1102	GAA|2548	1922.1411
GAB1|2549	815.4934	GAB1|2549	1325.6285
GAB2|9846	378.5226	GAB2|9846	1065.2879
GAB3|139716	70.5091	GAB3|139716	94.485
GABARAPL1|23710	938.8844	GABARAPL1|23710	1401.0543
GABARAPL2|11345	2385.7126	GABARAPL2|11345	1457.8264
GABARAP|11337	8134.9878	GABARAP|11337	5087.1857
GABBR1|2550	210.5996	GABBR1|2550	1233.5766
GABPA|2551	710.8385	GABPA|2551	1292.0843
GABPB1|2553	485.4737	GABPB1|2553	554.3431
GABPB2|126626	64.0148	GABPB2|126626	132.1979
lowly_expressed	lowly_expressed	GABRA4|2557	39.7405
GABRB2|2561	36.1823	GABRB2|2561	9.3268
GABRB3|2562	13.9163	GABRB3|2562	47.8508
GABRD|2563	170.7063	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GABRE|2564	203.5685
lowly_expressed	lowly_expressed	GABRG3|2567	10.1379
GABRP|2568	93.23899999999999	GABRP|2568	14475.6691
GAD1|2571	5.1026	lowly_expressed	lowly_expressed
GADD45A|1647	439.7541	GADD45A|1647	1012.1655
GADD45B|4616	1669.0247	GADD45B|4616	822.3844
GADD45GIP1|90480	1749.2752	GADD45GIP1|90480	315.4907
GADD45G|10912	176.7366	GADD45G|10912	75.8313
GAK|2580	1639.8005	GAK|2580	1279.3998
lowly_expressed	lowly_expressed	GAL3ST1|9514	37.3074
GAL3ST4|79690	495.4192	GAL3ST4|79690	315.4907
GALC|2581	1734.895	GALC|2581	858.4753
GALE|2582	503.3051	GALE|2582	238.8483
GALK1|2584	249.5651	GALK1|2584	203.97400000000002
GALK2|2585	276.8225	GALK2|2585	383.1995
GALM|130589	257.9149	GALM|130589	209.6513
GALNS|2588	831.7291	GALNS|2588	323.601
GALNT10|55568	1280.7608	GALNT10|55568	1312.2466
GALNT11|63917	819.2045	lowly_expressed	lowly_expressed
GALNT12|79695	41.7488	GALNT12|79695	18.2482
GALNT13|114805	28.7603	lowly_expressed	lowly_expressed
GALNT14|79623	82.10600000000001	GALNT14|79623	112.3277
GALNT1|2589	3106.1116	GALNT1|2589	4051.9059
GALNT2|2590	1670.4163	GALNT2|2590	1128.5483
GALNT3|2591	292.7056	GALNT3|2591	1473.6415
GALNT4|8693	371.0681	GALNT4|8693	366.5856
GALNT5|11227	249.1012	GALNT5|11227	200.3244
GALNT6|11226	1019.1349	GALNT6|11226	1202.7575
GALNT7|51809	1441.2617	GALNT7|51809	989.4566
GALNTL1|57452	164.6759	GALNTL1|57452	950.9327
GALNTL2|117248	353.0094	GALNTL2|117248	320.3569
GALNTL4|374378	326.5685	GALNTL4|374378	160.5839
GALT|2592	209.6718	GALT|2592	520.6813
GAMT|2593	1235.3009	GAMT|2593	402.2709
GANAB|23193	10175.5769	GANAB|23193	8275.7502
GANC|2595	285.9469	GANC|2595	525.8273
GAN|8139	34.7907	GAN|8139	163.8281
GAP43|2596	6.4943	lowly_expressed	lowly_expressed
GAPDH|2597	42188.5655	GAPDH|2597	29343.4712
GAPT|202309	296.8804	GAPT|202309	47.8508
GAPVD1|26130	1105.8796	GAPVD1|26130	1263.9903
GAR1|54433	663.3422	GAR1|54433	520.6813
GARNL3|84253	79.7866	GARNL3|84253	446.472
GARS|2617	2443.2332	GARS|2617	1321.5734
GART|2618	921.721	GART|2618	1330.0892
GAS1|2619	1022.382	GAS1|2619	667.0722
GAS2L1|10634	679.5779	GAS2L1|10634	626.5207
lowly_expressed	lowly_expressed	GAS2L2|246176	27.1695
GAS2L3|283431	11.133	GAS2L3|283431	40.957
GAS2|2620	5.1026	GAS2|2620	26.3585
GAS5|60674	1880.5520000000001	GAS5|60674	3556.7721
GAS6|2621	3364.9542	GAS6|2621	4665.4501
GAS7|8522	1432.912	GAS7|8522	538.5239
GAS8|2622	856.4398	GAS8|2622	586.0787
GATA2|2624	342.8041	GATA2|2624	85.5637
GATA3|2625	18305.926	GATA3|2625	4292.3763
GATA4|2626	9.7414	lowly_expressed	lowly_expressed
GATA6|2627	83.0337	GATA6|2627	84.7526
GATAD1|57798	1044.1842	GATAD1|57798	1223.0333
GATAD2A|54815	1896.7877	GATAD2A|54815	1349.1484
GATAD2B|57459	874.4057	GATAD2B|57459	1435.1176
GATC|283459	5.1026	GATC|283459	36.9019
GATM|2628	226.3713	GATM|2628	832.1168
GATSL1|389523	5.5665	lowly_expressed	lowly_expressed
GATSL3|652968	256.4769	GATSL3|652968	226.3666
GATS|352954	183.1984	GATS|352954	207.9968
GBA2|57704	654.677	GBA2|57704	1077.8102
GBAP1|2630	736.1707	GBAP1|2630	246.1476
GBAS|2631	1598.0517	GBAS|2631	1881.5896
GBA|2629	1521.0484	GBA|2629	764.3958
GBE1|2632	322.8575	GBE1|2632	526.3585
GBF1|8729	2041.5169	lowly_expressed	lowly_expressed
GBGT1|26301	132.2046	GBGT1|26301	173.7591
GBP1|2633	1722.8343	GBP1|2633	992.2952
GBP2|2634	2041.9622	GBP2|2634	3407.5061
GBP3|2635	1867.5635	GBP3|2635	795.6204
GBP4|115361	1418.068	GBP4|115361	617.1938
GBP5|115362	642.4678	GBP5|115362	136.253
GBP6|163351	19.0189	GBP6|163351	21.0868
GCAT|23464	281.5725	GCAT|23464	202.352
GCA|25801	331.6711	GCA|25801	420.1135
GCC1|79571	692.1025	GCC1|79571	776.9667
GCC2|9648	600.2551	GCC2|9648	2055.15
GCDH|2639	539.4874	GCDH|2639	375.9124
GCET2|257144	34.3268	GCET2|257144	62.4493
GCFC1|94104	386.8723	GCFC1|94104	1166.6667
GCH1|2643	380.8419	GCH1|2643	186.9424
GCHFR|2644	266.7285	GCHFR|2644	85.9692
GCK|2645	6.4943	GCK|2645	6.8938
GCLC|2729	457.3814	GCLC|2729	925.3852
GCLM|2730	192.9723	GCLM|2730	644.3633
GCN1L1|10985	1537.2839999999999	GCN1L1|10985	2953.7713
GCNT1|2650	924.0404	GCNT1|2650	978.9132
GCNT2|2651	86.7448	GCNT2|2651	716.9505
GCNT4|51301	20.4105	GCNT4|51301	116.7883
GCOM1|145781	73.4176	GCOM1|145781	309.8824
GCSH|2653	10.2053	GCSH|2653	29.1971
GDAP1|54332	231.47400000000002	GDAP1|54332	506.4882
GDAP2|54834	390.1194	GDAP2|54834	371.8573
GDE1|51573	2742.8969	GDE1|51573	1223.4388
GDF10|2662	17.6273	GDF10|2662	34.8743
GDF11|10220	160.1902	GDF11|10220	88.4996
GDF15|9518	195.2917	GDF15|9518	9.3268
lowly_expressed	lowly_expressed	GDF1|2657	5.0324
GDF3|9573	7.422000000000001	lowly_expressed	lowly_expressed
GDF5|8200	11.133	GDF5|8200	19.0592
GDF6|392255	26.9048	GDF6|392255	9.3268
GDF9|2661	10.6691	GDF9|2661	26.3585
GDI1|2664	4409.6022	GDI1|2664	1961.4761
GDI2|2665	5274.7304	GDI2|2665	7332.5223
GDPD1|284161	28.7603	GDPD1|284161	70.1541
GDPD3|79153	50.966	GDPD3|79153	68.4266
GDPD5|81544	368.3173	GDPD5|81544	384.4282
GEFT|115557	395.9875	GEFT|115557	853.2928
GEMIN4|50628	366.4618	GEMIN4|50628	1283.455
GEMIN5|25929	656.8480000000001	GEMIN5|25929	1098.1346
GEMIN6|79833	449.4955	GEMIN6|79833	120.43799999999999
GEMIN7|79760	475.9364	GEMIN7|79760	206.0016
GEMIN8P4|492303	33.399	GEMIN8P4|492303	25.953000000000003
GEMIN8|54960	440.6819	GEMIN8|54960	470.8029
GEM|2669	757.0451	GEM|2669	772.9116
GEN1|348654	299.6637	GEN1|348654	255.88
GET4|51608	709.7298	GET4|51608	574.2092
GFAP|2670	12.5246	GFAP|2670	111.5166
GFER|2671	625.3044	GFER|2671	195.0527
GFI1|2672	30.1519	GFI1|2672	89.6188
GFM1|85476	902.7021	GFM1|85476	1253.4469
GFM2|84340	380.3781	GFM2|84340	810.6245
GFOD1|54438	53.8096	GFOD1|54438	51.9059
GFOD2|81577	965.7892	GFOD2|81577	642.3358
GFPT1|2673	4373.4199	GFPT1|2673	2118.0049
GFPT2|9945	565.0006	GFPT2|9945	175.588
GFRA1|2674	2736.4026	GFRA1|2674	858.8808
GFRA2|2675	10.2053	GFRA2|2675	47.8508
lowly_expressed	lowly_expressed	GFRA3|2676	13.382
GGA1|26088	720.8628	GGA1|26088	1027.9805
GGA2|23062	3122.8111	GGA2|23062	3563.6659
GGA3|23163	482.8946	GGA3|23163	989.8621
GGCT|79017	1476.5163	GGCT|79017	960.665
GGCX|2677	492.63599999999997	GGCX|2677	663.8281
GGH|8836	156.3261	GGH|8836	296.4315
GGNBP2|79893	1369.8249	GGNBP2|79893	1669.0998
GGN|199720	6.9581	GGN|199720	12.1655
GGPS1|9453	1769.2218	GGPS1|9453	886.8613
GGT1|2678	169.7785	GGT1|2678	327.2506
GGT3P|2679	8.3498	GGT3P|2679	108.2725
GGT5|2687	1048.359	lowly_expressed	lowly_expressed
GGT6|124975	530.6738	GGT6|124975	633.4144
GGT7|2686	124.7826	GGT7|2686	669.0998
lowly_expressed	lowly_expressed	GGT8P|645367	8.1103
GGTA1|2681	177.2005	GGTA1|2681	1090.4298
GGTLC2|91227	46.8514	GGTLC2|91227	38.1184
GHDC|84514	595.6164	GHDC|84514	496.7559
GHITM|27069	3613.5916	GHITM|27069	3115.1663
lowly_expressed	lowly_expressed	GHRLOS|100126793	12.9765
GHRL|51738	8.8136	GHRL|51738	5.2717
GHR|2690	192.5084	GHR|2690	1086.3747
GIGYF1|64599	978.3138	GIGYF1|64599	1806.5693
GIGYF2|26058	1594.3407	GIGYF2|26058	2640.3082
GIMAP1|170575	187.8697	GIMAP1|170575	112.352
GIMAP2|26157	534.8487	GIMAP2|26157	229.4972
GIMAP4|55303	1273.3387	GIMAP4|55303	583.5361
GIMAP5|55340	579.3807	GIMAP5|55340	454.5823
GIMAP6|474344	701.8439	GIMAP6|474344	606.2449
GIMAP7|168537	601.1829	GIMAP7|168537	356.0422
GIMAP8|155038	421.1991	GIMAP8|155038	550.2839
GIN1|54826	93.23899999999999	GIN1|54826	242.9035
GINS1|9837	184.1586	GINS1|9837	135.8475
GINS2|51659	730.6042	GINS2|51659	214.923
GINS3|64785	248.6374	GINS3|64785	156.1233
GINS4|84296	83.0337	GINS4|84296	154.5012
GIPC1|10755	2820.828	GIPC1|10755	806.5693
GIPC2|54810	40.3572	GIPC2|54810	105.4339
GIPC3|126326	145.1931	GIPC3|126326	52.3114
GIPR|2696	13.9163	GIPR|2696	14.5985
GIT1|28964	1566.0443	GIT1|28964	1561.2328
GIT2|9815	1109.5906	GIT2|9815	1351.9627
GIYD2|79008	1014.7791	GIYD2|79008	138.382
GJA1|2697	3961.0344	GJA1|2697	2920.9246
GJA3|2700	10.2053	lowly_expressed	lowly_expressed
GJA4|2701	554.7953	GJA4|2701	163.4225
GJA5|2702	785.3415	GJA5|2702	143.5523
GJA9|81025	11.133	lowly_expressed	lowly_expressed
GJB1|2705	63.551	GJB1|2705	173.1549
GJB2|2706	2227.9949	GJB2|2706	23.5199
GJB5|2709	12.0608	GJB5|2709	36.9019
GJB6|10804	15.3079	lowly_expressed	lowly_expressed
GJC1|10052	402.1802	GJC1|10052	156.5288
GJC2|57165	68.1897	GJC2|57165	16.2206
GJC3|349149	28.7603	GJC3|349149	55.15
GJD3|125111	80.45	GJD3|125111	30.6813
GK3P|2713	8.3498	GK3P|2713	12.1655
GK5|256356	287.6029	GK5|256356	1362.9359
GKAP1|80318	116.8967	GKAP1|80318	138.2806
GKN2|200504	16.2356	lowly_expressed	lowly_expressed
GK|2710	79.7866	GK|2710	84.3471
GLA|2717	898.9911	GLA|2717	304.1363
GLB1L2|89944	635.0458	GLB1L2|89944	766.4234
GLB1L|79411	597.008	GLB1L|79411	327.2506
GLB1|2720	968.5724	GLB1|2720	784.2660000000001
GLCCI1|113263	223.5881	GLCCI1|113263	454.1768
GLCE|26035	1020.0626	GLCE|26035	1098.5401
lowly_expressed	lowly_expressed	GLDC|2731	32.4412
GLDN|342035	9.2775	GLDN|342035	51.9059
GLE1|2733	1135.1038	GLE1|2733	923.7632
GLG1|2734	4707.4104	GLG1|2734	5712.0843
GLI1|2735	59.84	GLI1|2735	9.3268
GLI2|2736	154.0067	GLI2|2736	138.2806
GLI3|2737	778.8473	GLI3|2737	2334.1444
GLI4|2738	220.1415	GLI4|2738	89.3471
GLIPR1L2|144321	30.1519	GLIPR1L2|144321	59.2052
GLIPR1|11010	775.6001	GLIPR1|11010	824.3715
GLIPR2|152007	953.7284	GLIPR2|152007	803.3252
GLIS1|148979	27.3687	GLIS1|148979	7.7048
GLIS2|84662	1367.9694	GLIS2|84662	180.4542
GLIS3|169792	256.5233	GLIS3|169792	60.0162
GLMN|11146	147.9763	GLMN|11146	181.2652
GLO1|2739	3649.7739	GLO1|2739	2212.0843
GLOD4|51031	1021.4543	GLOD4|51031	1267.2344
GLOD5|392465	37.1101	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GLP1R|2740	70.5596
lowly_expressed	lowly_expressed	GLRA3|8001	21.8978
lowly_expressed	lowly_expressed	GLRA4|441509	10.5434
GLRB|2743	427.6934	GLRB|2743	253.8524
GLRX2|51022	164.6759	GLRX2|51022	55.5556
GLRX3|10539	746.8398	GLRX3|10539	622.4655
GLRX5|51218	1119.3319999999999	GLRX5|51218	609.8946
GLRX|2745	422.1269	GLRX|2745	168.6942
GLS2|27165	36.1823	GLS2|27165	103.0008
GLS|2744	704.6272	GLS|2744	1794.8094
GLT1D1|144423	5.1026	GLT1D1|144423	27.9805
GLT25D1|79709	2606.5175	GLT25D1|79709	1185.3204
GLT25D2|23127	14.844000000000001	GLT25D2|23127	96.1071
GLT8D1|55830	1201.9389999999999	GLT8D1|55830	1051.0949
GLT8D2|83468	960.2227	GLT8D2|83468	856.0422
GLTPD1|80772	1146.2368	GLTPD1|80772	384.8337
GLTP|51228	1479.2995	GLTP|51228	1140.7137
GLTSCR1|29998	449.9594	lowly_expressed	lowly_expressed
GLTSCR2|29997	5737.2144	GLTSCR2|29997	11727.8994
GLUD1|2746	3486.9535	GLUD1|2746	3432.2790000000005
GLUD2|2747	187.8697	GLUD2|2747	390.9165
GLUL|2752	21268.2361	GLUL|2752	7038.5239
lowly_expressed	lowly_expressed	GLYATL1|92292	9.7324
GLYATL2|219970	6.9581	GLYATL2|219970	91.2409
